f5bf21730f49783091f8420ace40a650f2e0235620bf5afc116eebaaf2e9334b,76d18c62c9ff233def56900bd1cd9fd4112caa8d2aa9786ed48cf08786d7c91d,3c55e042d8553540ac873ce88fb8bf9861a156d5c906c7b369c08366258caa66,451a8a78eee65637e070d212126690b5493a17f23c190d54606b0e49f753b0df,e2128ca8f027871605375a40283d804c8516b6a49e66a02c07cb4f7b349c7e6e,6bbde61ae620e1cb2c3da604998eb93b347f585c357759d369ebf512d9596937,51051871d4be2bff359cdc27f1aab96c743bf56312b9a1aaa8328d6bc97dbee5,05b10989f62025a4c7fb7c8da0dcca41f87b4539a8c58dea566a6b0e961fde03,174fd910591f7606ccd694e9cbde83bc447963e349b720360f6a13989577a7ec,64e33be743d23624ea546501d607966d18385cbc9152e79351dee7f6be20476c,15fe1e7121699a9e1810750d4fe2dce435c369c1ca3e9595af6323b40827adf9,f51827ae016c5fce052a9078420ef7c581db5cac7a3366dafb11cc6661ac0293,131c575a61be3b9a6844346bd5ac3d1bcc31def2935a6ffef9163cc8d714d960,35972eafab9315834d0b35ae417fb1f36444fcde0fe2ed07071387b9fdcecd59,dc738c13afb308e434e0c7ee5170d3fff5b25b7d044c84dfca1ecc64fe18b872,9272d4314443f330b39b06d6897353dbcbb40cec5e463fde0c8017a2c88ded7c
"2","0","1","0","0","40","90006","0","0","2","0","0","22003","0","0","1003110"
"8","0","20","0","0","40","91002","0","0","2","0","0","90006","2","0","1004101"
"8","0","30","0","0","50","91002","0","0","2","0","0","90006","2","0","1004102"
"8","0","40","0","0","75","91002","0","0","2","0","0","90006","2","0","1004103"
"8","0","50","0","0","100","91002","0","0","2","0","0","90006","2","0","1004104"
"8","0","100","0","0","150","91002","0","0","2","31018","0","90006","2","2","1004105"
"8","0","20","0","0","20","91002","0","0","2","0","0","90006","2","0","1004106"
"8","0","30","0","0","25","91002","0","0","2","0","0","90006","2","0","1004107"
"8","0","40","0","0","30","91002","0","0","2","0","0","90006","2","0","1004108"
"8","0","50","0","0","40","91002","0","0","2","0","0","90006","2","0","1004109"
"8","0","100","0","0","80","91002","0","0","2","31018","0","90006","2","1","1004110"
"8","0","30","0","0","20","91002","0","0","2","0","0","90006","2","0","1004111"
"8","0","40","0","0","25","91002","0","0","2","0","0","90006","2","0","1004112"
"8","0","50","0","0","30","91002","0","0","2","0","0","90006","2","0","1004113"
"8","0","60","0","0","40","91002","0","0","2","0","0","90006","2","0","1004114"
"8","0","100","0","0","80","91002","0","0","2","31018","0","90006","2","1","1004115"
"12","0","0","0","0","25000","94002","0","0","0","0","0","0","0","0","1004116"
"8","0","20","0","0","40","91002","0","0","2","0","0","90006","2","0","1005101"
"8","0","30","0","0","50","91002","0","0","2","0","0","90006","2","0","1005102"
"8","0","40","0","0","75","91002","0","0","2","0","0","90006","2","0","1005103"
"8","0","50","0","0","100","91002","0","0","2","0","0","90006","2","0","1005104"
"8","0","100","0","0","150","91002","0","0","2","31042","0","90006","2","2","1005105"
"8","0","20","0","0","20","91002","0","0","2","0","0","90006","2","0","1005106"
"8","0","30","0","0","25","91002","0","0","2","0","0","90006","2","0","1005107"
"8","0","40","0","0","30","91002","0","0","2","0","0","90006","2","0","1005108"
"8","0","50","0","0","40","91002","0","0","2","0","0","90006","2","0","1005109"
"8","0","100","0","0","80","91002","0","0","2","31042","0","90006","2","1","1005110"
"8","0","30","0","0","20","91002","0","0","2","0","0","90006","2","0","1005111"
"8","0","40","0","0","25","91002","0","0","2","0","0","90006","2","0","1005112"
"8","0","50","0","0","30","91002","0","0","2","0","0","90006","2","0","1005113"
"8","0","60","0","0","40","91002","0","0","2","0","0","90006","2","0","1005114"
"8","0","100","0","0","80","91002","0","0","2","31042","0","90006","2","1","1005115"
"12","0","0","0","0","25000","94002","0","0","0","0","0","0","0","0","1005116"
"8","0","20","0","0","40","91002","0","0","2","0","0","90006","2","0","1006101"
"8","0","30","0","0","50","91002","0","0","2","0","0","90006","2","0","1006102"
"8","0","40","0","0","75","91002","0","0","2","0","0","90006","2","0","1006103"
"8","0","50","0","0","100","91002","0","0","2","0","0","90006","2","0","1006104"
"8","0","100","0","0","150","91002","0","0","2","31025","0","90006","2","2","1006105"
"8","0","20","0","0","20","91002","0","0","2","0","0","90006","2","0","1006106"
"8","0","30","0","0","25","91002","0","0","2","0","0","90006","2","0","1006107"
"8","0","40","0","0","30","91002","0","0","2","0","0","90006","2","0","1006108"
"8","0","50","0","0","40","91002","0","0","2","0","0","90006","2","0","1006109"
"8","0","100","0","0","80","91002","0","0","2","31025","0","90006","2","1","1006110"
"8","0","30","0","0","20","91002","0","0","2","0","0","90006","2","0","1006111"
"8","0","40","0","0","25","91002","0","0","2","0","0","90006","2","0","1006112"
"8","0","50","0","0","30","91002","0","0","2","0","0","90006","2","0","1006113"
"8","0","60","0","0","40","91002","0","0","2","0","0","90006","2","0","1006114"
"8","0","100","0","0","80","91002","0","0","2","31025","0","90006","2","1","1006115"
"12","0","0","0","0","25000","94002","0","0","0","0","0","0","0","0","1006116"
"8","0","20","0","0","40","91002","0","0","2","0","0","90006","2","0","1007101"
"8","0","30","0","0","50","91002","0","0","2","0","0","90006","2","0","1007102"
"8","0","40","0","0","75","91002","0","0","2","0","0","90006","2","0","1007103"
"8","0","50","0","0","100","91002","0","0","2","0","0","90006","2","0","1007104"
"8","0","100","0","0","150","91002","0","0","2","31018","0","90006","2","2","1007105"
"8","0","20","0","0","20","91002","0","0","2","0","0","90006","2","0","1007106"
"8","0","30","0","0","25","91002","0","0","2","0","0","90006","2","0","1007107"
"8","0","40","0","0","30","91002","0","0","2","0","0","90006","2","0","1007108"
"8","0","50","0","0","40","91002","0","0","2","0","0","90006","2","0","1007109"
"8","0","100","0","0","80","91002","0","0","2","31018","0","90006","2","1","1007110"
"8","0","30","0","0","20","91002","0","0","2","0","0","90006","2","0","1007111"
"8","0","40","0","0","25","91002","0","0","2","0","0","90006","2","0","1007112"
"8","0","50","0","0","30","91002","0","0","2","0","0","90006","2","0","1007113"
"8","0","60","0","0","40","91002","0","0","2","0","0","90006","2","0","1007114"
"8","0","100","0","0","80","91002","0","0","2","31018","0","90006","2","1","1007115"
"12","0","0","0","0","25000","94002","0","0","0","0","0","0","0","0","1007116"
"8","0","20","0","0","40","91002","0","0","2","0","0","90006","2","0","1008101"
"8","0","30","0","0","50","91002","0","0","2","0","0","90006","2","0","1008102"
"8","0","40","0","0","75","91002","0","0","2","0","0","90006","2","0","1008103"
"8","0","50","0","0","100","91002","0","0","2","0","0","90006","2","0","1008104"
"8","0","100","0","0","150","91002","0","0","2","31042","0","90006","2","2","1008105"
"8","0","20","0","0","20","91002","0","0","2","0","0","90006","2","0","1008106"
"8","0","30","0","0","25","91002","0","0","2","0","0","90006","2","0","1008107"
"8","0","40","0","0","30","91002","0","0","2","0","0","90006","2","0","1008108"
"8","0","50","0","0","40","91002","0","0","2","0","0","90006","2","0","1008109"
"8","0","100","0","0","80","91002","0","0","2","31042","0","90006","2","1","1008110"
"8","0","30","0","0","20","91002","0","0","2","0","0","90006","2","0","1008111"
"8","0","40","0","0","25","91002","0","0","2","0","0","90006","2","0","1008112"
"8","0","50","0","0","30","91002","0","0","2","0","0","90006","2","0","1008113"
"8","0","60","0","0","40","91002","0","0","2","0","0","90006","2","0","1008114"
"8","0","100","0","0","80","91002","0","0","2","31042","0","90006","2","1","1008115"
"12","0","0","0","0","25000","94002","0","0","0","0","0","0","0","0","1008116"
"8","0","20","0","0","40","91002","0","0","2","0","0","90006","2","0","1009101"
"8","0","30","0","0","50","91002","0","0","2","0","0","90006","2","0","1009102"
"8","0","40","0","0","75","91002","0","0","2","0","0","90006","2","0","1009103"
"8","0","50","0","0","100","91002","0","0","2","0","0","90006","2","0","1009104"
"8","0","100","0","0","150","91002","0","0","2","31043","0","90006","2","2","1009105"
"8","0","20","0","0","20","91002","0","0","2","0","0","90006","2","0","1009106"
"8","0","30","0","0","25","91002","0","0","2","0","0","90006","2","0","1009107"
"8","0","40","0","0","30","91002","0","0","2","0","0","90006","2","0","1009108"
"8","0","50","0","0","40","91002","0","0","2","0","0","90006","2","0","1009109"
"8","0","100","0","0","80","91002","0","0","2","31043","0","90006","2","1","1009110"
"8","0","30","0","0","20","91002","0","0","2","0","0","90006","2","0","1009111"
"8","0","40","0","0","25","91002","0","0","2","0","0","90006","2","0","1009112"
"8","0","50","0","0","30","91002","0","0","2","0","0","90006","2","0","1009113"
"8","0","60","0","0","40","91002","0","0","2","0","0","90006","2","0","1009114"
"8","0","100","0","0","80","91002","0","0","2","31043","0","90006","2","1","1009115"
"12","0","0","0","0","25000","94002","0","0","0","0","0","0","0","0","1009116"
"8","0","20","0","0","40","91002","0","0","2","0","0","90006","2","0","1010101"
"8","0","30","0","0","50","91002","0","0","2","0","0","90006","2","0","1010102"
"8","0","40","0","0","75","91002","0","0","2","0","0","90006","2","0","1010103"
"8","0","50","0","0","100","91002","0","0","2","0","0","90006","2","0","1010104"
"8","0","100","0","0","150","91002","0","0","2","31022","0","90006","2","2","1010105"
"8","0","20","0","0","20","91002","0","0","2","0","0","90006","2","0","1010106"
"8","0","30","0","0","25","91002","0","0","2","0","0","90006","2","0","1010107"
"8","0","40","0","0","30","91002","0","0","2","0","0","90006","2","0","1010108"
"8","0","50","0","0","40","91002","0","0","2","0","0","90006","2","0","1010109"
"8","0","100","0","0","80","91002","0","0","2","31022","0","90006","2","1","1010110"
"8","0","30","0","0","20","91002","0","0","2","0","0","90006","2","0","1010111"
"8","0","40","0","0","25","91002","0","0","2","0","0","90006","2","0","1010112"
"8","0","50","0","0","30","91002","0","0","2","0","0","90006","2","0","1010113"
"8","0","60","0","0","40","91002","0","0","2","0","0","90006","2","0","1010114"
"8","0","100","0","0","80","91002","0","0","2","31022","0","90006","2","1","1010115"
"12","0","0","0","0","25000","94002","0","0","0","0","0","0","0","0","1010116"
"8","0","20","0","0","40","91002","0","0","2","0","0","90006","2","0","1011101"
"8","0","30","0","0","50","91002","0","0","2","0","0","90006","2","0","1011102"
"8","0","40","0","0","75","91002","0","0","2","0","0","90006","2","0","1011103"
"8","0","50","0","0","100","91002","0","0","2","0","0","90006","2","0","1011104"
"8","0","100","0","0","150","91002","0","0","2","31025","0","90006","2","2","1011105"
"8","0","20","0","0","20","91002","0","0","2","0","0","90006","2","0","1011106"
"8","0","30","0","0","25","91002","0","0","2","0","0","90006","2","0","1011107"
"8","0","40","0","0","30","91002","0","0","2","0","0","90006","2","0","1011108"
"8","0","50","0","0","40","91002","0","0","2","0","0","90006","2","0","1011109"
"8","0","100","0","0","80","91002","0","0","2","31025","0","90006","2","1","1011110"
"8","0","30","0","0","20","91002","0","0","2","0","0","90006","2","0","1011111"
"8","0","40","0","0","25","91002","0","0","2","0","0","90006","2","0","1011112"
"8","0","50","0","0","30","91002","0","0","2","0","0","90006","2","0","1011113"
"8","0","60","0","0","40","91002","0","0","2","0","0","90006","2","0","1011114"
"8","0","100","0","0","80","91002","0","0","2","31025","0","90006","2","1","1011115"
"12","0","0","0","0","25000","94002","0","0","0","0","0","0","0","0","1011116"
"8","0","20","0","0","40","91002","0","0","2","0","0","90006","2","0","1012101"
"8","0","30","0","0","50","91002","0","0","2","0","0","90006","2","0","1012102"
"8","0","40","0","0","75","91002","0","0","2","0","0","90006","2","0","1012103"
"8","0","50","0","0","100","91002","0","0","2","0","0","90006","2","0","1012104"
"8","0","100","0","0","150","91002","0","0","2","31018","0","90006","2","2","1012105"
"8","0","20","0","0","20","91002","0","0","2","0","0","90006","2","0","1012106"
"8","0","30","0","0","25","91002","0","0","2","0","0","90006","2","0","1012107"
"8","0","40","0","0","30","91002","0","0","2","0","0","90006","2","0","1012108"
"8","0","50","0","0","40","91002","0","0","2","0","0","90006","2","0","1012109"
"8","0","100","0","0","80","91002","0","0","2","31018","0","90006","2","1","1012110"
"8","0","30","0","0","20","91002","0","0","2","0","0","90006","2","0","1012111"
"8","0","40","0","0","25","91002","0","0","2","0","0","90006","2","0","1012112"
"8","0","50","0","0","30","91002","0","0","2","0","0","90006","2","0","1012113"
"8","0","60","0","0","40","91002","0","0","2","0","0","90006","2","0","1012114"
"8","0","100","0","0","80","91002","0","0","2","31018","0","90006","2","1","1012115"
"12","0","0","0","0","25000","94002","0","0","0","0","0","0","0","0","1012116"
"8","0","20","0","0","40","91002","0","0","2","0","0","90006","2","0","1013101"
"8","0","30","0","0","50","91002","0","0","2","0","0","90006","2","0","1013102"
"8","0","40","0","0","75","91002","0","0","2","0","0","90006","2","0","1013103"
"8","0","50","0","0","100","91002","0","0","2","0","0","90006","2","0","1013104"
"8","0","100","0","0","150","91002","0","0","2","31042","0","90006","2","2","1013105"
"8","0","20","0","0","20","91002","0","0","2","0","0","90006","2","0","1013106"
"8","0","30","0","0","25","91002","0","0","2","0","0","90006","2","0","1013107"
"8","0","40","0","0","30","91002","0","0","2","0","0","90006","2","0","1013108"
"8","0","50","0","0","40","91002","0","0","2","0","0","90006","2","0","1013109"
"8","0","100","0","0","80","91002","0","0","2","31042","0","90006","2","1","1013110"
"8","0","30","0","0","20","91002","0","0","2","0","0","90006","2","0","1013111"
"8","0","40","0","0","25","91002","0","0","2","0","0","90006","2","0","1013112"
"8","0","50","0","0","30","91002","0","0","2","0","0","90006","2","0","1013113"
"8","0","60","0","0","40","91002","0","0","2","0","0","90006","2","0","1013114"
"8","0","100","0","0","80","91002","0","0","2","31042","0","90006","2","1","1013115"
"12","0","0","0","0","25000","94002","0","0","0","0","0","0","0","0","1013116"
"8","0","20","0","0","40","91002","0","0","2","0","0","90006","2","0","1014101"
"8","0","30","0","0","50","91002","0","0","2","0","0","90006","2","0","1014102"
"8","0","40","0","0","75","91002","0","0","2","0","0","90006","2","0","1014103"
"8","0","50","0","0","100","91002","0","0","2","0","0","90006","2","0","1014104"
"8","0","100","0","0","150","91002","0","0","2","31043","0","90006","2","2","1014105"
"8","0","20","0","0","20","91002","0","0","2","0","0","90006","2","0","1014106"
"8","0","30","0","0","25","91002","0","0","2","0","0","90006","2","0","1014107"
"8","0","40","0","0","30","91002","0","0","2","0","0","90006","2","0","1014108"
"8","0","50","0","0","40","91002","0","0","2","0","0","90006","2","0","1014109"
"8","0","100","0","0","80","91002","0","0","2","31043","0","90006","2","1","1014110"
"8","0","30","0","0","20","91002","0","0","2","0","0","90006","2","0","1014111"
"8","0","40","0","0","25","91002","0","0","2","0","0","90006","2","0","1014112"
"8","0","50","0","0","30","91002","0","0","2","0","0","90006","2","0","1014113"
"8","0","60","0","0","40","91002","0","0","2","0","0","90006","2","0","1014114"
"8","0","100","0","0","80","91002","0","0","2","31043","0","90006","2","1","1014115"
"12","0","0","0","0","25000","94002","0","0","0","0","0","0","0","0","1014116"
"8","0","20","0","0","40","91002","0","0","2","0","0","90006","2","0","1015101"
"8","0","30","0","0","50","91002","0","0","2","0","0","90006","2","0","1015102"
"8","0","40","0","0","75","91002","0","0","2","0","0","90006","2","0","1015103"
"8","0","50","0","0","100","91002","0","0","2","0","0","90006","2","0","1015104"
"8","0","100","0","0","150","91002","0","0","2","31025","0","90006","2","2","1015105"
"8","0","20","0","0","20","91002","0","0","2","0","0","90006","2","0","1015106"
"8","0","30","0","0","25","91002","0","0","2","0","0","90006","2","0","1015107"
"8","0","40","0","0","30","91002","0","0","2","0","0","90006","2","0","1015108"
"8","0","50","0","0","40","91002","0","0","2","0","0","90006","2","0","1015109"
"8","0","100","0","0","80","91002","0","0","2","31025","0","90006","2","1","1015110"
"8","0","30","0","0","20","91002","0","0","2","0","0","90006","2","0","1015111"
"8","0","40","0","0","25","91002","0","0","2","0","0","90006","2","0","1015112"
"8","0","50","0","0","30","91002","0","0","2","0","0","90006","2","0","1015113"
"8","0","60","0","0","40","91002","0","0","2","0","0","90006","2","0","1015114"
"8","0","100","0","0","80","91002","0","0","2","31025","0","90006","2","1","1015115"
"12","0","0","0","0","25000","94002","0","0","0","0","0","0","0","0","1015116"
"8","0","20","0","0","40","91002","0","0","2","0","0","90006","2","0","1016101"
"8","0","30","0","0","50","91002","0","0","2","0","0","90006","2","0","1016102"
"8","0","40","0","0","75","91002","0","0","2","0","0","90006","2","0","1016103"
"8","0","50","0","0","100","91002","0","0","2","0","0","90006","2","0","1016104"
"8","0","100","0","0","150","91002","0","0","2","31022","0","90006","2","2","1016105"
"8","0","20","0","0","20","91002","0","0","2","0","0","90006","2","0","1016106"
"8","0","30","0","0","25","91002","0","0","2","0","0","90006","2","0","1016107"
"8","0","40","0","0","30","91002","0","0","2","0","0","90006","2","0","1016108"
"8","0","50","0","0","40","91002","0","0","2","0","0","90006","2","0","1016109"
"8","0","100","0","0","80","91002","0","0","2","31022","0","90006","2","1","1016110"
"8","0","30","0","0","20","91002","0","0","2","0","0","90006","2","0","1016111"
"8","0","40","0","0","25","91002","0","0","2","0","0","90006","2","0","1016112"
"8","0","50","0","0","30","91002","0","0","2","0","0","90006","2","0","1016113"
"8","0","60","0","0","40","91002","0","0","2","0","0","90006","2","0","1016114"
"8","0","100","0","0","80","91002","0","0","2","31022","0","90006","2","1","1016115"
"12","0","0","0","0","25000","94002","0","0","0","0","0","0","0","0","1016116"
"8","0","20","0","0","40","91002","0","0","2","0","0","90006","2","0","1017101"
"8","0","30","0","0","50","91002","0","0","2","0","0","90006","2","0","1017102"
"8","0","40","0","0","75","91002","0","0","2","0","0","90006","2","0","1017103"
"8","0","50","0","0","100","91002","0","0","2","0","0","90006","2","0","1017104"
"8","0","100","0","0","150","91002","0","0","2","31018","0","90006","2","2","1017105"
"8","0","20","0","0","20","91002","0","0","2","0","0","90006","2","0","1017106"
"8","0","30","0","0","25","91002","0","0","2","0","0","90006","2","0","1017107"
"8","0","40","0","0","30","91002","0","0","2","0","0","90006","2","0","1017108"
"8","0","50","0","0","40","91002","0","0","2","0","0","90006","2","0","1017109"
"8","0","100","0","0","80","91002","0","0","2","31018","0","90006","2","1","1017110"
"8","0","30","0","0","20","91002","0","0","2","0","0","90006","2","0","1017111"
"8","0","40","0","0","25","91002","0","0","2","0","0","90006","2","0","1017112"
"8","0","50","0","0","30","91002","0","0","2","0","0","90006","2","0","1017113"
"8","0","60","0","0","40","91002","0","0","2","0","0","90006","2","0","1017114"
"8","0","100","0","0","80","91002","0","0","2","31018","0","90006","2","1","1017115"
"12","0","0","0","0","25000","94002","0","0","0","0","0","0","0","0","1017116"
"8","0","20","0","0","40","91002","0","0","2","0","0","90006","2","0","1018101"
"8","0","30","0","0","50","91002","0","0","2","0","0","90006","2","0","1018102"
"8","0","40","0","0","75","91002","0","0","2","0","0","90006","2","0","1018103"
"8","0","50","0","0","100","91002","0","0","2","0","0","90006","2","0","1018104"
"8","0","100","0","0","150","91002","0","0","2","31042","0","90006","2","2","1018105"
"8","0","20","0","0","20","91002","0","0","2","0","0","90006","2","0","1018106"
"8","0","30","0","0","25","91002","0","0","2","0","0","90006","2","0","1018107"
"8","0","40","0","0","30","91002","0","0","2","0","0","90006","2","0","1018108"
"8","0","50","0","0","40","91002","0","0","2","0","0","90006","2","0","1018109"
"8","0","100","0","0","80","91002","0","0","2","31042","0","90006","2","1","1018110"
"8","0","30","0","0","20","91002","0","0","2","0","0","90006","2","0","1018111"
"8","0","40","0","0","25","91002","0","0","2","0","0","90006","2","0","1018112"
"8","0","50","0","0","30","91002","0","0","2","0","0","90006","2","0","1018113"
"8","0","60","0","0","40","91002","0","0","2","0","0","90006","2","0","1018114"
"8","0","100","0","0","80","91002","0","0","2","31042","0","90006","2","1","1018115"
"12","0","0","0","0","25000","94002","0","0","0","0","0","0","0","0","1018116"
"8","0","20","0","0","40","91002","0","0","2","0","0","90006","2","0","1019101"
"8","0","30","0","0","50","91002","0","0","2","0","0","90006","2","0","1019102"
"8","0","40","0","0","75","91002","0","0","2","0","0","90006","2","0","1019103"
"8","0","50","0","0","100","91002","0","0","2","0","0","90006","2","0","1019104"
"8","0","100","0","0","150","91002","0","0","2","31043","0","90006","2","2","1019105"
"8","0","20","0","0","20","91002","0","0","2","0","0","90006","2","0","1019106"
"8","0","30","0","0","25","91002","0","0","2","0","0","90006","2","0","1019107"
"8","0","40","0","0","30","91002","0","0","2","0","0","90006","2","0","1019108"
"8","0","50","0","0","40","91002","0","0","2","0","0","90006","2","0","1019109"
"8","0","100","0","0","80","91002","0","0","2","31043","0","90006","2","1","1019110"
"8","0","30","0","0","20","91002","0","0","2","0","0","90006","2","0","1019111"
"8","0","40","0","0","25","91002","0","0","2","0","0","90006","2","0","1019112"
"8","0","50","0","0","30","91002","0","0","2","0","0","90006","2","0","1019113"
"8","0","60","0","0","40","91002","0","0","2","0","0","90006","2","0","1019114"
"8","0","100","0","0","80","91002","0","0","2","31043","0","90006","2","1","1019115"
"12","0","0","0","0","25000","94002","0","0","0","0","0","0","0","0","1019116"
"8","0","20","0","0","40","91002","0","0","2","0","0","90006","2","0","1020101"
"8","0","30","0","0","50","91002","0","0","2","0","0","90006","2","0","1020102"
"8","0","40","0","0","75","91002","0","0","2","0","0","90006","2","0","1020103"
"8","0","50","0","0","100","91002","0","0","2","0","0","90006","2","0","1020104"
"8","0","100","0","0","150","91002","0","0","2","31025","0","90006","2","2","1020105"
"8","0","20","0","0","20","91002","0","0","2","0","0","90006","2","0","1020106"
"8","0","30","0","0","25","91002","0","0","2","0","0","90006","2","0","1020107"
"8","0","40","0","0","30","91002","0","0","2","0","0","90006","2","0","1020108"
"8","0","50","0","0","40","91002","0","0","2","0","0","90006","2","0","1020109"
"8","0","100","0","0","80","91002","0","0","2","31025","0","90006","2","1","1020110"
"8","0","30","0","0","20","91002","0","0","2","0","0","90006","2","0","1020111"
"8","0","40","0","0","25","91002","0","0","2","0","0","90006","2","0","1020112"
"8","0","50","0","0","30","91002","0","0","2","0","0","90006","2","0","1020113"
"8","0","60","0","0","40","91002","0","0","2","0","0","90006","2","0","1020114"
"8","0","100","0","0","80","91002","0","0","2","31025","0","90006","2","1","1020115"
"12","0","0","0","0","25000","94002","0","0","0","0","0","0","0","0","1020116"
"8","0","20","0","0","40","91002","0","0","2","0","0","90006","2","0","1021101"
"8","0","30","0","0","50","91002","0","0","2","0","0","90006","2","0","1021102"
"8","0","40","0","0","75","91002","0","0","2","0","0","90006","2","0","1021103"
"8","0","50","0","0","100","91002","0","0","2","0","0","90006","2","0","1021104"
"8","0","100","0","0","150","91002","0","0","2","31022","0","90006","2","2","1021105"
"8","0","20","0","0","20","91002","0","0","2","0","0","90006","2","0","1021106"
"8","0","30","0","0","25","91002","0","0","2","0","0","90006","2","0","1021107"
"8","0","40","0","0","30","91002","0","0","2","0","0","90006","2","0","1021108"
"8","0","50","0","0","40","91002","0","0","2","0","0","90006","2","0","1021109"
"8","0","100","0","0","80","91002","0","0","2","31022","0","90006","2","1","1021110"
"8","0","30","0","0","20","91002","0","0","2","0","0","90006","2","0","1021111"
"8","0","40","0","0","25","91002","0","0","2","0","0","90006","2","0","1021112"
"8","0","50","0","0","30","91002","0","0","2","0","0","90006","2","0","1021113"
"8","0","60","0","0","40","91002","0","0","2","0","0","90006","2","0","1021114"
"8","0","100","0","0","80","91002","0","0","2","31022","0","90006","2","1","1021115"
"12","0","0","0","0","25000","94002","0","0","0","0","0","0","0","0","1021116"
"8","0","20","0","0","40","91002","0","0","2","0","0","90006","2","0","1022101"
"8","0","30","0","0","50","91002","0","0","2","0","0","90006","2","0","1022102"
"8","0","40","0","0","75","91002","0","0","2","0","0","90006","2","0","1022103"
"8","0","50","0","0","100","91002","0","0","2","0","0","90006","2","0","1022104"
"8","0","100","0","0","150","91002","0","0","2","31018","0","90006","2","2","1022105"
"8","0","20","0","0","20","91002","0","0","2","0","0","90006","2","0","1022106"
"8","0","30","0","0","25","91002","0","0","2","0","0","90006","2","0","1022107"
"8","0","40","0","0","30","91002","0","0","2","0","0","90006","2","0","1022108"
"8","0","50","0","0","40","91002","0","0","2","0","0","90006","2","0","1022109"
"8","0","100","0","0","80","91002","0","0","2","31018","0","90006","2","1","1022110"
"8","0","30","0","0","20","91002","0","0","2","0","0","90006","2","0","1022111"
"8","0","40","0","0","25","91002","0","0","2","0","0","90006","2","0","1022112"
"8","0","50","0","0","30","91002","0","0","2","0","0","90006","2","0","1022113"
