28342cc367d8c1dd671e7b45d3fb4547cea1f7efad5ae13ab0ea9cbfee6163e8,4a9ba9c2981b80915870e4cb028e9c49dffe227f41c9ab7c8aa9c35ad4ef2e3c,7500348e685981a4622bdbf91cb6080838e340b24074545a69ba69368186d0c5,e5bd2a61ff568e6d0673ac368458f7efe655bc85c711d15f6493768db917b73c,b2dfd24df2170887a09a11184a11b60178cd879d43ab97176f2c71788e6b7e58,6bd9e6d7ee9f10c8ca82a8df9b915e9b7ea041f31eb2819185fbb32027ce96de
"14","201","30240","600","1","250"
"14","202","30490","600","1","250"
"14","203","30740","600","1","250"
"14","204","30990","600","1","250"
"14","205","31240","600","1","250"
"14","206","31490","600","1","250"
"14","207","31740","600","1","250"
"14","208","31990","600","1","250"
"14","209","32240","600","1","250"
"14","210","32490","600","1","250"
"15","211","32740","680","1","250"
"15","212","32990","680","1","250"
"15","213","33240","680","1","250"
"15","214","33490","680","1","250"
"15","215","33740","680","1","250"
"15","216","33990","680","1","250"
"15","217","34240","680","1","250"
"15","218","34490","680","1","250"
"15","219","34740","680","1","250"
"15","220","34990","680","1","250"
"16","221","35240","680","1","250"
"16","222","35490","680","1","250"
"16","223","35740","680","1","250"
"16","224","35990","680","1","250"
"16","225","36240","680","1","250"
"16","226","36490","680","1","250"
"16","227","36740","680","1","250"
"16","228","36990","680","1","250"
"16","229","37240","680","1","250"
"16","230","37490","680","1","250"
"17","231","37740","680","1","250"
"17","232","37990","680","1","250"
"17","233","38240","680","1","250"
"17","234","38490","680","1","250"
"17","235","38740","680","1","250"
"17","236","38990","680","1","250"
"17","237","39240","680","1","250"
"17","238","39490","680","1","250"
"17","239","39740","680","1","250"
"17","240","39990","680","1","250"
"18","241","40240","680","1","250"
"18","242","40490","680","1","250"
"18","243","40740","680","1","250"
"18","244","40990","680","1","250"
"18","245","41240","680","1","250"
"18","246","41490","680","1","250"
"18","247","41740","680","1","250"
"18","248","41990","680","1","250"
"18","249","42240","680","1","250"
"18","250","42490","680","1","250"
"19","251","42740","680","1","250"
"19","252","42990","680","1","250"
"19","253","43240","680","1","250"
"19","254","43490","680","1","250"
"19","255","43740","680","1","250"
"19","256","43990","680","1","250"
"19","257","44240","680","1","250"
"19","258","44490","680","1","250"
"19","259","44740","680","1","250"
"19","260","44990","680","1","250"
"20","261","45240","680","1","250"
"20","262","45490","680","1","250"
"20","263","45740","680","1","250"
"20","264","45990","680","1","250"
"20","265","46240","680","1","250"
"20","266","46490","680","1","250"
"20","267","46740","680","1","250"
"20","268","46990","680","1","250"
"20","269","47240","680","1","250"
"20","270","47490","680","1","250"
"21","271","47740","680","1","250"
"21","272","47990","680","1","250"
"21","273","48240","680","1","250"
"21","274","48490","680","1","250"
"21","275","48740","680","1","250"
"21","276","48990","680","1","250"
"21","277","49240","680","1","250"
"21","278","49490","680","1","250"
"21","279","49740","680","1","250"
"21","280","49990","680","1","250"
"22","281","50240","680","1","250"
"22","282","50490","680","1","250"
"22","283","50740","680","1","250"
"22","284","50990","680","1","250"
"22","285","51240","680","1","250"
"22","286","51490","680","1","250"
"22","287","51740","680","1","250"
"22","288","51990","680","1","250"
"22","289","52240","680","1","250"
"22","290","52490","680","1","250"
"23","291","52740","680","1","250"
"23","292","52990","680","1","250"
"23","293","53240","680","1","250"
"23","294","53490","680","1","250"
"23","295","53740","680","1","250"
"23","296","53990","680","1","250"
"23","297","54240","680","1","250"
"23","298","54490","680","1","250"
"23","299","54740","680","1","250"
"23","300","54990","680","1","250"
"24","301","55240","680","1","250"
"24","302","55490","680","1","250"
"24","303","55740","680","1","250"
"24","304","55990","680","1","250"
"24","305","56240","680","1","250"
"24","306","56490","680","1","250"
"24","307","56740","680","1","250"
"24","308","56990","680","1","250"
"24","309","57240","680","1","250"
"24","310","57490","680","1","250"
"25","311","57740","680","1","250"
"25","312","57990","680","1","250"
"25","313","58240","680","1","250"
"25","314","58490","680","1","250"
"25","315","58740","680","1","250"
"25","316","58990","680","1","250"
"25","317","59240","680","1","250"
"25","318","59490","680","1","250"
"25","319","59740","680","1","250"
"25","320","59990","680","1","250"
"26","321","60240","680","1","250"
"26","322","60490","680","1","250"
"26","323","60740","680","1","250"
"26","324","60990","680","1","250"
"26","325","61240","680","1","250"
"26","326","61490","680","1","250"
"26","327","61740","680","1","250"
"26","328","61990","680","1","250"
"26","329","62240","680","1","250"
"26","330","62490","680","1","250"
"1","0","50","200000","2","50"
"1","1","60","500000","2","10"
"1","2","75","500000","2","15"
"1","3","95","500000","2","20"
"1","4","120","500000","2","25"
"1","5","150","500000","2","30"
