2cd815b3d5eea4e619b3546654d14b3a6b64f0d73e6787e32637e5dc3e3d224e,969e1fa8c1c84a5ca36e23bc90449b0bda1aab063e2e3925bd74cc603a498aa4,ae7685e84e1e9a92127c2affd0d820753ce20f67fd80fa66416433d3923d2960,1a2b72e52d06b9adaddc0aedd5cca2cf9df8aa527d76bffa8b999c1d2c3796b0,f30be8f92071c9ca53610e7e24191dd156e2cbb7fffd9a9cec0f083f469ac73d,d03fad91c8940d2466760af5aee9bd5e9c52619543e232765f196b109b088335,6e7664a17ce80ba9c4a795da5927f1c46396f783fa487085365d334d91c62411,53a1e71c6018cabb633b13049366f1878d4ac0692985944d83a0f3f887af2a24,f75f4092fb2b50eee1e12661d3d0d1cb5a211653c9665c04e237f0a26a40d869,5c960d529f3351d90c3d86c0106405c81305a50f50e765e3afaee1eb400c0441,287070b528cb9cc84a703754182746018becb033a87829edf49a47fe06d8de7e,d16a583012f0996eeb4d69f72aaaedf652376767dd71a378b343c450ff590a50,da0edb50c93a6d55e58854a0a6966cbe9f4ad96c415664c8d59015943bf6bd97,e3e0d5e7d00c018f97fb3c0d36eff5d25a0c2787ce04d3ccb66d637a32e7ec4b,13a01e700e867a0106996715e19ec0432d1359c5c2eb9b367084b2ba85b71d3b,c2b694243576ed7d4e29a6504bd071288416c03d5d50caa803fc1772a5417337,38179447db5b46a33735931ac2beeb86ff025c9c781fd1789c1c1ea79fc3c17c,33081cd3e1ff4f0c33d23ec89362b61b00e0e69133e97f69bdcabc9a3aeffa18,5c02567e25889a7a1dbb7d673a3ecdfea43099a9a09b5d203d6c4ca10e4cbd1c,20a7d0b6f8b741663bbd17fdf2b056c2ac662a7b50d856120f1c660b37af679a,0a80daf8719d6300552916d948b36e2599e4f4519698fbbc437455b607a59fe2
"75","1","8","2","2500","0","0","31042","2500","0","0","0","91002","2000","2","90006","14","1008","1001","0","0"
"76","1","8","2","2000","0","0","31042","2000","0","0","0","91002","3000","2","90006","12","1008","2001","0","0"
"77","1","8","2","1500","0","0","31042","1500","0","0","0","91002","5000","2","90006","10","1008","3001","0","0"
"78","1","8","2","1000","0","0","31042","1000","0","0","0","91002","10000","2","90006","8","1008","5001","0","0"
"79","1","8","2","500","0","0","31042","500","0","0","0","91002","-1","2","90006","5","1008","10001","0","0"
"80","1","8","2","5000","0","0","31018","5000","0","0","0","91002","20","2","90006","30","1009","1","0","0"
"81","1","8","2","4500","0","0","31018","4500","0","0","0","91002","100","2","90006","25","1009","21","0","0"
"82","1","8","2","4000","0","0","31018","4000","0","0","0","91002","250","2","90006","20","1009","101","0","0"
"83","1","8","2","3500","0","0","31018","3500","0","0","0","91002","500","2","90006","18","1009","251","0","0"
"84","1","8","2","3000","0","0","31018","3000","0","0","0","91002","1000","2","90006","16","1009","501","0","0"
"85","1","8","2","2500","0","0","31018","2500","0","0","0","91002","2000","2","90006","14","1009","1001","0","0"
"86","1","8","2","2000","0","0","31018","2000","0","0","0","91002","3000","2","90006","12","1009","2001","0","0"
"87","1","8","2","1500","0","0","31018","1500","0","0","0","91002","5000","2","90006","10","1009","3001","0","0"
"88","1","8","2","1000","0","0","31018","1000","0","0","0","91002","10000","2","90006","8","1009","5001","0","0"
"89","1","8","2","500","0","0","31018","500","0","0","0","91002","-1","2","90006","5","1009","10001","0","0"
"90","1","8","2","5000","0","0","31025","5000","0","0","0","91002","20","2","90006","30","1010","1","0","0"
"91","1","8","2","4500","0","0","31025","4500","0","0","0","91002","100","2","90006","25","1010","21","0","0"
"92","1","8","2","4000","0","0","31025","4000","0","0","0","91002","250","2","90006","20","1010","101","0","0"
"93","1","8","2","3500","0","0","31025","3500","0","0","0","91002","500","2","90006","18","1010","251","0","0"
"94","1","8","2","3000","0","0","31025","3000","0","0","0","91002","1000","2","90006","16","1010","501","0","0"
"95","1","8","2","2500","0","0","31025","2500","0","0","0","91002","2000","2","90006","14","1010","1001","0","0"
"96","1","8","2","2000","0","0","31025","2000","0","0","0","91002","3000","2","90006","12","1010","2001","0","0"
"97","1","8","2","1500","0","0","31025","1500","0","0","0","91002","5000","2","90006","10","1010","3001","0","0"
"98","1","8","2","1000","0","0","31025","1000","0","0","0","91002","10000","2","90006","8","1010","5001","0","0"
"99","1","8","2","500","0","0","31025","500","0","0","0","91002","-1","2","90006","5","1010","10001","0","0"
"100","1","8","2","5000","0","0","31043","5000","0","0","0","91002","20","2","90006","30","1011","1","0","0"
"101","1","8","2","4500","0","0","31043","4500","0","0","0","91002","100","2","90006","25","1011","21","0","0"
"102","1","8","2","4000","0","0","31043","4000","0","0","0","91002","250","2","90006","20","1011","101","0","0"
"103","1","8","2","3500","0","0","31043","3500","0","0","0","91002","500","2","90006","18","1011","251","0","0"
"104","1","8","2","3000","0","0","31043","3000","0","0","0","91002","1000","2","90006","16","1011","501","0","0"
"105","1","8","2","2500","0","0","31043","2500","0","0","0","91002","2000","2","90006","14","1011","1001","0","0"
"106","1","8","2","2000","0","0","31043","2000","0","0","0","91002","3000","2","90006","12","1011","2001","0","0"
"107","1","8","2","1500","0","0","31043","1500","0","0","0","91002","5000","2","90006","10","1011","3001","0","0"
"108","1","8","2","1000","0","0","31043","1000","0","0","0","91002","10000","2","90006","8","1011","5001","0","0"
"109","1","8","2","500","0","0","31043","500","0","0","0","91002","-1","2","90006","5","1011","10001","0","0"
"110","1","8","2","5000","0","0","31022","5000","0","0","0","91002","20","2","90006","30","1012","1","0","0"
"111","1","8","2","4500","0","0","31022","4500","0","0","0","91002","100","2","90006","25","1012","21","0","0"
"112","1","8","2","4000","0","0","31022","4000","0","0","0","91002","250","2","90006","20","1012","101","0","0"
"113","1","8","2","3500","0","0","31022","3500","0","0","0","91002","500","2","90006","18","1012","251","0","0"
"114","1","8","2","3000","0","0","31022","3000","0","0","0","91002","1000","2","90006","16","1012","501","0","0"
"115","1","8","2","2500","0","0","31022","2500","0","0","0","91002","2000","2","90006","14","1012","1001","0","0"
"116","1","8","2","2000","0","0","31022","2000","0","0","0","91002","3000","2","90006","12","1012","2001","0","0"
"117","1","8","2","1500","0","0","31022","1500","0","0","0","91002","5000","2","90006","10","1012","3001","0","0"
"118","1","8","2","1000","0","0","31022","1000","0","0","0","91002","10000","2","90006","8","1012","5001","0","0"
"119","1","8","2","500","0","0","31022","500","0","0","0","91002","-1","2","90006","5","1012","10001","0","0"
"120","1","8","2","5000","0","0","31042","5000","0","0","0","91002","20","2","90006","30","1013","1","0","0"
"121","1","8","2","4500","0","0","31042","4500","0","0","0","91002","100","2","90006","25","1013","21","0","0"
"122","1","8","2","4000","0","0","31042","4000","0","0","0","91002","250","2","90006","20","1013","101","0","0"
"123","1","8","2","3500","0","0","31042","3500","0","0","0","91002","500","2","90006","18","1013","251","0","0"
"124","1","8","2","3000","0","0","31042","3000","0","0","0","91002","1000","2","90006","16","1013","501","0","0"
"125","1","8","2","2500","0","0","31042","2500","0","0","0","91002","2000","2","90006","14","1013","1001","0","0"
"126","1","8","2","2000","0","0","31042","2000","0","0","0","91002","3000","2","90006","12","1013","2001","0","0"
"127","1","8","2","1500","0","0","31042","1500","0","0","0","91002","5000","2","90006","10","1013","3001","0","0"
"128","1","8","2","1000","0","0","31042","1000","0","0","0","91002","10000","2","90006","8","1013","5001","0","0"
"129","1","8","2","500","0","0","31042","500","0","0","0","91002","-1","2","90006","5","1013","10001","0","0"
"130","1","8","2","5000","0","0","31018","5000","0","0","0","91002","20","2","90006","30","1014","1","0","0"
"131","1","8","2","4500","0","0","31018","4500","0","0","0","91002","100","2","90006","25","1014","21","0","0"
"132","1","8","2","4000","0","0","31018","4000","0","0","0","91002","250","2","90006","20","1014","101","0","0"
"133","1","8","2","3500","0","0","31018","3500","0","0","0","91002","500","2","90006","18","1014","251","0","0"
"134","1","8","2","3000","0","0","31018","3000","0","0","0","91002","1000","2","90006","16","1014","501","0","0"
"135","1","8","2","2500","0","0","31018","2500","0","0","0","91002","2000","2","90006","14","1014","1001","0","0"
"136","1","8","2","2000","0","0","31018","2000","0","0","0","91002","3000","2","90006","12","1014","2001","0","0"
"137","1","8","2","1500","0","0","31018","1500","0","0","0","91002","5000","2","90006","10","1014","3001","0","0"
"138","1","8","2","1000","0","0","31018","1000","0","0","0","91002","10000","2","90006","8","1014","5001","0","0"
"139","1","8","2","500","0","0","31018","500","0","0","0","91002","-1","2","90006","5","1014","10001","0","0"
"140","1","8","2","5000","0","0","31042","5000","0","0","0","91002","20","2","90006","30","1015","1","0","0"
"141","1","8","2","4500","0","0","31042","4500","0","0","0","91002","100","2","90006","25","1015","21","0","0"
"142","1","8","2","4000","0","0","31042","4000","0","0","0","91002","250","2","90006","20","1015","101","0","0"
"143","1","8","2","3500","0","0","31042","3500","0","0","0","91002","500","2","90006","18","1015","251","0","0"
"144","1","8","2","3000","0","0","31042","3000","0","0","0","91002","1000","2","90006","16","1015","501","0","0"
"145","1","8","2","2500","0","0","31042","2500","0","0","0","91002","2000","2","90006","14","1015","1001","0","0"
"146","1","8","2","2000","0","0","31042","2000","0","0","0","91002","3000","2","90006","12","1015","2001","0","0"
"147","1","8","2","1500","0","0","31042","1500","0","0","0","91002","5000","2","90006","10","1015","3001","0","0"
"148","1","8","2","1000","0","0","31042","1000","0","0","0","91002","10000","2","90006","8","1015","5001","0","0"
"149","1","8","2","500","0","0","31042","500","0","0","0","91002","-1","2","90006","5","1015","10001","0","0"
"150","1","8","2","5000","0","0","31025","5000","0","0","0","91002","50","2","90006","30","1016","1","0","0"
"151","1","8","2","4500","0","0","31025","4500","0","0","0","91002","150","2","90006","25","1016","51","0","0"
"152","1","8","2","4000","0","0","31025","4000","0","0","0","91002","300","2","90006","20","1016","151","0","0"
"153","1","8","2","3500","0","0","31025","3500","0","0","0","91002","700","2","90006","18","1016","301","0","0"
"154","1","8","2","3000","0","0","31025","3000","0","0","0","91002","1300","2","90006","16","1016","701","0","0"
"155","1","8","2","2500","0","0","31025","2500","0","0","0","91002","2500","2","90006","14","1016","1301","0","0"
"156","1","8","2","2000","0","0","31025","2000","0","0","0","91002","4000","2","90006","12","1016","2501","0","0"
"157","1","8","2","1500","0","0","31025","1500","0","0","0","91002","6000","2","90006","10","1016","4001","0","0"
"158","1","8","2","1000","0","0","31025","1000","0","0","0","91002","10000","2","90006","8","1016","6001","0","0"
"159","1","8","2","750","0","0","31025","750","0","0","0","91002","15000","2","90006","7","1016","10001","0","0"
"160","1","8","2","500","0","0","31025","500","0","0","0","91002","-1","2","90006","5","1016","15001","0","0"
"165","1","8","2","5000","0","0","31043","5000","0","0","0","91002","50","2","90006","30","1017","1","0","0"
"166","1","8","2","4500","0","0","31043","4500","0","0","0","91002","150","2","90006","25","1017","51","0","0"
"167","1","8","2","4000","0","0","31043","4000","0","0","0","91002","300","2","90006","20","1017","151","0","0"
"168","1","8","2","3500","0","0","31043","3500","0","0","0","91002","700","2","90006","18","1017","301","0","0"
"169","1","8","2","3000","0","0","31043","3000","0","0","0","91002","1300","2","90006","16","1017","701","0","0"
"170","1","8","2","2500","0","0","31043","2500","0","0","0","91002","2500","2","90006","14","1017","1301","0","0"
"171","1","8","2","2000","0","0","31043","2000","0","0","0","91002","4000","2","90006","12","1017","2501","0","0"
"172","1","8","2","1500","0","0","31043","1500","0","0","0","91002","6000","2","90006","10","1017","4001","0","0"
"173","1","8","2","1000","0","0","31043","1000","0","0","0","91002","10000","2","90006","8","1017","6001","0","0"
"174","1","8","2","750","0","0","31043","750","0","0","0","91002","15000","2","90006","7","1017","10001","0","0"
"175","1","8","2","500","0","0","31043","500","0","0","0","91002","-1","2","90006","5","1017","15001","0","0"
"176","1","8","2","5000","0","0","31022","5000","0","0","0","91002","50","2","90006","30","1018","1","0","0"
"177","1","8","2","4500","0","0","31022","4500","0","0","0","91002","150","2","90006","25","1018","51","0","0"
"178","1","8","2","4000","0","0","31022","4000","0","0","0","91002","300","2","90006","20","1018","151","0","0"
"179","1","8","2","3500","0","0","31022","3500","0","0","0","91002","700","2","90006","18","1018","301","0","0"
"180","1","8","2","3000","0","0","31022","3000","0","0","0","91002","1300","2","90006","16","1018","701","0","0"
"181","1","8","2","2500","0","0","31022","2500","0","0","0","91002","2500","2","90006","14","1018","1301","0","0"
"182","1","8","2","2000","0","0","31022","2000","0","0","0","91002","4000","2","90006","12","1018","2501","0","0"
"183","1","8","2","1500","0","0","31022","1500","0","0","0","91002","6000","2","90006","10","1018","4001","0","0"
"184","1","8","2","1000","0","0","31022","1000","0","0","0","91002","10000","2","90006","8","1018","6001","0","0"
"185","1","8","2","750","0","0","31022","750","0","0","0","91002","15000","2","90006","7","1018","10001","0","0"
"186","1","8","2","500","0","0","31022","500","0","0","0","91002","-1","2","90006","5","1018","15001","0","0"
"187","1","8","2","5000","0","0","31018","5000","0","0","0","91002","50","2","90006","30","1019","1","0","0"
"188","1","8","2","4500","0","0","31018","4500","0","0","0","91002","150","2","90006","25","1019","51","0","0"
"189","1","8","2","4000","0","0","31018","4000","0","0","0","91002","300","2","90006","20","1019","151","0","0"
"190","1","8","2","3500","0","0","31018","3500","0","0","0","91002","700","2","90006","18","1019","301","0","0"
"191","1","8","2","3000","0","0","31018","3000","0","0","0","91002","1300","2","90006","16","1019","701","0","0"
"192","1","8","2","2500","0","0","31018","2500","0","0","0","91002","2500","2","90006","14","1019","1301","0","0"
"193","1","8","2","2000","0","0","31018","2000","0","0","0","91002","4000","2","90006","12","1019","2501","0","0"
"194","1","8","2","1500","0","0","31018","1500","0","0","0","91002","6000","2","90006","10","1019","4001","0","0"
"195","1","8","2","1000","0","0","31018","1000","0","0","0","91002","10000","2","90006","8","1019","6001","0","0"
"196","1","8","2","750","0","0","31018","750","0","0","0","91002","15000","2","90006","7","1019","10001","0","0"
"197","1","8","2","500","0","0","31018","500","0","0","0","91002","-1","2","90006","5","1019","15001","0","0"
"198","1","8","2","5000","0","0","31042","5000","0","0","0","91002","50","2","90006","30","1020","1","0","0"
"199","1","8","2","4500","0","0","31042","4500","0","0","0","91002","150","2","90006","25","1020","51","0","0"
"200","1","8","2","4000","0","0","31042","4000","0","0","0","91002","300","2","90006","20","1020","151","0","0"
"201","1","8","2","3500","0","0","31042","3500","0","0","0","91002","700","2","90006","18","1020","301","0","0"
"202","1","8","2","3000","0","0","31042","3000","0","0","0","91002","1300","2","90006","16","1020","701","0","0"
"203","1","8","2","2500","0","0","31042","2500","0","0","0","91002","2500","2","90006","14","1020","1301","0","0"
"204","1","8","2","2000","0","0","31042","2000","0","0","0","91002","4000","2","90006","12","1020","2501","0","0"
"205","1","8","2","1500","0","0","31042","1500","0","0","0","91002","6000","2","90006","10","1020","4001","0","0"
"206","1","8","2","1000","0","0","31042","1000","0","0","0","91002","10000","2","90006","8","1020","6001","0","0"
"207","1","8","2","750","0","0","31042","750","0","0","0","91002","15000","2","90006","7","1020","10001","0","0"
"208","1","8","2","500","0","0","31042","500","0","0","0","91002","-1","2","90006","5","1020","15001","0","0"
"209","1","8","2","5000","0","0","31025","5000","0","0","0","91002","50","2","90006","30","1021","1","0","0"
"210","1","8","2","4500","0","0","31025","4500","0","0","0","91002","150","2","90006","25","1021","51","0","0"
"211","1","8","2","4000","0","0","31025","4000","0","0","0","91002","300","2","90006","20","1021","151","0","0"
"212","1","8","2","3500","0","0","31025","3500","0","0","0","91002","700","2","90006","18","1021","301","0","0"
"213","1","8","2","3000","0","0","31025","3000","0","0","0","91002","1300","2","90006","16","1021","701","0","0"
"214","1","8","2","2500","0","0","31025","2500","0","0","0","91002","2500","2","90006","14","1021","1301","0","0"
"215","1","8","2","2000","0","0","31025","2000","0","0","0","91002","4000","2","90006","12","1021","2501","0","0"
"216","1","8","2","1500","0","0","31025","1500","0","0","0","91002","6000","2","90006","10","1021","4001","0","0"
"217","1","8","2","1000","0","0","31025","1000","0","0","0","91002","10000","2","90006","8","1021","6001","0","0"
"218","1","8","2","750","0","0","31025","750","0","0","0","91002","15000","2","90006","7","1021","10001","0","0"
"219","1","8","2","500","0","0","31025","500","0","0","0","91002","-1","2","90006","5","1021","15001","0","0"
"220","1","8","2","5000","0","0","31018","5000","0","0","0","91002","50","2","90006","30","1022","1","0","0"
"221","1","8","2","4500","0","0","31018","4500","0","0","0","91002","150","2","90006","25","1022","51","0","0"
"222","1","8","2","4000","0","0","31018","4000","0","0","0","91002","300","2","90006","20","1022","151","0","0"
"223","1","8","2","3500","0","0","31018","3500","0","0","0","91002","700","2","90006","18","1022","301","0","0"
"224","1","8","2","3000","0","0","31018","3000","0","0","0","91002","1300","2","90006","16","1022","701","0","0"
"225","1","8","2","2500","0","0","31018","2500","0","0","0","91002","2500","2","90006","14","1022","1301","0","0"
"226","1","8","2","2000","0","0","31018","2000","0","0","0","91002","4000","2","90006","12","1022","2501","0","0"
"227","1","8","2","1500","0","0","31018","1500","0","0","0","91002","6000","2","90006","10","1022","4001","0","0"
"228","1","8","2","1000","0","0","31018","1000","0","0","0","91002","10000","2","90006","8","1022","6001","0","0"
"229","1","8","2","750","0","0","31018","750","0","0","0","91002","15000","2","90006","7","1022","10001","0","0"
"230","1","8","2","500","0","0","31018","500","0","0","0","91002","-1","2","90006","5","1022","15001","0","0"
"231","1","8","2","5000","0","0","31042","5000","0","0","0","91002","50","2","90006","30","1023","1","0","0"
"232","1","8","2","4500","0","0","31042","4500","0","0","0","91002","150","2","90006","25","1023","51","0","0"
"233","1","8","2","4000","0","0","31042","4000","0","0","0","91002","300","2","90006","20","1023","151","0","0"
"234","1","8","2","3500","0","0","31042","3500","0","0","0","91002","700","2","90006","18","1023","301","0","0"
"235","1","8","2","3000","0","0","31042","3000","0","0","0","91002","1300","2","90006","16","1023","701","0","0"
"236","1","8","2","2500","0","0","31042","2500","0","0","0","91002","2500","2","90006","14","1023","1301","0","0"
"237","1","8","2","2000","0","0","31042","2000","0","0","0","91002","4000","2","90006","12","1023","2501","0","0"
"238","1","8","2","1500","0","0","31042","1500","0","0","0","91002","6000","2","90006","10","1023","4001","0","0"
"239","1","8","2","1000","0","0","31042","1000","0","0","0","91002","10000","2","90006","8","1023","6001","0","0"
"240","1","8","2","750","0","0","31042","750","0","0","0","91002","15000","2","90006","7","1023","10001","0","0"
"241","1","8","2","500","0","0","31042","500","0","0","0","91002","-1","2","90006","5","1023","15001","0","0"
"242","1","8","2","5000","0","0","31043","5000","0","0","0","91002","50","2","90006","30","1024","1","0","0"
"243","1","8","2","4500","0","0","31043","4500","0","0","0","91002","150","2","90006","25","1024","51","0","0"
