31387eb05e6ce86c47d8df9adfa297fe2b3ad7b966d1ef7e5e31c30acf71a9b1,b1b0ed72fb02945f5fdb8d93fab9ed87e188c0082c8cf168ddb0202237bc6a18,e430183a57b3e26458278d75e08bf8ca254719a930e5b4b886757ae239451acf,f4e7480145c75d638b38a76de77dad3e498d05247c00b0cdce369dcd09d709c8,3afe63911e9f708b9b4401178017139fb28900e9a518b5fa8a31978653422dc8,5f9155eca32447edaaed4a28a06518abe876a3091b11a4a8fd8cfa80bc8e3cdb,447f35fbf18d1caa51021ae3544d6d996d27bd1cfdd308809c217f97fb5933a6,985ad126c575bd0baa1a79a7383732362ec110035fdc592553a54bcd588c57aa,0e9fcd0a6ca0750ce81b60e9afa40e822e88c59a49c27ef0893cdf2941ad17e6
"1","3","2","海に愛された","1","2","2","1","48"
"1","3","2","大海を統べる","1","2","2","1","49"
"1","3","0","伝説の","1","2","2","1","50"
"1","3","2","世界を揺るがす","1","2","2","1","51"
"1","3","1","スーパーワイルド","1","2","2","1","52"
"1","3","0","神がかった","1","2","2","1","53"
"1","3","2","ぶっちぎりの","1","2","2","1","54"
"1","3","1","誰にも止められない","0","2","2","1","55"
"1","3","2","血湧き肉躍る","0","2","2","1","56"
"1","3","0","メガ","0","2","2","1","57"
"1","3","1","ナチュラルボーン","0","2","2","1","58"
"1","3","0","大海原の","0","2","2","1","59"
"1","3","1","アドレナリン全開の","0","2","2","1","60"
"1","3","0","オーマ産の","0","2","2","1","61"
"1","3","0","手練れの","0","2","2","1","62"
"1","3","0","歴戦の","0","2","2","1","63"
"1","3","0","水を得た","0","2","2","1","64"
"1","3","0","ド級の","0","2","2","1","65"
"1","3","2","ただ者ではない","1","2","2","0","66"
"1","3","0","勇猛なる","1","2","2","0","67"
"1","3","0","ひた走る","1","2","2","0","68"
"1","3","2","目にも留まらぬ","1","2","2","0","69"
"1","3","0","荒波の","1","2","2","0","70"
"1","3","0","レイジオブ","1","2","2","0","71"
"1","3","2","負けず嫌いの","1","2","2","0","72"
"1","3","0","伸び盛りの","1","2","2","0","73"
"1","3","0","型破りの","1","2","2","0","74"
"1","3","0","暴れる","1","2","2","0","75"
"1","3","0","荒れくるう","1","2","2","0","76"
"1","3","0","うわさの","0","2","2","0","77"
"1","3","2","ビーチサイドの","0","2","2","0","78"
"1","3","2","元気はつらつ","0","2","2","0","79"
"1","3","2","常夏を駆ける","0","2","2","0","80"
"1","3","0","マッスル","0","2","2","0","81"
"1","3","0","金波銀波の","0","2","2","0","82"
"1","3","2","生まれながらの","0","2","2","0","83"
"1","3","0","お騒がせの","0","2","2","0","84"
"1","3","0","未知数の","0","2","2","0","85"
"1","3","0","激ヤバ","0","2","2","0","86"
"1","3","0","負けるな","0","2","2","0","87"
"1","3","2","ライトスピード","1","2","3","1","88"
"1","3","1","プロフェッショナル","1","2","3","1","89"
"1","3","0","トップオブ","1","2","3","1","90"
"1","3","2","ゴールドメダル","1","2","3","1","91"
"1","3","2","アルティメット","1","2","3","1","92"
"1","3","0","ザ・ベスト","1","2","3","1","93"
"1","3","2","パーフェクト","1","2","3","1","94"
"1","3","1","100年に1人の","1","2","3","1","95"
"1","3","2","レジェンダリー","1","2","3","1","96"
"1","3","0","超一流の","1","2","3","1","97"
"1","3","0","世界の","1","2","3","1","98"
"1","3","0","選ばれし","1","2","3","1","99"
"1","3","2","アスレチック","0","2","3","1","100"
"1","3","0","偉大なる","0","2","3","1","101"
"1","3","1","スーパーソニック","0","2","3","1","102"
"1","3","0","ウルトラ","0","2","3","1","103"
"1","3","0","MVPの","0","2","3","1","104"
"1","3","0","ジェネラル","0","2","3","1","105"
"1","3","2","オールラウンド","0","2","3","1","106"
"1","3","2","シルバーメダル","0","2","3","1","107"
"1","3","0","聖なる","0","2","3","1","108"
"1","3","2","エクセレント","0","2","3","1","109"
"1","3","0","一流の","0","2","3","1","110"
"1","3","0","マーベラス","0","2","3","1","111"
"1","3","0","スーパー","1","2","3","0","112"
"1","3","0","フライング","1","2","3","0","113"
"1","3","0","グレート","1","2","3","0","114"
"1","3","1","アンストッパブル","1","2","3","0","115"
"1","3","0","カリスマ","1","2","3","0","116"
"1","3","0","万能","1","2","3","0","117"
"1","3","0","新世代の","1","2","3","0","118"
"1","3","0","栄えある","1","2","3","0","119"
"1","3","0","異彩を放つ","1","2","3","0","120"
"1","3","0","いぶし銀の","1","2","3","0","121"
"1","3","0","天下の","1","2","3","0","122"
"1","3","0","レッツゴー","0","2","3","0","123"
"1","3","0","グッド","0","2","3","0","124"
"1","3","1","ホップ・ステップ・","0","2","3","0","125"
"1","3","2","伸びしろのある","0","2","3","0","126"
"1","3","2","ブロンズメダル","0","2","3","0","127"
"1","3","0","期待の","0","2","3","0","128"
"1","3","2","ジャンピング","0","2","3","0","129"
"1","3","0","新時代の","0","2","3","0","130"
"1","3","2","知る人ぞ知る","0","2","3","0","131"
