2f4cee17dd5023e55e1f4d5dfaab3d3e5006784d8b2da44652931ede6647e0af,420febfab5aa7b8374c783d2b188d83112df5544406c3543d9050eb37e949343,19ef4f9e8d52dd3812c52def6d0b8878465bf9fd27f7d191af590239cb274081,607777c5869004b2ecce5da8216b01443525a4de3a35afeacee4de9b1e0a9abc,9cd00451be28049175ea62e4249c736d340a54f5d4ce244ac5f2687e38387753,7e42c751fcd8511233a46a64aa69174797a3856a1b2546bf78baf7d0136c71d4
"29240","600","13","1","250","197"
"29490","600","13","1","250","198"
"29740","600","13","1","250","199"
"29990","600","13","1","250","200"
"30240","600","14","1","250","201"
"30490","600","14","1","250","202"
"30740","600","14","1","250","203"
"30990","600","14","1","250","204"
"31240","600","14","1","250","205"
"31490","600","14","1","250","206"
"31740","600","14","1","250","207"
"31990","600","14","1","250","208"
"32240","600","14","1","250","209"
"32490","600","14","1","250","210"
"32740","680","15","1","250","211"
"32990","680","15","1","250","212"
"33240","680","15","1","250","213"
"33490","680","15","1","250","214"
"33740","680","15","1","250","215"
"33990","680","15","1","250","216"
"34240","680","15","1","250","217"
"34490","680","15","1","250","218"
"34740","680","15","1","250","219"
"34990","680","15","1","250","220"
"35240","680","16","1","250","221"
"35490","680","16","1","250","222"
"35740","680","16","1","250","223"
"35990","680","16","1","250","224"
"36240","680","16","1","250","225"
"36490","680","16","1","250","226"
"36740","680","16","1","250","227"
"36990","680","16","1","250","228"
"37240","680","16","1","250","229"
"37490","680","16","1","250","230"
"37740","680","17","1","250","231"
"37990","680","17","1","250","232"
"38240","680","17","1","250","233"
"38490","680","17","1","250","234"
"38740","680","17","1","250","235"
"38990","680","17","1","250","236"
"39240","680","17","1","250","237"
"39490","680","17","1","250","238"
"39740","680","17","1","250","239"
"39990","680","17","1","250","240"
"40240","680","18","1","250","241"
"40490","680","18","1","250","242"
"40740","680","18","1","250","243"
"40990","680","18","1","250","244"
"41240","680","18","1","250","245"
"41490","680","18","1","250","246"
"41740","680","18","1","250","247"
"41990","680","18","1","250","248"
"42240","680","18","1","250","249"
"42490","680","18","1","250","250"
"42740","680","19","1","250","251"
"42990","680","19","1","250","252"
"43240","680","19","1","250","253"
"43490","680","19","1","250","254"
"43740","680","19","1","250","255"
"43990","680","19","1","250","256"
"44240","680","19","1","250","257"
"44490","680","19","1","250","258"
"44740","680","19","1","250","259"
"44990","680","19","1","250","260"
"45240","680","20","1","250","261"
"45490","680","20","1","250","262"
"45740","680","20","1","250","263"
"45990","680","20","1","250","264"
"46240","680","20","1","250","265"
"46490","680","20","1","250","266"
"46740","680","20","1","250","267"
"46990","680","20","1","250","268"
"47240","680","20","1","250","269"
"47490","680","20","1","250","270"
"47740","680","21","1","250","271"
"47990","680","21","1","250","272"
"48240","680","21","1","250","273"
"48490","680","21","1","250","274"
"48740","680","21","1","250","275"
"48990","680","21","1","250","276"
"49240","680","21","1","250","277"
"49490","680","21","1","250","278"
"49740","680","21","1","250","279"
"49990","680","21","1","250","280"
"50240","680","22","1","250","281"
"50490","680","22","1","250","282"
"50740","680","22","1","250","283"
"50990","680","22","1","250","284"
"51240","680","22","1","250","285"
"51490","680","22","1","250","286"
"51740","680","22","1","250","287"
"51990","680","22","1","250","288"
"52240","680","22","1","250","289"
"52490","680","22","1","250","290"
"52740","680","23","1","250","291"
"52990","680","23","1","250","292"
"53240","680","23","1","250","293"
"53490","680","23","1","250","294"
"53740","680","23","1","250","295"
"53990","680","23","1","250","296"
"54240","680","23","1","250","297"
"54490","680","23","1","250","298"
"54740","680","23","1","250","299"
"54990","680","23","1","250","300"
"55240","680","24","1","250","301"
"55490","680","24","1","250","302"
"55740","680","24","1","250","303"
"55990","680","24","1","250","304"
"56240","680","24","1","250","305"
"56490","680","24","1","250","306"
"56740","680","24","1","250","307"
"56990","680","24","1","250","308"
"57240","680","24","1","250","309"
"57490","680","24","1","250","310"
"57740","680","25","1","250","311"
"57990","680","25","1","250","312"
"58240","680","25","1","250","313"
"58490","680","25","1","250","314"
"58740","680","25","1","250","315"
"58990","680","25","1","250","316"
"59240","680","25","1","250","317"
"59490","680","25","1","250","318"
"59740","680","25","1","250","319"
"59990","680","25","1","250","320"
"60240","680","26","1","250","321"
"60490","680","26","1","250","322"
"60740","680","26","1","250","323"
"60990","680","26","1","250","324"
"61240","680","26","1","250","325"
"61490","680","26","1","250","326"
"61740","680","26","1","250","327"
"61990","680","26","1","250","328"
"62240","680","26","1","250","329"
"62490","680","26","1","250","330"
"62740","680","27","1","250","331"
"62990","680","27","1","250","332"
"63240","680","27","1","250","333"
"63490","680","27","1","250","334"
"63740","680","27","1","250","335"
"63990","680","27","1","250","336"
"64240","680","27","1","250","337"
"64490","680","27","1","250","338"
"64740","680","27","1","250","339"
"64990","680","27","1","250","340"
"65240","680","28","1","250","341"
"65490","680","28","1","250","342"
"65740","680","28","1","250","343"
"65990","680","28","1","250","344"
"66240","680","28","1","250","345"
"66490","680","28","1","250","346"
"66740","680","28","1","250","347"
"66990","680","28","1","250","348"
"67240","680","28","1","250","349"
"67490","680","28","1","250","350"
"67740","680","29","1","250","351"
"67990","680","29","1","250","352"
"68240","680","29","1","250","353"
"68490","680","29","1","250","354"
"68740","680","29","1","250","355"
"68990","680","29","1","250","356"
"69240","680","29","1","250","357"
"69490","680","29","1","250","358"
"69740","680","29","1","250","359"
"69990","680","29","1","250","360"
"70265","760","30","1","275","361"
"70540","760","30","1","275","362"
"70815","760","30","1","275","363"
"71090","760","30","1","275","364"
"71365","760","30","1","275","365"
"71640","760","30","1","275","366"
"71915","760","30","1","275","367"
"72190","760","30","1","275","368"
"72465","760","30","1","275","369"
"72740","760","30","1","275","370"
"50","200000","1","2","50","0"
"60","500000","1","2","10","1"
"75","500000","1","2","15","2"
"95","500000","1","2","20","3"
"120","500000","1","2","25","4"
"150","500000","1","2","30","5"
