076b5b390100efa043855d67922ca2d7635dff21d273c97f6ab85d1551076822,c06cdec3844fc1fae25cba58d2e95ddd66f2d9eb683824669a169cc4725b8f22,068937fbae7f640bd1b96567a5b8c4b29a9affa303ea92588e0a127d2ec8fada,4ce6ca174cd65e41e255518e5dde2c64be7e460cc57194afc3d13d7bfbd98d53,c74d4c85a23ca210db990ee1f49b787ab152ae2d5847380cfd0ddc694dac4492,b365bff5994fe1a3ee89dae9e4936681efb5024461f6cd35d4d118ed162480d5
"128301","1013406","2023/12/31 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","31"
"128301","1013406","2023/12/31 12:00:00","3012","バトル開始後90秒間物理/魔法無効バ\nリア","32"
"112201","1013406","2023/12/31 12:00:00","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","33"
"112201","1013406","2023/12/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","34"
"115701","1013406","2023/12/31 12:00:00","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","35"
"115701","1013406","2023/12/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","36"
"113401","1013406","2023/12/31 12:00:00","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","37"
"113401","1013406","2023/12/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","38"
"128401","1013406","2024/01/03 19:00:00","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","39"
"128401","1013406","2024/01/03 19:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","40"
"180701","1013406","2023/12/31 12:00:00","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","41"
"180701","1013406","2023/12/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇大アップ","42"
"100101","1013606","2024/01/31 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","43"
"100101","1013606","2024/01/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","44"
"100101","1013606","2024/01/31 12:00:00","3013","攻撃力吸収無効","45"
"100201","1013606","2024/01/31 12:00:00","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","46"
"100201","1013606","2024/01/31 12:00:00","3004","バトル開始後90秒間魔法防御力極大\nアップ","47"
"100201","1013606","2024/01/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","48"
"100201","1013606","2024/01/31 12:00:00","3013","攻撃力吸収無効","49"
"100301","1013606","2024/01/31 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","50"
"100301","1013606","2024/01/31 12:00:00","3004","バトル開始後90秒間魔法防御力極大\nアップ","51"
"100301","1013606","2024/01/31 12:00:00","3013","攻撃力吸収無効","52"
"108701","1013606","2024/01/31 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","53"
"108701","1013606","2024/01/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","54"
"108701","1013606","2024/01/31 12:00:00","3013","攻撃力吸収無効","55"
"180101","1013606","2024/01/31 12:00:00","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","56"
"180101","1013606","2024/01/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","57"
"122401","1013606","2024/01/31 12:00:00","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","58"
"122401","1013606","2024/01/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","59"
"128701","1013606","2024/02/15 0:00:00","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","60"
"128701","1013606","2024/02/15 0:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","61"
"108801","1013606","2024/01/31 12:00:00","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","62"
"108801","1013606","2024/01/31 12:00:00","3004","バトル開始後90秒間魔法防御力極大\nアップ","63"
"108801","1013606","2024/01/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","64"
"108801","1013606","2024/01/31 12:00:00","3013","攻撃力吸収無効","65"
"115601","1013606","2024/01/31 12:00:00","3004","バトル開始後90秒間魔法防御力極大\nアップ","66"
"115601","1013606","2024/01/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","67"
"180201","1013606","2024/01/31 12:00:00","3004","バトル開始後90秒間魔法防御力極大\nアップ","68"
"180201","1013606","2024/01/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","69"
"122601","1013606","2024/01/31 12:00:00","3004","バトル開始後90秒間魔法防御力極大\nアップ","70"
"122601","1013606","2024/01/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","71"
"128901","1013606","2024/01/31 12:00:00","3004","バトル開始後90秒間魔法防御力極大\nアップ","72"
"128901","1013606","2024/01/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","73"
"108901","1013606","2024/01/31 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","74"
"108901","1013606","2024/01/31 12:00:00","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","75"
"108901","1013606","2024/01/31 12:00:00","3013","攻撃力吸収無効","76"
"114001","1013606","2024/01/31 12:00:00","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","77"
"114001","1013606","2024/01/31 12:00:00","3004","バトル開始後90秒間魔法防御力極大\nアップ","78"
"180301","1013606","2024/01/31 12:00:00","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","79"
"180301","1013606","2024/01/31 12:00:00","3004","バトル開始後90秒間魔法防御力極大\nアップ","80"
"122501","1013606","2024/01/31 12:00:00","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","81"
"122501","1013606","2024/01/31 12:00:00","3004","バトル開始後90秒間魔法防御力極大\nアップ","82"
"128801","1013606","2024/01/31 12:00:00","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","83"
"128801","1013606","2024/01/31 12:00:00","3004","バトル開始後90秒間魔法防御力極大\nアップ","84"
"100101","1013706","2024/02/07 12:00:00","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","85"
"100101","1013706","2024/02/07 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ","86"
"100201","1013706","2024/02/07 12:00:00","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","87"
"100201","1013706","2024/02/07 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ、行動不能無効","88"
"100301","1013706","2024/02/07 12:00:00","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","89"
"100301","1013706","2024/02/07 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ","90"
"108701","1013706","2024/02/07 12:00:00","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","91"
"108701","1013706","2024/02/07 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ","92"
"180101","1013706","2024/02/07 12:00:00","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","93"
"180101","1013706","2024/02/07 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ","94"
"122401","1013706","2024/02/07 12:00:00","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","95"
"122401","1013706","2024/02/07 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ","96"
"128701","1013706","2024/02/15 0:00:00","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","97"
"128701","1013706","2024/02/15 0:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ","98"
"108801","1013706","2024/02/07 12:00:00","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","99"
"108801","1013706","2024/02/07 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ、行動不能無効","100"
"115601","1013706","2024/02/07 12:00:00","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","101"
"115601","1013706","2024/02/07 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ、行動不能無効","102"
"180201","1013706","2024/02/07 12:00:00","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","103"
"180201","1013706","2024/02/07 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ、行動不能無効","104"
"122601","1013706","2024/02/07 12:00:00","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","105"
"122601","1013706","2024/02/07 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ、行動不能無効","106"
"128901","1013706","2024/02/07 12:00:00","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","107"
"128901","1013706","2024/02/07 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ、行動不能無効","108"
"108901","1013706","2024/02/07 12:00:00","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","109"
"108901","1013706","2024/02/07 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ","110"
"114001","1013706","2024/02/07 12:00:00","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","111"
"114001","1013706","2024/02/07 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ","112"
"180301","1013706","2024/02/07 12:00:00","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","113"
"180301","1013706","2024/02/07 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ","114"
"122501","1013706","2024/02/07 12:00:00","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","115"
"122501","1013706","2024/02/07 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ","116"
"128801","1013706","2024/02/07 12:00:00","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","117"
"128801","1013706","2024/02/07 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ","118"
"110801","1014006","2024/02/29 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10140001"
"110801","1014006","2024/02/29 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ","10140002"
"110801","1014006","2024/02/29 12:00:00","3005","バトル開始後90秒間継続ＨＰ回復状態\n付与","10140003"
"110801","1014006","2024/02/29 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10140004"
"110901","1014006","2024/02/29 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10140005"
"110901","1014006","2024/02/29 12:00:00","3010","バトル開始後90秒間ＨＰ吸収極大アッ\nプ、【ちぇる】77付与","10140006"
"111001","1014006","2024/02/29 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ","10140007"
"111001","1014006","2024/02/29 12:00:00","3005","バトル開始後90秒間継続ＨＰ回復状態\n付与","10140008"
"111001","1014006","2024/02/29 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10140009"
"116201","1014006","2024/02/29 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10140010"
"116201","1014006","2024/02/29 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ","10140011"
"116201","1014006","2024/02/29 12:00:00","3005","バトル開始後90秒間継続ＨＰ回復状態\n付与","10140012"
"116201","1014006","2024/02/29 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10140013"
"116301","1014006","2024/02/29 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10140014"
"116301","1014006","2024/02/29 12:00:00","3010","バトル開始後90秒間ＨＰ吸収極大アッ\nプ、【ちぇる】40付与","10140015"
"116401","1014006","2024/02/29 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ","10140016"
"116401","1014006","2024/02/29 12:00:00","3005","バトル開始後90秒間継続ＨＰ回復状態\n付与","10140017"
"116401","1014006","2024/02/29 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10140018"
"129301","1014006","2024/03/03 19:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ","10140019"
"129301","1014006","2024/03/03 19:00:00","3005","バトル開始後90秒間継続ＨＰ回復状態\n付与","10140020"
"129301","1014006","2024/03/03 19:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10140021"
"102701","1014206","2024/03/31 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10142001"
"102701","1014206","2024/03/31 12:00:00","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","10142002"
"102701","1014206","2024/03/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇大アップ","10142003"
"104301","1014206","2024/03/31 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10142004"
"104301","1014206","2024/03/31 12:00:00","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","10142005"
"104301","1014206","2024/03/31 12:00:00","3013","【狼牙の咆哮】付与","10142006"
"109001","1014206","2024/03/31 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10142007"
"109001","1014206","2024/03/31 12:00:00","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","10142008"
"109001","1014206","2024/03/31 12:00:00","3006","バトル開始後90秒間物理クリティカル\nダメージ極大アップ","10142009"
"117001","1014206","2024/03/31 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10142010"
"117001","1014206","2024/03/31 12:00:00","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","10142011"
"110401","1014206","2024/03/31 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10142012"
"110401","1014206","2024/03/31 12:00:00","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","10142013"
"115901","1014206","2024/03/31 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10142014"
"115901","1014206","2024/03/31 12:00:00","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","10142015"
"129801","1014206","2024/03/31 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10142016"
"129801","1014206","2024/03/31 12:00:00","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","10142017"
"103601","1014406","2024/04/30 12:00:00","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","10144001"
"103601","1014406","2024/04/30 12:00:00","3004","バトル開始後90秒間魔法防御力極大\nアップ","10144002"
"103601","1014406","2024/04/30 12:00:00","3010","バトル開始後90秒間ＴＰ上昇大アップ","10144003"
"102501","1014406","2024/04/30 12:00:00","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","10144004"
"102501","1014406","2024/04/30 12:00:00","3004","バトル開始後90秒間魔法防御力極大\nアップ","10144005"
"102501","1014406","2024/04/30 12:00:00","3014","バトル開始後90秒間継続ＴＰ回復状態\n付与","10144006"
"111101","1014406","2024/04/30 12:00:00","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","10144007"
"111101","1014406","2024/04/30 12:00:00","3004","バトル開始後90秒間魔法防御力極大\nアップ","10144008"
"111101","1014406","2024/04/30 12:00:00","3010","バトル開始後90秒間ＴＰ上昇大アップ","10144009"
"122701","1014406","2024/04/30 12:00:00","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","10144010"
"122701","1014406","2024/04/30 12:00:00","3004","バトル開始後90秒間魔法防御力極大\nアップ","10144011"
"122701","1014406","2024/04/30 12:00:00","3010","バトル開始後90秒間ＴＰ上昇大アップ","10144012"
"130701","1014406","2024/05/03 19:00:00","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","10144013"
"130701","1014406","2024/05/03 19:00:00","3004","バトル開始後90秒間魔法防御力極大\nアップ","10144014"
"130701","1014406","2024/05/03 19:00:00","3010","バトル開始後90秒間ＴＰ上昇大アップ","10144015"
"180801","1014406","2024/04/30 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10144016"
"180801","1014406","2024/04/30 12:00:00","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","10144017"
"107701","1014406","2024/04/30 12:00:00","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","10144018"
"107701","1014406","2024/04/30 12:00:00","3004","バトル開始後90秒間魔法防御力極大\nアップ","10144019"
"107701","1014406","2024/04/30 12:00:00","3014","バトル開始後90秒間継続ＴＰ回復状態\n付与","10144020"
"112101","1014406","2024/04/30 12:00:00","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","10144021"
"112101","1014406","2024/04/30 12:00:00","3004","バトル開始後90秒間魔法防御力極大\nアップ","10144022"
"112101","1014406","2024/04/30 12:00:00","3014","バトル開始後90秒間継続ＴＰ回復状態\n付与","10144023"
"101001","1014606","2024/05/31 12:00:00","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","10146001"
"101001","1014606","2024/05/31 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ","10146002"
"101001","1014606","2024/05/31 12:00:00","3013","ボスの毒無効","10146003"
"110601","1014606","2024/05/31 12:00:00","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","10146004"
"110601","1014606","2024/05/31 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ","10146005"
"110601","1014606","2024/05/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アップ","10146006"
"110601","1014606","2024/05/31 12:00:00","3013","ボスの毒無効","10146007"
"116001","1014606","2024/05/31 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ","10146008"
"116001","1014606","2024/05/31 12:00:00","3013","ボスの毒無効","10146009"
"123101","1014606","2024/05/31 12:00:00","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","10146010"
"123101","1014606","2024/05/31 12:00:00","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","10146011"
"123101","1014606","2024/05/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アップ","10146012"
"131001","1014606","2024/05/31 12:00:00","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","10146013"
"131001","1014606","2024/05/31 12:00:00","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","10146014"
"131001","1014606","2024/05/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アップ","10146015"
"131001","1014606","2024/05/31 12:00:00","3013","ボスの毒無効","10146016"
"102301","1014606","2024/05/31 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10146017"
"102301","1014606","2024/05/31 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ","10146018"
"106601","1014606","2024/05/31 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10146019"
"106601","1014606","2024/05/31 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ","10146020"
"102101","1014606","2024/05/31 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10146021"
"102101","1014606","2024/05/31 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ","10146022"
"126401","1014606","2024/05/31 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10146023"
"126401","1014606","2024/05/31 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ","10146024"
"126101","1014606","2024/05/31 12:00:00","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","10146025"
"126101","1014606","2024/05/31 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ","10146026"
"123301","1014806","2024/06/30 12:00:00","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","10148001"
"123301","1014806","2024/06/30 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ","10148002"
"123301","1014806","2024/06/30 12:00:00","3014","バトル開始後90秒間継続ＴＰ回復状態\n付与","10148003"
"123301","1014806","2024/06/30 12:00:00","3013","ボスのフィールド効果無効","10148004"
"118201","1014806","2024/06/30 12:00:00","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","10148005"
"118201","1014806","2024/06/30 12:00:00","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","10148006"
"118101","1014806","2024/06/30 12:00:00","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","10148007"
"118101","1014806","2024/06/30 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ","10148008"
"118101","1014806","2024/06/30 12:00:00","3013","ボスのフィールド効果無効","10148009"
"125801","1014806","2024/06/30 12:00:00","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","10148010"
"125801","1014806","2024/06/30 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ","10148011"
"125801","1014806","2024/06/30 12:00:00","3013","ボスのフィールド効果無効","10148012"
"131101","1014806","2024/06/30 12:00:00","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","10148013"
"131101","1014806","2024/06/30 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ","10148014"
"131101","1014806","2024/06/30 12:00:00","3014","バトル開始後90秒間継続ＴＰ回復状態\n付与","10148015"
"131101","1014806","2024/06/30 12:00:00","3013","ボスのフィールド効果無効","10148016"
"131201","1014806","2024/07/03 19:00:00","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","10148017"
"131201","1014806","2024/07/03 19:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ","10148018"
"126901","1014806","2024/06/30 12:00:00","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","10148019"
"126901","1014806","2024/06/30 12:00:00","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","10148020"
"123001","1015006","2024/07/31 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ","10150001"
"123001","1015006","2024/07/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10150002"
"123001","1015006","2024/07/31 12:00:00","3013","ボスの環境効果無効","10150003"
"106701","1015006","2024/07/31 12:00:00","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","10150004"
"106701","1015006","2024/07/31 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ","10150005"
"106701","1015006","2024/07/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10150006"
"106701","1015006","2024/07/31 12:00:00","3013","ボスの環境効果無効","10150007"
"131701","1015006","2024/07/31 12:00:00","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","10150008"
"131701","1015006","2024/07/31 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ","10150009"
"131701","1015006","2024/07/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10150010"
"131701","1015006","2024/07/31 12:00:00","3013","ボスの環境効果無効","10150011"
"127001","1015006","2024/07/31 12:00:00","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","10150012"
"127001","1015006","2024/07/31 12:00:00","3013","ボスの環境効果無効","10150013"
"113601","1015006","2024/07/31 12:00:00","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","10150014"
"113601","1015006","2024/07/31 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ","10150015"
"113601","1015006","2024/07/31 12:00:00","3013","ボスの環境効果無効","10150016"
"107501","1015006","2024/07/31 12:00:00","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","10150017"
"107501","1015006","2024/07/31 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ","10150018"
"107501","1015006","2024/07/31 12:00:00","3013","ボスの環境効果無効","10150019"
"124501","1015006","2024/07/31 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ","10150020"
"124501","1015006","2024/07/31 12:00:00","3013","ボスの環境効果無効","10150021"
"122801","1015006","2024/07/31 12:00:00","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","10150022"
"122801","1015006","2024/07/31 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ","10150023"
"122801","1015006","2024/07/31 12:00:00","3013","ボスの環境効果無効","10150024"
"122501","1015006","2024/07/31 12:00:00","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","10150025"
"122501","1015006","2024/07/31 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ","10150026"
"122501","1015006","2024/07/31 12:00:00","3013","ボスの環境効果無効","10150027"
"109901","1015206","2024/08/31 12:00:00","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","10152001"
"109901","1015206","2024/08/31 12:00:00","3002","バトル開始後90秒間物理防御力極大\nアップ","10152002"
"109901","1015206","2024/08/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇大アップ","10152003"
"109901","1015206","2024/08/31 12:00:00","3013","ボスの沈黙無効","10152004"
"109801","1015206","2024/08/31 12:00:00","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","10152005"
