0bf2c86defab68a9c3e986eb7e58d9932d7ff29fc3348e56557d004bfb483551,83cbdda2e0c7b8f253e704271bb49f96abbed4b082e11f8bf2d4e49100c48531,1d0b0d151139c811792744a62b94d15d14b26aed854195f8d3f390a107834bec,f9045a39154629ed127322a8c6dbc316f7b2ed5e239f4d1919eecb3e5baaa5d1,0e81c444bcd74ca9ce269eca1c8a3daba0cccbdf30428f511242827c6c615099,85afc0227992c9ad736468fa742183825b83ee0f789b3406e2aaa24f1e876433,b4a256af07ced7f4968ec2f32320bf04b40b5d38c03c56a429b0de5bc1892b2f,16444490c5eb214208f30293ae0f8f454d38aa235a6c1add9cffc24803a93396,13247e0add36ef00e820cac610a07bacf203e76e3d0fae31846f95f18c1838a5,3fceea6dd6d41d1656ed00e8d77bebd5fac396eff9ef32506922d70b42e31ef4,115e2aa9c305b98d0c9c1790dd1c75c358d1a2a40459501ae68c1670f84982b2
"","vo_apg","vo_apg_0104","0","21","","5146061","","61054","0",""
"1","105811","……キャルちゃん、\n写真写りたくないんですかね…？","10","11","0","5146061","0","61055","1","0"
"","0","","","91","","5146061","","61056","",""
"","105811","surprise_idle_talk1R","1","3","0.2","5146061","","61057","",""
"","1058","surprise_idle_talk1R","1","3","0.2","5146061","","61058","",""
"","105911","kokkoro_surprise_talk","1","3","0.2","5146061","","61059","",""
"","1059","kokkoro_surprise_talk","1","3","0.2","5146061","","61060","",""
"","vo_apg","vo_apg_0105","0","21","","5146061","","61061","0",""
"1","105911","はい。\nどうやらそのようでございます","10","11","0","5146061","0","61062","1","0"
"","0","","","91","","5146061","","61063","",""
"","105911","kokkoro_idle_normal","1","3","0.2","5146061","","61064","",""
"","1059","kokkoro_idle_normal","1","3","0.2","5146061","","61065","",""
"","105811","idle_normal_talk1R","1","3","0.2","5146061","","61066","",""
"","1058","idle_normal_talk1R","1","3","0.2","5146061","","61067","",""
"","105811","0","","4","","5146061","","61068","",""
"","1058","0","","4","","5146061","","61069","",""
"","106011","1","","4","","5146061","","61070","",""
"","1060","1","","4","","5146061","","61071","",""
"1","106011","cool_in_sing_shy","0","3","0.2","5146061","0","61072","cool_talk_sing_shy",""
"1","1060","cool_in_sing_shy","0","3","0.2","5146061","0","61073","cool_talk_sing_shy",""
"","vo_apg","vo_apg_0106","0","21","","5146061","","61074","0",""
"1","106011","ほら、さっさと乗るわよー\nはーやだやだ…ふふふ","10","11","0","5146061","0","61075","1","0"
"","0","","","91","","5146061","","61076","",""
"","0","0","","22","","5146061","","61077","",""
"","106011","walk_kyapi_shy","1","3","0.2","5146061","","61078","",""
"","1060","walk_kyapi_shy","1","3","0.2","5146061","","61079","",""
"","105811","walk_furimuki","1","3","0.2","5146061","","61080","",""
"","1058","walk_furimuki","1","3","0.2","5146061","","61081","",""
"","105911","kokkoro_walk_surprise","1","3","0.2","5146061","","61082","",""
"","1059","kokkoro_walk_surprise","1","3","0.2","5146061","","61083","",""
"0","106011","149","-278","2","","5146061","","61084","2",""
"0","1060","149","-278","2","","5146061","","61085","2",""
"0","105811","-54","-278","2","","5146061","","61086","2",""
"0","1058","-54","-278","2","","5146061","","61087","2",""
"0","105911","-214","-288","2","","5146061","","61088","2",""
"0","1059","-214","-288","2","","5146061","","61089","2",""
"","1","0","","93","","5146061","","61090","",""
"","2","iris_in","","37","","5146061","","61091","",""
"","2","0","","93","","5146061","","61092","",""
"","se_10055900","se_10055900_coaster_02","1","23","","5146061","","61093","",""
"","10","1","","32","","5146061","","61094","",""
"","30","30","0.5","122","","5146061","","61095","",""
"","vo_apg","vo_apg_0107","0","21","","5146061","","61096","0",""
"","202","0107_in","0","3","0","5146061","","61097","",""
"","0.7","1","","93","","5146061","","61098","",""
"","202","0107_mid","0","3","0","5146061","","61099","",""
"","","","","92","","5146061","","61100","",""
"","202","0107_out","0","3","0","5146061","","61101","",""
"","0.2","0","","93","","5146061","","61102","",""
"0","202","0","-211","2","","5146061","","61103","0",""
"","30","30","0.5","122","","5146061","","61104","",""
"","vo_apg","vo_apg_0108","0","21","","5146061","","61105","0",""
"","203","0108_in","0","3","0","5146061","","61106","",""
"","0.8","1","","93","","5146061","","61107","",""
"","203","0108_mid","0","3","0","5146061","","61108","",""
"","","","","92","","5146061","","61109","",""
"","203","0108_out","0","3","0","5146061","","61110","",""
"","0.2","0","","93","","5146061","","61111","",""
"0","201","315","16","2","","5146061","","61112","0",""
"","30","30","0.5","122","","5146061","","61113","",""
"","vo_apg","vo_apg_0109","0","21","","5146061","","61114","0",""
"","201","0109_in","0","3","0","5146061","","61115","",""
"","1.1","1","","93","","5146061","","61116","",""
"","201","0109_mid","0","3","0","5146061","","61117","",""
"","","","","92","","5146061","","61118","",""
"","201","0109_out","0","3","0","5146061","","61119","",""
"","0.2","0","","93","","5146061","","61120","",""
"","30","30","0.5","122","","5146061","","61121","",""
"","vo_apg","vo_apg_0110","0","21","","5146061","","61122","0",""
"","202","0107_in","0","3","0","5146061","","61123","",""
"","203","0108_in","0","3","0","5146061","","61124","",""
"","201","0109_in","0","3","0","5146061","","61125","",""
"","1.1","1","","93","","5146061","","61126","",""
"","202","0107_mid","0","3","0","5146061","","61127","",""
"","203","0108_mid","0","3","0","5146061","","61128","",""
"","201","0109_mid","0","3","0","5146061","","61129","",""
"","","","","92","","5146061","","61130","",""
"","202","0107_out","0","3","0","5146061","","61131","",""
"","203","0108_out","0","3","0","5146061","","61132","",""
"","201","0109_out","0","3","0","5146061","","61133","",""
"","0.2","0","","93","","5146061","","61134","",""
"0","201","216","0","2","","5146061","","61135","0",""
"","vo_apg","vo_apg_0111","0","21","","5146061","","61136","0",""
"","201","0111_in","0","3","0","5146061","","61137","",""
"","1.8","1","","93","","5146061","","61138","",""
"","201","0111_mid","0","3","0","5146061","","61139","",""
"","","","","92","","5146061","","61140","",""
"","201","0111_out","0","3","0","5146061","","61141","",""
"","0.2","0","","93","","5146061","","61142","",""
"","0","0","","22","","5146061","","61143","",""
"","0.5","","","93","","5146061","","61144","",""
"","11","1","","32","","5146061","","61145","",""
"","se_10055900","se_10055900_camera","0","23","","5146061","","61146","",""
"","0.2","0","","93","","5146061","","61147","",""
"","10","0","","32","","5146061","","61148","",""
"","1.8","0","","93","","5146061","","61149","",""
"","se_10055900_coaster_02","0.5","","24","","5146061","","61150","",""
"","2","iris_out","","37","","5146061","","61151","",""
"0","106011","129","-278","2","","5146061","","61152","0",""
"0","1060","129","-278","2","","5146061","","61153","0",""
"0","105811","-34","-278","2","","5146061","","61154","0",""
"0","1058","-34","-278","2","","5146061","","61155","0",""
"0","105911","-194","-288","2","","5146061","","61156","0",""
"0","1059","-194","-288","2","","5146061","","61157","0",""
"","106011","walk_normal_dere2","1","3","0.2","5146061","","61158","",""
"","1060","walk_normal_dere2","1","3","0.2","5146061","","61159","",""
"","105811","walk_normal_joy","1","3","0.2","5146061","","61160","",""
"","1058","walk_normal_joy","1","3","0.2","5146061","","61161","",""
"","105911","kokkoro_walk_normal_dere","1","3","0.2","5146061","","61162","",""
"","1059","kokkoro_walk_normal_dere","1","3","0.2","5146061","","61163","",""
"0","106011","290","-278","2","","5146061","","61164","2",""
"0","1060","290","-278","2","","5146061","","61165","2",""
"0","105811","-225","-278","2","","5146061","","61166","2",""
"0","1058","-225","-278","2","","5146061","","61167","2",""
"0","105911","-385","-288","2","","5146061","","61168","2",""
"0","1059","-385","-288","2","","5146061","","61169","2",""
"","106011","0","","4","","5146061","","61170","",""
"","1060","0","","4","","5146061","","61171","",""
"","105811","1","","4","","5146061","","61172","",""
"","1058","1","","4","","5146061","","61173","",""
"","105911","1","","4","","5146061","","61174","",""
"","1059","1","","4","","5146061","","61175","",""
"","2","0","","93","","5146061","","61176","",""
"","106011","1","","4","","5146061","","61177","",""
"","1060","1","","4","","5146061","","61178","",""
"","105811","0","","4","","5146061","","61179","",""
"","1058","0","","4","","5146061","","61180","",""
"","105911","0","","4","","5146061","","61181","",""
"","1059","0","","4","","5146061","","61182","",""
"","106011","joy_idle_doya_shy","1","3","0.2","5146061","","61183","",""
"","1060","joy_idle_doya_shy","1","3","0.2","5146061","","61184","",""
"","105811","idle_normal","1","3","0.2","5146061","","61185","",""
"","1058","idle_normal","1","3","0.2","5146061","","61186","",""
"","105911","kokkoro_idle_normal_joy","1","3","0.2","5146061","","61187","",""
"","1059","kokkoro_idle_normal_joy","1","3","0.2","5146061","","61188","",""
"","0.3","0","","93","","5146061","","61189","",""
"1","105811","jump_short","0","3","0.2","5146061","0.2","61190","guts2_talk_joy",""
"1","1058","jump_short","0","3","0.2","5146061","0.2","61191","guts2_talk_joy",""
"","vo_apg","vo_apg_0112","0","21","","5146061","","61192","0",""
"1","105811","はぁ～♪\n楽しかったですねー☆","10","11","0","5146061","0","61193","1","0"
"","0","","","91","","5146061","","61194","",""
"","105811","idle_normal","1","3","0.2","5146061","","61195","",""
"","1058","idle_normal","1","3","0.2","5146061","","61196","",""
"","105911","kokkoro_talk_normal","1","3","0.2","5146061","","61197","",""
"","1059","kokkoro_talk_normal","1","3","0.2","5146061","","61198","",""
"","vo_apg","vo_apg_0113","0","21","","5146061","","61199","0",""
"1","105911","みなさま。\nお写真が\n仕上がったみたいです","10","11","0","5146061","0","61200","1","0"
"","0","","","91","","5146061","","61201","",""
"","105911","kokkoro_idle_normal_joy","1","3","0.2","5146061","","61202","",""
"","1059","kokkoro_idle_normal_joy","1","3","0.2","5146061","","61203","",""
"1","106011","armcrossed_in_dere_shy","0","3","0.2","5146061","0","61204","armcrossed_talk_dere_shy",""
"1","1060","armcrossed_in_dere_shy","0","3","0.2","5146061","0","61205","armcrossed_talk_dere_shy",""
"","vo_apg","vo_apg_0114","0","21","","5146061","","61206","0",""
"1","106011","は～最悪。\n…ま、どんなもんか\n一応見てやるけど♪","10","11","0","5146061","0","61207","1","0"
"","0","","","91","","5146061","","61208","",""
"","0","0","","22","","5146061","","61209","",""
"","106011","armcrossed_idle_anger_lookup","0","3","0.2","5146061","","61210","",""
"","1060","armcrossed_idle_anger_lookup","0","3","0.2","5146061","","61211","",""
"","105811","idle_normal_lookup","1","3","0.2","5146061","","61212","",""
"","1058","idle_normal_lookup","1","3","0.2","5146061","","61213","",""
"","105911","kokkoro_wish_idle_joy_lookup","1","3","0.2","5146061","","61214","",""
"","1059","kokkoro_wish_idle_joy_lookup","1","3","0.2","5146061","","61215","",""
"","21","coaster_1_in","0","3","0","5146061","","61216","",""
"","se_10055900","se_10055900_photo","0","23","","5146061","","61217","",""
"","2.3","0","","93","","5146061","","61218","",""
"","105811","idle_normal_surprise","1","3","0.2","5146061","","61219","",""
"","1058","idle_normal_surprise","1","3","0.2","5146061","","61220","",""
"","105911","kokkoro_idle_normal_surprise","1","3","0.2","5146061","","61221","",""
"","1059","kokkoro_idle_normal_surprise","1","3","0.2","5146061","","61222","",""
"1","106011","pointing_in_noface","0","3","0.2","5146061","0","61223","pointing_loop_noface",""
"1","1060","pointing_in_kyaru","0","3","0.2","5146061","0","61224","pointing_loop_kyaru",""
"","vo_apg","vo_apg_0115","0","21","","5146061","","61225","0",""
"1","106011","ってなによこれーっ！！！\nあたし写ってないじゃない！！？","10","11","0","5146061","0","61226","1","0"
"","0.5","1","","93","","5146061","","61227","",""
"","30","30","0.5","122","","5146061","","61228","",""
"","61226","","","91","","5146061","","61229","",""
"","105811","surprise_talk","1","3","0.2","5146061","","61230","",""
"","1058","surprise_talk","1","3","0.2","5146061","","61231","",""
"","vo_apg","vo_apg_0116","0","21","","5146061","","61232","0",""
"1","105811","……へ？\nキャルちゃんほんとは\n写りたかったんですか？","10","11","0","5146061","0","61233","1","0"
"","0","","","91","","5146061","","61234","",""
"","105811","idle_normal_talk1R","1","3","0.2","5146061","","61235","",""
"","1058","idle_normal_talk1R","1","3","0.2","5146061","","61236","",""
"","105911","kokkoro_sad_talk","1","3","0.2","5146061","","61237","",""
"","1059","kokkoro_sad_talk","1","3","0.2","5146061","","61238","",""
"","vo_apg","vo_apg_0117","0","21","","5146061","","61239","0",""
"1","105911","写りたくないのではと思って\nキャルさまを隠しましたが。\n余計なお世話だったみたいです","10","11","0","5146061","0","61240","1","0"
"","0","","","91","","5146061","","61241","",""
"","105911","kokkoro_idle_normal","1","3","0.2","5146061","","61242","",""
"","1059","kokkoro_idle_normal","1","3","0.2","5146061","","61243","",""
"1","106011","shock_in_shy_red","0","3","0.2","5146061","0","61244","shock_loop_shy_red",""
"1","1060","shock_in_shy_red","0","3","0.2","5146061","0","61245","shock_loop_shy_red",""
"","vo_apg","vo_apg_0118","0","21","","5146061","","61246","0",""
"1","106011","い…いやそういう訳じゃ\nないけどっ！！？","10","11","0","5146061","0","61247","1","0"
"","0","","","91","","5146061","","61248","",""
"","21","coaster_1_out","0","3","0","5146061","","61249","",""
"","105911","kokkoro_idle_normal_joy","1","3","0.2","5146061","0.2","61250","",""
"","1059","kokkoro_idle_normal_joy","1","3","0.2","5146061","0.2","61251","",""
"","105811","joy_talk","1","3","0.2","5146061","0.2","61252","",""
"","1058","joy_talk","1","3","0.2","5146061","0.2","61253","",""
"","vo_apg","vo_apg_0119","0","21","","5146061","","61254","0",""
"1","105811","なんだ♪\nじゃあもう一回乗りましょー♪","10","11","0","5146061","0","61255","1","0"
"","0","","","91","","5146061","","61256","",""
"","105811","joy_idle","1","3","0.2","5146061","","61257","",""
"","1058","joy_idle","1","3","0.2","5146061","","61258","",""
"","105911","kokkoro_wish_talk_normal2","1","3","0.2","5146061","","61259","",""
"","1059","kokkoro_wish_talk_normal2","1","3","0.2","5146061","","61260","",""
"","vo_apg","vo_apg_0120","0","21","","5146061","","61261","0",""
"1","105911","はい、そういたしましょう♪","10","11","0","5146061","0","61262","1","0"
"","0","","","91","","5146061","","61263","",""
"","0","0","","22","","5146061","","61264","",""
"","105911","kokkoro_wish_idle_joy","1","3","0.2","5146061","","61265","",""
"","1059","kokkoro_wish_idle_joy","1","3","0.2","5146061","","61266","",""
"","106011","anger_talk_anger2_red","1","3","0.2","5146061","","61267","",""
"","1060","anger_talk_anger2_red","1","3","0.2","5146061","","61268","",""
"0","106011","2","2","12","0","5146061","0","61269","0","0"
"0","105811","10","2","12","0","5146061","0","61270","0","0"
"0","105911","10","2","12","0","5146061","0","61271","0","0"
"","2","0","","93","","5146061","","61272","",""
"","61274","","","101","","5146061","","61273","",""
"","0","0.2","","22","","5146061","","61274","",""
"-278","1","100911","103","1","1.8","5146062","0","62001","-290","idle_normal"
"-278","3","1009","104","5","1.8","5146062","0","62002","-290","idle_normal"
"-278","1","131011","100","1","1.8","5146062","1","62003","290","idle_normal"
"","100911","203","","13","","5146062","","62004","",""
"","131011","200","","13","","5146062","","62005","",""
"-174","7","7","15","5","0.85","5146062","0","62006","0","idle"
"71","20","20","210","5","1","5146062","0","62007","-132","empty"
"-42","22","22","210","5","1","5146062","0","62008","0","empty"
"153","21","21","60","5","1","5146062","0","62009","0","empty"
"1","1","1","0","31","1","5146062","","62010","0",""
"1","2","2","0","31","0","5146062","","62011","-57.7",""
"1","10","10","0","31","0","5146062","","62012","0",""
"1","11","11","0","31","0","5146062","","62013","0",""
"1","14","14","-290","31","0","5146062","","62014","-278",""
"1","20","20","0","31","1","5146062","","62015","0",""
"","20","100911","","36","","5146062","","62016","",""
"","20","20","","36","","5146062","","62017","",""
"","20","22","","36","","5146062","","62018","",""
"","0","0","","91","","5146062","","62019","",""
"","0","0","0","102","","5146062","","62020","",""
"","1","0","","93","","5146062","","62021","",""
"1","100911","cool_in_dere","0","3","0.2","5146062","0","62022","cool_talk_dere",""
"1","1009","cool_in_dere","0","3","0.2","5146062","0","62023","cool_talk_dere",""
"","vo_apg","vo_apg_0201","0","21","","5146062","","62024","0",""
"1","100911","いざ征かん、極滅禁断秘儀へ！\nさあ、案内を頼むぞ！","10","11","0","5146062","0","62025","1","0"
"","0","","","91","","5146062","","62026","",""
"","100911","cool_idle","1","3","0.2","5146062","","62027","",""
"","1009","cool_idle","1","3","0.2","5146062","","62028","",""
"","131011","wish_talk_joy","1","3","0.2","5146062","","62029","",""
"","vo_apg","vo_apg_0202","0","21","","5146062","","62030","0",""
"1","131011","アンナはんが興味持って\nくれるなんてうれしいわ～\nしっかり案内させてもらいます","10","11","0","5146062","0","62031","1","0"
"","0","","","91","","5146062","","62032","",""
"","131011","wish_idle","1","3","0.2","5146062","","62033","",""
"1","100911","anna_armcrossed","0","3","0.2","5146062","0.2","62034","sad_talk",""
"1","1009","anna_armcrossed","0","3","0.2","5146062","0.2","62035","sad_talk",""
"","vo_apg","vo_apg_0203","0","21","","5146062","","62036","0",""
"1","100911","うむ！　シグルドたちも\n挑んだというその試練、この冥姫も…\nって、え？　\nこれ、もしかして絶叫系…？","10","11","0","5146062","0","62037","1","0"
"","0","","","91","","5146062","","62038","",""
"","100911","sad_idle","1","3","0.2","5146062","","62039","",""
"","1009","sad_idle","1","3","0.2","5146062","","62040","",""
"1","131011","maho_talk_normal","0","3","0.2","5146062","0.2","62041","surprise_talk",""
"","vo_apg","vo_apg_0204","0","21","","5146062","","62042","0",""
"1","131011","このパークの大人気\nアトラクションなんよ～\nあら？　どないしはりました？\n顔色が良くないような…","10","11","0","5146062","0","62043","1","0"
"","0","","","91","","5146062","","62044","",""
"","131011","surprise_idle","1","3","0.2","5146062","","62045","",""
"","100911","anger_talk_shy","1","3","0.2","5146062","","62046","",""
"","1009","anger_talk_shy","1","3","0.2","5146062","","62047","",""
"","vo_apg","vo_apg_0205","0","21","","5146062","","62048","0",""
"1","100911","べべべ、別に　お、怯えてなぞ…\nまったくもって、一向に構わぬが？","10","11","0","5146062","0","62049","1","0"
"","0","","","91","","5146062","","62050","",""
"","100911","anger_idle_shy","1","3","0.2","5146062","","62051","",""
"","1009","anger_idle_shy","1","3","0.2","5146062","","62052","",""
"","131011","worry_talk","1","3","0.2","5146062","","62053","",""
"","vo_apg","vo_apg_0206","0","21","","5146062","","62054","0",""
"1","131011","せやけど、無理はせん方が\nええんとちゃいます？","10","11","0","5146062","0","62055","1","0"
"","0","","","91","","5146062","","62056","",""
"","131011","wish_idle_shy","1","3","0.2","5146062","","62057","",""
"","100911","anger_talk_pain","1","3","0.2","5146062","","62058","",""
"","1009","anger_talk_pain","1","3","0.2","5146062","","62059","",""
"","vo_apg","vo_apg_0207","0","21","","5146062","","62060","0",""
"1","100911","ええい！　か、構わんと言っている！\nここまで案内させて引くわけには…\nいくぞ！　突撃だーーーー！","10","11","0","5146062","0","62061","1","0"
"","0","","","91","","5146062","","62062","",""
"","0","0","","22","","5146062","","62063","",""
"","100911","run_dash_anger2","1","3","0.2","5146062","","62064","",""
"","1009","run_dash_anger2","1","3","0.2","5146062","","62065","",""
"","131011","walk_surprise","1","3","0.2","5146062","","62066","",""
"0","100911","-129","-278","2","","5146062","","62067","2",""
"0","1009","-129","-278","2","","5146062","","62068","2",""
"0","131011","129","-278","2","","5146062","","62069","2",""
"","14","1","","32","","5146062","","62070","",""
"","14","left","","37","","5146062","","62071","",""
"0","14","-129","-278","33","","5146062","","62072","2",""
"","1","0","","93","","5146062","","62073","",""
"","2","1","","32","","5146062","","62074","",""
"","1.5","0","","93","","5146062","","62075","",""
"","14","0","","32","","5146062","","62076","",""
"0","100911","0","-331","2","","5146062","","62077","0",""
"","20","scale15","","37","","5146062","","62078","",""
"","se_10055900","se_10055900_coaster_01","1","23","","5146062","","62079","",""
"","vo_apg","vo_apg_0208","0","21","","5146062","","62080","0",""
"","22","0208_in","0","3","0","5146062","","62081","",""
"","3.3","1","","93","","5146062","","62082","",""
"","22","0208_mid","0","3","0","5146062","","62083","",""
"","","","","92","","5146062","","62084","",""
"","22","0208_out","0","3","0","5146062","","62085","",""
"","0.2","0","","93","","5146062","","62086","",""
"","0.3","0","","93","","5146062","","62087","",""
"","20","scale1","","37","","5146062","","62088","",""
"","10","1","","32","","5146062","","62089","",""
"","se_10055900_coaster_01","0.5","","24","","5146062","","62090","",""
"","se_10055900","se_10055900_coaster_02","1","23","","5146062","","62091","",""
"0","20","0","0","2","","5146062","","62092","0",""
"","30","30","0.5","122","","5146062","","62093","",""
"","vo_apg","vo_apg_0209","0","21","","5146062","","62094","0",""
"","20","0209_in","0","3","0","5146062","","62095","",""
"","2.6","1","","93","","5146062","","62096","",""
"","20","0209_mid","0","3","0","5146062","","62097","",""
"","","","","92","","5146062","","62098","",""
"","20","0209_out","0","3","0","5146062","","62099","",""
"","0.2","0","","93","","5146062","","62100","",""
"","30","30","1","122","","5146062","","62101","",""
"","vo_apg","vo_apg_0210","0","21","","5146062","","62102","0",""
"","20","0210_in","0","3","0","5146062","","62103","",""
"","2.7","1","","93","","5146062","","62104","",""
"","20","0210_mid","0","3","0","5146062","","62105","",""
"","","","","92","","5146062","","62106","",""
"","20","0210_out","0","3","0","5146062","","62107","",""
"","0.2","0","","93","","5146062","","62108","",""
"","0","0","","22","","5146062","","62109","",""
"","20","empty","1","3","0","5146062","","62110","",""
"","1","","","93","","5146062","","62111","",""
"","11","1","","32","","5146062","","62112","",""
"","se_10055900","se_10055900_camera","0","23","","5146062","","62113","",""
"","0.2","0","","93","","5146062","","62114","",""
"","10","0","","32","","5146062","","62115","",""
"","1.8","0","","93","","5146062","","62116","",""
"","se_10055900_coaster_02","0.5","","24","","5146062","","62117","",""
"","2","iris_out","","37","","5146062","","62118","",""
"0","100911","-129","-278","2","","5146062","","62119","0",""
"0","1009","-129","-278","2","","5146062","","62120","0",""
"0","131011","129","-278","2","","5146062","","62121","0",""
"","100911","anna_walk","1","3","0.2","5146062","","62122","",""
"","1009","anna_walk","1","3","0.2","5146062","","62123","",""
"","131011","walk_normal_joy","1","3","0.2","5146062","","62124","",""
"0","100911","-290","-278","2","","5146062","","62125","2",""
"0","1009","-290","-278","2","","5146062","","62126","2",""
"0","131011","290","-278","2","","5146062","","62127","2",""
"","100911","1","","4","","5146062","","62128","",""
"","1009","1","","4","","5146062","","62129","",""
"","131011","0","","4","","5146062","","62130","",""
"","2","0","","93","","5146062","","62131","",""
"","100911","0","","4","","5146062","","62132","",""
"","1009","0","","4","","5146062","","62133","",""
"","131011","1","","4","","5146062","","62134","",""
"","100911","anna_idle","1","3","0.2","5146062","","62135","",""
"0","1009","anna_idle","1","3","0.2","5146062","","62136","",""
"","131011","idle_normal","1","3","0.2","5146062","","62137","",""
"","0.5","0","","93","","5146062","","62138","",""
"","131011","talk_normal_surprise","1","3","0.2","5146062","","62139","",""
"","vo_apg","vo_apg_0211","0","21","","5146062","","62140","0",""
"1","131011","どないでした？\nえらい声出してはったけど","10","11","0","5146062","0","62141","1","0"
"","0","","","91","","5146062","","62142","",""
"","131011","idle_normal_surprise","1","3","0.2","5146062","","62143","",""
"1","100911","anna_kukuku_in","0","3","0.2","5146062","0","62144","anna_kukuku_loop",""
"1","1009","anna_kukuku_in","0","3","0.2","5146062","0","62145","anna_kukuku_loop",""
"","vo_apg","vo_apg_0212","0","21","","5146062","","62146","0",""
"1","100911","ふ、ふふふ…シグルドよ…\n私にも、刻が…見える！","10","11","20","5146062","0","62147","1","0"
"","0","","","91","","5146062","","62148","",""
"","21","coaster_2_in","0","3","0","5146062","","62149","",""
"","se_10055900","se_10055900_photo","0","23","","5146062","","62150","",""
"","0.1","0","","93","","5146062","","62151","",""
"1","100911","anna_ahaha_in","0","3","0.2","5146062","0","62152","anna_ahaha_loop",""
"1","1009","anna_ahaha_in","0","3","0.2","5146062","0","62153","anna_ahaha_loop",""
"","vo_apg","vo_apg_0213","0","21","","5146062","","62154","0",""
"1","100911","今、冥姫は\n疾風を追い越した！","10","11","-30","5146062","0","62155","1","0"
"","0","","","91","","5146062","","62156","",""
"","131011","wish_talk_joy","1","3","0.2","5146062","","62157","",""
