65d35faf4ef38e8d96d1aedee63e7102f378f1d51c4f94bfc767df73ed068d1a,09cc15cc3ed46ff2f221f0f669b72564e5db1b1a238d3c54f435ff4a0d5d8175,979656fb6da9d3417f65852ca98430ff83f09ba1f36a31da203ef7fe5ce5294d,8191794f182e4ed8725ab10c2f4ecf3a2349522b591bc7bf79f2fec7d144af65,bdd886650cd228b70ebeef39ded34156f450a1372cd05c696d9c568f8b9667de,20154444f45de4c63d6d0f5229fec771bbdaa78fbdb2367acd03f8465498be19,d452b60962980736458e443aa92e9bdcf1dec75904bf8214e072b8c90d0411a1,045a606e9e4f66fab8dcc5a79be1b7d8ab2d8c8821403e5967cdcb8da3e8ea23,e51abdc3f088d76d41048ffbf6dc4d26fc5d56475ef4655e68667d9163e100a4,c9792610c14dc10ed763a0e1916461a09fb0d89d653f0d0d261ff0ea724d3ebf,a9b18c70410e596b1e746f1ac3d367a2390f1c3df782ed2e38915a52a0c18064,f12212a59e95ddf62a26cb85355826a0187fd8f0bfc94e456d73eb916e67c2f3,bdd44b0ccda6d6306142d807865e8efd3944e657ce066bfc4a8ef807577a4aa0,43fdbd0d91d68bbe5f4769ec1516fc35e58569fd6715108b4b345274a05ed7a5
"0","-47","-23","1.5","10","3","1.7","10077","0","100000","0","0","-32","1007703"
"0","-30","0","1.5","10","2","1.7","10077","0","100000","0","0","30","1007704"
"0","25","-40","1.5","0","1","1.7","10077","1","100000","0.03","10077401","-17","1007704"
"0","-47","-23","1.5","10","3","1.7","10077","0","100000","0","0","-32","1007704"
"0","-30","0","1.5","10","2","1.7","10077","0","100000","0","0","30","1007705"
"0","25","-40","1.5","0","1","1.7","10077","1","100000","0.03","0","-17","1007705"
"0","-47","-23","1.5","10","3","1.7","10077","0","100000","0","0","-32","1007705"
"0","-25","-50","0.92","10","1","0.84","10088","1","100000","0.03","10088101","-13","1008801"
"0","-25","-50","0.8","0","2","0.7","10088","0","100000","0","0","13","1008801"
"0","-25","-50","0.92","10","1","0.84","10088","1","100000","0.03","10088201","-13","1008802"
"0","-25","-50","0.8","0","2","0.7","10088","0","100000","0","0","13","1008802"
"0","-25","-50","0.92","10","1","0.84","10088","1","100000","0.03","10088301","-13","1008803"
"0","-25","-50","0.8","0","2","0.7","10088","0","100000","0","0","13","1008803"
"0","-30","-50","0.92","10","1","0.7","10088","1","100000","0.03","10088401","-17","1008804"
"0","-30","-50","0.8","0","2","0.6","10088","0","100000","0","0","30","1008804"
"0","-30","-50","0.92","10","1","0.7","10088","1","100000","0.03","0","-17","1008805"
"0","-30","-50","0.8","0","2","0.6","10088","0","100000","0","0","30","1008805"
"0","-30","0","1.5","10","2","1.7","20029","0","100000","0","0","30","2002901"
"0","25","-40","1.5","0","1","1.7","20029","1","100000","0.03","20029101","-17","2002901"
"0","-47","-23","1.5","10","3","1.7","20029","0","100000","0","0","-32","2002901"
"0","-30","0","1.5","10","2","1.7","20029","0","100000","0","0","30","2002902"
"0","25","-40","1.5","0","1","1.7","20029","1","100000","0.03","0","-17","2002902"
"0","-47","-23","1.5","10","3","1.7","20029","0","100000","0","0","-32","2002902"
"0","-30","0","1.5","10","2","1.7","20029","0","100000","0","0","30","2002903"
"0","25","-40","1.5","0","1","1.7","20029","1","100000","0.03","0","-17","2002903"
"0","-47","-23","1.5","10","3","1.7","20029","0","100000","0","0","-32","2002903"
"0","-30","0","1.5","10","2","1.7","20029","0","100000","0","0","30","2002904"
"0","25","-40","1.5","0","1","1.7","20029","1","100000","0.03","0","-17","2002904"
"0","-47","-23","1.5","10","3","1.7","20029","0","100000","0","0","-32","2002904"
"0","-30","0","1.5","10","2","1.7","20029","0","100000","0","0","30","2002905"
"0","25","-40","1.5","0","1","1.7","20029","1","100000","0.03","0","-17","2002905"
"0","-47","-23","1.5","10","3","1.7","20029","0","100000","0","0","-32","2002905"
"0","-25","-50","0.92","10","1","0.84","10115","1","100000","0.03","10115101","-13","1011501"
"0","-25","-50","0.8","0","2","0.7","10115","0","100000","0","0","13","1011501"
"0","-25","-50","0.92","10","1","0.84","10115","1","100000","0.03","10115201","-13","1011502"
"0","-25","-50","0.8","0","2","0.7","10115","0","100000","0","0","13","1011502"
"0","-25","-50","0.92","10","1","0.84","10115","1","100000","0.03","10115301","-13","1011503"
"0","-25","-50","0.8","0","2","0.7","10115","0","100000","0","0","13","1011503"
"0","-30","-50","0.92","10","1","0.7","10115","1","100000","0.03","10115401","-17","1011504"
"0","-30","-50","0.8","0","2","0.6","10115","0","100000","0","0","30","1011504"
"0","-30","-50","0.92","10","1","0.7","10115","1","100000","0.03","0","-17","1011505"
"0","-30","-50","0.8","0","2","0.6","10115","0","100000","0","0","30","1011505"
"0","-25","-50","0.92","10","1","0.84","20048","1","100000","0.03","0","-13","2004801"
"0","-25","-50","0.8","0","2","0.7","20048","0","100000","0","0","13","2004801"
"0","-25","-50","0.92","10","1","0.84","20048","1","100000","0.03","0","-13","2004802"
"0","-25","-50","0.8","0","2","0.7","20048","0","100000","0","0","13","2004802"
"0","-25","-50","0.92","10","1","0.84","20048","1","100000","0.03","0","-13","2004803"
"0","-25","-50","0.8","0","2","0.7","20048","0","100000","0","0","13","2004803"
