ef99fc9a0dd09d94c797ad98c8e0ce96f8a28b47c65e6a0a993097fd847d0abd,084b9ffae6b0aa0b5a1873bc44c1b80acc5908a2504a07e08f4f5f893efce965,98682417c32936a7fed5aad77d9eeb1d4a2193851c70275147508f4b4af12626,68edb7e094f71bc7d49b4085ae7e91d18103e7b3c1ff70d48a9153bea7f6a3bf,bcb3110f5e08d77025e2f45a4ee125ec9464a091835158239feae5f6ba2d87b1,6454b6e04b84d678fd19c83e150d1122d61e54be21fc5c6c2d67c593c126c544,96736b0f12604a618330be05840a30916375e18d5d372abe121910d9fa2e0c3c,d37e93e8d3c9febd3485f7fcad62c34858671f8790cdcc35c7061a5f036fe6fd,d9ea7844b92bc8d5fdb897cbcffffb57afbfe3aa34572099e71210327643721c,3f35ad23a5c417a82ab29d341b097a61dd4cab2bc9d94f54eee73710e976e43c,41887ff939a5674ebdb3ef4804470df3bee7f14198c23773f2661e680eb2c540,afa90d0d7a3587e3e8bf79c144bcfb8f47ba123957e77cd83767eca080b2fcbf,e6d8601b5404194a7dd771d359fed2efa9745b09ee30a5238e561614914477be,b59cf9bdc38f3cb8b957192044d2f97ed7ff456bb4e032ffcbe6e1175bdceb96,493357132ad041bbe2ffdd8450226fc4faf9ddafcbfc752a21fe7811747d705f,f097460ac00376ebb9157511fcc673d59d967dd4dfd894f28149770407c24ce9
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104164"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104191"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104192"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104193"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104194"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104221"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104222"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104223"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104224"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104251"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104252"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104253"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104254"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104281"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104282"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104283"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104284"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104311"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104312"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104313"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104314"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104341"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104342"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104343"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104344"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104371"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104372"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104373"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104401"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104402"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104431"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104432"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104433"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104461"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104462"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104463"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104491"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104521"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104522"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104523"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104551"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104552"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104553"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104554"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104581"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104582"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104583"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104611"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104612"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104613"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105011"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105012"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105041"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105042"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105071"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105072"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105101"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105102"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105131"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105132"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105161"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105162"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105191"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105192"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105221"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105222"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105251"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105252"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105281"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105311"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105341"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105371"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105401"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105521"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105551"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105581"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105611"
"11004012","0","0","0","0","0","0","0","0","0","0","0","0","11004004","0","113011"
"11005012","0","0","0","0","0","0","0","12007001","0","0","0","11006004","11005004","0","113012"
"11006011","0","0","0","0","0","0","0","12006003","0","0","0","11007002","11006005","0","113013"
"11005001","0","0","0","0","0","0","0","0","0","0","0","11005002","11004003","0","113071"
"11005011","0","0","0","0","0","0","0","0","0","0","0","11006001","11005004","0","113101"
"11005012","0","0","0","0","0","0","0","12005003","0","0","0","11006001","11005006","0","113131"
"11005011","0","0","0","0","0","0","0","0","0","0","0","11006002","11005005","0","113162"
"11005001","0","0","0","0","0","0","0","0","0","0","0","12003003","11004006","0","113191"
"11004013","0","0","0","0","0","0","0","0","0","0","0","11005002","11004006","0","113221"
"11006006","0","0","0","0","0","0","0","12006001","0","0","0","11007001","11005013","0","113222"
"11005005","0","0","0","0","0","0","0","12004002","0","0","0","11006003","11004013","0","113252"
"11007008","11009013","0","0","0","0","12006003","0","11008009","0","0","0","11008001","11006007","0","113283"
"11006002","0","0","0","0","0","0","0","0","0","0","0","0","11005007","0","113342"
"11007012","11008015","0","0","0","0","11009011","0","11008008","0","0","0","11008005","11006009","0","113372"
"11006006","12007003","0","0","0","0","12008003","0","12004003","0","0","0","11007001","11005010","0","113401"
"11005006","0","0","0","0","0","0","0","0","0","0","0","12005002","11004010","0","113431"
"11005003","0","0","0","0","0","0","0","0","0","0","0","0","11004010","0","113521"
"11006008","0","0","0","0","0","0","0","12004002","0","0","0","11007005","11005007","0","113522"
"11005008","0","0","0","0","0","0","0","12005003","0","0","0","11006007","11004011","0","113551"
"11006009","12007002","0","0","0","0","0","0","12006003","0","0","0","11007007","11005011","0","113552"
"11007013","11008010","11009012","0","0","0","11008013","12009001","11008007","0","12008003","11009006","11008002","11006010","0","113553"
"11005007","12006002","0","0","0","0","12007001","0","12005001","0","0","0","11006009","11004011","0","113581"
"11005009","0","0","0","0","0","0","0","11006014","0","0","0","11006005","11004012","0","113611"
"11007011","11009008","12009003","0","0","0","11009014","0","11008012","0","0","12008002","11008006","11006011","0","113614"
"11007008","11008010","12008003","0","0","0","11009002","0","11008005","0","0","12008001","11008001","11007004","0","114011"
"11009011","11010008","0","0","0","0","12009003","0","11010001","0","0","0","11009015","11009005","0","114012"
"11011012","12011003","0","0","0","0","12012003","0","11012010","0","0","12013003","11012001","11011006","0","114013"
"11013012","11015003","12014003","0","0","0","11015007","0","11014014","0","0","12013003","11014001","11013006","0","114014"
"11007011","11009001","0","0","0","0","12007003","0","11008006","0","0","0","11008001","11007007","0","114041"
"11011017","0","0","0","0","0","0","0","0","0","0","0","11012009","11011008","0","114043"
"11009009","0","0","0","0","0","0","0","11010014","0","0","0","11010004","11009005","0","114072"
"11011009","0","0","0","0","0","0","0","11012016","0","0","0","11012004","11011004","0","114073"
"11009012","0","0","0","0","0","0","0","11010015","0","0","0","11010002","11009006","0","114102"
"11013015","11015002","0","0","0","0","0","0","11014008","0","0","0","11014002","11013007","0","114104"
"11009010","12009001","0","0","0","0","0","0","11010013","0","0","0","11010003","11009007","0","114132"
"11011016","12012002","0","0","0","0","0","0","11012015","0","0","0","11012003","11011008","0","114133"
"11013016","11014013","12016001","0","0","0","11015008","0","11014007","0","12018002","12015003","11014002","11013008","0","114134"
"11009010","0","0","0","0","0","0","0","11010011","0","0","0","11010002","11009004","0","114162"
"11013010","11015001","0","0","0","0","11015004","0","11014006","0","0","12013001","11014001","11013005","0","114164"
"11007013","11009003","0","0","0","0","12007002","0","11008008","0","0","0","11008004","11007005","0","114191"
"11011013","12011002","0","0","0","0","0","0","11012014","0","0","0","11012001","11011006","0","114193"
"11013013","11015003","0","0","0","0","12014001","0","11014010","0","0","12015002","11014002","11013006","0","114194"
"11007010","11008014","0","0","0","0","11009002","0","11008007","0","0","0","11008004","11007007","0","114221"
"11009014","12010001","0","0","0","0","0","0","11010010","0","0","0","11010002","11009008","0","114222"
"11011014","0","0","0","0","0","0","0","11012012","0","0","0","11012002","11011007","0","114223"
"11009013","11010009","0","0","0","0","0","0","11010003","0","0","0","11009015","11009007","0","114252"
"11013011","11015006","0","0","0","0","12013002","0","11014009","0","0","12015001","11014001","11013005","0","114254"
"11008005","0","0","0","0","0","0","0","0","0","0","0","11009007","11007009","0","114281"
"11008007","0","0","0","0","0","0","0","0","0","0","0","11008012","11007012","0","114341"
"11008011","0","0","0","0","0","0","0","12008002","0","0","0","11008015","11007013","0","114371"
"11009009","0","0","0","0","0","0","0","0","0","0","0","11010004","11008014","0","114461"
"11010011","11010017","11011012","0","0","0","11011001","11012005","11010015","0","11011015","11011007","11010013","11010008","0","114551"
"11012013","11013007","11014008","0","0","0","11013012","12012002","11013001","0","11014011","11013015","11012015","11012011","0","114552"
"11014008","11015007","11016001","0","0","0","11015011","11016012","11015003","0","11016007","11015013","11014014","11014004","0","114553"
"11014011","11015004","12014002","0","0","0","11015008","0","11014014","0","12015003","11015014","11014013","11014007","0","114554"
"11010009","11011003","11012006","0","0","0","11011011","12011001","11010016","0","12010002","11011016","11010012","11010007","0","114581"
"11012016","11013016","12012003","0","0","0","11014010","12014001","11013011","0","12013001","12012001","11013003","11012012","0","114582"
"11014010","11015001","11016003","0","0","0","11015005","12014001","11014013","0","11016011","11015010","11014012","11014006","0","114583"
"11010010","11011009","11012007","0","0","0","11011014","0","11011002","0","12010001","11011017","11010014","11010006","0","114611"
"11012014","11013009","11014009","0","0","0","11013014","0","11013002","0","12013002","11013017","11012017","11012010","0","114612"
"11014009","11015006","11016002","0","0","0","11015009","11016014","11015002","0","11016009","11015012","11014012","11014005","0","114613"
"11016012","11018010","12018003","0","0","0","12017001","0","11017012","0","12019003","12018001","11017004","11016006","0","115011"
"11017003","0","0","0","0","0","0","0","11018005","0","0","0","11017008","11016008","0","115041"
"11019010","0","0","0","0","0","0","0","0","0","0","0","0","11019007","0","115042"
"11016009","11018003","0","0","0","0","0","0","11017011","0","0","0","11017001","11016004","0","115071"
