b6aaa480acf6b5bd662780524ec90faec0a4005925ce92595d123dbb17e26ce1,b3aeaddedc1c861360ea826d86eba8251e303babfcdf7164eec06911519390db,91b5bb9188892debbffdbd2818651974f48b410b8762b5d8ab57059e6511808b,0117d93f4fe1e16c686d6a60f9cba114186b4fcb04727d60dac272012f5fca50,504a7047c5deea782a6da6cda1f2500cbc56e6c9885e0474b5428ad2aefa05d6,12a43e9854f6a8eec0f542c5d23ad0d777bc77a94a8c900a128ce21a6e2f0baa,2b8a0ad46833d54de334eeba7a7f164e1ab761e98d152ac57ed94e4f98db3a35,7616bf59929842884d144b0228a8b9a20e351b1be8c77a003cbe0da947250e5d,625c6a0bc00bce5744a73b8db80a9345df67c08cc70b9304b1a80b9965b0fbd1,acc01b21e0edf02192a6e4138859d3b9457ad1823e56d980e3f08f3ee052df9f,fe2280fd6100db07ff52759603413e189ecedc760829f2439b62aaa2652f6210
"8","91002","152","2","25021","25012","10","282001054","2","33","54"
"8","91002","155","2","25021","25012","10","282001055","2","33","55"
"8","91002","157","2","25021","25012","10","282001056","2","33","56"
"8","91002","160","2","25021","25012","10","282001057","2","34","57"
"8","91002","163","2","25021","25012","10","282001058","2","34","58"
"8","91002","166","2","25021","25012","10","282001059","2","34","59"
"8","91002","169","2","25021","25012","30","282001060","2","35","60"
"8","91002","171","2","25021","25012","10","282001061","2","35","61"
"8","91002","174","2","25021","25012","10","282001062","2","35","62"
"8","91002","177","2","25021","25012","10","282001063","2","36","63"
"8","91002","180","2","25021","25012","10","282001064","2","36","64"
"8","91002","182","2","25021","25012","10","282001065","2","36","65"
"8","91002","185","2","25021","25012","10","282001066","2","37","66"
"8","91002","187","2","25021","25012","10","282001067","2","37","67"
"8","91002","190","2","25021","25012","10","282001068","2","37","68"
"8","91002","193","2","25021","25012","10","282001069","2","38","69"
"8","91002","196","2","25021","25012","30","282001070","2","38","70"
"8","91002","200","2","25021","25012","10","282001071","2","39","71"
"8","91002","204","2","25021","25012","10","282001072","2","39","72"
"8","91002","208","2","25021","25012","10","282001073","2","40","73"
"8","91002","212","2","25021","25012","10","282001074","2","40","74"
"8","91002","216","2","25021","25012","10","282001075","2","41","75"
"8","91002","220","2","25021","25012","10","282001076","2","41","76"
"8","91002","224","2","25021","25012","10","282001077","2","42","77"
"8","91002","228","2","25021","25012","10","282001078","2","42","78"
"8","91002","232","2","25021","25012","10","282001079","2","43","79"
"8","91002","236","2","25021","25012","30","282001080","2","43","80"
"8","91002","240","2","25021","25012","10","282001081","2","44","81"
"8","91002","244","2","25021","25012","10","282001082","2","44","82"
"8","91002","248","2","25021","25012","10","282001083","2","45","83"
"8","91002","252","2","25021","25012","10","282001084","2","45","84"
"8","91002","256","2","25021","25012","10","282001085","2","46","85"
"8","91002","260","2","25021","25012","10","282001086","2","46","86"
"8","91002","264","2","25021","25012","10","282001087","2","47","87"
"8","91002","268","2","25021","25012","10","282001088","2","47","88"
"8","91002","272","2","25021","25012","10","282001089","2","48","89"
"8","91002","276","2","25021","25012","30","282001090","2","48","90"
