97a252934882a81b38feb51b30b2e67c9f8b285640275e15bdef642123926561,45278b0b6a18cdb285486fdec7619142add66415809a4809d33178a0d65f5d0c,370a41010a54947e2bbd6c6725539e1bec284aabd30f1532b5279e680f884c23,da8dc4b79516994db719cdb07d191e279c8640c64f5e3535b1cf2c3b9b01b4b0,d0e377f97811c782a804576f3c3936c1104752932988e17af2906cfbc5f09816,a304d1abc2f83216aa33a3be697abb72f180a71b31c1a3b97e73f40f3987af76,c569cbf7e5d20c29455363a6e3f499e26115d3b77eef7724223eedea42d38742,3832c1efb1b67c9b88015f2f261da939725e1337454891baf903d9fa37f3111a,e6ed501863517295f7e2577b511eee451ee835de92b351bd4f3de5df98a502d1,48e8d579f3ebc576b9424f630a744befa4d9cb16be09bf43a4238d1732d52d7e,a9ad624f8e8c0910713865dcd826905181d0fa87676d5377f82d0ef887f87eff,39c0fc360436d95d6f8a7b41d2d1cee5ca3c6742b872f1424b1428269c9902b5,83d92f50ca2471cf937abb83136efdf3eb7415901ea5e09664e563dd37a62189
"1","0","0","2021/10/31 12:00:00","0","0","10078","2023/08/18 15:00:00","0","20043","6054","2030/04/19 15:00:00","0"
"1,27","0","0","2021/11/30 12:00:00","0","0","10080","2023/09/19 15:00:00","0","20044","6381","2030/04/19 15:00:00","0"
"1,28","0","0","2021/12/31 12:00:00","0","0","10082","2023/10/16 15:00:00","0","20045","2193","2030/04/19 15:00:00","0"
"1","0","0","2022/01/31 12:00:00","0","0","10084","2023/11/16 15:00:00","0","20046","8163","2030/04/19 15:00:00","0"
"1,29","0","0","2022/02/07 12:00:00","20046","0","10085","2023/11/16 15:00:00","0","20047","8164","2030/04/19 15:00:00","0"
"1","0","0","2022/02/28 12:00:00","0","0","10088","2023/12/18 15:00:00","0","20048","2201","2030/04/19 15:00:00","0"
"1","0","0","2022/03/31 12:00:00","0","0","10090","2024/01/17 15:00:00","0","20049","430","2030/04/19 15:00:00","0"
"1","0","0","2022/04/30 12:00:00","0","0","10092","2024/03/18 15:00:00","0","20050","351","2030/04/19 15:00:00","0"
"1,30","0","0","2022/05/25 15:00:00","0","0","10094","2024/04/18 15:00:00","0","20051","392","2030/04/19 15:00:00","0"
"1,31","0","0","2022/06/30 12:00:00","0","0","10096","2024/06/17 15:00:00","0","20052","3402","2030/04/19 15:00:00","0"
"1,32","0","0","2022/07/31 12:00:00","0","0","10098","2024/07/16 15:00:00","0","20053","8132","2030/04/19 15:00:00","0"
"1","0","0","2022/08/31 12:00:00","0","0","10100","2024/08/16 15:00:00","0","20054","6057","2030/04/19 15:00:00","0"
"1,33","0","0","2022/09/30 12:00:00","0","0","10102","2024/09/17 15:00:00","0","20055","5200","2030/04/19 15:00:00","0"
"1","0","0","2022/10/31 12:00:00","0","0","10104","2024/10/16 15:00:00","0","20056","3479","2030/04/19 15:00:00","0"
"1,34","0","0","2022/11/30 12:00:00","0","0","10106","2024/11/16 15:00:00","0","20057","5033","2030/04/19 15:00:00","0"
"1,35","0","0","2022/12/31 12:00:00","0","0","10108","2024/12/16 15:00:00","0","20058","7213","2030/04/19 15:00:00","-10"
"1,36","0","0","2023/01/31 12:00:00","0","0","10110","2025/01/16 15:00:00","0","20059","8153","2030/04/19 15:00:00","-10"
"1,36","0","0","2023/02/07 12:00:00","20059","0","10111","2025/01/16 15:00:00","0","20060","8154","2030/04/19 15:00:00","-10"
"1","0","0","2023/02/28 12:00:00","0","0","10114","2025/02/16 15:00:00","0","20061","4314","2030/04/19 15:00:00","-10"
"1","0","0","2023/03/31 12:00:00","0","0","10116","2025/03/17 15:00:00","0","20062","3301","2030/04/19 15:00:00","-10"
"1,37","0","0","2023/04/30 12:00:00","0","0","10118","2025/04/16 15:00:00","0","20063","1443","2030/04/19 15:00:00","10"
"1","0","0","2023/05/31 12:00:00","0","0","10120","2025/05/16 15:00:00","0","20064","202","2030/04/19 15:00:00","0"
"1,38","0","0","2023/06/30 12:00:00","0","0","10122","2025/06/17 15:00:00","0","20065","460","2030/04/19 15:00:00","0"
"1,39","0","0","2023/07/31 12:00:00","0","0","10124","2025/07/16 15:00:00","0","20066","2394","2030/04/19 15:00:00","0"
"1,40","0","0","2024/01/31 12:00:00","0","0","10136","2025/08/16 15:00:00","0","20067","1","2030/04/19 15:00:00","0"
"1,40","0","0","2024/01/31 12:00:00","20067","0","10137","2025/08/16 15:00:00","0","20068","2","2030/04/19 15:00:00","0"
