b0a8b7dcf4c2042b22e50147044413a2bbb09a0f4f3b18d6e8849b4df36e6805,ec6ce706d375072313db06f6f410de06c02a008e7dcead797333d6c45b0d1fe8,e9c54259b1831796867afefffd6a78183e2d9f8ff06add313b5eaddcdf3f01d8,97ae67096e16a6591f696aa40c0aee238b32cd4309e3502e4661a3787fb05de1,0a4b80bfc8815f9faef83898829d644b7bbacfbd2d1dcea3db99c71af1992f7e,f9c2e24d7a4a1cfacca835c308c0ef6adb7532dbb588fdd9cc3bc0f8de74ce5f
"31","2023/12/31 12:00:00","1013406","128301","バトル開始後90秒間物理攻撃力極大\nアップ","3001"
"32","2023/12/31 12:00:00","1013406","128301","バトル開始後90秒間物理/魔法無効バ\nリア","3012"
"33","2023/12/31 12:00:00","1013406","112201","バトル開始後90秒間魔法攻撃力絶大\nアップ","3003"
"34","2023/12/31 12:00:00","1013406","112201","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010"
"35","2023/12/31 12:00:00","1013406","115701","バトル開始後90秒間魔法攻撃力絶大\nアップ","3003"
"36","2023/12/31 12:00:00","1013406","115701","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010"
"37","2023/12/31 12:00:00","1013406","113401","バトル開始後90秒間魔法攻撃力絶大\nアップ","3003"
"38","2023/12/31 12:00:00","1013406","113401","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010"
"39","2024/01/03 19:00:00","1013406","128401","バトル開始後90秒間魔法攻撃力絶大\nアップ","3003"
"40","2024/01/03 19:00:00","1013406","128401","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010"
"41","2023/12/31 12:00:00","1013406","180701","バトル開始後90秒間物理攻撃力絶大\nアップ","3001"
"42","2023/12/31 12:00:00","1013406","180701","バトル開始後90秒間ＴＰ上昇大アップ","3010"
"43","2024/01/31 12:00:00","1013606","100101","バトル開始後90秒間物理攻撃力極大\nアップ","3001"
"44","2024/01/31 12:00:00","1013606","100101","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010"
"45","2024/01/31 12:00:00","1013606","100101","攻撃力吸収無効","3013"
"46","2024/01/31 12:00:00","1013606","100201","バトル開始後90秒間魔法攻撃力極大\nアップ","3003"
"47","2024/01/31 12:00:00","1013606","100201","バトル開始後90秒間魔法防御力極大\nアップ","3004"
"48","2024/01/31 12:00:00","1013606","100201","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010"
"49","2024/01/31 12:00:00","1013606","100201","攻撃力吸収無効","3013"
"50","2024/01/31 12:00:00","1013606","100301","バトル開始後90秒間物理攻撃力極大\nアップ","3001"
"51","2024/01/31 12:00:00","1013606","100301","バトル開始後90秒間魔法防御力極大\nアップ","3004"
"52","2024/01/31 12:00:00","1013606","100301","攻撃力吸収無効","3013"
"53","2024/01/31 12:00:00","1013606","108701","バトル開始後90秒間物理攻撃力極大\nアップ","3001"
"54","2024/01/31 12:00:00","1013606","108701","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010"
"55","2024/01/31 12:00:00","1013606","108701","攻撃力吸収無効","3013"
"56","2024/01/31 12:00:00","1013606","180101","バトル開始後90秒間物理攻撃力絶大\nアップ","3001"
"57","2024/01/31 12:00:00","1013606","180101","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010"
"58","2024/01/31 12:00:00","1013606","122401","バトル開始後90秒間物理攻撃力絶大\nアップ","3001"
"59","2024/01/31 12:00:00","1013606","122401","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010"
"60","2024/02/15 0:00:00","1013606","128701","バトル開始後90秒間物理攻撃力絶大\nアップ","3001"
"61","2024/02/15 0:00:00","1013606","128701","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010"
"62","2024/01/31 12:00:00","1013606","108801","バトル開始後90秒間魔法攻撃力極大\nアップ","3003"
"63","2024/01/31 12:00:00","1013606","108801","バトル開始後90秒間魔法防御力極大\nアップ","3004"
"64","2024/01/31 12:00:00","1013606","108801","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010"
"65","2024/01/31 12:00:00","1013606","108801","攻撃力吸収無効","3013"
"66","2024/01/31 12:00:00","1013606","115601","バトル開始後90秒間魔法防御力極大\nアップ","3004"
"67","2024/01/31 12:00:00","1013606","115601","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010"
"68","2024/01/31 12:00:00","1013606","180201","バトル開始後90秒間魔法防御力極大\nアップ","3004"
"69","2024/01/31 12:00:00","1013606","180201","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010"
"70","2024/01/31 12:00:00","1013606","122601","バトル開始後90秒間魔法防御力極大\nアップ","3004"
"71","2024/01/31 12:00:00","1013606","122601","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010"
"72","2024/01/31 12:00:00","1013606","128901","バトル開始後90秒間魔法防御力極大\nアップ","3004"
"73","2024/01/31 12:00:00","1013606","128901","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010"
"74","2024/01/31 12:00:00","1013606","108901","バトル開始後90秒間物理攻撃力極大\nアップ","3001"
"75","2024/01/31 12:00:00","1013606","108901","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","3002"
"76","2024/01/31 12:00:00","1013606","108901","攻撃力吸収無効","3013"
"77","2024/01/31 12:00:00","1013606","114001","バトル開始後90秒間物理攻撃力絶大\nアップ","3001"
"78","2024/01/31 12:00:00","1013606","114001","バトル開始後90秒間魔法防御力極大\nアップ","3004"
"79","2024/01/31 12:00:00","1013606","180301","バトル開始後90秒間物理攻撃力絶大\nアップ","3001"
"80","2024/01/31 12:00:00","1013606","180301","バトル開始後90秒間魔法防御力極大\nアップ","3004"
"81","2024/01/31 12:00:00","1013606","122501","バトル開始後90秒間物理攻撃力絶大\nアップ","3001"
"82","2024/01/31 12:00:00","1013606","122501","バトル開始後90秒間魔法防御力極大\nアップ","3004"
"83","2024/01/31 12:00:00","1013606","128801","バトル開始後90秒間物理攻撃力絶大\nアップ","3001"
"84","2024/01/31 12:00:00","1013606","128801","バトル開始後90秒間魔法防御力極大\nアップ","3004"
"85","2024/02/07 12:00:00","1013706","100101","バトル開始後90秒間物理攻撃力絶大\nアップ","3001"
"86","2024/02/07 12:00:00","1013706","100101","バトル開始後90秒間物理防御力極大\nアップ","3002"
"87","2024/02/07 12:00:00","1013706","100201","バトル開始後90秒間魔法攻撃力絶大\nアップ","3003"
"88","2024/02/07 12:00:00","1013706","100201","バトル開始後90秒間物理防御力極大\nアップ、行動不能無効","3002"
"89","2024/02/07 12:00:00","1013706","100301","バトル開始後90秒間物理攻撃力絶大\nアップ","3001"
"90","2024/02/07 12:00:00","1013706","100301","バトル開始後90秒間物理防御力極大\nアップ","3002"
"91","2024/02/07 12:00:00","1013706","108701","バトル開始後90秒間物理攻撃力絶大\nアップ","3001"
"92","2024/02/07 12:00:00","1013706","108701","バトル開始後90秒間物理防御力極大\nアップ","3002"
"93","2024/02/07 12:00:00","1013706","180101","バトル開始後90秒間物理攻撃力絶大\nアップ","3001"
"94","2024/02/07 12:00:00","1013706","180101","バトル開始後90秒間物理防御力極大\nアップ","3002"
"95","2024/02/07 12:00:00","1013706","122401","バトル開始後90秒間物理攻撃力絶大\nアップ","3001"
"96","2024/02/07 12:00:00","1013706","122401","バトル開始後90秒間物理防御力極大\nアップ","3002"
"97","2024/02/15 0:00:00","1013706","128701","バトル開始後90秒間物理攻撃力絶大\nアップ","3001"
"98","2024/02/15 0:00:00","1013706","128701","バトル開始後90秒間物理防御力極大\nアップ","3002"
"99","2024/02/07 12:00:00","1013706","108801","バトル開始後90秒間魔法攻撃力絶大\nアップ","3003"
"100","2024/02/07 12:00:00","1013706","108801","バトル開始後90秒間物理防御力極大\nアップ、行動不能無効","3002"
"101","2024/02/07 12:00:00","1013706","115601","バトル開始後90秒間魔法攻撃力絶大\nアップ","3003"
"102","2024/02/07 12:00:00","1013706","115601","バトル開始後90秒間物理防御力極大\nアップ、行動不能無効","3002"
"103","2024/02/07 12:00:00","1013706","180201","バトル開始後90秒間魔法攻撃力絶大\nアップ","3003"
"104","2024/02/07 12:00:00","1013706","180201","バトル開始後90秒間物理防御力極大\nアップ、行動不能無効","3002"
"105","2024/02/07 12:00:00","1013706","122601","バトル開始後90秒間魔法攻撃力絶大\nアップ","3003"
"106","2024/02/07 12:00:00","1013706","122601","バトル開始後90秒間物理防御力極大\nアップ、行動不能無効","3002"
"107","2024/02/07 12:00:00","1013706","128901","バトル開始後90秒間魔法攻撃力絶大\nアップ","3003"
"108","2024/02/07 12:00:00","1013706","128901","バトル開始後90秒間物理防御力極大\nアップ、行動不能無効","3002"
"109","2024/02/07 12:00:00","1013706","108901","バトル開始後90秒間物理攻撃力絶大\nアップ","3001"
"110","2024/02/07 12:00:00","1013706","108901","バトル開始後90秒間物理防御力極大\nアップ","3002"
"111","2024/02/07 12:00:00","1013706","114001","バトル開始後90秒間物理攻撃力絶大\nアップ","3001"
"112","2024/02/07 12:00:00","1013706","114001","バトル開始後90秒間物理防御力極大\nアップ","3002"
"113","2024/02/07 12:00:00","1013706","180301","バトル開始後90秒間物理攻撃力絶大\nアップ","3001"
"114","2024/02/07 12:00:00","1013706","180301","バトル開始後90秒間物理防御力極大\nアップ","3002"
"115","2024/02/07 12:00:00","1013706","122501","バトル開始後90秒間物理攻撃力絶大\nアップ","3001"
"116","2024/02/07 12:00:00","1013706","122501","バトル開始後90秒間物理防御力極大\nアップ","3002"
"117","2024/02/07 12:00:00","1013706","128801","バトル開始後90秒間物理攻撃力絶大\nアップ","3001"
"118","2024/02/07 12:00:00","1013706","128801","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10140001","2024/02/29 12:00:00","1014006","110801","バトル開始後90秒間物理攻撃力極大\nアップ","3001"
"10140002","2024/02/29 12:00:00","1014006","110801","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10140003","2024/02/29 12:00:00","1014006","110801","バトル開始後90秒間継続ＨＰ回復状態\n付与","3005"
"10140004","2024/02/29 12:00:00","1014006","110801","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010"
"10140005","2024/02/29 12:00:00","1014006","110901","バトル開始後90秒間物理攻撃力極大\nアップ","3001"
"10140006","2024/02/29 12:00:00","1014006","110901","バトル開始後90秒間ＨＰ吸収極大アッ\nプ、【ちぇる】77付与","3010"
"10140007","2024/02/29 12:00:00","1014006","111001","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10140008","2024/02/29 12:00:00","1014006","111001","バトル開始後90秒間継続ＨＰ回復状態\n付与","3005"
"10140009","2024/02/29 12:00:00","1014006","111001","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010"
"10140010","2024/02/29 12:00:00","1014006","116201","バトル開始後90秒間物理攻撃力極大\nアップ","3001"
"10140011","2024/02/29 12:00:00","1014006","116201","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10140012","2024/02/29 12:00:00","1014006","116201","バトル開始後90秒間継続ＨＰ回復状態\n付与","3005"
"10140013","2024/02/29 12:00:00","1014006","116201","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010"
"10140014","2024/02/29 12:00:00","1014006","116301","バトル開始後90秒間物理攻撃力極大\nアップ","3001"
"10140015","2024/02/29 12:00:00","1014006","116301","バトル開始後90秒間ＨＰ吸収極大アッ\nプ、【ちぇる】40付与","3010"
"10140016","2024/02/29 12:00:00","1014006","116401","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10140017","2024/02/29 12:00:00","1014006","116401","バトル開始後90秒間継続ＨＰ回復状態\n付与","3005"
"10140018","2024/02/29 12:00:00","1014006","116401","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010"
"10140019","2024/03/03 19:00:00","1014006","129301","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10140020","2024/03/03 19:00:00","1014006","129301","バトル開始後90秒間継続ＨＰ回復状態\n付与","3005"
"10140021","2024/03/03 19:00:00","1014006","129301","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010"
"10142001","2024/03/31 12:00:00","1014206","102701","バトル開始後90秒間物理攻撃力極大\nアップ","3001"
"10142002","2024/03/31 12:00:00","1014206","102701","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","3002"
"10142003","2024/03/31 12:00:00","1014206","102701","バトル開始後90秒間ＴＰ上昇大アップ","3010"
"10142004","2024/03/31 12:00:00","1014206","104301","バトル開始後90秒間物理攻撃力極大\nアップ","3001"
"10142005","2024/03/31 12:00:00","1014206","104301","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","3002"
"10142006","2024/03/31 12:00:00","1014206","104301","【狼牙の咆哮】付与","3013"
"10142007","2024/03/31 12:00:00","1014206","109001","バトル開始後90秒間物理攻撃力極大\nアップ","3001"
"10142008","2024/03/31 12:00:00","1014206","109001","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","3002"
"10142009","2024/03/31 12:00:00","1014206","109001","バトル開始後90秒間物理クリティカル\nダメージ極大アップ","3006"
"10142010","2024/03/31 12:00:00","1014206","117001","バトル開始後90秒間物理攻撃力極大\nアップ","3001"
"10142011","2024/03/31 12:00:00","1014206","117001","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","3002"
"10142012","2024/03/31 12:00:00","1014206","110401","バトル開始後90秒間物理攻撃力極大\nアップ","3001"
"10142013","2024/03/31 12:00:00","1014206","110401","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","3002"
"10142014","2024/03/31 12:00:00","1014206","115901","バトル開始後90秒間物理攻撃力極大\nアップ","3001"
"10142015","2024/03/31 12:00:00","1014206","115901","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","3002"
"10142016","2024/03/31 12:00:00","1014206","129801","バトル開始後90秒間物理攻撃力極大\nアップ","3001"
"10142017","2024/03/31 12:00:00","1014206","129801","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","3002"
"10144001","2024/04/30 12:00:00","1014406","103601","バトル開始後90秒間魔法攻撃力極大\nアップ","3003"
"10144002","2024/04/30 12:00:00","1014406","103601","バトル開始後90秒間魔法防御力極大\nアップ","3004"
"10144003","2024/04/30 12:00:00","1014406","103601","バトル開始後90秒間ＴＰ上昇大アップ","3010"
"10144004","2024/04/30 12:00:00","1014406","102501","バトル開始後90秒間魔法攻撃力絶大\nアップ","3003"
"10144005","2024/04/30 12:00:00","1014406","102501","バトル開始後90秒間魔法防御力極大\nアップ","3004"
"10144006","2024/04/30 12:00:00","1014406","102501","バトル開始後90秒間継続ＴＰ回復状態\n付与","3014"
"10144007","2024/04/30 12:00:00","1014406","111101","バトル開始後90秒間魔法攻撃力極大\nアップ","3003"
"10144008","2024/04/30 12:00:00","1014406","111101","バトル開始後90秒間魔法防御力極大\nアップ","3004"
"10144009","2024/04/30 12:00:00","1014406","111101","バトル開始後90秒間ＴＰ上昇大アップ","3010"
"10144010","2024/04/30 12:00:00","1014406","122701","バトル開始後90秒間魔法攻撃力極大\nアップ","3003"
"10144011","2024/04/30 12:00:00","1014406","122701","バトル開始後90秒間魔法防御力極大\nアップ","3004"
"10144012","2024/04/30 12:00:00","1014406","122701","バトル開始後90秒間ＴＰ上昇大アップ","3010"
"10144013","2024/05/03 19:00:00","1014406","130701","バトル開始後90秒間魔法攻撃力極大\nアップ","3003"
"10144014","2024/05/03 19:00:00","1014406","130701","バトル開始後90秒間魔法防御力極大\nアップ","3004"
"10144015","2024/05/03 19:00:00","1014406","130701","バトル開始後90秒間ＴＰ上昇大アップ","3010"
"10144016","2024/04/30 12:00:00","1014406","180801","バトル開始後90秒間物理攻撃力極大\nアップ","3001"
"10144017","2024/04/30 12:00:00","1014406","180801","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","3002"
"10144018","2024/04/30 12:00:00","1014406","107701","バトル開始後90秒間魔法攻撃力絶大\nアップ","3003"
"10144019","2024/04/30 12:00:00","1014406","107701","バトル開始後90秒間魔法防御力極大\nアップ","3004"
"10144020","2024/04/30 12:00:00","1014406","107701","バトル開始後90秒間継続ＴＰ回復状態\n付与","3014"
"10144021","2024/04/30 12:00:00","1014406","112101","バトル開始後90秒間魔法攻撃力絶大\nアップ","3003"
"10144022","2024/04/30 12:00:00","1014406","112101","バトル開始後90秒間魔法防御力極大\nアップ","3004"
"10144023","2024/04/30 12:00:00","1014406","112101","バトル開始後90秒間継続ＴＰ回復状態\n付与","3014"
"10146001","2024/05/31 12:00:00","1014606","101001","バトル開始後90秒間魔法攻撃力絶大\nアップ","3003"
"10146002","2024/05/31 12:00:00","1014606","101001","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10146003","2024/05/31 12:00:00","1014606","101001","ボスの毒無効","3013"
"10146004","2024/05/31 12:00:00","1014606","110601","バトル開始後90秒間魔法攻撃力絶大\nアップ","3003"
"10146005","2024/05/31 12:00:00","1014606","110601","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10146006","2024/05/31 12:00:00","1014606","110601","バトル開始後90秒間ＴＰ上昇特大アップ","3010"
"10146007","2024/05/31 12:00:00","1014606","110601","ボスの毒無効","3013"
"10146008","2024/05/31 12:00:00","1014606","116001","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10146009","2024/05/31 12:00:00","1014606","116001","ボスの毒無効","3013"
"10146010","2024/05/31 12:00:00","1014606","123101","バトル開始後90秒間魔法攻撃力絶大\nアップ","3003"
"10146011","2024/05/31 12:00:00","1014606","123101","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","3002"
"10146012","2024/05/31 12:00:00","1014606","123101","バトル開始後90秒間ＴＰ上昇特大アップ","3010"
"10146013","2024/05/31 12:00:00","1014606","131001","バトル開始後90秒間魔法攻撃力絶大\nアップ","3003"
"10146014","2024/05/31 12:00:00","1014606","131001","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","3002"
"10146015","2024/05/31 12:00:00","1014606","131001","バトル開始後90秒間ＴＰ上昇特大アップ","3010"
"10146016","2024/05/31 12:00:00","1014606","131001","ボスの毒無効","3013"
"10146017","2024/05/31 12:00:00","1014606","102301","バトル開始後90秒間物理攻撃力極大\nアップ","3001"
"10146018","2024/05/31 12:00:00","1014606","102301","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10146019","2024/05/31 12:00:00","1014606","106601","バトル開始後90秒間物理攻撃力極大\nアップ","3001"
"10146020","2024/05/31 12:00:00","1014606","106601","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10146021","2024/05/31 12:00:00","1014606","102101","バトル開始後90秒間物理攻撃力極大\nアップ","3001"
"10146022","2024/05/31 12:00:00","1014606","102101","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10146023","2024/05/31 12:00:00","1014606","126401","バトル開始後90秒間物理攻撃力極大\nアップ","3001"
"10146024","2024/05/31 12:00:00","1014606","126401","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10146025","2024/05/31 12:00:00","1014606","126101","バトル開始後90秒間魔法攻撃力極大\nアップ","3003"
"10146026","2024/05/31 12:00:00","1014606","126101","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10148001","2024/06/30 12:00:00","1014806","123301","バトル開始後90秒間物理攻撃力絶大\nアップ","3001"
"10148002","2024/06/30 12:00:00","1014806","123301","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10148003","2024/06/30 12:00:00","1014806","123301","バトル開始後90秒間継続ＴＰ回復状態\n付与","3014"
"10148004","2024/06/30 12:00:00","1014806","123301","ボスのフィールド効果無効","3013"
"10148005","2024/06/30 12:00:00","1014806","118201","バトル開始後90秒間魔法攻撃力絶大\nアップ","3003"
"10148006","2024/06/30 12:00:00","1014806","118201","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","3002"
"10148007","2024/06/30 12:00:00","1014806","118101","バトル開始後90秒間魔法攻撃力絶大\nアップ","3003"
"10148008","2024/06/30 12:00:00","1014806","118101","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10148009","2024/06/30 12:00:00","1014806","118101","ボスのフィールド効果無効","3013"
"10148010","2024/06/30 12:00:00","1014806","125801","バトル開始後90秒間物理攻撃力絶大\nアップ","3001"
"10148011","2024/06/30 12:00:00","1014806","125801","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10148012","2024/06/30 12:00:00","1014806","125801","ボスのフィールド効果無効","3013"
"10148013","2024/06/30 12:00:00","1014806","131101","バトル開始後90秒間物理攻撃力絶大\nアップ","3001"
"10148014","2024/06/30 12:00:00","1014806","131101","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10148015","2024/06/30 12:00:00","1014806","131101","バトル開始後90秒間継続ＴＰ回復状態\n付与","3014"
"10148016","2024/06/30 12:00:00","1014806","131101","ボスのフィールド効果無効","3013"
"10148017","2024/07/03 19:00:00","1014806","131201","バトル開始後90秒間魔法攻撃力絶大\nアップ","3003"
"10148018","2024/07/03 19:00:00","1014806","131201","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10148019","2024/06/30 12:00:00","1014806","126901","バトル開始後90秒間魔法攻撃力絶大\nアップ","3003"
"10148020","2024/06/30 12:00:00","1014806","126901","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","3002"
"10150001","2024/07/31 12:00:00","1015006","123001","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10150002","2024/07/31 12:00:00","1015006","123001","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010"
"10150003","2024/07/31 12:00:00","1015006","123001","ボスの環境効果無効","3013"
"10150004","2024/07/31 12:00:00","1015006","106701","バトル開始後90秒間魔法攻撃力極大\nアップ","3003"
"10150005","2024/07/31 12:00:00","1015006","106701","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10150006","2024/07/31 12:00:00","1015006","106701","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010"
"10150007","2024/07/31 12:00:00","1015006","106701","ボスの環境効果無効","3013"
"10150008","2024/07/31 12:00:00","1015006","131701","バトル開始後90秒間魔法攻撃力極大\nアップ","3003"
"10150009","2024/07/31 12:00:00","1015006","131701","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10150010","2024/07/31 12:00:00","1015006","131701","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010"
"10150011","2024/07/31 12:00:00","1015006","131701","ボスの環境効果無効","3013"
"10150012","2024/07/31 12:00:00","1015006","127001","バトル開始後90秒間物理攻撃力絶大\nアップ","3001"
"10150013","2024/07/31 12:00:00","1015006","127001","ボスの環境効果無効","3013"
"10150014","2024/07/31 12:00:00","1015006","113601","バトル開始後90秒間物理攻撃力絶大\nアップ","3001"
"10150015","2024/07/31 12:00:00","1015006","113601","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10150016","2024/07/31 12:00:00","1015006","113601","ボスの環境効果無効","3013"
"10150017","2024/07/31 12:00:00","1015006","107501","バトル開始後90秒間物理攻撃力絶大\nアップ","3001"
"10150018","2024/07/31 12:00:00","1015006","107501","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10150019","2024/07/31 12:00:00","1015006","107501","ボスの環境効果無効","3013"
"10150020","2024/07/31 12:00:00","1015006","124501","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10150021","2024/07/31 12:00:00","1015006","124501","ボスの環境効果無効","3013"
"10150022","2024/07/31 12:00:00","1015006","122801","バトル開始後90秒間物理攻撃力絶大\nアップ","3001"
"10150023","2024/07/31 12:00:00","1015006","122801","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10150024","2024/07/31 12:00:00","1015006","122801","ボスの環境効果無効","3013"
"10150025","2024/07/31 12:00:00","1015006","122501","バトル開始後90秒間物理攻撃力絶大\nアップ","3001"
"10150026","2024/07/31 12:00:00","1015006","122501","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10150027","2024/07/31 12:00:00","1015006","122501","ボスの環境効果無効","3013"
"10152001","2024/08/31 12:00:00","1015206","109901","バトル開始後90秒間魔法攻撃力絶大\nアップ","3003"
"10152002","2024/08/31 12:00:00","1015206","109901","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10152003","2024/08/31 12:00:00","1015206","109901","バトル開始後90秒間ＴＰ上昇大アップ","3010"
"10152004","2024/08/31 12:00:00","1015206","109901","ボスの沈黙無効","3013"
