bc00dfeea79c7ee1a40e2fa4b3911b13f877de0df62e75c796b5ac7e45ca01d1,91f46948b85dc956e523dbfe6ae542c47fd9ca7e0643ca3ec8def16cebeefb74,4f3550725833dc875ccff3b7aac963b5a6ac64f7cb7956f388886ffcb79ceeea,a18c90d67d7b910cd473f983f01cfdcb655120fef2381f86c7d753a165eeeed8,9fd3f3cdac06596716bd270630ab7dd1c9393b360185b6660d1ae4d88dfb44e5,25f6a4d650379375db69d9f5cfc4057026b68eabb79e0dad609867640631c207,31cee1145466cf2b4c552e20b9800aa097b12764b6104cba2bfbd9b6f7e4f320,1bb16a80f39723a7e99336aab923109f96e0ac85dd921cba0096661df63ebd0d
"150007","209","30","1000","5","4","96010","10"
"150008","210","30","1150","5","4","96010","10"
"150009","211","30","1300","5","4","96010","10"
"20004","212","500","2500","5","2","96010","10"
"22003","213","500","1000","5","2","96010","10"
"20004","214","100","1000","0","2","96010","10"
"22003","215","100","400","0","2","96010","10"
"25101","216","1","20000","1","2","96011","11"
"21952","217","1","20000","1","2","96011","11"
"21905","218","1","10000","1","2","96011","11"
"41000","219","1","10000","2","2","96011","11"
"31322","220","5","1500","5","2","96011","11"
"31300","221","5","1500","5","2","96011","11"
"31301","222","5","1500","5","2","96011","11"
"31302","223","5","1500","5","2","96011","11"
"90005","224","10","2500","5","2","96011","11"
"140001","225","50","2500","10","4","96011","11"
"25001","226","10","1000","10","2","96011","11"
"150003","227","30","500","5","4","96011","11"
"150004","228","30","650","5","4","96011","11"
"150005","229","30","750","5","4","96011","11"
"150006","230","30","900","5","4","96011","11"
"150007","231","30","1000","5","4","96011","11"
"150008","232","30","1150","5","4","96011","11"
"150009","233","30","1300","5","4","96011","11"
"20004","234","500","2500","5","2","96011","11"
"22003","235","500","1000","5","2","96011","11"
"20004","236","100","1000","0","2","96011","11"
"22003","237","100","400","0","2","96011","11"
