68f48ea81cfd34a7d981d69ec615976959e2718984b36a36d1111c9aac5b29ae,1d93fe87ae6d5d16d6f1309716b5d0e490daed3508cb0370f58b5153d4e3d3bf,021363dfaf387e33202b60a4cf6f7b56ae5ad35d302dcb0c0fa185bf12aa24c0,9e91d4cbacb446969897a75e28acc071457f4610082715a67383e14d635c1903,6bb1ea25cc57c0ba0a1ffa54b455a21edf778202f90795d15c67fd3216719890,383923e2ae48ae540a51d794b7e0a8ad6b873780f37a17dc5b2d3a603cfe5505,9a7e82752ced3bce77745f5268c04d0eaa912f21b85f7e47fc90d9fe56a379e3,72c2b29970773fed7a78ea98809f88dde68feb40e40d9437040e274cd7afb903,72c155e6c2d1fd95da302d37b8bc4fb8f4c308dd2119cb8ff87e2ccf6b82218b,b14f4de3a4639719af0c682ad54f3846b6f1691080b0666417ce1e7474a4cc53
"1010033","できるかな？","0","8","0","0","0","1","1","33"
"1010034","","1.75","0","1","0","0","1","4","34"
"1020001","","0","0","0","vo_10011600_0201","vo_10011600","2","2","1"
"1020002","　ごきげんようという挨拶で","0","8","0","0","0","2","1","2"
"1020003","","2.375","0","1","0","0","2","4","3"
"1020004","私のぼっち心は最初から爆発寸前。\n","0","8","0","0","0","2","1","4"
"1020005","","4","0","1","0","0","2","4","5"
"1020006","","0","0","0","vo_10011600_0202","vo_10011600","2","2","6"
"1020007","ところが、","0","8","0","0","0","2","1","7"
"1020008","","1.125","0","1","0","0","2","4","8"
"1020009","なんとそこにBB団の団長さんが登場！","0","8","0","0","0","2","1","9"
"1020010","","3.75","0","1","0","0","2","4","10"
"1020011","","0","0","0","vo_10011600_0203","vo_10011600","2","2","11"
"1020012","　BB団の絆は","0","8","0","0","0","2","1","12"
"1020013","","1.875","0","1","0","0","2","4","13"
"1020014","どんな場所だろうと離れることはないんですね！\n","0","8","0","0","0","2","1","14"
"1020015","","3.75","0","1","0","0","2","4","15"
"1020016","","0","0","0","vo_10011600_0204","vo_10011600","2","2","16"
"1020017","そして、","0","8","0","0","0","2","1","17"
"1020018","","1","0","1","0","0","2","4","18"
"1020019","あの人と一緒にやってきた","0","8","0","0","0","2","1","19"
"1020020","","2","0","1","0","0","2","4","20"
"1020021","聖テレサ女学院","0","8","0","0","0","2","1","21"
"1020022","","1.125","0","1","0","0","2","4","22"
"1020023","（なかよし部）のみなさんとお知り合いに。","0","8","0","0","0","2","1","23"
"1020024","","3.5","0","1","0","0","2","4","24"
"1020025","","0","0","0","vo_10011600_0205","vo_10011600","2","2","25"
"1020026","　なんだかとても個性的な方々で、","0","8","0","0","0","2","1","26"
"1020027","","3","0","1","0","0","2","4","27"
"1020028","仲良くなれるか心配……","0","6","0","0","0","2","1","28"
"1020029","","2.83333333333333","0","1","0","0","2","4","29"
"1030001","","0","0","0","vo_10011600_0301","vo_10011600","3","2","1"
"1030002","　やっちゃった。","0","8","0","0","0","3","1","2"
"1030003","","3","0","1","0","0","3","4","3"
"1030004","","0","0","0","vo_10011600_0302","vo_10011600","3","2","4"
"1030005","　自己紹介というぼっちの前に立ちふさがる巨大な壁。","0","8","0","0","0","3","1","5"
"1030006","","5.125","0","1","0","0","3","4","6"
"1030007","","0","0","0","vo_10011600_0303","vo_10011600","3","2","7"
"1030008","　何度もイメージトレーニングしたのに、","0","8","0","0","0","3","1","8"
"1030009","","2.625","0","1","0","0","3","4","9"
"1030010","ものの見事に玉砕しちゃった。","0","8","0","0","0","3","1","10"
"1030011","","2.75","0","1","0","0","3","4","11"
"1030012","","0","0","0","vo_10011600_0304","vo_10011600","3","2","12"
"1030013","　クラスメイトのみんなの目がこっちを向いた瞬間、","0","8","0","0","0","3","1","13"
"1030014","","3.5","0","1","0","0","3","4","14"
"1030015","頭の中は真っ白、","0","8","0","0","0","3","1","15"
"1030016","","2","0","1","0","0","3","4","16"
"1030017","また訳の分からないことを口にしちゃった。\n","0","10","0","0","0","3","1","17"
"1030018","","4.5","0","1","0","0","3","4","18"
"1030019","","0","0","0","vo_10011600_0305","vo_10011600","3","2","19"
"1030020","みんなは楽しそうに笑ってくれたけど、","0","8","0","0","0","3","1","20"
"1030021","","3","0","1","0","0","3","4","21"
"1030022","これから先が不安……","0","8","0","0","0","3","1","22"
"1030023","","2.25","0","1","0","0","3","4","23"
"1040001","","0","0","0","vo_10011600_0401","vo_10011600","4","2","1"
"1040002","　ユニさんは","0","8","0","0","0","4","1","2"
"1040003","","1.75","0","1","0","0","4","4","3"
"1040004","とっても頭がいい人みたい。","0","8","0","0","0","4","1","4"
"1040005","","2.625","0","1","0","0","4","4","5"
"1040006","","0","0","0","vo_10011600_0402","vo_10011600","4","2","6"
"1040007","　なんだか難しい言葉をよく使ってるんだけど、","0","8","0","0","0","4","1","7"
"1040008","","3.75","0","1","0","0","4","4","8"
"1040009","理解できない単語があったりするし、","0","8","0","0","0","4","1","9"
"1040010","","3.125","0","1","0","0","4","4","10"
"1040011","これからは辞書を持ち歩こうかな？\n","0","8","0","0","0","4","1","11"
"1040012","","4","0","1","0","0","4","4","12"
"1040013","","0","0","0","vo_10011600_0403","vo_10011600","4","2","13"
"1040014","　象牙の塔っていう場所でいつも研究をしてて、","0","8","0","0","0","4","1","14"
"1040015","","3.75","0","1","0","0","4","4","15"
"1040016","普段はそこからほとんど出ないらし\nく、","0","8","0","0","0","4","1","16"
"1040017","","3.25","0","1","0","0","4","4","17"
"1040018","私と同じぼっちの匂いがします。","0","8","0","0","0","4","1","18"
"1040019","","3.375","0","1","0","0","4","4","19"
"1040020","","0","0","0","vo_10011600_0404","vo_10011600","4","2","20"
"1040021","　ぼっちはぼっちを呼ぶ、","0","8","0","0","0","4","1","21"
"1040022","","2.5","0","1","0","0","4","4","22"
"1040023","と","0","8","0","0","0","4","1","23"
"1040024","","1.125","0","1","0","0","4","4","24"
"1040025","誰が言ったのか知らないけど、","0","8","0","0","0","4","1","25"
"1040026","","2.75","0","1","0","0","4","4","26"
"1040027","もしかしたら……\n","0","8","0","0","0","4","1","27"
"1040028","","2","0","1","0","0","4","4","28"
"1040029","","0","0","0","vo_10011600_0405","vo_10011600","4","2","29"
"1040030","同じ宿命を持つ者同士、","0","8","0","0","0","4","1","30"
"1040031","","2.375","0","1","0","0","4","4","31"
"1040032","仲良くなれるかも？","0","8","0","0","0","4","1","32"
"1040033","","2.125","0","1","0","0","4","4","33"
"1050001","","0","0","0","vo_10011600_0501","vo_10011600","5","2","1"
"1050002","　クロエさんは私と同じ","0","8","0","0","0","5","1","2"
"1050003","","1.875","0","1","0","0","5","4","3"
"1050004","エルフ、","0","8","0","0","0","5","1","4"
"1050005","","1.5","0","1","0","0","5","4","5"
"1050006","なんだけど……","0","8","0","0","0","5","1","6"
"1050007","","1.625","0","1","0","0","5","4","7"
"1050008","雰囲気が少し、","0","8","0","0","0","5","1","8"
"1050009","","1.375","0","1","0","0","5","4","9"
"1050010","独特な人。\n","0","8","0","0","0","5","1","10"
"1050011","","2.625","0","1","0","0","5","4","11"
"1050012","","0","0","0","vo_10011600_0502","vo_10011600","5","2","12"
"1050013","もしかしたら同じエルフ同士で仲良くなれるかも、","0","8","0","0","0","5","1","13"
"1050014","","3.625","0","1","0","0","5","4","14"
"1050015","と思ったりもしたんだけど、","0","8","0","0","0","5","1","15"
"1050016","","2.125","0","1","0","0","5","4","16"
"1050017","そもそも話しかけられない！\n","0","8","0","0","0","5","1","17"
"1050018","","3.125","0","1","0","0","5","4","18"
"1050019","","0","0","0","vo_10011600_0503","vo_10011600","5","2","19"
"1050020","あの人が言うには","0","8","0","0","0","5","1","20"
"1050021","","1.65","0","1","0","0","5","4","21"
"1050022","世話焼きで優しい、","0","8","0","0","0","5","1","22"
"1050023","","1.625","0","1","0","0","5","4","23"
"1050024","らしいんだけど……\n","0","8","0","0","0","5","1","24"
"1050025","","3.125","0","1","0","0","5","4","25"
"1050026","","0","0","0","vo_10011600_0504","vo_10011600","5","2","26"
"1050027","そういえばあの、","0","8","0","0","0","5","1","27"
"1050028","","2","0","1","0","0","5","4","28"
"1050029","ぷー……","0","8","0","0","0","5","1","29"
"1050030","","1.5","0","1","0","0","5","4","30"
"1050031","っていうため息（？）、","0","8","0","0","0","5","1","31"
"1050032","","2.375","0","1","0","0","5","4","32"
"1050033","","0","0","0","vo_10011600_0505","vo_10011600","5","2","33"
"1050034","とても言えないけど……\n","0","8","0","0","0","5","1","34"
"1050035","","2.375","0","1","0","0","5","4","35"
"1050036","なんかかわいいな、","0","8","0","0","0","5","1","36"
"1050037","","1.375","0","1","0","0","5","4","37"
"1050038","と思っちゃった。","0","8","0","0","0","5","1","38"
"1050039","","1","0","1","0","0","5","4","39"
"1060001","","0","0","0","vo_10011600_0601","vo_10011600","6","2","1"
"1060002","　チエルさんはリア充。","0","8","0","0","0","6","1","2"
"1060003","","2.375","0","1","0","0","6","4","3"
"1060004","間違いない。\n","0","8","0","0","0","6","1","4"
"1060005","","2.5","0","1","0","0","6","4","5"
"1060006","","0","0","0","vo_10011600_0602","vo_10011600","6","2","6"
"1060007","かわいらしくて友達いっぱい、","0","8","0","0","0","6","1","7"
"1060008","","2.5","0","1","0","0","6","4","8"
"1060009","私のようなぼっちとは対極の人。","0","8","0","0","0","6","1","9"
"1060010","","2.875","0","1","0","0","6","4","10"
"1060011","","0","0","0","vo_10011600_0603","vo_10011600","6","2","11"
"1060012","見つめるだけで目が焼かれちゃいそう。\n","0","8","0","0","0","6","1","12"
"1060013","","3.25","0","1","0","0","6","4","13"
"1060014","","0","0","0","vo_10011600_0604","vo_10011600","6","2","14"
"1060015","面と向かい合ってお話しなんてしようものなら、","0","8","0","0","0","6","1","15"
"1060016","","3.5","0","1","0","0","6","4","16"
"1060017","私のぼっちハートはひび割れ、","0","8","0","0","0","6","1","17"
"1060018","","2.5","0","1","0","0","6","4","18"
"1060019","粉々に砕け散ること間違いなし。\n","0","8","0","0","0","6","1","19"
"1060020","","3.875","0","1","0","0","6","4","20"
"1060021","","0","0","0","vo_10011600_0605","vo_10011600","6","2","21"
"1060022","あのちぇるーん、","0","8","0","0","0","6","1","22"
"1060023","","1.75","0","1","0","0","6","4","23"
"1060024","っていう挨拶、","0","8","0","0","0","6","1","24"
"1060025","","1.625","0","1","0","0","6","4","25"
"1060026","私が口にするとその場で気絶して、","0","8","0","0","0","6","1","26"
"1060027","","2.75","0","1","0","0","6","4","27"
"1060028","天に召されちゃうんじゃないかな……","0","8","0","0","0","6","1","28"
"1060029","","3.125","0","1","0","0","6","4","29"
"1070001","","0","0","0","vo_10011600_0701","vo_10011600","7","2","1"
"1070002","　今日は何から何まで、","0","8","0","0","0","7","1","2"
"1070003","","2.375","0","1","0","0","7","4","3"
"1070004","ユニさんのお世話になっちゃった。\n","0","7","0","0","0","7","1","4"
"1070005","","3.28571428571429","0","1","0","0","7","4","5"
"1070006","","0","0","0","vo_10011600_0702","vo_10011600","7","2","6"
"1070007","クロエさんやチエルさんにからかわれているときとは全然違う、","0","8","0","0","0","7","1","7"
"1070008","","4.625","0","1","0","0","7","4","8"
"1070009","知的で、","0","8","0","0","0","7","1","9"
"1070010","","1.5","0","1","0","0","7","4","10"
"1070011","頼りになる姿をたくさん見た。","0","10","0","0","0","7","1","11"
"1070012","","2.4","0","1","0","0","7","4","12"
"1070013","","0","0","0","vo_10011600_0703","vo_10011600","7","2","13"
"1070014","てきぱきと指示する姿は","0","8","0","0","0","7","1","14"
"1070015","","2.375","0","1","0","0","7","4","15"
"1070016","ギルドマスターであるという貫禄たっぷり。","0","8","0","0","0","7","1","16"
"1070017","","3.5","0","1","0","0","7","4","17"
"1070018","","0","0","0","vo_10011600_0704","vo_10011600","7","2","18"
"1070019","ユニさんだったらきっと、","0","8","0","0","0","7","1","19"
"1070020","","2.25","0","1","0","0","7","4","20"
"1070021","ユニちゃんズの名前を世界中に広めることができると思う。\n\n","0","8","0","0","0","7","1","21"
"1070022","","6.625","0","1","0","0","7","4","22"
"1070023","","0","0","0","vo_10011600_0705","vo_10011600","7","2","23"
"1070024","あれ？","0","8","0","0","0","7","1","24"
"1070025","","1.125","0","1","0","0","7","4","25"
"1070026","　こんなギルド名だったっけ？","0","8","0","0","0","7","1","26"
"1070027","","2.75","0","1","0","0","7","4","27"
"1080001","","0","0","0","vo_10011600_0801","vo_10011600","8","2","1"
"1080002","　初めて会ったときは","0","8","0","0","0","8","1","2"
"1080003","","1.75","0","1","0","0","8","4","3"
"1080004","怖くて話しかけることさえも出来なかったクロエさん。","0","8","0","0","0","8","1","4"
"1080005","","4.125","0","1","0","0","8","4","5"
"1080006","","0","0","0","vo_10011600_0802","vo_10011600","8","2","6"
"1080007","だけど本当はとても優しくて、","0","8","0","0","0","8","1","7"
"1080008","","2.75","0","1","0","0","8","4","8"
"1080009","こんな私のことを気にかけてくれてることが伝わってきた。\n","0","8","0","0","0","8","1","9"
"1080010","","5.875","0","1","0","0","8","4","10"
"1080011","","0","0","0","vo_10011600_0803","vo_10011600","8","2","11"
"1080012","クロエさんのおかげで少しだけだけど、","0","8","0","0","0","8","1","12"
"1080013","","3.25","0","1","0","0","8","4","13"
"1080014","ク\nラスに受け入れてもらえた。\n","0","8","0","0","0","8","1","14"
"1080015","","4.25","0","1","0","0","8","4","15"
"1080016","","0","0","0","vo_10011600_0804","vo_10011600","8","2","16"
"1080017","クロエさんにはご家族がたくさんいるみたい。","0","8","0","0","0","8","1","17"
"1080018","","4.125","0","1","0","0","8","4","18"
"1080019","","0","0","0","vo_10011600_0805","vo_10011600","8","2","19"
"1080020","　確かに、","0","8","0","0","0","8","1","20"
"1080021","","1.625","0","1","0","0","8","4","21"
"1080022","今日のクロエさんは思わずお姉ちゃんと呼んじゃいそうだった！","0","8","0","0","0","8","1","22"
"1080023","","4.625","0","1","0","0","8","4","23"
"1090001","","0","0","0","vo_10011600_0901","vo_10011600","9","2","1"
"1090002","　ちぇるーん。","0","8","0","0","0","9","1","2"
"1090003","","3.875","0","1","0","0","9","4","3"
"1090004","","0","0","0","vo_10011600_0902","vo_10011600","9","2","4"
"1090005","この挨拶を言えるようになれば","0","8","0","0","0","9","1","5"
"1090006","","2.75","0","1","0","0","9","4","6"
"1090007","私もチエルさんみたいな","0","8","0","0","0","9","1","7"
"1090008","","2.375","0","1","0","0","9","4","8"
"1090009","明るくて友達もたくさんいる、","0","8","0","0","0","9","1","9"
"1090010","","2.75","0","1","0","0","9","4","10"
"1090011","私の理想の女性になれるのかな。\n","0","8","0","0","0","9","1","11"
"1090012","","4.375","0","1","0","0","9","4","12"
"1090013","","0","0","0","vo_10011600_0903","vo_10011600","9","2","13"
"1090014","でも","0","8","0","0","0","9","1","14"
"1090015","","1.25","0","1","0","0","9","4","15"
"1090016","この挨拶はまだ私には早いので、","0","8","0","0","0","9","1","16"
"1090017","","2.875","0","1","0","0","9","4","17"
"1090018","今日は書き取りだけしておこう。\n","0","8","0","0","0","9","1","18"
"1090019","","4.125","0","1","0","0","9","4","19"
"1090020","","0","0","0","vo_10011600_0904","vo_10011600","9","2","20"
"1090021","ちぇるーんちぇるーんちぇるーんちぇるーんちぇるーん","0","8","0","0","0","9","1","21"
"1090022","","4.125","0","1","0","0","9","4","22"
"1090023","","0","0","0","vo_10011600_0905","vo_10011600","9","2","23"
"1090024","ちぇるーんちぇるーんちぇるーんちぇるーんちぇるーん","0","8","0","0","0","9","1","24"
"1090025","","4.125","0","1","0","0","9","4","25"
"1090026","","0","0","0","vo_10011600_0906","vo_10011600","9","2","26"
"1090027","ちぇるーんちぇるーんちぇるーんちぇるーんちぇるーん\n","0","8","0","0","0","9","1","27"
"1090028","","4.125","0","1","0","0","9","4","28"
"1090029","","0","0","0","vo_10011600_0907","vo_10011600","9","2","29"
"1090030","ちぇるーんちぇるーんちぇるーん","0","8","0","0","0","9","1","30"
"1090031","","2.875","0","1","0","0","9","4","31"
"1100001","","0","0","0","vo_10011600_1001","vo_10011600","10","2","1"
"1100002","　忘れてた忘れてた忘れてた！\n","0","8","0","0","0","10","1","2"
"1100003","","2.75","0","1","0","0","10","4","3"
"1100004","どうしよう特別講座！","0","8","0","0","0","10","1","4"
"1100005","","2.25","0","1","0","0","10","4","5"
"1100006","","0","0","0","vo_10011600_1002","vo_10011600","10","2","6"
"1100007","エルフの森から持ってきたマンドラゴラも逃げちゃったし、","0","8","0","0","0","10","1","7"
"1100008","","3.625","0","1","0","0","10","4","8"
"1100009","何の準備もしてないよ！\n","0","8","0","0","0","10","1","9"
"1100010","","2.375","0","1","0","0","10","4","10"
"1100011","","0","0","0","vo_10011600_1003","vo_10011600","10","2","11"
"1100012","……エルフの森が","0","8","0","0","0","10","1","12"
"1100013","","2","0","1","0","0","10","4","13"
"1100014","私を呼んでる気が……","0","8","0","0","0","10","1","14"
"1100015","","2.25","0","1","0","0","10","4","15"
"1100016","","0","0","0","vo_10011600_1004","vo_10011600","10","2","16"
"1100017","いやダメダメ、","0","8","0","0","0","10","1","17"
"1100018","","1.875","0","1","0","0","10","4","18"
"1100019","ミサト先生の期待を裏切るわけには！\n","0","8","0","0","0","10","1","19"
"1100020","","4.125","0","1","0","0","10","4","20"
"1100021","","0","0","0","vo_10011600_1005","vo_10011600","10","2","21"
"1100022","でも本当にどうしよう、","0","8","0","0","0","10","1","22"
"1100023","","3.125","0","1","0","0","10","4","23"
"1100024","","0","0","0","vo_10011600_1006","vo_10011600","10","2","24"
"1100025","こうなったら","0","8","0","0","0","10","1","25"
"1100026","","1.75","0","1","0","0","10","4","26"
"1100027","ぼっちライフをどう生き抜くかをまとめて","0","8","0","0","0","10","1","27"
"1100028","","3.375","0","1","0","0","10","4","28"
"1100029","発表してみようかな……？","0","8","0","0","0","10","1","29"
"1100030","","2.5","0","1","0","0","10","4","30"
"1110001","","0","0","0","vo_10011600_1101","vo_10011600","11","2","1"
"1110002","　特別講座、","0","8","0","0","0","11","1","2"
"1110003","","1.75","0","1","0","0","11","4","3"
"1110004","終了！\n","0","8","0","0","0","11","1","4"
"1110005","","2.625","0","1","0","0","11","4","5"
"1110006","","0","0","0","vo_10011600_1102","vo_10011600","11","2","6"
"1110007","結果は……","0","8","0","0","0","11","1","7"
"1110008","","1.625","0","1","0","0","11","4","8"
"1110009","成功、","0","8","0","0","0","11","1","9"
"1110010","","1.375","0","1","0","0","11","4","10"
"1110011","だと思う。","0","8","0","0","0","11","1","11"
"1110012","","3.125","0","1","0","0","11","4","12"
"1110013","","0","0","0","vo_10011600_1103","vo_10011600","11","2","13"
"1110014","　それもこれもすべては、","0","8","0","0","0","11","1","14"
"1110015","","2.5","0","1","0","0","11","4","15"
"1110016","手伝ってくれたあの人、","0","8","0","0","0","11","1","16"
"1110017","","1.875","0","1","0","0","11","4","17"
"1110018","そして","0","8","0","0","0","11","1","18"
"1110019","","0.875","0","1","0","0","11","4","19"
"1110020","なかよし部のみなさんのおかげだ。\n","0","8","0","0","0","11","1","20"
"1110021","","3","0","1","0","0","11","4","21"
"1110022","","0","0","0","vo_10011600_1104","vo_10011600","11","2","22"
"1110023","講座が終わった後、","0","8","0","0","0","11","1","23"
"1110024","","2.125","0","1","0","0","11","4","24"
"1110025","たくさんの人に囲まれて怖かったけど、","0","8","0","0","0","11","1","25"
"1110026","","3","0","1","0","0","11","4","26"
"1110027","","0","0","0","vo_10011600_1105","vo_10011600","11","2","27"
"1110028","でも私、","0","8","0","0","0","11","1","28"
"1110029","","1.5","0","1","0","0","11","4","29"
"1110030","いつもみたいに逃げたりしなかった！\n","0","8","0","0","0","11","1","30"
"1110031","","3.125","0","1","0","0","11","4","31"
"1110032","","0","0","0","vo_10011600_1106","vo_10011600","11","2","32"
"1110033","私も少しだけ……","0","8","0","0","0","11","1","33"
"1110034","","2","0","1","0","0","11","4","34"
"1110035","ほんのちょっとだけだけど、","0","8","0","0","0","11","1","35"
"1110036","","2.625","0","1","0","0","11","4","36"
"1110037","成長……","0","8","0","0","0","11","1","37"
"1110038","","1.5","0","1","0","0","11","4","38"
"1110039","できたのかな。","0","8","0","0","0","11","1","39"
"1110040","","1.875","0","1","0","0","11","4","40"
"1120001","","0","0","0","vo_10011600_1201","vo_10011600","12","2","1"
"1120002","　聖テレサ女学院に何の違和感もなく溶け込めるなんて、","0","8","0","0","0","12","1","2"
"1120003","","4.25","0","1","0","0","12","4","3"
"1120004","あの人はやっぱりすごい！\n","0","8","0","0","0","12","1","4"
"1120005","","3.5","0","1","0","0","12","4","5"
"1120006","","0","0","0","vo_10011600_1202","vo_10011600","12","2","6"
"1120007","　廊下を歩いてるとき、","0","8","0","0","0","12","1","7"
"1120008","","2.125","0","1","0","0","12","4","8"
"1120009","他の生徒はあの人を見て驚いた顔をするんだけど、","0","8","0","0","0","12","1","9"
"1120010","","3.375","0","1","0","0","12","4","10"
"1120011","あの人はにこやかに挨拶するんです！\n","0","8","0","0","0","12","1","11"
"1120012","","3.125","0","1","0","0","12","4","12"
"1120013","","0","0","0","vo_10011600_1203","vo_10011600","12","2","13"
"1120014","そこできゃあ、","0","8","0","0","0","12","1","14"
"1120015","","1.375","0","1","0","0","12","4","15"
"1120016","と言われても","0","8","0","0","0","12","1","16"
"1120017","","1.25","0","1","0","0","12","4","17"
"1120018","涼しい顔で手を振り返す！","0","8","0","0","0","12","1","18"
"1120019","","2.5","0","1","0","0","12","4","19"
"1120020","","0","0","0","vo_10011600_1204","vo_10011600","12","2","20"
"1120021","　挨拶さえもできない私とは大違い！\n\n","0","8","0","0","0","12","1","21"
"1120022","","4.625","0","1","0","0","12","4","22"
"1120023","","0","0","0","vo_10011600_1205","vo_10011600","12","2","23"
"1120024","早く私も","0","8","0","0","0","12","1","24"
"1120025","","1.25","0","1","0","0","12","4","25"
"1120026","あんなふうになりたいなぁ……","0","8","0","0","0","12","1","26"
"1120027","","2.5","0","1","0","0","12","4","27"
"1130001","","0","0","0","vo_10011600_1301","vo_10011600","13","2","1"
"1130002","　私が持ってきたマンドラゴラが大変なことに……\n","0","8","0","0","0","13","1","2"
"1130003","","4.875","0","1","0","0","13","4","3"
"1130004","","0","0","0","vo_10011600_1302","vo_10011600","13","2","4"
"1130005","だけど、","0","8","0","0","0","13","1","5"
"1130006","","1.25","0","1","0","0","13","4","6"
"1130007","あの人となかよし部のみなさんが力を貸してくれたおかげで、","0","8","0","0","0","13","1","7"
"1130008","","4","0","1","0","0","13","4","8"
"1130009","大きな\n被害が出る前に食い止めることができた。","0","8","0","0","0","13","1","9"
"1130010","","5","0","1","0","0","13","4","10"
"1130011","","0","0","0","vo_10011600_1303","vo_10011600","13","2","11"
"1130012","　みなさんは","0","8","0","0","0","13","1","12"
"1130013","","1.45","0","1","0","0","13","4","13"
"1130014","下心があったなんて言ってたけど、","0","8","0","0","0","13","1","14"
"1130015","","2.75","0","1","0","0","13","4","15"
"1130016","そんなことは関係ないと思う。\n","0","8","0","0","0","13","1","16"
"1130017","","3.25","0","1","0","0","13","4","17"
"1130018","","0","0","0","vo_10011600_1304","vo_10011600","13","2","18"
"1130019","こうして一緒に戦うことができて、","0","8","0","0","0","13","1","19"
"1130020","","2.75","0","1","0","0","13","4","20"
"1130021","私は嬉しかった。\n","0","8","0","0","0","13","1","21"
"1130022","","2.5","0","1","0","0","13","4","22"
"1130023","","0","0","0","vo_10011600_1305","vo_10011600","13","2","23"
"1130024","なんだか……","0","8","0","0","0","13","1","24"
"1130025","","1.75","0","1","0","0","13","4","25"
"1130026","仲間、","0","8","0","0","0","13","1","26"
"1130027","","1.375","0","1","0","0","13","4","27"
"1130028","になれたみたいで。","0","8","0","0","0","13","1","28"
"1130029","","2.125","0","1","0","0","13","4","29"
"1140001","","0","0","0","vo_10011600_1401","vo_10011600","14","2","1"
"1140002","　今日は","0","8","0","0","0","14","1","2"
"1140003","","1.5","0","1","0","0","14","4","3"
"1140004","聖テレサ女学院に通う最終日","0","7","0","0","0","14","1","4"
"1140005","","3.60714285714286","0","1","0","0","14","4","5"
"1140006","……だった。\n","0","8","0","0","0","14","1","6"
"1140007","","3.25","0","1","0","0","14","4","7"
"1140008","","0","0","0","vo_10011600_1402","vo_10011600","14","2","8"
"1140009","最初にミサト先生からお願いされたときは","0","8","0","0","0","14","1","9"
"1140010","","3.375","0","1","0","0","14","4","10"
"1140011","絶対ムリだと思ってた。","0","8","0","0","0","14","1","11"
"1140012","","3.125","0","1","0","0","14","4","12"
"1140013","","0","0","0","vo_10011600_1403","vo_10011600","14","2","13"
"1140014","　だけど今は名残惜しくて、","0","8","0","0","0","14","1","14"
"1140015","","2.625","0","1","0","0","14","4","15"
"1140016","こうして日記を書いている。\n","0","8","0","0","0","14","1","16"
"1140017","","3.375","0","1","0","0","14","4","17"
"1140018","","0","0","0","vo_10011600_1404","vo_10011600","14","2","18"
"1140019","　目を閉じると、","0","8","0","0","0","14","1","19"
"1140020","","2","0","1","0","0","14","4","20"
"1140021","あの人や","0","8","0","0","0","14","1","21"
"1140022","","1.5","0","1","0","0","14","4","22"
"1140023","なかよし部のみなさん、","0","8","0","0","0","14","1","23"
