0072c6eef772a0e8049ad643fcee24bd453b44c9ff38cc6bd430a77912b1be20,287864d7c5922207f28d758c5cbdbf4a472357b501267366080832b23104a4ac,8d48614d6b3d4bb594d1e7dd7b9317bc2409f1a7557c4f5016f9434dbae9e326,26953683d66b0e0b38934149e06e1a3d4134b6625aa27d165eeb154f71f95563,b610149091595ed13cf3b7c75c12f35e0f0eba6173595cf7f1c0fe82da15c758,c163c41b18dd0107c4ffd0165b5f23d2f122bdc8b54e486ea3d2c8fd71bad701,50eb97e57e8d5b4573e01298bd755a585a9b33391ad00e9641f2380072960c87,3323225570eb6b773d988c6855b54858ab0cae2b3ae1699178a2e2d8c0807eab,ae51653a7463f2a2a8da79e1dc620636c95dcd893cca14889d4cc549f950fc38,6af94fa22c30edd5bd94f6e1a18a6eda053185089b74edb5065f6d85e0508439
"10001","10011","0","0","25101","0","2","0","20000000","3"
"10101","10111","0","0","25101","0","2","0","20000000","3"
"10201","10211","0","0","25101","0","2","0","20000000","3"
"10301","10311","0","0","25101","10312","2","0","20000000","3"
"10401","10411","0","0","25101","0","2","0","20000000","3"
"10501","10511","0","0","25101","0","2","0","20000000","3"
"10601","10611","0","0","25101","0","2","0","20000000","3"
"10701","10711","0","0","25101","0","2","0","20000000","3"
"10801","10811","0","0","25101","0","2","0","20000000","3"
"10901","10911","0","0","25101","0","2","0","20000000","3"
"11001","11011","0","0","25101","0","2","0","20000000","3"
"11101","11111","0","0","25101","0","2","0","20000000","3"
"11201","11211","0","0","25101","0","2","0","20000000","3"
"11301","11311","0","0","25101","0","2","0","20000000","3"
"11401","11411","0","0","25101","0","2","0","20000000","3"
"11501","11511","0","0","25101","0","2","0","20000000","3"
"11601","11611","0","0","25101","0","2","0","20000000","3"
"11701","11711","0","0","25101","0","2","0","20000000","3"
"11801","11811","0","0","25101","0","2","0","20000000","3"
"11901","11911","0","0","25101","11912","2","0","20000000","3"
"12001","12011","0","0","25101","0","2","0","20000000","3"
"12101","12111","0","0","25101","0","2","0","20000000","3"
"12201","12211","0","0","25101","0","2","0","20000000","3"
"12301","12311","0","0","25101","0","2","0","20000000","3"
"12401","12411","0","0","25101","0","2","0","20000000","3"
"12501","12511","0","0","25101","0","2","0","20000000","3"
"12601","12611","0","0","25101","0","2","0","20000000","3"
"12701","12711","0","0","25101","0","2","0","20000000","3"
"12801","12811","0","0","25101","12812","2","0","20000000","3"
"12901","12911","0","0","25101","0","2","0","20000000","3"
"13001","13011","0","0","25101","0","2","0","20000000","3"
"13101","13111","0","0","25101","0","2","0","20000000","3"
"13201","13211","0","0","25101","0","2","0","20000000","3"
"13301","13311","0","0","25101","0","2","0","20000000","3"
"13401","13411","0","0","25101","0","2","0","20000000","3"
"13501","13511","0","0","25101","0","2","0","20000000","3"
"13601","13611","0","0","25101","0","2","0","20000000","3"
"13701","13711","0","0","25101","0","2","0","20000000","3"
"13801","13811","0","0","25101","0","2","0","20000000","3"
"13901","13911","0","0","25101","0","2","0","20000000","3"
"14001","14011","0","0","25101","0","2","0","20000000","3"
"14101","14111","0","0","25101","0","2","0","20000000","3"
"14201","14211","0","0","25101","14212","2","0","20000000","3"
"14301","14311","0","0","25101","0","2","0","20000000","3"
"14401","14411","0","0","25101","0","2","0","20000000","3"
"14501","14511","0","0","25101","0","2","0","20000000","3"
"14601","14611","0","0","25101","0","2","0","20000000","3"
"14701","14711","0","0","25101","0","2","0","20000000","3"
"14801","14811","0","0","25101","0","2","0","20000000","3"
"14901","14911","0","0","25101","0","2","0","20000000","3"
"15001","15011","0","0","25101","0","2","0","20000000","3"
"15101","15111","0","0","25101","0","2","0","20000000","3"
"15201","15211","0","0","25101","0","2","0","20000000","3"
"15301","15311","0","0","25101","0","2","0","20000000","3"
"15401","15411","0","0","25101","0","2","0","20000000","3"
"15501","15511","0","0","25101","0","2","0","20000000","3"
"15601","15611","0","0","25101","0","2","0","20000000","3"
