f29d75dfdf0c94001954daecc5ecf830cd764ffc6890ccd5b54305e185c34c46,d9d4bd00328ee2ad5da97aa5cc0100ac9050c5acd90b4277bfd495fa3df486e9,88d2c1c218dcb445069ac86c4ced6b2894e1424312b6e2790e43f179d8eff48e,89324cf8187b433962c7b13445aa7d184a77c9c8d9252e672e27d17f6373ca47,f638898767c77d601dac359a4c4e8aad1d01c039a8b54545390500b71c791007,88b33eb976dacee09c09738ba92041648a636fa96313df4ae87f49d7fe1a8aa6,1009dc30d72f244f92fdf752d3ec3514f0948561860a7a36fd34d7df0929be9d,6fc12ae0839a8e79087b742c9d9dc8f6ade9d31577cde838f95c35a86c8b94b5,dfed8d2f0ae23cb1c12892e3777c9580912e4c1a5ef08ecb20c7a07ff266856d,b4da95c358d605b9031685e6905fd0a43508c1ead40521b77b955a46171ec5df,70fef67f17fcdfcc7d2b06b281f9678ae0f5771b5ee868bc603e8ce2b7add02d,1227af9470a0b8af1b2c1706f53237a4df38f15b8325aae612438075bb3fe2a7,760b563458c89ef8a08177ade46deca8e6231f18a196929d1922de31801d7a13,61a9b7c274d03f7a98f32015990420244483e646beba025d0987b01d3eb63d4b,999480dfa93b2ac62929586a5006ceec2c96fccc64b4b68a899697079c68197a,58d6557e523249375253dcc8e82f08f35f04f91ebf72b05346863b66d2590fe5,495cd313d3966ca3e8e21fb4781f37089c1af8fc936ed2ba1b924073607e06df,06bfbedbae99d8d0fe8e8599a12ca7388e951069935e68ad37dad26f56b232dd,88109d38ac7fed1888bb002bcc4dd08f3f7ce1a966281b077b522d86f90e689a
"62","37","1571","29","9","341","0","0","0","255","20","15","21599","100101","10010","0","20","415","2045"
"62","37","1614","30","9","366","0","0","0","255","20","15","23844","100101","10270","0","20","440","2045"
"62","37","1657","31","9","376","0","0","0","255","20","15","26318","100101","10795","0","20","450","2045"
"62","37","1690","32","9","376","0","0","0","255","20","15","28948","100101","11845","0","20","450","2045"
"62","37","1729","33","9","387","0","0","0","255","20","15","31669","100101","12370","0","20","461","2045"
"62","37","1775","34","9","409","0","0","0","255","20","15","34498","100101","12370","0","20","483","2045"
"62","37","1821","35","9","431","0","0","0","255","20","15","37455","100101","12370","0","20","505","2045"
"62","37","1867","36","9","454","0","0","0","255","20","15","40512","100101","12370","0","20","528","2045"
"0","0","0","2","0","2","0","0","0","0","0","0","0","100201","55","23","0","1","75"
"0","0","0","3","0","8","0","0","0","0","0","0","0","100201","150","81","0","1","125"
"0","0","0","4","0","17","0","0","0","5","10","0","0","100201","325","172","0","4","175"
"0","0","0","5","0","33","0","0","0","15","10","0","0","100201","505","349","0","4","175"
"0","0","0","6","0","52","0","0","0","15","25","0","0","100201","1035","522","0","12","175"
"0","0","0","7","0","66","0","0","0","85","30","0","0","100201","1395","790","0","14","175"
"0","4","0","8","0","88","0","0","0","85","75","0","0","100201","1675","1089","0","19","175"
"0","9","0","9","0","109","6","0","0","100","110","5","0","100201","2130","1389","0","25","175"
"0","14","0","10","0","126","30","0","0","135","115","10","0","100201","2490","1758","0","28","395"
"0","14","0","11","0","145","53","0","0","151","129","10","0","100201","2910","2159","0","35","735"
"0","17","0","12","0","171","63","0","0","177","138","12","0","100201","3430","2471","0","56","955"
"0","20","0","13","0","209","63","0","0","199","140","14","0","100201","3810","2705","0","94","1175"
"0","20","0","14","0","251","71","0","0","199","146","16","0","100201","3990","2982","0","133","1295"
"0","20","0","15","0","293","81","0","0","199","151","18","0","100201","4130","3310","0","168","1395"
"0","20","0","16","0","336","81","0","0","199","157","18","0","100201","4330","3658","0","208","1495"
"0","20","0","17","0","384","81","0","0","214","158","18","0","100201","4510","4008","3","250","1495"
"0","20","0","18","0","441","81","0","0","229","158","18","0","100201","4915","4353","6","295","1495"
"0","20","0","19","0","506","81","0","0","229","158","18","0","100201","5560","4719","6","349","1590"
"0","20","0","20","0","568","93","0","0","229","158","18","0","100201","6145","5176","6","406","1685"
"0","20","0","21","0","646","93","0","0","229","158","18","0","100201","6765","5618","6","472","1685"
"0","20","0","22","0","725","93","0","0","229","158","18","0","100201","8080","6142","6","541","1685"
"0","20","0","23","0","810","93","0","0","229","158","18","0","100201","9855","6707","6","619","1685"
"0","20","0","24","0","901","93","0","0","229","158","18","0","100201","11380","7347","6","704","1685"
"0","20","0","25","0","987","103","0","0","229","158","18","0","100201","12675","8212","6","784","1685"
"0","20","0","26","0","1062","118","0","0","229","158","18","0","100201","13965","9328","6","853","1685"
"0","20","0","27","0","1132","128","0","0","229","158","18","0","100201","15535","10563","6","920","1685"
"0","20","0","28","0","1203","138","0","0","229","158","18","0","100201","17300","11885","6","990","1685"
"0","20","0","29","0","1279","148","0","0","229","158","18","0","100201","19295","13290","6","1066","1685"
"0","20","0","30","0","1360","158","0","0","229","158","18","0","100201","21525","14765","6","1147","1685"
"0","20","0","31","0","1443","168","0","0","229","158","18","0","100201","23915","16312","6","1230","1685"
"0","20","0","32","0","1528","178","0","0","229","158","18","0","100201","26460","17930","6","1315","1685"
"0","20","0","33","0","1615","188","0","0","229","158","18","0","100201","29250","19645","6","1402","1685"
"0","20","0","34","0","1704","198","0","0","229","158","18","0","100201","32450","21457","6","1491","1685"
"0","20","0","35","0","1794","208","0","0","229","158","18","0","100201","36060","23342","6","1581","1685"
"0","20","0","36","0","1885","218","0","0","229","158","18","0","100201","40010","25290","6","1672","1685"
"0","0","0","2","0","0","0","0","0","0","0","0","22","100301","95","0","0","2","75"
"0","0","0","3","0","2","0","0","0","0","0","0","71","100301","310","0","0","6","125"
"0","0","0","4","0","4","0","0","0","10","0","0","176","100301","685","0","0","11","155"
"0","0","0","5","0","11","0","0","0","20","5","0","289","100301","1435","0","0","20","155"
"0","0","0","6","0","13","0","0","0","35","5","0","499","100301","2300","0","0","31","245"
"0","0","0","7","0","15","0","0","0","35","5","0","746","100301","3270","0","0","43","715"
"0","0","0","8","3","23","0","0","0","50","5","0","1040","100301","4025","0","0","57","715"
"0","9","20","9","7","31","0","0","0","65","5","0","1353","100301","4630","0","0","71","1115"
"0","18","50","10","12","40","0","0","0","65","30","0","1729","100301","4990","0","5","80","1115"
"13","18","88","11","17","49","0","0","0","65","40","0","2147","100301","5410","0","7","88","1115"
"29","21","130","12","17","56","0","0","0","65","40","0","2581","100301","6180","0","7","98","1115"
"42","24","163","13","17","66","0","0","0","98","40","0","3026","100301","6670","0","7","112","1115"
"42","24","214","14","17","76","0","0","0","131","40","0","3571","100301","7050","0","7","123","1115"
"42","24","280","15","17","91","0","0","0","131","40","0","4098","100301","7420","0","7","142","1115"
"45","24","370","16","17","99","0","0","0","143","40","0","4716","100301","7560","0","7","156","1115"
"48","24","467","17","17","105","0","0","0","143","40","0","5390","100301","7750","0","7","170","1115"
"48","24","591","18","17","114","0","0","0","143","40","0","6136","100301","8015","0","7","179","1115"
"48","24","730","19","17","126","0","0","0","143","40","0","6947","100301","8340","0","7","191","1115"
"48","24","849","20","17","138","0","0","0","143","40","0","7816","100301","8665","0","7","213","1115"
"48","24","980","21","17","149","0","0","0","143","40","0","8795","100301","8950","0","7","233","1115"
"48","24","1098","22","17","162","0","0","0","143","40","0","9978","100301","9165","0","7","249","1115"
"48","24","1169","23","17","181","0","0","0","143","40","0","11268","100301","9510","0","7","273","1115"
"48","24","1230","24","17","203","0","0","0","143","40","0","12629","100301","10190","0","7","296","1115"
"48","24","1293","25","17","222","0","0","0","143","40","0","14227","100301","10710","0","7","310","1115"
"48","24","1332","26","17","231","0","0","0","143","40","0","16038","100301","11535","0","7","316","1115"
"48","24","1356","27","17","238","0","0","0","143","40","0","17934","100301","12780","0","7","321","1115"
"48","24","1380","28","17","245","0","0","0","143","40","0","19958","100301","14025","0","7","326","1115"
"48","24","1405","29","17","260","0","0","0","143","40","0","22063","100301","15210","0","7","341","1115"
"48","24","1431","30","17","290","0","0","0","143","40","0","24192","100301","16130","0","7","371","1115"
"48","24","1457","31","17","305","0","0","0","143","40","0","26550","100301","17315","0","7","386","1115"
"48","24","1483","32","17","305","0","0","0","143","40","0","29128","100301","18865","0","7","386","1115"
"48","24","1508","33","17","305","0","0","0","143","40","0","31789","100301","20515","0","7","386","1115"
"48","24","1532","34","17","320","0","0","0","143","40","0","34482","100301","22000","0","7","401","1115"
"48","24","1556","35","17","335","0","0","0","143","40","0","37354","100301","23485","0","7","416","1115"
"48","24","1580","36","17","351","0","0","0","143","40","0","40325","100301","24970","0","7","432","1115"
"0","0","0","2","0","0","0","0","0","10","0","0","10","100401","65","0","1","2","100"
"0","0","0","3","0","0","0","0","0","25","0","0","58","100401","185","0","2","5","200"
"0","0","0","4","0","4","0","0","0","50","0","0","135","100401","475","0","4","10","360"
"0","0","0","5","0","10","0","0","0","80","0","0","243","100401","985","0","7","17","520"
"0","0","0","6","3","14","0","0","0","95","0","0","429","100401","1515","0","11","25","820"
"0","0","0","7","6","20","0","0","0","120","0","0","674","100401","1835","0","15","34","1425"
"0","9","10","8","6","32","0","0","0","145","0","0","912","100401","2735","0","15","48","1985"
"0","23","30","9","6","48","0","0","0","145","0","5","1157","100401","3480","10","22","67","1985"
"0","28","60","10","6","68","0","0","0","145","15","10","1392","100401","4330","20","27","87","1985"
"3","28","86","11","6","88","0","0","0","145","35","10","1695","100401","5030","20","32","105","1985"
"6","28","108","12","6","106","0","0","0","145","55","10","2037","100401","5430","20","39","126","2085"
"6","28","151","13","6","125","0","0","0","170","55","10","2425","100401","5630","20","41","155","2285"
"6","28","215","14","6","144","0","0","0","170","57","10","2845","100401","5830","20","41","189","2285"
"9","28","289","15","6","167","0","0","0","170","57","12","3314","100401","5830","20","43","212","2285"
"17","28","378","16","6","190","0","0","0","170","57","12","3815","100401","5830","20","45","232","2385"
"22","28","465","17","6","209","0","0","0","170","57","12","4337","100401","5930","20","45","263","2535"
"22","28","573","18","6","237","0","0","0","170","57","12","4884","100401","5990","20","50","291","2685"
"22","28","655","19","6","266","0","0","0","170","57","12","5553","100401","6085","20","52","323","2685"
"22","28","696","20","6","293","0","0","0","170","57","12","6292","100401","6185","20","52","368","2780"
"22","28","740","21","6","333","0","0","0","170","57","12","7020","100401","6430","20","52","419","2780"
"22","28","788","22","6","383","0","0","0","170","57","12","7888","100401","6660","20","52","468","2780"
"22","28","817","23","6","428","0","0","0","170","57","12","8928","100401","7065","20","52","519","2780"
"22","28","835","24","6","474","0","0","0","170","57","12","10110","100401","7385","20","52","566","2780"
"22","28","867","25","6","523","0","0","0","170","57","12","11440","100401","7705","20","52","611","2780"
"22","28","902","26","6","576","0","0","0","170","57","12","12898","100401","8000","20","52","656","2780"
"22","28","929","27","6","624","0","0","0","170","57","12","14495","100401","8455","20","52","697","2780"
"22","28","963","28","6","669","0","0","0","170","57","12","16211","100401","9000","20","52","740","2780"
"22","28","986","29","6","751","0","0","0","170","57","12","17592","100401","10655","20","52","822","2780"
"22","28","1000","30","6","842","0","0","0","170","57","12","18978","100401","12805","20","52","913","2780"
"22","28","1014","31","6","925","0","0","0","170","57","12","20529","100401","15175","20","52","996","2780"
"22","28","1027","32","6","995","0","0","0","170","57","12","22273","100401","17965","20","52","1066","2780"
"22","28","1039","33","6","1061","0","0","0","170","57","12","24101","100401","21205","20","52","1132","2780"
"22","28","1051","34","6","1143","0","0","0","170","57","12","25905","100401","24690","20","52","1214","2780"
"22","28","1063","35","6","1226","0","0","0","170","57","12","27832","100401","28585","20","52","1297","2780"
"22","28","1075","36","6","1310","0","0","0","170","57","12","29820","100401","32820","20","52","1381","2780"
"0","0","0","2","0","0","0","0","0","0","0","0","12","100501","80","0","0","4","125"
"0","0","0","3","0","0","0","0","0","0","0","0","49","100501","350","0","1","8","225"
"0","0","0","4","0","3","0","0","0","15","0","0","110","100501","880","0","1","17","275"
"0","0","0","5","0","11","0","0","0","15","0","0","173","100501","1660","0","7","28","275"
"0","0","0","6","3","19","0","0","0","15","0","0","265","100501","2925","0","7","48","275"
"0","0","0","7","6","29","0","0","0","40","0","0","476","100501","3595","0","7","66","275"
"0","0","0","8","10","49","0","0","0","40","0","0","615","100501","4800","0","7","87","575"
"0","5","0","9","14","72","0","0","0","40","15","0","788","100501","5635","10","12","104","1025"
"5","10","0","10","17","94","0","0","0","65","15","0","1027","100501","6415","20","12","125","1325"
"10","10","30","11","20","112","0","0","0","65","25","0","1305","100501","7295","20","12","148","1625"
"10","12","80","12","20","136","0","0","0","65","35","0","1564","100501","8135","20","12","178","1875"
"10","17","126","13","20","160","0","0","0","65","37","0","1861","100501","8655","20","12","214","2095"
"10","17","162","14","20","189","0","0","0","71","39","2","2191","100501","9045","20","12","249","2215"
"10","17","202","15","20","219","0","0","0","77","39","4","2575","100501","9235","20","14","280","2315"
"10","17","236","16","20","260","0","0","0","89","39","4","2930","100501","9365","20","14","319","2415"
"14","17","280","17","20","312","0","0","0","89","39","4","3244","100501","9655","20","17","357","2415"
"18","17","352","18","20","371","0","0","0","89","39","4","3595","100501","9935","20","20","394","2415"
"18","17","409","19","20","428","0","0","0","89","39","4","4029","100501","10305","20","20","443","2510"
"18","17","436","20","20","489","0","0","0","89","39","4","4501","100501","10590","20","25","498","2605"
"18","17","488","21","20","559","0","0","0","89","39","4","5022","100501","10800","20","30","554","2605"
"18","17","587","22","20","622","0","0","0","89","39","4","5725","100501","11290","20","30","612","2605"
"18","17","681","23","20","685","0","0","0","89","39","4","6562","100501","11605","20","30","681","2605"
"18","17","746","24","20","756","0","0","0","89","39","4","7465","100501","11925","20","30","754","2605"
"18","17","813","25","20","831","0","0","0","89","39","4","8484","100501","12540","20","30","825","2605"
"18","17","864","26","20","910","0","0","0","89","39","4","9621","100501","13290","20","30","896","2605"
"18","17","892","27","20","985","0","0","0","89","39","4","10886","100501","14290","20","30","964","2605"
"18","17","911","28","20","1064","0","0","0","89","39","4","11991","100501","17330","20","30","1041","2605"
"18","17","921","29","20","1153","0","0","0","89","39","4","12893","100501","22690","20","30","1130","2605"
"18","17","931","30","20","1247","0","0","0","89","39","4","13832","100501","28565","20","30","1224","2605"
"18","17","941","31","20","1345","0","0","0","89","39","4","14808","100501","34730","20","30","1322","2605"
"18","17","951","32","20","1446","0","0","0","89","39","4","15821","100501","41265","20","30","1423","2605"
"18","17","961","33","20","1549","0","0","0","89","39","4","16891","100501","48415","20","30","1526","2605"
"18","17","971","34","20","1654","0","0","0","89","39","4","18018","100501","56345","20","30","1631","2605"
"18","17","981","35","20","1760","0","0","0","89","39","4","19183","100501","64985","20","30","1737","2605"
"18","17","991","36","20","1867","0","0","0","89","39","4","20385","100501","74185","20","30","1844","2605"
"0","0","0","2","0","2","0","0","0","0","0","0","0","100601","55","23","0","1","75"
"0","0","0","3","0","7","0","0","0","0","0","0","0","100601","150","78","0","2","150"
"0","0","0","4","0","16","0","0","0","5","10","0","0","100601","325","169","0","5","200"
"0","0","0","5","0","32","0","0","0","15","10","0","0","100601","625","322","0","7","200"
"0","0","0","6","0","51","0","0","0","15","25","0","0","100601","1155","495","0","15","200"
"0","0","0","7","0","69","0","0","0","50","30","0","26","100601","1515","724","0","22","200"
"0","4","0","8","0","93","0","0","0","85","60","0","26","100601","2115","960","0","29","200"
"0","9","0","9","0","120","0","0","0","85","95","5","26","100601","2650","1224","0","40","200"
"0","14","0","10","0","143","13","0","0","85","105","10","26","100601","3240","1549","0","50","420"
"0","14","0","11","0","167","28","0","0","101","119","10","26","100601","3840","1880","0","66","640"
"0","17","0","12","0","192","43","0","0","111","135","17","26","100601","4200","2215","0","79","760"
"0","17","0","13","0","217","69","0","0","121","135","19","26","100601","4640","2582","0","102","980"
"0","17","0","14","0","250","93","0","0","133","137","19","26","100601","4760","2954","0","130","1220"
"0","17","0","15","0","282","109","0","0","133","146","21","26","100601","4990","3356","0","157","1220"
"0","17","0","16","0","316","129","0","0","133","152","21","26","100601","5140","3805","0","183","1320"
"0","17","0","17","0","353","144","0","0","158","153","21","26","100601","5260","4258","0","216","1320"
"0","17","0","18","0","397","169","0","0","173","153","21","26","100601","5665","4708","3","248","1320"
"0","17","0","19","0","447","193","0","0","173","153","21","26","100601","6310","5206","3","287","1320"
"0","17","0","20","0","493","240","0","0","173","153","21","26","100601","6860","5797","3","327","1415"
"0","17","0","21","0","543","288","0","0","173","153","21","26","100601","7370","6452","3","370","1515"
"0","17","0","22","0","603","318","0","0","173","153","21","26","100601","8370","7171","3","420","1515"
"0","17","0","23","0","672","318","0","0","173","153","21","26","100601","10145","7937","3","474","1515"
"0","17","0","24","0","738","333","0","0","173","153","21","26","100601","11670","8818","3","533","1515"
"0","17","0","25","0","798","355","0","0","173","153","21","26","100601","12670","9964","3","587","1515"
"0","17","0","26","0","847","377","0","0","173","153","21","26","100601","13505","11385","3","630","1515"
"0","17","0","27","0","890","394","0","0","173","153","21","26","100601","14530","12944","3","670","1515"
"0","17","0","28","0","933","411","0","0","173","153","21","26","100601","15675","14609","3","712","1515"
"0","17","0","29","0","979","429","0","0","173","153","21","26","100601","16895","16394","3","758","1515"
"0","17","0","30","0","1029","447","0","0","173","153","21","26","100601","18270","18267","3","808","1515"
"0","17","0","31","0","1080","465","0","0","173","153","21","26","100601","19725","20231","3","859","1515"
"0","17","0","32","0","1132","483","0","0","173","153","21","26","100601","21260","22285","3","911","1515"
"0","17","0","33","0","1186","500","0","0","173","153","21","26","100601","22870","24455","3","965","1515"
"0","17","0","34","0","1241","517","0","0","173","153","21","26","100601","24650","26760","3","1020","1515"
"0","17","0","35","0","1297","534","0","0","173","153","21","26","100601","26670","29157","3","1076","1515"
"0","17","0","36","0","1354","551","0","0","173","153","21","26","100601","28860","31636","3","1133","1515"
"0","0","0","2","0","0","0","0","0","0","0","0","6","100701","80","0","2","3","100"
"0","0","0","3","0","0","0","0","0","0","0","0","46","100701","200","0","3","10","200"
"0","0","0","4","0","5","0","0","0","0","0","0","94","100701","550","0","7","20","360"
"0","0","0","5","0","11","0","0","0","0","0","0","190","100701","1060","0","10","35","520"
"0","0","0","6","0","19","0","0","0","0","0","0","323","100701","1740","0","14","53","890"
"0","0","0","7","0","34","0","0","0","0","0","0","480","100701","2330","0","18","76","1260"
"0","0","0","8","0","50","0","0","0","0","0","0","593","100701","3510","0","28","97","1585"
"0","5","5","9","0","70","0","0","0","0","0","0","790","100701","4255","10","35","124","1585"
"0","13","20","10","0","90","0","0","0","0","0","0","1035","100701","5065","20","36","152","1585"
"0","16","40","11","0","110","0","0","0","0","20","0","1296","100701","5765","20","41","177","1585"
"10","16","50","12","0","132","0","0","0","0","40","0","1558","100701","6265","20","48","205","1685"
"20","16","50","13","0","165","0","0","0","0","42","0","1786","100701","6785","20","52","245","1785"
"20","16","60","14","2","204","0","0","0","0","44","2","2066","100701","7005","20","54","285","1785"
"20","16","70","15","4","239","0","0","0","0","44","4","2455","100701","7005","20","56","317","1885"
"25","16","82","16","4","269","0","0","0","0","44","4","2857","100701","7205","20","56","357","1985"
"30","16","82","17","4","296","0","0","0","0","44","4","3253","100701","7715","20","59","401","2135"
"30","16","94","18","4","334","0","0","0","0","44","4","3721","100701","8025","20","64","439","2285"
"30","16","116","19","4","375","0","0","0","0","44","4","4301","100701","8025","20","66","484","2380"
"30","16","136","20","4","419","0","0","0","0","44","4","4938","100701","8060","20","66","536","2475"
"30","16","148","21","4","486","0","0","0","0","44","4","5511","100701","8205","20","71","590","2475"
"30","16","188","22","4","552","0","0","0","0","44","4","6189","100701","8695","20","71","656","2475"
"30","16","188","23","4","622","0","0","0","0","44","4","6953","100701","9010","20","71","742","2475"
"30","16","188","24","4","697","0","0","0","0","44","4","7793","100701","9330","20","71","830","2475"
"30","16","205","25","4","772","0","0","0","0","44","4","8782","100701","9945","20","71","912","2475"
"30","16","231","26","4","851","0","0","0","0","44","4","9897","100701","10695","20","71","990","2475"
"30","16","249","27","4","926","0","0","0","0","44","4","11147","100701","11695","20","71","1062","2475"
"30","16","258","28","4","1007","0","0","0","0","44","4","12226","100701","14735","20","71","1143","2475"
"30","16","267","29","4","1094","0","0","0","0","44","4","13384","100701","18005","20","71","1230","2475"
"30","16","276","30","4","1186","0","0","0","0","44","4","14579","100701","21790","20","71","1322","2475"
"30","16","276","31","4","1288","0","0","0","0","44","4","15520","100701","27955","20","71","1424","2475"
"30","16","276","32","4","1393","0","0","0","0","44","4","16499","100701","34490","20","71","1529","2475"
"30","16","276","33","4","1500","0","0","0","0","44","4","17534","100701","41640","20","71","1636","2475"
"30","16","276","34","4","1609","0","0","0","0","44","4","18625","100701","49570","20","71","1745","2475"
"30","16","276","35","4","1719","0","0","0","0","44","4","19754","100701","58210","20","71","1855","2475"
"30","16","276","36","4","1830","0","0","0","0","44","4","20920","100701","67410","20","71","1966","2475"
"0","0","0","2","0","2","0","0","0","0","0","0","0","100801","55","23","0","1","75"
"0","0","0","3","0","7","0","0","0","0","0","0","0","100801","150","78","0","2","150"
"0","0","0","4","0","16","0","0","0","5","10","0","0","100801","325","169","0","5","200"
"0","0","0","5","0","32","0","0","0","15","10","0","0","100801","625","322","0","7","200"
"0","0","0","6","0","51","0","0","0","15","25","0","0","100801","1155","495","0","15","200"
"0","0","0","7","0","69","0","0","0","50","30","0","26","100801","1515","724","0","22","200"
"0","4","0","8","0","91","0","0","0","50","75","0","52","100801","1680","1003","0","29","200"
"0","9","0","9","0","118","0","0","0","50","110","5","52","100801","2215","1267","0","40","200"
"0","14","0","10","0","140","16","0","0","85","115","10","52","100801","2755","1566","0","52","300"
"0","14","0","11","0","166","34","0","0","101","129","10","52","100801","3175","1937","0","57","840"
"0","17","0","12","0","185","59","0","0","127","135","17","52","100801","3335","2352","0","64","960"
"0","17","0","13","0","204","93","0","0","137","135","22","52","100801","3575","2797","0","77","1080"
"0","17","0","14","0","229","127","0","0","149","135","22","52","100801","3775","3253","0","93","1320"
"0","17","0","15","0","251","157","0","0","149","144","22","52","100801","4005","3747","0","110","1440"
"0","17","0","16","0","273","193","0","0","149","150","22","52","100801","4185","4294","0","126","1440"
"0","17","0","17","0","301","228","0","0","174","151","22","52","100801","4255","4848","0","145","1440"
"0","17","0","18","0","334","268","0","0","199","151","22","52","100801","4600","5401","0","168","1440"
"0","17","0","19","0","371","317","0","0","199","151","22","52","100801","5245","6004","0","194","1440"
"0","17","0","20","0","402","388","0","0","199","151","22","52","100801","5795","6727","0","219","1440"
"0","17","0","21","0","447","459","0","0","199","151","22","52","100801","6270","7443","0","251","1540"
"0","17","0","22","0","490","525","0","0","199","151","22","52","100801","7160","8302","0","284","1640"
"0","17","0","23","0","540","555","0","0","199","151","22","52","100801","8620","9263","0","319","1640"
"0","17","0","24","0","590","570","0","0","199","151","22","52","100801","10145","10345","0","354","1640"
"0","17","0","25","0","625","607","0","0","199","151","22","52","100801","11145","11732","0","382","1640"
"0","17","0","26","0","648","641","0","0","199","151","22","52","100801","11685","13434","0","399","1640"
"0","17","0","27","0","665","665","0","0","199","151","22","52","100801","12255","15298","0","413","1640"
"0","17","0","28","0","681","689","0","0","199","151","22","52","100801","12855","17287","0","428","1640"
"0","17","0","29","0","699","714","0","0","199","151","22","52","100801","13455","19415","0","446","1640"
"0","17","0","30","0","719","740","0","0","199","151","22","52","100801","14055","21668","0","466","1640"
"0","17","0","31","0","739","766","0","0","199","151","22","52","100801","14655","24030","0","486","1640"
"0","17","0","32","0","759","792","0","0","199","151","22","52","100801","15255","26501","0","506","1640"
"0","17","0","33","0","780","817","0","0","199","151","22","52","100801","15855","29107","0","527","1640"
"0","17","0","34","0","802","841","0","0","199","151","22","52","100801","16455","31867","0","549","1640"
"0","17","0","35","0","824","865","0","0","199","151","22","52","100801","17055","34757","0","571","1640"
"0","17","0","36","0","847","889","0","0","199","151","22","52","100801","17655","37748","0","594","1640"
"0","0","0","2","0","3","0","0","0","0","0","0","0","100901","55","26","0","0","50"
"0","0","0","3","0","7","0","0","0","0","0","0","0","100901","150","94","0","0","100"
