71bdf74e803d9e3ea9a8fbcc55acfcd5b408a3ad436d0467450770c38552ba64,811f68578f31977be0cbe33aea4a728f7e2effd802e9a7ee75f818c1174429e4,5cdaa75b2afe923a467edd62ecdedb1b60bb0eb7f13aa2f5cc73cd74958558ac,e75687fe5b2030a7fcc13b270e6b10464bd7a6ad53bc947b9e0046f020371927,2b780bc166c265078fd91b744e8fb31293dbdf7ce414e1850e7eff0125a87559,7057cb6e6f1201d7f0709e7976c9956bd48fd53f2a0406cdd92b65defdd74106,810b79b01892c404c7a2e91730fb844ce5c6758059a66ca6fdda6ef8407340e7,efd3c43af230bb32613efc772c5cddbf4ece5d84d3b4ecd982dd75e883822b1e,bbd7fe7943c11fb81261a76d34b3165dde4ac64a1c95daaabdecafb0401ae3d4
"320030208","1","0","-10","0","0","1.05","117","1"
"320030209","1","0","-10","-15","0","1.05","118","1"
"320030210","1","0","-45","-85","0","0.43","119","1"
"320030210","2","0","-45","85","0","0.43","120","2"
"320030306","1","502003302","11","43.5","0","0.7","121","1"
"320030306","2","502003303","67","13","0","0.65","122","2"
"320030306","3","0","49","-74","0","0.65","123","3"
"320030307","1","502003308","13","-49","0","0.7","124","1"
"320030307","3","502003309","62","-4","0","0.85","125","2"
"320030307","2","0","50","59","0","0.65","126","3"
"320030308","1","0","-10","0","0","1.05","127","1"
"320030309","1","0","-10","-15","0","1.05","128","1"
"320030310","1","0","-45","-85","0","0.43","129","1"
"320030310","2","0","-45","85","0","0.43","130","2"
"320030406","1","502003402","11","43.5","0","0.7","131","1"
"320030406","2","502003403","67","13","0","0.65","132","2"
"320030406","3","0","49","-74","0","0.65","133","3"
"320030407","1","502003408","13","-49","0","0.7","134","1"
"320030407","3","502003409","62","-4","0","0.85","135","2"
"320030407","2","0","50","59","0","0.65","136","3"
"320030408","1","0","-10","0","0","1.05","137","1"
"320030409","1","0","-10","-15","0","1.05","138","1"
"320030410","1","0","-45","-85","0","0.43","139","1"
"320030410","2","0","-45","85","0","0.43","140","2"
"320030506","1","502003502","11","43.5","0","0.7","141","1"
"320030506","2","502003503","67","13","0","0.65","142","2"
"320030506","3","0","49","-74","0","0.65","143","3"
"320030507","1","502003508","13","-49","0","0.7","144","1"
"320030507","3","502003509","62","-4","0","0.85","145","2"
"320030507","2","0","50","59","0","0.65","146","3"
"320030508","1","0","-10","0","0","1.05","147","1"
"320030509","1","0","-10","-15","0","1.05","148","1"
"320030510","1","0","-45","-85","0","0.43","149","1"
"320030510","2","0","-45","85","0","0.43","150","2"
"320040106","1","502004103","49","-74","0","0.7","151","1"
"320040106","3","502004104","67","13","0","0.85","152","2"
"320040106","2","0","11","43.5","0","0.65","153","3"
"320040107","1","502004107","50","59","0","0.7","154","1"
"320040107","3","502004109","62","-4","0","0.85","155","2"
"320040107","2","0","13","-49","0","0.65","156","3"
"320040108","1","0","-10","0","0","0.8","157","1"
"320040109","1","0","20","30","0","0.9","158","1"
"320040110","1","0","-25","20","0","1","159","1"
"320040206","1","502004203","49","-74","0","0.7","160","1"
"320040206","3","502004204","67","13","0","0.85","161","2"
"320040206","2","0","11","43.5","0","0.65","162","3"
"320040207","1","502004207","50","59","0","0.7","163","1"
"320040207","3","502004209","62","-4","0","0.85","164","2"
"320040207","2","0","13","-49","0","0.65","165","3"
"320040208","1","0","-10","0","0","0.8","166","1"
"320040209","1","0","20","30","0","0.9","167","1"
"320040210","1","0","-25","20","0","1","168","1"
"320040306","1","502004303","49","-74","0","0.7","169","1"
"320040306","3","502004304","67","13","0","0.85","170","2"
"320040306","2","0","11","43.5","0","0.65","171","3"
"320040307","1","502004307","50","59","0","0.7","172","1"
"320040307","3","502004309","62","-4","0","0.85","173","2"
"320040307","2","0","13","-49","0","0.65","174","3"
"320040308","1","0","-10","0","0","0.8","175","1"
"320040309","1","0","20","30","0","0.9","176","1"
"320040310","1","0","-25","20","0","1","177","1"
"320040406","1","502004403","49","-74","0","0.7","178","1"
"320040406","3","502004404","67","13","0","0.85","179","2"
"320040406","2","0","11","43.5","0","0.65","180","3"
"320040407","1","502004407","50","59","0","0.7","181","1"
"320040407","3","502004409","62","-4","0","0.85","182","2"
"320040407","2","0","13","-49","0","0.65","183","3"
"320040408","1","0","-10","0","0","0.8","184","1"
"320040409","1","0","20","30","0","0.9","185","1"
"320040410","1","0","-25","20","0","1","186","1"
"320040506","1","502004503","49","-74","0","0.7","187","1"
"320040506","3","502004504","67","13","0","0.85","188","2"
"320040506","2","0","11","43.5","0","0.65","189","3"
"320040507","1","502004507","50","59","0","0.7","190","1"
"320040507","3","502004509","62","-4","0","0.85","191","2"
"320040507","2","0","13","-49","0","0.65","192","3"
"320040508","1","0","-10","0","0","0.8","193","1"
"320040509","1","0","20","30","0","0.9","194","1"
"320040510","1","0","-25","20","0","1","195","1"
"320050106","2","502005101","40","-74","0","0.7","196","1"
"320050106","3","502005103","67","13","0","1","197","2"
"320050106","1","0","11","43.5","0","0.65","198","3"
"320050107","2","502005106","50","59","0","0.7","199","1"
"320050107","3","502005108","62","30","0","0.9","200","2"
"320050107","1","0","13","-49","0","0.65","201","3"
"320050108","1","0","10","5","0","0.75","202","1"
"320050109","1","0","10","-10","0","0.75","203","1"
"320050110","1","0","-25","20","0","1","204","1"
"320050206","2","502005201","40","-74","0","0.7","205","1"
"320050206","3","502005203","67","13","0","1","206","2"
"320050206","1","0","11","43.5","0","0.65","207","3"
"320050207","2","502005206","50","59","0","0.7","208","1"
"320050207","3","502005208","62","30","0","0.9","209","2"
"320050207","1","0","13","-49","0","0.65","210","3"
"320050208","1","0","10","5","0","0.75","211","1"
"320050209","1","0","10","-10","0","0.75","212","1"
"320050210","1","0","-25","20","0","1","213","1"
"320050306","2","502005301","40","-74","0","0.7","214","1"
"320050306","3","502005303","67","13","0","1","215","2"
"320050306","1","0","11","43.5","0","0.65","216","3"
"320050307","2","502005306","50","59","0","0.7","217","1"
"320050307","3","502005308","62","30","0","0.9","218","2"
"320050307","1","0","13","-49","0","0.65","219","3"
"320050308","1","0","10","5","0","0.75","220","1"
"320050309","1","0","10","-10","0","0.75","221","1"
"320050310","1","0","-25","20","0","1","222","1"
"320050406","2","502005401","40","-74","0","0.7","223","1"
"320050406","3","502005403","67","13","0","1","224","2"
"320050406","1","0","11","43.5","0","0.65","225","3"
"320050407","2","502005406","50","59","0","0.7","226","1"
"320050407","3","502005408","62","30","0","0.9","227","2"
"320050407","1","0","13","-49","0","0.65","228","3"
"320050408","1","0","10","5","0","0.75","229","1"
"320050409","1","0","10","-10","0","0.75","230","1"
"320050410","1","0","-25","20","0","1","231","1"
"320050506","2","502005501","40","-74","0","0.7","232","1"
"320050506","3","502005503","67","13","0","1","233","2"
"320050506","1","0","11","43.5","0","0.65","234","3"
"320050507","2","502005506","50","59","0","0.7","235","1"
"320050507","3","502005508","62","30","0","0.9","236","2"
"320050507","1","0","13","-49","0","0.65","237","3"
"320050508","1","0","10","5","0","0.75","238","1"
"320050509","1","0","10","-10","0","0.75","239","1"
"320050510","1","0","-25","20","0","1","240","1"
"320060106","2","502006101","40","-74","0","0.7","241","1"
"320060106","3","502006103","67","13","0","0.7","242","2"
"320060106","1","0","11","43.5","0","0.65","243","3"
"320060107","2","502006106","50","59","0","0.7","244","1"
"320060107","3","502006108","62","30","0","0.9","245","2"
"320060107","1","0","13","-49","0","0.65","246","3"
"320060108","1","0","10","5","0","1","247","1"
"320060109","1","0","10","-10","0","1.2","248","1"
"320060110","1","0","-25","20","0","1","249","1"
"320060206","2","502006201","40","-74","0","0.7","250","1"
"320060206","3","502006203","67","13","0","0.7","251","2"
"320060206","1","0","11","43.5","0","0.65","252","3"
"320060207","2","502006206","50","59","0","0.7","253","1"
"320060207","3","502006208","62","30","0","0.9","254","2"
"320060207","1","0","13","-49","0","0.65","255","3"
"320060208","1","0","10","5","0","1","256","1"
"320060209","1","0","10","-10","0","1.2","257","1"
"320060210","1","0","-25","20","0","1","258","1"
"320060306","2","502006301","40","-74","0","0.7","259","1"
"320060306","3","502006303","67","13","0","0.7","260","2"
"320060306","1","0","11","43.5","0","0.65","261","3"
"320060307","2","502006306","50","59","0","0.7","262","1"
"320060307","3","502006308","62","30","0","0.9","263","2"
"320060307","1","0","13","-49","0","0.65","264","3"
"320060308","1","0","10","5","0","1","265","1"
"320060309","1","0","10","-10","0","1.2","266","1"
"320060310","1","0","-25","20","0","1","267","1"
"320060406","2","502006401","40","-74","0","0.7","268","1"
"320060406","3","502006403","67","13","0","0.7","269","2"
"320060406","1","0","11","43.5","0","0.65","270","3"
"320060407","2","502006406","50","59","0","0.7","271","1"
"320060407","3","502006408","62","30","0","0.9","272","2"
"320060407","1","0","13","-49","0","0.65","273","3"
"320060408","1","0","10","5","0","1","274","1"
"320060409","1","0","10","-10","0","1.2","275","1"
"320060410","1","0","-25","20","0","1","276","1"
"320060506","2","502006501","40","-74","0","0.7","277","1"
"320060506","3","502006503","67","13","0","0.7","278","2"
"320060506","1","0","11","43.5","0","0.65","279","3"
"320060507","2","502006506","50","59","0","0.7","280","1"
"320060507","3","502006508","62","30","0","0.9","281","2"
"320060507","1","0","13","-49","0","0.65","282","3"
"320060508","1","0","10","5","0","1","283","1"
"320060509","1","0","10","-10","0","1.2","284","1"
"320060510","1","0","-25","20","0","1","285","1"
"320070106","2","502007101","40","-74","0","0.7","286","1"
"320070106","3","502007103","67","43","0","0.7","287","2"
"320070106","1","0","11","43.5","0","0.65","288","3"
"320070107","2","502007106","50","59","0","0.7","289","1"
"320070107","3","502007108","62","30","0","0.9","290","2"
"320070107","1","0","13","-49","0","0.65","291","3"
"320070108","1","0","20","5","0","0.9","292","1"
"320070109","1","0","20","0","0","0.9","293","1"
"320070110","1","0","-20","-20","0","1","294","1"
"320070206","2","502007201","40","-74","0","0.7","295","1"
"320070206","3","502007203","67","43","0","0.7","296","2"
"320070206","1","0","11","43.5","0","0.65","297","3"
"320070207","2","502007206","50","59","0","0.7","298","1"
"320070207","3","502007208","62","30","0","0.9","299","2"
"320070207","1","0","13","-49","0","0.65","300","3"
"320070208","1","0","20","5","0","0.9","301","1"
"320070209","1","0","20","0","0","0.9","302","1"
"320070210","1","0","-20","-20","0","1","303","1"
"320070306","2","502007301","40","-74","0","0.7","304","1"
"320070306","3","502007303","67","43","0","0.7","305","2"
"320070306","1","0","11","43.5","0","0.65","306","3"
"320070307","2","502007306","50","59","0","0.7","307","1"
"320070307","3","502007308","62","30","0","0.9","308","2"
"320070307","1","0","13","-49","0","0.65","309","3"
"320070308","1","0","20","5","0","0.9","310","1"
"320070309","1","0","20","0","0","0.9","311","1"
"320070310","1","0","-20","-20","0","1","312","1"
"320070406","2","502007401","40","-74","0","0.7","313","1"
"320070406","3","502007403","67","43","0","0.7","314","2"
"320070406","1","0","11","43.5","0","0.65","315","3"
"320070407","2","502007406","50","59","0","0.7","316","1"
"320070407","3","502007408","62","30","0","0.9","317","2"
"320070407","1","0","13","-49","0","0.65","318","3"
"320070408","1","0","20","5","0","0.9","319","1"
"320070409","1","0","20","0","0","0.9","320","1"
"320070410","1","0","-20","-20","0","1","321","1"
"320070506","2","502007501","40","-74","0","0.7","322","1"
"320070506","3","502007503","67","43","0","0.7","323","2"
"320070506","1","0","11","43.5","0","0.65","324","3"
"320070507","2","502007506","50","59","0","0.7","325","1"
"320070507","3","502007508","62","30","0","0.9","326","2"
"320070507","1","0","13","-49","0","0.65","327","3"
"320070508","1","0","20","5","0","0.9","328","1"
"320070509","1","0","20","0","0","0.9","329","1"
"320070510","1","0","-20","-20","0","1","330","1"
"320080106","2","502008101","40","-74","0","0.7","331","1"
"320080106","3","502008103","67","43","0","0.9","332","2"
"320080106","1","0","11","43.5","0","0.65","333","3"
"320080107","2","502008106","50","59","0","0.7","334","1"
"320080107","3","502008108","62","30","0","0.9","335","2"
"320080107","1","0","13","-49","0","0.65","336","3"
"320080108","1","0","20","5","0","0.8","337","1"
"320080109","1","0","20","0","0","1.1","338","1"
"320080110","1","0","-20","-20","0","1","339","1"
"320080206","2","502008201","40","-74","0","0.7","340","1"
"320080206","3","502008203","67","43","0","0.9","341","2"
"320080206","1","0","11","43.5","0","0.65","342","3"
"320080207","2","502008206","50","59","0","0.7","343","1"
"320080207","3","502008208","62","30","0","0.9","344","2"
"320080207","1","0","13","-49","0","0.65","345","3"
"320080208","1","0","20","5","0","0.8","346","1"
"320080209","1","0","20","0","0","1.1","347","1"
"320080210","1","0","-20","-20","0","1","348","1"
"320080306","2","502008301","40","-74","0","0.7","349","1"
"320080306","3","502008303","67","43","0","0.9","350","2"
"320080306","1","0","11","43.5","0","0.65","351","3"
"320080307","2","502008306","50","59","0","0.7","352","1"
"320080307","3","502008308","62","30","0","0.9","353","2"
"320080307","1","0","13","-49","0","0.65","354","3"
"320080308","1","0","20","5","0","0.8","355","1"
"320080309","1","0","20","0","0","1.1","356","1"
"320080310","1","0","-20","-20","0","1","357","1"
"320080406","2","502008401","40","-74","0","0.7","358","1"
"320080406","3","502008403","67","43","0","0.9","359","2"
"320080406","1","0","11","43.5","0","0.65","360","3"
"320080407","2","502008406","50","59","0","0.7","361","1"
"320080407","3","502008408","62","30","0","0.9","362","2"
"320080407","1","0","13","-49","0","0.65","363","3"
"320080408","1","0","20","5","0","0.8","364","1"
"320080409","1","0","20","0","0","1.1","365","1"
"320080410","1","0","-20","-20","0","1","366","1"
"320080506","2","502008501","40","-74","0","0.7","367","1"
"320080506","3","502008503","67","43","0","0.9","368","2"
"320080506","1","0","11","43.5","0","0.65","369","3"
"320080507","2","502008506","50","59","0","0.7","370","1"
"320080507","3","502008508","62","30","0","0.9","371","2"
"320080507","1","0","13","-49","0","0.65","372","3"
"320080508","1","0","20","5","0","0.8","373","1"
"320080509","1","0","20","0","0","1.1","374","1"
"320080510","1","0","-20","-20","0","1","375","1"
"320090106","2","502009101","40","-74","0","0.7","376","1"
"320090106","3","502009103","67","13","0","1","377","2"
"320090106","1","0","11","43.5","0","0.65","378","3"
"320090107","2","502009106","50","-68","0","0.7","379","1"
"320090107","3","502009108","62","30","0","0.9","380","2"
"320090107","1","0","13","29","0","0.65","381","3"
"320090108","1","0","10","5","0","0.75","382","1"
"320090109","1","0","10","0","0","1","383","1"
"320090110","1","0","-20","-20","0","1","384","1"
"320090206","2","502009201","40","-74","0","0.7","385","1"
"320090206","3","502009203","67","13","0","1","386","2"
"320090206","1","0","11","43.5","0","0.65","387","3"
"320090207","2","502009206","50","-68","0","0.7","388","1"
"320090207","3","502009208","62","30","0","0.9","389","2"
"320090207","1","0","13","29","0","0.65","390","3"
"320090208","1","0","10","5","0","0.75","391","1"
"320090209","1","0","10","0","0","1","392","1"
"320090210","1","0","-20","-20","0","1","393","1"
"320090306","2","502009301","40","-74","0","0.7","394","1"
"320090306","3","502009303","67","13","0","1","395","2"
"320090306","1","0","11","43.5","0","0.65","396","3"
"320090307","2","502009306","50","-68","0","0.7","397","1"
"320090307","3","502009308","62","30","0","0.9","398","2"
"320090307","1","0","13","29","0","0.65","399","3"
"320090308","1","0","10","5","0","0.75","400","1"
"320090309","1","0","10","0","0","1","401","1"
"320090310","1","0","-20","-20","0","1","402","1"
"320090406","2","502009401","40","-74","0","0.7","403","1"
"320090406","3","502009403","67","13","0","1","404","2"
"320090406","1","0","11","43.5","0","0.65","405","3"
"320090407","2","502009406","50","-68","0","0.7","406","1"
"320090407","3","502009408","62","30","0","0.9","407","2"
"320090407","1","0","13","29","0","0.65","408","3"
"320090408","1","0","10","5","0","0.75","409","1"
"320090409","1","0","10","0","0","1","410","1"
"320090410","1","0","-20","-20","0","1","411","1"
"320090506","2","502009501","40","-74","0","0.7","412","1"
"320090506","3","502009503","67","13","0","1","413","2"
"320090506","1","0","11","43.5","0","0.65","414","3"
"320090507","2","502009506","50","-68","0","0.7","415","1"
"320090507","3","502009508","62","30","0","0.9","416","2"
"320090507","1","0","13","29","0","0.65","417","3"
"320090508","1","0","10","5","0","0.75","418","1"
"320090509","1","0","10","0","0","1","419","1"
"320090510","1","0","-20","-20","0","1","420","1"
"320100106","2","502010101","40","-74","0","0.7","421","1"
"320100106","3","502010103","67","13","0","1","422","2"
"320100106","1","0","11","43.5","0","0.65","423","3"
"320100107","2","502010106","50","-68","0","0.7","424","1"
"320100107","3","502010108","62","30","0","0.9","425","2"
"320100107","1","0","13","29","0","0.65","426","3"
"320100108","1","0","60","40","0","0.9","427","1"
"320100109","1","0","10","0","0","1","428","1"
"320100110","1","0","-35","-20","0","1","429","1"
"320100206","2","502010201","40","-74","0","0.7","430","1"
"320100206","3","502010203","67","13","0","1","431","2"
"320100206","1","0","11","43.5","0","0.65","432","3"
"320100207","2","502010206","50","-68","0","0.7","433","1"
"320100207","3","502010208","62","30","0","0.9","434","2"
"320100207","1","0","13","29","0","0.65","435","3"
"320100208","1","0","60","40","0","0.9","436","1"
"320100209","1","0","10","0","0","1","437","1"
"320100210","1","0","-35","-20","0","1","438","1"
"320100306","2","502010301","40","-74","0","0.7","439","1"
"320100306","3","502010303","67","13","0","1","440","2"
"320100306","1","0","11","43.5","0","0.65","441","3"
"320100307","2","502010306","50","-68","0","0.7","442","1"
"320100307","3","502010308","62","30","0","0.9","443","2"
"320100307","1","0","13","29","0","0.65","444","3"
"320100308","1","0","60","40","0","0.9","445","1"
"320100309","1","0","10","0","0","1","446","1"
"320100310","1","0","-35","-20","0","1","447","1"
"320100406","2","502010401","40","-74","0","0.7","448","1"
"320100406","3","502010403","67","13","0","1","449","2"
"320100406","1","0","11","43.5","0","0.65","450","3"
"320100407","2","502010406","50","-68","0","0.7","451","1"
"320100407","3","502010408","62","30","0","0.9","452","2"
"320100407","1","0","13","29","0","0.65","453","3"
"320100408","1","0","60","40","0","0.9","454","1"
"320100409","1","0","10","0","0","1","455","1"
"320100410","1","0","-35","-20","0","1","456","1"
"320100506","2","502010501","40","-74","0","0.7","457","1"
"320100506","3","502010503","67","13","0","1","458","2"
"320100506","1","0","11","43.5","0","0.65","459","3"
"320100507","2","502010506","50","-68","0","0.7","460","1"
"320100507","3","502010508","62","30","0","0.9","461","2"
"320100507","1","0","13","29","0","0.65","462","3"
"320100508","1","0","60","40","0","0.9","463","1"
"320100509","1","0","10","0","0","1","464","1"
"320100510","1","0","-35","-20","0","1","465","1"
"320110106","2","502011101","40","-74","0","0.7","466","1"
"320110106","3","502011103","67","13","0","1","467","2"
"320110106","1","0","11","43.5","0","0.65","468","3"
"320110107","2","502011106","50","-98","0","0.7","469","1"
"320110107","3","502011108","72","0","0","1.1","470","2"
"320110107","1","0","13","49","0","0.65","471","3"
"320110108","1","0","30","-40","0","0.75","472","1"
"320110109","1","0","50","20","0","1.2","473","1"
"320110110","1","0","-35","-20","0","1.1","474","1"
"320110206","2","502011201","40","-74","0","0.7","475","1"
"320110206","3","502011203","67","13","0","1","476","2"
"320110206","1","0","11","43.5","0","0.65","477","3"
"320110207","2","502011206","50","-98","0","0.7","478","1"
"320110207","3","502011208","72","0","0","1.1","479","2"
"320110207","1","0","13","49","0","0.65","480","3"
"320110208","1","0","30","-40","0","0.75","481","1"
"320110209","1","0","50","20","0","1.2","482","1"
"320110210","1","0","-35","-20","0","1.1","483","1"
"320110306","2","502011301","40","-74","0","0.7","484","1"
"320110306","3","502011303","67","13","0","1","485","2"
"320110306","1","0","11","43.5","0","0.65","486","3"
"320110307","2","502011306","50","-98","0","0.7","487","1"
"320110307","3","502011308","72","0","0","1.1","488","2"
"320110307","1","0","13","49","0","0.65","489","3"
"320110308","1","0","30","-40","0","0.75","490","1"
"320110309","1","0","50","20","0","1.2","491","1"
"320110310","1","0","-35","-20","0","1.1","492","1"
"320110406","2","502011401","40","-74","0","0.7","493","1"
"320110406","3","502011403","67","13","0","1","494","2"
"320110406","1","0","11","43.5","0","0.65","495","3"
"320110407","2","502011406","50","-98","0","0.7","496","1"
"320110407","3","502011408","72","0","0","1.1","497","2"
"320110407","1","0","13","49","0","0.65","498","3"
"320110408","1","0","30","-40","0","0.75","499","1"
"320110409","1","0","50","20","0","1.2","500","1"
"320110410","1","0","-35","-20","0","1.1","501","1"
"320110506","2","502011501","40","-74","0","0.7","502","1"
"320110506","3","502011503","67","13","0","1","503","2"
"320110506","1","0","11","43.5","0","0.65","504","3"
"320110507","2","502011506","50","-98","0","0.7","505","1"
"320110507","3","502011508","72","0","0","1.1","506","2"
"320110507","1","0","13","49","0","0.65","507","3"
"320110508","1","0","30","-40","0","0.75","508","1"
"320110509","1","0","50","20","0","1.2","509","1"
"320110510","1","0","-35","-20","0","1.1","510","1"
"320120106","2","502012101","40","-74","0","0.7","511","1"
"320120106","3","502012103","67","10","0","1","512","2"
"320120106","1","0","11","43.5","0","0.65","513","3"
"320120107","2","502012106","50","-98","0","0.7","514","1"
"320120107","3","502012108","72","0","0","1","515","2"
"320120107","1","0","13","49","0","0.65","516","3"
"320120108","1","0","30","10","0","1.2","517","1"
"320120109","1","0","40","40","0","0.9","518","1"
"320120110","1","0","-35","-20","0","1.1","519","1"
"320120206","2","502012201","40","-74","0","0.7","520","1"
