5a14eaa01ded1a5b866a1f0855659b68696636a3b5a354b34cd279ae7229d979,6c511931c6c23fb4e608677b3a910dd24def4994ef6d6f8ea9154ab4cef6e0a2,ab6a2132ada5d51a7aaa2625132b3dfd1365285efa38d5c0d87f69b2ddab4ed0,acba379d73a425e31bb4618c819c21c748682ab33b06f6a9379855934f91efdc,850329cf114131654590a8fe7bfbf7231b2256ffd0a57e305664859c18e7596a,d709334efe357ca7787de419d16328ab54e97e0925747715ff1734019930eaa5,b4eaed5108c1934b9b756a1af91320af34c2a4eab2e981a4e6a047782123abb5,4c08e79f465addd93473f35c847ac7d6c1f81955cf22039750f318355f33c25c,a13c79d9de3066e1d06cd0177fca767a8459caa66f2702449e1c5336efe2960f,3873b661fd01d759640d068366694ff41740a4776c27fff5d2d51ac524b76577,cece233cfa3c67843021714b5ed6b6958ea6ab2c933d45b711d9f8973713ded7,b00ed09c5547ac2b59958b0b2e1c563e14819947d40248da3557b96f43395585,fac334a2502892832991a0d04555e8fbfdf1678eacb50b713065a53e25c26b97
"20052","2022/06/30 12:00:00","3402","0","0","0","0","0","2024/06/17 15:00:00","0","2030/04/19 15:00:00","1,31","10096"
"20053","2022/07/31 12:00:00","8132","0","0","0","0","0","2024/07/16 15:00:00","0","2030/04/19 15:00:00","1,32","10098"
"20054","2022/08/31 12:00:00","6057","0","0","0","0","0","2024/08/16 15:00:00","0","2030/04/19 15:00:00","1","10100"
"20055","2022/09/30 12:00:00","5200","0","0","0","0","0","2024/09/17 15:00:00","0","2030/04/19 15:00:00","1,33","10102"
"20056","2022/10/31 12:00:00","3479","0","0","0","0","0","2024/10/16 15:00:00","0","2030/04/19 15:00:00","1","10104"
"20057","2022/11/30 12:00:00","5033","0","0","0","0","0","2024/11/16 15:00:00","0","2030/04/19 15:00:00","1,34","10106"
"20058","2022/12/31 12:00:00","7213","0","-10","0","0","0","2024/12/16 15:00:00","0","2030/04/19 15:00:00","1,35","10108"
"20059","2023/01/31 12:00:00","8153","0","-10","0","0","0","2025/01/16 15:00:00","0","2030/04/19 15:00:00","1,36","10110"
"20060","2023/02/07 12:00:00","8154","20059","-10","0","0","0","2025/01/16 15:00:00","0","2030/04/19 15:00:00","1,36","10111"
"20061","2023/02/28 12:00:00","4314","0","-10","0","0","0","2025/02/16 15:00:00","0","2030/04/19 15:00:00","1","10114"
"20062","2023/03/31 12:00:00","3301","0","-10","0","0","0","2025/03/17 15:00:00","0","2030/04/19 15:00:00","1","10116"
"20063","2023/04/30 12:00:00","1443","0","10","0","0","0","2025/04/16 15:00:00","0","2030/04/19 15:00:00","1,37","10118"
"20064","2023/05/31 12:00:00","202","0","0","0","0","0","2025/05/16 15:00:00","0","2030/04/19 15:00:00","1","10120"
