232af049d2e1cc10a32e5c8d40fa5a1f9d7f9227dc1d4bb02da6ec12cac66a4c,07663363309d0f3e68c575f668ea537a0bf501733f8947fb177889c150bd5928,c19304b5d90a390d45caeb2092f12fc6a5edb437e421e4adfc596192948485b4,e683ad9e4795da8ac3a181ae38cabee1122fd1a003165300cd2ba3c304fa085f,580fed5c29a14b6a6ff29bfa469cc079a72535cf49ae5550c12dd6db9dff5892,e82fda16c4cdefaf255dae162fa8c77d300ffbd9b083cbbf43d6ec7697c8b5f7,d7201aad026764ef55f9a6d054915b6da1b7e6aa4a5e96200d6b40338d4abb03,b3466fc94fc9fc8541a1f2797cbe932c79be047126ea4758ccbf32adba254231
"3751","5","0","4","0","0","440","0"
"3811","2","0","1","0","0","44","0"
"3821","2","0","1","0","0","88","0"
"3831","2","0","1","0","0","132","0"
"3841","2","0","1","0","0","176","0"
"3851","2","0","1","0","0","220","0"
"3911","3","0","4","0","0","86","0"
"3921","3","0","4","0","0","172","0"
"3931","3","0","4","0","0","258","0"
"3941","3","0","4","0","0","344","0"
"3951","3","0","4","0","0","430","0"
"4011","5","0","3","0","0","36","0"
"4021","5","0","3","0","0","72","0"
"4031","5","0","3","0","0","108","0"
"4041","5","0","3","0","0","144","0"
"4051","5","0","3","0","0","180","0"
"4111","2","0","7","0","0","10","0"
"4121","2","0","7","0","0","20","0"
"4131","2","0","7","0","0","30","0"
"4141","2","0","7","0","0","40","0"
"4151","2","0","7","0","0","50","0"
"4211","1","0","2","0","0","88","0"
"4221","1","0","2","0","0","176","0"
"4231","1","0","2","0","0","264","0"
"4241","1","0","2","0","0","352","0"
"4251","1","0","2","0","0","440","0"
"4311","4","0","3","0","0","38","0"
"4321","4","0","3","0","0","76","0"
"4331","4","0","3","0","0","114","0"
"4341","4","0","3","0","0","152","0"
"4351","4","0","3","0","0","190","0"
"4411","5","0","1","0","0","58","0"
"4421","5","0","1","0","0","116","0"
"4431","5","0","1","0","0","174","0"
"4441","5","0","1","0","0","232","0"
"4451","5","0","1","0","0","290","0"
"4511","2","0","2","0","0","88","0"
"4521","2","0","2","0","0","176","0"
"4531","2","0","2","0","0","264","0"
"4541","2","0","2","0","0","352","0"
"4551","2","0","2","0","0","440","0"
"4611","3","0","2","0","0","86","0"
"4621","3","0","2","0","0","172","0"
"4631","3","0","2","0","0","258","0"
"4641","3","0","2","0","0","344","0"
"4651","3","0","2","0","0","430","0"
"4711","4","0","7","0","0","10","0"
"4721","4","0","7","0","0","20","0"
"4731","4","0","7","0","0","30","0"
"4741","4","0","7","0","0","40","0"
"4751","4","0","7","0","0","50","0"
"4811","1","0","3","0","0","38","0"
"4821","1","0","3","0","0","76","0"
"4831","1","0","3","0","0","114","0"
"4841","1","0","3","0","0","152","0"
"4851","1","0","3","0","0","190","0"
"4911","2","0","5","0","0","38","0"
"4921","2","0","5","0","0","76","0"
"4931","2","0","5","0","0","114","0"
"4941","2","0","5","0","0","152","0"
"4951","2","0","5","0","0","190","0"
"5011","5","0","2","0","0","86","0"
"5021","5","0","2","0","0","172","0"
"5031","5","0","2","0","0","258","0"
"5041","5","0","2","0","0","344","0"
"5051","5","0","2","0","0","430","0"
"5111","1","0","4","0","0","88","0"
"5121","1","0","4","0","0","176","0"
"5131","1","0","4","0","0","264","0"
"5141","1","0","4","0","0","352","0"
"5151","1","0","4","0","0","440","0"
"5211","3","0","3","0","0","36","0"
"5221","3","0","3","0","0","72","0"
"5231","3","0","3","0","0","108","0"
"5241","3","0","3","0","0","144","0"
"5251","3","0","3","0","0","180","0"
"5311","4","0","7","0","0","15","0"
"5321","4","0","7","0","0","30","0"
"5331","4","0","7","0","0","45","0"
"5341","4","0","7","0","0","60","0"
"5351","4","0","7","0","0","75","0"
"5411","1","3","101","2","5","1","4"
"5421","1","3","101","2","5","2","4"
"5431","1","3","101","2","5","3","4"
"5511","1","0","4","0","0","90","0"
"5521","1","0","4","0","0","180","0"
"5531","1","0","4","0","0","270","0"
"5541","1","0","4","0","0","360","0"
"5551","1","0","4","0","0","450","0"
"5611","2","0","100","0","0","1","0"
"5621","2","0","100","0","0","2","0"
"5711","5","0","6","0","0","10","0"
"5721","5","0","6","0","0","20","0"
"5731","5","0","6","0","0","30","0"
"5741","5","0","6","0","0","40","0"
"5751","5","0","6","0","0","50","0"
"5811","2","0","2","0","0","90","0"
"5821","2","0","2","0","0","180","0"
"5831","2","0","2","0","0","270","0"
"5841","2","0","2","0","0","360","0"
"5851","2","0","2","0","0","450","0"
"5911","3","0","1","0","0","48","0"
"5921","3","0","1","0","0","96","0"
"5931","3","0","1","0","0","144","0"
"5941","3","0","1","0","0","192","0"
"5951","3","0","1","0","0","240","0"
"6011","5","0","101","0","0","1","0"
"6021","5","0","101","0","0","2","0"
"6111","1","0","2","0","0","90","0"
"6121","1","0","2","0","0","180","0"
"6131","1","0","2","0","0","270","0"
"6141","1","0","2","0","0","360","0"
"6151","1","0","2","0","0","450","0"
"6211","2","0","3","0","0","38","0"
"6221","2","0","3","0","0","76","0"
"6231","2","0","3","0","0","114","0"
"6241","2","0","3","0","0","152","0"
"6251","2","0","3","0","0","190","0"
"6311","3","0","2","0","0","88","0"
"6321","3","0","2","0","0","176","0"
"6331","3","0","2","0","0","264","0"
"6341","3","0","2","0","0","352","0"
"6351","3","0","2","0","0","440","0"
"6411","4","0","2","0","0","88","0"
"6421","4","0","2","0","0","176","0"
"6431","4","0","2","0","0","264","0"
"6441","4","0","2","0","0","352","0"
"6451","4","0","2","0","0","440","0"
"6511","1","0","7","0","0","10","0"
"6521","1","0","7","0","0","20","0"
"6531","1","0","7","0","0","30","0"
"6541","1","0","7","0","0","40","0"
"6551","1","0","7","0","0","50","0"
"6611","4","0","100","0","0","1","0"
"6711","5","0","5","0","0","36","0"
"6721","5","0","5","0","0","72","0"
"6731","5","0","5","0","0","108","0"
"6741","5","0","5","0","0","144","0"
"6751","5","0","5","0","0","180","0"
"6811","1","0","5","0","0","36","0"
"6821","1","0","5","0","0","72","0"
"6831","1","0","5","0","0","108","0"
"6841","1","0","5","0","0","144","0"
"6851","1","0","5","0","0","180","0"
"6911","2","0","4","0","0","86","0"
"6921","2","0","4","0","0","172","0"
"6931","2","0","4","0","0","258","0"
"6941","2","0","4","0","0","344","0"
"6951","2","0","4","0","0","430","0"
"7011","4","0","6","0","0","10","0"
"7021","4","0","6","0","0","20","0"
"7031","4","0","6","0","0","30","0"
"7041","4","0","6","0","0","40","0"
"7051","4","0","6","0","0","50","0"
"7111","1","0","6","0","0","10","0"
"7121","1","0","6","0","0","20","0"
"7131","1","0","6","0","0","30","0"
"7141","1","0","6","0","0","40","0"
"7151","1","0","6","0","0","50","0"
"7211","3","0","101","0","0","1","0"
"7311","3","0","3","0","0","38","0"
"7321","3","0","3","0","0","76","0"
"7331","3","0","3","0","0","114","0"
"7341","3","0","3","0","0","152","0"
"7351","3","0","3","0","0","190","0"
"7411","4","0","1","0","0","56","0"
"7421","4","0","1","0","0","112","0"
"7431","4","0","1","0","0","168","0"
"7441","4","0","1","0","0","224","0"
"7451","4","0","1","0","0","280","0"
"7511","2","0","5","0","0","40","0"
"7521","2","0","5","0","0","80","0"
"7531","2","0","5","0","0","120","0"
"7541","2","0","5","0","0","160","0"
"7551","2","0","5","0","0","200","0"
"7611","4","0","4","0","0","90","0"
"7621","4","0","4","0","0","180","0"
"7631","4","0","4","0","0","270","0"
"7641","4","0","4","0","0","360","0"
"7651","4","0","4","0","0","450","0"
"7711","5","0","100","0","0","1","0"
"7811","1","0","101","0","0","1","0"
"7821","1","0","101","0","0","2","0"
"7911","4","0","3","0","0","40","0"
"7921","4","0","3","0","0","80","0"
"7931","4","0","3","0","0","120","0"
"7941","4","0","3","0","0","160","0"
"7951","4","0","3","0","0","200","0"
"8011","3","0","7","0","0","10","0"
"8021","3","0","7","0","0","20","0"
"8031","3","0","7","0","0","30","0"
"8041","3","0","7","0","0","40","0"
"8051","3","0","7","0","0","50","0"
"8111","5","0","3","0","0","38","0"
"8121","5","0","3","0","0","76","0"
"8131","5","0","3","0","0","114","0"
"8141","5","0","3","0","0","152","0"
"8151","5","0","3","0","0","190","0"
"8211","1","3","6","2","5","15","4"
"8221","1","3","6","2","5","30","4"
"8231","1","3","6","2","5","45","4"
"8241","1","3","6","2","5","60","4"
"8251","1","3","6","2","5","75","4"
"8311","2","0","6","0","0","10","0"
"8321","2","0","6","0","0","20","0"
"8331","2","0","6","0","0","30","0"
"8341","2","0","6","0","0","40","0"
"8351","2","0","6","0","0","50","0"
"8411","4","0","1","0","0","58","0"
"8421","4","0","1","0","0","116","0"
"8431","4","0","1","0","0","174","0"
"8441","4","0","1","0","0","232","0"
"8451","4","0","1","0","0","290","0"
"8511","1","0","2","0","0","92","0"
"8521","1","0","2","0","0","184","0"
"8531","1","0","2","0","0","276","0"
"8541","1","0","2","0","0","368","0"
"8551","1","0","2","0","0","460","0"
"8611","3","0","5","0","0","40","0"
"8621","3","0","5","0","0","80","0"
"8631","3","0","5","0","0","120","0"
"8641","3","0","5","0","0","160","0"
"8651","3","0","5","0","0","200","0"
"8711","1","0","1","0","0","46","0"
"8721","1","0","1","0","0","92","0"
"8731","1","0","1","0","0","138","0"
"8741","1","0","1","0","0","184","0"
"8751","1","0","1","0","0","230","0"
"8811","2","0","7","0","0","15","0"
"8821","2","0","7","0","0","30","0"
"8831","2","0","7","0","0","45","0"
"8841","2","0","7","0","0","60","0"
"8851","2","0","7","0","0","75","0"
"8911","5","0","4","0","0","90","0"
"8921","5","0","4","0","0","180","0"
"8931","5","0","4","0","0","270","0"
"8941","5","0","4","0","0","360","0"
"8951","5","0","4","0","0","450","0"
"9011","2","0","4","0","0","88","0"
"9021","2","0","4","0","0","176","0"
"9031","2","0","4","0","0","264","0"
"9041","2","0","4","0","0","352","0"
"9051","2","0","4","0","0","440","0"
"9111","3","0","5","0","0","42","0"
"9121","3","0","5","0","0","84","0"
"9131","3","0","5","0","0","126","0"
"9141","3","0","5","0","0","168","0"
"9151","3","0","5","0","0","210","0"
"9211","4","0","6","0","0","15","0"
"9221","4","0","6","0","0","30","0"
"9231","4","0","6","0","0","45","0"
"9241","4","0","6","0","0","60","0"
"9251","4","0","6","0","0","75","0"
"9311","5","0","3","0","0","40","0"
"9321","5","0","3","0","0","80","0"
"9331","5","0","3","0","0","120","0"
"9341","5","0","3","0","0","160","0"
"9351","5","0","3","0","0","200","0"
"9411","1","0","5","0","0","38","0"
"9421","1","0","5","0","0","76","0"
"9431","1","0","5","0","0","114","0"
"9441","1","0","5","0","0","152","0"
"9451","1","0","5","0","0","190","0"
"9511","3","0","3","0","0","40","0"
"9521","3","0","3","0","0","80","0"
"9531","3","0","3","0","0","120","0"
"9541","3","0","3","0","0","160","0"
"9551","3","0","3","0","0","200","0"
"9611","4","0","4","0","0","92","0"
"9621","4","0","4","0","0","184","0"
"9631","4","0","4","0","0","276","0"
"9641","4","0","4","0","0","368","0"
"9651","4","0","4","0","0","460","0"
"9711","5","0","7","0","0","15","0"
"9721","5","0","7","0","0","30","0"
"9731","5","0","7","0","0","45","0"
"9741","5","0","7","0","0","60","0"
"9751","5","0","7","0","0","75","0"
"9811","2","0","3","0","0","40","0"
"9821","2","0","3","0","0","80","0"
"9831","2","0","3","0","0","120","0"
"9841","2","0","3","0","0","160","0"
"9851","2","0","3","0","0","200","0"
"9911","3","0","2","0","0","90","0"
"9921","3","0","2","0","0","180","0"
"9931","3","0","2","0","0","270","0"
"9941","3","0","2","0","0","360","0"
"9951","3","0","2","0","0","450","0"
"10011","4","0","2","0","0","90","0"
"10021","4","0","2","0","0","180","0"
"10031","4","0","2","0","0","270","0"
"10041","4","0","2","0","0","360","0"
"10051","4","0","2","0","0","450","0"
"10111","1","0","5","0","0","40","0"
"10121","1","0","5","0","0","80","0"
"10131","1","0","5","0","0","120","0"
"10141","1","0","5","0","0","160","0"
"10151","1","0","5","0","0","200","0"
"10211","2","0","1","0","0","46","0"
"10221","2","0","1","0","0","92","0"
"10231","2","0","1","0","0","138","0"
"10241","2","0","1","0","0","184","0"
"10251","2","0","1","0","0","230","0"
"10311","5","0","3","0","0","42","0"
"10321","5","0","3","0","0","84","0"
"10331","5","0","3","0","0","126","0"
"10341","5","0","3","0","0","168","0"
"10351","5","0","3","0","0","210","0"
"10411","3","0","6","0","0","10","0"
"10421","3","0","6","0","0","20","0"
"10431","3","0","6","0","0","30","0"
"10441","3","0","6","0","0","40","0"
"10451","3","0","6","0","0","50","0"
"10511","5","0","5","0","0","38","0"
"10521","5","0","5","0","0","76","0"
"10531","5","0","5","0","0","114","0"
"10541","5","0","5","0","0","152","0"
"10551","5","0","5","0","0","190","0"
"10611","1","0","7","0","0","15","0"
"10621","1","0","7","0","0","30","0"
"10631","1","0","7","0","0","45","0"
"10641","1","0","7","0","0","60","0"
"10651","1","0","7","0","0","75","0"
"10711","2","0","5","0","0","42","0"
"10721","2","0","5","0","0","84","0"
"10731","2","0","5","0","0","126","0"
"10741","2","0","5","0","0","168","0"
"10751","2","0","5","0","0","210","0"
"10811","3","0","4","0","0","88","0"
"10821","3","0","4","0","0","176","0"
"10831","3","0","4","0","0","264","0"
"10841","3","0","4","0","0","352","0"
"10851","3","0","4","0","0","440","0"
"10911","5","0","2","0","0","88","0"
"10921","5","0","2","0","0","176","0"
"10931","5","0","2","0","0","264","0"
"10941","5","0","2","0","0","352","0"
"10951","5","0","2","0","0","440","0"
"11011","1","3","7","2","5","15","4"
"11021","1","3","7","2","5","30","4"
"11031","1","3","7","2","5","45","4"
"11041","1","3","7","2","5","60","4"
"11051","1","3","7","2","5","75","4"
"11111","2","0","6","0","0","15","0"
"11121","2","0","6","0","0","30","0"
"11131","2","0","6","0","0","45","0"
"11141","2","0","6","0","0","60","0"
"11151","2","0","6","0","0","75","0"
"11211","4","0","2","0","0","92","0"
"11221","4","0","2","0","0","184","0"
"11231","4","0","2","0","0","276","0"
"11241","4","0","2","0","0","368","0"
"11251","4","0","2","0","0","460","0"
"11311","5","0","4","0","0","92","0"
"11321","5","0","4","0","0","184","0"
"11331","5","0","4","0","0","276","0"
"11341","5","0","4","0","0","368","0"
"11351","5","0","4","0","0","460","0"
"11411","2","0","2","0","0","92","0"
"11421","2","0","2","0","0","184","0"
"11431","2","0","2","0","0","276","0"
"11441","2","0","2","0","0","368","0"
"11451","2","0","2","0","0","460","0"
"11511","3","0","4","0","0","90","0"
"11521","3","0","4","0","0","180","0"
"11531","3","0","4","0","0","270","0"
"11541","3","0","4","0","0","360","0"
"11551","3","0","4","0","0","450","0"
"11611","4","0","7","0","0","20","0"
"11621","4","0","7","0","0","40","0"
"11631","4","0","7","0","0","60","0"
"11641","4","0","7","0","0","80","0"
"11651","4","0","7","0","0","100","0"
"11711","2","0","1","0","0","48","0"
"11721","2","0","1","0","0","96","0"
"11731","2","0","1","0","0","144","0"
"11741","2","0","1","0","0","192","0"
"11751","2","0","1","0","0","240","0"
"11811","3","0","6","0","0","15","0"
"11821","3","0","6","0","0","30","0"
"11831","3","0","6","0","0","45","0"
"11841","3","0","6","0","0","60","0"
"11851","3","0","6","0","0","75","0"
"11911","5","0","3","0","0","44","0"
"11921","5","0","3","0","0","88","0"
"11931","5","0","3","0","0","132","0"
"11941","5","0","3","0","0","176","0"
"11951","5","0","3","0","0","220","0"
"12011","1","0","5","0","0","42","0"
"12021","1","0","5","0","0","84","0"
"12031","1","0","5","0","0","126","0"
"12041","1","0","5","0","0","168","0"
"12051","1","0","5","0","0","210","0"
"12111","3","0","2","0","0","92","0"
"12121","3","0","2","0","0","184","0"
"12131","3","0","2","0","0","276","0"
"12141","3","0","2","0","0","368","0"
"12151","3","0","2","0","0","460","0"
"12211","4","0","100","0","0","1","0"
"12221","4","0","100","0","0","2","0"
"12311","1","0","6","0","0","15","0"
"12321","1","0","6","0","0","30","0"
"12331","1","0","6","0","0","45","0"
"12341","1","0","6","0","0","60","0"
"12351","1","0","6","0","0","75","0"
"12411","2","0","4","0","0","90","0"
"12421","2","0","4","0","0","180","0"
"12431","2","0","4","0","0","270","0"
"12441","2","0","4","0","0","360","0"
"12451","2","0","4","0","0","450","0"
"12511","3","0","7","0","0","15","0"
"12521","3","0","7","0","0","30","0"
"12531","3","0","7","0","0","45","0"
"12541","3","0","7","0","0","60","0"
"12551","3","0","7","0","0","75","0"
"12611","5","0","101","0","0","1","0"
"12621","5","0","101","0","0","2","0"
"12631","5","0","101","0","0","3","0"
"12711","3","0","3","0","0","42","0"
"12721","3","0","3","0","0","84","0"
"12731","3","0","3","0","0","126","0"
"12741","3","0","3","0","0","168","0"
"12751","3","0","3","0","0","210","0"
"12811","4","0","5","0","0","38","0"
"12821","4","0","5","0","0","76","0"
"12831","4","0","5","0","0","114","0"
"12841","4","0","5","0","0","152","0"
"12851","4","0","5","0","0","190","0"
"12911","1","0","1","0","0","48","0"
"12921","1","0","1","0","0","96","0"
"12931","1","0","1","0","0","144","0"
"12941","1","0","1","0","0","192","0"
"12951","1","0","1","0","0","240","0"
"13011","2","0","5","0","0","44","0"
"13021","2","0","5","0","0","88","0"
"13031","2","0","5","0","0","132","0"
"13041","2","0","5","0","0","176","0"
"13051","2","0","5","0","0","220","0"
"13111","4","0","6","0","0","20","0"
"13121","4","0","6","0","0","40","0"
"13131","4","0","6","0","0","60","0"
"13141","4","0","6","0","0","80","0"
"13151","4","0","6","0","0","100","0"
"13211","5","0","2","0","0","90","0"
"13221","5","0","2","0","0","180","0"
"13231","5","0","2","0","0","270","0"
"13241","5","0","2","0","0","360","0"
"13251","5","0","2","0","0","450","0"
"13311","1","0","101","0","0","1","0"
"13321","1","0","101","0","0","2","0"
"13331","1","0","101","0","0","3","0"
"13411","4","0","101","0","0","1","0"
"13511","5","0","1","0","0","62","0"
"13521","5","0","1","0","0","124","0"
"13531","5","0","1","0","0","186","0"
"13541","5","0","1","0","0","248","0"
"13551","5","0","1","0","0","310","0"
"13611","1","0","4","0","0","92","0"
"13621","1","0","4","0","0","184","0"
"13631","1","0","4","0","0","276","0"
"13641","1","0","4","0","0","368","0"
"13651","1","0","4","0","0","460","0"
"13711","5","0","5","0","0","40","0"
"13721","5","0","5","0","0","80","0"
"13731","5","0","5","0","0","120","0"
"13741","5","0","5","0","0","160","0"
"13751","5","0","5","0","0","200","0"
"13811","1","3","5","2","5","42","4"
"13821","1","3","5","2","5","84","4"
"13831","1","3","5","2","5","126","4"
"13841","1","3","5","2","5","168","4"
"13851","1","3","5","2","5","210","4"
"13911","3","0","6","0","0","20","0"
"13921","3","0","6","0","0","40","0"
"13931","3","0","6","0","0","60","0"
"13941","3","0","6","0","0","80","0"
"13951","3","0","6","0","0","100","0"
"14011","4","0","5","0","0","40","0"
"14021","4","0","5","0","0","80","0"
"14031","4","0","5","0","0","120","0"
"14041","4","0","5","0","0","160","0"
"14051","4","0","5","0","0","200","0"
"14111","1","0","3","0","0","40","0"
"14121","1","0","3","0","0","80","0"
"14131","1","0","3","0","0","120","0"
"14141","1","0","3","0","0","160","0"
"14151","1","0","3","0","0","200","0"
"14211","2","0","2","0","0","94","0"
"14221","2","0","2","0","0","188","0"
"14231","2","0","2","0","0","282","0"
"14241","2","0","2","0","0","376","0"
"14251","2","0","2","0","0","470","0"
"14311","4","0","1","0","0","62","0"
"14321","4","0","1","0","0","124","0"
"14331","4","0","1","0","0","186","0"
"14341","4","0","1","0","0","248","0"
"14351","4","0","1","0","0","310","0"
"14411","5","0","2","0","0","92","0"
"14421","5","0","2","0","0","184","0"
"14431","5","0","2","0","0","276","0"
"14441","5","0","2","0","0","368","0"
"14451","5","0","2","0","0","460","0"
"14511","1","0","7","0","0","20","0"
"14521","1","0","7","0","0","40","0"
"14531","1","0","7","0","0","60","0"
"14541","1","0","7","0","0","80","0"
"14551","1","0","7","0","0","100","0"
"14611","2","0","5","0","0","46","0"
"14621","2","0","5","0","0","92","0"
"14631","2","0","5","0","0","138","0"
"14641","2","0","5","0","0","184","0"
"14651","2","0","5","0","0","230","0"
"14711","3","0","101","0","0","1","0"
"14721","3","0","101","0","0","2","0"
"14811","4","0","101","0","0","1","0"
"14821","4","0","101","0","0","2","0"
"14911","3","0","1","0","0","50","0"
"14921","3","0","1","0","0","100","0"
"14931","3","0","1","0","0","150","0"
"14941","3","0","1","0","0","200","0"
"14951","3","0","1","0","0","250","0"
"15011","5","0","5","0","0","42","0"
"15021","5","0","5","0","0","84","0"
"15031","5","0","5","0","0","126","0"
"15041","5","0","5","0","0","168","0"
"15051","5","0","5","0","0","210","0"
"15111","1","0","5","0","0","44","0"
"15121","1","0","5","0","0","88","0"
"15131","1","0","5","0","0","132","0"
"15141","1","0","5","0","0","176","0"
"15151","1","0","5","0","0","220","0"
"15211","1","0","100","0","0","1","0"
"15311","2","0","101","0","0","1","0"
"15321","2","0","101","0","0","2","0"
"15411","3","0","2","0","0","94","0"
"15421","3","0","2","0","0","188","0"
"15431","3","0","2","0","0","282","0"
"15441","3","0","2","0","0","376","0"
"15451","3","0","2","0","0","470","0"
"15511","4","0","5","0","0","42","0"
