f5f9046d27e2bc597d9b600959870b1a914d01232e696b1367c5dd631ed1b581,d781a90aff962baee896a6e1dfa66bf14d3626f4a0bf978408ff4dc872014379,4872f634bcab809bc70af71b24fcd248fa8983725704c65fe99754f70cb2ead7,fd5d77506b6df2039bd1ef74e8111db018c1804b979f6ba327c0501905631125,9da6b191434c11179badd7808ea2d6d7b7d3b476403bc3bb0eaf36f6939bb26d,a0264a850e41a0472ab8468b5ed7f1ffb4652fc5ded668c4beed47c7a88acf8c
"91002","56011258","50","0","8","496"
"10201259","56011259","1","1001","15","497"
"10201260","56011260","1","1002","15","498"
"10201261","56011261","1","1003","15","499"
"91002","56011261","50","0","8","500"
"10201262","56011262","1","1001","15","501"
"10201263","56011263","1","1002","15","502"
"10201264","56011264","1","1003","15","503"
"91002","56011264","50","0","8","504"
"10201265","56011265","1","1001","15","505"
"10201266","56011266","1","1002","15","506"
"10201267","56011267","1","1003","15","507"
"91002","56011267","50","0","8","508"
"10201268","56011268","1","1001","15","509"
"10201269","56011269","1","1002","15","510"
"10201270","56011270","1","1003","15","511"
"91002","56011270","50","0","8","512"
"10201271","56011271","1","1003","15","513"
"91002","56011271","100","0","8","514"
"10201272","56011272","1","1003","15","515"
"91002","56011272","100","0","8","516"
"10201273","56011273","1","1003","15","517"
"91002","56011273","100","0","8","518"
"10201274","56011274","1","1001","15","519"
"10201275","56011275","1","1002","15","520"
"10201276","56011276","1","1003","15","521"
"91002","56011276","50","0","8","522"
"10201277","56011277","1","1001","15","523"
"10201278","56011278","1","1002","15","524"
"10201279","56011279","1","1003","15","525"
"91002","56011279","50","0","8","526"
"10201280","56011280","1","1001","15","527"
"10201281","56011281","1","1002","15","528"
"10201282","56011282","1","1003","15","529"
"91002","56011282","50","0","8","530"
"10201283","56011283","1","1001","15","531"
"10201284","56011284","1","1002","15","532"
"10201285","56011285","1","1003","15","533"
"91002","56011285","50","0","8","534"
"10201286","56011286","1","1003","15","535"
"91002","56011286","100","0","8","536"
"11101001","56014001","1","1001","15","537"
"91002","56014001","10","0","8","538"
"11101002","56014002","1","1002","15","539"
"91002","56014002","20","0","8","540"
"11101003","56014003","1","1003","15","541"
"91002","56014003","50","0","8","542"
"11201001","56015001","1","1001","15","543"
"91002","56015001","50","0","8","544"
"11201002","56015002","1","1002","15","545"
"91002","56015002","50","0","8","546"
"11201003","56015003","1","1003","15","547"
"91002","56015003","50","0","8","548"
"10201287","56011287","1","1001","15","549"
"10201288","56011288","1","1002","15","550"
"10201289","56011289","1","1003","15","551"
"91002","56011289","50","0","8","552"
"10201290","56011290","1","1001","15","553"
"10201291","56011291","1","1002","15","554"
"10201292","56011292","1","1003","15","555"
"91002","56011292","50","0","8","556"
"10201293","56011293","1","1003","15","557"
"91002","56011293","100","0","8","558"
"10201294","56011294","1","1001","15","559"
"10201295","56011295","1","1002","15","560"
"10201296","56011296","1","1003","15","561"
"91002","56011296","50","0","8","562"
"10201297","56011297","1","1001","15","563"
"10201298","56011298","1","1002","15","564"
"10201299","56011299","1","1003","15","565"
"91002","56011299","50","0","8","566"
"10201300","56011300","1","1001","15","567"
"10201301","56011301","1","1002","15","568"
"10201302","56011302","1","1003","15","569"
"91002","56011302","50","0","8","570"
"10201303","56011303","1","1003","15","571"
"91002","56011303","100","0","8","572"
"10201304","56011304","1","1001","15","573"
"10201305","56011305","1","1002","15","574"
"10201306","56011306","1","1003","15","575"
"91002","56011306","50","0","8","576"
"10301015","58008015","1","1003","15","577"
"91002","58008015","50","0","8","578"
"10201307","56011307","1","1001","15","579"
"10201308","56011308","1","1002","15","580"
"10201309","56011309","1","1003","15","581"
"91002","56011309","50","0","8","582"
"10201310","56011310","1","1001","15","583"
"10201311","56011311","1","1002","15","584"
"10201312","56011312","1","1003","15","585"
"91002","56011312","50","0","8","586"
"10201313","56011313","1","1003","15","587"
"91002","56011313","100","0","8","588"
"10201314","56011314","1","1001","15","589"
"10201315","56011315","1","1002","15","590"
"10201316","56011316","1","1003","15","591"
"91002","56011316","50","0","8","592"
"10201317","56011317","1","1001","15","593"
"10201318","56011318","1","1002","15","594"
"10201319","56011319","1","1003","15","595"
"91002","56011319","50","0","8","596"
"10201320","56011320","1","1001","15","597"
"10201321","56011321","1","1002","15","598"
"10201322","56011322","1","1003","15","599"
"91002","56011322","50","0","8","600"
"10201323","56011323","1","1003","15","601"
"91002","56011323","100","0","8","602"
"10201324","56011324","1","1001","15","603"
"10201325","56011325","1","1002","15","604"
"10201326","56011326","1","1003","15","605"
"91002","56011326","50","0","8","606"
"10201327","56011327","1","1001","15","607"
"10201328","56011328","1","1002","15","608"
"10201329","56011329","1","1003","15","609"
"91002","56011329","50","0","8","610"
"10201330","56011330","1","1001","15","611"
"10201331","56011331","1","1002","15","612"
"10201332","56011332","1","1003","15","613"
"91002","56011332","50","0","8","614"
"10201333","56011333","1","1003","15","615"
"91002","56011333","100","0","8","616"
"10201334","56011334","1","1003","15","617"
"91002","56011334","100","0","8","618"
"10201335","56011335","1","1003","15","619"
"91002","56011335","100","0","8","620"
"10202100","56012100","1","1003","15","621"
"10201336","56011336","1","1001","15","622"
"10201337","56011337","1","1002","15","623"
"10201338","56011338","1","1003","15","624"
"91002","56011338","50","0","8","625"
"10201339","56011339","1","1001","15","626"
"10201340","56011340","1","1002","15","627"
"10201341","56011341","1","1003","15","628"
"91002","56011341","50","0","8","629"
"10202016","56012016","1","1003","15","630"
"10201342","56011342","1","1003","15","631"
"91002","56011342","100","0","8","632"
"10201343","56011343","1","1001","15","633"
"10201344","56011344","1","1002","15","634"
"10201345","56011345","1","1003","15","635"
"91002","56011345","50","0","8","636"
"10201346","56011346","1","1001","15","637"
"10201347","56011347","1","1002","15","638"
"10201348","56011348","1","1003","15","639"
"91002","56011348","50","0","8","640"
"10201349","56011349","1","1003","15","641"
"91002","56011349","100","0","8","642"
"10603001","55008001","1","1001","15","643"
"91002","55008001","50","0","8","644"
"10603002","55008002","1","1001","15","645"
"91002","55008002","50","0","8","646"
"10603003","55008003","1","1002","15","647"
"91002","55008003","50","0","8","648"
"10603004","55008004","1","1002","15","649"
"91002","55008004","50","0","8","650"
"10603005","55008005","1","1003","15","651"
"91002","55008005","50","0","8","652"
"10603006","55008006","1","1003","15","653"
"91002","55008006","50","0","8","654"
"10201350","56011350","1","1001","15","655"
"10201351","56011351","1","1002","15","656"
"10201352","56011352","1","1003","15","657"
"91002","56011352","50","0","8","658"
"10201353","56011353","1","1001","15","659"
"10201354","56011354","1","1002","15","660"
"10201355","56011355","1","1003","15","661"
"91002","56011355","50","0","8","662"
"10201356","56011356","1","1001","15","663"
"10201357","56011357","1","1002","15","664"
"10201358","56011358","1","1003","15","665"
"91002","56011358","50","0","8","666"
"10201359","56011359","1","1003","15","667"
"91002","56011359","100","0","8","668"
"10201360","56011360","1","1001","15","669"
"10201361","56011361","1","1002","15","670"
"10201362","56011362","1","1003","15","671"
"91002","56011362","50","0","8","672"
"10201363","56011363","1","1001","15","673"
"10201364","56011364","1","1002","15","674"
"10201365","56011365","1","1003","15","675"
"91002","56011365","50","0","8","676"
"10202017","56012017","1","1003","15","677"
"10201366","56011366","1","1001","15","678"
"10201367","56011367","1","1002","15","679"
"10201368","56011368","1","1003","15","680"
"91002","56011368","50","0","8","681"
"10201369","56011369","1","1001","15","682"
"10201370","56011370","1","1002","15","683"
"10201371","56011371","1","1003","15","684"
"91002","56011371","50","0","8","685"
"10201372","56011372","1","1003","15","686"
"91002","56011372","100","0","8","687"
"10201373","56011373","1","1001","15","688"
"10201374","56011374","1","1002","15","689"
"10201375","56011375","1","1003","15","690"
"91002","56011375","50","0","8","691"
"10201376","56011376","1","1001","15","692"
"10201377","56011377","1","1002","15","693"
"10201378","56011378","1","1003","15","694"
"91002","56011378","50","0","8","695"
"10201379","56011379","1","1001","15","696"
"10201380","56011380","1","1002","15","697"
"10201381","56011381","1","1003","15","698"
"91002","56011381","50","0","8","699"
"10201382","56011382","1","1001","15","700"
"10201383","56011383","1","1002","15","701"
"10201384","56011384","1","1003","15","702"
"91002","56011384","50","0","8","703"
"10201385","56011385","1","1003","15","704"
"91002","56011385","100","0","8","705"
"10201386","56011386","1","1001","15","706"
"10201387","56011387","1","1002","15","707"
"10201388","56011388","1","1003","15","708"
"91002","56011388","50","0","8","709"
"10201389","56011389","1","1001","15","710"
"10201390","56011390","1","1002","15","711"
"10201391","56011391","1","1003","15","712"
"91002","56011391","50","0","8","713"
"10201392","56011392","1","1001","15","714"
"10201393","56011393","1","1002","15","715"
"10201394","56011394","1","1003","15","716"
"91002","56011394","50","0","8","717"
"10201395","56011395","1","1003","15","718"
"91002","56011395","100","0","8","719"
"10201396","56011396","1","1003","15","720"
"91002","56011396","100","0","8","721"
"10201397","56011397","1","1001","15","722"
"10201398","56011398","1","1002","15","723"
"10201399","56011399","1","1003","15","724"
"91002","56011399","50","0","8","725"
"10201400","56011400","1","1001","15","726"
"10201401","56011401","1","1002","15","727"
"10201402","56011402","1","1003","15","728"
"91002","56011402","50","0","8","729"
"10201403","56011403","1","1001","15","730"
"10201404","56011404","1","1002","15","731"
"10201405","56011405","1","1003","15","732"
"91002","56011405","50","0","8","733"
"10201406","56011406","1","1003","15","734"
"91002","56011406","100","0","8","735"
"10201407","56011407","1","1001","15","736"
"10201408","56011408","1","1002","15","737"
"10201409","56011409","1","1003","15","738"
"91002","56011409","50","0","8","739"
"10201410","56011410","1","1001","15","740"
"10201411","56011411","1","1002","15","741"
"10201412","56011412","1","1003","15","742"
"91002","56011412","50","0","8","743"
"10201413","56011413","1","1003","15","744"
"91002","56011413","100","0","8","745"
"10201414","56011414","1","1001","15","746"
"10201415","56011415","1","1002","15","747"
"10201416","56011416","1","1003","15","748"
"91002","56011416","50","0","8","749"
"10201417","56011417","1","1001","15","750"
"10201418","56011418","1","1002","15","751"
"10201419","56011419","1","1003","15","752"
"91002","56011419","50","0","8","753"
"10201420","56011420","1","1001","15","754"
"10201421","56011421","1","1002","15","755"
"10201422","56011422","1","1003","15","756"
"91002","56011422","50","0","8","757"
"10201423","56011423","1","1003","15","758"
"91002","56011423","100","0","8","759"
"10201424","56011424","1","1001","15","760"
"10201425","56011425","1","1002","15","761"
"10201426","56011426","1","1003","15","762"
"91002","56011426","50","0","8","763"
"10201427","56011427","1","1001","15","764"
"10201428","56011428","1","1002","15","765"
"10201429","56011429","1","1003","15","766"
"91002","56011429","50","0","8","767"
"10201430","56011430","1","1001","15","768"
"10201431","56011431","1","1002","15","769"
"10201432","56011432","1","1003","15","770"
"91002","56011432","50","0","8","771"
"10201433","56011433","1","1001","15","772"
"10201434","56011434","1","1002","15","773"
"10201435","56011435","1","1003","15","774"
"91002","56011435","50","0","8","775"
"10201436","56011436","1","1003","15","776"
"91002","56011436","100","0","8","777"
"10201437","56011437","1","1001","15","778"
"10201438","56011438","1","1002","15","779"
"10201439","56011439","1","1003","15","780"
"91002","56011439","50","0","8","781"
"10201440","56011440","1","1001","15","782"
"10201441","56011441","1","1002","15","783"
"10201442","56011442","1","1003","15","784"
"91002","56011442","50","0","8","785"
"10201443","56011443","1","1001","15","786"
"10201444","56011444","1","1002","15","787"
"10201445","56011445","1","1003","15","788"
"91002","56011445","50","0","8","789"
"10201446","56011446","1","1003","15","790"
"91002","56011446","100","0","8","791"
"10201447","56011447","1","1001","15","792"
"10201448","56011448","1","1002","15","793"
"10201449","56011449","1","1003","15","794"
"91002","56011449","50","0","8","795"
"10201450","56011450","1","1001","15","796"
"10201451","56011451","1","1002","15","797"
"10201452","56011452","1","1003","15","798"
"91002","56011452","50","0","8","799"
"10201453","56011453","1","1001","15","800"
"10201454","56011454","1","1002","15","801"
"10201455","56011455","1","1003","15","802"
"91002","56011455","50","0","8","803"
"10201456","56011456","1","1001","15","804"
"10201457","56011457","1","1002","15","805"
"10201458","56011458","1","1003","15","806"
"91002","56011458","50","0","8","807"
"10201459","56011459","1","1001","15","808"
"10201460","56011460","1","1002","15","809"
"10201461","56011461","1","1003","15","810"
"91002","56011461","50","0","8","811"
"10201462","56011462","1","1003","15","812"
"91002","56011462","100","0","8","813"
"10201463","56011463","1","1003","15","814"
"91002","56011463","100","0","8","815"
"10201464","56011464","1","1003","15","816"
"91002","56011464","100","0","8","817"
"10201465","56011465","1","1001","15","818"
"10201466","56011466","1","1002","15","819"
"10201467","56011467","1","1003","15","820"
"91002","56011467","50","0","8","821"
"10201468","56011468","1","1001","15","822"
"10201469","56011469","1","1002","15","823"
"10201470","56011470","1","1003","15","824"
"91002","56011470","50","0","8","825"
"10201471","56011471","1","1003","15","826"
"91002","56011471","100","0","8","827"
"10201472","56011472","1","1001","15","828"
"10201473","56011473","1","1002","15","829"
"10201474","56011474","1","1003","15","830"
"91002","56011474","50","0","8","831"
"10201475","56011475","1","1001","15","832"
"10201476","56011476","1","1002","15","833"
"10201477","56011477","1","1003","15","834"
"91002","56011477","50","0","8","835"
"10201484","56011484","1","1003","15","836"
"91002","56011484","100","0","8","837"
"10201485","56011485","1","1001","15","838"
"10201486","56011486","1","1002","15","839"
"10201487","56011487","1","1003","15","840"
"91002","56011487","50","0","8","841"
"10201488","56011488","1","1001","15","842"
"10201489","56011489","1","1002","15","843"
"10201490","56011490","1","1003","15","844"
"91002","56011490","50","0","8","845"
"10201491","56011491","1","1001","15","846"
"10201492","56011492","1","1002","15","847"
