6cc542a958a9d8efcb9cd0307d492ed231f7f57f2a6721f965b39ce7a5794dbd,5e75ec9a0aec3b935b377406308cf0e2cefb216c6d6a7dd36b57ad5e17c791de,157e40704259f315d11479012ed9bf5b1b46d74b96024edc630233c03a225fdc,f6131e3357273c13762293a9a69df6b6cdd20fd7108ef09fcd5fc66cb2af35bd,f98765940b2364bbbbd835653e4246874ea725fc770bfaaf6e802234996681da,c680f9850d2965458872b489a26c4774c7a80c669df8a887e147eb6d71b585c7,7d4d4a904c6c2016a25183fdf4e1c505cde2217a5d37ce06afb3ab88dccf1dea
"-26","1.25","81006802","1006802","0","1.25","313300"
"0","1","81004201","1006901","0","1","311100"
"0","1","81004202","1006902","0","1","311100"
"-30","1.25","81007001","1007001","0","1.25","314001"
"-30","1.25","81007002","1007002","0","1.25","314002"
"0","1","81004401","1007101","0","1","311300"
"0","1","81004402","1007102","0","1","311300"
"-27","0.77","81007201","1007201","0","0.77","314100"
"-27","0.77","81007202","1007202","0","0.77","314100"
"0","1","81004601","1007301","0","1","311400"
"0","1","81004602","1007302","0","1","311400"
"-33","1.33","81007401","1007401","0","1.33","314200"
"-33","1.33","81007402","1007402","0","1.33","314200"
"0","1","81002405","1007501","0","1","311500"
"0","1","81002406","1007502","0","1","311500"
"-20","1.7","81007601","1007601","0","1.7","314300"
"-20","1.7","81007602","1007602","0","1.7","314300"
"-28","1.4","81005001","1007701","0","1.4","311600"
"-28","1.4","81005002","1007702","0","1.4","311600"
"-33","1.25","81007801","1007801","0","1.25","314400"
"-33","1.25","81007802","1007802","0","1.25","314400"
"0","1","81000605","1007901","0","1","312100"
"0","1","81003301","1007902","0","1","312100"
"-20","1","81003006","1008001","0","1","314500"
"-20","1","81008002","1008002","0","1","314500"
"0","1","81003005","1008101","0","1","312200"
"0","1","81003006","1008102","0","1","312200"
"-25","1.6","81003205","1008201","0","1.6","314600"
"-25","1.6","81003206","1008202","0","1.6","314600"
"0","1","81005601","1008301","0","1","312300"
"0","1","81005602","1008302","0","1","312302"
"0","1","100111","1008401","0","1","314700"
"0","1","100431","1008402","0","1","314700"
"0","0.9","81008501","1008501","0","0.9","314800"
"0","0.9","81008504","1008502","0","0.9","314800"
"0","1.75","100021","1008601","0","1.75","312600"
"0","1.75","100531","1008602","0","1.75","312600"
"0","1","101821","1008701","0","1","312700"
"0","1","101841","1008702","0","1","312700"
"-20","0.8","81008801","1008801","0","0.8","315100"
"-20","0.8","81008802","1008802","0","0.8","315100"
"-27","0.65","81006101","1008901","0","0.65","312800"
"-27","0.65","81006102","1008902","0","0.65","312800"
"-25","0.85","102994","1009001","0","0.85","315400"
"-25","0.85","102997","1009002","0","0.85","315400"
"-30","1","81006401","1009101","0","1","313200"
"-30","1","81006402","1009102","0","1","313200"
"-20","0.95","103021","1009201","0","0.95","316000"
"-20","0.95","103011","1009202","0","0.95","316000"
"-25","0.7","81006601","1009301","0","0.7","313100"
"-25","0.7","81006602","1009302","0","0.7","313100"
"-20","1.5","102091","1009401","0","1.5","316200"
"-20","1.5","102111","1009402","0","1.5","316200"
"-26","1.25","81006801","1009501","0","1.25","313300"
"-26","1.25","81006802","1009502","0","1.25","313300"
"-27","0.77","102591","1009601","0","0.77","316300"
"-27","0.77","102601","1009602","0","0.77","316300"
"-30","1.25","81007001","1009701","0","1.25","314001"
"-30","1.25","81007002","1009702","0","1.25","314002"
"-27","0.8","81000405","1009801","0","0.8","316400"
"-27","0.8","81000406","1009802","0","0.8","316400"
"-27","0.77","81007201","1009901","0","0.77","314100"
"-27","0.77","81007202","1009902","0","0.77","314100"
"-20","0.95","81010001","1010001","0","0.95","316500"
"-20","0.95","81010002","1010002","0","0.95","316500"
"-33","1.33","81007401","1010101","0","1.33","314200"
"-33","1.33","81007402","1010102","0","1.33","314200"
"-27","0.8","81010201","1010201","0","0.8","316700"
"-27","0.8","81010202","1010202","0","0.8","316700"
"-20","1.7","81007601","1010301","0","1.7","314300"
"-20","1.7","81007602","1010302","0","1.7","314300"
"-20","1","100091","1010401","0","1","318000"
"-20","1","100381","1010402","0","1","318000"
"-33","1.25","81007801","1010501","0","1.25","314400"
"-33","1.25","81007802","1010502","0","1.25","314400"
"-27","1","101361","1010601","0","1","318200"
"-27","1","102961","1010602","0","1","318200"
"-20","1","81003006","1010701","0","1","314500"
"-20","1","81008002","1010702","0","1","314500"
"-17","1.1","81001505","1010801","0","1.1","318100"
"-17","1.1","81010802","1010802","0","1.1","318100"
"-25","1.6","81003205","1010901","0","1.6","314600"
"-25","1.6","81003206","1010902","0","1.6","314600"
"-25","0.7","101581","1011001","0","0.7","318500"
"-25","0.7","103141","1011002","0","0.7","318500"
"-28","0.92","103151","1011101","0","0.92","318600"
"-28","0.92","103161","1011102","0","0.92","318600"
"0","1","100111","1011201","0","1","314700"
"0","1","100431","1011202","0","1","314700"
"0","0.9","81008501","1011301","0","0.9","314800"
"0","0.9","81008504","1011302","0","0.9","314800"
"-27","1.1","81011401","1011401","0","1.1","318300"
"-27","1.1","81011402","1011402","0","1.1","318300"
"-20","0.8","81008801","1011501","0","0.8","315100"
"-20","0.8","81008802","1011502","0","0.8","315100"
"0","1.18","102091","1011601","0","1.18","318800"
"0","1.18","102111","1011602","0","1.18","318800"
"-25","0.85","102994","1011701","0","0.85","315400"
"-25","0.85","102997","1011702","0","0.85","315400"
"-25","1.1","81011801","1011801","0","1.1","319100"
"-25","1.1","81011802","1011802","0","1.1","319100"
"-20","0.95","103021","1011901","0","0.95","316000"
"-20","0.95","103011","1011902","0","0.95","316000"
"-17","1.1","81012001","1012001","0","1.1","318900"
"-17","1.1","81012002","1012002","0","1.1","318900"
"-20","1.5","102091","1012101","0","1.5","316200"
"-20","1.5","102111","1012102","0","1.5","316200"
"0","1.4","81012207","1012201","0","1.4","319000"
"0","1.4","81012208","1012202","0","1.4","319000"
"-27","0.77","102591","1012301","0","0.77","316300"
"-27","0.77","102601","1012302","0","0.77","316300"
"-55","0.77","103051","1012401","0","0.77","319300"
"-55","0.77","102601","1012402","0","0.77","319300"
"-27","0.8","81000405","1012501","0","0.8","316400"
"-27","0.8","81000406","1012502","0","0.8","316400"
"-30","1.18","81012601","1012601","0","1.18","319500"
"-30","1.18","81012602","1012602","0","1.18","319500"
"-20","0.95","81010001","1012701","0","0.95","316500"
"-20","0.95","81010002","1012702","0","0.95","316500"
"0","1.5","101111","1012801","0","1.5","320000"
"0","1.5","101131","1012802","0","1.5","320000"
"-27","0.8","81010201","1012901","0","0.8","316700"
"-27","0.8","81010202","1012902","0","0.8","316700"
"0","1","81011401","1013001","0","1","313702"
"0","1","81013002","1013002","0","1","313702"
"-20","1","100091","1013101","0","1","318000"
"-20","1","100381","1013102","0","1","318000"
"-50","0.7","100941","1013201","0","0.7","320200"
"-50","0.7","100961","1013202","0","0.7","320200"
"-50","0.7","100961","1013203","0","0.7","320200"
"-27","1","101361","1013301","0","1","318200"
"-27","1","102961","1013302","0","1","318200"
"-27","1","102961","1013303","0","1","318200"
"-50","1","81013401","1013401","-20","1","320300"
"-50","1","81013402","1013402","-20","1","320300"
"-50","1","81013402","1013403","-20","1","320300"
"-17","1.1","81001505","1013501","0","1.1","318100"
"-17","1.1","81010802","1013502","0","1.1","318100"
"-17","1.1","81010802","1013503","0","1.1","318100"
"0","1","81013601","1013601","0","1","320400"
"0","1","81013602","1013602","0","1","320400"
"0","1","81013602","1013603","0","1","320400"
"10","0.65","81013701","1013701","0","0.65","320500"
"10","0.65","81013702","1013702","0","0.65","320500"
"10","0.65","81013702","1013703","0","0.65","320500"
"-25","0.7","101581","1013801","0","0.7","318500"
"-25","0.7","103141","1013802","0","0.7","318500"
"-25","0.7","103141","1013803","0","0.7","318500"
"0","0.9","103151","1013901","0","0.9","318600"
"0","0.9","103161","1013902","0","0.9","318600"
"0","0.9","103161","1013903","0","0.9","318600"
"-20","1.2","101951","1014001","0","1.2","320700"
"-20","1.2","101951","1014002","0","1.2","320700"
"-20","1.2","101951","1014003","0","1.2","320700"
"-27","1.1","81011401","1014101","0","1.1","318300"
"-27","1.1","81011402","1014102","0","1.1","318300"
"-27","1.1","81011402","1014103","0","1.1","318300"
"-10","1","100371","1014201","0","1","320900"
"-10","1","100381","1014202","0","1","320900"
"-10","1","100381","1014203","0","1","320900"
"0","1.18","102091","1014301","0","1.18","318800"
"0","1.18","102111","1014302","0","1.18","318800"
"0","1.18","102111","1014303","0","1.18","318800"
"-10","0.75","100021","1014401","0","0.75","321100"
"-10","0.75","100691","1014402","0","0.75","321100"
"-10","0.75","100691","1014403","0","0.75","321100"
"-25","1.1","81011801","1014501","0","1.1","319100"
"-25","1.1","81011802","1014502","0","1.1","319100"
"-25","1.1","81011802","1014503","0","1.1","319100"
"-25","0.85","81014601","1014601","0","0.85","321200"
"-25","0.85","81014602","1014602","0","0.85","321200"
"-25","0.85","81014602","1014603","0","0.85","321200"
"-17","1.1","81012001","1014701","0","1.1","318900"
"-17","1.1","81012002","1014702","0","1.1","318900"
"-17","1.1","81012002","1014703","0","1.1","318900"
"-30","1.1","81014801","1014801","0","1.1","321300"
"-30","1.1","81014802","1014802","0","1.1","321300"
"-30","1.1","81014802","1014803","0","1.1","321300"
"0","1.4","81012207","1014901","0","1.4","319000"
"0","1.4","81012208","1014902","0","1.4","319000"
"0","1.4","81012208","1014903","0","1.4","319000"
"-10","0.91","81015001","1015001","0","0.91","321400"
"-10","0.91","81015001","1015002","0","0.91","321400"
"-10","0.91","81015001","1015003","0","0.91","321400"
"-55","0.77","103051","1015101","0","0.77","319300"
"-55","0.77","102601","1015102","0","0.77","319300"
"-55","0.77","102601","1015103","0","0.77","319300"
"0","0.61","81015201","1015201","-20","0.61","321700"
"0","0.61","81015202","1015202","-20","0.61","321700"
"0","0.61","81015202","1015203","-20","0.61","321700"
"0","1","81001705","1015301","0","1","307400"
"0","1","81001706","1015302","0","1","307400"
"0","1","81001706","1015303","0","1","307400"
"-10","1","100051","1015401","0","1","321800"
"-10","1","100931","1015402","0","1","321800"
"-10","1","100931","1015403","0","1","321800"
"-30","1.18","103311","1015501","0","1.18","319500"
"-30","1.18","103321","1015502","0","1.18","319500"
"-30","1.18","103321","1015503","0","1.18","319500"
"13","0.73","81015601","1015601","0","0.73","322100"
"13","0.73","81015602","1015602","0","0.73","322100"
"13","0.73","81015602","1015603","0","0.73","322100"
"0","1.5","101111","1015701","0","1.5","320000"
"0","1.5","101131","1015702","0","1.5","320000"
"0","1.5","101131","1015703","0","1.5","320000"
