c259d33ab2c868da4785556640792d240eaa6739ed2fe11d18c50f1ea51ba5b0,58f8bcdcb173b2afb4bd06688f4e30fab34f33bcb4b1332a017a230e13b428b1,da0a148510816ed4825a304e431f2b4e125ffdce2c21936f81d646e3e66e3188,4a4b13953bb93d27e94b082badd4c41c451bcf5c5dbf645e732c66a13a533b0e,a8879ea31b18009a3f4bf9773bbc44690c782177f4142ddcc9a97d5becae3330,068d63fec0070b959a2cec5fe508ace7fd6fdc2ce46ebe4e17a82884c4e9bb11,7704279bce607235ef49880d54589926923fee843ce526c1027f068567de7710,e4f2f3767509ac304e1e44c98adb4453b2715e8fd4a31fcd22fc3243166c6acc
"11014","101","14.ウジェニア熱地","2015/12/17 15:00:00","bgm_M95","2030/12/17 14:59:59","bgm_M95","14.ウジェニア熱地"
"11015","101","15.タリア火山","2015/12/17 15:00:00","bgm_M96","2030/12/17 14:59:59","bgm_M96","15.タリア火山"
"11016","101","16.テミス銀嶺","2015/12/17 15:00:00","bgm_M140","2030/12/17 14:59:59","bgm_M140","16.テミス銀嶺"
"11017","101","17.フィデス氷原","2015/12/17 15:00:00","bgm_M141","2030/12/17 14:59:59","bgm_M141","17.フィデス氷原"
"11018","102","18.ファエトン原野・北部","2015/12/17 15:00:00","bgm_M179","2030/12/17 14:59:59","bgm_M179","18.ファエトン\n　　　　　原野・北部"
"11019","102","19.ファエトン原野・南部","2015/12/17 15:00:00","bgm_M179","2030/12/17 14:59:59","bgm_M179","19.ファエトン\n　　　　　原野・南部"
"11020","102","20.カスタリア樹林・西部","2015/12/17 15:00:00","bgm_M180","2030/12/17 14:59:59","bgm_M180","20.カスタリア\n　　　　　樹林・西部"
"11021","102","21.カスタリア樹林・東部","2015/12/17 15:00:00","bgm_M180","2030/12/17 14:59:59","bgm_M180","21.カスタリア\n　　　　　樹林・東部"
"11022","102","22.マティルド岩峯・南部","2015/12/17 15:00:00","bgm_M232","2030/12/17 14:59:59","bgm_M232","22.マティルド\n　　　　　岩峯・南部"
"11023","102","23.マティルド岩峯・北部","2015/12/17 15:00:00","bgm_M232","2030/12/17 14:59:59","bgm_M232","23.マティルド\n　　　　　岩峯・北部"
"11024","102","24.レディウス群峰・西麓","2015/12/17 15:00:00","bgm_M233","2030/12/17 14:59:59","bgm_M233","24.レディウス\n　　　　　群峰・西麓"
"11025","102","25.レディウス群峰・東麓","2015/12/17 15:00:00","bgm_M233","2030/12/17 14:59:59","bgm_M233","25.レディウス\n　　　　　群峰・東麓"
"11026","102","26.ペテロ大森林・西部","2015/12/17 15:00:00","bgm_M260","2030/12/17 14:59:59","bgm_M260","26.ペテロ大森林・西部"
"11027","102","27.ペテロ大森林・東部","2015/12/17 15:00:00","bgm_M260","2030/12/17 14:59:59","bgm_M260","27.ペテロ大森林・東部"
"11028","102","28.ディズタル河食岸・北部","2015/12/17 15:00:00","bgm_M278_E28","2030/12/17 14:59:59","bgm_M278","28.ディズタル\n　　　　　河食岸・北部"
"11029","102","29.ディズタル河食岸・南部","2015/12/17 15:00:00","bgm_M278_E29","2030/12/17 14:59:59","bgm_M278","29.ディズタル\n　　　　　河食岸・南部"
"11030","102","30.フテラ断崖・北部","2015/12/17 15:00:00","bgm_M293","2030/12/17 14:59:59","bgm_M293","30.フテラ断崖・北部"
"11031","102","31.フテラ断崖・南部","2015/12/17 15:00:00","bgm_M293","2030/12/17 14:59:59","bgm_M293","31.フテラ断崖・南部"
"11032","102","32.ファスキア森林・南部","2015/12/17 15:00:00","bgm_M339","2030/12/17 14:59:59","bgm_M339","32.ファスキア\n　　　　　　森林・南部"
"11033","102","33.ファスキア森林・東部","2015/12/17 15:00:00","bgm_M339","2030/12/17 14:59:59","bgm_M339","33.ファスキア\n　　　　　　森林・東部"
"11034","102","34.デクスティア岩崖・西壁","2015/12/17 15:00:00","bgm_M374","2030/12/17 14:59:59","bgm_M374","34.デクスティア\n　　　　　岩崖・西壁"
"11035","102","35.デクスティア岩崖・東壁","2015/12/17 15:00:00","bgm_M374","2030/12/17 14:59:59","bgm_M374","35.デクスティア\n　　　　　岩崖・東壁"
"11036","102","36.ヴェーナ湖畔道・南部","2015/12/17 15:00:00","bgm_M392","2030/12/17 14:59:59","bgm_M392","36.ヴェーナ\n　　　　　湖畔道・南部"
"11037","102","37.ヴェーナ湖畔道・北部","2015/12/17 15:00:00","bgm_M392","2030/12/17 14:59:59","bgm_M392","37.ヴェーナ\n　　　　　湖畔道・北部"
"11038","102","38.ラトゥス断崖・南部","2015/12/17 15:00:00","bgm_M411","2030/12/17 14:59:59","bgm_M411","38.ラトゥス\n　　　　　断崖・南部"
"11039","102","39.ラトゥス断崖・北部","2015/12/17 15:00:00","bgm_M411","2030/12/17 14:59:59","bgm_M411","39.ラトゥス\n　　　　　断崖・北部"
"11040","102","40.スカプ山系・西麓","2015/12/17 15:00:00","bgm_M411_E40","2030/12/17 14:59:59","bgm_M411","40.スカプ\n　　　　　山系・西麓"
"11041","102","41.スカプ山系・東麓","2015/12/17 15:00:00","bgm_M411_E40","2030/12/17 14:59:59","bgm_M411","41.スカプ\n　　　　　山系・東麓"
"11042","102","42.ペクトス氷峰・西壁","2015/12/17 15:00:00","bgm_M411_E40","2030/12/17 14:59:59","bgm_M411","42.ペクトス\n　　　　　氷峰・西壁"
"11043","102","43.ペクトス氷峰・東壁","2015/12/17 15:00:00","bgm_M411_E40","2030/12/17 14:59:59","bgm_M411","43.ペクトス\n　　　　　氷峰・東壁"
"11044","102","44.スクァーマ氷脈・西壁","2015/12/17 15:00:00","bgm_M411_E40","2030/12/17 14:59:59","bgm_M411","44.スクァーマ\n　　　　　氷脈・西壁"
"11045","102","45.スクァーマ氷脈・東壁","2015/12/17 15:00:00","bgm_M411_E40","2030/12/17 14:59:59","bgm_M411","45.スクァーマ\n　　　　　氷脈・東壁"
"11046","102","46.ラテリ連山・崖上","2015/12/17 15:00:00","bgm_M483_E46","2030/12/17 14:59:59","bgm_M483","46.ラテリ\n　　　　　連山・崖上"
"11047","102","47.ラテリ連山・崖下","2015/12/17 15:00:00","bgm_M483_E46","2030/12/17 14:59:59","bgm_M483","47.ラテリ\n　　　　　連山・崖下"
"11048","102","48.エスタ荒野・南部","2015/12/17 15:00:00","bgm_M483_E46","2030/12/17 14:59:59","bgm_M483","48.エスタ\n　　　　　荒野・南部"
"11049","102","49.エスタ荒野・北部","2015/12/17 15:00:00","bgm_M483_E46","2030/12/17 14:59:59","bgm_M483","49.エスタ\n　　　　　荒野・北部"
"11050","102","50.ネロ岩礁・西部","2015/12/17 15:00:00","bgm_M483_E50","2030/12/17 14:59:59","bgm_M483","50.ネロ\n　　　　　岩礁・西部"
"11051","102","51.ネロ岩礁・東部","2015/12/17 15:00:00","bgm_M483_E50","2030/12/17 14:59:59","bgm_M483","51.ネロ\n　　　　　岩礁・東部"
"11052","102","52.ピニオン浜堤・西岸","2015/12/17 15:00:00","bgm_M483_E50","2030/12/17 14:59:59","bgm_M483","52.ピニオン\n　　　　　浜堤・西岸"
"11053","102","53.ピニオン浜堤・東岸","2015/12/17 15:00:00","bgm_M483_E50","2030/12/17 14:59:59","bgm_M483","53.ピニオン\n　　　　　浜堤・東岸"
"11054","102","54.トータティス砂岸・西部","2015/12/17 15:00:00","bgm_M483_E50","2030/12/17 14:59:59","bgm_M483","54.トータティス砂岸\n　　　　　西部"
"11055","102","55.トータティス砂岸・東部","2015/12/17 15:00:00","bgm_M483_E50","2030/12/17 14:59:59","bgm_M483","55.トータティス砂岸\n　　　　　東部"
"11056","102","56.オニュクス砂島・北部","2015/12/17 15:00:00","bgm_M483_E50","2030/12/17 14:59:59","bgm_M483","56.オニュクス砂島\n　　　　　北部"
"11057","102","57.オニュクス砂島・南部","2015/12/17 15:00:00","bgm_M571","2030/12/17 14:59:59","bgm_M571","57.オニュクス砂島\n　　　　　南部"
"11058","102","58.クルース密林・東部","2015/12/17 15:00:00","bgm_M599A","2030/12/17 14:59:59","bgm_M599A","58.クルース\n　　　　　密林・東部"
"11059","102","59.クルース密林・西部","2015/12/17 15:00:00","bgm_M599A","2030/12/17 14:59:59","bgm_M599A","59.クルース\n　　　　　密林・西部"
"11060","102","60.カウダ砂浜・北部","2015/12/17 15:00:00","bgm_M599A","2030/12/17 14:59:59","bgm_M599A","60.カウダ\n　　　　　砂浜・北部"
"11061","102","61.カウダ砂浜・南部","2015/12/17 15:00:00","bgm_M599A","2030/12/17 14:59:59","bgm_M599A","61.カウダ\n　　　　　砂浜・南部"
"11062","102","62.プロピーナ岬","2015/12/17 15:00:00","bgm_M599A","2030/12/17 14:59:59","bgm_M599A","62.プロピーナ岬"
"11063","103","63.アパレーユ街道・西側","2015/12/17 15:00:00","bgm_MC001","2030/12/17 14:59:59","bgm_MC001","63.アパレーユ\n　　　　　街道・西側"
"11064","103","64.アパレーユ街道・東側","2015/12/17 15:00:00","bgm_MC001","2030/12/17 14:59:59","bgm_MC001","64.アパレーユ\n　　　　　街道・東側"
"11065","103","65.キャッスル・オブ・パルフェ　城下町","2015/12/17 15:00:00","bgm_MC001","2030/12/17 14:59:59","bgm_MC001","65.キャッスル・オブ・パルフェ\n　　　　　　城下町"
"11066","103","66.ラモリール平原","2015/12/17 15:00:00","bgm_MC001","2030/12/17 14:59:59","bgm_MC001","66.ラモリール平原"
"11067","104","67.渦炎密林","2015/12/17 15:00:00","bgm_MC079","2030/12/17 14:59:59","bgm_MC079","67.渦炎密林"
"11068","104","68.思索樹海","2015/12/17 15:00:00","bgm_MC079","2030/12/17 14:59:59","bgm_MC079","68.思索樹海"
"11069","104","69.鬼ノ膝元","2015/12/17 15:00:00","bgm_MC079","2030/12/17 14:59:59","bgm_MC079","69.鬼ノ膝元"
"11070","104","70.炎縄河","2015/12/17 15:00:00","bgm_MC079","2030/12/17 14:59:59","bgm_MC079","70.炎縄河"
"11071","104","71.崩豹峠","2015/12/17 15:00:00","bgm_MC079","2030/12/17 14:59:59","bgm_MC079","71.崩豹峠"
"11072","104","72.怒錐ヶ岳","2015/12/17 15:00:00","bgm_MC079","2030/12/17 14:59:59","bgm_MC079","72.怒錐ヶ岳"
"11073","105","73.久遠氷河・南端","2015/12/17 15:00:00","bgm_MC201","2030/12/17 14:59:59","bgm_MC201","73.久遠氷河・南端"
"11074","105","74.幽魂湿原","2015/12/17 15:00:00","bgm_MC201","2030/12/17 14:59:59","bgm_MC201","74.幽魂湿原"
"11075","105","75.巨鯨城・近隣","2015/12/17 15:00:00","bgm_MC201","2030/12/17 14:59:59","bgm_MC201","75.巨鯨城・近隣"
"12001","101","1.ジュノー平野","2015/12/17 15:00:00","bgm_M61","2030/12/17 14:59:59","bgm_M61","1.ジュノー平野"
"12002","101","2.パラス高原","2015/12/17 15:00:00","bgm_M61_02","2030/12/17 14:59:59","bgm_M61","2.パラス高原"
"12003","101","3.ヘーベ丘陵","2015/12/17 15:00:00","bgm_M61_03","2030/12/17 14:59:59","bgm_M61","3.ヘーベ丘陵"
"12004","101","4.ベスタ渓谷","2015/12/17 15:00:00","bgm_M61_04","2030/12/17 14:59:59","bgm_M61","4.ベスタ渓谷"
"12005","101","5.ケレス森林","2015/12/17 15:00:00","bgm_M62_01","2030/12/17 14:59:59","bgm_M62","5.ケレス森林"
"12006","101","6.フローラ湖畔","2015/12/17 15:00:00","bgm_M62_02","2030/12/17 14:59:59","bgm_M62","6.フローラ湖畔"
"12007","101","7.メティス大瀑布","2015/12/17 15:00:00","bgm_M62_03","2030/12/17 14:59:59","bgm_M62","7.メティス大瀑布"
"12008","101","8.イリス樹海","2015/12/17 15:00:00","bgm_M42_02","2030/12/17 14:59:59","bgm_M42","8.イリス樹海"
"12009","101","9.フリガ雪原","2015/12/17 15:00:00","bgm_M58","2030/12/17 14:59:59","bgm_M58","9.フリガ雪原"
"12010","101","10.ロレッタ海岸","2015/12/17 15:00:00","bgm_M101","2030/12/17 14:59:59","bgm_M101","10.ロレッタ海岸"
"12011","101","11.ゲヌア砂漠","2015/12/17 15:00:00","bgm_M93","2030/12/17 14:59:59","bgm_M93","11.ゲヌア砂漠"
"12012","101","12.ボノニア砂丘","2015/12/17 15:00:00","bgm_M94","2030/12/17 14:59:59","bgm_M94","12.ボノニア砂丘"
"12013","101","13.ドロテア湿地","2015/12/17 15:00:00","bgm_M118","2030/12/17 14:59:59","bgm_M118","13.ドロテア湿地"
"12014","101","14.ウジェニア熱地","2015/12/17 15:00:00","bgm_M95","2030/12/17 14:59:59","bgm_M95","14.ウジェニア熱地"
"12015","101","15.タリア火山","2015/12/17 15:00:00","bgm_M96","2030/12/17 14:59:59","bgm_M96","15.タリア火山"
"12016","101","16.テミス銀嶺","2015/12/17 15:00:00","bgm_M140","2030/12/17 14:59:59","bgm_M140","16.テミス銀嶺"
"12017","101","17.フィデス氷原","2015/12/17 15:00:00","bgm_M141","2030/12/17 14:59:59","bgm_M141","17.フィデス氷原"
"12018","102","18.ファエトン原野・北部","2015/12/17 15:00:00","bgm_M179","2030/12/17 14:59:59","bgm_M179","18.ファエトン\n　　　　　原野・北部"
"12019","102","19.ファエトン原野・南部","2015/12/17 15:00:00","bgm_M179","2030/12/17 14:59:59","bgm_M179","19.ファエトン\n　　　　　原野・南部"
"12020","102","20.カスタリア樹林・西部","2015/12/17 15:00:00","bgm_M180","2030/12/17 14:59:59","bgm_M180","20.カスタリア\n　　　　　樹林・西部"
"12021","102","21.カスタリア樹林・東部","2015/12/17 15:00:00","bgm_M180","2030/12/17 14:59:59","bgm_M180","21.カスタリア\n　　　　　樹林・東部"
"12022","102","22.マティルド岩峯・南部","2015/12/17 15:00:00","bgm_M232","2030/12/17 14:59:59","bgm_M232","22.マティルド\n　　　　　岩峯・南部"
"12023","102","23.マティルド岩峯・北部","2015/12/17 15:00:00","bgm_M232","2030/12/17 14:59:59","bgm_M232","23.マティルド\n　　　　　岩峯・北部"
"12024","102","24.レディウス群峰・西麓","2015/12/17 15:00:00","bgm_M233","2030/12/17 14:59:59","bgm_M233","24.レディウス\n　　　　　群峰・西麓"
"12025","102","25.レディウス群峰・東麓","2015/12/17 15:00:00","bgm_M233","2030/12/17 14:59:59","bgm_M233","25.レディウス\n　　　　　群峰・東麓"
"12026","102","26.ペテロ大森林・西部","2015/12/17 15:00:00","bgm_M260","2030/12/17 14:59:59","bgm_M260","26.ペテロ大森林・西部"
"12027","102","27.ペテロ大森林・東部","2015/12/17 15:00:00","bgm_M260","2030/12/17 14:59:59","bgm_M260","27.ペテロ大森林・東部"
"12028","102","28.ディズタル河食岸・北部","2015/12/17 15:00:00","bgm_M278_E28","2030/12/17 14:59:59","bgm_M278","28.ディズタル\n　　　　　河食岸・北部"
"12029","102","29.ディズタル河食岸・南部","2015/12/17 15:00:00","bgm_M278_E29","2030/12/17 14:59:59","bgm_M278","29.ディズタル\n　　　　　河食岸・南部"
"12030","102","30.フテラ断崖・北部","2015/12/17 15:00:00","bgm_M293","2030/12/17 14:59:59","bgm_M293","30.フテラ断崖・北部"
"12031","102","31.フテラ断崖・南部","2015/12/17 15:00:00","bgm_M293","2030/12/17 14:59:59","bgm_M293","31.フテラ断崖・南部"
"12032","102","32.ファスキア森林・南部","2015/12/17 15:00:00","bgm_M339","2030/12/17 14:59:59","bgm_M339","32.ファスキア\n　　　　　　森林・南部"
"12033","102","33.ファスキア森林・東部","2015/12/17 15:00:00","bgm_M339","2030/12/17 14:59:59","bgm_M339","33.ファスキア\n　　　　　　森林・東部"
"12034","102","34.デクスティア岩崖・西壁","2015/12/17 15:00:00","bgm_M374","2030/12/17 14:59:59","bgm_M374","34.デクスティア\n　　　　　岩崖・西壁"
"12035","102","35.デクスティア岩崖・東壁","2015/12/17 15:00:00","bgm_M374","2030/12/17 14:59:59","bgm_M374","35.デクスティア\n　　　　　岩崖・東壁"
"12036","102","36.ヴェーナ湖畔道・南部","2015/12/17 15:00:00","bgm_M392","2030/12/17 14:59:59","bgm_M392","36.ヴェーナ\n　　　　　湖畔道・南部"
"12037","102","37.ヴェーナ湖畔道・北部","2015/12/17 15:00:00","bgm_M392","2030/12/17 14:59:59","bgm_M392","37.ヴェーナ\n　　　　　湖畔道・北部"
"12038","102","38.ラトゥス断崖・南部","2015/12/17 15:00:00","bgm_M411","2030/12/17 14:59:59","bgm_M411","38.ラトゥス\n　　　　　断崖・南部"
"12039","102","39.ラトゥス断崖・北部","2015/12/17 15:00:00","bgm_M411","2030/12/17 14:59:59","bgm_M411","39.ラトゥス\n　　　　　断崖・北部"
"12040","102","40.スカプ山系・西麓","2015/12/17 15:00:00","bgm_M411_E40","2030/12/17 14:59:59","bgm_M411","40.スカプ\n　　　　　山系・西麓"
"12041","102","41.スカプ山系・東麓","2015/12/17 15:00:00","bgm_M411_E40","2030/12/17 14:59:59","bgm_M411","41.スカプ\n　　　　　山系・東麓"
"12042","102","42.ペクトス氷峰・西壁","2015/12/17 15:00:00","bgm_M411_E40","2030/12/17 14:59:59","bgm_M411","42.ペクトス\n　　　　　氷峰・西壁"
"12043","102","43.ペクトス氷峰・東壁","2015/12/17 15:00:00","bgm_M411_E40","2030/12/17 14:59:59","bgm_M411","43.ペクトス\n　　　　　氷峰・東壁"
"12044","102","44.スクァーマ氷脈・西壁","2015/12/17 15:00:00","bgm_M411_E40","2030/12/17 14:59:59","bgm_M411","44.スクァーマ\n　　　　　氷脈・西壁"
"12045","102","45.スクァーマ氷脈・東壁","2015/12/17 15:00:00","bgm_M411_E40","2030/12/17 14:59:59","bgm_M411","45.スクァーマ\n　　　　　氷脈・東壁"
"12046","102","46.ラテリ連山・崖上","2015/12/17 15:00:00","bgm_M483_E46","2030/12/17 14:59:59","bgm_M483","46.ラテリ\n　　　　　連山・崖上"
"12047","102","47.ラテリ連山・崖下","2015/12/17 15:00:00","bgm_M483_E46","2030/12/17 14:59:59","bgm_M483","47.ラテリ\n　　　　　連山・崖下"
"12048","102","48.エスタ荒野・南部","2015/12/17 15:00:00","bgm_M483_E46","2030/12/17 14:59:59","bgm_M483","48.エスタ\n　　　　　荒野・南部"
"12049","102","49.エスタ荒野・北部","2015/12/17 15:00:00","bgm_M483_E46","2030/12/17 14:59:59","bgm_M483","49.エスタ\n　　　　　荒野・北部"
"12050","102","50.ネロ岩礁・西部","2015/12/17 15:00:00","bgm_M483_E50","2030/12/17 14:59:59","bgm_M483","50.ネロ\n　　　　　岩礁・西部"
"12051","102","51.ネロ岩礁・東部","2015/12/17 15:00:00","bgm_M483_E50","2030/12/17 14:59:59","bgm_M483","51.ネロ\n　　　　　岩礁・東部"
"12052","102","52.ピニオン浜堤・西岸","2015/12/17 15:00:00","bgm_M483_E50","2030/12/17 14:59:59","bgm_M483","52.ピニオン\n　　　　　浜堤・西岸"
"12053","102","53.ピニオン浜堤・東岸","2015/12/17 15:00:00","bgm_M483_E50","2030/12/17 14:59:59","bgm_M483","53.ピニオン\n　　　　　浜堤・東岸"
"12054","102","54.トータティス砂岸・西部","2015/12/17 15:00:00","bgm_M483_E50","2030/12/17 14:59:59","bgm_M483","54.トータティス砂岸\n　　　　　西部"
"12055","102","55.トータティス砂岸・東部","2015/12/17 15:00:00","bgm_M483_E50","2030/12/17 14:59:59","bgm_M483","55.トータティス砂岸\n　　　　　東部"
"12056","102","56.オニュクス砂島・北部","2015/12/17 15:00:00","bgm_M483_E50","2030/12/17 14:59:59","bgm_M483","56.オニュクス砂島\n　　　　　北部"
"12057","102","57.オニュクス砂島・南部","2015/12/17 15:00:00","bgm_M571","2030/12/17 14:59:59","bgm_M571","57.オニュクス砂島\n　　　　　南部"
"12058","102","58.クルース密林・東部","2015/12/17 15:00:00","bgm_M599A","2030/12/17 14:59:59","bgm_M599A","58.クルース\n　　　　　密林・東部"
"12063","103","63.アパレーユ街道・西側","2015/12/17 15:00:00","bgm_MC001","2030/12/17 14:59:59","bgm_MC001","63.アパレーユ\n　　　　　街道・西側"
"12064","103","64.アパレーユ街道・東側","2015/12/17 15:00:00","bgm_MC001","2030/12/17 14:59:59","bgm_MC001","64.アパレーユ\n　　　　　街道・東側"
"12065","103","65.キャッスル・オブ・パルフェ　城下町","2015/12/17 15:00:00","bgm_MC001","2030/12/17 14:59:59","bgm_MC001","65.キャッスル・オブ・パルフェ\n　　　　　　城下町"
"12066","103","66.ラモリール平原","2015/12/17 15:00:00","bgm_MC001","2030/12/17 14:59:59","bgm_MC001","66.ラモリール平原"
"12067","104","67.渦炎密林","2015/12/17 15:00:00","bgm_MC079","2030/12/17 14:59:59","bgm_MC079","67.渦炎密林"
"12068","104","68.思索樹海","2015/12/17 15:00:00","bgm_MC079","2030/12/17 14:59:59","bgm_MC079","68.思索樹海"
"12069","104","69.鬼ノ膝元","2015/12/17 15:00:00","bgm_MC079","2030/12/17 14:59:59","bgm_MC079","69.鬼ノ膝元"
"12070","104","70.炎縄河","2015/12/17 15:00:00","bgm_MC079","2030/12/17 14:59:59","bgm_MC079","70.炎縄河"
"12071","104","71.崩豹峠","2015/12/17 15:00:00","bgm_MC079","2030/12/17 14:59:59","bgm_MC079","71.崩豹峠"
"12072","104","72.怒錐ヶ岳","2015/12/17 15:00:00","bgm_MC079","2030/12/17 14:59:59","bgm_MC079","72.怒錐ヶ岳"
"12073","105","73.久遠氷河・南端","2015/12/17 15:00:00","bgm_MC201","2030/12/17 14:59:59","bgm_MC201","73.久遠氷河・南端"
"12074","105","74.幽魂湿原","2015/12/17 15:00:00","bgm_MC201","2030/12/17 14:59:59","bgm_MC201","74.幽魂湿原"
"13018","102","18.ファエトン原野・北部","2015/12/17 15:00:00","bgm_M179","2030/12/17 14:59:00","bgm_M179","18.ファエトン\n　　　　　原野・北部"
"13019","102","19.ファエトン原野・南部","2015/12/17 15:00:00","bgm_M179","2030/12/17 14:59:59","bgm_M179","19.ファエトン\n　　　　　原野・南部"
"13020","102","20.カスタリア樹林・西部","2015/12/17 15:00:00","bgm_M180","2030/12/17 14:59:59","bgm_M180","20.カスタリア\n　　　　　樹林・西部"
"13021","102","21.カスタリア樹林・東部","2015/12/17 15:00:00","bgm_M180","2030/12/17 14:59:59","bgm_M180","21.カスタリア\n　　　　　樹林・東部"
"13022","102","22.マティルド岩峯・南部","2015/12/17 15:00:00","bgm_M232","2030/12/17 14:59:59","bgm_M232","22.マティルド\n　　　　　岩峯・南部"
"13023","102","23.マティルド岩峯・北部","2015/12/17 15:00:00","bgm_M232","2030/12/17 14:59:59","bgm_M232","23.マティルド\n　　　　　岩峯・北部"
"13024","102","24.レディウス群峰・西麓","2015/12/17 15:00:00","bgm_M233","2030/12/17 14:59:59","bgm_M233","24.レディウス\n　　　　　群峰・西麓"
"13025","102","25.レディウス群峰・東麓","2015/12/17 15:00:00","bgm_M233","2030/12/17 14:59:59","bgm_M233","25.レディウス\n　　　　　群峰・東麓"
"13026","102","26.ペテロ大森林・西部","2015/12/17 15:00:00","bgm_M260","2030/12/17 14:59:59","bgm_M260","26.ペテロ大森林・西部"
"13027","102","27.ペテロ大森林・東部","2015/12/17 15:00:00","bgm_M260","2030/12/17 14:59:59","bgm_M260","27.ペテロ大森林・東部"
"13028","102","28.ディズタル河食岸・北部","2015/12/17 15:00:00","bgm_M278_E28","2030/12/17 14:59:59","bgm_M278","28.ディズタル\n　　　　　河食岸・北部"
"13029","102","29.ディズタル河食岸・南部","2015/12/17 15:00:00","bgm_M278_E29","2030/12/17 14:59:59","bgm_M278","29.ディズタル\n　　　　　河食岸・南部"
"13030","102","30.フテラ断崖・北部","2015/12/17 15:00:00","bgm_M293","2030/12/17 14:59:59","bgm_M293","30.フテラ断崖・北部"
"13031","102","31.フテラ断崖・南部","2015/12/17 15:00:00","bgm_M293","2030/12/17 14:59:59","bgm_M293","31.フテラ断崖・南部"
"13032","102","32.ファスキア森林・南部","2015/12/17 15:00:00","bgm_M339","2030/12/17 14:59:59","bgm_M339","32.ファスキア\n　　　　　　森林・南部"
"13033","102","33.ファスキア森林・東部","2015/12/17 15:00:00","bgm_M339","2030/12/17 14:59:59","bgm_M339","33.ファスキア\n　　　　　　森林・東部"
"13034","102","34.デクスティア岩崖・西壁","2015/12/17 15:00:00","bgm_M374","2030/12/17 14:59:59","bgm_M374","34.デクスティア\n　　　　　岩崖・西壁"
"13035","102","35.デクスティア岩崖・東壁","2015/12/17 15:00:00","bgm_M374","2030/12/17 14:59:59","bgm_M374","35.デクスティア\n　　　　　岩崖・東壁"
"13063","103","63.アパレーユ街道・西側","2015/12/17 15:00:00","bgm_MC001","2030/12/17 14:59:59","bgm_MC001","63.アパレーユ\n　　　　　街道・西側"
"13064","103","64.アパレーユ街道・東側","2015/12/17 15:00:00","bgm_MC001","2030/12/17 14:59:59","bgm_MC001","64.アパレーユ\n　　　　　街道・東側"
"13065","103","65.キャッスル・オブ・パルフェ　城下町","2015/12/17 15:00:00","bgm_MC001","2030/12/17 14:59:59","bgm_MC001","65.キャッスル・オブ・パルフェ\n　　　　　　城下町"
"13067","104","67.渦炎密林","2015/12/17 15:00:00","bgm_MC079","2030/12/17 14:59:59","bgm_MC079","67.渦炎密林"
"13068","104","68.思索樹海","2015/12/17 15:00:00","bgm_MC079","2030/12/17 14:59:59","bgm_MC079","68.思索樹海"
"18001","0","聖跡調査クエスト","2015/12/17 15:00:00","","2030/12/17 14:59:59","","聖跡調査クエスト"
