eb6e7750dc446f4291c400cee6d51a5e8c2462fb01af95665865415cc862340c,9eabad062c254f3855757fa9b941cf7d9f809e1fb9c5baf3dc51f77daf33d3cb,ffe50351f3ad21c9290c8f724e18b184860e5952651828a99c753e407ca14171,a1e9ce345ceca192cd7cd3418b815555fdceff727bfeeca8bbeff4a64fde47e6,0f7482aad0114b5773514be1cca3ef4b79f62c5f04607eb2069fae5226569747,dd3bfdf5db77425de5d097130bf4bae3fec6a531836c0c4f5b4afe1f3c8a64d0
"831","-1001","2816","2","3","-1001"
"841","-963","2816","2","3","-1001"
"851","-963","2816","2","3","-963"
"861","-963","2816","2","3","-963"
"871","-925","2816","2","3","-963"
"881","-887","2816","2","3","-925"
"891","-887","2816","2","3","-887"
"901","-887","2816","2","3","-887"
"911","-849","2816","2","3","-887"
"921","-811","2816","2","3","-849"
"931","-773","2816","2","3","-811"
"941","-735","2816","2","3","-773"
"951","-697","2816","2","3","-735"
"961","-659","2816","2","3","-697"
"971","-621","2816","2","3","-659"
"981","-583","2816","2","3","-621"
"991","-583","2816","2","3","-583"
"1001","-583","2816","2","3","-583"
"1011","-583","2816","2","3","-583"
"1021","-545","2816","2","3","-583"
"1031","-507","2816","2","3","-545"
"1041","-507","2816","2","3","-507"
"1051","-507","2816","2","3","-507"
"1061","-434","2816","2","3","-507"
"1071","-1137","2816","2","4","-1220"
"1081","-1096","2816","2","4","-1137"
"1091","-1096","2816","2","4","-1096"
"1101","-1096","2816","2","4","-1096"
"1111","-1096","2816","2","4","-1096"
"1121","-1096","2816","2","4","-1096"
"1131","-1055","2816","2","4","-1096"
"1141","-1014","2816","2","4","-1055"
"1151","-1014","2816","2","4","-1014"
"1161","-1014","2816","2","4","-1014"
"1171","-1014","2816","2","4","-1014"
"1181","-973","2816","2","4","-1014"
"1191","-932","2816","2","4","-973"
"1201","-891","2816","2","4","-932"
"1211","-891","2816","2","4","-891"
"1221","-891","2816","2","4","-891"
"1231","-891","2816","2","4","-891"
"1241","-850","2816","2","4","-891"
"1251","-809","2816","2","4","-850"
"1261","-809","2816","2","4","-809"
"1271","-809","2816","2","4","-809"
"1281","-768","2816","2","4","-809"
"1291","-727","2816","2","4","-768"
"1301","-686","2816","2","4","-727"
"1311","-686","2816","2","4","-686"
"1321","-645","2816","2","4","-686"
"1331","-604","2816","2","4","-645"
"1341","-563","2816","2","4","-604"
"1351","-522","2816","2","4","-563"
"1361","-439","2816","2","4","-522"
"1371","-1166","2816","2","5","-1230"
"1381","-1129","2816","2","5","-1166"
"1391","-1129","2816","2","5","-1129"
"1401","-1129","2816","2","5","-1129"
"1411","-1129","2816","2","5","-1129"
"1421","-1092","2816","2","5","-1129"
"1431","-1092","2816","2","5","-1092"
"1441","-1055","2816","2","5","-1092"
"1451","-1018","2816","2","5","-1055"
"1461","-981","2816","2","5","-1018"
"1471","-981","2816","2","5","-981"
"1481","-944","2816","2","5","-981"
"1491","-907","2816","2","5","-944"
"1501","-870","2816","2","5","-907"
"1511","-833","2816","2","5","-870"
"1521","-796","2816","2","5","-833"
"1531","-759","2816","2","5","-796"
"1541","-722","2816","2","5","-759"
"1551","-722","2816","2","5","-722"
"1561","-722","2816","2","5","-722"
"1571","-685","2816","2","5","-722"
"1581","-648","2816","2","5","-685"
"1591","-611","2816","2","5","-648"
"1601","-574","2816","2","5","-611"
"1611","-574","2816","2","5","-574"
"1621","-537","2816","2","5","-574"
"1631","-500","2816","2","5","-537"
"1641","-500","2816","2","5","-500"
"1651","-500","2816","2","5","-500"
"1661","-500","2816","2","5","-500"
"1671","-436","2816","2","5","-500"
"1681","-1115","2816","2","6","-1230"
"1691","-1035","2816","2","6","-1115"
"1701","-955","2816","2","6","-1035"
"1711","-875","2816","2","6","-955"
"1721","-795","2816","2","6","-875"
"1731","-715","2816","2","6","-795"
"1741","-715","2816","2","6","-715"
"1751","-635","2816","2","6","-715"
"1761","-635","2816","2","6","-635"
"1771","-635","2816","2","6","-635"
"1781","-635","2816","2","6","-635"
"1782","-635","2816","2","6","-635"
"1791","-555","2816","2","6","-635"
"1801","-440","2816","2","6","-555"
"1811","-1225","2816","2","7","-1225"
"1821","-1135","2816","2","7","-1225"
"1831","-1080","2816","2","7","-1135"
"1841","-1025","2816","2","7","-1080"
"1851","-970","2816","2","7","-1025"
"1861","-915","2816","2","7","-970"
"1871","-860","2816","2","7","-915"
"1881","-860","2816","2","7","-860"
"1891","-805","2816","2","7","-860"
"1901","-750","2816","2","7","-805"
"1911","-695","2816","2","7","-750"
"1921","-695","2816","2","7","-695"
"1931","-640","2816","2","7","-695"
"1941","-640","2816","2","7","-640"
"1951","-585","2816","2","7","-640"
"1961","-530","2816","2","7","-585"
"1971","-440","2816","2","7","-530"
"1981","-440","2816","2","7","-440"
"1991","-1380","2816","1","8","-1480"
"2001","-1380","2816","1","8","-1380"
"2011","-1325","2816","1","8","-1380"
"2021","-1270","2816","1","8","-1325"
"2031","-1270","2816","1","8","-1270"
"2041","-1215","2816","1","8","-1270"
"2051","-1215","2816","1","8","-1215"
"2061","-1160","2816","1","8","-1215"
"2071","-1105","2816","1","8","-1160"
"2081","-1050","2816","1","8","-1105"
"2091","-995","2816","1","8","-1050"
"2101","-995","2816","1","8","-995"
"2111","-940","2816","1","8","-995"
"2121","-885","2816","1","8","-940"
"2131","-885","2816","1","8","-885"
"2141","-830","2816","1","8","-885"
"2151","-775","2816","1","8","-830"
"2161","-720","2816","1","8","-775"
"2171","-720","2816","1","8","-720"
"2181","-665","2816","1","8","-720"
"2191","-610","2816","1","8","-665"
"2201","-610","2816","1","8","-610"
"2211","-555","2816","1","8","-610"
"2221","-500","2816","1","8","-555"
"2231","-445","2816","1","8","-500"
"2241","-390","2816","1","8","-445"
"2251","-335","2816","1","8","-390"
"2261","-280","2816","1","8","-335"
"2271","-280","2816","1","8","-280"
"2281","-230","2816","1","8","-280"
"2291","-1192","2816","2","9","-1240"
"2301","-1148","2816","2","9","-1192"
"2311","-1105","2816","2","9","-1148"
"2321","-1105","2816","2","9","-1105"
"2331","-1062","2816","2","9","-1105"
"2341","-1019","2816","2","9","-1062"
"2351","-976","2816","2","9","-1019"
"2361","-976","2816","2","9","-976"
"2371","-976","2816","2","9","-976"
"2381","-976","2816","2","9","-976"
"2391","-934","2816","2","9","-976"
"2401","-892","2816","2","9","-934"
"2411","-892","2816","2","9","-892"
"2421","-892","2816","2","9","-892"
"2431","-850","2816","2","9","-892"
"2441","-808","2816","2","9","-850"
"2451","-766","2816","2","9","-808"
"2461","-766","2816","2","9","-766"
"2471","-766","2816","2","9","-766"
"2481","-766","2816","2","9","-766"
"2491","-766","2816","2","9","-766"
"2501","-724","2816","2","9","-766"
"2511","-682","2816","2","9","-724"
"2521","-682","2816","2","9","-682"
"2531","-682","2816","2","9","-682"
"2541","-640","2816","2","9","-682"
"2551","-598","2816","2","9","-640"
"2561","-556","2816","2","9","-598"
"2571","-514","2816","2","9","-556"
"2581","-472","2816","2","9","-514"
"2591","-430","2816","2","9","-472"
"2601","-1440","2816","1","10","-1440"
"2611","-1440","2816","1","10","-1440"
"2621","-1440","2816","1","10","-1440"
"2622","-1440","2816","1","10","-1440"
"2623","-1440","2816","1","10","-1440"
"2631","-1373","2816","1","10","-1440"
"2641","-1308","2816","1","10","-1373"
"2651","-1244","2816","1","10","-1308"
"2661","-1181","2816","1","10","-1244"
"2671","-1118","2816","1","10","-1181"
"2681","-1055","2816","1","10","-1118"
"2691","-992","2816","1","10","-1055"
"2701","-992","2816","1","10","-992"
"2711","-929","2816","1","10","-992"
"2721","-866","2816","1","10","-929"
"2731","-803","2816","1","10","-866"
"2741","-740","2816","1","10","-803"
"2751","-677","2816","1","10","-740"
"2761","-614","2816","1","10","-677"
"2771","-551","2816","1","10","-614"
"2781","-551","2816","1","10","-551"
"2791","-551","2816","1","10","-551"
"2801","-551","2816","1","10","-551"
"2811","-551","2816","1","10","-551"
"2821","-551","2816","1","10","-551"
"2831","-551","2816","1","10","-551"
"2841","-551","2816","1","10","-551"
"2851","-488","2816","1","10","-551"
"2861","-425","2816","1","10","-488"
"2871","-361","2816","1","10","-425"
"2881","-296","2816","1","10","-361"
"2891","-230","2816","1","10","-296"
"2901","-1240","2816","2","11","-1240"
"2911","-1203","2816","2","11","-1240"
"2921","-1168","2816","2","11","-1203"
"2931","-1133","2816","2","11","-1168"
"2941","-1098","2816","2","11","-1133"
"2951","-1063","2816","2","11","-1098"
"2961","-1028","2816","2","11","-1063"
"2971","-993","2816","2","11","-1028"
"2981","-958","2816","2","11","-993"
"2991","-923","2816","2","11","-958"
"3001","-888","2816","2","11","-923"
"3011","-888","2816","2","11","-888"
"3021","-853","2816","2","11","-888"
"3031","-853","2816","2","11","-853"
"3041","-818","2816","2","11","-853"
"3051","-783","2816","2","11","-818"
"3061","-748","2816","2","11","-783"
"3071","-713","2816","2","11","-748"
"3081","-678","2816","2","11","-713"
"3091","-643","2816","2","11","-678"
"3101","-608","2816","2","11","-643"
"3111","-608","2816","2","11","-608"
"3121","-573","2816","2","11","-608"
"3131","-573","2816","2","11","-573"
"3141","-573","2816","2","11","-573"
"3151","-573","2816","2","11","-573"
"3161","-538","2816","2","11","-573"
"3171","-538","2816","2","11","-538"
"3181","-503","2816","2","11","-538"
"3191","-468","2816","2","11","-503"
"3201","-430","2816","2","11","-468"
"3211","-1240","2816","2","12","-1240"
"3221","-1240","2816","2","12","-1240"
"3231","-1240","2816","2","12","-1240"
"3241","-1194","2816","2","12","-1240"
"3251","-1150","2816","2","12","-1194"
"3261","-1108","2816","2","12","-1150"
"3271","-1066","2816","2","12","-1108"
"3281","-1024","2816","2","12","-1066"
"3291","-982","2816","2","12","-1024"
"3301","-940","2816","2","12","-982"
"3311","-898","2816","2","12","-940"
"3321","-898","2816","2","12","-898"
"3331","-856","2816","2","12","-898"
"3341","-814","2816","2","12","-856"
"3351","-772","2816","2","12","-814"
"3361","-730","2816","2","12","-772"
"3371","-688","2816","2","12","-730"
"3381","-688","2816","2","12","-688"
"3391","-688","2816","2","12","-688"
"3401","-646","2816","2","12","-688"
"3411","-604","2816","2","12","-646"
"3421","-562","2816","2","12","-604"
"3431","-562","2816","2","12","-562"
"3441","-562","2816","2","12","-562"
"3451","-519","2816","2","12","-562"
"3461","-519","2816","2","12","-519"
"3471","-519","2816","2","12","-519"
"3481","-475","2816","2","12","-519"
"3491","-475","2816","2","12","-475"
"3501","-475","2816","2","12","-475"
"3511","-430","2816","2","12","-475"
"3521","-1190","2816","2","13","-1240"
"3531","-1190","2816","2","13","-1190"
"3541","-1190","2816","2","13","-1190"
"3551","-1190","2816","2","13","-1190"
"3561","-1190","2816","2","13","-1190"
"3571","-1190","2816","2","13","-1190"
"3581","-1190","2816","2","13","-1190"
"3591","-1141","2816","2","13","-1190"
"3601","-1094","2816","2","13","-1141"
"3611","-1047","2816","2","13","-1094"
"3621","-1000","2816","2","13","-1047"
"3631","-953","2816","2","13","-1000"
"3641","-906","2816","2","13","-953"
"3651","-859","2816","2","13","-906"
"3661","-812","2816","2","13","-859"
"3671","-765","2816","2","13","-812"
"3681","-718","2816","2","13","-765"
"3691","-718","2816","2","13","-718"
"3701","-718","2816","2","13","-718"
"3711","-671","2816","2","13","-718"
"3721","-624","2816","2","13","-671"
"3731","-577","2816","2","13","-624"
"3741","-577","2816","2","13","-577"
"3751","-577","2816","2","13","-577"
"3761","-529","2816","2","13","-577"
"3771","-480","2816","2","13","-529"
"3781","-430","2816","2","13","-480"
"3791","-430","2816","2","13","-430"
"3801","-1440","2816","1","14","-1440"
"3811","-1440","2816","1","14","-1440"
"3821","-1440","2816","1","14","-1440"
"3831","-1362","2816","1","14","-1440"
"3841","-1285","2816","1","14","-1362"
"3851","-1209","2816","1","14","-1285"
"3861","-1209","2816","1","14","-1209"
"3871","-1134","2816","1","14","-1209"
"3881","-1059","2816","1","14","-1134"
"3891","-1059","2816","1","14","-1059"
"3901","-984","2816","1","14","-1059"
"3911","-984","2816","1","14","-984"
"3921","-984","2816","1","14","-984"
"3931","-984","2816","1","14","-984"
"3941","-984","2816","1","14","-984"
"3951","-984","2816","1","14","-984"
"3961","-984","2816","1","14","-984"
"3971","-984","2816","1","14","-984"
"3981","-909","2816","1","14","-984"
"3991","-834","2816","1","14","-909"
"4001","-759","2816","1","14","-834"
"4011","-684","2816","1","14","-759"
"4021","-684","2816","1","14","-684"
"4031","-684","2816","1","14","-684"
"4041","-609","2816","1","14","-684"
"4051","-534","2816","1","14","-609"
"4061","-459","2816","1","14","-534"
"4071","-384","2816","1","14","-459"
"4081","-308","2816","1","14","-384"
"4091","-230","2816","1","14","-308"
"4092","-200","2816","1","1","-200"
