38c9830302efe10fc6ade1a35db22a9feeaa135452e16294de225f0e9d8d0bc5,03f6719360aa6d6d71316eaf900a8eef0a200e70094aab7d4d65b2b44163a164,51e1fc4330d51b50890a3dcccc60dd23fb7f1c25beba8d7041d198aa602c9837,dbcf070e16f6483a021b7548c2ca8260a9f5d3aa1f08dae984ebeb70e7745089,fd6a9d83a2b47ee9f6ab0cbb4e71ea870aec0587d2442f76d56ba1b8188d6982,f1b59d7984bf243bb2afe1efb3a560fa8ff028edbc615b4b5609a2ce98a823d3,32543b02ad552bf82bf6ec4f333b14e3efbdd741201c37b80b2a5ecfe81e8deb,56488f8a0baf646ac8da4f6400ec0a4db0eee014c1d0569f04133dd5b7cda18b,6cafe19f682220dede67ee69b0ce79f132946cf52be9fb3eb60e36a34bf40f5e,fae001b74d17629535a55f8c50ccfa266b7580f6c25a4c568feca33d32fc5122,ff30aebac07a2f0889cfee574149b38d44bda8f96546f953bb7ce691c07bdf5d,12ba302fddcf1de6e70201566a80d9f3b32426df8e889b10fdc5c97262c32251
"0","3.76883116883117","1","0","0","4","17","24","0","0","5","1170024"
"0","0","0","vo_10011600","vo_10011600_1709","2","17","25","0","0","0","1170025"
"360","0","0","0","0","1","17","26","1.4961038961039","0","6","1170026"
"0","2.2461038961039","1","0","0","4","17","27","0","0","6","1170027"
"0","0","0","vo_10011600","vo_10011600_1710","2","17","28","0","0","0","1170028"
"595","0","0","0","0","1","17","29","0.976623376623377","360","6","1170029"
"0","1.97662337662338","1","0","0","4","17","30","0","0","6","1170030"
"0","0","0","vo_10011600","vo_10011600_1711","2","17","31","0","0","0","1170031"
"333","0","0","0","0","1","17","32","1.3838961038961","0","7","1170032"
"0","2.7838961038961","1","0","0","4","17","33","0","0","7","1170033"
"0","0","0","vo_10011600","vo_10011600_1712","2","17","34","0","0","0","1170034"
"530","0","0","0","0","1","17","35","0.818701298701299","333","7","1170035"
"0","1.8187012987013","1","0","0","4","17","36","0","0","7","1170036"
"0","0","0","vo_10011600","vo_10011600_1713","2","17","37","0","0","0","1170037"
"740","0","0","0","0","1","17","38","0.872727272727273","530","7","1170038"
"0","2.67272727272727","1","0","0","4","17","39","0","0","7","1170039"
"0","0","0","vo_10011600","vo_10011600_1714","2","17","40","0","0","0","1170040"
"140","0","0","0","0","1","17","41","0.581818181818182","0","8","1170041"
"0","1.38181818181818","1","0","0","4","17","42","0","0","8","1170042"
"0","0","0","vo_10011600","vo_10011600_1715","2","17","43","0","0","0","1170043"
"465","0","0","0","0","1","17","44","1.35064935064935","140","8","1170044"
"0","2.60064935064935","1","0","0","4","17","45","0","0","8","1170045"
"0","0","0","vo_10011600","vo_10011600_1716","2","17","46","0","0","0","1170046"
"700","0","0","0","0","1","17","47","0.976623376623377","465","8","1170047"
"0","2.97662337662338","1","0","0","4","17","48","0","0","8","1170048"
"470","0","0","0","0","1","17","49","0.01","0","9","1170049"
"0","0","1","0","0","4","17","50","0","0","9","1170050"
"0","0","0","vo_10011600","vo_10011600_1717","2","17","51","0","0","0","1170051"
"700","0","0","0","0","1","17","52","1.19480519480519","470","9","1170052"
