20b422ec0ee84c72a26a7ca20e0c9ad44e64f2c0dc05203f1a00b9d9b217dcb6,a23b4f91c60f19721c6a8435f5c6b282beeb3fc5f25812f80cc9252187fa115d,517c950ae4db53ca1a15f14e887352c17dbd93c021e65276de6026f2bcf2e2dd,0734972f2115b563a62f4ed2e01a029916509c69b69735b8e1819b6bfd89c409,47d34c812e46d2c0b182e5f2107d46dd5463a88ae6c1ead019b3cb9cc6ebc8f4,4efae257dd56980ed87e5570ffc2addc809682cf2533c778da941ac1f17f8a90,eabcb6aea9f6ce40d19bbb1ad98631d3e8670d85cb6c0d3fc0d04967087e8bc3,4462288687fe2b6a208a8bfcedf279681080f2c5066540f516cbe9f16af303fb,8e2a8c0e10c55f61c24e1cacc6b957425a66b42179151fd04f43fa32e9c445cb,f43378a879ef241174c614eaba2b567853e9e00636638ec2cd3a583b94794a45,c001588b9d7e25ee906632ce433913e987bf5d2e88fbf766cb4717fe7959b88b,ae21c5c42925250197877f6d1759fe776d25735ac8f1357cd810e51bbc045382,7a5df7945ec58d9df10ec7d825f97246263ddc7f9f7c9e8417ef201e3f13c7f9
"0","アネモネ","2211601","0","100016","2","129611","敵の攻撃力と攻撃速度を10％ダウンさせる。","相手の攻撃力と攻撃速度を小ダウン","0","0","13","0"
"0","ネフィ＝ネラ","2211701","0","100017","3","129711","バトル開始から1.5秒間、敵の移動速度を\n50％ダウンさせる。","相手の移動速度を大ダウン","0","0","14","0"
"0","ヤマト","3110101","0","101001","1","130011","残りHPが50％以下になった時に発動する。\n３秒間斬撃を飛ばして、大ダメージを与える。","敵に斬撃を飛ばして攻撃する","0","1","0","0"
"0","ワカナ","3110201","0","101002","1","130111","残りHPが70％以下になった時に発動する。\nスパイク・ブラザーズが出現し、敵に衝突\nすると小ダメージを与え、吹き飛ばす。","スパイク・ブラザーズが敵を弾き飛ばす","0","1","0","0"
"0","フブキ","2110301","0","101003","1","130211","バトル開始から３秒後に発動する。\n敵の移動と攻撃を１秒間封じる。","敵の移動と攻撃を１秒間封じる","0","1","0","0"
"0","ペコリーヌ","0","0","201010","2","105811","最大HPを15％アップさせる。","最大HPをアップ","0","1","0","20101001"
"0","キャル","2220201","0","201020","2","106011","バトル開始から３秒間、敵の移動速度を15％\nダウンさせる。","敵の移動速度をダウン","0","1","0","0"
"0","コッコロ","0","0","201030","2","105911","コスト上限を50％アップさせる。","コスト上限をアップ","0","1","0","20103001"
"0","シェフィ","2220401","0","201040","3","106411","移動速度を15％アップさせる。","移動速度をアップ","0","1","0","0"
"0","リリ","2220501","0","201050","2","131311","攻撃力を25％アップさせ、移動速度を10％\nアップさせる。","攻撃力と移動速度をアップ","0","1","0","20105001"
"0","クリア","2220601","0","201060","2","131411","最大HPを25％アップさせ、移動速度を10％\nアップさせる。","最大HPと移動速度をアップ","0","1","0","20106001"
"0","プレシア","2220701","0","201070","2","131511","コスト上限を25％アップさせ、移動速度を\n10％アップさせる。","コスト上限と移動速度をアップ","0","1","0","20107001"
"0","クローチェ","2220801","0","201080","2","126411","攻撃力を25％アップさせ、バトル開始から\n３秒間、攻撃速度を15％アップさせる。","攻撃力と攻撃速度をアップ","0","1","0","20108001"
"0","ライラエル","2220901","0","201090","3","126511","バトル開始から３秒間、攻撃力を25％アップ\nさせる。","攻撃力をアップ","0","1","0","0"
"0","リンド","2221001","0","201100","2","127711","バトル開始から３秒間、攻撃速度を10％アッ\nプさせ、その後、攻撃力を15％アップさせる。","攻撃速度と攻撃力をアップ","0","1","0","0"
"0","ヴルム","2221101","0","201110","2","127811","バトル開始から３秒間、自分の攻撃速度を10\n％ダウンさせ、その後、敵の攻撃力を15％ダ\nウンさせる。","自分の攻撃速度と敵の攻撃力をダウン","0","1","0","0"
"0","クルル","0","0","201120","3","130911","コスト上限を25％アップさせ、HPを50％\nアップさせる。","コスト上限とHPをアップ","20112002","1","0","20112001"
"0","アネモネ","2221301","0","201130","2","129611","敵の攻撃力と攻撃速度を10％ダウンさせる。","相手の攻撃力と攻撃速度をダウン","0","1","0","0"
"0","ネフィ＝ネラ","2221401","0","201140","3","129711","バトル開始から1.5秒間、敵の移動速度を\n25％ダウンさせる。","相手の移動速度をダウン","0","1","0","0"
"0","ペコリーヌ","0","0","201150","2","105811","最大HPを30％アップさせる。","最大HPをアップ","0","1","0","20115001"
"0","キャル","2221601","0","201160","2","106011","バトル開始から３秒間、敵の移動速度を20％\nダウンさせる。","敵の移動速度をダウン","0","1","0","0"
"0","コッコロ","0","0","201170","2","105911","コスト上限を75％アップさせる。","コスト上限をアップ","0","1","0","20117001"
"0","シェフィ","2221801","0","201180","3","106411","移動速度を20％アップさせる。","移動速度をアップ","0","1","0","0"
"0","リリ","2221901","0","201190","2","131311","攻撃力を50％アップさせ、移動速度を15％\nアップさせる。","攻撃力と移動速度をアップ","0","1","0","20119001"
"0","クリア","2222001","0","201200","2","131411","最大HPを50％アップさせ、移動速度を15％\nアップさせる。","最大HPと移動速度をアップ","0","1","0","20120001"
"0","プレシア","2222101","0","201210","2","131511","コスト上限を30％アップさせ、移動速度を\n15％アップさせる。","コスト上限と移動速度をアップ","0","1","0","20121001"
"0","クローチェ","2222201","0","201220","2","126411","攻撃力を50％アップさせ、バトル開始から\n３秒間、攻撃速度を20％アップさせる。","攻撃力と攻撃速度をアップ","0","1","0","20122001"
"0","ライラエル","2222301","0","201230","3","126511","バトル開始から３秒間、攻撃力を30％アップ\nさせる。","攻撃力をアップ","0","1","0","0"
"0","リンド","2222401","0","201240","2","127711","バトル開始から３秒間、攻撃速度を15％アッ\nプさせ、その後、攻撃力を20％アップさせる。","攻撃速度と攻撃力をアップ","0","1","0","0"
"0","ヴルム","2222501","0","201250","2","127811","バトル開始から３秒間、自分の攻撃速度を10\n％ダウンさせ、その後、敵の攻撃力を20％ダ\nウンさせる。","自分の攻撃速度と敵の攻撃力をダウン","0","1","0","0"
"0","クルル","0","0","201260","3","130911","コスト上限を30％アップさせ、HPを50％\nアップさせる。","コスト上限とHPをアップ","20126002","1","0","20126001"
"0","アネモネ","2222701","0","201270","2","129611","敵の攻撃力と攻撃速度を15％ダウンさせる。","相手の攻撃力と攻撃速度をダウン","0","1","0","0"
"0","ネフィ＝ネラ","2222801","0","201280","3","129711","バトル開始から1.5秒間、敵の移動速度を\n35％ダウンさせる。","相手の移動速度をダウン","0","1","0","0"
"0","リリ","2222901","0","201290","2","131311","攻撃力を50％アップさせ、移動速度を20％\nアップさせる。","攻撃力と移動速度をアップ","0","1","0","20129001"
"0","リンド","2223001","0","201300","2","127711","バトル開始から３秒間、攻撃速度を20％アッ\nプさせ、その後、攻撃力を50％アップさせる。","攻撃速度と攻撃力をアップ","0","1","0","0"
"0","ペコリーヌ","0","0","201310","2","105811","最大HPを50％アップさせる。","最大HPをアップ","0","1","0","20131001"
"0","キャル","2223201","0","201320","2","106011","バトル開始から３秒間、敵の移動速度を25％\nダウンさせる。","敵の移動速度をダウン","0","1","0","0"
"0","コッコロ","0","0","201330","2","105911","コスト上限を100％アップさせる。","コスト上限をアップ","0","1","0","20133001"
"0","シェフィ","2223401","0","201340","3","106411","移動速度を25％アップさせる。","移動速度をアップ","0","1","0","0"
"0","リリ","2223501","0","201350","2","131311","攻撃力を50％アップさせ、移動速度を20％\nアップさせる。","攻撃力と移動速度をアップ","0","1","0","20135001"
"0","クリア","2223601","0","201360","2","131411","最大HPを50％アップさせ、移動速度を20％\nアップさせる。","最大HPと移動速度をアップ","0","1","0","20136001"
"0","プレシア","2223701","0","201370","2","131511","コスト上限を50％アップさせ、移動速度を\n20％アップさせる。","コスト上限と移動速度をアップ","0","1","0","20137001"
"0","クローチェ","2223801","0","201380","2","126411","攻撃力を50％アップさせ、バトル開始から\n３秒間、攻撃速度を25％アップさせる。","攻撃力と攻撃速度をアップ","0","1","0","20138001"
"0","ライラエル","2223901","0","201390","3","126511","バトル開始から３秒間、攻撃力を35％アップ\nさせる。","攻撃力をアップ","0","1","0","0"
"0","リンド","2224001","0","201400","2","127711","バトル開始から３秒間、攻撃速度を20％アッ\nプさせ、その後、攻撃力を25％アップさせる。","攻撃速度と攻撃力をアップ","0","1","0","0"
"0","ヴルム","2224101","0","201410","2","127811","バトル開始から３秒間、自分の攻撃速度を10\n％ダウンさせ、その後、敵の攻撃力を25％ダ\nウンさせる。","自分の攻撃速度と敵の攻撃力をダウン","0","1","0","0"
"0","クルル","0","0","201420","3","130911","コスト上限を50％アップさせ、HPを50％\nアップさせる。","コスト上限とHPをアップ","20142002","1","0","20142001"
"0","アネモネ","2224301","0","201430","2","129611","敵の攻撃力と攻撃速度を20％ダウンさせる。","相手の攻撃力と攻撃速度をダウン","0","1","0","0"
"0","ネフィ＝ネラ","2224401","0","201440","3","129711","バトル開始から1.5秒間、敵の移動速度を\n75％ダウンさせる。","相手の移動速度をダウン","0","1","0","0"
"0","ペコリーヌ","0","0","201450","2","105811","最大HPを100％アップさせる。","最大HPをアップ","0","1","0","20145001"
"0","コッコロ","0","0","201460","2","105911","コスト上限を100％アップさせる。","コスト上限をアップ","0","1","0","20146001"
"0","リリ","2224701","0","201470","2","131311","攻撃力を75％アップさせ、移動速度を30％\nアップさせる。","攻撃力と移動速度をアップ","0","1","0","20147001"
"0","ライラエル","2224801","0","201480","3","126511","バトル開始から３秒間、攻撃力を75％アップ\nさせる。","攻撃力をアップ","0","1","0","0"
"0","ネフィ＝ネラ","2224901","0","201490","3","129711","バトル開始から1.5秒間、敵の移動速度を\n90％ダウンさせる。","相手の移動速度をダウン","0","1","0","0"
"0","ペコリーヌ","0","0","201500","2","105811","最大HPを200％アップさせる。","最大HPをアップ","0","1","0","20150001"
