a1a983b0be45c09f0f0ec49d570b2e45ba19c91f06b6fc7ede19dc68439bcb6e,80b02dd22f8fc3b6ee083fd651e5f09fa3489e115873ccfbdef28289bca98d11,99ce0c5819fdcbc69a43fb936896f476e9910a12bf14c470cf912c2f3709659c,239a8e69954f4642772caeb69f6ccea82b3bdf09ef6b3fd0f3b2aab60a18db96,11858521fab67f1b651364bf9dd6c4ce07f1e18641930becf134e0983fe35b07,5c733c517b2302f5744b19808e4b891fc362d1868a494a8f410c257ba06a68e0,8c46e36ffa2d6dd0b01b8914687f65a3a587ccacff583294a1ea329837fed79f,ed1b69420400c3b39dc5e3736b432a6a726d28055f806f96b61095be2406b126,cf98ce7d6ff4cf0857960678be4505f406f2df5300714e4108ab67da03d9d5b8,dc4459cfb181ae671dbf65b34696362e5fb11c393cf132a2f46f4524a8e94567,cd9985da9b67293ed06cce87338b0ad4f0745e780c85e002313507a7ae106b9d,565c444ee92f011064e6f40e1bb888319c082b382a132dbbc68108c8e35e8300,426a7c6b380231787e45ddfd6d13d26331bff5af216fb34abf31b492e5945630,6b2f7e2e3803eab6b7cc7e0e5eb1bd988c574e7319a6a4d165584812b26b1631,b97bbbf2d21dfdb1e2ee52c140a0e3341184af29655f6a17f147ad096aee8625,b774a8ffb76c11c1b53ff44b64720f9cb733b69aec7767e7b9b0ae63d2032a48,b8ae707590641fc43b0c5517faaa812d6dfbbf603bfddfa7c53206dc865869d8,30f6821131ca9858bd08dba3e54d986fe1a77acaa11b309c80cdb89ca64ae645
"30","0","91002","0","0","0","8","0","0","0","0","0","20","9100","0","0","0","9100"
"30","0","91002","0","0","0","8","0","0","0","0","0","21","9200","0","0","0","9200"
"30","0","91002","0","0","0","8","0","0","0","0","0","22","9300","0","0","0","9300"
"30","0","91002","0","0","0","8","0","0","0","0","0","23","9400","0","0","0","9400"
"30","0","91002","0","0","0","8","0","0","0","0","0","24","9500","0","0","0","9500"
"30","0","91002","0","0","0","8","0","0","0","0","0","25","9600","0","0","0","9600"
"30","0","91002","0","0","0","8","0","0","0","0","0","26","9700","0","0","0","9700"
"30","0","91002","0","0","0","8","0","0","0","0","0","27","9800","0","0","0","9800"
"30","0","91002","0","0","0","8","0","0","0","0","0","28","9900","0","0","0","9900"
"30","0","91002","0","0","0","8","0","0","0","0","0","29","10000","0","0","0","10000"
"30","0","91002","0","0","0","8","0","0","0","0","0","30","10100","0","0","0","10100"
"30","0","91002","0","0","0","8","0","0","0","0","0","31","10200","0","0","0","10200"
"30","0","91002","0","0","0","8","0","0","0","0","0","32","10300","0","0","0","10300"
"30","0","91002","0","0","0","8","0","0","0","0","0","33","10400","0","0","0","10400"
"30","0","91002","0","0","0","8","0","0","0","0","0","34","10500","0","0","0","10500"
"30","0","91002","0","0","0","8","0","0","0","0","0","35","10600","0","0","0","10600"
"30","0","91002","0","0","0","8","0","0","0","0","0","36","10700","0","0","0","10700"
"30","0","91002","0","0","0","8","0","0","0","0","0","37","10800","0","0","0","10800"
"30","0","91002","0","0","0","8","0","0","0","0","0","38","10900","0","0","0","10900"
"30","0","91002","0","0","0","8","0","0","0","0","0","39","11000","0","0","0","11000"
"30","0","91002","0","0","0","8","0","0","0","0","0","40","11100","0","0","0","11100"
"30","0","91002","0","0","0","8","0","0","0","0","0","41","11200","0","0","0","11200"
"30","0","91002","0","0","0","8","0","0","0","0","0","42","11300","0","0","0","11300"
"30","0","91002","0","0","0","8","0","0","0","0","0","43","11400","0","0","0","11400"
"30","0","91002","0","0","0","8","0","0","0","0","0","44","11500","0","0","0","11500"
"30","0","91002","0","0","0","8","0","0","0","0","0","45","11600","0","0","0","11600"
"30","0","91002","0","0","0","8","0","0","0","0","0","46","11700","0","0","0","11700"
"30","0","91002","0","0","0","8","0","0","0","0","0","47","11800","0","0","0","11800"
"30","0","91002","0","0","0","8","0","0","0","0","0","48","11900","0","0","0","11900"
"30","0","91002","0","0","0","8","0","0","0","0","0","49","12000","0","0","0","12000"
"30","0","91002","0","0","0","8","0","0","0","0","0","50","12100","0","0","0","12100"
"30","0","91002","0","0","0","8","0","0","0","0","0","51","12200","0","0","0","12200"
"30","0","91002","0","0","0","8","0","0","0","0","0","52","12300","0","0","0","12300"
"30","0","91002","0","0","0","8","0","0","0","0","0","53","12400","0","0","0","12400"
"30","0","91002","0","0","0","8","0","0","0","0","0","54","12500","0","0","0","12500"
"30","0","91002","0","0","0","8","0","0","0","0","0","55","12600","0","0","0","12600"
"30","0","91002","0","0","0","8","0","0","0","0","0","56","12700","0","0","0","12700"
"30","0","91002","0","0","0","8","0","0","0","0","0","57","12800","0","0","0","12800"
"30","0","91002","0","0","0","8","0","0","0","0","0","58","12900","0","0","0","12900"
"30","0","91002","0","0","0","8","0","0","0","0","0","59","13000","0","0","0","13000"
"30","0","91002","0","0","0","8","0","0","0","0","0","60","13100","0","0","0","13100"
"30","0","91002","0","0","0","8","0","0","0","0","0","61","13200","0","0","0","13200"
"30","0","91002","0","0","0","8","0","0","0","0","0","62","13300","0","0","0","13300"
"30","0","91002","0","0","0","8","0","0","0","0","0","63","13400","0","0","0","13400"
"30","0","91002","0","0","0","8","0","0","0","0","0","64","13500","0","0","0","13500"
"30","0","91002","0","0","0","8","0","0","0","0","0","65","13600","0","0","0","13600"
"30","0","91002","0","0","0","8","0","0","0","0","0","66","13700","0","0","0","13700"
"30","0","91002","0","0","0","8","0","0","0","0","0","67","13800","0","0","0","13800"
"30","0","91002","0","0","0","8","0","0","0","0","0","68","13900","0","0","0","13900"
"30","0","91002","0","0","0","8","0","0","0","0","0","69","14000","0","0","0","14000"
"30","0","91002","0","0","0","8","0","0","0","0","0","70","14100","0","0","0","14100"
"30","0","91002","0","0","0","8","0","0","0","0","0","71","14200","0","0","0","14200"
"30","0","91002","0","0","0","8","0","0","0","0","0","72","14300","0","0","0","14300"
"30","0","91002","0","0","0","8","0","0","0","0","0","73","14400","0","0","0","14400"
"30","0","91002","0","0","0","8","0","0","0","0","0","74","14500","0","0","0","14500"
"30","0","91002","0","0","0","8","0","0","0","0","0","75","14600","0","0","0","14600"
"30","0","91002","0","0","0","8","0","0","0","0","0","76","14700","0","0","0","14700"
"30","0","91002","0","0","0","8","0","0","0","0","0","77","14800","0","0","0","14800"
"30","0","91002","0","0","0","8","0","0","0","0","0","78","14900","0","0","0","14900"
"30","0","91002","0","0","0","8","0","0","0","0","0","79","15000","0","0","0","15000"
