bcc79ed5fbbde678c959c1d147b01ceeeb6133d41d57a32fc6e63d454661e602,078e33fb247a09f142813bddee48de189d51edd7f65281bb0dd4fb34fc505061,c85bed7ae25fefe8cb0f232827bd2f6576c3c879c59a0239005c89c0f817b00e,6c2651c454953d35a02bc66418daca9a7affc9cd415505d142c59ca17b34332a,483aceef12d67cad7f7146c3b1d640d6f5133f8963c4d53c1ef1d0c40a56a7e6,40e16a0847ef2e912817bfeb754294ae617f60cf7a56318476c218ca10111fa6,f83f989a7275bac080465f15c707c813944828f10356c9c3d90ecead8d7e077f,c93f8c8ef3c7b2f7395e10afdd5f2e4bcbc533c06388420a1beb77329e085caa,e74692054a8fa19799afe6755d0d638b0085e20a95cb7e879272964d2ec93e0e,b28ba9af72b2e341d9c0010f5d580346ce14ec6cceaf9b75243965715902c523,9c1039ba5d901f15fa5c63a75046a59e58368663c3e54fecacea2ff8065e1cdb,35e4ce760b445ec40802aa18bd1894e790ec00f7d3e647854458b03ad58c4e44,d4b1f3b9f271570d53514acc0f5de701269296c6550346fe86287f9b3c44ab13,e375bc2ad6b2caa350509384b86bf841317616e899fa0a0995858c7063ae71e9,8e0d5d5a23c1e1dab0aa5b1f938e2003073c7956970977073958ec5941a3782a
"92414120","0","1","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","1.4","60","-60"
"92414130","0","1","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","1.4","60","-60"
"92414140","0","1","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","1.4","60","-60"
"92414210","0","2","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","1","150","-330"
"92414220","0","2","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","1","150","-330"
"92414230","0","2","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","1","150","-330"
"92414240","0","2","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","1","150","-330"
"92414310","0","3","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","1.2","100","0"
"92414320","0","3","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","1.2","100","0"
"92414330","0","3","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","1.2","100","0"
"92414340","0","3","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","1.2","100","0"
"92415110","0","1","-30","0","0","bgm_MC170","0","101623","bgm_MC170","94002","101623","2.4","30","0"
"92415120","0","1","-30","0","0","bgm_MC170","0","101623","bgm_MC170","94002","101623","2.4","30","0"
"92415130","0","1","-30","0","0","bgm_MC170","0","101623","bgm_MC170","94002","101623","2.4","30","0"
"92415140","0","1","-30","0","0","bgm_MC170","0","101623","bgm_MC170","94002","101623","2.4","30","0"
"92415210","0","2","-30","0","0","bgm_MC170","0","101623","bgm_MC170","94002","101623","1.1","150","-270"
"92415220","0","2","-30","0","0","bgm_MC170","0","101623","bgm_MC170","94002","101623","1.1","150","-270"
"92415230","0","2","-30","0","0","bgm_MC170","0","101623","bgm_MC170","94002","101623","1.1","150","-270"
"92415240","0","2","-30","0","0","bgm_MC170","0","101623","bgm_MC170","94002","101623","1.1","150","-270"
"92415310","0","3","-30","0","0","bgm_MC170","0","101623","bgm_MC170","94002","101623","1.2","250","-400"
"92415320","0","3","-30","0","0","bgm_MC170","0","101623","bgm_MC170","94002","101623","1.2","250","-400"
"92415330","0","3","-30","0","0","bgm_MC170","0","101623","bgm_MC170","94002","101623","1.2","250","-400"
"92415340","0","3","-30","0","0","bgm_MC170","0","101623","bgm_MC170","94002","101623","1.2","250","-400"
"92416110","0","1","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.3","150","-120"
"92416120","0","1","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.3","150","-120"
"92416130","0","1","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.3","150","-120"
"92416140","0","1","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.3","150","-120"
"92416210","0","2","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.5","140","-90"
"92416220","0","2","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.5","140","-90"
"92416230","0","2","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.5","140","-90"
"92416240","0","2","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.5","140","-90"
"92416310","0","3","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.25","140","-450"
"92416320","0","3","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.25","140","-450"
"92416330","0","3","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.25","140","-450"
"92416340","0","3","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.25","140","-450"
"92417110","0","1","-30","0","0","bgm_MC170","0","101191","bgm_MC170","94002","101191","0.95","0","-30"
"92417120","0","1","-30","0","0","bgm_MC170","0","101191","bgm_MC170","94002","101191","0.95","0","-30"
"92417130","0","1","-30","0","0","bgm_MC170","0","101191","bgm_MC170","94002","101191","0.95","0","-30"
"92417140","0","1","-30","0","0","bgm_MC170","0","101191","bgm_MC170","94002","101191","0.95","0","-30"
"92417210","0","2","-30","0","0","bgm_MC170","0","101191","bgm_MC170","94002","101191","1.6","140","-60"
"92417220","0","2","-30","0","0","bgm_MC170","0","101191","bgm_MC170","94002","101191","1.6","140","-60"
"92417230","0","2","-30","0","0","bgm_MC170","0","101191","bgm_MC170","94002","101191","1.6","140","-60"
"92417240","0","2","-30","0","0","bgm_MC170","0","101191","bgm_MC170","94002","101191","1.6","140","-60"
"92417310","0","3","-30","0","0","bgm_MC170","0","101191","bgm_MC170","94002","101191","1.35","80","-60"
"92417320","0","3","-30","0","0","bgm_MC170","0","101191","bgm_MC170","94002","101191","1.35","80","-60"
"92417330","0","3","-30","0","0","bgm_MC170","0","101191","bgm_MC170","94002","101191","1.35","80","-60"
"92417340","0","3","-30","0","0","bgm_MC170","0","101191","bgm_MC170","94002","101191","1.35","80","-60"
"92418110","0","1","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.15","140","0"
"92418120","0","1","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.15","140","0"
"92418130","0","1","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.15","140","0"
"92418140","0","1","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.15","140","0"
"92418210","0","2","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.6","140","-60"
"92418220","0","2","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.6","140","-60"
"92418230","0","2","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.6","140","-60"
"92418240","0","2","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.6","140","-60"
"92418310","0","3","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.2","50","-60"
"92418320","0","3","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.2","50","-60"
"92418330","0","3","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.2","50","-60"
"92418340","0","3","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.2","50","-60"
"92419110","0","1","-30","0","0","bgm_MC170","0","101623","bgm_MC170","94002","101623","1.4","90","20"
"92419120","0","1","-30","0","0","bgm_MC170","0","101623","bgm_MC170","94002","101623","1.4","90","20"
"92419130","0","1","-30","0","0","bgm_MC170","0","101623","bgm_MC170","94002","101623","1.4","90","20"
"92419140","0","1","-30","0","0","bgm_MC170","0","101623","bgm_MC170","94002","101623","1.4","90","20"
"92419210","0","2","-30","0","0","bgm_MC170","0","101623","bgm_MC170","94002","101623","1.35","180","-100"
"92419220","0","2","-30","0","0","bgm_MC170","0","101623","bgm_MC170","94002","101623","1.35","180","-100"
"92419230","0","2","-30","0","0","bgm_MC170","0","101623","bgm_MC170","94002","101623","1.35","180","-100"
"92419240","0","2","-30","0","0","bgm_MC170","0","101623","bgm_MC170","94002","101623","1.35","180","-100"
"92419310","0","3","-30","0","0","bgm_MC170","0","101623","bgm_MC170","94002","101623","1.3","50","-20"
"92419320","0","3","-30","0","0","bgm_MC170","0","101623","bgm_MC170","94002","101623","1.3","50","-20"
"92419330","0","3","-30","0","0","bgm_MC170","0","101623","bgm_MC170","94002","101623","1.3","50","-20"
"92419340","0","3","-30","0","0","bgm_MC170","0","101623","bgm_MC170","94002","101623","1.3","50","-20"
"92420110","0","1","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.3","0","40"
"92420120","0","1","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.3","0","40"
"92420130","0","1","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.3","0","40"
"92420140","0","1","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.3","0","40"
"92420210","0","2","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.2","30","-20"
"92420220","0","2","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.2","30","-20"
"92420230","0","2","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.2","30","-20"
"92420240","0","2","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.2","30","-20"
"92420310","0","3","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.2","50","-20"
"92420320","0","3","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.2","50","-20"
"92420330","0","3","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.2","50","-20"
"92420340","0","3","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.2","50","-20"
"92421110","0","1","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.2","0","40"
"92421120","0","1","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.2","0","40"
"92421130","0","1","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.2","0","40"
"92421140","0","1","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.2","0","40"
"92421210","0","2","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1","70","-20"
"92421220","0","2","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1","70","-20"
"92421230","0","2","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1","70","-20"
"92421240","0","2","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1","70","-20"
"92421310","0","3","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.1","50","-40"
"92421320","0","3","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.1","50","-40"
"92421330","0","3","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.1","50","-40"
"92421340","0","3","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.1","50","-40"
"92422110","0","1","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","1.2","0","40"
"92422120","0","1","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","1.2","0","40"
"92422130","0","1","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","1.2","0","40"
"92422140","0","1","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","1.2","0","40"
"92422210","0","2","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","1","70","-20"
"92422220","0","2","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","1","70","-20"
"92422230","0","2","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","1","70","-20"
"92422240","0","2","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","1","70","-20"
"92422310","0","3","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","1.1","50","-40"
"92422320","0","3","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","1.1","50","-40"
"92422330","0","3","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","1.1","50","-40"
"92422340","0","3","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","1.1","50","-40"
"92423110","0","1","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.25","30","40"
"92423120","0","1","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.25","30","40"
"92423130","0","1","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.25","30","40"
"92423140","0","1","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.25","30","40"
"92423210","0","2","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.1","70","-20"
"92423220","0","2","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.1","70","-20"
"92423230","0","2","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.1","70","-20"
"92423240","0","2","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.1","70","-20"
"92423310","0","3","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","0.7","200","-450"
"92423320","0","3","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","0.7","200","-450"
"92423330","0","3","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","0.7","200","-450"
"92423340","0","3","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","0.7","200","-450"
"92424110","0","1","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.1","90","-20"
"92424120","0","1","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.1","90","-20"
"92424130","0","1","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.1","90","-20"
"92424140","0","1","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.1","90","-20"
"92424210","0","2","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.5","0","100"
"92424220","0","2","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.5","0","100"
"92424230","0","2","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.5","0","100"
"92424240","0","2","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.5","0","100"
"92424310","0","3","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.3","20","-50"
"92424320","0","3","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.3","20","-50"
"92424330","0","3","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.3","20","-50"
"92424340","0","3","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.3","20","-50"
"92425110","0","1","-30","0","0","bgm_MC170","0","101623","bgm_MC170","94002","101623","1.1","90","-20"
"92425120","0","1","-30","0","0","bgm_MC170","0","101623","bgm_MC170","94002","101623","1.1","90","-20"
"92425130","0","1","-30","0","0","bgm_MC170","0","101623","bgm_MC170","94002","101623","1.1","90","-20"
"92425140","0","1","-30","0","0","bgm_MC170","0","101623","bgm_MC170","94002","101623","1.1","90","-20"
"92425210","0","2","-30","0","0","bgm_MC170","0","101623","bgm_MC170","94002","101623","1.5","0","100"
"92425220","0","2","-30","0","0","bgm_MC170","0","101623","bgm_MC170","94002","101623","1.5","0","100"
"92425230","0","2","-30","0","0","bgm_MC170","0","101623","bgm_MC170","94002","101623","1.5","0","100"
"92425240","0","2","-30","0","0","bgm_MC170","0","101623","bgm_MC170","94002","101623","1.5","0","100"
"92425310","0","3","-30","0","0","bgm_MC170","0","101623","bgm_MC170","94002","101623","1.3","20","-50"
"92425320","0","3","-30","0","0","bgm_MC170","0","101623","bgm_MC170","94002","101623","1.3","20","-50"
"92425330","0","3","-30","0","0","bgm_MC170","0","101623","bgm_MC170","94002","101623","1.3","20","-50"
"92425340","0","3","-30","0","0","bgm_MC170","0","101623","bgm_MC170","94002","101623","1.3","20","-50"
"92426110","0","1","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","1.6","90","0"
"92426120","0","1","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","1.6","90","0"
"92426130","0","1","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","1.6","90","0"
"92426140","0","1","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","1.6","90","0"
"92426210","0","2","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","1.6","140","0"
"92426220","0","2","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","1.6","140","0"
"92426230","0","2","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","1.6","140","0"
"92426240","0","2","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","1.6","140","0"
"92426310","0","3","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","0.9","140","0"
"92426320","0","3","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","0.9","140","0"
"92426330","0","3","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","0.9","140","0"
"92426340","0","3","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","0.9","140","0"
"92427110","0","1","-30","0","0","bgm_MC170","0","101191","bgm_MC170","94002","101191","1.1","30","0"
"92427120","0","1","-30","0","0","bgm_MC170","0","101191","bgm_MC170","94002","101191","1.1","30","0"
"92427130","0","1","-30","0","0","bgm_MC170","0","101191","bgm_MC170","94002","101191","1.1","30","0"
"92427140","0","1","-30","0","0","bgm_MC170","0","101191","bgm_MC170","94002","101191","1.1","30","0"
"92427210","0","2","-30","0","0","bgm_MC170","0","101191","bgm_MC170","94002","101191","1.1","140","0"
"92427220","0","2","-30","0","0","bgm_MC170","0","101191","bgm_MC170","94002","101191","1.1","140","0"
"92427230","0","2","-30","0","0","bgm_MC170","0","101191","bgm_MC170","94002","101191","1.1","140","0"
"92427240","0","2","-30","0","0","bgm_MC170","0","101191","bgm_MC170","94002","101191","1.1","140","0"
"92427310","0","3","-30","0","0","bgm_MC170","0","101191","bgm_MC170","94002","101191","1.2","90","0"
"92427320","0","3","-30","0","0","bgm_MC170","0","101191","bgm_MC170","94002","101191","1.2","90","0"
"92427330","0","3","-30","0","0","bgm_MC170","0","101191","bgm_MC170","94002","101191","1.2","90","0"
"92427340","0","3","-30","0","0","bgm_MC170","0","101191","bgm_MC170","94002","101191","1.2","90","0"
"92428110","0","1","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","1.1","250","0"
"92428120","0","1","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","1.1","250","0"
