6f71e438ebc148ff5099b9b068cc38e92f9a2b9c2ec6f7220bccd98d0bb855c2,48b06bc461c9807a1d0e5226564c08a5202c04910d5f4af139908588ffbfb657,5fbf9dfa9fcb89cc8a94c4d99b1003767ae5f167acd9a3619d9c786dcd7cf1cf,2c01edb56337f3bf912b320d96505d5aed3ad42b7127aca2d184ad8e08e19836,4c56ac8912236b0cf05f632db4914b1845f5a785c1079b53d7794a014cc0acfa,6e10c500727738c64486ee18868d0d92f35937830ab1ef310b6f5d38bd944d9a,eeb0bce951e852d3f0bd4218e95f3889e87d51294e7fbba45c67f539c15032d6,4e8edd86500376f3ce2b52227e06dc63e2e137bd7ca109f57c9783214c058752,6452abb6dc7f924bb25d0b29cf54a3e01c1b38b81db6d1408b3d6f5bb7c296e9,2f745765219d3027e4112c3315d17f36d227718cec7d0e23ac546f7ac1e02837,fbefe1a258a1f0ddcb5788906964e251a63ba1ac195c47270b6a55ebbd98a121,f69cf1ef23ac2493818a1f93a2523d19a93c0daacb37d5bc297c32a3c5e51728
"2.514","0","0","0","0","4","4","1005803","0","1","0","100580304"
"0","200","0","0.612","1","5","1","1005803","304","0","0","100580305"
"0.612","0","0","0","0","6","4","1005803","0","1","0","100580306"
"0","0","0","0.464","2","7","1","1005803","56","0","0","100580307"
"0.889","0","0","0","0","8","4","1005803","0","1","0","100580308"
"0","56","0","1.164","2","9","1","1005803","179","0","0","100580309"
"2.59","0","0","0","0","10","4","1005803","0","1","0","100580310"
"0","0","vo_ske","0","0","11","2","1005803","0","0","vo_ske_0302","100580311"
"0","179","0","1.185","2","12","1","1005803","316","0","0","100580312"
"1.185","0","0","0","0","13","4","1005803","0","1","0","100580313"
"0","0","0","0.952","3","14","1","1005803","137","0","0","100580314"
"1.747","0","0","0","0","15","4","1005803","0","1","0","100580315"
"0","137","0","0.961","3","16","1","1005803","219","0","0","100580316"
"2.398","0","0","0","0","17","4","1005803","0","1","0","100580317"
"0","0","vo_ske","0","0","18","2","1005803","0","0","vo_ske_0303","100580318"
"0","0","0","1.401","4","19","1","1005803","188","0","0","100580319"
"1.935","0","0","0","0","20","4","1005803","0","1","0","100580320"
"0","188","0","1.288","4","21","1","1005803","356","0","0","100580321"
"2.418","0","0","0","0","22","4","1005803","0","1","0","100580322"
"0","0","vo_ske","0","0","23","2","1005803","0","0","vo_ske_0304","100580323"
"0","0","0","0.619","5","24","1","1005803","55","0","0","100580324"
"1.407","0","0","0","0","25","4","1005803","0","1","0","100580325"
"0","55","0","2.1","5","26","1","1005803","333","0","0","100580326"
"4.561","0","0","0","0","27","4","1005803","0","1","0","100580327"
"0","0","vo_ske","0","0","28","2","1005803","0","0","vo_ske_0305","100580328"
"0","0","0","2.309","6","29","1","1005803","280","0","0","100580329"
"3.378","0","0","0","0","30","4","1005803","0","1","0","100580330"
"0","0","0","0.664","7","31","1","1005803","79","0","0","100580331"
"1.555","0","0","0","0","32","4","1005803","0","1","0","100580332"
"0","79","0","1.706","7","33","1","1005803","328","0","0","100580333"
"4.399","0","0","0","0","34","4","1005803","0","1","0","100580334"
"0","0","vo_ske","0","0","35","2","1005803","0","0","vo_ske_0306","100580335"
"0","0","0","2.137","8","36","1","1005803","212","0","0","100580336"
"3.014","0","0","0","0","37","4","1005803","0","1","0","100580337"
"0","212","0","0.788","8","38","1","1005803","340","0","0","100580338"
"2.288","0","0","0","0","39","4","1005803","0","1","0","100580339"
"0","0","vo_ske","0","0","40","2","1005803","0","0","vo_ske_0307","100580340"
"0","0","0","2.054","9","41","1","1005803","267","0","0","100580341"
"2.931","0","0","0","0","42","4","1005803","0","1","0","100580342"
"0","267","0","0.801","9","43","1","1005803","358","0","0","100580343"
"1.48","0","0","0","0","44","4","1005803","0","1","0","100580344"
"0","0","0","2.75","10","45","1","1005803","347","0","0","100580345"
"5.052","0","0","0","0","46","4","1005803","0","1","0","100580346"
"0","0","vo_ske","0","0","47","2","1005803","0","0","vo_ske_0308","100580347"
"0","0","0","0.527","11","48","1","1005803","71","0","0","100580348"
"1.38","0","0","0","0","49","4","1005803","0","1","0","100580349"
"0","71","0","1.473","11","50","1","1005803","247","0","0","100580350"
"1.759","0","0","0","0","51","4","1005803","0","1","0","100580351"
"0","247","0","0.68","11","52","1","1005803","354","0","0","100580352"
"1.838","0","0","0","0","53","4","1005803","0","1","0","100580353"
"0","0","vo_ske","0","0","54","2","1005803","0","0","vo_ske_0309","100580354"
"0","0","0","0.477","12","55","1","1005803","63","0","0","100580355"
"1.108","0","0","0","0","56","4","1005803","0","1","0","100580356"
"0","63","0","2.144","12","57","1","1005803","323","0","0","100580357"
"3.802","0","0","0","0","58","4","1005803","0","1","0","100580358"
"0","0","vo_ske","0","0","59","2","1005803","0","0","vo_ske_0310","100580359"
"0","0","0","1.251","13","60","1","1005803","113","0","0","100580360"
"2.672","0","0","0","0","61","4","1005803","0","1","0","100580361"
"0","113","0","0.65","13","62","1","1005803","197","0","0","100580362"
"1.349","0","0","0","0","63","4","1005803","0","1","0","100580363"
"0","197","0","0.589","13","64","1","1005803","290","0","0","100580364"
"3.089","0","0","0","0","65","4","1005803","0","1","0","100580365"
"0.8","0","0","0","0","1","4","1005804","0","1","0","100580401"
"0","0","vo_ske","0","0","2","2","1005804","0","0","vo_ske_0401","100580402"
"0","0","0","1.769","1","3","1","1005804","186","0","0","100580403"
"3.723","0","0","0","0","4","4","1005804","0","1","0","100580404"
"0","0","vo_ske","0","0","5","2","1005804","0","0","vo_ske_0402","100580405"
"0","0","0","0.818","2","6","1","1005804","70","0","0","100580406"
"1.553","0","0","0","0","7","4","1005804","0","1","0","100580407"
"0","70","0","1.87","2","8","1","1005804","289","0","0","100580408"
"2.537","0","0","0","0","9","4","1005804","0","1","0","100580409"
"0","289","0","0.487","2","10","1","1005804","347","0","0","100580410"
"0.487","0","0","0","0","11","4","1005804","0","1","0","100580411"
"0","0","0","0.822","3","12","1","1005804","101","0","0","100580412"
"2.459","0","0","0","0","13","4","1005804","0","1","0","100580413"
"0","101","0","1.696","3","14","1","1005804","268","0","0","100580414"
"2.551","0","0","0","0","15","4","1005804","0","1","0","100580415"
"0","268","0","0.688","3","16","1","1005804","356","0","0","100580416"
"1.121","0","0","0","0","17","4","1005804","0","1","0","100580417"
"0","0","0","1.807","4","18","1","1005804","221","0","0","100580418"
"4.87","0","0","0","0","19","4","1005804","0","1","0","100580419"
"0","0","vo_ske","0","0","20","2","1005804","0","0","vo_ske_0403","100580420"
"0","0","0","0.78","5","21","1","1005804","101","0","0","100580421"
"2.288","0","0","0","0","22","4","1005804","0","1","0","100580422"
"0","101","0","1.497","5","23","1","1005804","324","0","0","100580423"
"3.177","0","0","0","0","24","4","1005804","0","1","0","100580424"
"0","0","vo_ske","0","0","25","2","1005804","0","0","vo_ske_0404","100580425"
"0","0","0","0.729","6","26","1","1005804","102","0","0","100580426"
"1.799","0","0","0","0","27","4","1005804","0","1","0","100580427"
"0","102","0","0.823","6","28","1","1005804","177","0","0","100580428"
"1.447","0","0","0","0","29","4","1005804","0","1","0","100580429"
"0","177","0","0.982","6","30","1","1005804","275","0","0","100580430"
"1.587","0","0","0","0","31","4","1005804","0","1","0","100580431"
"0","275","0","0.639","6","32","1","1005804","325","0","0","100580432"
"0.639","0","0","0","0","33","4","1005804","0","1","0","100580433"
"0","0","0","1.712","7","34","1","1005804","266","0","0","100580434"
"3.735","0","0","0","0","35","4","1005804","0","1","0","100580435"
"0","0","vo_ske","0","0","36","2","1005804","0","0","vo_ske_0405","100580436"
"0","0","0","0.793","8","37","1","1005804","58","0","0","100580437"
"2.073","0","0","0","0","38","4","1005804","0","1","0","100580438"
"0","58","0","0.405","8","39","1","1005804","80","0","0","100580439"
"1.081","0","0","0","0","40","4","1005804","0","1","0","100580440"
"0","80","0","0.962","8","41","1","1005804","228","0","0","100580441"
"3.994","0","0","0","0","42","4","1005804","0","1","0","100580442"
"0","0","vo_ske","0","0","43","2","1005804","0","0","vo_ske_0406","100580443"
"0","0","0","0.869","9","44","1","1005804","117","0","0","100580444"
"2.298","0","0","0","0","45","4","1005804","0","1","0","100580445"
"0","0","vo_ske","0","0","46","2","1005804","0","0","vo_ske_0407","100580446"
"0","117","0","1.07","9","47","1","1005804","242","0","0","100580447"
"2.401","0","0","0","0","48","4","1005804","0","1","0","100580448"
"0","0","vo_ske","0","0","49","2","1005804","0","0","vo_ske_0408","100580449"
"0","242","0","0.939","9","50","1","1005804","368","0","0","100580450"
"0.939","0","0","0","0","51","4","1005804","0","1","0","100580451"
"0","0","0","0.816","10","52","1","1005804","124","0","0","100580452"
"2.428","0","0","0","0","53","4","1005804","0","1","0","100580453"
"0","0","vo_ske","0","0","54","2","1005804","0","0","vo_ske_0409","100580454"
"0","124","0","0.626","10","55","1","1005804","172","0","0","100580455"
"1.776","0","0","0","0","56","4","1005804","0","1","0","100580456"
"0","172","0","1.439","10","57","1","1005804","360","0","0","100580457"
"1.439","0","0","0","0","58","4","1005804","0","1","0","100580458"
"0","0","0","0.447","11","59","1","1005804","71","0","0","100580459"
"2.012","0","0","0","0","60","4","1005804","0","1","0","100580460"
"0","0","vo_ske","0","0","61","2","1005804","0","0","vo_ske_0410","100580461"
"0","71","0","0.504","11","62","1","1005804","130","0","0","100580462"
"1.659","0","0","0","0","63","4","1005804","0","1","0","100580463"
"0","130","0","0.488","11","64","1","1005804","235","0","0","100580464"
"3.099","0","0","0","0","65","4","1005804","0","1","0","100580465"
"0","0","vo_ske","0","0","66","2","1005804","0","0","vo_ske_0411","100580466"
"0","0","0","0.743","12","67","1","1005804","89","0","0","100580467"
"1.683","0","0","0","0","68","4","1005804","0","1","0","100580468"
"0","89","0","2.16","12","69","1","1005804","319","0","0","100580469"
"3.689","0","0","0","0","70","4","1005804","0","1","0","100580470"
"0","0","0","1.846","13","71","1","1005804","220","0","0","100580471"
"4.239","0","0","0","0","72","4","1005804","0","1","0","100580472"
"0","0","vo_ske","0","0","73","2","1005804","0","0","vo_ske_0412","100580473"
"0","0","0","0.584","14","74","1","1005804","80","0","0","100580474"
"1.837","0","0","0","0","75","4","1005804","0","1","0","100580475"
"0","80","0","1.393","14","76","1","1005804","275","0","0","100580476"
"3.893","0","0","0","0","77","4","1005804","0","1","0","100580477"
"0.8","0","0","0","0","1","4","1005805","0","1","0","100580501"
"0","0","vo_ske","0","0","2","2","1005805","0","0","vo_ske_0501","100580502"
"0","0","0","1.013","1","3","1","1005805","123","0","0","100580503"
"1.598","0","0","0","0","4","4","1005805","0","1","0","100580504"
"0","123","0","1.062","1","5","1","1005805","271","0","0","100580505"
"2.428","0","0","0","0","6","4","1005805","0","1","0","100580506"
"0","0","vo_ske","0","0","7","2","1005805","0","0","vo_ske_0502","100580507"
"0","0","0","1.244","2","8","1","1005805","107","0","0","100580508"
"1.839","0","0","0","0","9","4","1005805","0","1","0","100580509"
"0","107","0","1.989","2","10","1","1005805","357","0","0","100580510"
"3.898","0","0","0","0","11","4","1005805","0","1","0","100580511"
"0","0","vo_ske","0","0","12","2","1005805","0","0","vo_ske_0503","100580512"
"0","0","0","1.43","3","13","1","1005805","188","0","0","100580513"
"1.915","0","0","0","0","14","4","1005805","0","1","0","100580514"
"0","188","0","0.906","3","15","1","1005805","309","0","0","100580515"
"2.75","0","0","0","0","16","4","1005805","0","1","0","100580516"
"0","0","vo_ske","0","0","17","2","1005805","0","0","vo_ske_0504","100580517"
"0","0","0","1.11","4","18","1","1005805","103","0","0","100580518"
"1.656","0","0","0","0","19","4","1005805","0","1","0","100580519"
"0","103","0","1.445","4","20","1","1005805","235","0","0","100580520"
"1.899","0","0","0","0","21","4","1005805","0","1","0","100580521"
"0","235","0","0.574","4","22","1","1005805","326","0","0","100580522"
"2.491","0","0","0","0","23","4","1005805","0","1","0","100580523"
"0","0","vo_ske","0","0","24","2","1005805","0","0","vo_ske_0505","100580524"
"0","0","0","1.192","5","25","1","1005805","167","0","0","100580525"
"1.943","0","0","0","0","26","4","1005805","0","1","0","100580526"
"0","167","0","0.864","5","27","1","1005805","279","0","0","100580527"
"1.47","0","0","0","0","28","4","1005805","0","1","0","100580528"
"0","279","0","0.713","5","29","1","1005805","340","0","0","100580529"
"3.073","0","0","0","0","30","4","1005805","0","1","0","100580530"
"0","0","vo_ske","0","0","31","2","1005805","0","0","vo_ske_0506","100580531"
"0","0","0","1.159","6","32","1","1005805","153","0","0","100580532"
"1.779","0","0","0","0","33","4","1005805","0","1","0","100580533"
"0","153","0","1.634","6","34","1","1005805","391","0","0","100580534"
"5.206","0","0","0","0","35","4","1005805","0","1","0","100580535"
"0","0","vo_ske","0","0","36","2","1005805","0","0","vo_ske_0507","100580536"
"0","0","0","1.363","7","37","1","1005805","183","0","0","100580537"
"2.334","0","0","0","0","38","4","1005805","0","1","0","100580538"
"0","183","0","1.128","7","39","1","1005805","343","0","0","100580539"
"3.267","0","0","0","0","40","4","1005805","0","1","0","100580540"
"0","0","vo_ske","0","0","41","2","1005805","0","0","vo_ske_0508","100580541"
"0","0","0","2.341","8","42","1","1005805","305","0","0","100580542"
"3.817","0","0","0","0","43","4","1005805","0","1","0","100580543"
"0","305","0","0.614","8","44","1","1005805","360","0","0","100580544"
"1.798","0","0","0","0","45","4","1005805","0","1","0","100580545"
"0","0","0","1.942","9","46","1","1005805","286","0","0","100580546"
"4.447","0","0","0","0","47","4","1005805","0","1","0","100580547"
"0","0","vo_ske","0","0","48","2","1005805","0","0","vo_ske_0509","100580548"
"0","0","0","0.441","10","49","1","1005805","108","0","0","100580549"
"1.691","0","0","0","0","50","4","1005805","0","1","0","100580550"
"0","108","0","2.177","10","51","1","1005805","382","0","0","100580551"
"4.215","0","0","0","0","52","4","1005805","0","1","0","100580552"
"0","0","vo_ske","0","0","53","2","1005805","0","0","vo_ske_0510","100580553"
"0","0","0","1.116","11","54","1","1005805","118","0","0","100580554"
"2.252","0","0","0","0","55","4","1005805","0","1","0","100580555"
"0","118","0","2.025","11","56","1","1005805","380","0","0","100580556"
"4.486","0","0","0","0","57","4","1005805","0","1","0","100580557"
"0","0","vo_ske","0","0","58","2","1005805","0","0","vo_ske_0511","100580558"
"0","0","0","0.473","12","59","1","1005805","64","0","0","100580559"
"1.015","0","0","0","0","60","4","1005805","0","1","0","100580560"
"0","64","0","0.759","12","61","1","1005805","164","0","0","100580561"
"2.172","0","0","0","0","62","4","1005805","0","1","0","100580562"
"0","0","0","2.606","13","63","1","1005805","362","0","0","100580563"
"5.313","0","0","0","0","64","4","1005805","0","1","0","100580564"
"0","0","vo_ske","0","0","65","2","1005805","0","0","vo_ske_0512","100580565"
"0","0","0","1.072","14","66","1","1005805","197","0","0","100580566"
"2.416","0","0","0","0","67","4","1005805","0","1","0","100580567"
"0","197","0","1.331","14","68","1","1005805","362","0","0","100580568"
"3.831","0","0","0","0","69","4","1005805","0","1","0","100580569"
"0.8","0","0","0","0","1","4","1005901","0","1","0","100590101"
"0","0","vo_ske","0","0","2","2","1005901","0","0","vo_ske_0601","100590102"
"0","0","0","1.86","1","3","1","1005901","198","0","0","100590103"
"2.5","0","0","0","0","4","4","1005901","0","1","0","100590104"
"0","198","0","1.2","1","5","1","1005901","365","0","0","100590105"
"3.1","0","0","0","0","6","4","1005901","0","1","0","100590106"
"0","0","vo_ske","0","0","7","2","1005901","0","0","vo_ske_0602","100590107"
"0","0","0","2.2","2","8","1","1005901","268","0","0","100590108"
"3.3","0","0","0","0","9","4","1005901","0","1","0","100590109"
"0","268","0","0.9","2","10","1","1005901","356","0","0","100590110"
"1.5","0","0","0","0","11","4","1005901","0","1","0","100590111"
"0","0","0","1.5","3","12","1","1005901","186","0","0","100590112"
"3.7","0","0","0","0","13","4","1005901","0","1","0","100590113"
"0","0","vo_ske","0","0","14","2","1005901","0","0","vo_ske_0603","100590114"
"0","186","0","1.5","3","15","1","1005901","381","0","0","100590115"
"1.5","0","0","0","0","16","4","1005901","0","1","0","100590116"
"0","0","0","0.3","4","17","1","1005901","50","0","0","100590117"
"1.5","0","0","0","0","18","4","1005901","0","1","0","100590118"
"0","50","0","0.8","4","19","1","1005901","132","0","0","100590119"
"1.5","0","0","0","0","20","4","1005901","0","1","0","100590120"
"0","132","0","1.9","4","21","1","1005901","378","0","0","100590121"
"4.5","0","0","0","0","22","4","1005901","0","1","0","100590122"
"0","0","vo_ske","0","0","23","2","1005901","0","0","vo_ske_0604","100590123"
"0","0","0","2.3","5","24","1","1005901","273","0","0","100590124"
"3.3","0","0","0","0","25","4","1005901","0","1","0","100590125"
"0","273","0","1.1","5","26","1","1005901","385","0","0","100590126"
"1.1","0","0","0","0","27","4","1005901","0","1","0","100590127"
"0","0","0","1.1","6","28","1","1005901","223","0","0","100590128"
"3.9","0","0","0","0","29","4","1005901","0","1","0","100590129"
"0","0","vo_ske","0","0","30","2","1005901","0","0","vo_ske_0605","100590130"
"0","0","0","0.5","7","31","1","1005901","76","0","0","100590131"
"1.7","0","0","0","0","32","4","1005901","0","1","0","100590132"
"0","76","0","1.2","7","33","1","1005901","210","0","0","100590133"
"1.9","0","0","0","0","34","4","1005901","0","1","0","100590134"
"0","210","0","0.9","7","35","1","1005901","292","0","0","100590135"
"2.6","0","0","0","0","36","4","1005901","0","1","0","100590136"
"0","0","vo_ske","0","0","37","2","1005901","0","0","vo_ske_0606","100590137"
"0","0","0","1.6","8","38","1","1005901","217","0","0","100590138"
"2","0","0","0","0","39","4","1005901","0","1","0","100590139"
"0","217","0","1","8","40","1","1005901","340","0","0","100590140"
"1","0","0","0","0","41","4","1005901","0","1","0","100590141"
"0","0","0","1.3","9","42","1","1005901","166","0","0","100590142"
"2.2","0","0","0","0","43","4","1005901","0","1","0","100590143"
"0","166","0","1.4","9","44","1","1005901","372","0","0","100590144"
"4","0","0","0","0","45","4","1005901","0","1","0","100590145"
"0","0","vo_ske","0","0","46","2","1005901","0","0","vo_ske_0607","100590146"
"0","0","0","1.1","10","47","1","1005901","115","0","0","100590147"
"1.8","0","0","0","0","48","4","1005901","0","1","0","100590148"
"0","115","0","1","10","49","1","1005901","220","0","0","100590149"
"2.3","0","0","0","0","50","4","1005901","0","1","0","100590150"
"0","220","0","1.4","10","51","1","1005901","366","0","0","100590151"
