e1571716eafc9d3ef88b5c82af86765c617790c5ac0860036f510f5a12fe5e13,e3bf0ed6f4eb7a898abe02ea1ef43c2567d8fd3f29c70538ba2bbe552177b318,9f2a65d8e6832f6dce59b876a7ce72d990600f1d01143744a56016d9ebcce2fe,6d32eb771713c0eb31154f4d8de916a521bf10e1920881c2ba98e3b94e9f5f9d,f0dae6a776e7868b6ac9003cb055a2d31a71c18940087b9a159232746a932f30,9336b9aee2c78a81ae976d762241e2f6c7c908c12a1bd8e0c2439899dd95596e,2bf51409c9a8c54e11e60a2cddd1da0e4ffeb45ce9b901dc20cea57dea7fb576,3725f4138ea810000be4123ce01f2731278440ad731c071e0ff61d9a8db00ed0,28a43ccb3420627ef4cefd65a37f508476521cdea04831dbddbaaef72cd449c9,f95834096775ebec94065f061e5e488a96cccaadf48f532cab9f714989c7f97e,92d5540386b62a2db6a60a34e15a6bbc6fe22a94fba2f850f2812a8445bfe8c0,06b3436f136c40a59dc1a8daf8c05fb552925035c76105608bcb12f0954fd6ea,1431a32ed952a9c7839a2bcad59b7ce5d803671a1a4a2dfe664d6a6963cf4f28,7337d09104fb3d94f5d7c30653d63d6cf071057569a76710596f3fedcafa71cf,24993f5aafb2c8b5d750f41d6e2a758628fedf3dec100405003bd0387b4ee2bc
"2112","21","100","0","15","2113","0","2816","1","2111","0","1","0","2022/03/07 5:00:00","211"
"2212","22","100","0","-25","2213","0","2816","1","2211","0","1","0","2022/03/08 5:00:00","221"
"2312","23","100","0","-66","2313","0","2816","1","2311","0","1","0","2022/03/09 5:00:00","231"
"2412","24","100","0","-107","2413","0","2816","1","2411","0","1","0","2022/03/10 5:00:00","241"
"2512","25","100","0","-149","2513","0","2816","1","2511","0","1","0","2022/03/11 5:00:00","251"
"2612","26","100","0","-188","2613","0","2816","1","2611","0","1","0","2022/03/12 5:00:00","261"
"2712","27","100","0","-96","2713","0","2816","1","2711","0","1","0","2022/03/13 5:00:00","271"
"2812","28","100","0","-133","2813","0","2816","1","2811","0","1","0","2022/03/14 5:00:00","281"
"2912","29","100","0","-174","2913","0","2816","1","2911","0","1","0","2022/03/15 5:00:00","291"
"3012","30","100","0","-230","3013","0","2816","1","3011","0","1","0","2022/03/16 5:00:00","301"
"3112","31","100","0","-272","3113","0","2816","1","3111","0","1","0","2022/03/17 5:00:00","311"
"3212","32","100","0","-313","3213","0","2816","1","3211","0","1","0","2022/03/18 5:00:00","321"
"3312","33","100","0","-240","3313","0","2816","1","3311","0","1","0","2022/03/19 5:00:00","331"
"3412","34","100","0","-260","3413","0","2816","1","3411","0","1","0","2022/03/20 5:00:00","341"
"3512","35","100","0","-280","3513","0","2816","1","3511","0","1","0","2022/03/21 5:00:00","351"
"3612","36","100","0","-354","3613","0","2816","1","3611","0","1","0","2022/03/22 5:00:00","361"
"3712","37","100","0","-395","3713","0","2816","1","3711","0","1","0","2022/03/23 5:00:00","371"
"3812","38","100","0","-436","3813","0","2816","1","3811","0","1","0","2022/03/24 5:00:00","381"
"3912","39","100","0","-477","3913","0","2816","1","3911","0","1","0","2022/03/25 5:00:00","391"
"4012","40","100","0","-400","4013","0","2816","1","4011","0","1","0","2022/03/26 5:00:00","401"
"4112","41","100","0","-438","4113","0","2816","1","4111","0","1","0","2022/03/27 5:00:00","411"
"4212","42","100","0","0","4213","0","2816","1","4211","0","1","0","2022/03/28 5:00:00","421"
"4312","43","200","0","371","4313","0","2816","2","4311","0","2","0","2022/03/29 5:00:00","431"
"4412","44","200","0","343","4413","0","2816","2","4411","0","2","0","2022/03/30 5:00:00","441"
"4512","45","200","0","260","4513","105801","2816","2","4511","9105803","2","0","2022/03/31 5:00:00","451"
"4612","46","200","0","313","4613","0","2816","2","4611","0","2","0","2022/04/01 5:00:00","461"
"4712","47","200","0","285","4713","0","2816","2","4711","0","2","0","2022/04/02 5:00:00","471"
"4812","48","200","0","260","4813","102001","2816","2","4811","9102003","2","0","2022/04/03 5:00:00","481"
"4912","49","200","0","257","4913","0","2816","2","4911","0","2","0","2022/04/04 5:00:00","491"
"5012","50","200","0","173","5013","100201","2816","2","5011","9100203","2","0","2022/04/05 5:00:00","501"
"5112","51","200","0","227","5113","0","2816","2","5111","0","2","0","2022/04/06 5:00:00","511"
"5212","52","200","0","57","5213","105501","2816","2","5211","9105503","2","0","2022/04/07 5:00:00","521"
"5312","53","200","0","197","5313","0","2816","2","5311","0","2","0","2022/04/08 5:00:00","531"
"5412","54","200","0","169","5413","0","2816","2","5411","0","2","0","2022/04/09 5:00:00","541"
"5512","55","200","0","-55","5513","101601","2816","2","5511","9101603","2","0","2022/04/10 5:00:00","551"
"5612","56","200","0","141","5613","0","2816","2","5611","0","2","0","2022/04/11 5:00:00","561"
"5712","57","200","0","111","5713","0","2816","2","5711","0","2","0","2022/04/12 5:00:00","571"
"5812","58","200","0","81","5813","0","2816","2","5811","0","2","0","2022/04/13 5:00:00","581"
"5912","59","200","0","53","5913","0","2816","2","5911","0","2","0","2022/04/14 5:00:00","591"
"6012","60","200","0","-180","6013","0","2816","2","6011","0","2","0","2022/04/15 5:00:00","601"
"6112","61","200","0","-210","6113","0","2816","2","6111","0","2","0","2022/04/16 5:00:00","611"
"6212","62","200","0","-221","6213","106701","2816","2","6211","9106703","2","0","2022/04/17 5:00:00","621"
"6312","63","200","0","24","6313","0","2816","2","6311","0","2","0","2022/04/18 5:00:00","631"
"6412","64","200","0","-6","6413","0","2816","2","6411","0","2","0","2022/04/19 5:00:00","641"
"6512","65","200","0","-33","6513","0","2816","2","6511","0","2","0","2022/04/20 5:00:00","651"
"6612","66","200","0","-63","6613","0","2816","2","6611","0","2","0","2022/04/21 5:00:00","661"
"6712","67","200","0","-91","6713","0","2816","2","6711","0","2","0","2022/04/22 5:00:00","671"
"6812","68","200","0","-121","6813","0","2816","2","6811","0","2","0","2022/04/23 5:00:00","681"
"6912","69","200","0","-150","6913","0","2816","2","6911","0","2","0","2022/04/24 5:00:00","691"
"7012","70","200","0","-180","7013","0","2816","2","7011","0","2","0","2022/04/25 5:00:00","701"
"7112","71","200","0","-208","7113","0","2816","2","7111","0","2","0","2022/04/26 5:00:00","711"
"7212","72","200","0","-236","7213","0","2816","2","7211","0","2","0","2022/04/27 5:00:00","721"
"7312","73","200","0","-266","7313","0","2816","2","7311","0","2","0","2022/04/28 5:00:00","731"
"7412","74","200","0","-295","7413","0","2816","2","7411","0","2","0","2022/04/29 5:00:00","741"
"7512","75","200","1","-360","7513","0","2816","2","7511","0","2","0","2022/04/30 5:00:00","751"
"7612","76","100","0","344","7613","0","2816","1","7611","0","3","0","2022/05/01 5:00:00","761"
"7712","77","100","0","306","7713","0","2816","1","7711","0","3","0","2022/05/02 5:00:00","771"
"7812","78","100","0","390","7813","0","2816","1","7811","0","3","0","2022/05/03 5:00:00","781"
"7912","79","100","0","267","7913","0","2816","1","7911","0","3","0","2022/05/04 5:00:00","791"
"8012","80","100","0","254","8013","104401","2816","1","8011","9104403","3","0","2022/05/05 5:00:00","801"
"8112","81","100","0","230","8113","0","2816","1","8111","0","3","0","2022/05/06 5:00:00","811"
"8212","82","100","0","192","8213","0","2816","1","8211","0","3","0","2022/05/07 5:00:00","821"
"8312","83","100","0","284","8313","0","2816","1","8311","0","3","0","2022/05/08 5:00:00","831"
"8412","84","100","0","153","8413","0","2816","1","8411","0","3","0","2022/05/09 5:00:00","841"
"8512","85","100","0","0","8513","102301","2816","1","8511","9102303","3","0","2022/05/10 5:00:00","851"
"8612","86","100","0","-207","8613","105901","2816","1","8611","9105903","3","0","2022/05/11 5:00:00","861"
"8712","87","100","0","116","8713","0","2816","1","8711","0","3","0","2022/05/12 5:00:00","871"
"8812","88","100","0","78","8813","0","2816","1","8811","0","3","0","2022/05/13 5:00:00","881"
"8912","89","100","0","173","8913","0","2816","1","8911","0","3","0","2022/05/14 5:00:00","891"
"9012","90","100","0","145","9013","0","2816","1","9011","0","3","0","2022/05/15 5:00:00","901"
"9112","91","100","0","40","9113","0","2816","1","9111","0","3","0","2022/05/16 5:00:00","911"
"9212","92","100","0","0","9213","0","2816","1","9211","0","3","0","2022/05/17 5:00:00","921"
"9312","93","100","0","-36","9313","0","2816","1","9311","0","3","0","2022/05/18 5:00:00","931"
"9412","94","100","0","-75","9413","0","2816","1","9411","0","3","0","2022/05/19 5:00:00","941"
"9512","95","100","0","-111","9513","0","2816","1","9511","0","3","0","2022/05/20 5:00:00","951"
"9612","96","100","0","-113","9613","0","2816","1","9611","0","3","0","2022/05/21 5:00:00","961"
"9712","97","100","0","-150","9713","0","2816","1","9711","0","3","0","2022/05/22 5:00:00","971"
"9812","98","100","0","-226","9813","0","2816","1","9811","0","3","0","2022/05/23 5:00:00","981"
"9912","99","100","0","0","9913","0","2816","1","9911","0","3","0","2022/05/24 5:00:00","991"
"10012","100","100","0","-70","10013","0","2816","1","10011","0","3","0","2022/05/25 5:00:00","1001"
"10112","101","100","0","-171","10113","0","2816","1","10111","0","3","0","2022/05/26 5:00:00","1011"
"10212","102","100","0","-263","10213","0","2816","1","10211","0","3","0","2022/05/27 5:00:00","1021"
"10312","103","100","0","-302","10313","0","2816","1","10311","0","3","0","2022/05/28 5:00:00","1031"
"10412","104","100","0","-245","10413","0","2816","1","10411","0","3","0","2022/05/29 5:00:00","1041"
"10512","105","100","0","-318","10513","0","2816","1","10511","0","3","0","2022/05/30 5:00:00","1051"
"10612","106","100","1","-348","10613","0","2816","1","10611","0","3","0","2022/05/31 5:00:00","1061"
"10712","107","300","0","328","10713","0","2816","0","10711","0","4","0","2022/06/01 5:00:00","1071"
"10812","108","300","0","287","10813","0","2816","0","10811","0","4","0","2022/06/02 5:00:00","1081"
"10912","109","300","0","220","10913","104201","2816","0","10911","9104203","4","0","2022/06/03 5:00:00","1091"
"11012","110","300","0","360","11013","0","2816","0","11011","0","4","0","2022/06/04 5:00:00","1101"
"11112","111","300","0","324","11113","0","2816","0","11111","0","4","0","2022/06/05 5:00:00","1111"
"11212","112","300","0","110","11213","104001","2816","0","11211","9104003","4","0","2022/06/06 5:00:00","1121"
"11312","113","300","0","246","11313","0","2816","0","11311","0","4","0","2022/06/07 5:00:00","1131"
"11412","114","300","0","205","11413","0","2816","0","11411","0","4","0","2022/06/08 5:00:00","1141"
"11512","115","300","0","-70","11513","102101","2816","0","11511","9102103","4","0","2022/06/09 5:00:00","1151"
"11612","116","300","0","334","11613","0","2816","0","11611","0","4","0","2022/06/10 5:00:00","1161"
"11712","117","300","0","280","11713","0","2816","0","11711","0","4","0","2022/06/11 5:00:00","1171"
"11812","118","300","0","164","11813","0","2816","0","11811","0","4","0","2022/06/12 5:00:00","1181"
"11912","119","300","0","123","11913","0","2816","0","11911","0","4","0","2022/06/13 5:00:00","1191"
"12012","120","300","0","82","12013","0","2816","0","12011","0","4","0","2022/06/14 5:00:00","1201"
"12112","121","300","0","122","12113","0","2816","0","12111","0","4","0","2022/06/15 5:00:00","1211"
"12212","122","300","0","92","12213","0","2816","0","12211","0","4","0","2022/06/16 5:00:00","1221"
"12312","123","300","0","-100","12313","106301","2816","0","12311","9106303","4","0","2022/06/17 5:00:00","1231"
"12412","124","300","0","41","12413","0","2816","0","12411","0","4","0","2022/06/18 5:00:00","1241"
"12512","125","300","0","0","12513","0","2816","0","12511","0","4","0","2022/06/19 5:00:00","1251"
"12612","126","300","0","70","12613","0","2816","0","12611","0","4","0","2022/06/20 5:00:00","1261"
"12712","127","300","0","31","12713","0","2816","0","12711","0","4","0","2022/06/21 5:00:00","1271"
"12812","128","300","0","-41","12813","0","2816","0","12811","0","4","0","2022/06/22 5:00:00","1281"
"12912","129","300","0","-82","12913","0","2816","0","12911","0","4","0","2022/06/23 5:00:00","1291"
"13012","130","300","0","-123","13013","0","2816","0","13011","0","4","0","2022/06/24 5:00:00","1301"
"13112","131","300","0","-180","13113","106501","2816","0","13111","9106503","4","0","2022/06/25 5:00:00","1311"
"13212","132","300","0","-164","13213","0","2816","0","13211","0","4","0","2022/06/26 5:00:00","1321"
"13312","133","300","0","-205","13313","0","2816","0","13311","0","4","0","2022/06/27 5:00:00","1331"
"13412","134","300","0","-246","13413","0","2816","0","13411","0","4","0","2022/06/28 5:00:00","1341"
"13512","135","300","0","-287","13513","0","2816","0","13511","0","4","0","2022/06/29 5:00:00","1351"
"13612","136","300","1","-370","13613","0","2816","0","13611","0","4","0","2022/06/30 5:00:00","1361"
"13712","137","400","0","357","13713","0","2816","3","13711","0","5","0","2022/07/01 5:00:00","1371"
"13812","138","400","0","319","13813","0","2816","3","13811","0","5","0","2022/07/02 5:00:00","1381"
"13912","139","400","0","330","13913","0","2816","3","13911","0","5","0","2022/07/03 5:00:00","1391"
"14012","140","400","0","305","14013","0","2816","3","14011","0","5","0","2022/07/04 5:00:00","1401"
"14112","141","400","0","310","14113","100901","2816","3","14111","9100903","5","0","2022/07/05 5:00:00","1411"
"14212","142","400","0","282","14213","0","2816","3","14211","0","5","0","2022/07/06 5:00:00","1421"
"14312","143","400","0","133","14313","101701","2816","3","14311","9101703","5","0","2022/07/07 5:00:00","1431"
"14412","144","400","0","246","14413","0","2816","3","14411","0","5","0","2022/07/08 5:00:00","1441"
"14512","145","400","0","209","14513","0","2816","3","14511","0","5","0","2022/07/09 5:00:00","1451"
"14612","146","400","0","172","14613","0","2816","3","14611","0","5","0","2022/07/10 5:00:00","1461"
"14712","147","400","0","129","14713","105601","2816","3","14711","9105603","5","0","2022/07/11 5:00:00","1471"
"14812","148","400","0","134","14813","0","2816","3","14811","0","5","0","2022/07/12 5:00:00","1481"
"14912","149","400","0","97","14913","0","2816","3","14911","0","5","0","2022/07/13 5:00:00","1491"
"15012","150","400","0","60","15013","0","2816","3","15011","0","5","0","2022/07/14 5:00:00","1501"
"15112","151","400","0","22","15113","0","2816","3","15111","0","5","0","2022/07/15 5:00:00","1511"
"15212","152","400","0","-12","15213","0","2816","3","15211","0","5","0","2022/07/16 5:00:00","1521"
"15312","153","400","0","-49","15313","0","2816","3","15311","0","5","0","2022/07/17 5:00:00","1531"
"15412","154","400","0","-86","15413","0","2816","3","15411","0","5","0","2022/07/18 5:00:00","1541"
"15512","155","400","0","-29","15513","0","2816","3","15511","0","5","0","2022/07/19 5:00:00","1551"
"15612","156","400","0","-55","15613","0","2816","3","15611","0","5","0","2022/07/20 5:00:00","1561"
"15712","157","400","0","-124","15713","0","2816","3","15711","0","5","0","2022/07/21 5:00:00","1571"
"15812","158","400","0","-161","15813","0","2816","3","15811","0","5","0","2022/07/22 5:00:00","1581"
"15912","159","400","0","-199","15913","0","2816","3","15911","0","5","0","2022/07/23 5:00:00","1591"
"16012","160","400","0","-235","16013","0","2816","3","16011","0","5","0","2022/07/24 5:00:00","1601"
"16112","161","400","0","0","16113","106801","2816","3","16111","9106803","5","0","2022/07/25 5:00:00","1611"
"16212","162","400","0","-272","16213","0","2816","3","16211","0","5","0","2022/07/26 5:00:00","1621"
"16312","163","400","0","-309","16313","0","2816","3","16311","0","5","0","2022/07/27 5:00:00","1631"
"16412","164","400","0","-172","16413","105301","2816","3","16411","9105303","5","0","2022/07/28 5:00:00","1641"
"16512","165","400","0","-299","16513","0","2816","3","16511","0","5","0","2022/07/29 5:00:00","1651"
"16612","166","400","0","-233","16613","102701","2816","3","16611","9102703","5","0","2022/07/30 5:00:00","1661"
"16712","167","400","1","-356","16713","0","2816","3","16711","0","5","0","2022/07/31 5:00:00","1671"
"16812","168","400","0","306","16813","0","2816","3","16811","0","6","0","2022/08/01 5:00:00","1681"
"16912","169","400","0","226","16913","0","2816","3","16911","0","6","0","2022/08/02 5:00:00","1691"
"17012","170","400","0","146","17013","0","2816","3","17011","0","6","0","2022/08/03 5:00:00","1701"
"17112","171","400","0","66","17113","0","2816","3","17111","0","6","0","2022/08/04 5:00:00","1711"
"17212","172","400","0","-14","17213","0","2816","3","17211","0","6","0","2022/08/05 5:00:00","1721"
"17312","173","400","0","-94","17313","0","2816","3","17311","0","6","0","2022/08/06 5:00:00","1731"
"17412","174","400","0","270","17413","110801","2816","3","17411","9110803","6","0","2022/08/07 5:00:00","1741"
"17512","175","400","0","-174","17513","0","2816","3","17511","0","6","0","2022/08/08 5:00:00","1751"
"17612","176","400","0","55","17613","104301","2816","3","17611","9104303","6","0","2022/08/09 5:00:00","1761"
"17712","177","400","0","50","17713","100401","2816","3","17711","9100403","6","0","2022/08/10 5:00:00","1771"
"17812","178","400","0","-120","17813","103701","2816","3","17811","9103703","6","0","2022/08/11 5:00:00","1781"
"17822","179","400","0","-210","17823","106101","2816","3","17821","9106103","6","0","2022/08/11 5:00:00","1782"
"17912","180","400","0","-254","17913","0","2816","3","17911","0","6","0","2022/08/12 5:00:00","1791"
"18012","181","400","1","-369","18013","0","2816","3","18011","0","6","0","2022/08/13 5:00:00","1801"
"18112","182","400","0","295","18113","101801","2816","3","18111","9101803","7","0","2022/08/14 5:00:00","1811"
"18212","183","400","0","326","18213","0","2816","3","18211","0","7","0","2022/08/15 5:00:00","1821"
"18312","184","400","0","271","18313","0","2816","3","18311","0","7","0","2022/08/16 5:00:00","1831"
"18412","185","400","0","216","18413","0","2816","3","18411","0","7","0","2022/08/17 5:00:00","1841"
"18512","186","400","0","161","18513","0","2816","3","18511","0","7","0","2022/08/18 5:00:00","1851"
"18612","187","400","0","106","18613","0","2816","3","18611","0","7","0","2022/08/19 5:00:00","1861"
"18712","188","400","0","51","18713","0","2816","3","18711","0","7","0","2022/08/20 5:00:00","1871"
"18812","189","400","0","150","18813","101301","2816","3","18811","9101303","7","0","2022/08/21 5:00:00","1881"
"18912","190","400","0","-4","18913","0","2816","3","18911","0","7","0","2022/08/22 5:00:00","1891"
"19012","191","400","0","-59","19013","0","2816","3","19011","0","7","0","2022/08/23 5:00:00","1901"
"19112","192","400","0","-114","19113","0","2816","3","19111","0","7","0","2022/08/24 5:00:00","1911"
"19212","193","400","0","5","19213","101101","2816","3","19211","9101103","7","0","2022/08/25 5:00:00","1921"
"19312","194","400","0","-169","19313","0","2816","3","19311","0","7","0","2022/08/26 5:00:00","1931"
"19412","195","400","0","-130","19413","100101","2816","3","19411","9100103","7","0","2022/08/27 5:00:00","1941"
"19512","196","400","0","-224","19513","0","2816","3","19511","0","7","0","2022/08/28 5:00:00","1951"
"19612","197","400","0","-279","19613","0","2816","3","19611","0","7","0","2022/08/29 5:00:00","1961"
"19712","198","400","0","-369","19713","0","2816","3","19711","0","7","0","2022/08/30 5:00:00","1971"
"19812","199","400","1","-250","19813","103001","2816","3","19811","9103003","7","0","2022/08/31 5:00:00","1981"
"19912","200","500","0","571","19913","0","2816","0","19911","0","8","0","2022/09/01 5:00:00","1991"
"20012","201","500","0","480","20013","106001","2816","0","20011","9106003","8","0","2022/09/02 5:00:00","2001"
"20112","202","500","0","516","20113","0","2816","0","20111","0","8","0","2022/09/03 5:00:00","2011"
"20212","203","500","0","461","20213","0","2816","0","20211","0","8","0","2022/09/04 5:00:00","2021"
"20312","204","500","0","390","20313","101501","2816","0","20311","9101503","8","0","2022/09/05 5:00:00","2031"
"20412","205","500","0","406","20413","0","2816","0","20411","0","8","0","2022/09/06 5:00:00","2041"
"20512","206","500","0","340","20513","105401","2816","0","20511","9105403","8","0","2022/09/07 5:00:00","2051"
"20612","207","500","0","351","20613","0","2816","0","20611","0","8","0","2022/09/08 5:00:00","2061"
"20712","208","500","0","296","20713","0","2816","0","20711","0","8","0","2022/09/09 5:00:00","2071"
"20812","209","500","0","241","20813","0","2816","0","20811","0","8","0","2022/09/10 5:00:00","2081"
"20912","210","500","0","186","20913","0","2816","0","20911","0","8","0","2022/09/11 5:00:00","2091"
"21012","211","500","0","170","21013","118501","2816","0","21011","9118503","8","0","2022/09/12 5:00:00","2101"
"21112","212","500","0","131","21113","0","2816","0","21111","0","8","0","2022/09/13 5:00:00","2111"
"21212","213","500","0","76","21213","0","2816","0","21211","0","8","0","2022/09/14 5:00:00","2121"
"21312","214","500","0","50","21313","110901","2816","0","21311","9110903","8","0","2022/09/15 5:00:00","2131"
"21412","215","500","0","21","21413","0","2816","0","21411","0","8","0","2022/09/16 5:00:00","2141"
"21512","216","500","0","-34","21513","0","2816","0","21511","0","8","0","2022/09/17 5:00:00","2151"
"21612","217","500","0","-89","21613","0","2816","0","21611","0","8","0","2022/09/18 5:00:00","2161"
"21712","218","500","0","-120","21713","118001","2816","0","21711","9118003","8","0","2022/09/19 5:00:00","2171"
"21812","219","500","0","-144","21813","0","2816","0","21811","0","8","0","2022/09/20 5:00:00","2181"
"21912","220","500","0","-199","21913","0","2816","0","21911","0","8","0","2022/09/21 5:00:00","2191"
"22012","221","500","0","-270","22013","101001","2816","0","22011","9101003","8","0","2022/09/22 5:00:00","2201"
"22112","222","500","0","-254","22113","0","2816","0","22111","0","8","0","2022/09/23 5:00:00","2211"
"22212","223","500","0","-309","22213","0","2816","0","22211","0","8","0","2022/09/24 5:00:00","2221"
"22312","224","500","0","-364","22313","0","2816","0","22311","0","8","0","2022/09/25 5:00:00","2231"
"22412","225","500","0","-419","22413","0","2816","0","22411","0","8","0","2022/09/26 5:00:00","2241"
"22512","226","500","0","-474","22513","0","2816","0","22511","0","8","0","2022/09/27 5:00:00","2251"
"22612","227","500","0","-529","22613","0","2816","0","22611","0","8","0","2022/09/28 5:00:00","2261"
"22712","228","500","0","-370","22713","106601","2816","0","22711","9106603","8","0","2022/09/29 5:00:00","2271"
"22812","229","500","1","-579","22813","0","2816","0","22811","0","8","0","2022/09/30 5:00:00","2281"
"22912","230","500","0","383","22913","0","2816","0","22911","0","9","0","2022/10/01 5:00:00","2291"
"23012","231","500","0","339","23013","0","2816","0","23011","0","9","0","2022/10/02 5:00:00","2301"
"23112","232","500","0","296","23113","0","2816","0","23111","0","9","0","2022/10/03 5:00:00","2311"
"23212","233","500","0","290","23213","102801","2816","0","23211","9102803","9","0","2022/10/04 5:00:00","2321"
"23312","234","500","0","253","23313","0","2816","0","23311","0","9","0","2022/10/05 5:00:00","2331"
"23412","235","500","0","210","23413","0","2816","0","23411","0","9","0","2022/10/06 5:00:00","2341"
"23512","236","500","0","167","23513","0","2816","0","23511","0","9","0","2022/10/07 5:00:00","2351"
"23612","237","500","0","200","23613","0","2816","0","23611","0","9","0","2022/10/08 5:00:00","2361"
"23712","238","500","0","180","23713","0","2816","0","23711","0","9","0","2022/10/09 5:00:00","2371"
"23812","239","500","0","130","23813","100801","2816","0","23811","9100803","9","0","2022/10/10 5:00:00","2381"
"23912","240","500","0","125","23913","0","2816","0","23911","0","9","0","2022/10/11 5:00:00","2391"
"24012","241","500","0","83","24013","0","2816","0","24011","0","9","0","2022/10/12 5:00:00","2401"
"24112","242","500","0","100","24113","0","2816","0","24111","0","9","0","2022/10/13 5:00:00","2411"
"24212","243","500","0","80","24213","0","2816","0","24211","0","9","0","2022/10/14 5:00:00","2421"
"24312","244","500","0","41","24313","0","2816","0","24311","0","9","0","2022/10/15 5:00:00","2431"
"24412","245","500","0","-1","24413","0","2816","0","24411","0","9","0","2022/10/16 5:00:00","2441"
"24512","246","500","0","-43","24513","0","2816","0","24511","0","9","0","2022/10/17 5:00:00","2451"
"24612","247","500","0","10","24613","0","2816","0","24611","0","9","0","2022/10/18 5:00:00","2461"
"24712","248","500","0","-10","24713","0","2816","0","24711","0","9","0","2022/10/19 5:00:00","2471"
"24812","249","500","0","-10","24813","0","2816","0","24811","0","9","0","2022/10/20 5:00:00","2481"
"24912","250","500","0","-40","24913","0","2816","0","24911","0","9","0","2022/10/21 5:00:00","2491"
"25012","251","500","0","-85","25013","0","2816","0","25011","0","9","0","2022/10/22 5:00:00","2501"
"25112","252","500","0","-127","25113","0","2816","0","25111","0","9","0","2022/10/23 5:00:00","2511"
"25212","253","500","0","-130","25213","104901","2816","0","25211","9104903","9","0","2022/10/24 5:00:00","2521"
"25312","254","500","0","-270","25313","104701","2816","0","25311","9104703","9","0","2022/10/25 5:00:00","2531"
"25412","255","500","0","-169","25413","0","2816","0","25411","0","9","0","2022/10/26 5:00:00","2541"
"25512","256","500","0","-211","25513","0","2816","0","25511","0","9","0","2022/10/27 5:00:00","2551"
"25612","257","500","0","-253","25613","0","2816","0","25611","0","9","0","2022/10/28 5:00:00","2561"
"25712","258","500","0","-295","25713","0","2816","0","25711","0","9","0","2022/10/29 5:00:00","2571"
"25812","259","500","0","-337","25813","0","2816","0","25811","0","9","0","2022/10/30 5:00:00","2581"
"25912","260","500","1","-379","25913","0","2816","0","25911","0","9","0","2022/10/31 5:00:00","2591"
"26012","261","500","0","600","26013","0","2816","0","26011","0","10","0","2022/11/01 5:00:00","2601"
"26112","262","500","0","560","26113","0","2816","0","26111","0","10","0","2022/11/02 5:00:00","2611"
