c518d63fc74ae42f2fe2092800a36a4b49d03ae6e4b2b81fa0208e3e9c119b26,32d9bf24e2e89a6466d926afd04750027754a63d75241b117bc0578fbfe5235e,c9db0d2330fc892cfa5fb3d93f90b3957b80edc568e9168deae91294811075af,609b5eb5c1f90f91a9060119dcabd0f6470d3cbae51ec2ddbd85bf6282d92c53,5b3211fabb0a6dfd4a812277f3abe79d7472aa95bdffe92fc30ca432c277f470,ef430d737b187193223447c8a64901ba8e7480f3198d22519b14a3553f69401b
"180701","3010","バトル開始後90秒間ＴＰ上昇大アップ","2023/12/31 12:00:00","1013406","42"
"100101","3001","バトル開始後90秒間物理攻撃力極大\nアップ","2024/01/31 12:00:00","1013606","43"
"100101","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","2024/01/31 12:00:00","1013606","44"
"100101","3013","攻撃力吸収無効","2024/01/31 12:00:00","1013606","45"
"100201","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","2024/01/31 12:00:00","1013606","46"
"100201","3004","バトル開始後90秒間魔法防御力極大\nアップ","2024/01/31 12:00:00","1013606","47"
"100201","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","2024/01/31 12:00:00","1013606","48"
"100201","3013","攻撃力吸収無効","2024/01/31 12:00:00","1013606","49"
"100301","3001","バトル開始後90秒間物理攻撃力極大\nアップ","2024/01/31 12:00:00","1013606","50"
"100301","3004","バトル開始後90秒間魔法防御力極大\nアップ","2024/01/31 12:00:00","1013606","51"
"100301","3013","攻撃力吸収無効","2024/01/31 12:00:00","1013606","52"
"108701","3001","バトル開始後90秒間物理攻撃力極大\nアップ","2024/01/31 12:00:00","1013606","53"
"108701","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","2024/01/31 12:00:00","1013606","54"
"108701","3013","攻撃力吸収無効","2024/01/31 12:00:00","1013606","55"
"180101","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","2024/01/31 12:00:00","1013606","56"
"180101","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","2024/01/31 12:00:00","1013606","57"
"122401","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","2024/01/31 12:00:00","1013606","58"
"122401","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","2024/01/31 12:00:00","1013606","59"
"128701","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","2024/02/15 0:00:00","1013606","60"
"128701","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","2024/02/15 0:00:00","1013606","61"
"108801","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","2024/01/31 12:00:00","1013606","62"
"108801","3004","バトル開始後90秒間魔法防御力極大\nアップ","2024/01/31 12:00:00","1013606","63"
"108801","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","2024/01/31 12:00:00","1013606","64"
"108801","3013","攻撃力吸収無効","2024/01/31 12:00:00","1013606","65"
"115601","3004","バトル開始後90秒間魔法防御力極大\nアップ","2024/01/31 12:00:00","1013606","66"
"115601","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","2024/01/31 12:00:00","1013606","67"
"180201","3004","バトル開始後90秒間魔法防御力極大\nアップ","2024/01/31 12:00:00","1013606","68"
"180201","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","2024/01/31 12:00:00","1013606","69"
"122601","3004","バトル開始後90秒間魔法防御力極大\nアップ","2024/01/31 12:00:00","1013606","70"
"122601","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","2024/01/31 12:00:00","1013606","71"
"128901","3004","バトル開始後90秒間魔法防御力極大\nアップ","2024/01/31 12:00:00","1013606","72"
"128901","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","2024/01/31 12:00:00","1013606","73"
"108901","3001","バトル開始後90秒間物理攻撃力極大\nアップ","2024/01/31 12:00:00","1013606","74"
"108901","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","2024/01/31 12:00:00","1013606","75"
"108901","3013","攻撃力吸収無効","2024/01/31 12:00:00","1013606","76"
"114001","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","2024/01/31 12:00:00","1013606","77"
"114001","3004","バトル開始後90秒間魔法防御力極大\nアップ","2024/01/31 12:00:00","1013606","78"
"180301","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","2024/01/31 12:00:00","1013606","79"
"180301","3004","バトル開始後90秒間魔法防御力極大\nアップ","2024/01/31 12:00:00","1013606","80"
"122501","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","2024/01/31 12:00:00","1013606","81"
"122501","3004","バトル開始後90秒間魔法防御力極大\nアップ","2024/01/31 12:00:00","1013606","82"
"128801","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","2024/01/31 12:00:00","1013606","83"
"128801","3004","バトル開始後90秒間魔法防御力極大\nアップ","2024/01/31 12:00:00","1013606","84"
"100101","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","2024/02/07 12:00:00","1013706","85"
"100101","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/02/07 12:00:00","1013706","86"
"100201","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","2024/02/07 12:00:00","1013706","87"
"100201","3002","バトル開始後90秒間物理防御力極大\nアップ、行動不能無効","2024/02/07 12:00:00","1013706","88"
"100301","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","2024/02/07 12:00:00","1013706","89"
"100301","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/02/07 12:00:00","1013706","90"
"108701","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","2024/02/07 12:00:00","1013706","91"
"108701","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/02/07 12:00:00","1013706","92"
"180101","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","2024/02/07 12:00:00","1013706","93"
"180101","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/02/07 12:00:00","1013706","94"
"122401","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","2024/02/07 12:00:00","1013706","95"
"122401","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/02/07 12:00:00","1013706","96"
"128701","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","2024/02/15 0:00:00","1013706","97"
"128701","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/02/15 0:00:00","1013706","98"
"108801","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","2024/02/07 12:00:00","1013706","99"
"108801","3002","バトル開始後90秒間物理防御力極大\nアップ、行動不能無効","2024/02/07 12:00:00","1013706","100"
"115601","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","2024/02/07 12:00:00","1013706","101"
"115601","3002","バトル開始後90秒間物理防御力極大\nアップ、行動不能無効","2024/02/07 12:00:00","1013706","102"
"180201","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","2024/02/07 12:00:00","1013706","103"
"180201","3002","バトル開始後90秒間物理防御力極大\nアップ、行動不能無効","2024/02/07 12:00:00","1013706","104"
"122601","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","2024/02/07 12:00:00","1013706","105"
"122601","3002","バトル開始後90秒間物理防御力極大\nアップ、行動不能無効","2024/02/07 12:00:00","1013706","106"
"128901","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","2024/02/07 12:00:00","1013706","107"
"128901","3002","バトル開始後90秒間物理防御力極大\nアップ、行動不能無効","2024/02/07 12:00:00","1013706","108"
"108901","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","2024/02/07 12:00:00","1013706","109"
"108901","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/02/07 12:00:00","1013706","110"
"114001","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","2024/02/07 12:00:00","1013706","111"
"114001","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/02/07 12:00:00","1013706","112"
"180301","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","2024/02/07 12:00:00","1013706","113"
"180301","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/02/07 12:00:00","1013706","114"
"122501","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","2024/02/07 12:00:00","1013706","115"
"122501","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/02/07 12:00:00","1013706","116"
"128801","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","2024/02/07 12:00:00","1013706","117"
"128801","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/02/07 12:00:00","1013706","118"
"110801","3001","バトル開始後90秒間物理攻撃力極大\nアップ","2024/02/29 12:00:00","1014006","10140001"
"110801","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/02/29 12:00:00","1014006","10140002"
"110801","3005","バトル開始後90秒間継続ＨＰ回復状態\n付与","2024/02/29 12:00:00","1014006","10140003"
"110801","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","2024/02/29 12:00:00","1014006","10140004"
"110901","3001","バトル開始後90秒間物理攻撃力極大\nアップ","2024/02/29 12:00:00","1014006","10140005"
"110901","3010","バトル開始後90秒間ＨＰ吸収極大アッ\nプ、【ちぇる】77付与","2024/02/29 12:00:00","1014006","10140006"
"111001","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/02/29 12:00:00","1014006","10140007"
"111001","3005","バトル開始後90秒間継続ＨＰ回復状態\n付与","2024/02/29 12:00:00","1014006","10140008"
"111001","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","2024/02/29 12:00:00","1014006","10140009"
"116201","3001","バトル開始後90秒間物理攻撃力極大\nアップ","2024/02/29 12:00:00","1014006","10140010"
"116201","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/02/29 12:00:00","1014006","10140011"
"116201","3005","バトル開始後90秒間継続ＨＰ回復状態\n付与","2024/02/29 12:00:00","1014006","10140012"
"116201","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","2024/02/29 12:00:00","1014006","10140013"
"116301","3001","バトル開始後90秒間物理攻撃力極大\nアップ","2024/02/29 12:00:00","1014006","10140014"
"116301","3010","バトル開始後90秒間ＨＰ吸収極大アッ\nプ、【ちぇる】40付与","2024/02/29 12:00:00","1014006","10140015"
"116401","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/02/29 12:00:00","1014006","10140016"
"116401","3005","バトル開始後90秒間継続ＨＰ回復状態\n付与","2024/02/29 12:00:00","1014006","10140017"
"116401","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","2024/02/29 12:00:00","1014006","10140018"
"129301","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/03/03 19:00:00","1014006","10140019"
"129301","3005","バトル開始後90秒間継続ＨＰ回復状態\n付与","2024/03/03 19:00:00","1014006","10140020"
"129301","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","2024/03/03 19:00:00","1014006","10140021"
"102701","3001","バトル開始後90秒間物理攻撃力極大\nアップ","2024/03/31 12:00:00","1014206","10142001"
"102701","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","2024/03/31 12:00:00","1014206","10142002"
"102701","3010","バトル開始後90秒間ＴＰ上昇大アップ","2024/03/31 12:00:00","1014206","10142003"
"104301","3001","バトル開始後90秒間物理攻撃力極大\nアップ","2024/03/31 12:00:00","1014206","10142004"
"104301","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","2024/03/31 12:00:00","1014206","10142005"
"104301","3013","【狼牙の咆哮】付与","2024/03/31 12:00:00","1014206","10142006"
"109001","3001","バトル開始後90秒間物理攻撃力極大\nアップ","2024/03/31 12:00:00","1014206","10142007"
"109001","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","2024/03/31 12:00:00","1014206","10142008"
"109001","3006","バトル開始後90秒間物理クリティカル\nダメージ極大アップ","2024/03/31 12:00:00","1014206","10142009"
"117001","3001","バトル開始後90秒間物理攻撃力極大\nアップ","2024/03/31 12:00:00","1014206","10142010"
"117001","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","2024/03/31 12:00:00","1014206","10142011"
"110401","3001","バトル開始後90秒間物理攻撃力極大\nアップ","2024/03/31 12:00:00","1014206","10142012"
"110401","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","2024/03/31 12:00:00","1014206","10142013"
"115901","3001","バトル開始後90秒間物理攻撃力極大\nアップ","2024/03/31 12:00:00","1014206","10142014"
"115901","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","2024/03/31 12:00:00","1014206","10142015"
"129801","3001","バトル開始後90秒間物理攻撃力極大\nアップ","2024/03/31 12:00:00","1014206","10142016"
"129801","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","2024/03/31 12:00:00","1014206","10142017"
"103601","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","2024/04/30 12:00:00","1014406","10144001"
"103601","3004","バトル開始後90秒間魔法防御力極大\nアップ","2024/04/30 12:00:00","1014406","10144002"
"103601","3010","バトル開始後90秒間ＴＰ上昇大アップ","2024/04/30 12:00:00","1014406","10144003"
"102501","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","2024/04/30 12:00:00","1014406","10144004"
"102501","3004","バトル開始後90秒間魔法防御力極大\nアップ","2024/04/30 12:00:00","1014406","10144005"
"102501","3014","バトル開始後90秒間継続ＴＰ回復状態\n付与","2024/04/30 12:00:00","1014406","10144006"
"111101","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","2024/04/30 12:00:00","1014406","10144007"
"111101","3004","バトル開始後90秒間魔法防御力極大\nアップ","2024/04/30 12:00:00","1014406","10144008"
"111101","3010","バトル開始後90秒間ＴＰ上昇大アップ","2024/04/30 12:00:00","1014406","10144009"
"122701","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","2024/04/30 12:00:00","1014406","10144010"
"122701","3004","バトル開始後90秒間魔法防御力極大\nアップ","2024/04/30 12:00:00","1014406","10144011"
"122701","3010","バトル開始後90秒間ＴＰ上昇大アップ","2024/04/30 12:00:00","1014406","10144012"
"130701","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","2024/05/03 19:00:00","1014406","10144013"
"130701","3004","バトル開始後90秒間魔法防御力極大\nアップ","2024/05/03 19:00:00","1014406","10144014"
"130701","3010","バトル開始後90秒間ＴＰ上昇大アップ","2024/05/03 19:00:00","1014406","10144015"
"180801","3001","バトル開始後90秒間物理攻撃力極大\nアップ","2024/04/30 12:00:00","1014406","10144016"
"180801","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","2024/04/30 12:00:00","1014406","10144017"
"107701","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","2024/04/30 12:00:00","1014406","10144018"
"107701","3004","バトル開始後90秒間魔法防御力極大\nアップ","2024/04/30 12:00:00","1014406","10144019"
"107701","3014","バトル開始後90秒間継続ＴＰ回復状態\n付与","2024/04/30 12:00:00","1014406","10144020"
"112101","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","2024/04/30 12:00:00","1014406","10144021"
"112101","3004","バトル開始後90秒間魔法防御力極大\nアップ","2024/04/30 12:00:00","1014406","10144022"
"112101","3014","バトル開始後90秒間継続ＴＰ回復状態\n付与","2024/04/30 12:00:00","1014406","10144023"
"101001","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","2024/05/31 12:00:00","1014606","10146001"
"101001","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/05/31 12:00:00","1014606","10146002"
"101001","3013","ボスの毒無効","2024/05/31 12:00:00","1014606","10146003"
"110601","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","2024/05/31 12:00:00","1014606","10146004"
"110601","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/05/31 12:00:00","1014606","10146005"
"110601","3010","バトル開始後90秒間ＴＰ上昇特大アップ","2024/05/31 12:00:00","1014606","10146006"
"110601","3013","ボスの毒無効","2024/05/31 12:00:00","1014606","10146007"
"116001","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/05/31 12:00:00","1014606","10146008"
"116001","3013","ボスの毒無効","2024/05/31 12:00:00","1014606","10146009"
"123101","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","2024/05/31 12:00:00","1014606","10146010"
"123101","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","2024/05/31 12:00:00","1014606","10146011"
"123101","3010","バトル開始後90秒間ＴＰ上昇特大アップ","2024/05/31 12:00:00","1014606","10146012"
"131001","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","2024/05/31 12:00:00","1014606","10146013"
"131001","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","2024/05/31 12:00:00","1014606","10146014"
"131001","3010","バトル開始後90秒間ＴＰ上昇特大アップ","2024/05/31 12:00:00","1014606","10146015"
"131001","3013","ボスの毒無効","2024/05/31 12:00:00","1014606","10146016"
"102301","3001","バトル開始後90秒間物理攻撃力極大\nアップ","2024/05/31 12:00:00","1014606","10146017"
"102301","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/05/31 12:00:00","1014606","10146018"
"106601","3001","バトル開始後90秒間物理攻撃力極大\nアップ","2024/05/31 12:00:00","1014606","10146019"
"106601","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/05/31 12:00:00","1014606","10146020"
"102101","3001","バトル開始後90秒間物理攻撃力極大\nアップ","2024/05/31 12:00:00","1014606","10146021"
"102101","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/05/31 12:00:00","1014606","10146022"
"126401","3001","バトル開始後90秒間物理攻撃力極大\nアップ","2024/05/31 12:00:00","1014606","10146023"
"126401","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/05/31 12:00:00","1014606","10146024"
"126101","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","2024/05/31 12:00:00","1014606","10146025"
"126101","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/05/31 12:00:00","1014606","10146026"
"123301","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","2024/06/30 12:00:00","1014806","10148001"
"123301","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/06/30 12:00:00","1014806","10148002"
"123301","3014","バトル開始後90秒間継続ＴＰ回復状態\n付与","2024/06/30 12:00:00","1014806","10148003"
"123301","3013","ボスのフィールド効果無効","2024/06/30 12:00:00","1014806","10148004"
"118201","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","2024/06/30 12:00:00","1014806","10148005"
"118201","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","2024/06/30 12:00:00","1014806","10148006"
"118101","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","2024/06/30 12:00:00","1014806","10148007"
"118101","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/06/30 12:00:00","1014806","10148008"
"118101","3013","ボスのフィールド効果無効","2024/06/30 12:00:00","1014806","10148009"
"125801","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","2024/06/30 12:00:00","1014806","10148010"
"125801","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/06/30 12:00:00","1014806","10148011"
"125801","3013","ボスのフィールド効果無効","2024/06/30 12:00:00","1014806","10148012"
"131101","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","2024/06/30 12:00:00","1014806","10148013"
"131101","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/06/30 12:00:00","1014806","10148014"
"131101","3014","バトル開始後90秒間継続ＴＰ回復状態\n付与","2024/06/30 12:00:00","1014806","10148015"
"131101","3013","ボスのフィールド効果無効","2024/06/30 12:00:00","1014806","10148016"
"131201","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","2024/07/03 19:00:00","1014806","10148017"
"131201","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/07/03 19:00:00","1014806","10148018"
"126901","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","2024/06/30 12:00:00","1014806","10148019"
"126901","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","2024/06/30 12:00:00","1014806","10148020"
"123001","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/07/31 12:00:00","1015006","10150001"
"123001","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","2024/07/31 12:00:00","1015006","10150002"
"123001","3013","ボスの環境効果無効","2024/07/31 12:00:00","1015006","10150003"
"106701","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","2024/07/31 12:00:00","1015006","10150004"
"106701","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/07/31 12:00:00","1015006","10150005"
"106701","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","2024/07/31 12:00:00","1015006","10150006"
"106701","3013","ボスの環境効果無効","2024/07/31 12:00:00","1015006","10150007"
"131701","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","2024/07/31 12:00:00","1015006","10150008"
"131701","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/07/31 12:00:00","1015006","10150009"
"131701","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","2024/07/31 12:00:00","1015006","10150010"
"131701","3013","ボスの環境効果無効","2024/07/31 12:00:00","1015006","10150011"
"127001","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","2024/07/31 12:00:00","1015006","10150012"
"127001","3013","ボスの環境効果無効","2024/07/31 12:00:00","1015006","10150013"
"113601","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","2024/07/31 12:00:00","1015006","10150014"
"113601","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/07/31 12:00:00","1015006","10150015"
"113601","3013","ボスの環境効果無効","2024/07/31 12:00:00","1015006","10150016"
"107501","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","2024/07/31 12:00:00","1015006","10150017"
"107501","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/07/31 12:00:00","1015006","10150018"
"107501","3013","ボスの環境効果無効","2024/07/31 12:00:00","1015006","10150019"
"124501","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/07/31 12:00:00","1015006","10150020"
"124501","3013","ボスの環境効果無効","2024/07/31 12:00:00","1015006","10150021"
"122801","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","2024/07/31 12:00:00","1015006","10150022"
"122801","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/07/31 12:00:00","1015006","10150023"
"122801","3013","ボスの環境効果無効","2024/07/31 12:00:00","1015006","10150024"
"122501","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","2024/07/31 12:00:00","1015006","10150025"
"122501","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/07/31 12:00:00","1015006","10150026"
"122501","3013","ボスの環境効果無効","2024/07/31 12:00:00","1015006","10150027"
"109901","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","2024/08/31 12:00:00","1015206","10152001"
"109901","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/08/31 12:00:00","1015206","10152002"
"109901","3010","バトル開始後90秒間ＴＰ上昇大アップ","2024/08/31 12:00:00","1015206","10152003"
"109901","3013","ボスの沈黙無効","2024/08/31 12:00:00","1015206","10152004"
"109801","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","2024/08/31 12:00:00","1015206","10152005"
