0f19efab2f12b7feadfa50ae4ca81b0f45ebc641613988bd9fea9e7ed0e8438a,7d04045800d73b7e3c14b345694a745457f4393d158850a9b371073af5f99f54,3487db7fda772ff2656dea5b45fdb8294587232482625da525704497314698ee,b534c13c7dbb43ead88db2bc5b09f2a5adc429d2d48c9b702a1b3fba802da352,85ca38a5801067bd51e83060e08f26770605ea7840eeac18e9d2a2364abbebe7,86d6f3e952de3edfb579d435cdf2121c7e92e7464cf6257201bced7537a0a40a,d691bbf8e813b33ad38794797cb14617d0ba442a1a3333d6b243b124d25412a4
"3","2022/02/13 4:59:59","2022/02/12 5:00:00","9004014","80006","0","58"
"3","2022/02/14 4:59:59","2022/02/13 5:00:00","9004015","80006","0","59"
"3","2022/02/15 4:59:59","2022/02/14 5:00:00","9004016","80006","0","60"
"3","2022/02/16 4:59:59","2022/02/15 5:00:00","9004017","80006","1","61"
"1","0","0","436","70007","0","62"
"2","0","0","437","70007","0","63"
"3","0","0","438","70007","0","64"
"3","2022/08/02 4:59:59","2022/08/01 5:00:00","9005001","80007","0","65"
"3","2022/08/03 4:59:59","2022/08/02 5:00:00","9005002","80007","0","66"
"3","2022/08/04 4:59:59","2022/08/03 5:00:00","9005003","80007","0","67"
"3","2022/08/05 4:59:59","2022/08/04 5:00:00","9005004","80007","0","68"
"3","2022/08/06 4:59:59","2022/08/05 5:00:00","9005005","80007","0","69"
"3","2022/08/07 4:59:59","2022/08/06 5:00:00","9005006","80007","0","70"
"3","2022/08/08 4:59:59","2022/08/07 5:00:00","9005007","80007","0","71"
"3","2022/08/09 4:59:59","2022/08/08 5:00:00","9005008","80007","0","72"
"3","2022/08/10 4:59:59","2022/08/09 5:00:00","9005009","80007","0","73"
"3","2022/08/11 4:59:59","2022/08/10 5:00:00","9005010","80007","0","74"
"3","2022/08/12 4:59:59","2022/08/11 5:00:00","9005011","80007","0","75"
"3","2022/08/13 4:59:59","2022/08/12 5:00:00","9005012","80007","0","76"
"3","2022/08/14 4:59:59","2022/08/13 5:00:00","9005013","80007","0","77"
"3","2022/08/15 4:59:59","2022/08/14 5:00:00","9005014","80007","0","78"
"3","2022/08/16 4:59:59","2022/08/15 5:00:00","9005015","80007","1","79"
"0","2022/12/25 4:59:59","2022/12/24 5:00:00","400","70008","0","80"
"0","2022/12/26 4:59:59","2022/12/25 5:00:00","401","70008","0","81"
"1","0","0","439","70009","0","82"
"3","2023/02/01 4:59:59","2023/01/31 5:00:00","9006001","80008","0","83"
"3","2023/02/02 4:59:59","2023/02/01 5:00:00","9006002","80008","0","84"
"3","2023/02/03 4:59:59","2023/02/02 5:00:00","9006003","80008","0","85"
"3","2023/02/04 4:59:59","2023/02/03 5:00:00","9006004","80008","0","86"
"3","2023/02/05 4:59:59","2023/02/04 5:00:00","9006005","80008","0","87"
"3","2023/02/06 4:59:59","2023/02/05 5:00:00","9006006","80008","0","88"
"3","2023/02/07 4:59:59","2023/02/06 5:00:00","9006007","80008","0","89"
"3","2023/02/08 4:59:59","2023/02/07 5:00:00","9006008","80008","0","90"
"3","2023/02/09 4:59:59","2023/02/08 5:00:00","9006009","80008","0","91"
"3","2023/02/10 4:59:59","2023/02/09 5:00:00","9006010","80008","0","92"
"3","2023/02/11 4:59:59","2023/02/10 5:00:00","9006011","80008","0","93"
"3","2023/02/12 4:59:59","2023/02/11 5:00:00","9006012","80008","0","94"
"3","2023/02/13 4:59:59","2023/02/12 5:00:00","9006013","80008","0","95"
"3","2023/02/14 4:59:59","2023/02/13 5:00:00","9006014","80008","0","96"
"3","2023/02/15 4:59:59","2023/02/14 5:00:00","9006015","80008","0","97"
"3","2023/02/16 4:59:59","2023/02/15 5:00:00","9006016","80008","1","98"
"3","2023/08/02 4:59:59","2023/08/01 5:00:00","9007001","80009","0","99"
"3","2023/08/03 4:59:59","2023/08/02 5:00:00","9007002","80009","0","100"
"3","2023/08/04 4:59:59","2023/08/03 5:00:00","9007003","80009","0","101"
"3","2023/08/05 4:59:59","2023/08/04 5:00:00","9007004","80009","0","102"
"3","2023/08/06 4:59:59","2023/08/05 5:00:00","9007005","80009","0","103"
"3","2023/08/07 4:59:59","2023/08/06 5:00:00","9007006","80009","0","104"
"3","2023/08/08 4:59:59","2023/08/07 5:00:00","9007007","80009","0","105"
"3","2023/08/09 4:59:59","2023/08/08 5:00:00","9007008","80009","0","106"
"3","2023/08/10 4:59:59","2023/08/09 5:00:00","9007009","80009","0","107"
"3","2023/08/11 4:59:59","2023/08/10 5:00:00","9007010","80009","0","108"
"3","2023/08/12 4:59:59","2023/08/11 5:00:00","9007011","80009","0","109"
"3","2023/08/13 4:59:59","2023/08/12 5:00:00","9007012","80009","0","110"
"3","2023/08/14 4:59:59","2023/08/13 5:00:00","9007013","80009","0","111"
"3","2023/08/15 4:59:59","2023/08/14 5:00:00","9007014","80009","0","112"
"3","2023/08/16 4:59:59","2023/08/15 5:00:00","9007015","80009","1","113"
"0","2023/12/25 4:59:59","2023/12/24 5:00:00","400","70010","0","114"
"0","2023/12/26 4:59:59","2023/12/25 5:00:00","401","70012","0","115"
"1","0","0","440","70011","0","116"
"3","2024/02/01 4:59:59","2024/01/31 5:00:00","9008001","80010","0","117"
"3","2024/02/02 4:59:59","2024/02/01 5:00:00","9008002","80010","0","118"
"3","2024/02/03 4:59:59","2024/02/02 5:00:00","9008003","80010","0","119"
"3","2024/02/04 4:59:59","2024/02/03 5:00:00","9008004","80010","0","120"
"3","2024/02/05 4:59:59","2024/02/04 5:00:00","9008005","80010","0","121"
"3","2024/02/06 4:59:59","2024/02/05 5:00:00","9008006","80010","0","122"
"3","2024/02/07 4:59:59","2024/02/06 5:00:00","9008007","80010","0","123"
"3","2024/02/08 4:59:59","2024/02/07 5:00:00","9008008","80010","0","124"
"3","2024/02/09 4:59:59","2024/02/08 5:00:00","9008009","80010","0","125"
"3","2024/02/10 4:59:59","2024/02/09 5:00:00","9008010","80010","0","126"
"3","2024/02/11 4:59:59","2024/02/10 5:00:00","9008011","80010","0","127"
"3","2024/02/12 4:59:59","2024/02/11 5:00:00","9008012","80010","1","128"
"3","2024/02/13 4:59:59","2024/02/12 5:00:00","9008013","80010","1","129"
"3","2024/02/14 4:59:59","2024/02/13 5:00:00","9008014","80010","1","130"
"3","2024/02/15 4:59:59","2024/02/14 5:00:00","9008015","80010","1","131"
"3","2024/02/16 4:59:59","2024/02/15 5:00:00","9008016","80010","1","132"
"3","2024/08/02 4:59:59","2024/08/01 5:00:00","9009001","80011","0","133"
"3","2024/08/03 4:59:59","2024/08/02 5:00:00","9009002","80011","0","134"
"3","2024/08/04 4:59:59","2024/08/03 5:00:00","9009003","80011","0","135"
"3","2024/08/05 4:59:59","2024/08/04 5:00:00","9009004","80011","0","136"
"3","2024/08/06 4:59:59","2024/08/05 5:00:00","9009005","80011","0","137"
"3","2024/08/07 4:59:59","2024/08/06 5:00:00","9009006","80011","0","138"
"3","2024/08/08 4:59:59","2024/08/07 5:00:00","9009007","80011","0","139"
"3","2024/08/09 4:59:59","2024/08/08 5:00:00","9009008","80011","0","140"
"3","2024/08/10 4:59:59","2024/08/09 5:00:00","9009009","80011","0","141"
"3","2024/08/11 4:59:59","2024/08/10 5:00:00","9009010","80011","0","142"
"3","2024/08/12 4:59:59","2024/08/11 5:00:00","9009011","80011","0","143"
"3","2024/08/13 4:59:59","2024/08/12 5:00:00","9009012","80011","0","144"
"3","2024/08/14 4:59:59","2024/08/13 5:00:00","9009013","80011","0","145"
"3","2024/08/15 4:59:59","2024/08/14 5:00:00","9009014","80011","0","146"
"3","2024/08/16 4:59:59","2024/08/15 5:00:00","9009015","80011","1","147"
"0","2024/12/25 4:59:59","2024/12/24 5:00:00","400","70014","0","148"
"0","2024/12/26 4:59:59","2024/12/25 5:00:00","401","70015","0","149"
"1","0","0","441","70013","0","150"
"3","2025/02/09 4:59:59","2025/02/08 5:00:00","9010001","80012","0","151"
"3","2025/02/10 4:59:59","2025/02/09 5:00:00","9010002","80012","0","152"
"3","2025/02/11 4:59:59","2025/02/10 5:00:00","9010003","80012","0","153"
"3","2025/02/12 4:59:59","2025/02/11 5:00:00","9010004","80012","0","154"
"3","2025/02/13 4:59:59","2025/02/12 5:00:00","9010005","80012","0","155"
"3","2025/02/14 4:59:59","2025/02/13 5:00:00","9010006","80012","0","156"
"3","2025/02/15 4:59:59","2025/02/14 5:00:00","9010007","80012","0","157"
"3","2025/02/16 4:59:59","2025/02/15 5:00:00","9010008","80012","0","158"
"0","2025/04/23 4:59:59","2025/03/31 12:00:00","442","70016","0","159"
"3","2025/08/14 4:59:59","2025/08/13 5:00:00","9012001","80014","0","160"
"3","2025/08/15 4:59:59","2025/08/14 5:00:00","9012002","80014","0","161"
"3","2025/08/16 4:59:59","2025/08/15 5:00:00","9012003","80014","0","162"
"0","2025/12/25 4:59:59","2025/12/24 5:00:00","400","70017","0","163"
"0","2025/12/26 4:59:59","2025/12/25 5:00:00","401","70018","0","164"
"1","0","0","443","70019","0","165"
"3","2026/02/13 4:59:59","2026/02/12 5:00:00","9013001","80016","0","166"
"3","2026/02/14 4:59:59","2026/02/13 5:00:00","9013002","80016","0","167"
"3","2026/02/15 4:59:59","2026/02/14 5:00:00","9013003","80016","0","168"
"3","2026/02/16 4:59:59","2026/02/15 5:00:00","9013004","80016","0","169"
