811627d7e89e42d2601183341d41c1fcc047396e0f5a1782076cf5c9fc6830da,b62eec9525d4db83424b8f8d90f1d9b65763779bcc940de1d639d6124ba3d3b3,6817020d9dd9520741827695f39e4ba0c7074fed2d64f5ec681761740b7b2edd,4b7833219acfb086532a82803ace2f9f3fb6a2c2ef3029ae9ae93ed7853591c2,910d91b6786b441236798cfbf0f64c0f8559e064d4da9020baa181462f935904,11b2bcdd3280afb6c10cb1fb9d72887c08811b74e217c719180bcfc4fb64a902,ec60d4c237d2562333bed603816733d06eb99e7a3f5e54b3985377a97404e9f6,7aff26a766d604750c85e97796186ab4f6ce719d216f8224cf423bd46c3fe586,95affcbfe5e939e7992b99856d0c5a671dbfbd9db0a53da63616a897f1767206,cf8c7f56f406764a7733636d7e45bc88be5dcebc44919148643519e771723a4f,c6cab19cb3eced5e0950ee1fb2b1a719c39070370a4ad2b58c04a58eaafd352a,275b6ee105de4a25cdf9156ad20ce09e4226ebb8e249056ddd64cd947b78b1f6,6545c2c60314e627b32b124a19f35b33c7c7384f95a0dc730a83d7821468ff09,4b3a31c50cedcd14168d0bf2fe779b894f61f27a8013c8a22f0c8c3c6825a221,4f575394dc8f02cc10d4888f7fd6ee5391ac5daee440ec1c9b0c3ca4f2599674,75a8360dedcf39eb192edff53a2b938c9c4f54fe81b1ab8dfe63e98c50e98766,160f9d865917c396aab29a9bf2891806ae1bd7eb5d69a3650a7b64c9df712394,096a27b23cf8ab39de623a5d7b7a72f8fe8d77e2d8a5a23ae0b400d28f49029c,ce5b27950f19bae506c5f00ebe01620019065bc574b7b81a10fd153b8ff8b0de
"0","1","10017","0","1.5","5","610017006","0","1","0","0","0","0","1","84","90","0","","3"
"5019321","1","10019","610019401","1.5","5","610019004","200","4","0","5019322","0","0","1.25","-50","90","0","","1"
"0","1","10019","0","1.5","5","610019005","0","1","0","5019323","50","0","1.25","-50","90","0","","2"
"0","1","10019","0","1.5","5","610019006","0","1","0","0","0","0","1.25","-50","90","0","","3"
"5021321","1","10021","0","1.5","5","610021004","0","1","0","5021322","60","0","1","0","90","0","","1"
"0","1","10021","0","1.5","5","610021005","30","3","0","5021323","0","0","1","0","90","0","","2"
"0","1","10021","0","1.5","5","610021006","0","1","0","0","0","0","1","0","90","0","","3"
"5023321","1","10023","0","1.5","5","610023004","0","1","0","5023322","75","0","1.25","-50","135","0","","1"
"0","1","10023","0","1.5","5","610023005","0","1","0","5023323","25","0","1.25","-50","135","0","","2"
"0","1","10023","0","1.5","5","610023006","0","1","0","0","0","0","1.25","-50","135","0","","3"
"5025321","1","10025","610025401","5.5","5","610025004","0","2","600","5025322","0","0","1.25","-50","140","3","","1"
"0","1","10025","0","1.5","5","610025005","0","1","0","5025323","50","0","1.25","-50","140","0","","2"
"0","1","10025","0","1.5","5","610025006","0","1","0","0","0","0","1.25","-50","140","0","","3"
"5027321","1","10027","0","5.5","5","610027004","0","1","600","5027322","60","0","1.25","-50","145","3","","1"
"0","1","10027","610027501","1.5","5","610027005","0","2","600","5027323","0","0","1.25","-50","145","0","","2"
"0","1","10027","0","1.5","5","610027006","0","1","0","0","0","0","1.25","-50","145","0","","3"
"5029321","1","10029","610029401","5.5","5","610029004","0","2","600","5029322","0","0","1.5","0","145","3","","1"
"0","1","10029","0","1.5","5","610029005","0","1","0","5029323","60","0","1.5","0","145","0","","2"
"0","1","10029","0","1.5","5","610029006","0","1","0","0","0","0","1.5","0","145","0","","3"
"5031321","1","10031","610031401","5.5","5","610031004","0","2","600","5031322","0","0","1.25","-50","150","3","","1"
"0","1","10031","0","1.5","5","610031005","0","1","0","5031323","50","0","1.25","-50","150","0","","2"
"0","1","10031","0","1.5","5","610031006","0","1","0","0","0","0","1.25","-50","150","0","","3"
"5033321","1","10033","0","5.5","5","610033004","0","1","600","5033322","50","0","1.25","-50","150","3","","1"
"0","1","10033","610033402","1.5","5","610033005","0","2","600","5033323","0","0","1.25","-50","150","0","","2"
"0","1","10033","0","1.5","5","610033006","0","1","0","0","0","0","1.25","-50","150","0","","3"
"5011321","1","10034","0","1.5","5","610034004","0","1","0","5011322","70","0","1.4","0","90","0","","1"
"0","1","10034","0","1.5","5","610034005","0","1","0","5011323","40","0","1.4","0","90","0","","2"
"0","1","10034","0","1.5","5","610034006","0","1","0","0","0","0","1.4","0","90","0","","3"
"5035321","1","10035","610035401","5.5","5","610035004","0","2","600","5035322","0","0","2.5","5","155","3","","1"
"0","1","10035","610035402","1.5","5","610035005","0","2","600","5035323","0","0","2.5","5","155","0","","2"
"0","1","10035","0","1.5","5","610035006","0","1","0","0","0","0","2.5","5","155","0","","3"
"5036321","1","10036","0","5.5","5","610036004","0","1","600","5036322","75","0","0.4","-50","155","3","","1"
"0","1","10036","0","1.5","5","610036005","0","1","600","5036323","20","0","0.4","-50","155","0","","2"
"0","1","10036","0","1.5","5","610036006","0","1","0","0","0","0","0.4","-50","155","0","","3"
"0","1","10037","610037401","1.5","5","610037004","0","2","600","5012321","0","0","1.5","-50","90","3","","1"
"0","1","10037","0","1.5","5","610037005","0","1","0","5012322","53","0","1.5","-50","90","0","","2"
"0","1","10037","0","1.5","5","610037006","0","1","0","0","0","0","1.5","-50","90","0","","3"
"5038321","1","10038","610038401","5.5","5","610038004","0","2","600","5038322","0","0","1.8","-20","155","3","","1"
"0","1","10038","0","1.5","5","610038005","0","1","0","5038323","55","0","2","-20","155","0","310700_detail_idle","2"
"0","1","10038","0","1.5","5","610038006","0","1","0","0","0","0","1.8","-20","155","0","","3"
"0","1","10039","610039401","1.5","5","610039004","0","2","600","5013321","0","0","0.9","50","90","3","","1"
"0","1","10039","0","1.5","5","610039005","0","1","0","5013322","50","0","1","84","90","0","","2"
"0","1","10039","0","1.5","5","610039006","0","1","0","0","0","0","1","84","90","0","","3"
"5040321","1","10040","610040401","5.5","5","610040004","0","2","600","5040322","0","0","1.5","-20","160","3","","1"
"0","1","10040","0","1.5","5","610040005","0","1","0","5040323","60","0","1.7","-35","160","0","","2"
"0","1","10040","0","1.5","5","610040006","0","1","0","0","0","0","1.7","-35","160","0","","3"
"0","1","10041","610041401","1.5","5","610041004","0","2","600","5015321","0","0","0.9","1","90","3","","1"
"0","1","10041","0","1.5","5","610041005","0","1","0","5015322","42","0","1.3","-50","90","0","","2"
"0","1","10041","0","1.5","5","610041006","0","1","0","0","0","0","1.3","-50","90","0","","3"
"5042321","1","10042","0","5.5","5","610042004","6500000","5","0","5042322","60","0","1.7","-20","160","0","","1"
"0","1","10042","610042402","1.5","5","610042005","0","2","600","5042323","0","0","1.61","-20","160","3","311100_detail_idle","2"
"0","1","10042","0","1.5","5","610042006","0","1","0","0","0","0","1.7","-20","160","0","","3"
"5019321","1","10043","610043401","1.5","5","610043004","200","4","0","5019322","0","0","1.25","-50","90","0","","1"
"0","1","10043","0","1.5","5","610043005","0","1","0","5019323","67","0","1.25","-50","90","0","","2"
"0","1","10043","0","1.5","5","610043006","0","1","0","0","0","0","1.25","-50","90","0","","3"
"5044321","1","10044","0","1.5","5","610044004","0","1","600","5044322","70","0","1.8","-54","166","3","","1"
"0","1","10044","0","1.5","5","610044005","0","1","0","5044323","30","0","1.8","-54","166","0","","2"
"0","1","10044","0","1.5","5","610044006","0","1","0","0","0","0","1.8","-54","166","0","","3"
"5021321","1","10045","0","1.5","5","610045004","0","1","0","5021322","65","0","1","0","90","0","","1"
"0","1","10045","0","1.5","5","610045005","30","3","0","5021323","0","0","1","0","90","0","","2"
"0","1","10045","0","1.5","5","610045006","0","1","0","0","0","0","1","0","90","0","","3"
"5046321","1","10046","0","5.5","5","610046004","0","1","0","5046322","30","0","1.7","-35","169","0","","1"
"0","1","10046","610046402","1.5","5","610046005","0","2","600","5046323","0","0","1.7","-15","169","3","","2"
"0","1","10046","0","1.5","5","610046006","0","1","0","0","0","0","1.7","-35","169","0","","3"
"5023321","1","10047","0","1.5","5","610047004","0","1","0","5023322","75","0","1.25","-50","90","0","","1"
"0","1","10047","0","1.5","5","610047005","0","1","0","5023323","40","0","1.25","-50","90","0","","2"
"0","1","10047","0","1.5","5","610047006","0","1","0","0","0","0","1.25","-50","90","0","","3"
"5048321","1","10048","0","5.5","5","610048004","0","1","0","5048322","35","0","1.25","-35","172","0","","1"
"0","1","10048","610048402","1.5","5","610048005","0","2","600","5048323","0","0","1.25","-35","172","3","","2"
"0","1","10048","0","1.5","5","610048006","0","1","0","0","0","0","1.25","-35","172","0","","3"
"5025321","1","10049","610049401","5.5","5","610049004","0","2","600","5025322","0","0","1.25","-50","90","3","","1"
"0","1","10049","0","1.5","5","610049005","0","1","0","5025323","63","0","1.25","-50","90","0","","2"
"0","1","10049","0","1.5","5","610049006","0","1","0","0","0","0","1.25","-50","90","0","","3"
"5050321","1","10050","610050401","5.5","5","610050004","35","3","0","5050322","0","0","1.25","-35","175","0","","1"
"0","1","10050","0","1.5","5","610050005","0","1","0","5050323","75","0","1.25","-35","175","0","","2"
"0","1","10050","0","1.5","5","610050006","0","1","0","0","0","0","1.25","-35","175","0","","3"
"5027321","1","10051","0","5.5","5","610051004","0","1","600","5027322","80","0","1.25","-50","130","3","","1"
"0","1","10051","610051501","1.5","5","610051005","0","2","600","5027323","0","0","1.25","-50","130","0","","2"
"0","1","10051","0","1.5","5","610051006","0","1","0","0","0","0","1.25","-50","130","0","","3"
"5052321","1","10052","0","5.5","5","610052004","0","1","0","5052322","79","0","1.7","-75","178","0","","1"
"0","1","10052","0","1.5","5","610052005","0","1","0","5052323","36","0","1.7","-75","178","0","","2"
"0","1","10052","0","1.5","5","610052006","0","1","0","0","0","0","1.7","-75","178","0","","3"
"0","1","10053","610053401","1.5","5","610053004","0","2","600","5017321","0","0","0.9","50","133","3","","1"
"0","1","10053","0","1.5","5","610053005","0","1","0","5017322","69","0","1","84","133","0","","2"
"0","1","10053","0","1.5","5","610053006","0","1","0","0","0","0","1","84","133","0","","3"
"5054321","1","10054","0","5.5","5","610054004","0","1","0","5054322","28","0","1.7","-75","181","0","","1"
"0","1","10054","610054402","1.5","5","610054005","0","2","600","5054323","0","0","1.3","-40","181","0","","2"
"0","1","10054","0","1.5","5","610054006","0","1","0","0","0","0","1.7","-75","181","0","","3"
"5029321","1","10055","610055401","5.5","5","610055004","0","2","600","5029322","0","0","1.5","0","136","3","","1"
"0","1","10055","0","1.5","5","610055005","0","1","0","5029323","73","0","1.5","0","136","0","","2"
"0","1","10055","0","1.5","5","610055006","0","1","0","0","0","0","1.5","0","136","0","","3"
"5056321","1","10056","0","5.5","5","610056004","0","1","600","5056322","80","0","2","-20","175","3","","1"
"0","1","10056","0","1.5","5","610056005","0","1","0","5056323","55","0","2","-20","175","0","","2"
"0","1","10056","0","1.5","5","610056006","0","1","0","0","0","0","2","-20","175","0","","3"
"5031321","1","10057","610057401","5.5","5","610057004","0","2","600","5031322","0","0","1.25","-50","139","3","","1"
"0","1","10057","0","1.5","5","610057005","0","1","0","5031323","60","0","1.25","-50","139","0","","2"
"0","1","10057","0","1.5","5","610057006","0","1","0","0","0","0","1.25","-50","139","0","","3"
"5058321","1","10058","610058401","5.5","5","610058004","35","3","600","5058322","0","0","1.75","5","178","3","","1"
"0","1","10058","0","1.5","5","610058005","0","1","600","5058323","68","0","1.75","5","178","0","","2"
"0","1","10058","0","1.5","5","610058006","0","1","0","0","0","0","1.75","5","178","0","","3"
"5059321","1","10059","0","5.5","5","610059004","0","1","600","5059322","75","0","1.55","-20","178","3","","1"
"0","1","10059","610059402","1.5","5","610059005","0","2","600","5059323","0","0","1.15","0","178","0","","2"
"0","1","10059","0","1.5","5","610059006","0","1","0","0","0","0","1.55","-20","178","0","","3"
"5033321","1","10060","0","5.5","5","610060004","0","1","600","5033322","56","0","1.25","-50","142","3","","1"
"0","1","10060","610060402","1.5","5","610060005","0","2","600","5033323","0","0","1.25","-50","142","0","","2"
"0","1","10060","0","1.5","5","610060006","0","1","0","0","0","0","1.25","-50","142","0","","3"
"5061321","1","10061","610061401","5.5","5","610061004","0","2","600","5061322","0","0","0.83","-47","181","3","","1"
"0","1","10061","0","1.5","5","610061005","0","1","600","5061323","80","0","0.83","-47","181","0","","2"
"0","1","10061","0","1.5","5","610061006","0","1","0","0","0","0","0.83","-47","181","0","","3"
"5035321","1","10062","610062401","5.5","5","610062004","0","2","600","5035322","0","0","2.5","5","145","3","","1"
"0","1","10062","610062402","1.5","5","610062005","0","2","600","5035323","0","0","2.5","5","145","0","","2"
"0","1","10062","0","1.5","5","610062006","0","1","0","0","0","0","2.5","5","145","0","","3"
"5036321","1","10063","0","5.5","5","610063004","0","1","600","5036322","73","0","0.4","-50","145","3","","1"
"0","1","10063","0","1.5","5","610063005","0","1","600","5036323","37","0","0.4","-50","145","0","","2"
"0","1","10063","0","1.5","5","610063006","0","1","0","0","0","0","0.4","-50","145","0","","3"
"5064321","1","10064","0","5.5","5","610064004","0","1","600","5064322","67","0","1.25","-50","184","3","","1"
"0","1","10064","0","1.5","5","610064005","0","1","600","5064323","40","0","1.25","-50","184","0","","2"
"0","1","10064","0","1.5","5","610064006","0","1","0","0","0","0","1.25","-50","184","0","","3"
"5038321","1","10065","610065401","5.5","5","610065004","0","2","600","5038322","0","0","1.5","-20","148","3","","1"
"0","1","10065","0","1.5","5","610065005","0","1","0","5038323","67","0","2","-20","148","0","310700_detail_idle","2"
"0","1","10065","0","1.5","5","610065006","0","1","0","0","0","0","1.8","-20","148","0","","3"
"5066321","1","10066","610066401","5.5","5","610066004","9000000","5","600","5066322","94","0","1","-50","186","3","","1"
"0","1","10066","610066402","1.5","5","610066005","0","2","600","5066323","0","0","1","-50","186","0","","2"
"0","1","10066","0","1.5","5","610066006","0","1","0","0","0","0","1","-50","186","0","","3"
"5040321","1","10067","610067401","5.5","5","610067004","0","2","600","5040322","0","0","1.5","-20","151","3","","1"
"0","1","10067","0","1.5","5","610067005","0","1","0","5040323","68","0","1.7","-35","151","0","","2"
"0","1","10067","0","1.5","5","610067006","0","1","0","0","0","0","1.7","-35","151","0","","3"
"5068321","1","10068","0","5.5","5","610068004","0","1","600","5068322","56","0","1.7","-47","189","3","","1"
"0","1","10068","610068402","1.5","5","610068005","0","2","600","5068323","0","0","1.5","-47","189","0","","2"
"0","1","10068","0","1.5","5","610068006","0","1","0","0","0","0","1.7","-47","189","0","","3"
"5042321","1","10069","0","5.5","5","610069004","2400000","5","0","5042322","72","0","1.7","-20","154","0","","1"
"0","1","10069","610069402","1.5","5","610069005","0","2","600","5042323","0","0","1.7","-20","154","3","311100_detail_idle","2"
"0","1","10069","0","1.5","5","610069006","0","1","0","0","0","0","1.7","-20","154","0","","3"
"5070321","1","10070","610070401","5.5","5","610070004","0","2","600","5070322","0","1","2","-50","192","3","","1"
"0","1","10070","610070402","1.5","5","610070005","0","2","600","5070323","0","1","2","-50","192","0","","2"
"0","1","10070","0","1.5","0","610070006","0","1","0","0","0","0","2","-50","192","0","","3"
"5044321","1","10071","0","1.5","5","610071004","0","1","600","5044322","72","0","1.8","-54","157","3","","1"
"0","1","10071","0","1.5","5","610071005","0","1","0","5044323","44","0","1.8","-54","157","0","","2"
"0","1","10071","0","1.5","5","610071006","0","1","0","0","0","0","1.8","-54","157","0","","3"
"5072321","1","10072","610072401","5.5","5","610072004","30","3","600","5072322","0","0","1.3","-120","195","3","","1"
"0","1","10072","610072402","1.5","5","610072005","0","2","600","5072323","0","0","1","-80","195","0","","2"
"0","1","10072","0","1.5","5","610072006","0","1","0","0","0","0","1.3","-120","195","0","","3"
"5046321","1","10073","0","5.5","5","610073004","0","1","0","5046322","60","0","1.7","-35","160","0","","1"
"0","1","10073","610073402","1.5","5","610073005","0","2","600","5046323","0","0","1.7","-15","160","3","","2"
"0","1","10073","0","1.5","5","610073006","0","1","0","0","0","0","1.7","-35","160","0","","3"
"5074321","1","10074","610074401","5.5","5","610074004","0","2","600","5074322","0","0","1.18","-30","198","3","","1"
"0","1","10074","610074402","1.5","5","610074005","40","3","600","5074323","0","0","1.55","-30","198","0","","2"
"0","1","10074","0","1.5","5","610074006","0","1","0","0","0","0","1.55","-45","198","0","","3"
"5048321","1","10075","0","5.5","5","610075004","0","1","0","5048322","71","0","1.25","-35","163","0","","1"
"0","1","10075","610075402","1.5","5","610075005","0","2","600","5048323","0","0","1.25","-35","163","3","","2"
"0","1","10075","0","1.5","5","610075006","0","1","0","0","0","0","1.25","-35","163","0","","3"
"5076321","1","10076","610076401","5.5","5","610076004","0","2","600","5076322","0","0","2.2","-40","200","3","","1"
"0","1","10076","610076402","1.5","5","610076005","0","1","0","5076323","97","0","2.4","-40","200","0","","2"
"0","1","10076","0","1.5","5","610076006","0","1","0","0","0","0","2.4","-55","200","0","","3"
"5050321","1","10077","610077401","5.5","5","610077004","35","3","0","5050322","0","0","1.25","-35","166","0","","1"
"0","1","10077","0","1.5","5","610077005","0","1","0","5050323","49","0","1.25","-35","166","0","","2"
"0","1","10077","0","1.5","5","610077006","0","1","0","0","0","0","1.25","-35","166","0","","3"
"5078321","1","10078","0","1.5","5","610078004","0","1","0","5078322","79","0","1.55","-45","203","0","","1"
"0","1","10078","0","1.5","5","610078005","490","4","0","5078323","0","0","1.55","-45","203","0","","2"
"0","1","10078","0","1.5","5","610078006","0","1","0","0","0","0","1.55","-45","203","0","","3"
"5052321","1","10079","0","5.5","5","610079004","0","1","0","5052322","77","0","1.7","-75","169","0","","1"
"0","1","10079","0","1.5","5","610079005","0","1","0","5052323","47","0","1.7","-75","169","0","","2"
"0","1","10079","0","1.5","5","610079006","0","1","0","0","0","0","1.7","-75","169","0","","3"
"5080321","1","10080","610080401","5.5","5","610080004","0","2","600","5080322","0","0","1.4","-70","206","3","","1"
"0","1","10080","610080402","1.5","5","610080005","0","1","0","5080323","67","0","1.5","-70","206","0","","2"
"0","1","10080","0","1.5","5","610080006","0","1","0","0","0","0","1.5","-70","206","0","","3"
"5054321","1","10081","0","5.5","5","610081004","0","1","0","5054322","48","0","1.7","-75","172","0","","1"
"0","1","10081","610081402","1.5","5","610081005","0","2","600","5054323","0","0","1.3","-40","172","0","","2"
"0","1","10081","0","1.5","5","610081006","0","1","0","0","0","0","1.7","-75","172","0","","3"
"5082321","1","10082","610082401","5.5","5","610082004","20","3","600","5082322","0","0","2","-20","209","3","","1"
"0","1","10082","0","1.5","5","610082005","0","1","0","5082323","49","0","2","-20","209","0","","2"
"0","1","10082","0","1.5","5","610082006","0","1","0","0","0","0","2","-20","209","0","","3"
"5056321","1","10083","0","5.5","5","610083004","0","1","600","5056322","77","0","2","-20","172","3","","1"
"0","1","10083","0","1.5","5","610083005","0","1","0","5056323","45","0","2","-20","172","0","","2"
"0","1","10083","0","1.5","5","610083006","0","1","0","0","0","0","2","-20","172","0","","3"
"5084321","1","10084","610084401","5.5","5","610084004","0","2","600","5084322","0","0","1.35","5","212","3","","1"
"0","1","10084","0","1.5","5","610084005","10","3","600","5084323","0","0","1.35","5","212","0","","2"
"0","1","10084","0","1.5","5","610084006","0","1","0","0","0","0","1.35","5","212","0","","3"
"5085321","1","10085","610085401","5.5","5","610085004","0","2","600","5085322","0","0","0.95","-20","212","3","","1"
"0","1","10085","0","1.5","5","610085005","0","1","600","5085323","75","0","1.2","-20","212","0","","2"
"0","1","10085","0","1.5","5","610085006","0","1","0","0","0","0","1.2","-20","212","0","","3"
"5058321","1","10086","610086401","5.5","5","610086004","20","3","600","5058322","0","0","1.75","5","172","3","","1"
"0","1","10086","0","1.5","5","610086005","0","1","600","5058323","70","0","1.75","5","172","0","","2"
"0","1","10086","0","1.5","5","610086006","0","1","0","0","0","0","1.75","5","172","0","","3"
"5059321","1","10087","0","5.5","5","610087004","0","1","600","5059322","71","0","1.55","-20","172","3","","1"
"0","1","10087","610087402","1.5","5","610087005","0","2","600","5059323","0","0","1.15","0","172","0","","2"
"0","1","10087","0","1.5","5","610087006","0","1","0","0","0","0","1.55","-20","172","0","","3"
"5088321","1","10088","610088401","5.5","5","610088004","15","3","600","5088322","0","0","1.4","-70","215","3","","1"
"0","1","10088","610088402","1.5","5","610088005","0","1","0","5088323","75","0","1.5","-70","215","0","","2"
"0","1","10088","0","1.5","5","610088006","0","1","0","0","0","0","1.5","-70","215","0","","3"
"5061321","1","10089","610089401","5.5","5","610089004","0","2","600","5061322","0","0","0.83","-47","172","3","","1"
"0","1","10089","0","1.5","5","610089005","0","1","600","5061323","60","0","0.83","-47","172","0","","2"
"0","1","10089","0","1.5","5","610089006","0","1","0","0","0","0","0.83","-47","172","0","","3"
"5090321","1","10090","0","5.5","5","610090004","0","1","600","5090322","78","0","1.18","-45","218","3","","1"
"0","1","10090","0","1.5","5","610090005","550","4","0","5090323","0","0","1.18","-45","218","0","","2"
"0","1","10090","0","1.5","5","610090006","0","1","0","0","0","0","1.18","-45","218","0","","3"
"5064321","1","10091","0","5.5","5","610091004","0","1","600","5064322","76","0","1.25","-50","172","3","","1"
"0","1","10091","0","1.5","5","610091005","0","1","600","5064323","50","0","1.25","-50","172","0","","2"
"0","1","10091","0","1.5","5","610091006","0","1","0","0","0","0","1.25","-50","172","0","","3"
"5092321","1","10092","0","5.5","5","610092004","0","1","600","5092322","60","0","1.4","-50","220","3","","1"
"0","1","10092","610092402","1.5","5","610092005","0","2","600","5092323","0","0","1.15","-20","220","0","","2"
"0","1","10092","0","1.5","5","610092006","0","1","0","0","0","0","1.4","-50","220","0","","3"
"5066321","1","10093","610093401","5.5","5","610093004","2500000","5","600","5066322","75","0","1","-50","172","3","","1"
"0","1","10093","610093402","1.5","5","610093005","0","2","600","5066323","0","0","1","-50","172","0","","2"
"0","1","10093","0","1.5","5","610093006","0","1","0","0","0","0","1","-50","172","0","","3"
"5094321","1","10094","610094401","5.5","5","610094004","10","3","600","5094322","0","0","2.2","-50","223","3","","1"
"0","1","10094","0","1.5","5","610094005","0","1","0","5094323","84","0","2.2","-50","223","0","","2"
"0","1","10094","0","1.5","5","610094006","0","1","0","0","0","0","2.2","-50","223","0","","3"
"5068321","1","10095","0","5.5","5","610095004","0","1","600","5068322","66","0","1.7","-47","172","3","","1"
"0","1","10095","610095402","1.5","5","610095005","0","2","600","5068323","0","0","1.5","-47","172","0","","2"
"0","1","10095","0","1.5","5","610095006","0","1","0","0","0","0","1.7","-47","172","0","","3"
"5096321","1","10096","0","5.5","5","610096004","0","1","600","5096322","76","0","1.3","-120","226","3","","1"
"0","1","10096","610096402","1.5","5","610096005","0","2","600","5096323","0","0","1","-80","226","0","","2"
"0","1","10096","0","1.5","5","610096006","0","1","0","0","0","0","1.3","-120","226","0","","3"
"5070321","1","10097","610097401","5.5","5","610097004","0","2","600","5070322","0","1","2","-50","172","3","","1"
"0","1","10097","610097402","1.5","5","610097005","0","2","600","5070323","0","1","2","-50","172","0","","2"
"0","1","10097","0","1.5","0","610097006","0","1","0","0","0","0","2","-50","172","0","","3"
"5098321","1","10098","610098401","5.5","5","610098004","0","2","600","5098322","0","0","1.3","-120","229","3","","1"
"0","1","10098","610098402","1.5","5","610098005","0","2","600","5098323","0","0","1.1","-80","229","0","","2"
"0","1","10098","0","1.5","5","610098006","0","1","0","0","0","0","1.3","-85","229","0","","3"
"5072321","1","10099","610099401","5.5","5","610099004","25","3","600","5072322","0","0","1.3","-100","172","3","","1"
"0","1","10099","610099402","1.5","5","610099005","0","2","600","5072323","0","0","1","-80","172","0","","2"
"0","1","10099","0","1.5","5","610099006","0","1","0","0","0","0","1.3","-120","172","0","","3"
"5100321","1","10100","610100401","5.5","5","610100004","0","2","600","5100322","0","0","1.1","-50","232","3","","1"
"0","1","10100","0","1.5","5","610100005","0","1","600","5100323","70","0","1.5","-70","232","0","","2"
"0","1","10100","610100110","1.5","5","610100006","0","1","0","0","0","0","1.5","-70","232","0","","3"
"5074321","1","10101","610101401","5.5","5","610101004","0","2","600","5074322","0","0","1.18","-30","175","3","","1"
"0","1","10101","610101402","1.5","5","610101005","25","3","600","5074323","0","0","1.55","-30","175","0","","2"
"0","1","10101","0","1.5","5","610101006","0","1","0","0","0","0","1.55","-45","175","0","","3"
"5102321","1","10102","0","5.5","5","610102004","0","1","600","5102322","32","0","1.25","-85","235","3","","1"
"0","1","10102","610102402","1.5","5","610102005","0","2","600","5102323","0","0","1.1","-80","235","0","","2"
"0","1","10102","0","1.5","5","610102006","0","1","0","0","0","0","1.25","-85","235","0","","3"
"5076321","1","10103","610103401","5.5","5","610103004","0","2","600","5076322","0","0","2.2","-40","178","3","","1"
"0","1","10103","610103402","1.5","5","610103005","0","1","0","5076323","97","0","2.4","-40","178","0","","2"
