e0b70d4c090645342fb324a1ec58cac03ea6dff48ee1e0d283dcba909532caeb,27f8fff6eedb351d09a3d60defbc68d7d2551278086655d4cedd7ffae669183f,45c8adf9b8729159f51bf1e05f0fb0dc8fa340acb6449c78a0406cd313daa572,93f7b5bc71c77de6742eb836110f604f6d5036e562bf239ca66670e0f405b055,5a24c2ce3f375fb37b3add15a5339b11bae4d48036b0dc7199e3c4c0aaac1ec0
"9105403","31054","2","10","175"
"9118503","31185","2","10","176"
"9110903","31109","2","10","177"
"9118003","31180","2","10","178"
"9101003","31010","2","10","179"
"9106603","31066","2","10","180"
"9102803","31028","2","10","181"
"9100803","31008","2","10","182"
"9104903","31049","2","10","183"
"9104703","31047","2","10","184"
"9103803","31038","2","10","185"
"9101403","31014","2","10","186"
"9109403","31094","2","10","187"
"9104803","31048","2","10","188"
"9104503","31045","2","10","189"
"9100603","31022","2","10","190"
"9100603","31006","2","10","191"
"9100503","31005","2","10","192"
"9109203","31092","2","10","193"
"9102503","31025","2","10","194"
"9106403","31064","2","10","195"
"9103103","31031","2","10","196"
"9101203","31012","2","10","197"
"9118103","31181","2","10","198"
"9102603","31026","2","10","199"
"9105003","31050","2","10","200"
"9100303","31003","2","10","201"
"9100703","31007","2","10","202"
"9102903","31029","2","10","203"
"9103603","31036","2","10","204"
"9109303","31093","2","10","205"
"9107103","31071","2","10","206"
"9123003","31230","2","10","207"
"9111003","31110","2","10","208"
"9104603","31046","2","10","209"
"9103303","31033","2","10","210"
"9105103","31051","2","10","211"
"9105703","31057","2","10","212"
"9103203","31032","2","10","213"
"9105203","31052","2","10","214"
"9103403","31034","2","10","215"
"9107003","31070","2","10","216"
