b7d4f6e0442a07e41570a60ad8ee4ded7b9c2e343a04d2b4c2da85f6e0c932c9,30714ef53e5fe42b522abeaf5fcdb298a3dee322dbca2382dc42583ecb1fd114,151f48aef205953f040c46bd368ecf90c34d6e4e21e8aaf9b0505602bab25d61,5d5be588e49d1ef99906607dcc67a16cb194c5192940fe53bffdac360049e191,42aa93d262e3584ed4b22c8e67706fc4e56cb15a182e9b12efc16011cdbb8a8c,a8e61e3931a7997caedba16fa43c4014f2b02c4d32adda154afc3e90de51d475,b4a31598053ba45c37dc144c832569e812327594f43b5eedf739a52810845dab,6735ff7bdee0a932951b3b5e5ac309aebb49b516ec3dc00a376512f58fb58d75
"11025","25.レディウス\n　　　　　群峰・東麓","102","2030/12/17 14:59:59","bgm_M233","bgm_M233","2015/12/17 15:00:00","25.レディウス群峰・東麓"
"11026","26.ペテロ大森林・西部","102","2030/12/17 14:59:59","bgm_M260","bgm_M260","2015/12/17 15:00:00","26.ペテロ大森林・西部"
"11027","27.ペテロ大森林・東部","102","2030/12/17 14:59:59","bgm_M260","bgm_M260","2015/12/17 15:00:00","27.ペテロ大森林・東部"
"11028","28.ディズタル\n　　　　　河食岸・北部","102","2030/12/17 14:59:59","bgm_M278_E28","bgm_M278","2015/12/17 15:00:00","28.ディズタル河食岸・北部"
"11029","29.ディズタル\n　　　　　河食岸・南部","102","2030/12/17 14:59:59","bgm_M278_E29","bgm_M278","2015/12/17 15:00:00","29.ディズタル河食岸・南部"
"11030","30.フテラ断崖・北部","102","2030/12/17 14:59:59","bgm_M293","bgm_M293","2015/12/17 15:00:00","30.フテラ断崖・北部"
"11031","31.フテラ断崖・南部","102","2030/12/17 14:59:59","bgm_M293","bgm_M293","2015/12/17 15:00:00","31.フテラ断崖・南部"
"11032","32.ファスキア\n　　　　　　森林・南部","102","2030/12/17 14:59:59","bgm_M339","bgm_M339","2015/12/17 15:00:00","32.ファスキア森林・南部"
"11033","33.ファスキア\n　　　　　　森林・東部","102","2030/12/17 14:59:59","bgm_M339","bgm_M339","2015/12/17 15:00:00","33.ファスキア森林・東部"
"11034","34.デクスティア\n　　　　　岩崖・西壁","102","2030/12/17 14:59:59","bgm_M374","bgm_M374","2015/12/17 15:00:00","34.デクスティア岩崖・西壁"
"11035","35.デクスティア\n　　　　　岩崖・東壁","102","2030/12/17 14:59:59","bgm_M374","bgm_M374","2015/12/17 15:00:00","35.デクスティア岩崖・東壁"
"11036","36.ヴェーナ\n　　　　　湖畔道・南部","102","2030/12/17 14:59:59","bgm_M392","bgm_M392","2015/12/17 15:00:00","36.ヴェーナ湖畔道・南部"
"11037","37.ヴェーナ\n　　　　　湖畔道・北部","102","2030/12/17 14:59:59","bgm_M392","bgm_M392","2015/12/17 15:00:00","37.ヴェーナ湖畔道・北部"
"11038","38.ラトゥス\n　　　　　断崖・南部","102","2030/12/17 14:59:59","bgm_M411","bgm_M411","2015/12/17 15:00:00","38.ラトゥス断崖・南部"
"11039","39.ラトゥス\n　　　　　断崖・北部","102","2030/12/17 14:59:59","bgm_M411","bgm_M411","2015/12/17 15:00:00","39.ラトゥス断崖・北部"
"11040","40.スカプ\n　　　　　山系・西麓","102","2030/12/17 14:59:59","bgm_M411_E40","bgm_M411","2015/12/17 15:00:00","40.スカプ山系・西麓"
"11041","41.スカプ\n　　　　　山系・東麓","102","2030/12/17 14:59:59","bgm_M411_E40","bgm_M411","2015/12/17 15:00:00","41.スカプ山系・東麓"
"11042","42.ペクトス\n　　　　　氷峰・西壁","102","2030/12/17 14:59:59","bgm_M411_E40","bgm_M411","2015/12/17 15:00:00","42.ペクトス氷峰・西壁"
"11043","43.ペクトス\n　　　　　氷峰・東壁","102","2030/12/17 14:59:59","bgm_M411_E40","bgm_M411","2015/12/17 15:00:00","43.ペクトス氷峰・東壁"
"11044","44.スクァーマ\n　　　　　氷脈・西壁","102","2030/12/17 14:59:59","bgm_M411_E40","bgm_M411","2015/12/17 15:00:00","44.スクァーマ氷脈・西壁"
"11045","45.スクァーマ\n　　　　　氷脈・東壁","102","2030/12/17 14:59:59","bgm_M411_E40","bgm_M411","2015/12/17 15:00:00","45.スクァーマ氷脈・東壁"
"11046","46.ラテリ\n　　　　　連山・崖上","102","2030/12/17 14:59:59","bgm_M483_E46","bgm_M483","2015/12/17 15:00:00","46.ラテリ連山・崖上"
"11047","47.ラテリ\n　　　　　連山・崖下","102","2030/12/17 14:59:59","bgm_M483_E46","bgm_M483","2015/12/17 15:00:00","47.ラテリ連山・崖下"
"11048","48.エスタ\n　　　　　荒野・南部","102","2030/12/17 14:59:59","bgm_M483_E46","bgm_M483","2015/12/17 15:00:00","48.エスタ荒野・南部"
"11049","49.エスタ\n　　　　　荒野・北部","102","2030/12/17 14:59:59","bgm_M483_E46","bgm_M483","2015/12/17 15:00:00","49.エスタ荒野・北部"
"11050","50.ネロ\n　　　　　岩礁・西部","102","2030/12/17 14:59:59","bgm_M483_E50","bgm_M483","2015/12/17 15:00:00","50.ネロ岩礁・西部"
"11051","51.ネロ\n　　　　　岩礁・東部","102","2030/12/17 14:59:59","bgm_M483_E50","bgm_M483","2015/12/17 15:00:00","51.ネロ岩礁・東部"
"11052","52.ピニオン\n　　　　　浜堤・西岸","102","2030/12/17 14:59:59","bgm_M483_E50","bgm_M483","2015/12/17 15:00:00","52.ピニオン浜堤・西岸"
"11053","53.ピニオン\n　　　　　浜堤・東岸","102","2030/12/17 14:59:59","bgm_M483_E50","bgm_M483","2015/12/17 15:00:00","53.ピニオン浜堤・東岸"
"11054","54.トータティス砂岸\n　　　　　西部","102","2030/12/17 14:59:59","bgm_M483_E50","bgm_M483","2015/12/17 15:00:00","54.トータティス砂岸・西部"
"11055","55.トータティス砂岸\n　　　　　東部","102","2030/12/17 14:59:59","bgm_M483_E50","bgm_M483","2015/12/17 15:00:00","55.トータティス砂岸・東部"
"11056","56.オニュクス砂島\n　　　　　北部","102","2030/12/17 14:59:59","bgm_M483_E50","bgm_M483","2015/12/17 15:00:00","56.オニュクス砂島・北部"
"11057","57.オニュクス砂島\n　　　　　南部","102","2030/12/17 14:59:59","bgm_M571","bgm_M571","2015/12/17 15:00:00","57.オニュクス砂島・南部"
"11058","58.クルース\n　　　　　密林・東部","102","2030/12/17 14:59:59","bgm_M599A","bgm_M599A","2015/12/17 15:00:00","58.クルース密林・東部"
"11059","59.クルース\n　　　　　密林・西部","102","2030/12/17 14:59:59","bgm_M599A","bgm_M599A","2015/12/17 15:00:00","59.クルース密林・西部"
"11060","60.カウダ\n　　　　　砂浜・北部","102","2030/12/17 14:59:59","bgm_M599A","bgm_M599A","2015/12/17 15:00:00","60.カウダ砂浜・北部"
"11061","61.カウダ\n　　　　　砂浜・南部","102","2030/12/17 14:59:59","bgm_M599A","bgm_M599A","2015/12/17 15:00:00","61.カウダ砂浜・南部"
"11062","62.プロピーナ岬","102","2030/12/17 14:59:59","bgm_M599A","bgm_M599A","2015/12/17 15:00:00","62.プロピーナ岬"
"11063","63.アパレーユ\n　　　　　街道・西側","103","2030/12/17 14:59:59","bgm_MC001","bgm_MC001","2015/12/17 15:00:00","63.アパレーユ街道・西側"
"11064","64.アパレーユ\n　　　　　街道・東側","103","2030/12/17 14:59:59","bgm_MC001","bgm_MC001","2015/12/17 15:00:00","64.アパレーユ街道・東側"
"11065","65.キャッスル・オブ・パルフェ\n　　　　　　城下町","103","2030/12/17 14:59:59","bgm_MC001","bgm_MC001","2015/12/17 15:00:00","65.キャッスル・オブ・パルフェ　城下町"
"11066","66.ラモリール平原","103","2030/12/17 14:59:59","bgm_MC001","bgm_MC001","2015/12/17 15:00:00","66.ラモリール平原"
"11067","67.渦炎密林","104","2030/12/17 14:59:59","bgm_MC079","bgm_MC079","2015/12/17 15:00:00","67.渦炎密林"
"11068","68.思索樹海","104","2030/12/17 14:59:59","bgm_MC079","bgm_MC079","2015/12/17 15:00:00","68.思索樹海"
"11069","69.鬼ノ膝元","104","2030/12/17 14:59:59","bgm_MC079","bgm_MC079","2015/12/17 15:00:00","69.鬼ノ膝元"
"11070","70.炎縄河","104","2030/12/17 14:59:59","bgm_MC079","bgm_MC079","2015/12/17 15:00:00","70.炎縄河"
"11071","71.崩豹峠","104","2030/12/17 14:59:59","bgm_MC079","bgm_MC079","2015/12/17 15:00:00","71.崩豹峠"
"11072","72.怒錐ヶ岳","104","2030/12/17 14:59:59","bgm_MC079","bgm_MC079","2015/12/17 15:00:00","72.怒錐ヶ岳"
"11073","73.久遠氷河・南端","105","2030/12/17 14:59:59","bgm_MC201","bgm_MC201","2015/12/17 15:00:00","73.久遠氷河・南端"
"11074","74.幽魂湿原","105","2030/12/17 14:59:59","bgm_MC201","bgm_MC201","2015/12/17 15:00:00","74.幽魂湿原"
"11075","75.巨鯨城・近隣","105","2030/12/17 14:59:59","bgm_MC201","bgm_MC201","2015/12/17 15:00:00","75.巨鯨城・近隣"
"11076","76.忘却された町","105","2030/12/17 14:59:59","bgm_MC201","bgm_MC201","2015/12/17 15:00:00","76.忘却された町"
"11077","77.黒曜に臨む丘","105","2030/12/17 14:59:59","bgm_MC201","bgm_MC201","2015/12/17 15:00:00","77.黒曜に臨む丘"
"11078","78.屍蝋の眠り城","105","2030/12/17 14:59:59","bgm_MC201","bgm_MC201","2015/12/17 15:00:00","78.屍蝋の眠り城"
"11079","79.はぐれ鬼の集落","105","2030/12/17 14:59:59","bgm_MC201","bgm_MC201","2015/12/17 15:00:00","79.はぐれ鬼の集落"
"11080","80.幻葬湖のほとり","105","2030/12/17 14:59:59","bgm_MC201","bgm_MC201","2015/12/17 15:00:00","80.幻葬湖のほとり"
"11081","81.影蚕の礼拝所","105","2030/12/17 14:59:59","bgm_MC201","bgm_MC201","2015/12/17 15:00:00","81.影蚕の礼拝所"
"12001","1.ジュノー平野","101","2030/12/17 14:59:59","bgm_M61","bgm_M61","2015/12/17 15:00:00","1.ジュノー平野"
"12002","2.パラス高原","101","2030/12/17 14:59:59","bgm_M61_02","bgm_M61","2015/12/17 15:00:00","2.パラス高原"
"12003","3.ヘーベ丘陵","101","2030/12/17 14:59:59","bgm_M61_03","bgm_M61","2015/12/17 15:00:00","3.ヘーベ丘陵"
"12004","4.ベスタ渓谷","101","2030/12/17 14:59:59","bgm_M61_04","bgm_M61","2015/12/17 15:00:00","4.ベスタ渓谷"
"12005","5.ケレス森林","101","2030/12/17 14:59:59","bgm_M62_01","bgm_M62","2015/12/17 15:00:00","5.ケレス森林"
"12006","6.フローラ湖畔","101","2030/12/17 14:59:59","bgm_M62_02","bgm_M62","2015/12/17 15:00:00","6.フローラ湖畔"
"12007","7.メティス大瀑布","101","2030/12/17 14:59:59","bgm_M62_03","bgm_M62","2015/12/17 15:00:00","7.メティス大瀑布"
"12008","8.イリス樹海","101","2030/12/17 14:59:59","bgm_M42_02","bgm_M42","2015/12/17 15:00:00","8.イリス樹海"
"12009","9.フリガ雪原","101","2030/12/17 14:59:59","bgm_M58","bgm_M58","2015/12/17 15:00:00","9.フリガ雪原"
"12010","10.ロレッタ海岸","101","2030/12/17 14:59:59","bgm_M101","bgm_M101","2015/12/17 15:00:00","10.ロレッタ海岸"
"12011","11.ゲヌア砂漠","101","2030/12/17 14:59:59","bgm_M93","bgm_M93","2015/12/17 15:00:00","11.ゲヌア砂漠"
"12012","12.ボノニア砂丘","101","2030/12/17 14:59:59","bgm_M94","bgm_M94","2015/12/17 15:00:00","12.ボノニア砂丘"
"12013","13.ドロテア湿地","101","2030/12/17 14:59:59","bgm_M118","bgm_M118","2015/12/17 15:00:00","13.ドロテア湿地"
"12014","14.ウジェニア熱地","101","2030/12/17 14:59:59","bgm_M95","bgm_M95","2015/12/17 15:00:00","14.ウジェニア熱地"
"12015","15.タリア火山","101","2030/12/17 14:59:59","bgm_M96","bgm_M96","2015/12/17 15:00:00","15.タリア火山"
"12016","16.テミス銀嶺","101","2030/12/17 14:59:59","bgm_M140","bgm_M140","2015/12/17 15:00:00","16.テミス銀嶺"
"12017","17.フィデス氷原","101","2030/12/17 14:59:59","bgm_M141","bgm_M141","2015/12/17 15:00:00","17.フィデス氷原"
"12018","18.ファエトン\n　　　　　原野・北部","102","2030/12/17 14:59:59","bgm_M179","bgm_M179","2015/12/17 15:00:00","18.ファエトン原野・北部"
"12019","19.ファエトン\n　　　　　原野・南部","102","2030/12/17 14:59:59","bgm_M179","bgm_M179","2015/12/17 15:00:00","19.ファエトン原野・南部"
"12020","20.カスタリア\n　　　　　樹林・西部","102","2030/12/17 14:59:59","bgm_M180","bgm_M180","2015/12/17 15:00:00","20.カスタリア樹林・西部"
"12021","21.カスタリア\n　　　　　樹林・東部","102","2030/12/17 14:59:59","bgm_M180","bgm_M180","2015/12/17 15:00:00","21.カスタリア樹林・東部"
"12022","22.マティルド\n　　　　　岩峯・南部","102","2030/12/17 14:59:59","bgm_M232","bgm_M232","2015/12/17 15:00:00","22.マティルド岩峯・南部"
"12023","23.マティルド\n　　　　　岩峯・北部","102","2030/12/17 14:59:59","bgm_M232","bgm_M232","2015/12/17 15:00:00","23.マティルド岩峯・北部"
"12024","24.レディウス\n　　　　　群峰・西麓","102","2030/12/17 14:59:59","bgm_M233","bgm_M233","2015/12/17 15:00:00","24.レディウス群峰・西麓"
"12025","25.レディウス\n　　　　　群峰・東麓","102","2030/12/17 14:59:59","bgm_M233","bgm_M233","2015/12/17 15:00:00","25.レディウス群峰・東麓"
"12026","26.ペテロ大森林・西部","102","2030/12/17 14:59:59","bgm_M260","bgm_M260","2015/12/17 15:00:00","26.ペテロ大森林・西部"
"12027","27.ペテロ大森林・東部","102","2030/12/17 14:59:59","bgm_M260","bgm_M260","2015/12/17 15:00:00","27.ペテロ大森林・東部"
"12028","28.ディズタル\n　　　　　河食岸・北部","102","2030/12/17 14:59:59","bgm_M278_E28","bgm_M278","2015/12/17 15:00:00","28.ディズタル河食岸・北部"
"12029","29.ディズタル\n　　　　　河食岸・南部","102","2030/12/17 14:59:59","bgm_M278_E29","bgm_M278","2015/12/17 15:00:00","29.ディズタル河食岸・南部"
"12030","30.フテラ断崖・北部","102","2030/12/17 14:59:59","bgm_M293","bgm_M293","2015/12/17 15:00:00","30.フテラ断崖・北部"
"12031","31.フテラ断崖・南部","102","2030/12/17 14:59:59","bgm_M293","bgm_M293","2015/12/17 15:00:00","31.フテラ断崖・南部"
"12032","32.ファスキア\n　　　　　　森林・南部","102","2030/12/17 14:59:59","bgm_M339","bgm_M339","2015/12/17 15:00:00","32.ファスキア森林・南部"
"12033","33.ファスキア\n　　　　　　森林・東部","102","2030/12/17 14:59:59","bgm_M339","bgm_M339","2015/12/17 15:00:00","33.ファスキア森林・東部"
"12034","34.デクスティア\n　　　　　岩崖・西壁","102","2030/12/17 14:59:59","bgm_M374","bgm_M374","2015/12/17 15:00:00","34.デクスティア岩崖・西壁"
"12035","35.デクスティア\n　　　　　岩崖・東壁","102","2030/12/17 14:59:59","bgm_M374","bgm_M374","2015/12/17 15:00:00","35.デクスティア岩崖・東壁"
"12036","36.ヴェーナ\n　　　　　湖畔道・南部","102","2030/12/17 14:59:59","bgm_M392","bgm_M392","2015/12/17 15:00:00","36.ヴェーナ湖畔道・南部"
"12037","37.ヴェーナ\n　　　　　湖畔道・北部","102","2030/12/17 14:59:59","bgm_M392","bgm_M392","2015/12/17 15:00:00","37.ヴェーナ湖畔道・北部"
"12038","38.ラトゥス\n　　　　　断崖・南部","102","2030/12/17 14:59:59","bgm_M411","bgm_M411","2015/12/17 15:00:00","38.ラトゥス断崖・南部"
"12039","39.ラトゥス\n　　　　　断崖・北部","102","2030/12/17 14:59:59","bgm_M411","bgm_M411","2015/12/17 15:00:00","39.ラトゥス断崖・北部"
"12040","40.スカプ\n　　　　　山系・西麓","102","2030/12/17 14:59:59","bgm_M411_E40","bgm_M411","2015/12/17 15:00:00","40.スカプ山系・西麓"
"12041","41.スカプ\n　　　　　山系・東麓","102","2030/12/17 14:59:59","bgm_M411_E40","bgm_M411","2015/12/17 15:00:00","41.スカプ山系・東麓"
"12042","42.ペクトス\n　　　　　氷峰・西壁","102","2030/12/17 14:59:59","bgm_M411_E40","bgm_M411","2015/12/17 15:00:00","42.ペクトス氷峰・西壁"
"12043","43.ペクトス\n　　　　　氷峰・東壁","102","2030/12/17 14:59:59","bgm_M411_E40","bgm_M411","2015/12/17 15:00:00","43.ペクトス氷峰・東壁"
"12044","44.スクァーマ\n　　　　　氷脈・西壁","102","2030/12/17 14:59:59","bgm_M411_E40","bgm_M411","2015/12/17 15:00:00","44.スクァーマ氷脈・西壁"
"12045","45.スクァーマ\n　　　　　氷脈・東壁","102","2030/12/17 14:59:59","bgm_M411_E40","bgm_M411","2015/12/17 15:00:00","45.スクァーマ氷脈・東壁"
"12046","46.ラテリ\n　　　　　連山・崖上","102","2030/12/17 14:59:59","bgm_M483_E46","bgm_M483","2015/12/17 15:00:00","46.ラテリ連山・崖上"
"12047","47.ラテリ\n　　　　　連山・崖下","102","2030/12/17 14:59:59","bgm_M483_E46","bgm_M483","2015/12/17 15:00:00","47.ラテリ連山・崖下"
"12048","48.エスタ\n　　　　　荒野・南部","102","2030/12/17 14:59:59","bgm_M483_E46","bgm_M483","2015/12/17 15:00:00","48.エスタ荒野・南部"
"12049","49.エスタ\n　　　　　荒野・北部","102","2030/12/17 14:59:59","bgm_M483_E46","bgm_M483","2015/12/17 15:00:00","49.エスタ荒野・北部"
"12050","50.ネロ\n　　　　　岩礁・西部","102","2030/12/17 14:59:59","bgm_M483_E50","bgm_M483","2015/12/17 15:00:00","50.ネロ岩礁・西部"
"12051","51.ネロ\n　　　　　岩礁・東部","102","2030/12/17 14:59:59","bgm_M483_E50","bgm_M483","2015/12/17 15:00:00","51.ネロ岩礁・東部"
"12052","52.ピニオン\n　　　　　浜堤・西岸","102","2030/12/17 14:59:59","bgm_M483_E50","bgm_M483","2015/12/17 15:00:00","52.ピニオン浜堤・西岸"
"12053","53.ピニオン\n　　　　　浜堤・東岸","102","2030/12/17 14:59:59","bgm_M483_E50","bgm_M483","2015/12/17 15:00:00","53.ピニオン浜堤・東岸"
"12054","54.トータティス砂岸\n　　　　　西部","102","2030/12/17 14:59:59","bgm_M483_E50","bgm_M483","2015/12/17 15:00:00","54.トータティス砂岸・西部"
"12055","55.トータティス砂岸\n　　　　　東部","102","2030/12/17 14:59:59","bgm_M483_E50","bgm_M483","2015/12/17 15:00:00","55.トータティス砂岸・東部"
"12056","56.オニュクス砂島\n　　　　　北部","102","2030/12/17 14:59:59","bgm_M483_E50","bgm_M483","2015/12/17 15:00:00","56.オニュクス砂島・北部"
"12057","57.オニュクス砂島\n　　　　　南部","102","2030/12/17 14:59:59","bgm_M571","bgm_M571","2015/12/17 15:00:00","57.オニュクス砂島・南部"
"12058","58.クルース\n　　　　　密林・東部","102","2030/12/17 14:59:59","bgm_M599A","bgm_M599A","2015/12/17 15:00:00","58.クルース密林・東部"
"12063","63.アパレーユ\n　　　　　街道・西側","103","2030/12/17 14:59:59","bgm_MC001","bgm_MC001","2015/12/17 15:00:00","63.アパレーユ街道・西側"
"12064","64.アパレーユ\n　　　　　街道・東側","103","2030/12/17 14:59:59","bgm_MC001","bgm_MC001","2015/12/17 15:00:00","64.アパレーユ街道・東側"
"12065","65.キャッスル・オブ・パルフェ\n　　　　　　城下町","103","2030/12/17 14:59:59","bgm_MC001","bgm_MC001","2015/12/17 15:00:00","65.キャッスル・オブ・パルフェ　城下町"
"12066","66.ラモリール平原","103","2030/12/17 14:59:59","bgm_MC001","bgm_MC001","2015/12/17 15:00:00","66.ラモリール平原"
"12067","67.渦炎密林","104","2030/12/17 14:59:59","bgm_MC079","bgm_MC079","2015/12/17 15:00:00","67.渦炎密林"
"12068","68.思索樹海","104","2030/12/17 14:59:59","bgm_MC079","bgm_MC079","2015/12/17 15:00:00","68.思索樹海"
"12069","69.鬼ノ膝元","104","2030/12/17 14:59:59","bgm_MC079","bgm_MC079","2015/12/17 15:00:00","69.鬼ノ膝元"
"12070","70.炎縄河","104","2030/12/17 14:59:59","bgm_MC079","bgm_MC079","2015/12/17 15:00:00","70.炎縄河"
"12071","71.崩豹峠","104","2030/12/17 14:59:59","bgm_MC079","bgm_MC079","2015/12/17 15:00:00","71.崩豹峠"
"12072","72.怒錐ヶ岳","104","2030/12/17 14:59:59","bgm_MC079","bgm_MC079","2015/12/17 15:00:00","72.怒錐ヶ岳"
"12073","73.久遠氷河・南端","105","2030/12/17 14:59:59","bgm_MC201","bgm_MC201","2015/12/17 15:00:00","73.久遠氷河・南端"
"12074","74.幽魂湿原","105","2030/12/17 14:59:59","bgm_MC201","bgm_MC201","2015/12/17 15:00:00","74.幽魂湿原"
"12075","75.巨鯨城・近隣","105","2030/12/17 14:59:59","bgm_MC201","bgm_MC201","2015/12/17 15:00:00","75.巨鯨城・近隣"
"12076","76.忘却された町","105","2030/12/17 14:59:59","bgm_MC201","bgm_MC201","2015/12/17 15:00:00","76.忘却された町"
"12077","77.黒曜に臨む丘","105","2030/12/17 14:59:59","bgm_MC201","bgm_MC201","2015/12/17 15:00:00","77.黒曜に臨む丘"
"12078","78.屍蝋の眠り城","105","2030/12/17 14:59:59","bgm_MC201","bgm_MC201","2015/12/17 15:00:00","78.屍蝋の眠り城"
"12079","79.はぐれ鬼の集落","105","2030/12/17 14:59:59","bgm_MC201","bgm_MC201","2015/12/17 15:00:00","79.はぐれ鬼の集落"
"12080","80.幻葬湖のほとり","105","2030/12/17 14:59:59","bgm_MC201","bgm_MC201","2015/12/17 15:00:00","80.幻葬湖のほとり"
"12081","81.影蚕の礼拝所","105","2030/12/17 14:59:59","bgm_MC201","bgm_MC201","2015/12/17 15:00:00","81.影蚕の礼拝所"
"13018","18.ファエトン\n　　　　　原野・北部","102","2030/12/17 14:59:00","bgm_M179","bgm_M179","2015/12/17 15:00:00","18.ファエトン原野・北部"
"13019","19.ファエトン\n　　　　　原野・南部","102","2030/12/17 14:59:59","bgm_M179","bgm_M179","2015/12/17 15:00:00","19.ファエトン原野・南部"
"13020","20.カスタリア\n　　　　　樹林・西部","102","2030/12/17 14:59:59","bgm_M180","bgm_M180","2015/12/17 15:00:00","20.カスタリア樹林・西部"
"13021","21.カスタリア\n　　　　　樹林・東部","102","2030/12/17 14:59:59","bgm_M180","bgm_M180","2015/12/17 15:00:00","21.カスタリア樹林・東部"
"13022","22.マティルド\n　　　　　岩峯・南部","102","2030/12/17 14:59:59","bgm_M232","bgm_M232","2015/12/17 15:00:00","22.マティルド岩峯・南部"
"13023","23.マティルド\n　　　　　岩峯・北部","102","2030/12/17 14:59:59","bgm_M232","bgm_M232","2015/12/17 15:00:00","23.マティルド岩峯・北部"
"13024","24.レディウス\n　　　　　群峰・西麓","102","2030/12/17 14:59:59","bgm_M233","bgm_M233","2015/12/17 15:00:00","24.レディウス群峰・西麓"
"13025","25.レディウス\n　　　　　群峰・東麓","102","2030/12/17 14:59:59","bgm_M233","bgm_M233","2015/12/17 15:00:00","25.レディウス群峰・東麓"
"13026","26.ペテロ大森林・西部","102","2030/12/17 14:59:59","bgm_M260","bgm_M260","2015/12/17 15:00:00","26.ペテロ大森林・西部"
"13027","27.ペテロ大森林・東部","102","2030/12/17 14:59:59","bgm_M260","bgm_M260","2015/12/17 15:00:00","27.ペテロ大森林・東部"
"13028","28.ディズタル\n　　　　　河食岸・北部","102","2030/12/17 14:59:59","bgm_M278_E28","bgm_M278","2015/12/17 15:00:00","28.ディズタル河食岸・北部"
"13029","29.ディズタル\n　　　　　河食岸・南部","102","2030/12/17 14:59:59","bgm_M278_E29","bgm_M278","2015/12/17 15:00:00","29.ディズタル河食岸・南部"
