7a2d95141abf168af29ea00d5dec1d24f3bbea4c5a5107dab7394a4796c79856,61deacef6ddb7c4d861a9534b1167c96dc1b85aa476996253b6d6c4a84b3e22b,1a0882b3ac90addeb6e9d17e61d29636f8e51ed2c14a0d84e69e3c155ee39a89,9d4dbce4dc27051ab1126b2d58d3fb211cee0f12c5c2a443ca64fac2f26caf86,847511f2c94a88a98d36c90b76f7002be95b8d8b361f446a38bd552b38ef73d7,ee63a0d14264af35d3660738a28d822829364821f0243c598c22ba4bae9558a9,e99569b65b78caa3de6d67590b52a26a2a88b5d92c9bc9e38c0c47838efc05d0,756a35dc06d2c2262eb3f24a91e157eb89332e4e3b12b7789b1a863d0329827c,60881060a5a9a3258350fd3772f63a19a63ca1094a333ecf4193847fbae19788,0de5eaf961ba9d7a6a0aa0e3612d6d76800eb5733fdf4c3b9d50006a966c43f1,84191da84db76310833d72960596b076179511f7ff383b475592c42e065ed8bb
"0102_mid","","61036","","5146061","0","3","0","","","201"
"","","61037","","5146061","","92","","","",""
"0102_out","","61038","","5146061","0","3","0","","","201"
"0","","61039","","5146061","","93","","","","0.2"
"kyaru_smile_in","1","61040","","5146061","0.2","3","0","kyaru_smile_idle","0","106011"
"kyaru_smile_in","1","61041","","5146061","0.2","3","0","kyaru_smile_idle","0","1060"
"vo_apg_0103","","61042","","5146061","","21","0","0","","vo_apg"
"0103_in","","61043","","5146061","0","3","0","","","201"
"1","","61044","","5146061","","93","","","","5.4"
"0103_mid","","61045","","5146061","0","3","0","","","201"
"","","61046","","5146061","","92","","","",""
"0103_out","","61047","","5146061","0","3","0","","","201"
"0","","61048","","5146061","","93","","","","0.2"
"fade105_out","","61049","","5146061","","37","","","","2"
"1","","61050","","5146061","","4","","","","105811"
"1","","61051","","5146061","","4","","","","1058"
"surprise_talk","","61052","","5146061","0.2","3","1","","","105811"
"surprise_talk","","61053","","5146061","0.2","3","1","","","1058"
"vo_apg_0104","","61054","","5146061","","21","0","0","","vo_apg"
"……キャルちゃん、\n写真写りたくないんですかね…？","1","61055","0","5146061","0","11","10","1","0","105811"
"","","61056","","5146061","","91","","","","0"
"surprise_idle_talk1R","","61057","","5146061","0.2","3","1","","","105811"
"surprise_idle_talk1R","","61058","","5146061","0.2","3","1","","","1058"
"kokkoro_surprise_talk","","61059","","5146061","0.2","3","1","","","105911"
"kokkoro_surprise_talk","","61060","","5146061","0.2","3","1","","","1059"
"vo_apg_0105","","61061","","5146061","","21","0","0","","vo_apg"
"はい。\nどうやらそのようでございます","1","61062","0","5146061","0","11","10","1","0","105911"
"","","61063","","5146061","","91","","","","0"
"kokkoro_idle_normal","","61064","","5146061","0.2","3","1","","","105911"
"kokkoro_idle_normal","","61065","","5146061","0.2","3","1","","","1059"
"idle_normal_talk1R","","61066","","5146061","0.2","3","1","","","105811"
"idle_normal_talk1R","","61067","","5146061","0.2","3","1","","","1058"
"0","","61068","","5146061","","4","","","","105811"
"0","","61069","","5146061","","4","","","","1058"
"1","","61070","","5146061","","4","","","","106011"
"1","","61071","","5146061","","4","","","","1060"
"cool_in_sing_shy","1","61072","","5146061","0.2","3","0","cool_talk_sing_shy","0","106011"
"cool_in_sing_shy","1","61073","","5146061","0.2","3","0","cool_talk_sing_shy","0","1060"
"vo_apg_0106","","61074","","5146061","","21","0","0","","vo_apg"
"ほら、さっさと乗るわよー\nはーやだやだ…ふふふ","1","61075","0","5146061","0","11","10","1","0","106011"
"","","61076","","5146061","","91","","","","0"
"0","","61077","","5146061","","22","","","","0"
"walk_kyapi_shy","","61078","","5146061","0.2","3","1","","","106011"
"walk_kyapi_shy","","61079","","5146061","0.2","3","1","","","1060"
"walk_furimuki","","61080","","5146061","0.2","3","1","","","105811"
"walk_furimuki","","61081","","5146061","0.2","3","1","","","1058"
"kokkoro_walk_surprise","","61082","","5146061","0.2","3","1","","","105911"
"kokkoro_walk_surprise","","61083","","5146061","0.2","3","1","","","1059"
"149","0","61084","","5146061","","2","-278","2","","106011"
"149","0","61085","","5146061","","2","-278","2","","1060"
"-54","0","61086","","5146061","","2","-278","2","","105811"
"-54","0","61087","","5146061","","2","-278","2","","1058"
"-214","0","61088","","5146061","","2","-288","2","","105911"
"-214","0","61089","","5146061","","2","-288","2","","1059"
"0","","61090","","5146061","","93","","","","1"
"iris_in","","61091","","5146061","","37","","","","2"
"0","","61092","","5146061","","93","","","","2"
"se_10055900_coaster_02","","61093","","5146061","","23","1","","","se_10055900"
"1","","61094","","5146061","","32","","","","10"
"30","","61095","","5146061","","122","0.5","","","30"
"vo_apg_0107","","61096","","5146061","","21","0","0","","vo_apg"
"0107_in","","61097","","5146061","0","3","0","","","202"
"1","","61098","","5146061","","93","","","","0.7"
"0107_mid","","61099","","5146061","0","3","0","","","202"
"","","61100","","5146061","","92","","","",""
"0107_out","","61101","","5146061","0","3","0","","","202"
"0","","61102","","5146061","","93","","","","0.2"
"0","0","61103","","5146061","","2","-211","0","","202"
"30","","61104","","5146061","","122","0.5","","","30"
"vo_apg_0108","","61105","","5146061","","21","0","0","","vo_apg"
"0108_in","","61106","","5146061","0","3","0","","","203"
"1","","61107","","5146061","","93","","","","0.8"
"0108_mid","","61108","","5146061","0","3","0","","","203"
"","","61109","","5146061","","92","","","",""
"0108_out","","61110","","5146061","0","3","0","","","203"
"0","","61111","","5146061","","93","","","","0.2"
"315","0","61112","","5146061","","2","16","0","","201"
"30","","61113","","5146061","","122","0.5","","","30"
"vo_apg_0109","","61114","","5146061","","21","0","0","","vo_apg"
"0109_in","","61115","","5146061","0","3","0","","","201"
"1","","61116","","5146061","","93","","","","1.1"
"0109_mid","","61117","","5146061","0","3","0","","","201"
"","","61118","","5146061","","92","","","",""
"0109_out","","61119","","5146061","0","3","0","","","201"
"0","","61120","","5146061","","93","","","","0.2"
"30","","61121","","5146061","","122","0.5","","","30"
"vo_apg_0110","","61122","","5146061","","21","0","0","","vo_apg"
"0107_in","","61123","","5146061","0","3","0","","","202"
"0108_in","","61124","","5146061","0","3","0","","","203"
"0109_in","","61125","","5146061","0","3","0","","","201"
"1","","61126","","5146061","","93","","","","1.1"
"0107_mid","","61127","","5146061","0","3","0","","","202"
"0108_mid","","61128","","5146061","0","3","0","","","203"
"0109_mid","","61129","","5146061","0","3","0","","","201"
"","","61130","","5146061","","92","","","",""
"0107_out","","61131","","5146061","0","3","0","","","202"
"0108_out","","61132","","5146061","0","3","0","","","203"
"0109_out","","61133","","5146061","0","3","0","","","201"
"0","","61134","","5146061","","93","","","","0.2"
"216","0","61135","","5146061","","2","0","0","","201"
"vo_apg_0111","","61136","","5146061","","21","0","0","","vo_apg"
"0111_in","","61137","","5146061","0","3","0","","","201"
"1","","61138","","5146061","","93","","","","1.8"
"0111_mid","","61139","","5146061","0","3","0","","","201"
"","","61140","","5146061","","92","","","",""
"0111_out","","61141","","5146061","0","3","0","","","201"
"0","","61142","","5146061","","93","","","","0.2"
"0","","61143","","5146061","","22","","","","0"
"","","61144","","5146061","","93","","","","0.5"
"1","","61145","","5146061","","32","","","","11"
"se_10055900_camera","","61146","","5146061","","23","0","","","se_10055900"
"0","","61147","","5146061","","93","","","","0.2"
"0","","61148","","5146061","","32","","","","10"
"0","","61149","","5146061","","93","","","","1.8"
"0.5","","61150","","5146061","","24","","","","se_10055900_coaster_02"
"iris_out","","61151","","5146061","","37","","","","2"
"129","0","61152","","5146061","","2","-278","0","","106011"
"129","0","61153","","5146061","","2","-278","0","","1060"
"-34","0","61154","","5146061","","2","-278","0","","105811"
"-34","0","61155","","5146061","","2","-278","0","","1058"
"-194","0","61156","","5146061","","2","-288","0","","105911"
"-194","0","61157","","5146061","","2","-288","0","","1059"
"walk_normal_dere2","","61158","","5146061","0.2","3","1","","","106011"
"walk_normal_dere2","","61159","","5146061","0.2","3","1","","","1060"
"walk_normal_joy","","61160","","5146061","0.2","3","1","","","105811"
"walk_normal_joy","","61161","","5146061","0.2","3","1","","","1058"
"kokkoro_walk_normal_dere","","61162","","5146061","0.2","3","1","","","105911"
"kokkoro_walk_normal_dere","","61163","","5146061","0.2","3","1","","","1059"
"290","0","61164","","5146061","","2","-278","2","","106011"
"290","0","61165","","5146061","","2","-278","2","","1060"
"-225","0","61166","","5146061","","2","-278","2","","105811"
"-225","0","61167","","5146061","","2","-278","2","","1058"
"-385","0","61168","","5146061","","2","-288","2","","105911"
"-385","0","61169","","5146061","","2","-288","2","","1059"
"0","","61170","","5146061","","4","","","","106011"
"0","","61171","","5146061","","4","","","","1060"
"1","","61172","","5146061","","4","","","","105811"
"1","","61173","","5146061","","4","","","","1058"
"1","","61174","","5146061","","4","","","","105911"
"1","","61175","","5146061","","4","","","","1059"
"0","","61176","","5146061","","93","","","","2"
"1","","61177","","5146061","","4","","","","106011"
"1","","61178","","5146061","","4","","","","1060"
"0","","61179","","5146061","","4","","","","105811"
"0","","61180","","5146061","","4","","","","1058"
"0","","61181","","5146061","","4","","","","105911"
"0","","61182","","5146061","","4","","","","1059"
"joy_idle_doya_shy","","61183","","5146061","0.2","3","1","","","106011"
"joy_idle_doya_shy","","61184","","5146061","0.2","3","1","","","1060"
"idle_normal","","61185","","5146061","0.2","3","1","","","105811"
"idle_normal","","61186","","5146061","0.2","3","1","","","1058"
"kokkoro_idle_normal_joy","","61187","","5146061","0.2","3","1","","","105911"
"kokkoro_idle_normal_joy","","61188","","5146061","0.2","3","1","","","1059"
"0","","61189","","5146061","","93","","","","0.3"
"jump_short","1","61190","","5146061","0.2","3","0","guts2_talk_joy","0.2","105811"
"jump_short","1","61191","","5146061","0.2","3","0","guts2_talk_joy","0.2","1058"
"vo_apg_0112","","61192","","5146061","","21","0","0","","vo_apg"
"はぁ～♪\n楽しかったですねー☆","1","61193","0","5146061","0","11","10","1","0","105811"
"","","61194","","5146061","","91","","","","0"
"idle_normal","","61195","","5146061","0.2","3","1","","","105811"
"idle_normal","","61196","","5146061","0.2","3","1","","","1058"
"kokkoro_talk_normal","","61197","","5146061","0.2","3","1","","","105911"
"kokkoro_talk_normal","","61198","","5146061","0.2","3","1","","","1059"
"vo_apg_0113","","61199","","5146061","","21","0","0","","vo_apg"
"みなさま。\nお写真が\n仕上がったみたいです","1","61200","0","5146061","0","11","10","1","0","105911"
"","","61201","","5146061","","91","","","","0"
"kokkoro_idle_normal_joy","","61202","","5146061","0.2","3","1","","","105911"
"kokkoro_idle_normal_joy","","61203","","5146061","0.2","3","1","","","1059"
"armcrossed_in_dere_shy","1","61204","","5146061","0.2","3","0","armcrossed_talk_dere_shy","0","106011"
"armcrossed_in_dere_shy","1","61205","","5146061","0.2","3","0","armcrossed_talk_dere_shy","0","1060"
"vo_apg_0114","","61206","","5146061","","21","0","0","","vo_apg"
"は～最悪。\n…ま、どんなもんか\n一応見てやるけど♪","1","61207","0","5146061","0","11","10","1","0","106011"
"","","61208","","5146061","","91","","","","0"
"0","","61209","","5146061","","22","","","","0"
"armcrossed_idle_anger_lookup","","61210","","5146061","0.2","3","0","","","106011"
"armcrossed_idle_anger_lookup","","61211","","5146061","0.2","3","0","","","1060"
"idle_normal_lookup","","61212","","5146061","0.2","3","1","","","105811"
"idle_normal_lookup","","61213","","5146061","0.2","3","1","","","1058"
"kokkoro_wish_idle_joy_lookup","","61214","","5146061","0.2","3","1","","","105911"
"kokkoro_wish_idle_joy_lookup","","61215","","5146061","0.2","3","1","","","1059"
"coaster_1_in","","61216","","5146061","0","3","0","","","21"
"se_10055900_photo","","61217","","5146061","","23","0","","","se_10055900"
"0","","61218","","5146061","","93","","","","2.3"
"idle_normal_surprise","","61219","","5146061","0.2","3","1","","","105811"
"idle_normal_surprise","","61220","","5146061","0.2","3","1","","","1058"
"kokkoro_idle_normal_surprise","","61221","","5146061","0.2","3","1","","","105911"
"kokkoro_idle_normal_surprise","","61222","","5146061","0.2","3","1","","","1059"
"pointing_in_noface","1","61223","","5146061","0.2","3","0","pointing_loop_noface","0","106011"
"pointing_in_kyaru","1","61224","","5146061","0.2","3","0","pointing_loop_kyaru","0","1060"
"vo_apg_0115","","61225","","5146061","","21","0","0","","vo_apg"
"ってなによこれーっ！！！\nあたし写ってないじゃない！！？","1","61226","0","5146061","0","11","10","1","0","106011"
"1","","61227","","5146061","","93","","","","0.5"
"30","","61228","","5146061","","122","0.5","","","30"
"","","61229","","5146061","","91","","","","61226"
"surprise_talk","","61230","","5146061","0.2","3","1","","","105811"
"surprise_talk","","61231","","5146061","0.2","3","1","","","1058"
"vo_apg_0116","","61232","","5146061","","21","0","0","","vo_apg"
"……へ？\nキャルちゃんほんとは\n写りたかったんですか？","1","61233","0","5146061","0","11","10","1","0","105811"
"","","61234","","5146061","","91","","","","0"
"idle_normal_talk1R","","61235","","5146061","0.2","3","1","","","105811"
"idle_normal_talk1R","","61236","","5146061","0.2","3","1","","","1058"
"kokkoro_sad_talk","","61237","","5146061","0.2","3","1","","","105911"
"kokkoro_sad_talk","","61238","","5146061","0.2","3","1","","","1059"
"vo_apg_0117","","61239","","5146061","","21","0","0","","vo_apg"
"写りたくないのではと思って\nキャルさまを隠しましたが。\n余計なお世話だったみたいです","1","61240","0","5146061","0","11","10","1","0","105911"
"","","61241","","5146061","","91","","","","0"
"kokkoro_idle_normal","","61242","","5146061","0.2","3","1","","","105911"
"kokkoro_idle_normal","","61243","","5146061","0.2","3","1","","","1059"
"shock_in_shy_red","1","61244","","5146061","0.2","3","0","shock_loop_shy_red","0","106011"
"shock_in_shy_red","1","61245","","5146061","0.2","3","0","shock_loop_shy_red","0","1060"
"vo_apg_0118","","61246","","5146061","","21","0","0","","vo_apg"
"い…いやそういう訳じゃ\nないけどっ！！？","1","61247","0","5146061","0","11","10","1","0","106011"
"","","61248","","5146061","","91","","","","0"
"coaster_1_out","","61249","","5146061","0","3","0","","","21"
"kokkoro_idle_normal_joy","","61250","","5146061","0.2","3","1","","0.2","105911"
"kokkoro_idle_normal_joy","","61251","","5146061","0.2","3","1","","0.2","1059"
"joy_talk","","61252","","5146061","0.2","3","1","","0.2","105811"
"joy_talk","","61253","","5146061","0.2","3","1","","0.2","1058"
"vo_apg_0119","","61254","","5146061","","21","0","0","","vo_apg"
"なんだ♪\nじゃあもう一回乗りましょー♪","1","61255","0","5146061","0","11","10","1","0","105811"
"","","61256","","5146061","","91","","","","0"
"joy_idle","","61257","","5146061","0.2","3","1","","","105811"
"joy_idle","","61258","","5146061","0.2","3","1","","","1058"
"kokkoro_wish_talk_normal2","","61259","","5146061","0.2","3","1","","","105911"
"kokkoro_wish_talk_normal2","","61260","","5146061","0.2","3","1","","","1059"
"vo_apg_0120","","61261","","5146061","","21","0","0","","vo_apg"
"はい、そういたしましょう♪","1","61262","0","5146061","0","11","10","1","0","105911"
"","","61263","","5146061","","91","","","","0"
"0","","61264","","5146061","","22","","","","0"
"kokkoro_wish_idle_joy","","61265","","5146061","0.2","3","1","","","105911"
"kokkoro_wish_idle_joy","","61266","","5146061","0.2","3","1","","","1059"
"anger_talk_anger2_red","","61267","","5146061","0.2","3","1","","","106011"
"anger_talk_anger2_red","","61268","","5146061","0.2","3","1","","","1060"
"2","0","61269","0","5146061","0","12","2","0","0","106011"
"10","0","61270","0","5146061","0","12","2","0","0","105811"
"10","0","61271","0","5146061","0","12","2","0","0","105911"
"0","","61272","","5146061","","93","","","","2"
"","","61273","","5146061","","101","","","","61274"
"0.2","","61274","","5146061","","22","","","","0"
"100911","-278","62001","idle_normal","5146062","1.8","1","103","-290","0","1"
"1009","-278","62002","idle_normal","5146062","1.8","5","104","-290","0","3"
"131011","-278","62003","idle_normal","5146062","1.8","1","100","290","1","1"
"203","","62004","","5146062","","13","","","","100911"
"200","","62005","","5146062","","13","","","","131011"
"7","-174","62006","idle","5146062","0.85","5","15","0","0","7"
"20","71","62007","empty","5146062","1","5","210","-132","0","20"
"22","-42","62008","empty","5146062","1","5","210","0","0","22"
"21","153","62009","empty","5146062","1","5","60","0","0","21"
"1","1","62010","","5146062","1","31","0","0","","1"
"2","1","62011","","5146062","0","31","0","-57.7","","2"
"10","1","62012","","5146062","0","31","0","0","","10"
"11","1","62013","","5146062","0","31","0","0","","11"
"14","1","62014","","5146062","0","31","-290","-278","","14"
"20","1","62015","","5146062","1","31","0","0","","20"
"100911","","62016","","5146062","","36","","","","20"
"20","","62017","","5146062","","36","","","","20"
"22","","62018","","5146062","","36","","","","20"
"0","","62019","","5146062","","91","","","","0"
"0","","62020","","5146062","","102","0","","","0"
"0","","62021","","5146062","","93","","","","1"
"cool_in_dere","1","62022","","5146062","0.2","3","0","cool_talk_dere","0","100911"
"cool_in_dere","1","62023","","5146062","0.2","3","0","cool_talk_dere","0","1009"
"vo_apg_0201","","62024","","5146062","","21","0","0","","vo_apg"
"いざ征かん、極滅禁断秘儀へ！\nさあ、案内を頼むぞ！","1","62025","0","5146062","0","11","10","1","0","100911"
"","","62026","","5146062","","91","","","","0"
"cool_idle","","62027","","5146062","0.2","3","1","","","100911"
"cool_idle","","62028","","5146062","0.2","3","1","","","1009"
"wish_talk_joy","","62029","","5146062","0.2","3","1","","","131011"
"vo_apg_0202","","62030","","5146062","","21","0","0","","vo_apg"
"アンナはんが興味持って\nくれるなんてうれしいわ～\nしっかり案内させてもらいます","1","62031","0","5146062","0","11","10","1","0","131011"
"","","62032","","5146062","","91","","","","0"
"wish_idle","","62033","","5146062","0.2","3","1","","","131011"
"anna_armcrossed","1","62034","","5146062","0.2","3","0","sad_talk","0.2","100911"
"anna_armcrossed","1","62035","","5146062","0.2","3","0","sad_talk","0.2","1009"
"vo_apg_0203","","62036","","5146062","","21","0","0","","vo_apg"
"うむ！　シグルドたちも\n挑んだというその試練、この冥姫も…\nって、え？　\nこれ、もしかして絶叫系…？","1","62037","0","5146062","0","11","10","1","0","100911"
"","","62038","","5146062","","91","","","","0"
"sad_idle","","62039","","5146062","0.2","3","1","","","100911"
"sad_idle","","62040","","5146062","0.2","3","1","","","1009"
"maho_talk_normal","1","62041","","5146062","0.2","3","0","surprise_talk","0.2","131011"
"vo_apg_0204","","62042","","5146062","","21","0","0","","vo_apg"
"このパークの大人気\nアトラクションなんよ～\nあら？　どないしはりました？\n顔色が良くないような…","1","62043","0","5146062","0","11","10","1","0","131011"
"","","62044","","5146062","","91","","","","0"
"surprise_idle","","62045","","5146062","0.2","3","1","","","131011"
"anger_talk_shy","","62046","","5146062","0.2","3","1","","","100911"
"anger_talk_shy","","62047","","5146062","0.2","3","1","","","1009"
"vo_apg_0205","","62048","","5146062","","21","0","0","","vo_apg"
"べべべ、別に　お、怯えてなぞ…\nまったくもって、一向に構わぬが？","1","62049","0","5146062","0","11","10","1","0","100911"
"","","62050","","5146062","","91","","","","0"
"anger_idle_shy","","62051","","5146062","0.2","3","1","","","100911"
"anger_idle_shy","","62052","","5146062","0.2","3","1","","","1009"
"worry_talk","","62053","","5146062","0.2","3","1","","","131011"
"vo_apg_0206","","62054","","5146062","","21","0","0","","vo_apg"
"せやけど、無理はせん方が\nええんとちゃいます？","1","62055","0","5146062","0","11","10","1","0","131011"
"","","62056","","5146062","","91","","","","0"
"wish_idle_shy","","62057","","5146062","0.2","3","1","","","131011"
"anger_talk_pain","","62058","","5146062","0.2","3","1","","","100911"
"anger_talk_pain","","62059","","5146062","0.2","3","1","","","1009"
"vo_apg_0207","","62060","","5146062","","21","0","0","","vo_apg"
"ええい！　か、構わんと言っている！\nここまで案内させて引くわけには…\nいくぞ！　突撃だーーーー！","1","62061","0","5146062","0","11","10","1","0","100911"
"","","62062","","5146062","","91","","","","0"
"0","","62063","","5146062","","22","","","","0"
"run_dash_anger2","","62064","","5146062","0.2","3","1","","","100911"
"run_dash_anger2","","62065","","5146062","0.2","3","1","","","1009"
"walk_surprise","","62066","","5146062","0.2","3","1","","","131011"
"-129","0","62067","","5146062","","2","-278","2","","100911"
"-129","0","62068","","5146062","","2","-278","2","","1009"
"129","0","62069","","5146062","","2","-278","2","","131011"
"1","","62070","","5146062","","32","","","","14"
"left","","62071","","5146062","","37","","","","14"
"-129","0","62072","","5146062","","33","-278","2","","14"
"0","","62073","","5146062","","93","","","","1"
"1","","62074","","5146062","","32","","","","2"
"0","","62075","","5146062","","93","","","","1.5"
"0","","62076","","5146062","","32","","","","14"
"0","0","62077","","5146062","","2","-331","0","","100911"
"scale15","","62078","","5146062","","37","","","","20"
"se_10055900_coaster_01","","62079","","5146062","","23","1","","","se_10055900"
"vo_apg_0208","","62080","","5146062","","21","0","0","","vo_apg"
"0208_in","","62081","","5146062","0","3","0","","","22"
"1","","62082","","5146062","","93","","","","3.3"
"0208_mid","","62083","","5146062","0","3","0","","","22"
"","","62084","","5146062","","92","","","",""
"0208_out","","62085","","5146062","0","3","0","","","22"
"0","","62086","","5146062","","93","","","","0.2"
"0","","62087","","5146062","","93","","","","0.3"
"scale1","","62088","","5146062","","37","","","","20"
"1","","62089","","5146062","","32","","","","10"
"0.5","","62090","","5146062","","24","","","","se_10055900_coaster_01"
"se_10055900_coaster_02","","62091","","5146062","","23","1","","","se_10055900"
"0","0","62092","","5146062","","2","0","0","","20"
"30","","62093","","5146062","","122","0.5","","","30"
"vo_apg_0209","","62094","","5146062","","21","0","0","","vo_apg"
"0209_in","","62095","","5146062","0","3","0","","","20"
"1","","62096","","5146062","","93","","","","2.6"
"0209_mid","","62097","","5146062","0","3","0","","","20"
"","","62098","","5146062","","92","","","",""
"0209_out","","62099","","5146062","0","3","0","","","20"
"0","","62100","","5146062","","93","","","","0.2"
"30","","62101","","5146062","","122","1","","","30"
"vo_apg_0210","","62102","","5146062","","21","0","0","","vo_apg"
"0210_in","","62103","","5146062","0","3","0","","","20"
"1","","62104","","5146062","","93","","","","2.7"
"0210_mid","","62105","","5146062","0","3","0","","","20"
"","","62106","","5146062","","92","","","",""
"0210_out","","62107","","5146062","0","3","0","","","20"
"0","","62108","","5146062","","93","","","","0.2"
"0","","62109","","5146062","","22","","","","0"
"empty","","62110","","5146062","0","3","1","","","20"
"","","62111","","5146062","","93","","","","1"
"1","","62112","","5146062","","32","","","","11"
"se_10055900_camera","","62113","","5146062","","23","0","","","se_10055900"
"0","","62114","","5146062","","93","","","","0.2"
"0","","62115","","5146062","","32","","","","10"
"0","","62116","","5146062","","93","","","","1.8"
"0.5","","62117","","5146062","","24","","","","se_10055900_coaster_02"
"iris_out","","62118","","5146062","","37","","","","2"
"-129","0","62119","","5146062","","2","-278","0","","100911"
"-129","0","62120","","5146062","","2","-278","0","","1009"
"129","0","62121","","5146062","","2","-278","0","","131011"
"anna_walk","","62122","","5146062","0.2","3","1","","","100911"
"anna_walk","","62123","","5146062","0.2","3","1","","","1009"
"walk_normal_joy","","62124","","5146062","0.2","3","1","","","131011"
"-290","0","62125","","5146062","","2","-278","2","","100911"
"-290","0","62126","","5146062","","2","-278","2","","1009"
"290","0","62127","","5146062","","2","-278","2","","131011"
"1","","62128","","5146062","","4","","","","100911"
"1","","62129","","5146062","","4","","","","1009"
"0","","62130","","5146062","","4","","","","131011"
"0","","62131","","5146062","","93","","","","2"
"0","","62132","","5146062","","4","","","","100911"
"0","","62133","","5146062","","4","","","","1009"
"1","","62134","","5146062","","4","","","","131011"
"anna_idle","","62135","","5146062","0.2","3","1","","","100911"
"anna_idle","0","62136","","5146062","0.2","3","1","","","1009"
"idle_normal","","62137","","5146062","0.2","3","1","","","131011"
"0","","62138","","5146062","","93","","","","0.5"
"talk_normal_surprise","","62139","","5146062","0.2","3","1","","","131011"
"vo_apg_0211","","62140","","5146062","","21","0","0","","vo_apg"
"どないでした？\nえらい声出してはったけど","1","62141","0","5146062","0","11","10","1","0","131011"
"","","62142","","5146062","","91","","","","0"
"idle_normal_surprise","","62143","","5146062","0.2","3","1","","","131011"
"anna_kukuku_in","1","62144","","5146062","0.2","3","0","anna_kukuku_loop","0","100911"
"anna_kukuku_in","1","62145","","5146062","0.2","3","0","anna_kukuku_loop","0","1009"
"vo_apg_0212","","62146","","5146062","","21","0","0","","vo_apg"
"ふ、ふふふ…シグルドよ…\n私にも、刻が…見える！","1","62147","0","5146062","20","11","10","1","0","100911"
"","","62148","","5146062","","91","","","","0"
"coaster_2_in","","62149","","5146062","0","3","0","","","21"
"se_10055900_photo","","62150","","5146062","","23","0","","","se_10055900"
"0","","62151","","5146062","","93","","","","0.1"
"anna_ahaha_in","1","62152","","5146062","0.2","3","0","anna_ahaha_loop","0","100911"
"anna_ahaha_in","1","62153","","5146062","0.2","3","0","anna_ahaha_loop","0","1009"
"vo_apg_0213","","62154","","5146062","","21","0","0","","vo_apg"
"今、冥姫は\n疾風を追い越した！","1","62155","0","5146062","-30","11","10","1","0","100911"
"","","62156","","5146062","","91","","","","0"
"wish_talk_joy","","62157","","5146062","0.2","3","1","","","131011"
