75ab54adcb11ca64dea242d9571de3bfc969993ac86fa985ab834d44eeadc852,d897d7a6ba093c9f201a6947df18b34832554ab4dee19b3168def060ac62e197,5948f2b971779dad55d41fdb9e5d128198e52e961c026bb8f7b1ed004721d956,01e7512764080083e1b7e8a0b5df828a4319cc169c7719d5330b493064760700,aec9758ea453b0ca25b8cef6b8f35407ca04c0fe9315c590a64568789995cbe5,a316baa63a5e3b6dcaf6df815ee34087abb7a1672e7f6856f8ffca05d29fa544,b27247a8f31692e73445d2bb87d2c9d6f1b8ac229fc827aa66bbbbd691195093,978ef7bad6183ff5b7a56bf26c3d6b9eeb908e4594764a4ba89ba65a2eef9721
"0","610214501","0","610214504","610214301","610214502","610214503","610214105"
"0","610214505","0","610214508","610214302","610214506","610214507","610214106"
"0","0","0","0","610214303","0","0","610214107"
"0","0","0","0","610215101","0","0","610215101"
"0","610215401","0","610215404","610215201","610215402","610215403","610215102"
"0","610215405","0","0","610215202","610215406","610215407","610215103"
"0","0","0","0","610215203","0","0","610215104"
"0","610215501","0","610215504","610215301","610215502","610215503","610215105"
"0","610215505","0","0","610215302","610215506","610215507","610215106"
"0","0","0","0","610215303","0","0","610215107"
"0","0","0","0","610216101","0","0","610216101"
"0","610216401","0","0","610216201","610216402","610216403","610216102"
"0","0","0","0","610216202","0","0","610216103"
"0","0","0","0","610216203","0","0","610216104"
"0","610216501","0","0","610216301","610216502","610216503","610216105"
"0","0","0","0","610216302","0","0","610216106"
"0","0","0","0","610216303","0","0","610216107"
"0","0","0","0","610217101","0","0","610217101"
"0","0","0","0","610217201","0","0","610217102"
"0","0","0","0","610217202","0","0","610217103"
"0","0","0","0","610217203","0","0","610217104"
"0","0","0","0","610217301","0","0","610217105"
"0","0","0","0","610217302","0","0","610217106"
"0","0","0","0","610217303","0","0","610217107"
"0","0","0","0","610218101","0","0","610218101"
"0","610218401","0","610218404","610218201","610218402","610218403","610218102"
"0","0","0","0","610218202","0","0","610218103"
"0","0","0","0","610218203","0","0","610218104"
"0","610218501","0","610218504","610218301","610218502","610218503","610218105"
"0","0","0","0","610218302","0","0","610218106"
"0","0","0","0","610218303","0","0","610218107"
"0","0","0","0","610219101","0","0","610219101"
"0","610219401","0","610219404","610219201","610219402","610219403","610219102"
"0","0","0","0","610219202","0","0","610219103"
"0","0","0","0","610219203","0","0","610219104"
"0","610219501","0","610219504","610219301","610219502","610219503","610219105"
"0","0","0","0","610219302","0","0","610219106"
"0","0","0","0","610219303","0","0","610219107"
