bcca9dd41afc7309b00a52d35ed90f182704237d40e4ca5bbd035617a1622552,c930e328ef7a9cc07d048ed93ebdb46ededc06a61af5a3dfa1aa3d84fbdf407e,bdd2faf127e985c136b77db2a349a9ece51a789c122fa7eb4a2917bf84a1d373,ac3e2fa4e9c55bacfa44414cc4330221baeb337ac9f17c6649cc0b540ce92ff8,6f5d039569ad77ed62871c2748128cbacdaaa5179f073e17926be23d4d9074e2,94e4757bc21b85d461e1d8ae77aef1fc0f874960735518761befc835f0d7614f,f92674e1c8817cb41a931cc9572d08aa9b147de106e7ce93350c97b318fd4b19,83c686ca2608c9883d78b7fc8924932ce3858ee8c64b02018705b83966ec3c50,7005af488e875c9c728f0c9d3b7ef14326718380f3bac8790d9b83201bb62e2d,cdaaa93283925879f4a55863e3ecf92efda5c227db41f86f02af1b4328ab0cb3,120242d9be583fcc0016724614a11831cf1d36d253fd343351b56bd68c617cec,0c8ab5a402d31e78874aa8d0259a3d1de6bbdb67a9a6bb71e7e03cf497021dc0,8d7f1a4cb86c2866111ffd383ba7695e3c4a5708ef7ede919aacf4d26e9a4710,80ee6a7732abeae0aa45d4eab8e765828258785097c501a88e4a4479d1e3161d,693f001ff6de7d5c0bc3f80ba465c376e6ecaeec09f4086136ad19d783abca22
"81011004","2019/02/18 14:59:59","10011","0","81011004","9013","0","0","3500000","スペシャルバトルのボスのHPを2000000まで減らそう","601","2019/01/31 12:00:00","6011","0","106"
"81011005","2019/02/18 14:59:59","10011","0","81011005","9013","0","0","3300000","スペシャルバトルのモード2をクリアしよう","601","2019/01/31 12:00:00","6011","0","111"
"81011006","2019/02/18 14:59:59","10011","0","81011006","9013","0","0","4600000","スペシャルバトルのボスのHPを900000まで減らそう","601","2019/01/31 12:00:00","6011","0","113"
"81011007","2019/02/18 14:59:59","10011","0","81011007","9013","0","0","5500000","スペシャルバトルのボスを討滅しよう","601","2019/01/31 12:00:00","6011","0","115"
"81012001","2019/03/18 14:59:59","10012","0","81012001","9001","0","0","4","カオリ、マコト、マホ、カスミのシャドウを倒そう","601","2018/02/28 12:00:00","6011","0","103"
"81012002","2019/03/18 14:59:59","10012","0","81012002","9013","0","0","450000","スペシャルバトルのボスのHPを2700000まで減らそう","601","2018/02/28 12:00:00","6011","0","104"
"81012003","2019/03/18 14:59:59","10012","0","81012003","9013","0","0","1050000","スペシャルバトルのボスのHPを2100000まで減らそう","601","2018/02/28 12:00:00","6011","0","105"
"81012004","2019/03/18 14:59:59","10012","0","81012004","9013","0","0","1543500","スペシャルバトルのモード2をクリアしよう","601","2018/02/28 12:00:00","6011","0","106"
"81012005","2019/03/18 14:59:59","10012","0","81012005","9013","0","0","2150000","スペシャルバトルのボスのHPを1000000まで減らそう","601","2018/02/28 12:00:00","6011","0","111"
"81012006","2019/03/18 14:59:59","10012","0","81012006","9013","0","0","2650000","スペシャルバトルのボスのHPを500000まで減らそう","601","2018/02/28 12:00:00","6011","0","113"
"81012007","2019/03/18 14:59:59","10012","0","81012007","9013","0","0","3150000","スペシャルバトルのボスを討滅しよう","601","2018/02/28 12:00:00","6011","0","115"
"81013001","2019/04/14 14:59:59","10013","0","81013001","9001","0","0","3","ペコリーヌ、コッコロ、キャルのシャドウを倒そう","601","2019/03/31 12:00:00","6011","0","103"
"81013002","2019/04/14 14:59:59","10013","0","81013002","9013","0","0","300000","スペシャルバトルのボスのHPを2700000まで減らそう","601","2019/03/31 12:00:00","6011","0","104"
"81013003","2019/04/14 14:59:59","10013","0","81013003","9013","0","0","900000","スペシャルバトルのボスのHPを2100000まで減らそう","601","2019/03/31 12:00:00","6011","0","105"
"81013004","2019/04/14 14:59:59","10013","0","81013004","9013","0","0","1500000","スペシャルバトルのモード2をクリアしよう","601","2019/03/31 12:00:00","6011","0","106"
"81013005","2019/04/14 14:59:59","10013","0","81013005","9013","0","0","2000000","スペシャルバトルのボスのHPを1000000まで減らそう","601","2019/03/31 12:00:00","6011","0","111"
"81013006","2019/04/14 14:59:59","10013","0","81013006","9013","0","0","2500000","スペシャルバトルのボスのHPを500000まで減らそう","601","2019/03/31 12:00:00","6011","0","113"
"81013007","2019/04/14 14:59:59","10013","0","81013007","9013","0","0","3000000","スペシャルバトルのボスを討滅しよう","601","2019/03/31 12:00:00","6011","0","115"
"81015001","2019/05/16 14:59:59","10015","0","81015001","9001","0","0","3","モニカ、アユミ、ユキのシャドウを倒そう","601","2019/04/30 12:00:00","6011","0","103"
"81015002","2019/05/16 14:59:59","10015","0","81015002","9013","0","0","300000","スペシャルバトルのボスのHPを1200000まで減らそう","601","2019/04/30 12:00:00","6011","0","104"
"81015003","2019/05/16 14:59:59","10015","0","81015003","9013","0","0","500000","スペシャルバトルのボスのHPを1000000まで減らそう","601","2019/04/30 12:00:00","6011","0","105"
"81015004","2019/05/16 14:59:59","10015","0","81015004","9013","0","0","750000","スペシャルバトルのモード2をクリアしよう","601","2019/04/30 12:00:00","6011","0","106"
"81015005","2019/05/16 14:59:59","10015","0","81015005","9013","0","0","1100000","スペシャルバトルのボスのHPを400000まで減らそう","601","2019/04/30 12:00:00","6011","0","111"
"81015006","2019/05/16 14:59:59","10015","0","81015006","9013","0","0","1300000","スペシャルバトルのボスのHPを200000まで減らそう","601","2019/04/30 12:00:00","6011","0","113"
"81015007","2019/05/16 14:59:59","10015","0","81015007","9013","0","0","1500000","スペシャルバトルのボスを討滅しよう","601","2019/04/30 12:00:00","6011","0","115"
"81017001","2019/06/18 14:59:59","10017","0","81017001","9001","0","0","2","レムとラムのシャドウを倒そう","601","2019/05/31 12:00:00","6011","0","103"
"81017002","2019/06/18 14:59:59","10017","0","81017002","9013","0","0","300000","スペシャルバトルのボスのHPを2850000まで減らそう","601","2019/05/31 12:00:00","6011","0","104"
"81017003","2019/06/18 14:59:59","10017","0","81017003","9013","0","0","900000","スペシャルバトルのボスのHPを2250000まで減らそう","601","2019/05/31 12:00:00","6011","0","105"
"81017004","2019/06/18 14:59:59","10017","0","81017004","9013","0","0","1500000","スペシャルバトルのボスのHPを1650000まで減らそう","601","2019/05/31 12:00:00","6011","0","106"
"81017005","2019/06/18 14:59:59","10017","0","81017005","9013","0","0","2000000","スペシャルバトルのボスのHPを1150000まで減らそう","601","2019/05/31 12:00:00","6011","0","111"
"81017006","2019/06/18 14:59:59","10017","0","81017006","9013","0","0","2500000","スペシャルバトルのボスのHPを650000まで減らそう","601","2019/05/31 12:00:00","6011","0","113"
"81017007","2019/06/18 14:59:59","10017","0","81017007","9013","0","0","3000000","スペシャルバトルのボスのHPを150000まで減らそう","601","2019/05/31 12:00:00","6011","0","115"
"81017008","2019/06/18 14:59:59","10017","0","81017008","9015","0","0","1","スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","601","2019/05/31 12:00:00","6011","5","118"
"81019001","2019/07/18 14:59:59","10019","0","81019001","9014","0","4","200","雨神様のバリアを破ろう","601","2019/06/30 12:00:00","6011","0","103"
"81019002","2019/07/18 14:59:59","10019","0","81019002","9013","0","1","900000","スペシャルバトルのボスのHPを3600000まで減らそう","601","2019/06/30 12:00:00","6011","0","104"
"81019003","2019/07/18 14:59:59","10019","0","81019003","9013","0","1","1500000","スペシャルバトルのボスのHPを3000000まで減らそう","601","2019/06/30 12:00:00","6011","0","105"
"81019004","2019/07/18 14:59:59","10019","0","81019004","9013","0","1","2250000","スペシャルバトルのMODE2をクリアしよう","601","2019/06/30 12:00:00","6011","0","106"
"81019005","2019/07/18 14:59:59","10019","0","81019005","9013","0","1","3300000","スペシャルバトルのボスのHPを1200000まで減らそう","601","2019/06/30 12:00:00","6011","0","111"
"81019006","2019/07/18 14:59:59","10019","0","81019006","9013","0","1","3900000","スペシャルバトルのボスのHPを600000まで減らそう","601","2019/06/30 12:00:00","6011","0","113"
"81019007","2019/07/18 14:59:59","10019","0","81019007","9013","0","1","4500000","スペシャルバトルのボスを討伐しよう","601","2019/06/30 12:00:00","6011","0","115"
"81019008","2019/07/18 14:59:59","10019","0","81019008","9015","0","0","1","スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう ","601","2019/06/30 12:00:00","6011","5","118"
"81021001","2019/08/17 14:59:59","10021","0","81021001","9013","0","1","600000","スペシャルバトルのボスのHPを2550000まで減らそう","601","2019/07/31 12:00:00","6011","0","103"
"81021002","2019/08/17 14:59:59","10021","0","81021002","9013","0","1","1260000","スペシャルバトルのモード1をクリアしよう","601","2019/07/31 12:00:00","6011","0","104"
"81021003","2019/08/17 14:59:59","10021","0","81021003","9014","0","0","15","マジムンの分身体を15体倒そう","601","2019/07/31 12:00:00","6011","0","105"
"81021004","2019/08/17 14:59:59","10021","0","81021004","9014","0","0","30","スペシャルバトルのモード2をクリアしよう","601","2019/07/31 12:00:00","6011","0","106"
"81021005","2019/08/17 14:59:59","10021","0","81021005","9013","0","1","1700000","スペシャルバトルのボスのHPを1450000まで減らそう","601","2019/07/31 12:00:00","6011","0","111"
"81021006","2019/08/17 14:59:59","10021","0","81021006","9013","0","1","2300000","スペシャルバトルのボスのHPを850000まで減らそう","601","2019/07/31 12:00:00","6011","0","113"
"81021007","2019/08/17 14:59:59","10021","0","81021007","9013","0","1","3150000","スペシャルバトルのボスを討伐しよう","601","2019/07/31 12:00:00","6011","0","115"
"81021008","2019/08/17 14:59:59","10021","0","81021008","9015","0","0","1","スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう ","601","2019/07/31 12:00:00","6011","5","118"
"81023001","2019/09/18 14:59:59","10023","0","81023001","9013","0","1","450000","スペシャルバトルのボスのHPを3150000まで減らそう","601","2019/08/31 12:00:00","6011","0","103"
"81023002","2019/09/18 14:59:59","10023","0","81023002","9013","0","1","900000","スペシャルバトルのMODE1をクリアしよう","601","2019/08/31 12:00:00","6011","0","104"
"81023003","2019/09/18 14:59:59","10023","0","81023003","9013","0","1","1500000","スペシャルバトルのボスのHPを2100000まで減らそう","601","2019/08/31 12:00:00","6011","0","105"
"81023004","2019/09/18 14:59:59","10023","0","81023004","9013","0","1","2100000","スペシャルバトルのボスのHPを1500000まで減らそう","601","2019/08/31 12:00:00","6011","0","106"
"81023005","2019/09/18 14:59:59","10023","0","81023005","9013","0","1","2700000","スペシャルバトルのMODE2をクリアしよう","601","2019/08/31 12:00:00","6011","0","111"
"81023006","2019/09/18 14:59:59","10023","0","81023006","9013","0","1","3150000","スペシャルバトルのボスのHPを450000まで減らそう","601","2019/08/31 12:00:00","6011","0","113"
"81023007","2019/09/18 14:59:59","10023","0","81023007","9013","0","1","3600000","スペシャルバトルのボスを討伐しよう","601","2019/08/31 12:00:00","6011","0","115"
"81023008","2019/09/18 14:59:59","10023","0","81023008","9015","0","0","1","スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","601","2019/08/31 12:00:00","6011","5","118"
"81025001","2019/10/18 14:59:59","10025","0","81025001","9001","0","0","3","ミソギとミミとキョウカのシャドウを倒そう","601","2019/09/30 12:00:00","6011","0","103"
"81025002","2019/10/18 14:59:59","10025","0","81025002","9013","0","1","600000","スペシャルバトルのボスのHPを3150000まで減らそう","601","2019/09/30 12:00:00","6011","0","104"
"81025003","2019/10/18 14:59:59","10025","0","81025003","9013","0","1","1200000","スペシャルバトルのボスのHPを2550000まで減らそう","601","2019/09/30 12:00:00","6011","0","105"
"81025004","2019/10/18 14:59:59","10025","0","81025004","9016","0","0","1","スペシャルバトルのMODE2をクリアしよう","601","2019/09/30 12:00:00","6011","2","106"
"81025005","2019/10/18 14:59:59","10025","0","81025005","9013","0","1","2475000","スペシャルバトルのボスのHPを1275000まで減らそう","601","2019/09/30 12:00:00","6011","0","111"
"81025006","2019/10/18 14:59:59","10025","0","81025006","9013","0","1","3075000","スペシャルバトルのボスのHPを675000まで減らそう","601","2019/09/30 12:00:00","6011","0","113"
"81025007","2019/10/18 14:59:59","10025","0","81025007","9016","0","0","1","スペシャルバトルのボスを討伐しよう","601","2019/09/30 12:00:00","6011","3","115"
"81025008","2019/10/18 14:59:59","10025","0","81025008","9015","0","0","1","スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","601","2019/09/30 12:00:00","6011","5","118"
"81027001","2019/11/18 14:59:59","10027","0","81027001","9013","0","1","500000","スペシャルバトルのボスのHPを3250000まで減らそう","601","2019/10/31 12:00:00","6011","0","103"
"81027002","2019/11/18 14:59:59","10027","0","81027002","9013","0","1","1000000","スペシャルバトルのボスのHPを2750000まで減らそう","601","2019/10/31 12:00:00","6011","0","104"
"81027003","2019/11/18 14:59:59","10027","0","81027003","9013","0","1","1500000","スペシャルバトルのボスのHPを2250000まで減らそう","601","2019/10/31 12:00:00","6011","0","105"
"81027004","2019/11/18 14:59:59","10027","0","81027004","9016","0","0","1","MODE2のお供のモンスターを全て倒そう","601","2019/10/31 12:00:00","6011","2","106"
"81027005","2019/11/18 14:59:59","10027","0","81027005","9013","0","1","2300000","スペシャルバトルのボスのHPを1450000まで減らそう","601","2019/10/31 12:00:00","6011","0","111"
"81027006","2019/11/18 14:59:59","10027","0","81027006","9013","0","1","3100000","スペシャルバトルのボスのHPを650000まで減らそう","601","2019/10/31 12:00:00","6011","0","113"
"81027007","2019/11/18 14:59:59","10027","0","81027007","9016","0","0","1","スペシャルバトルのボスを討伐しよう","601","2019/10/31 12:00:00","6011","3","115"
"81027008","2019/11/18 14:59:59","10027","0","81027008","9015","0","0","1","スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","601","2019/10/31 12:00:00","6011","5","118"
"81029001","2019/12/18 14:59:59","10029","0","81029001","9001","0","0","3","クリスティーナとノゾミとイリヤのシャドウを倒そう","601","2019/11/30 12:00:00","6011","0","103"
"81029002","2019/12/18 14:59:59","10029","0","81029002","9013","0","1","700000","スペシャルバトルのボスのHPを4300000まで減らそう","601","2019/11/30 12:00:00","6011","0","104"
"81029003","2019/12/18 14:59:59","10029","0","81029003","9013","0","1","1350000","スペシャルバトルのボスのHPを3650000まで減らそう","601","2019/11/30 12:00:00","6011","0","105"
"81029004","2019/12/18 14:59:59","10029","0","81029004","9016","0","0","1","スペシャルバトルのMODE2をクリアしよう","601","2019/11/30 12:00:00","6011","2","106"
"81029005","2019/12/18 14:59:59","10029","0","81029005","9013","0","1","3000000","スペシャルバトルのボスのHPを2000000まで減らそう","601","2019/11/30 12:00:00","6011","0","111"
"81029006","2019/12/18 14:59:59","10029","0","81029006","9013","0","1","4000000","スペシャルバトルのボスのHPを1000000まで減らそう","601","2019/11/30 12:00:00","6011","0","113"
"81029007","2019/12/18 14:59:59","10029","0","81029007","9016","0","0","1","スペシャルバトルのボスを討伐しよう","601","2019/11/30 12:00:00","6011","3","115"
"81029008","2019/12/18 14:59:59","10029","0","81029008","9015","0","0","1","スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","601","2019/11/30 12:00:00","6011","5","118"
"81031001","2020/01/18 14:59:59","10031","0","81031001","9001","0","0","4","チーム美食殿のシャドウを倒そう","601","2019/12/31 12:00:00","6011","0","103"
"81031002","2020/01/18 14:59:59","10031","0","81031002","9013","0","1","600000","スペシャルバトルのボスのHPを3150000まで減らそう","601","2019/12/31 12:00:00","6011","0","104"
"81031003","2020/01/18 14:59:59","10031","0","81031003","9013","0","1","1200000","スペシャルバトルのボスのHPを2550000まで減らそう","601","2019/12/31 12:00:00","6011","0","105"
"81031004","2020/01/18 14:59:59","10031","0","81031004","9016","0","0","1","スペシャルバトルのMODE2をクリアしよう","601","2019/12/31 12:00:00","6011","2","106"
"81031005","2020/01/18 14:59:59","10031","0","81031005","9013","0","1","2475000","スペシャルバトルのボスのHPを1275000まで減らそう","601","2019/12/31 12:00:00","6011","0","111"
"81031006","2020/01/18 14:59:59","10031","0","81031006","9013","0","1","3075000","スペシャルバトルのボスのHPを675000まで減らそう","601","2019/12/31 12:00:00","6011","0","113"
"81031007","2020/01/18 14:59:59","10031","0","81031007","9016","0","0","1","スペシャルバトルのボスを討伐しよう","601","2019/12/31 12:00:00","6011","3","115"
"81031008","2020/01/18 14:59:59","10031","0","81031008","9015","0","0","1","スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","601","2019/12/31 12:00:00","6011","5","118"
"81033001","2020/02/17 14:59:59","10033","0","81033001","9013","0","1","1000000","スペシャルバトルのボスのHPを4000000まで減らそう","601","2020/01/31 12:00:00","6011","0","104"
"81033002","2020/02/17 14:59:59","10033","0","81033002","9013","0","1","2000000","スペシャルバトルのボスのHPを3000000まで減らそう","601","2020/01/31 12:00:00","6011","0","105"
"81033003","2020/02/17 14:59:59","10033","0","81033003","9016","0","0","1","スペシャルバトルのMODE1をクリアしよう","601","2020/01/31 12:00:00","6011","1","106"
"81033004","2020/02/17 14:59:59","10033","0","81033004","9001","0","0","2","カスミとシオリのシャドウを倒そう","601","2020/01/31 12:00:00","6011","0","103"
"81033005","2020/02/17 14:59:59","10033","0","81033005","9013","0","1","3000000","スペシャルバトルのボスのHPを2000000まで減らそう","601","2020/01/31 12:00:00","6011","0","111"
"81033006","2020/02/17 14:59:59","10033","0","81033006","9013","0","1","4000000","スペシャルバトルのボスのHPを1000000まで減らそう","601","2020/01/31 12:00:00","6011","0","113"
"81033007","2020/02/17 14:59:59","10033","0","81033007","9016","0","0","1","スペシャルバトルのボスを討伐しよう","601","2020/01/31 12:00:00","6011","3","115"
"81033008","2020/02/17 14:59:59","10033","0","81033008","9015","0","0","1","スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","601","2020/01/31 12:00:00","6011","5","118"
"81034001","2020/02/24 14:59:59","10034","0","81034001","9013","0","1","500000","スペシャルバトルのボスのHPを5000000まで減らそう","601","2020/02/15 12:00:00","6011","0","10034103"
"81034002","2020/02/24 14:59:59","10034","0","81034002","9013","0","1","1500000","スペシャルバトルのボスのHPを4000000まで減らそう","601","2020/02/15 12:00:00","6011","0","10034104"
"81034003","2020/02/24 14:59:59","10034","0","81034003","9016","0","0","1","スペシャルバトルのMODE1をクリアしよう","601","2020/02/15 12:00:00","6011","1","10034105"
"81034004","2020/02/24 14:59:59","10034","0","81034004","9013","0","1","3500000","スペシャルバトルのボスのHPを2000000まで減らそう","601","2020/02/15 12:00:00","6011","0","10034106"
"81034005","2020/02/24 14:59:59","10034","0","81034005","9016","0","0","1","スペシャルバトルのMODE2をクリアしよう","601","2020/02/15 12:00:00","6011","2","10034111"
"81034006","2020/02/24 14:59:59","10034","0","81034006","9013","0","1","4600000","スペシャルバトルのボスのHPを900000まで減らそう","601","2020/02/15 12:00:00","6011","0","10034113"
"81034007","2020/02/24 14:59:59","10034","0","81034007","9016","0","0","1","スペシャルバトルのボスを討伐しよう","601","2020/02/15 12:00:00","6011","3","10034115"
"81034008","2020/02/24 14:59:59","10034","0","81034008","9015","0","0","1","スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","601","2020/02/15 12:00:00","6011","5","10034118"
"81035001","2020/03/25 14:59:59","10035","0","81035001","9001","0","0","3","ニュージェネレーションズのシャドウを倒そう","601","2020/02/29 12:00:00","6011","0","10035103"
"81035002","2020/03/25 14:59:59","10035","0","81035002","9016","0","0","1","MODE2のお供のモンスターを全て倒そう","601","2020/02/29 12:00:00","6011","2","10035104"
"81035003","2020/03/25 14:59:59","10035","0","81035003","9013","0","1","440000","ラウドラパーンのHPを1760000まで減らそう","601","2020/02/29 12:00:00","6011","0","10035105"
"81035004","2020/03/25 14:59:59","10035","0","81035004","9013","0","1","880000","ラウドラパーンのHPを1320000まで減らそう","601","2020/02/29 12:00:00","6011","0","10035106"
"81035005","2020/03/25 14:59:59","10035","0","81035005","9013","0","1","1320000","ラウドラパーンのHPを880000まで減らそう","601","2020/02/29 12:00:00","6011","0","10035111"
"81035006","2020/03/25 14:59:59","10035","0","81035006","9013","0","1","1760000","ラウドラパーンのHPを440000まで減らそう","601","2020/02/29 12:00:00","6011","0","10035113"
"81035007","2020/03/25 14:59:59","10035","0","81035007","9016","0","0","1","ラウドラパーンを討伐しよう","601","2020/02/29 12:00:00","6011","3","10035115"
"81035008","2020/03/25 14:59:59","10035","0","81035008","9015","0","0","1","スペシャルかエキシビションのバトルでラウドラパーンを5回以内に討伐しよう","601","2020/02/29 12:00:00","6011","5","10035118"
"81036001","2020/03/25 14:59:59","10036","0","81036001","9013","0","1","2625000","葛藤のうえきちゃんのHPを18375000まで減らそう","601","2020/03/12 15:00:00","6011","0","10036103"
"81036002","2020/03/25 14:59:59","10036","0","81036002","9016","0","0","1","葛藤のうえきちゃんのMODE1をクリアしよう","601","2020/03/12 15:00:00","6011","1","10036104"
"81036003","2020/03/25 14:59:59","10036","0","81036003","9013","0","1","9100000","葛藤のうえきちゃんのHPを11900000まで減らそう","601","2020/03/12 15:00:00","6011","0","10036105"
"81036004","2020/03/25 14:59:59","10036","0","81036004","9013","0","1","12950000","葛藤のうえきちゃんのHPを8050000まで減らそう","601","2020/03/12 15:00:00","6011","0","10036106"
"81036005","2020/03/25 14:59:59","10036","0","81036005","9016","0","0","1","葛藤のうえきちゃんのMODE2をクリアしよう","601","2020/03/12 15:00:00","6011","2","10036111"
"81036006","2020/03/25 14:59:59","10036","0","81036006","9013","0","1","18900000","葛藤のうえきちゃんのHPを2100000まで減らそう","601","2020/03/12 15:00:00","6011","0","10036113"
"81036007","2020/03/25 14:59:59","10036","0","81036007","9016","0","0","1","葛藤のうえきちゃんを討伐しよう","601","2020/03/12 15:00:00","6011","3","10036115"
"81036008","2020/03/25 14:59:59","10036","0","81036008","9015","0","0","1","スペシャルかエキシビションのバトルで葛藤のうえきちゃんを5回以内に討伐しよう","601","2020/03/12 15:00:00","6011","5","10036118"
"81037001","2020/03/26 14:59:59","10037","0","81037001","9001","0","0","4","カオリ、マコト、マホ、カスミのシャドウを倒そう","601","2020/03/17 12:00:00","6011","0","10037103"
"81037002","2020/03/26 14:59:59","10037","0","81037002","9013","0","1","450000","スペシャルバトルのボスのHPを2600000まで減らそう","601","2020/03/17 12:00:00","6011","0","10037104"
"81037003","2020/03/26 14:59:59","10037","0","81037003","9013","0","1","950000","スペシャルバトルのボスのHPを2100000まで減らそう","601","2020/03/17 12:00:00","6011","0","10037105"
"81037004","2020/03/26 14:59:59","10037","0","81037004","9016","0","0","1","スペシャルバトルのMODE2をクリアしよう","601","2020/03/17 12:00:00","6011","2","10037106"
"81037005","2020/03/26 14:59:59","10037","0","81037005","9013","0","1","2050000","スペシャルバトルのボスのHPを1000000まで減らそう","601","2020/03/17 12:00:00","6011","0","10037111"
"81037006","2020/03/26 14:59:59","10037","0","81037006","9013","0","1","2550000","スペシャルバトルのボスのHPを500000まで減らそう","601","2020/03/17 12:00:00","6011","0","10037113"
"81037007","2020/03/26 14:59:59","10037","0","81037007","9016","0","0","1","スペシャルバトルのボスを討伐しよう","601","2020/03/17 12:00:00","6011","3","10037115"
"81037008","2020/03/26 14:59:59","10037","0","81037008","9015","0","0","1","スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","601","2020/03/17 12:00:00","6011","5","10037118"
"81038001","2020/04/18 14:59:59","10038","0","81038001","9001","0","0","4","アキノ、タマキ、ユカリ、ミフユのシャドウを倒そう","601","2020/03/31 12:00:00","6011","0","10038103"
"81038002","2020/04/18 14:59:59","10038","0","81038002","9013","0","1","1065000","スペシャルバトルのボスのHPを6035000まで減らそう","601","2020/03/31 12:00:00","6011","0","10038104"
"81038003","2020/04/18 14:59:59","10038","0","81038003","9013","0","1","2130000","スペシャルバトルのボスのHPを4970000まで減らそう","601","2020/03/31 12:00:00","6011","0","10038105"
"81038004","2020/04/18 14:59:59","10038","0","81038004","9016","0","0","1","スペシャルバトルのMODE2をクリアしよう","601","2020/03/31 12:00:00","6011","2","10038106"
"81038005","2020/04/18 14:59:59","10038","0","81038005","9013","0","1","4496500","スペシャルバトルのボスのHPを2603500まで減らそう","601","2020/03/31 12:00:00","6011","0","10038111"
"81038006","2020/04/18 14:59:59","10038","0","81038006","9013","0","1","5798000","スペシャルバトルのボスのHPを1302000まで減らそう","601","2020/03/31 12:00:00","6011","0","10038113"
"81038007","2020/04/18 14:59:59","10038","0","81038007","9016","0","0","1","スペシャルバトルのボスを討伐しよう","601","2020/03/31 12:00:00","6011","3","10038115"
"81038008","2020/04/18 14:59:59","10038","0","81038008","9015","0","0","1","スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","601","2020/03/31 12:00:00","6011","5","10038118"
"81039001","2020/04/26 14:59:59","10039","0","81039001","9001","0","0","3","ペコリーヌ、コッコロ、キャルのシャドウを倒そう","601","2020/04/17 12:00:00","6011","0","10039103"
"81039002","2020/04/26 14:59:59","10039","0","81039002","9013","0","1","500000","スペシャルバトルのボスのHPを2500000まで減らそう","601","2020/04/17 12:00:00","6011","0","10039104"
"81039003","2020/04/26 14:59:59","10039","0","81039003","9013","0","1","1000000","スペシャルバトルのボスのHPを2000000まで減らそう","601","2020/04/17 12:00:00","6011","0","10039105"
