04c5181ffc8d6d401c50b7d79218239c5769c7286f9add16a9ae2b0b61b2f206,7c7a9c402b7f0a6b770bf1658810b935f1cfa2ae13f261550a77f8ff26f026a6,9f3784db3366e5ce1b21a73fd7651dc5f357fd816b3a95785c96555315a23c63,cab1f3c34799d1a86c282f67d2dcdff3f367df7d5f8420527a245b868ac46d82,7a165e4826f648fa6c37748235396dba45405160498af79bdfcd99ab5cbdc391,e29675b3511e65f220bf525d3db264458be413069bf3b4f4e9bcb100cd34f3fb,59cd6a7f54473f49c3f1eea2f64c7b4a42a9dd0ccfe58abac20a94078148189b,b742d7dd3d27edc36b9ce88174104488bd3316879d8a2058949939de01220dfc,3c3dec4c43d91a79b29a555fb8d059faf878c0e222a0f5ec368c4973ad6407cd,569621e7192626d7422f5f93449b89124fc3a824048c39e04ab0d470268551ce,0fb152b88a780be88724a78f181c0031faabc769bed9298f24e716f613c55955
"3150","101601","0","0","105001","0","0","0","0","0","101801"
"3151","110901","0","0","110801","0","0","0","0","0","111001"
"3152","105801","0","0","105901","0","0","106401","0","0","106001"
"3153","103301","0","0","0","0","0","0","0","0","102601"
"3154","101701","0","0","101601","0","0","0","0","0","103001"
"3155","102901","0","0","105401","0","0","0","0","0","104201"
"3156","100801","0","0","0","0","0","0","0","0","0"
"3157","100201","0","0","100101","0","0","0","0","0","100301"
"3167","104501","0","0","0","0","0","0","0","0","0"
"3244","102901","0","0","105401","0","0","0","0","0","104201"
"3245","102901","0","0","105401","0","0","0","0","0","104201"
"3246","102901","0","0","105401","0","0","0","0","0","104201"
"3287","101601","0","0","0","0","0","0","0","0","0"
"4017","103301","0","0","103801","0","0","102601","0","0","105201"
"4049","110901","0","103201","110801","104601","0","104801","103401","0","111001"
"4050","104001","0","0","104801","0","0","0","0","0","104601"
"4052","105601","0","0","101301","0","0","0","0","0","100901"
"4053","106501","0","0","0","0","0","0","0","0","106601"
"4054","105801","0","0","106001","0","0","0","0","0","105901"
"4087","110901","0","0","0","0","0","0","0","0","0"
"4088","111001","0","0","0","0","0","0","0","0","0"
"4127","106601","0","0","0","0","0","0","0","0","106501"
"4147","105201","0","0","0","0","0","0","0","0","107001"
"4200","105901","0","0","0","0","0","0","0","0","0"
"4204","101201","0","0","0","0","0","0","0","0","0"
"5003","104001","0","0","0","0","0","0","0","0","0"
"5020","103201","0","0","0","0","0","0","0","0","102801"
"5035","101101","0","0","0","0","0","0","0","0","0"
"5036","104601","0","0","0","0","0","0","0","0","0"
"5037","100101","0","0","100301","0","0","0","0","0","100201"
"5038","102701","0","105101","101301","0","0","105601","0","0","100901"
"5039","100701","0","103101","100601","0","0","104401","0","0","102201"
"5040","103001","0","105301","104501","0","0","105501","0","0","100801"
"5041","102601","0","0","105201","0","0","103801","0","0","103301"
"5042","106801","0","0","101101","0","0","0","0","0","104901"
"5043","104701","0","0","103701","0","0","100501","0","0","107101"
"5044","104801","0","0","104601","0","0","103401","0","0","103201"
"5045","105001","0","0","101601","0","0","0","0","0","101801"
"5088","100701","0","103101","100601","0","0","104401","0","0","102201"
"5101","101701","0","0","0","0","0","0","0","0","0"
"5102","102801","0","0","0","0","0","0","0","0","0"
"5103","101001","0","0","0","0","0","0","0","0","0"
"5104","105801","0","105601","105901","104401","0","106401","0","0","106001"
"5107","105801","0","0","105901","0","0","106401","0","0","106001"
"5108","103101","0","0","0","0","0","0","0","0","0"
"5112","106801","0","0","0","0","0","0","0","0","0"
"5154","106501","0","0","0","0","0","0","0","0","106601"
"5209","118001","0","0","0","0","0","0","0","0","0"
"5220","105901","0","0","0","0","0","0","0","0","0"
"5221","105801","0","0","105901","0","0","0","0","0","106001"
"5222","105801","0","0","0","0","0","0","0","0","0"
"5223","107101","0","0","104401","0","0","0","0","0","102901"
"6003","103601","0","0","0","0","0","0","0","0","0"
"6004","111001","0","0","0","0","0","0","0","0","0"
"6005","110901","0","0","0","0","0","0","0","0","0"
"6006","110801","0","0","0","0","0","0","0","0","0"
"6020","118001","0","0","0","0","0","0","0","0","105801"
"6021","103101","0","0","0","0","0","0","0","0","0"
"6022","106601","0","0","0","0","0","0","0","0","0"
"6024","110901","0","0","0","0","0","0","0","0","102901"
"6025","100901","0","0","0","0","0","0","0","0","0"
"6041","105801","0","0","105901","0","0","0","0","0","106001"
"6042","101401","0","0","105501","0","0","0","0","0","104301"
"6043","103601","0","0","100401","0","0","0","0","0","102001"
"6044","105601","0","0","101301","0","0","0","0","0","100901"
"6045","105901","0","0","106001","0","0","0","0","0","105801"
"6046","102901","0","0","105401","0","0","0","0","0","104201"
"6047","104501","0","0","104901","0","0","0","0","0","101801"
"6048","105001","0","0","0","0","0","0","0","0","0"
"6055","104601","0","0","0","0","0","0","0","0","0"
"6056","105101","0","0","0","0","0","0","0","0","0"
"6057","101301","0","0","0","0","0","0","0","0","0"
"6058","107001","0","0","0","0","0","0","0","0","0"
"6096","106401","0","0","0","0","0","0","0","0","0"
"6097","107101","0","0","0","0","0","0","0","0","107001"
"6100","106001","0","0","0","0","0","0","0","0","0"
"6102","103001","0","0","0","0","0","0","0","0","0"
"6105","103301","0","0","0","0","0","0","0","0","0"
"6112","105801","0","0","105901","0","0","106401","0","0","106001"
"6113","106001","0","0","0","0","0","0","0","0","0"
"6114","106801","0","0","101101","0","0","0","0","0","104901"
"6115","106801","0","0","0","0","0","0","0","0","0"
"6132","107001","0","0","0","0","0","0","0","0","105801"
"6135","100601","0","0","0","0","0","0","0","0","102201"
"6139","101001","0","0","0","0","0","0","0","0","0"
"6140","100401","0","0","0","0","0","0","0","0","0"
"6141","105601","0","0","0","0","0","0","0","0","0"
"6142","101401","0","0","0","0","0","0","0","0","0"
"6143","104501","0","0","0","0","0","0","0","0","0"
"6144","104001","0","0","0","0","0","0","0","0","0"
"6151","103801","0","0","0","0","0","0","0","0","0"
"6153","103701","0","0","0","0","0","0","0","0","0"
"6164","105801","0","0","0","0","0","0","0","0","0"
"6165","105901","0","0","0","0","0","0","0","0","0"
"6166","106001","0","0","0","0","0","0","0","0","0"
"6189","110901","0","0","0","0","0","0","0","0","0"
"6224","104501","0","0","0","0","0","0","0","0","0"
"6230","106501","0","0","0","0","0","0","0","0","106601"
"6234","100801","0","0","0","0","0","0","0","0","0"
"6235","107101","0","0","0","0","0","0","0","0","104701"
"6252","107001","0","0","0","0","0","0","0","0","0"
"6253","105001","0","0","0","0","0","0","0","0","0"
"6255","100201","0","0","0","0","0","0","0","0","106101"
