125778d917a9c3b12a70ed8c4c3401dd8ea8348749ac1f1dd34cc917c27295e9,1cb7a42d04a028a00e2779dc488b618fa4463d6cc518e0ac97d6eb4ec5430d50,97f3283f355d784744cc4c1253a2e6a1fc55dcc5e25449d230e7dd97ab58edba,37c2bdf54cfe5aa6ecc7b017378b0983baba53fad4b0e66d55a1b116f80f5874,66cc01c16589fa2990040f3598cfc29cdf47feb70e68b28a5a2294a2e3cc2788,9c7c0195b50b15323764419e730a4559653aa5f39b3ef82aceb2d23a65ec4353,36bbb7efed226e206abb45447dea8bdd2797c246a6cdb1e262eeb0432f605eea
"319100","1.1","1.1","81011801","0","1011801","-25"
"319100","1.1","1.1","81011802","0","1011802","-25"
"316000","0.95","0.95","103021","0","1011901","-20"
"316000","0.95","0.95","103011","0","1011902","-20"
"318900","1.1","1.1","81012001","0","1012001","-17"
"318900","1.1","1.1","81012002","0","1012002","-17"
"316200","1.5","1.5","102091","0","1012101","-20"
"316200","1.5","1.5","102111","0","1012102","-20"
"319000","1.4","1.4","81012207","0","1012201","0"
"319000","1.4","1.4","81012208","0","1012202","0"
"316300","0.77","0.77","102591","0","1012301","-27"
"316300","0.77","0.77","102601","0","1012302","-27"
"319300","0.77","0.77","103051","0","1012401","-55"
"319300","0.77","0.77","102601","0","1012402","-55"
"316400","0.8","0.8","81000405","0","1012501","-27"
"316400","0.8","0.8","81000406","0","1012502","-27"
"319500","1.18","1.18","81012601","0","1012601","-30"
"319500","1.18","1.18","81012602","0","1012602","-30"
"316500","0.95","0.95","81010001","0","1012701","-20"
"316500","0.95","0.95","81010002","0","1012702","-20"
"320000","1.5","1.5","101111","0","1012801","0"
"320000","1.5","1.5","101131","0","1012802","0"
"316700","0.8","0.8","81010201","0","1012901","-27"
"316700","0.8","0.8","81010202","0","1012902","-27"
"313702","1","1","81011401","0","1013001","0"
"313702","1","1","81013002","0","1013002","0"
"318000","1","1","100091","0","1013101","-20"
"318000","1","1","100381","0","1013102","-20"
"320200","0.7","0.7","100941","0","1013201","-50"
"320200","0.7","0.7","100961","0","1013202","-50"
"320200","0.7","0.7","100961","0","1013203","-50"
"318200","1","1","101361","0","1013301","-27"
"318200","1","1","102961","0","1013302","-27"
"318200","1","1","102961","0","1013303","-27"
"320300","1","1","81013401","-20","1013401","-50"
"320300","1","1","81013402","-20","1013402","-50"
"320300","1","1","81013402","-20","1013403","-50"
"318100","1.1","1.1","81001505","0","1013501","-17"
"318100","1.1","1.1","81010802","0","1013502","-17"
"318100","1.1","1.1","81010802","0","1013503","-17"
"320400","1","1","81013601","0","1013601","0"
"320400","1","1","81013602","0","1013602","0"
"320400","1","1","81013602","0","1013603","0"
"320500","0.65","0.65","81013701","0","1013701","10"
"320500","0.65","0.65","81013702","0","1013702","10"
"320500","0.65","0.65","81013702","0","1013703","10"
"318500","0.7","0.7","101581","0","1013801","-25"
"318500","0.7","0.7","103141","0","1013802","-25"
"318500","0.7","0.7","103141","0","1013803","-25"
"318600","0.9","0.9","103151","0","1013901","0"
"318600","0.9","0.9","103161","0","1013902","0"
"318600","0.9","0.9","103161","0","1013903","0"
"320700","1.2","1.2","101951","0","1014001","-20"
"320700","1.2","1.2","101951","0","1014002","-20"
"320700","1.2","1.2","101951","0","1014003","-20"
"318300","1.1","1.1","81011401","0","1014101","-27"
"318300","1.1","1.1","81011402","0","1014102","-27"
"318300","1.1","1.1","81011402","0","1014103","-27"
"320900","1","1","100371","0","1014201","-10"
"320900","1","1","100381","0","1014202","-10"
"320900","1","1","100381","0","1014203","-10"
"318800","1.18","1.18","102091","0","1014301","0"
"318800","1.18","1.18","102111","0","1014302","0"
"318800","1.18","1.18","102111","0","1014303","0"
"321100","0.75","0.75","100021","0","1014401","-10"
"321100","0.75","0.75","100691","0","1014402","-10"
"321100","0.75","0.75","100691","0","1014403","-10"
"319100","1.1","1.1","81011801","0","1014501","-25"
"319100","1.1","1.1","81011802","0","1014502","-25"
"319100","1.1","1.1","81011802","0","1014503","-25"
"321200","0.85","0.85","81014601","0","1014601","-25"
"321200","0.85","0.85","81014602","0","1014602","-25"
"321200","0.85","0.85","81014602","0","1014603","-25"
"318900","1.1","1.1","81012001","0","1014701","-17"
"318900","1.1","1.1","81012002","0","1014702","-17"
"318900","1.1","1.1","81012002","0","1014703","-17"
"321300","1.1","1.1","81014801","0","1014801","-30"
"321300","1.1","1.1","81014802","0","1014802","-30"
"321300","1.1","1.1","81014802","0","1014803","-30"
"319000","1.4","1.4","81012207","0","1014901","0"
"319000","1.4","1.4","81012208","0","1014902","0"
"319000","1.4","1.4","81012208","0","1014903","0"
"321400","0.91","0.91","81015001","0","1015001","-10"
"321400","0.91","0.91","81015001","0","1015002","-10"
"321400","0.91","0.91","81015001","0","1015003","-10"
"319300","0.77","0.77","103051","0","1015101","-55"
"319300","0.77","0.77","102601","0","1015102","-55"
"319300","0.77","0.77","102601","0","1015103","-55"
"321700","0.61","0.61","81015201","-20","1015201","0"
"321700","0.61","0.61","81015202","-20","1015202","0"
"321700","0.61","0.61","81015202","-20","1015203","0"
"307400","1","1","81001705","0","1015301","0"
"307400","1","1","81001706","0","1015302","0"
"307400","1","1","81001706","0","1015303","0"
"321800","1","1","100051","0","1015401","-10"
"321800","1","1","100931","0","1015402","-10"
"321800","1","1","100931","0","1015403","-10"
"319500","1.18","1.18","103311","0","1015501","-30"
"319500","1.18","1.18","103321","0","1015502","-30"
"319500","1.18","1.18","103321","0","1015503","-30"
"322100","0.73","0.73","81015601","0","1015601","13"
"322100","0.73","0.73","81015602","0","1015602","13"
"322100","0.73","0.73","81015602","0","1015603","13"
"320000","1.5","1.5","101111","0","1015701","0"
"320000","1.5","1.5","101131","0","1015702","0"
"320000","1.5","1.5","101131","0","1015703","0"
"322200","1.5","1.5","81003006","0","1015801","-10"
"322200","1.5","1.5","81008002","0","1015802","-10"
"322200","1.5","1.5","81008002","0","1015803","-10"
"313702","1","1","81011401","0","1015901","0"
"313702","1","1","81013002","0","1015902","0"
"313702","1","1","81013002","0","1015903","0"
"322400","1.33","1.33","81001205","-20","1016001","-55"
"322400","1.33","1.33","81001206","-20","1016002","-55"
"322400","1.33","1.33","81001206","-20","1016003","-55"
"320200","0.7","0.7","100941","0","1016101","-50"
"320200","0.7","0.7","100961","0","1016102","-50"
"320200","0.7","0.7","100961","0","1016103","-50"
"320300","1","1","81013401","-20","1016301","-50"
"320300","1","1","81013402","-20","1016302","-50"
"320300","1","1","81013402","-20","1016303","-50"
"320400","1","1","81013601","0","1016401","0"
"320400","1","1","81013602","0","1016402","0"
"320400","1","1","81013602","0","1016403","0"
"320500","0.65","0.65","81013701","0","1016501","10"
"320500","0.65","0.65","81013702","0","1016502","10"
"320500","0.65","0.65","81013702","0","1016503","10"
"320700","1.2","1.2","101951","0","1016601","-20"
"320700","1.2","1.2","101951","0","1016602","-20"
"320700","1.2","1.2","101951","0","1016603","-20"
"320900","1","1","100371","0","1016701","-10"
"320900","1","1","100381","0","1016702","-10"
"320900","1","1","100381","0","1016703","-10"
"321100","0.75","0.75","100021","0","1016801","-10"
"321100","0.75","0.75","100691","0","1016802","-10"
"321100","0.75","0.75","100691","0","1016803","-10"
"321200","0.85","0.85","81014601","0","1016901","-25"
"321200","0.85","0.85","81014602","0","1016902","-25"
"321200","0.85","0.85","81014602","0","1016903","-25"
"321300","1.1","1.1","81014801","0","1017001","-30"
"321300","1.1","1.1","81014802","0","1017002","-30"
"321300","1.1","1.1","81014802","0","1017003","-30"
"321400","0.91","0.91","81015001","0","1017101","-10"
"321400","0.91","0.91","81015001","0","1017102","-10"
"321400","0.91","0.91","81015001","0","1017103","-10"
"321700","0.61","0.61","81015201","-20","1017201","0"
"321700","0.61","0.61","81015202","-20","1017202","0"
"321700","0.61","0.61","81015202","-20","1017203","0"
"321800","1","1","100051","0","1017301","-10"
"321800","1","1","100931","0","1017302","-10"
"321800","1","1","100931","0","1017303","-10"
"310500","2.5","2.5","100021","0","1017401","0"
"310500","2.5","2.5","100531","0","1017402","0"
"310500","2.5","2.5","100531","0","1017403","0"
"310600","0.4","0.4","81003601","0","1017501","0"
"310600","0.4","0.4","81003602","0","1017502","0"
"310600","0.4","0.4","81003602","0","1017503","0"
"322100","0.73","0.73","81015601","0","1017601","13"
"322100","0.73","0.73","81015602","0","1017602","13"
"322100","0.73","0.73","81015602","0","1017603","13"
"322200","1.5","1.5","81003006","0","1017701","-10"
"322200","1.5","1.5","81008002","0","1017702","-10"
"322200","1.5","1.5","81008002","0","1017703","-10"
"322400","1.33","1.33","81001205","-20","1017801","-55"
"322400","1.33","1.33","81001206","-20","1017802","-55"
"322400","1.33","1.33","81001206","-20","1017803","-55"
