215c0f9d9e18a65c7db4b88ea906a967d8a1c9643dc98ac923e64cb5d9618337,f6763c63856bc22c521851ced994d6d334a8ca5132740ccb802f6f428e74e5c8,91b309dfa08c21bee21c7660f6e8b6c49228d2d3dead6fce57b9fc8e8102badb,544a1f615b786753075db39cd3f81421298028c19c98ec88b1213fb5b2c17cb3,d9aeafcd3f429b614e47c2791f378b24d0fe1b8d2aae493722ba280c68deafa7,43bc17f3d4e4fc34dd14c6ea37d3dfdb443e89cedb126005e4331e323ed0ee57,50bf1c67d70dc0980d6074d850fb095fe5568d58121d5a353062b8738eb9c3ac,9a28bdc8cf528180a3d5f43e103608a776df85656e01e5e191284d2ee05b53d2,764cbba0ba8e6ada10abf1d8c79297e380fe02fa6827c82bdc10cd6727578111
"1","0","1","32","3","2","0","1","心頭滅却"
"1","0","0","33","3","2","0","1","夢見る"
"1","0","0","34","3","2","0","1","ナイス"
"1","0","0","35","3","2","0","1","そこそこの"
"1","0","0","36","3","2","2","1","若葉マークの"
"1","0","0","37","3","2","0","1","未来ある"
"1","0","0","38","3","2","0","1","新米"
"1","0","0","39","3","2","0","1","駆け出しの"
"1","0","0","40","3","2","0","1","ぼちぼちの"
"1","0","0","41","3","2","0","1","新進気鋭の"
"1","0","0","42","3","2","0","1","不撓不屈の"
"1","0","0","43","3","2","0","1","七転八起の"
"1","0","0","44","3","2","0","1","がんばれ"
"2","1","1","45","3","2","0","1","選ばれし"
"2","1","1","46","3","2","2","1","アルティメット"
"2","1","1","47","3","2","1","1","オーシャンブルー"
"2","1","1","48","3","2","2","1","海に愛された"
"2","1","1","49","3","2","2","1","大海を統べる"
"2","1","1","50","3","2","0","1","伝説の"
"2","1","1","51","3","2","2","1","世界を揺るがす"
"2","1","1","52","3","2","1","1","スーパーワイルド"
"2","1","1","53","3","2","0","1","神がかった"
"2","1","1","54","3","2","2","1","ぶっちぎりの"
"2","1","0","55","3","2","1","1","誰にも止められない"
"2","1","0","56","3","2","2","1","血湧き肉躍る"
"2","1","0","57","3","2","0","1","メガ"
"2","1","0","58","3","2","1","1","ナチュラルボーン"
"2","1","0","59","3","2","0","1","大海原の"
"2","1","0","60","3","2","1","1","アドレナリン全開の"
"2","1","0","61","3","2","0","1","オーマ産の"
"2","1","0","62","3","2","0","1","手練れの"
"2","1","0","63","3","2","0","1","歴戦の"
"2","1","0","64","3","2","0","1","水を得た"
"2","1","0","65","3","2","0","1","ド級の"
"2","0","1","66","3","2","2","1","ただ者ではない"
"2","0","1","67","3","2","0","1","勇猛なる"
"2","0","1","68","3","2","0","1","ひた走る"
"2","0","1","69","3","2","2","1","目にも留まらぬ"
"2","0","1","70","3","2","0","1","荒波の"
"2","0","1","71","3","2","0","1","レイジオブ"
"2","0","1","72","3","2","2","1","負けず嫌いの"
"2","0","1","73","3","2","0","1","伸び盛りの"
"2","0","1","74","3","2","0","1","型破りの"
"2","0","1","75","3","2","0","1","暴れる"
"2","0","1","76","3","2","0","1","荒れくるう"
"2","0","0","77","3","2","0","1","うわさの"
"2","0","0","78","3","2","2","1","ビーチサイドの"
"2","0","0","79","3","2","2","1","元気はつらつ"
"2","0","0","80","3","2","2","1","常夏を駆ける"
"2","0","0","81","3","2","0","1","マッスル"
"2","0","0","82","3","2","0","1","金波銀波の"
"2","0","0","83","3","2","2","1","生まれながらの"
"2","0","0","84","3","2","0","1","お騒がせの"
"2","0","0","85","3","2","0","1","未知数の"
"2","0","0","86","3","2","0","1","激ヤバ"
"2","0","0","87","3","2","0","1","負けるな"
"3","1","1","88","3","2","2","1","ライトスピード"
"3","1","1","89","3","2","1","1","プロフェッショナル"
"3","1","1","90","3","2","0","1","トップオブ"
"3","1","1","91","3","2","2","1","ゴールドメダル"
"3","1","1","92","3","2","2","1","アルティメット"
"3","1","1","93","3","2","0","1","ザ・ベスト"
"3","1","1","94","3","2","2","1","パーフェクト"
"3","1","1","95","3","2","1","1","100年に1人の"
"3","1","1","96","3","2","2","1","レジェンダリー"
"3","1","1","97","3","2","0","1","超一流の"
"3","1","1","98","3","2","0","1","世界の"
"3","1","1","99","3","2","0","1","選ばれし"
"3","1","0","100","3","2","2","1","アスレチック"
"3","1","0","101","3","2","0","1","偉大なる"
"3","1","0","102","3","2","1","1","スーパーソニック"
"3","1","0","103","3","2","0","1","ウルトラ"
"3","1","0","104","3","2","0","1","MVPの"
"3","1","0","105","3","2","0","1","ジェネラル"
"3","1","0","106","3","2","2","1","オールラウンド"
"3","1","0","107","3","2","2","1","シルバーメダル"
"3","1","0","108","3","2","0","1","聖なる"
"3","1","0","109","3","2","2","1","エクセレント"
"3","1","0","110","3","2","0","1","一流の"
"3","1","0","111","3","2","0","1","マーベラス"
"3","0","1","112","3","2","0","1","スーパー"
"3","0","1","113","3","2","0","1","フライング"
"3","0","1","114","3","2","0","1","グレート"
"3","0","1","115","3","2","1","1","アンストッパブル"
"3","0","1","116","3","2","0","1","カリスマ"
"3","0","1","117","3","2","0","1","万能"
"3","0","1","118","3","2","0","1","新世代の"
"3","0","1","119","3","2","0","1","栄えある"
"3","0","1","120","3","2","0","1","異彩を放つ"
"3","0","1","121","3","2","0","1","いぶし銀の"
"3","0","1","122","3","2","0","1","天下の"
"3","0","0","123","3","2","0","1","レッツゴー"
"3","0","0","124","3","2","0","1","グッド"
"3","0","0","125","3","2","1","1","ホップ・ステップ・"
"3","0","0","126","3","2","2","1","伸びしろのある"
"3","0","0","127","3","2","2","1","ブロンズメダル"
"3","0","0","128","3","2","0","1","期待の"
"3","0","0","129","3","2","2","1","ジャンピング"
"3","0","0","130","3","2","0","1","新時代の"
"3","0","0","131","3","2","2","1","知る人ぞ知る"
