4e5dd8e546169069e97c8dd5acd6d1766f237620f0a5feb8184552ce5dc63a8d,ce1f3a91541c99a6d7528360e52e9dd860e72429845df35562394a30051f7a72,92ec3e557e1f028a90622a294b722d1ec642f269aad47e56519ca68b579cb76e,b686e199abd457280daa12fff17bb74625bc745c8a8df760eae19439a0b6507d,35a99d05607ae5c86b1c3b6301bf8962bb733f2a4fe46cbdec099a1fa647d834,858b3b62f7be36d4c1aed4614135210d3bd435efec509a1c532c8b0bc54d04a0,ef594f14f081a75a5effa7ed480fc5cbce7c3d1c48b47ed681f7db96949ab2a7,ac8bcff9d018273c4a7e2e34530753343c2054002e4cc4c169c02d1d30014f36
"108584","108374","27","108373","109251","108254","108583","100201"
"109581","109371","28","108374","109252","109251","108584","100201"
"109582","109372","29","109371","109253","109252","109581","100201"
"109583","109373","30","109372","109254","109253","109582","100201"
"109584","109374","31","109373","10025032","109254","109583","100201"
"10058032","10037032","32","109374","10025033","10025032","109584","100201"
"10058033","10037033","33","10037032","10025034","10025033","10058032","100201"
"10058034","999999","34","10037033","999999","10025034","10058033","100201"
"101071","101281","1","101401","101011","101011","101581","100301"
"101071","102311","2","102493","102014","102011","101551","100301"
"102071","102282","3","102401","103011","102014","102551","100301"
"102582","103311","4","103581","103012","103011","102552","100301"
"103071","103282","5","103401","103013","103012","103551","100301"
"103552","103283","6","103401","104011","103013","103552","100301"
"103072","104311","7","103553","104012","104011","103582","100301"
"104551","104312","8","104401","104013","104012","103553","100301"
"104552","104402","9","104432","104014","104013","104551","100301"
"104554","104284","10","104402","105011","104014","104552","100301"
"105551","105281","11","104284","105012","105011","104553","100301"
"105552","105431","12","105281","105013","105012","105551","100301"
"105553","105343","13","105282","105014","105013","105552","100301"
"105554","105314","14","105283","105015","105014","105553","100301"
"105555","105285","15","105284","105016","105015","105554","100301"
"105556","105286","16","105285","105017","105016","105555","100301"
"105557","105287","17","105286","106011","105017","105556","100301"
"106551","106281","18","105287","106012","106011","105557","100301"
"106552","106282","19","106281","106013","106012","106551","100301"
"106553","106343","20","106282","107011","106013","106552","100301"
"107551","107341","21","106343","107012","107011","106553","100301"
"107552","107342","22","107341","107013","107012","107551","100301"
"107553","107343","23","107342","108011","107013","107552","100301"
"108551","108431","24","107343","108012","108011","107553","100301"
"108552","108492","25","108431","108013","108012","108551","100301"
"108553","108343","26","108492","108014","108013","108552","100301"
"108554","108494","27","108343","109011","108014","108553","100301"
"109551","109401","28","108494","109012","109011","108554","100301"
"109552","109402","29","109401","109013","109012","109551","100301"
"109553","109493","30","109402","109014","109013","109552","100301"
"109554","109494","31","109493","10001032","109014","109553","100301"
"10055032","10040032","32","109494","10001033","10001032","109554","100301"
"10055033","10040033","33","10040032","10001034","10001033","10055032","100301"
"10055034","999999","34","10040033","999999","10001034","10055033","100301"
"101581","101281","1","101431","101101","101101","101581","100401"
"101581","102341","2","102431","102101","102071","101581","100401"
"102581","102342","3","102432","103071","102101","102581","100401"
"102582","103341","4","103431","103101","103071","102582","100401"
"103551","103342","5","103432","103072","103101","103581","100401"
"103552","103343","6","103432","104101","103072","103582","100401"
"103583","104341","7","103583","104102","104101","103552","100401"
"104581","104342","8","104431","104103","104102","103583","100401"
"104582","104343","9","104432","104104","104103","104581","100401"
"104583","104433","10","104343","105101","104104","104582","100401"
"105581","105401","11","104433","105102","105101","104583","100401"
"105552","105312","12","105401","105103","105102","105581","100401"
"105553","105283","13","105431","105104","105103","105582","100401"
"105554","105432","14","105491","105105","105104","105583","100401"
"105555","105345","15","105432","105106","105105","105584","100401"
"105556","105346","16","105345","105107","105106","105585","100401"
"105557","105347","17","105346","106101","105107","105586","100401"
"106551","106281","18","105347","106102","106101","105587","100401"
"106552","106282","19","106281","106103","106102","106581","100401"
"106553","106491","20","106282","107101","106103","106582","100401"
"107551","107281","21","106491","107102","107101","106583","100401"
"107552","107342","22","107281","107103","107102","107581","100401"
"107553","107343","23","107342","108101","107103","107582","100401"
"108551","108281","24","107343","108102","108101","107583","100401"
"108552","108282","25","108281","108103","108102","108581","100401"
"108553","108283","26","108282","108104","108103","108582","100401"
"108554","108284","27","108283","109101","108104","108583","100401"
"109581","109401","28","108284","109102","109101","108584","100401"
"109582","109402","29","109401","109103","109102","109581","100401"
"109583","109343","30","109402","109104","109103","109582","100401"
"109584","109494","31","109343","10010032","109104","109583","100401"
"10058032","10040032","32","109494","10010033","10010032","109584","100401"
"10058033","10040033","33","10040032","10010034","10010033","10058032","100401"
"10058034","999999","34","10040033","999999","10010034","10058033","100401"
"101581","101281","1","101401","101071","101401","101581","100501"
"101581","102281","2","102431","102013","102491","101581","100501"
"102581","102282","3","102401","103071","102401","102581","100501"
"102582","103311","4","103431","103012","103431","102582","100501"
"103581","103282","5","103401","103072","103401","103581","100501"
"103582","103283","6","103401","104071","103072","103582","100501"
"103583","104281","7","103583","104072","104401","103582","100501"
"104581","104432","8","104401","104073","104072","103583","100501"
"104582","104402","9","104282","104074","104073","104581","100501"
"104583","104284","10","104402","105071","104074","104582","100501"
"105581","105311","11","104284","105072","105071","104583","100501"
"105582","105431","12","105281","105073","105072","105581","100501"
"105583","105283","13","105282","105074","105073","105582","100501"
"105584","105432","14","105283","105075","105074","105583","100501"
"105585","105402","15","105284","105076","105075","105584","100501"
"105586","105433","16","105402","105077","105076","105585","100501"
"105587","105403","17","105433","106071","105077","105586","100501"
"106581","106401","18","105403","106072","106071","105587","100501"
"106582","106431","19","106401","106073","106072","106581","100501"
"106583","106491","20","106431","107071","106073","106582","100501"
"107581","107281","21","106491","107072","107071","106583","100501"
"107582","107342","22","107281","107073","107072","107581","100501"
"107583","107343","23","107342","108071","107073","107582","100501"
"108581","108281","24","107343","108072","108071","107583","100501"
"108582","108282","25","108281","108073","108072","108581","100501"
"108583","108283","26","108282","108074","108073","108582","100501"
"108584","108314","27","108283","109071","108074","108583","100501"
"109581","109311","28","108314","109072","109071","108584","100501"
"109582","109312","29","109311","109073","109072","109581","100501"
"109583","109313","30","109312","109074","109073","109582","100501"
"109584","109314","31","109313","10007032","109074","109583","100501"
"10058032","10031032","32","109314","10007033","10007032","109584","100501"
"10058033","10031033","33","10031032","10007034","10007033","10058032","100501"
"10058034","999999","34","10031033","999999","10007034","10058033","100501"
"101611","101371","1","101521","101251","101251","101581","100601"
"101611","102371","2","102461","102252","102251","101581","100601"
"102612","102372","3","102521","103251","102252","102581","100601"
"102614","103521","4","103521","103252","103251","102582","100601"
"103612","103371","5","103461","103222","103252","103581","100601"
"103613","103372","6","103522","104251","103222","103582","100601"
"103583","104371","7","103614","104252","104521","103613","100601"
"104581","104372","8","104461","104253","104252","103614","100601"
"104612","104523","9","104372","104254","104253","104581","100601"
"104613","104373","10","104523","105251","104254","104582","100601"
"105611","105371","11","104463","105252","105251","104583","100601"
"105612","105372","12","105521","105253","105252","105581","100601"
"105613","105373","13","105522","105254","105253","105582","100601"
"105614","105374","14","105462","105255","105254","105583","100601"
"105615","105463","15","105374","105256","105255","105584","100601"
"105616","105524","16","105463","105257","105256","105585","100601"
"105617","105464","17","105524","106251","105257","105586","100601"
"106611","106461","18","105464","106252","106251","105587","100601"
"106612","106521","19","106461","106253","106252","106581","100601"
"106613","106462","20","106521","107251","106253","106582","100601"
"107611","107461","21","106462","107252","107251","106583","100601"
"107612","107462","22","107461","107253","107252","107581","100601"
"107613","107463","23","107462","108251","107253","107582","100601"
"108611","108371","24","107463","108252","108251","107583","100601"
"108612","108372","25","108371","108253","108252","108581","100601"
"108613","108373","26","108372","108254","108253","108582","100601"
"108614","108374","27","108373","109251","108254","108583","100601"
"109611","109371","28","108374","109252","109251","108584","100601"
"109612","109372","29","109371","109253","109252","109581","100601"
"109613","109373","30","109372","109254","109253","109582","100601"
"109614","109374","31","109373","10025032","109254","109583","100601"
"10061032","10037032","32","109374","10025033","10025032","109584","100601"
"10061033","10037033","33","10037032","10025034","10025033","10058032","100601"
"10061034","999999","34","10037033","999999","10025034","10058033","100601"
"101581","101431","1","101431","101161","101281","101581","100701"
"101581","102341","2","102431","102163","102162","101581","100701"
"102581","102342","3","102432","103161","102432","102581","100701"
"102582","103341","4","103431","103162","103161","102582","100701"
"103581","103432","5","103162","103343","103162","103581","100701"
"103582","103343","6","103432","104161","103583","103582","100701"
"103583","104341","7","103583","104162","104431","103432","100701"
"104581","104342","8","104431","104163","104162","103583","100701"
"104582","104343","9","104342","104164","104163","104581","100701"
"104583","104433","10","104343","105161","104164","104582","100701"
"105581","105341","11","104433","105162","105161","104583","100701"
"105582","105342","12","105341","105163","105162","105581","100701"
"105583","105343","13","105342","105164","105163","105582","100701"
"105584","105432","14","105343","105165","105164","105583","100701"
"105585","105345","15","105344","105166","105165","105584","100701"
"105586","105346","16","105345","105167","105166","105585","100701"
"105587","105347","17","105346","106161","105167","105586","100701"
"106581","106341","18","105347","106162","106161","105587","100701"
"106582","106342","19","106341","106163","106162","106581","100701"
"106583","106491","20","106342","107161","106073","106582","100701"
"107581","107341","21","106491","107162","107071","106583","100701"
"107582","107342","22","107341","107163","107162","107581","100701"
"107583","107343","23","107342","108161","107163","107582","100701"
"108581","108281","24","107343","108162","108161","107583","100701"
"108582","108282","25","108281","108163","108162","108581","100701"
"108583","108283","26","108282","108164","108163","108582","100701"
"108584","108314","27","108283","109161","108164","108583","100701"
"109581","109281","28","108314","109162","109161","108584","100701"
"109582","109312","29","109281","109163","109162","109581","100701"
"109583","109313","30","109312","109164","109163","109582","100701"
"109584","109314","31","109313","10016032","109164","109583","100701"
"10058032","10031032","32","109314","10016033","10016032","109584","100701"
"10058033","10031033","33","10031032","10016034","10016033","10058032","100701"
"10058034","999999","34","10031033","999999","10016034","10058033","100701"
"101611","101371","1","101521","101251","101251","101581","100801"
"101611","102371","2","102461","102252","102251","101581","100801"
"102612","102372","3","102521","103251","102252","102581","100801"
"102614","103521","4","103521","103252","103251","102582","100801"
"103612","103371","5","103461","103222","103252","103581","100801"
"103613","103372","6","103522","104251","103222","103582","100801"
"103614","104371","7","103614","104252","104251","103582","100801"
"104581","104372","8","104461","104253","104252","103614","100801"
"104582","104523","9","104522","104254","104253","104611","100801"
"104613","104373","10","104462","105251","104254","104612","100801"
"105611","105371","11","104463","105252","105251","104613","100801"
"105612","105372","12","105521","105253","105252","105611","100801"
"105613","105373","13","105522","105254","105253","105612","100801"
"105614","105374","14","105462","105255","105254","105613","100801"
"105615","105463","15","105374","105256","105255","105614","100801"
"105616","105524","16","105463","105257","105256","105615","100801"
"105617","105464","17","105524","106251","105257","105616","100801"
"106611","106461","18","105464","106252","106251","105617","100801"
"106612","106521","19","106461","106253","106252","106611","100801"
"106613","106462","20","106372","107251","106253","106612","100801"
"107611","107461","21","106462","107252","107251","106613","100801"
"107612","107462","22","107461","107253","107252","107611","100801"
"107613","107463","23","107462","108251","107253","107612","100801"
"108611","108371","24","107463","108252","108251","107613","100801"
"108612","108372","25","108371","108253","108252","108611","100801"
"108613","108373","26","108372","108254","108253","108612","100801"
"108614","108374","27","108373","109251","108254","108613","100801"
"109611","109371","28","108374","109252","109251","108614","100801"
"109612","109372","29","109371","109253","109252","109611","100801"
"109613","109373","30","109372","109254","109253","109612","100801"
"109614","109374","31","109373","10025032","109254","109613","100801"
"10061032","10037032","32","109374","10025033","10025032","109614","100801"
"10061033","10037033","33","10037032","10025034","10025033","10061032","100801"
"10061034","999999","34","10037033","999999","10025034","10061033","100801"
"101611","101371","1","101521","101251","101251","101611","100901"
"101611","102371","2","102461","102222","102221","101611","100901"
"102611","102372","3","102521","103221","102222","102611","100901"
"102613","103251","4","103611","103252","103521","102613","100901"
"103611","103371","5","103522","103222","103252","103611","100901"
"103371","103372","6","103522","104221","103222","103613","100901"
"103614","104371","7","103614","104222","104221","103613","100901"
"104611","104522","8","104221","104223","104222","103583","100901"
"104612","104462","9","104222","104224","104223","104581","100901"
"104613","104463","10","104223","105221","104224","104582","100901"
"105611","105521","11","104224","105222","105221","104613","100901"
"105612","105372","12","105221","105223","105222","105611","100901"
"105613","105373","13","105222","105224","105223","105612","100901"
"105614","105523","14","105223","105225","105224","105613","100901"
"105615","105375","15","105224","105226","105225","105614","100901"
"105616","105376","16","105225","105227","105226","105615","100901"
"105617","105377","17","105226","106221","105227","105616","100901"
"106611","106371","18","105227","106222","106221","105617","100901"
"106612","106372","19","106221","106223","106222","106611","100901"
"106613","106373","20","106222","107221","106223","106612","100901"
"107611","107371","21","106223","107222","107221","106613","100901"
"107612","107372","22","107221","107223","107222","107611","100901"
"107613","107373","23","107222","108221","107223","107612","100901"
"108611","108521","24","107223","108222","108221","107613","100901"
"108612","108462","25","108221","108223","108222","108611","100901"
"108613","108523","26","108222","108224","108223","108612","100901"
"108614","108524","27","108523","109221","108224","108613","100901"
"109611","109461","28","108224","109222","109221","108614","100901"
"109612","109522","29","109221","109223","109222","109611","100901"
"109613","109463","30","109222","109224","109223","109612","100901"
"109614","109524","31","109223","10022032","109224","109613","100901"
"10061032","10046032","32","109224","10022033","10022032","109614","100901"
"10061033","10046033","33","10022032","10022034","10022033","10061032","100901"
"10061034","999999","34","10022033","999999","10022034","10061033","100901"
"101611","101371","1","101521","101251","101251","101581","101001"
"101611","102371","2","102461","102252","102251","101581","101001"
"102612","102372","3","102521","103251","102252","102581","101001"
"102614","103521","4","103521","103252","103251","102582","101001"
"103612","103371","5","103461","103222","103252","103581","101001"
"103613","103372","6","103522","104251","103222","103582","101001"
"103222","104371","7","103614","104252","104461","103582","101001"
"104581","104372","8","104461","104253","104252","103614","101001"
"104582","104523","9","104522","104254","104253","104611","101001"
"104583","104373","10","104462","105251","104254","104612","101001"
"105581","105371","11","104463","105252","105251","104613","101001"
"105582","105522","12","105521","105253","105252","105611","101001"
"105583","105462","13","105522","105254","105253","105612","101001"
"105584","105374","14","105462","105255","105254","105613","101001"
"105585","105463","15","105374","105256","105255","105614","101001"
"105586","105524","16","105463","105257","105256","105615","101001"
"105587","105464","17","105524","106251","105257","105616","101001"
"106581","106461","18","105464","106252","106251","105617","101001"
"106582","106521","19","106461","106253","106252","106611","101001"
"106583","106462","20","106372","107251","106253","106612","101001"
"107581","107461","21","106462","107252","107251","106613","101001"
"107582","107462","22","107461","107253","107252","107611","101001"
"107583","107463","23","107462","108251","107253","107612","101001"
"108581","108371","24","107463","108252","108251","107613","101001"
"108582","108372","25","108371","108253","108252","108611","101001"
"108583","108373","26","108372","108254","108253","108612","101001"
"108584","108374","27","108373","109251","108254","108613","101001"
"109581","109371","28","108374","109252","109251","108614","101001"
"109582","109372","29","109371","109253","109252","109611","101001"
"109583","109373","30","109372","109254","109253","109612","101001"
"109584","109374","31","109373","10025032","109254","109613","101001"
"10058032","10037032","32","109374","10025033","10025032","109614","101001"
"10058033","10037033","33","10037032","10025034","10025033","10061032","101001"
"10058034","999999","34","10037033","999999","10025034","10061033","101001"
"101131","101281","1","101551","101131","101131","101551","101101"
"101131","102341","2","102551","102131","102071","101551","101101"
"102071","102342","3","102552","103071","102131","102551","101101"
"102131","103341","4","103431","103131","103071","102552","101101"
"103071","103342","5","103342","103132","103131","103551","101101"
"103131","103343","6","103432","104131","103132","103552","101101"
"103132","104341","7","103553","104132","104131","103582","101101"
"104551","104342","8","104431","104133","104132","103553","101101"
"104552","104343","9","104432","104134","104133","104551","101101"
"104553","104344","10","104133","105131","104134","104552","101101"
"105551","105341","11","104433","105132","105131","104553","101101"
"105552","105282","12","105131","105133","105132","105551","101101"
"105553","105343","13","105132","105134","105133","105552","101101"
"105554","105344","14","105133","105135","105134","105553","101101"
"105555","105345","15","105134","105136","105135","105554","101101"
"105556","105286","16","105135","105137","105136","105555","101101"
"105557","105287","17","105136","106131","105137","105556","101101"
"106551","106341","18","105137","106132","106131","105557","101101"
"106552","106282","19","106131","106133","106132","106551","101101"
"106553","106283","20","106132","107131","106133","106552","101101"
"107551","107281","21","106133","107132","107131","106553","101101"
"107552","107282","22","107131","107133","107132","107551","101101"
"107553","107283","23","107132","108131","107133","107552","101101"
"108551","108431","24","107133","108132","108131","107553","101101"
"108552","108342","25","108131","108133","108132","108551","101101"
"108553","108343","26","108132","108134","108133","108552","101101"
"108554","108434","27","108133","109131","108134","108553","101101"
"109551","109341","28","108134","109132","109131","108554","101101"
"109552","109432","29","109131","109133","109132","109551","101101"
"109553","109343","30","109132","109134","109133","109552","101101"
"109554","109434","31","109133","10013032","109134","109553","101101"
"10055032","10034032","32","109134","10013033","10013032","109554","101101"
"10055033","10043033","33","10013032","10013034","10013033","10055032","101101"
"10055034","999999","34","10013033","999999","10013034","10055033","101101"
"101611","101371","1","101521","101251","101251","101611","101201"
"101611","102371","2","102461","102222","102221","101611","101201"
"102611","102372","3","102521","103221","102222","102611","101201"
"102613","103521","4","103521","103252","103221","102613","101201"
"103611","103371","5","103522","103222","103252","103611","101201"
"103371","103372","6","103522","104221","103222","103613","101201"
"103614","104371","7","103614","104222","104221","103613","101201"
"104611","104522","8","104461","104223","104222","103583","101201"
"104612","104462","9","104522","104224","104223","104581","101201"
"104613","104463","10","104523","105221","104224","104612","101201"
"105611","105521","11","104463","105222","105221","104613","101201"
"105612","105372","12","105521","105223","105222","105611","101201"
"105613","105373","13","105522","105224","105223","105612","101201"
"105614","105523","14","105462","105225","105224","105613","101201"
"105615","105375","15","105523","105226","105225","105614","101201"
"105616","105376","16","105375","105227","105226","105615","101201"
"105617","105377","17","105376","106221","105227","105616","101201"
"106611","106371","18","105377","106222","106221","105617","101201"
"106612","106372","19","106371","106223","106222","106611","101201"
"106613","106373","20","106521","107221","106223","106612","101201"
"107611","107371","21","106373","107222","107221","106613","101201"
"107612","107372","22","107371","107223","107222","107611","101201"
"107613","107373","23","107372","108221","107223","107612","101201"
"108611","108521","24","107373","108222","108221","107613","101201"
"108612","108462","25","108521","108223","108222","108611","101201"
"108613","108523","26","108462","108224","108223","108612","101201"
"108614","108524","27","108523","109221","108224","108613","101201"
"109611","109461","28","108524","109222","109221","108614","101201"
"109612","109522","29","109461","109223","109222","109611","101201"
"109613","109463","30","109522","109224","109223","109612","101201"
"109614","109524","31","109463","10022032","109224","109613","101201"
"10061032","10046032","32","109524","10022033","10022032","109614","101201"
"10061033","10046033","33","10046032","10022034","10022033","10061032","101201"
"10061034","999999","34","10046033","999999","10022034","10061033","101201"
"101611","101371","1","101521","101251","101251","101611","101301"
"101611","102371","2","102461","102222","102221","101611","101301"
"102611","102372","3","102521","103221","102222","102611","101301"
"102613","103521","4","103521","103252","103221","102613","101301"
"103611","103371","5","103522","103222","103252","103611","101301"
"103371","103372","6","103522","104221","103222","103613","101301"
"103614","104371","7","103614","104222","104221","103613","101301"
"104611","104522","8","104461","104223","104222","103583","101301"
"104612","104462","9","104522","104224","104223","104581","101301"
"104613","104463","10","104523","105221","104224","104612","101301"
"105611","105521","11","104463","105222","105221","104613","101301"
"105612","105372","12","105521","105223","105222","105611","101301"
"105613","105373","13","105522","105224","105223","105612","101301"
"105614","105523","14","105462","105225","105224","105613","101301"
"105615","105375","15","105523","105226","105225","105614","101301"
"105616","105376","16","105375","105227","105226","105615","101301"
"105617","105377","17","105376","106221","105227","105616","101301"
"106611","106371","18","105377","106222","106221","105617","101301"
"106612","106372","19","106371","106223","106222","106611","101301"
"106613","106373","20","106521","107221","106223","106612","101301"
"107611","107371","21","106373","107222","107221","106613","101301"
"107612","107372","22","107371","107223","107222","107611","101301"
"107613","107373","23","107372","108221","107223","107612","101301"
"108611","108521","24","107373","108222","108221","107613","101301"
"108612","108462","25","108521","108223","108222","108611","101301"
"108613","108523","26","108462","108224","108223","108612","101301"
"108614","108524","27","108523","109221","108224","108613","101301"
"109611","109461","28","108524","109222","109221","108614","101301"
"109612","109522","29","109461","109223","109222","109611","101301"
"109613","109463","30","109522","109224","109223","109612","101301"
"109614","109524","31","109463","10022032","109224","109613","101301"
"10061032","10046032","32","109524","10022033","10022032","109614","101301"
"10061033","10046033","33","10046032","10022034","10022033","10061032","101301"
"10061034","999999","34","10046033","999999","10022034","10061033","101301"
"101611","101371","1","101521","101251","101251","101581","101401"
"101611","102371","2","102461","102252","102251","101581","101401"
"102612","102372","3","102521","103251","102252","102581","101401"
"102614","103521","4","103521","103252","103251","102582","101401"
"103612","103371","5","103461","103222","103252","103581","101401"
"103613","103372","6","103522","104251","103222","103582","101401"
"103583","104371","7","103614","104252","104521","103613","101401"
"104581","104372","8","104461","104253","104252","103614","101401"
"104612","104523","9","104372","104254","104253","104581","101401"
"104613","104373","10","104523","105251","104254","104582","101401"
"105611","105371","11","104463","105252","105251","104583","101401"
"105612","105372","12","105521","105253","105252","105581","101401"
"105613","105373","13","105522","105254","105253","105582","101401"
"105614","105374","14","105462","105255","105254","105583","101401"
"105615","105463","15","105374","105256","105255","105584","101401"
"105616","105524","16","105463","105257","105256","105585","101401"
"105617","105464","17","105524","106251","105257","105586","101401"
"106611","106461","18","105464","106252","106251","105587","101401"
"106612","106521","19","106461","106253","106252","106581","101401"
"106613","106462","20","106372","107251","106253","106582","101401"
"107611","107461","21","106462","107252","107251","106583","101401"
"107612","107462","22","107461","107253","107252","107581","101401"
"107613","107463","23","107462","108251","107253","107582","101401"
"108611","108371","24","107463","108252","108251","107583","101401"
"108612","108372","25","108371","108253","108252","108581","101401"
"108613","108373","26","108372","108254","108253","108582","101401"
"108614","108374","27","108373","109251","108254","108583","101401"
"109611","109371","28","108374","109252","109251","108584","101401"
"109612","109372","29","109371","109253","109252","109581","101401"
"109613","109373","30","109372","109254","109253","109582","101401"
"109614","109374","31","109373","10025032","109254","109583","101401"
"10061032","10037032","32","109374","10025033","10025032","109584","101401"
"10061033","10037033","33","10037032","10025034","10025033","10058032","101401"
"10061034","999999","34","10037033","999999","10025034","10058033","101401"
"101611","101371","1","101521","101251","101251","101581","101501"
"101611","102371","2","102461","102252","102251","101611","101501"
"102612","102372","3","102521","103251","102252","102581","101501"
"102613","103521","4","103521","103252","103251","102614","101501"
"103612","103371","5","103461","103222","103252","103581","101501"
"103613","103372","6","103522","104251","103222","103613","101501"
"103614","104371","7","103614","104252","104251","103461","101501"
"104611","104372","8","104461","104253","104252","103614","101501"
"104612","104523","9","104522","104254","104253","104611","101501"
"104613","104373","10","104523","105251","104254","104612","101501"
"105581","105371","11","104463","105252","105251","104613","101501"
"105582","105522","12","105521","105253","105252","105611","101501"
"105583","105462","13","105522","105254","105253","105612","101501"
"105584","105374","14","105462","105255","105254","105613","101501"
"105585","105375","15","105374","105256","105255","105614","101501"
"105586","105376","16","105375","105257","105256","105615","101501"
"105587","105464","17","105376","106251","105257","105616","101501"
"106581","106461","18","105464","106252","106251","105617","101501"
"106582","106521","19","106461","106253","106252","106611","101501"
"106583","106462","20","106372","107251","106253","106612","101501"
"107581","107461","21","106462","107252","107251","106613","101501"
"107582","107462","22","107461","107253","107252","107611","101501"
"107583","107463","23","107462","108251","107253","107612","101501"
"108581","108371","24","107463","108252","108251","107613","101501"
"108582","108372","25","108371","108253","108252","108611","101501"
"108583","108373","26","108372","108254","108253","108612","101501"
"108584","108374","27","108373","109251","108254","108613","101501"
"109581","109371","28","108374","109252","109251","108614","101501"
"109582","109372","29","109371","109253","109252","109611","101501"
"109583","109373","30","109372","109254","109253","109612","101501"
"109584","109374","31","109373","10025032","109254","109613","101501"
"10058032","10037032","32","109374","10025033","10025032","109614","101501"
"10058033","10037033","33","10037032","10025034","10025033","10061032","101501"
"10058034","999999","34","10037033","999999","10025034","10061033","101501"
"101131","101281","1","101551","101131","101131","101551","101601"
"101131","102341","2","102551","102131","102071","101551","101601"
"102071","102342","3","102552","103071","102131","102551","101601"
"102131","103341","4","103551","103131","103071","102552","101601"
"103071","103342","5","103552","103132","103131","103551","101601"
"103131","103343","6","103552","104131","103132","103552","101601"
"103553","104341","7","103553","104132","104131","103582","101601"
"104551","104342","8","104131","104133","104132","103553","101601"
"104552","104343","9","104132","104134","104133","104551","101601"
"104554","104344","10","104133","105131","104134","104552","101601"
"105551","105281","11","104134","105132","105131","104553","101601"
"105552","105282","12","105131","105133","105132","105551","101601"
"105553","105491","13","105132","105134","105133","105552","101601"
