2e0b608d628f488b2012209437506e324eba1a35d369aabb4b25fac8c2fa3986,7ee93d7e2ce6afcf9d59178dea37a56f86b541fb1aae0192b4723d28c6825c70,db0ff54d106463fdb1150d477931afe7467b956c7c96cbc5b642dcb7e58d5ce1,9085580220c69b4701d8310e83fe9d2b13589bda36af6886763ac1ba1117cedc,eb18874a7fb7104a2eab00af8e6574baf58fdd133865c5e19a6447faa44da795,f6e9133d4bb3177b592913a51d20ead826d2c8edddbfd441fa41dc5713fbb3f7,9cae5657ecdfce6206b0c2cb5e99281236835d3d1c3c060e2bc03561e4c648b9,6dcab7328ba8f528a9df203b22688d1a48cff58a85252eed16e390cafa5f655e,9b9ef1e05b2ebd5cd6aa14e0ab9d3ba3274dde7872e0f2dad73eef29c323356d,53a994db0fad0660c1ce1322a59851633a5939513b5f5a9490fef1b76f5b30ef,0d76bb079dd4b5a56e7c1f48ff63ca28be931891c131b8471137989de8ce7352,e8d0045342c3e9acaa45f815ad130d1ed6d7071685aa6a4415ab5d233a50daac,0cedaf78a7ed542e190e493ebac2ad387223e9339204ea7f954dfc47a9cffb77,2a73dec04d9922afe3074e1a05416d378e569bfdcb509fcc9b182b97634fd1da,619b08d1e9fd776dfd3258f6dd3be2e1048031c0419a7cdfff1dab7a1bf3c55a,5c6c64bf16d74cbf7a33839f1aef09c509e613ed5271dca9f5bc6d8780c4ac2b,00d8102943718c2e0996a92a2faafee94fa4c24eecb7ee1a2278b56f7b6d106d,8dc1d99977c4854e4d29072be62d7343f6d2ddfe284aa01fe61fc449a136f283,2281dcb8f8ebbb3b8484d262f7aa239a89fc4f97ea07b8f6edf97d00724c10a8,7a6db66f97d3b52eca11a702f8700712871203f467632bdeed194926d4943ebd,8b9770dc46118d2ccde8befff1a21404f25eccdbd5da84c23cb2ea98cc4d9b7f,fe3061a946c464393c637dcdc2d237c5575d6dcc29b3e75b328f18a7c6e325db,f2c282fd15a950e1ffafa77c25d07bd32d0490296791946a0c5cb35394c579e7,28c6f33170e7ff08defb238c7178dabaa51379858fc11b5bf2eed498479cced2,ccf89dcf161d56969647c5e30c6e9aad54928476686c56ef0a9c8ca6fbab5d1f,024dcef0ce60489e1be1a028ec20d031ca9056f3b962963d1477096731b3cbe6,443cd11a7e09d545491ff22d02ebf30751e84346e770e596c2bbf8d506ec11b5,cde06edc921b98bc794f936f2f4660be2a646283444d6fdcdecb2f670977af88,161aebe8224dc108ab3b31302897ff22bb078a95e280dd5f578172cdc801624c,d9c87079688c236b5f18af8091dc477bc27535b2a2a02be30da0955a16b22e1b,3e48b2e0fc9234f427f463a329b0eee7f7d00162d64cb816058b80a8d25ff0f1,113c033bc1c53737280e87017e7f2b9a68caee88442a750a461ab62e29770a1e,9ebfea2f1edd5f7a2632041c7a17530fa2411849c1f94be21e2faa960dabc4de,cf3dd961cce2f7e3ecd6645e64dbec0902e963a321cbc69c90d93d177ce6ce61,d17c2181d82325fbb86a2f3d34dbe4547ae0f45783a29cab7b527ca8431c3a58,4a4940a586044183ea113e28a03a20e596c3478d74444656e8e22d39d9ff7596,15ac768e1bb7c9a827da0d136b0be0c090a746de0948229bc7b7a700076bc0ec,88a2b804ca4ea3c60f8c43937da403c5bc8b4b5fe28394943c36a2d302b3c4be,60304b30bff6288aa9746929a8c97b8676ed7107d5b45ee8a28b9f6cfc477030
"162.5","0","0","0","0","0","0","767.7","0","1.2","0","100301","5.73","0","115","0","0","31003","0","0","1.12","0","0","10","0","0","6","5.27","2","1847.2","0","0","0","0","22.68","0","0","0","0"
"44.1","0","0","0","0","0","10000","397","15","0.32","0","100401","2.85","0","20","0","0","31004","0","0","0.25","0","0","0","0","0","1","2.28","0","47.62","0","0","0","0","5.29","0","0","0","0"
"66.15","0","0","0","0","0","20000","476.3","30","0.48","0","100401","3.42","0","20","0","0","31004","0","0","0.37","0","0","0","0","0","2","2.73","0","57.14","0","0","0","0","7.93","0","0","0","0"
"88.2","0","0","0","0","0","30000","555.7","100","0.64","0","100401","3.99","0","20","0","0","31004","0","0","0.5","0","0","0","0","0","3","3.19","0","66.66","0","0","0","0","10.58","0","0","0","0"
"110.3","0","0","0","0","0","40000","635.1","120","0.8","0","100401","4.56","0","20","0","0","31004","0","0","0.62","0","0","0","0","0","4","3.64","0","76.19","0","0","0","0","13.22","0","0","0","0"
"132.3","0","0","0","0","0","50000","714.5","150","0.96","0","100401","5.13","0","20","0","0","31004","0","0","0.75","0","0","0","0","0","5","4.1","0","85.71","0","0","0","0","15.87","0","0","0","0"
"176.4","0","0","10","0","0","0","833.5","0","1.28","0","100401","71.99","0","20","0","0","31004","0","0","1","0","0","10","0","0","6","4.79","0","1205","0","0","0","0","21.16","0","0","0","0"
"47","0","0","0","0","0","10000","423","15","0.35","0","100501","3.19","0","10","0","0","31005","0","0","0.32","0","0","0","0","0","1","2.85","0","43.52","0","0","0","0","4.84","0","0","0","0"
"70.5","0","0","0","0","0","20000","507.6","30","0.53","0","100501","3.83","0","10","0","0","31005","0","0","0.48","0","0","0","0","0","2","3.42","0","52.22","0","0","0","0","7.26","0","0","0","0"
"94","0","0","0","0","0","30000","592.2","100","0.7","0","100501","4.47","0","10","0","0","31005","0","0","0.64","0","0","0","0","0","3","3.99","0","60.93","0","0","0","0","9.68","0","0","0","0"
"117.5","0","0","0","0","0","40000","676.8","120","0.88","0","100501","5.1","0","10","0","0","31005","0","0","0.8","0","0","0","0","0","4","4.56","0","69.63","0","0","0","0","12.1","0","0","0","0"
"141","0","0","0","0","0","50000","761.4","150","1.05","0","100501","5.74","0","10","0","0","31005","0","0","0.96","0","0","0","0","0","5","5.13","0","78.34","0","0","0","0","14.52","0","0","0","0"
"188","0","0","0","0","0","0","3388.3","0","1.4","0","100501","36.7","0","10","0","0","31005","0","0","1.28","0","0","10","0","0","6","35.99","0","691.4","0","0","0","0","19.36","0","0","0","0"
"42.52","0","0","0","0","0","10000","382.7","15","0.25","0","100601","2.28","0","0","0","0","31006","0","0","0.29","5.04","0","0","0","0","1","2.62","0","0","0","0","0","0","0","0","0","45.34","0"
"63.78","0","0","0","0","0","20000","459.2","30","0.37","0","100601","2.73","0","0","0","0","31006","0","0","0.43","7.56","0","0","0","0","2","3.14","0","0","0","0","0","0","0","0","0","54.4","0"
"85.04","0","0","0","0","0","30000","535.8","100","0.5","0","100601","3.19","0","0","0","0","31006","0","0","0.58","10.08","0","0","0","0","3","3.66","0","0","0","0","0","0","0","0","0","63.47","0"
"106.3","0","0","0","0","0","40000","612.3","120","0.62","0","100601","3.64","0","0","0","0","31006","0","0","0.72","12.6","0","0","0","0","4","4.19","0","0","0","0","0","0","0","0","0","72.54","0"
"127.6","0","0","0","0","0","50000","688.8","150","0.75","0","100601","4.1","0","0","0","0","31006","0","0","0.87","15.12","0","0","0","0","5","4.71","0","0","0","0","0","0","0","0","0","81.61","0"
"170.1","0","0","0","0","0","0","803.6","0","1","0","100601","4.79","0","0","0","0","31006","0","0","1.16","20.16","0","10","65","0","6","5.5","0","0","0","0","0","0","0","0","0","1685.3","0"
"56.28","0","0","0","0","0","10000","506.6","15","0.39","0","100701","3.53","0","5","0","0","31007","0","0","0.25","0","0","0","0","0","1","2.28","0","33.84","0","0","0","0","3.76","0","0","0","0"
"84.42","0","0","0","0","0","20000","607.9","30","0.58","0","100701","4.23","0","5","0","0","31007","0","0","0.37","0","0","0","0","0","2","2.73","0","40.6","0","0","0","0","5.64","0","0","0","0"
"112.6","0","0","0","0","0","30000","709.2","100","0.78","0","100701","4.94","0","5","0","0","31007","0","0","0.5","0","0","0","0","0","3","3.19","0","47.37","0","0","0","0","7.52","0","0","0","0"
"140.7","0","0","0","0","0","40000","810.5","120","0.97","0","100701","5.64","0","5","0","0","31007","0","0","0.62","0","0","0","0","0","4","3.64","0","54.14","0","0","0","0","9.4","0","0","0","0"
"168.9","0","0","0","0","0","50000","911.8","150","1.17","0","100701","6.35","0","5","0","0","31007","0","0","0.75","0","0","0","0","0","5","4.1","0","60.91","0","0","0","0","11.28","0","0","0","0"
"225.2","0","0","39","0","0","0","3563.7","0","1.56","0","100701","122.5","0","5","0","0","31007","0","0","1","0","0","0","0","0","6","4.79","0","71.06","0","0","0","0","15.04","0","0","0","0"
"37.72","0","0","0","0","0","10000","339.5","15","0.28","0","100801","2.51","0","0","0","0","31008","0","0","0.22","4.47","0","0","0","0","1","1.94","0","0","0","0","0","0","0","0","0","40.22","0"
"56.58","0","0","0","0","0","20000","407.4","30","0.42","0","100801","3.01","0","0","0","0","31008","0","0","0.33","6.7","0","0","0","0","2","2.32","0","0","0","0","0","0","0","0","0","48.26","0"
"75.44","0","0","0","0","0","30000","475.3","100","0.56","0","100801","3.51","0","0","0","0","31008","0","0","0.44","8.94","0","0","0","0","3","2.71","0","0","0","0","0","0","0","0","0","56.3","0"
"94.3","0","0","0","0","0","40000","543.2","120","0.7","0","100801","4.01","0","0","0","0","31008","0","0","0.55","11.17","0","0","0","0","4","3.1","0","0","0","0","0","0","0","0","0","64.35","0"
"113.2","0","0","0","0","0","50000","611.1","150","0.84","0","100801","4.51","0","0","0","0","31008","0","0","0.66","13.41","0","0","0","0","5","3.49","0","0","0","0","0","0","0","0","0","72.39","0"
"150.9","0","0","0","0","0","0","712.9","0","1.12","0","100801","5.27","0","0","0","1","31008","0","0","0.88","17.88","0","10","75","0","6","4.07","0","0","0","0","0","0","0","0","0","2394.5","0"
"35.97","0","0","0","0","0","10000","323.8","15","0.25","0","100901","2.28","0","0","0","0","31009","0","0","0.24","6.01","0","0","0","0","1","2.16","0","0","0","0","0","0","0","0","0","54.11","0"
"53.95","0","0","0","0","0","20000","388.6","30","0.37","0","100901","2.73","0","0","0","0","31009","0","0","0.36","9.01","0","0","0","0","2","2.59","0","0","0","0","0","0","0","0","0","64.93","0"
"71.94","0","0","0","0","0","30000","453.3","100","0.5","0","100901","3.19","0","0","0","0","31009","0","0","0.48","12.02","0","0","0","0","3","3.02","0","0","0","0","0","0","0","0","0","75.75","0"
"89.92","0","0","0","0","0","40000","518.1","120","0.62","0","100901","3.64","0","0","0","0","31009","0","0","0.6","15.02","0","0","0","0","4","3.45","0","0","0","0","0","0","0","0","0","86.57","0"
"108","0","0","0","0","0","50000","582.8","150","0.75","0","100901","4.1","0","0","0","0","31009","0","0","0.72","18.03","0","0","0","0","5","3.88","0","0","0","0","0","0","0","0","0","97.39","0"
"143.9","0","0","0","0","0","0","680","0","1","0","100901","4.79","0","0","0","0","31009","0","0","0.96","24.04","0","10","150","0","6","4.54","0","0","0","0","0","0","0","0","0","3353.7","0"
"37.72","0","0","0","0","0","10000","339.5","15","0.28","0","101001","2.51","0","0","0","0","31010","0","0","0.22","4.47","0","0","0","0","1","1.94","0","0","0","0","0","0","0","0","0","40.22","0"
"56.58","0","0","0","0","0","20000","407.4","30","0.42","0","101001","3.01","0","0","0","0","31010","0","0","0.33","6.7","0","0","0","0","2","2.32","0","0","0","0","0","0","0","0","0","48.26","0"
"75.44","0","0","0","0","0","30000","475.3","100","0.56","0","101001","3.51","0","0","0","0","31010","0","0","0.44","8.94","0","0","0","0","3","2.71","0","0","0","0","0","0","0","0","0","56.3","0"
"94.3","0","0","0","0","0","40000","543.2","120","0.7","0","101001","4.01","0","0","0","0","31010","0","0","0.55","11.17","0","0","0","0","4","3.1","0","0","0","0","0","0","0","0","0","64.35","0"
"113.2","0","0","0","0","0","50000","611.1","150","0.84","0","101001","4.51","0","0","0","0","31010","0","0","0.66","13.41","0","0","0","0","5","3.49","0","0","0","0","0","0","0","0","0","72.39","0"
"150.9","0","0","0","0","0","0","712.9","0","1.12","0","101001","35.27","0","0","0","0","31010","0","0","0.88","17.88","30","0","0","0","6","4.07","0","0","0","0","0","0","0","0","0","544.5","0"
"31.91","0","0","0","0","0","10000","287.2","15","0.25","0","101101","2.28","0","10","0","0","31011","0","0","0.2","0","0","0","0","0","1","1.82","0","46.59","0","0","0","0","5.18","0","0","0","0"
"47.86","0","0","0","0","0","20000","344.7","30","0.37","0","101101","2.73","0","10","0","0","31011","0","0","0.3","0","0","0","0","0","2","2.18","0","55.9","0","0","0","0","7.77","0","0","0","0"
"63.82","0","0","0","0","0","30000","402.1","100","0.5","0","101101","3.19","0","10","0","0","31011","0","0","0.4","0","0","0","0","0","3","2.54","0","65.22","0","0","0","0","10.36","0","0","0","0"
"79.77","0","0","0","0","0","40000","459.6","120","0.62","0","101101","3.64","0","10","0","0","31011","0","0","0.5","0","0","0","0","0","4","2.91","0","74.54","0","0","0","0","12.95","0","0","0","0"
"95.73","0","0","0","0","0","50000","517","150","0.75","0","101101","4.1","0","10","0","0","31011","0","0","0.6","0","0","0","0","0","5","3.27","0","83.86","0","0","0","0","15.54","0","0","0","0"
"127.7","0","0","0","0","0","0","603.1","0","1","0","101101","4.79","0","110","0","0","31011","0","0","0.8","0","0","10","0","0","6","3.82","2","1837.9","0","0","0","0","20.72","0","0","0","0"
"32.89","0","0","0","0","0","10000","296","15","0.28","0","101201","2.51","0","0","0","0","31012","0","0","0.19","5.11","0","0","0","0","1","1.71","0","0","0","0","0","0","0","0","0","46.03","0"
"49.33","0","0","0","0","0","20000","355.2","30","0.42","0","101201","3.01","0","0","0","0","31012","0","0","0.28","7.66","0","0","0","0","2","2.05","0","0","0","0","0","0","0","0","0","55.23","0"
"65.78","0","0","0","0","0","30000","414.4","100","0.56","0","101201","3.51","0","0","0","0","31012","0","0","0.38","10.22","0","0","0","0","3","2.39","0","0","0","0","0","0","0","0","0","64.44","0"
"82.22","0","0","0","0","0","40000","473.6","120","0.7","0","101201","4.01","0","0","0","0","31012","0","0","0.47","12.77","0","0","0","0","4","2.73","0","0","0","0","0","0","0","0","0","73.64","0"
"98.67","0","0","0","0","0","50000","532.8","150","0.84","0","101201","4.51","0","0","0","0","31012","0","0","0.57","15.33","0","0","0","0","5","3.07","0","0","0","0","0","0","0","0","0","82.85","0"
"131.6","0","0","0","0","0","0","621.5","0","1.12","0","101201","5.27","0","0","0","0","31012","0","0","0.76","20.44","0","5","90","0","6","3.59","2","0","0","0","0","0","0","0","0","1836.7","0"
"32.28","0","0","0","0","0","10000","290.5","15","0.24","0","101301","2.16","0","0","0","0","31013","0","0","0.23","5.03","0","0","0","0","1","2.05","0","0","0","0","0","0","0","0","0","45.23","0"
"48.42","0","0","0","0","0","20000","348.6","30","0.36","0","101301","2.59","0","0","0","0","31013","0","0","0.35","7.55","0","0","0","0","2","2.46","0","0","0","0","0","0","0","0","0","54.28","0"
"64.56","0","0","0","0","0","30000","406.7","100","0.48","0","101301","3.02","0","0","0","0","31013","0","0","0.46","10.06","0","0","0","0","3","2.87","0","0","0","0","0","0","0","0","0","63.32","0"
"80.7","0","0","0","0","0","40000","464.8","120","0.6","0","101301","3.46","0","0","0","0","31013","0","0","0.58","12.58","0","0","0","0","4","3.28","0","0","0","0","0","0","0","0","0","72.37","0"
"96.84","0","0","0","0","0","50000","522.9","150","0.72","0","101301","3.89","0","0","0","0","31013","0","0","0.69","15.09","0","0","0","0","5","3.69","0","0","0","0","0","0","0","0","0","81.41","0"
"129.2","0","0","0","0","0","0","610.1","0","0.96","0","101301","4.54","0","0","0","0","31013","0","0","0.92","20.12","0","10","90","0","6","4.31","2","0","0","0","0","0","0","0","0","1610","0"
"37.03","0","0","0","0","0","10000","333.2","15","0.28","0","101401","2.51","0","0","0","0","31014","0","0","0.25","4.18","0","0","0","0","1","2.28","0","0","0","0","0","0","0","0","0","37.59","0"
"55.55","0","0","0","0","0","20000","399.8","30","0.42","0","101401","3.01","0","0","0","0","31014","0","0","0.38","6.27","0","0","0","0","2","2.74","0","0","0","0","0","0","0","0","0","45.11","0"
"74.06","0","0","0","0","0","30000","466.5","100","0.56","0","101401","3.51","0","0","0","0","31014","0","0","0.5","8.36","0","0","0","0","3","3.19","0","0","0","0","0","0","0","0","0","52.63","0"
"92.58","0","0","0","0","0","40000","533.1","120","0.7","0","101401","4.02","0","0","0","0","31014","0","0","0.63","10.45","0","0","0","0","4","3.65","0","0","0","0","0","0","0","0","0","60.14","0"
"111.1","0","0","0","0","0","50000","599.8","150","0.84","0","101401","4.52","0","0","0","0","31014","0","0","0.75","12.54","0","0","0","0","5","4.1","0","0","0","0","0","0","0","0","0","67.66","0"
"148.2","0","0","0","0","0","0","699.7","0","1.12","0","101401","88.27","0","0","0","0","31014","0","0","1","16.72","0","0","0","0","6","87.79","0","0","0","0","0","0","0","0","0","2389","0"
"36.08","0","0","0","0","0","10000","324.7","15","0.27","0","101501","2.39","0","0","0","0","31015","0","0","0.22","4.54","0","0","0","0","1","1.94","0","0","0","0","0","0","0","0","0","40.9","0"
"54.12","0","0","0","0","0","20000","389.6","30","0.41","0","101501","2.87","0","0","0","0","31015","0","0","0.33","6.81","0","0","0","0","2","2.33","0","0","0","0","0","0","0","0","0","49.08","0"
"72.16","0","0","0","0","0","30000","454.6","100","0.54","0","101501","3.35","0","0","0","0","31015","0","0","0.44","9.08","0","0","0","0","3","2.72","0","0","0","0","0","0","0","0","0","57.26","0"
"90.2","0","0","0","0","0","40000","519.5","120","0.68","0","101501","3.82","0","0","0","0","31015","0","0","0.55","11.35","0","0","0","0","4","3.1","0","0","0","0","0","0","0","0","0","65.44","0"
"108.3","0","0","0","0","0","50000","584.5","150","0.81","0","101501","4.3","0","0","0","0","31015","0","0","0.66","13.62","0","0","0","0","5","3.49","0","0","0","0","0","0","0","0","0","73.62","0"
"144.4","0","0","0","0","0","0","681.9","0","1.08","0","101501","5.02","0","0","0","0","31015","0","0","0.88","18.16","0","10","0","0","6","4.07","0","0","0","0","0","0","0","0","0","1965.9","0"
"33.85","0","0","0","0","0","10000","304.7","15","0.25","0","101601","2.28","0","15","0","0","31016","0","0","0.22","0","0","0","0","0","1","1.94","0","44.32","0","0","0","0","4.92","0","0","0","0"
"50.77","0","0","0","0","0","20000","365.6","30","0.37","0","101601","2.73","0","15","0","0","31016","0","0","0.33","0","0","0","0","0","2","2.32","0","53.18","0","0","0","0","7.38","0","0","0","0"
"67.7","0","0","0","0","0","30000","426.5","100","0.5","0","101601","3.19","0","15","0","0","31016","0","0","0.44","0","0","0","0","0","3","2.71","0","62.04","0","0","0","0","9.84","0","0","0","0"
"84.62","0","0","0","0","0","40000","487.4","120","0.62","0","101601","3.64","0","15","0","0","31016","0","0","0.55","0","0","0","0","0","4","3.1","0","70.91","0","0","0","0","12.3","0","0","0","0"
"101.6","0","0","0","0","0","50000","548.4","150","0.75","0","101601","4.1","0","15","0","0","31016","0","0","0.66","0","0","0","0","0","5","3.49","0","79.77","0","0","0","0","14.76","0","0","0","0"
"135.4","0","0","0","0","0","0","639.7","0","1","0","101601","4.79","0","15","0","0","31016","0","0","0.88","0","0","10","0","0","6","4.07","0","1973.1","0","0","0","0","19.68","0","0","0","0"
"38.29","0","0","0","0","0","10000","344.7","15","0.33","0","101701","2.96","0","15","0","0","31017","0","0","0.22","0","0","0","0","0","1","1.94","0","54.34","0","0","0","0","6.04","0","0","0","0"
"57.43","0","0","0","0","0","20000","413.6","30","0.49","0","101701","3.55","0","15","0","0","31017","0","0","0.33","0","0","0","0","0","2","2.32","0","65.2","0","0","0","0","9.06","0","0","0","0"
"76.58","0","0","0","0","0","30000","482.5","100","0.66","0","101701","4.14","0","15","0","0","31017","0","0","0.44","0","0","0","0","0","3","2.71","0","76.07","0","0","0","0","12.08","0","0","0","0"
"95.72","0","0","0","0","0","40000","551.4","120","0.82","0","101701","4.73","0","15","0","0","31017","0","0","0.55","0","0","0","0","0","4","3.1","0","86.94","0","0","0","0","15.1","0","0","0","0"
"114.9","0","0","0","0","0","50000","620.4","150","0.99","0","101701","5.32","0","15","0","0","31017","0","0","0.66","0","0","0","0","0","5","3.49","0","97.81","0","0","0","0","18.12","0","0","0","0"
"153.2","0","0","0","0","0","0","723.7","0","1.32","0","101701","6.22","0","15","0","0","31017","0","0","0.88","0","0","10","0","0","6","4.07","2","1944.2","0","0","0","0","24.16","0","0","0","0"
"34.81","0","0","0","0","0","10000","313.3","15","0.25","0","101801","2.28","0","0","0","0","31018","0","0","0.27","4.68","0","0","0","0","1","2.39","0","0","0","0","0","0","0","0","0","42.15","0"
"52.21","0","0","0","0","0","20000","376","30","0.37","0","101801","2.73","0","0","0","0","31018","0","0","0.4","7.02","0","0","0","0","2","2.86","0","0","0","0","0","0","0","0","0","50.58","0"
"69.62","0","0","0","0","0","30000","438.6","100","0.5","0","101801","3.19","0","0","0","0","31018","0","0","0.54","9.36","0","0","0","0","3","3.34","0","0","0","0","0","0","0","0","0","59.01","0"
"87.02","0","0","0","0","0","40000","501.3","120","0.62","0","101801","3.64","0","0","0","0","31018","0","0","0.67","11.7","0","0","0","0","4","3.82","0","0","0","0","0","0","0","0","0","67.44","0"
"104.5","0","0","0","0","0","50000","564","150","0.75","0","101801","4.1","0","0","0","0","31018","0","0","0.81","14.04","0","0","0","0","5","4.3","0","0","0","0","0","0","0","0","0","75.87","0"
"139.3","0","0","0","0","0","0","827.9","0","1","0","101801","26.79","0","0","0","0","31018","0","0","1.08","18.72","0","2","0","0","6","29.02","0","0","0","0","0","0","0","0","0","548.6","0"
