c82df534912f94c8f10ca6a5d361b48aaf406827ffbefdc03c0e551192f4a12f,caca9aed9e478b5a588eb1e5a9228999309fc1d5b8ce6147e93f6d1921b7f6bd,cabc7928adc5b4fe18f744bd896a4e2b38cc41ffe8c8c677f0e9834686b86b77,66ed0cb2deb50380ac90bf124b59cc361b7d932a6b4bd2129233ce78e769012f,e573d1aa7e495322186561499c7639bac7b6df3cd490ff71bb379af160636f9d,0a62796f2e407313685e34b6b6c1c585a9cebba924e4b825651e653065adfe68,6fe271683d3e217dfd406d405a6b56d9ed670c9c5639677e37e0450f9736e723,23dab71f8aee0a264640cfb942496deb3fe4cffba14c129eb96610e35f033863,645b1f13dae2bfdf5f2236e2664b4a3406ed5a02b7d28e5e94d904d8c8230822,9ac3ee279726349587a9f8785ab069ea31c21ed7bfd71be7293bc126c571ea31,09e889979e5eddf7a715cd531be62e312c361c50bb679258675acef58eecbf5c,8a02aecf8a7d46fa311af211b2d53fb8962188b3933cb3208e7cd687165f865f,8499104003ff51583dd16f44a30c8bdfd9ea4ec979b9628b3e7225b980bd9924,ec2c9bd5ef5bcd713c29000350c040d9a24d4079b3e7fbf4b285715f3249b460,d084197aba71bb3e9087d3c348ab126b9925ffd732b08436c3b4ebe272f456e3,8452d43709c047da13d979ba7cec9c2a2a4e9eb73e49adb602a262a7d28e712e,c836ffd2a044d94e1c841ebbbed60c7807d36a4bcd8be4c411da87303dbc562a,332d290352156779c7c763016efb87672351c0429577f9506081003f7bf2c964,1546dd24393acb240274121433b618fffc401b9ba06f5f34d2e46db477056b4d,1b24af17b78ba10c9535dec478bfd5a8cfd85bcbe94c344c9f405eb2744a52f2
"1020","『キョウカ（★6）』のユニオンバースト。全てを飲み込む蒼き小宇宙","12483","5","5","5","1","プラネット","12521","12493","これ、何と言う？","2","","1","12488","0","5","5","12503","コスモブループラネット"
"1021","『ミフユ（★6）』のユニオンバースト。敵を穿つ鋭き水流","12540","5","5","5","1","ストリーム","12488","12522","これ、何と言う？","2","","1","12512","0","5","5","12473","ボルテクスストリーム"
"1022","『ムイミ』のユニオンバースト。「現出せよ、□□□□□！」","26029","6","6","6","1","天楼覇断剣","27004","35207","これ、何と言う？","1","","1","21091","0","6","6","22825","天楼覇断剣"
"1023","『クリスティーナ』のユニオンバースト。「宴の始まりだ！ナンバーズ□□□□□！」","12525","5","5","5","1","アヴァロン","12532","12449","これ、何と言う？","1","","1","12531","0","5","5","12450","ナンバーズアヴァロン"
"1067","登山において、予定を変更して下山するためのルートのこと","12540","5","5","5","1","エスケープ","12473","12465","これ、何と言う？","2","","2","12503","0","5","5","12456","エスケープルート"
"1068","登山において、雪や氷の上を歩く際に靴に装備する金属の爪","12509","5","5","5","1","クランポン","12521","12531","これ、何と言う？","3","","2","12531","0","5","5","12463","クランポン"
"1070","軽微な装備で、自然や景観を楽しみながら歩くアクティビティ","12531","5","5","5","1","ハイキング","12452","12461","これ、何と言う？","1","","2","12464","0","5","5","12495","ハイキング"
"1071","登山のスタイルの一つで、山頂を目指して登る場合をこう呼ぶ","12531","5","5","5","1","ピクハント","12463","12495","これ、何と言う？","2","ピークハント","2","12488","0","5","5","12500","ピークハント"
"1075","水泳で両腕を同時に前後に、両足を同時に上下に動かす泳ぎ方。動きがとある生き物に似ている","12521","5","5","5","1","バタフライ","12479","12501","これ、何と言う？","1","","2","12452","0","5","5","12496","バタフライ"
"1076","戦略性の高さから「氷上のチェス」とも呼ばれるウィンタースポーツ","12531","5","5","5","1","カーリング","12540","12522","これ、何と言う？","1","","2","12464","0","5","5","12459","カーリング"
"1077","「10種」の種目を行い、その合計点を競う陸上競技。「10」を意味する言葉が含まれる","12525","5","5","5","1","デカスロン","12459","12473","これ、何と言う？","1","","2","12531","0","5","5","12487","デカスロン"
"1078","柔道で、相手の下にもぐりこみ、後方にけり投げる技。その姿勢が、「とある漢字」に似ている","12394","4","4","4","1","ともえなげ","12418","12360","これ、何と言う？","1","","2","12370","0","4","4","12392","ともえなげ"
"1079","野球の判定の一つ。これが3回宣言されると三振となる","12452","5","5","5","1","ストライク","12488","12521","これ、何と言う？","1","","2","12463","0","5","5","12473","ストライク"
"1080","サッカーで相手陣内での待ち伏せを禁止するために設けられたルール","12452","5","5","5","1","オフサイド","12501","12469","これ、何と言う？","1","","2","12489","0","5","5","12458","オフサイド"
"1081","バスケットボールで空中でパスを受けてそのまま着地せずシュートするプレー","12540","5","5","5","1","アリウープ","12522","12454","これ、何と言う？","1","","2","12503","0","5","5","12450","アリウープ"
"1082","球技において、勝利を決定づける一打のこと","12531","5","5","5","1","ウィニング","12451","12491","これ、何と言う？","1","","2","12464","0","5","5","12454","ウィニングショット"
"1083","スポーツ選手や楽器の演奏者などで、「左利き」のこと","12509","5","5","5","1","サウスポー","12454","12473","これ、何と言う？","1","","2","12540","0","5","5","12469","サウスポー"
"1085","陸上競技や水泳で、スタートする際に上体を深くかがませた姿勢からスタートすること","12481","5","5","5","1","クラウチン","12521","12454","これ、何と言う？","1","","2","12531","0","5","5","12463","クラウチングスタート"
"1086","跳び箱などで使う踏切板の正式な名前","12540","6","5","5","1","ロイター板","12452","12479","これ、何と言う？","3","","2","26495","0","5","5","12525","ロイター板"
"1095","水泳で足をバラバラに動かさず、左右揃えて力強く水を蹴ること。とある動物の泳ぎ方に似ている","12451","5","5","5","1","ドルフィン","12523","12501","これ、何と言う？","2","","2","12531","0","5","5","12489","ドルフィンキック"
"1096","『ヒヨリ（★6）』のユニオンバースト。燃えさかる拳の連撃","12531","5","5","5","1","バーニング","12540","12491","これ、何と言う？","3","","1","12464","1096","5","5","12496","ヒヨリバーニングラッシュ"
"1099","ミニゲーム『ミサトのホームランドリル』にて投手『ハツネ』が使用する、球が消える魔球","12471","5","5","5","1","バニッシュ","12491","12483","これ、何と言う？","2","","1","12517","1099","5","5","12496","ハツネ☆バニッシュ"
"1100","ミニゲーム『ミサトのホームランドリル』にて投手『カヤ』が使用する、球が燃える魔球","12531","5","5","5","1","ドラゴンズ","12521","12468","これ、何と言う？","2","","1","12474","1102","5","5","12489","ドラゴンズエンドボール"
"1101","ミニゲーム『ミサトのホームランドリル』にて、助っ人『アヤネ』に与えられた役職","12540","5","5","5","1","打撃コーチ","25731","12467","これ、何と言う？","3","","1","12481","1101","6","6","25171","打撃コーチ"
"1102","ミニゲーム『ミサトのホームランドリル』にて、助っ人『カヤ』に与えられた役職","12540","5","5","5","1","投球コーチ","29699","12467","これ、何と言う？","3","","1","12481","1102","6","6","25237","投球コーチ"
"1104","精神と肉体の強さを同時に競い合う競技。チェスと、とあるスポーツとを交互にプレーする","12531","5","5","5","1","ボクシング","12463","12471","これ、何と言う？","3","","2","12464","0","5","5","12508","チェスボクシング"
"1105","テニスや卓球などで、どちらかが得点を全く取らないまま勝負のついた試合のこと。完封試合","12540","5","5","5","1","ラブゲーム","12502","12466","これ、何と言う？","2","","2","12512","0","5","5","12521","ラブゲーム"
"1106","アメフトで目を保護するためにヘルメットのフェイスマスクにつける、プラスチック製のシート","12523","5","5","5","1","アイシルド","12452","12471","これ、何と言う？","3","アイシールド","2","12489","0","5","5","12450","アイシールド"
"1107","バスケットボールやアメフトで、一試合を4つの時間帯に区切ったうちの一つ。ピリオドとも","12479","5","5","5","1","クォーター","12457","12540","これ、何と言う？","3","","2","12540","0","5","5","12463","クォーター"
"1115","「絶叫マシーン」の種類のひとつ。高所から一気に垂直落下するスリルを楽しむ","12457","5","5","5","1","フリフォル","12522","12501","これ、何と言う？","3","フリーフォール","2","12523","0","5","5","12501","フリーフォール"
"1116","コーナー上からバック転でボディプレスをするプロレス技。軌道が月のような弧を描くことから","12523","5","5","5","1","ムンサルト","12531","12469","これ、何と言う？","3","ムーンサルトプレス","2","12488","0","5","5","12512","ムーンサルトプレス"
"1117","ダーツの的の真ん中にある二重丸のうち、内側の方。「インナーブル」や「ダブルブル」とも","12450","5","5","5","1","ブルズアイ","12523","12474","これ、何と言う？","3","","2","12452","0","5","5","12502","ブルズアイ"
"1120","ゴルフの第1打目に使われるクラブの一つ。大きな飛距離を出す際に、もっともよく選ばれる","12496","5","5","5","1","ドライバー","12521","12452","これ、何と言う？","2","","2","12540","0","5","5","12489","ドライバー"
"1121","野球の試合が、悪天候や、大きな点差がついたなどの事情により途中で打ち切り終了となること","12466","5","5","5","1","コルドゲム","12523","12489","これ、何と言う？","2","コールドゲーム","2","12512","0","5","5","12467","コールドゲーム"
"1122","野球の投球方法の一つ。大きく身体をひねって投げる動きが、まるで竜巻を思わせる","12540","5","5","5","1","トルネード","12523","12493","これ、何と言う？","1","","2","12489","0","5","5","12488","トルネード投法"
"1123","ダンスのステップの一つ。前に歩いているように見せながら後ろに下がっていく不思議な動き","12457","5","5","5","1","ムンウォク","12531","12454","これ、何と言う？","1","ムーンウォーク","2","12463","0","5","5","12512","ムーンウォーク"
"1127","対戦カードゲームで人気のルールの一つ。その場で開封したパックで即興デッキを作り勝負する","12489","6","5","5","1","シールド戦","12540","12523","これ、何と言う？","3","","2","25126","0","5","5","12471","シールド戦"
"1130","サッカーなどで、ひとりの選手が１試合中に３得点以上とること","12522","5","5","5","1","ハトトリク","12488","12488","これ、何と言う？","1","ハットトリック","2","12463","0","5","5","12495","ハットトリック"
"1131","漢字では「打っ棄り」「打っ遣り」と書く、相撲の技・決まり手","12419","4","4","4","1","うっちゃり","12387","12385","これ、何と言う？","3","","2","12426","0","4","4","12358","うっちゃり"
"1132","「ベースボール」は「やきゅう」。では「テニス」は？","12421","4","4","4","1","ていきゅう","12356","12365","これ、何と言う？","2","","2","12358","0","4","4","12390","ていきゅう"
"1134","卓球のラケットの種類。「シェークハンド」と、あと一つは？","12523","5","5","5","1","ペンホルダー","12531","12507","これ、何と言う？","3","","2","12480","0","5","5","12506","ペンホルダー"
"1136","スポーツの団体戦での構成","12369","4","4","4","1","ちゅうけん","12421","12358","これ、何と言う？","2","","2","12435","0","4","4","12385","先鋒⇒次鋒⇒ちゅうけん⇒副将⇒大将"
"1138","ラケットを使った球技。対戦者が同じ方向を向き、壁を使って相手にボールを打ち返すのが特徴","12471","5","5","5","1","スカッシュ","12459","12483","これ、何と言う？","3","","2","12517","0","5","5","12473","スカッシュ"
"1140","『クリスティーナ』のUBのセリフ「□□□□□だ、ナンバーズアヴァロン！」","12414","4","4","6","1","宴の始まり","12398","22987","これ、どんなセリフ？","3","","1","12426","1140","6","4","23476","宴の始まり"
"1141","バスケットボールで、シュートが失敗してリングに弾かれたボールをとること","12531","5","5","5","1","リバウンド","12496","12454","これ、何と言う？","1","","2","12489","0","5","5","12522","リバウンド"
"1142","ボクシングでかがむことで相手のパンチをよけること","12531","5","5","5","1","ダッキング","12483","12461","これ、何と言う？","2","","2","12464","0","5","5","12480","ダッキング"
"1146","筋力トレーニングの基本的な種目で膝関節の曲げ、伸ばしを繰り返す動作の名前は？","12483","5","5","5","1","スクワット","12463","12527","これ、何と言う？","2","","2","12488","0","5","5","12473","スクワット"
"1151","「天下五剣」に数えられる刀。名前の由来となった、特徴的な三日月形の刃文を持つ","23447","6","6","6","1","三日月宗近","26085","26376","これ、何と言う？","2","","2","36817","0","6","6","19977","三日月宗近"
"1153","バスケットボールの和訳","12421","4","4","4","1","ろうきゅう","12358","12365","これ、何と言う？","2","","2","12358","0","4","4","12429","籠球＝ろうきゅう"
"1157","略して「MTB」とも書かれる、山野を走るのに向いた自転車","12486","5","5","5","1","マウンテン","12454","12531","これ、何と言う？","2","","2","12531","0","5","5","12510","マウンテンバイク"
"1164","","12475","5","5","5","1","プリンセス","12522","12531","このセリフ、何と言う？","1","","1","12473","1164","5","5","12503","チェンジ・プリンセスフォーム！"
"1166","ビリヤードのテクニック。手球を相手がプレイしにくい位置に移動させること","12486","5","5","5","1","セーフティ","12540","12501","これ、何と言う？","3","","2","12451","0","5","5","12475","セーフティ"
"1168","このキャラが野球でホームランを打ったときのキメ台詞","35211","4","6","4","1","どうだ見た","12358","12384","これ、何と言う？","3","どうだ、見たか！","1","12383","1168","4","4","12393","どうだ、見たか！"
"1170","「機関銃」の、英語での呼び方","12460","5","5","5","1","マシンガン","12471","12531","これ、何と言う？","1","","2","12531","0","5","5","12510","機関銃＝マシンガン"
"1171","プリコネRのバトル用語で『UB』とは何の略？","12473","5","5","5","1","ユニバスト","12491","12496","これ、何と言う？","1","ユニオンバースト","1","12488","0","5","5","12518","ユニオンバースト"
"1172","プリコネRのバトルで、このアイコンが表す状態異常の名前","12399","4","4","4","1","ちょうはつ","12423","12358","これ、何と言う？","2","","1","12388","1172","4","4","12385","ちょうはつ"
"1173","プリコネRのバトルで、このアイコンが表す状態異常の名前","12522","5","5","5","1","吸収バリア","21454","12496","これ、何と言う？","2","","1","12450","1173","6","6","21560","物理吸収バリア"
"1174","プリコネRのバトルで、このアイコンが表す状態異常の名前","12384","4","4","4","1","おともだち","12392","12418","これ、何と言う？","3","","1","12385","1174","4","4","12362","おともだち"
"1175","プリコネRのバトルでの、キャラの立ち位置。\n「前衛」と「後衛」とあと一つは何？","12360","4","4","4","1","ちゅうえい","12421","12358","これ、何と言う？","1","","1","12356","0","4","4","12385","ちゅうえい"
"1176","プリコネRのバトル用語\nの一つ（カタカナで）","12483","5","5","5","1","ターゲット","12540","12466","これ、何と言う？","1","","1","12488","1176","5","5","12479","マルチターゲット"
"1178","空気の詰まったタンクを背負い、海などで潜って楽しむアクティビティ","12540","5","5","5","1","スキューバ","12461","12517","これ、何と言う？","1","","2","12496","0","5","5","12473","スキューバダイビング"
"1179","クライミングの一種に分類されるスポーツ。ロープなどを持たずほぼ身体一つで岩や壁面を登る","12522","5","5","5","1","ボルダリン","12523","12480","これ、何と言う？","1","","2","12531","0","5","5","12508","ボルダリング"
"1180","オーディンが所有する、必殺必中の槍。投げた後、自動的に手元に戻ってくると言われる","12491","5","5","5","1","グングニル","12531","12464","これ、何と言う？","2","","2","12523","0","5","5","12464","グングニル"
"1181","「聖剣」と言えばこれ。と言っていいほど有名な架空の武器。選ばれた者のみ抜くことができる","12459","5","5","5","1","エクスカリ","12463","12473","これ、何と言う？","1","","2","12522","0","5","5","12456","エクスカリバー"
"1182","3種のスポーツを続けて行う「トライアスロン」、種目の順番の通りに並べると？（漢字で）","36578","6","6","6","1","水泳自転車","27891","33258","これ、何？","3","水泳⇒自転車⇒長距離走","2","36554","0","6","6","27700","水泳⇒自転車⇒長距離走"
"1183","ボウリング用語で、概略するとピンとピンの間が離れて残っている状態。倒すのが難しいとされる","12483","5","5","5","1","スプリット","12503","12522","これ、何と言う？","2","","2","12488","0","5","5","12473","スプリット"
"1184","ボウリング用語で最も中央にあるピンのこと。他のピンに守られた「王様」のようにたとえられる","12500","5","5","5","1","キングピン","12531","12464","これ、何と言う？","3","","2","12531","0","5","5","12461","キングピン"
"1185","テニスなどのスポーツで同点のままもつれ込んだ際、決着をつけるために適用される特別なルール","12524","5","5","5","1","タイブレク","12452","12502","これ、何と言う？","2","タイブレーク","2","12463","0","5","5","12479","タイブレーク"
"1186","ゴルフでボールがコース内の池に落ちてしまうことの通称","12481","5","5","5","1","いけポチャ","12369","12509","これ、何と言う？","1","","2","12515","0","4","4","12356","いけポチャ"
"1187","ビリヤードで、球が他の球やクッションなどと隙間なくくっついてしまっている状態","12474","5","5","5","1","フローズン","12525","12540","これ、何と言う？","3","","2","12531","0","5","5","12501","フローズン"
"1188","ゴルフで、基準となる回数より1回多くかかってしまうのは「ボギー」。では2回多いのは？","12508","5","5","5","1","ダブルボギ","12502","12523","これ、何と言う？","2","","2","12462","0","5","5","12480","ダブルボギー"
"1189","ゴルフで、打った球がグリーン上の穴に入ること。通常、より少ない回数でこれを目指す","12452","5","5","5","1","カップイン","12483","12503","これ、何と言う？","2","","2","12531","0","5","5","12459","カップイン"
"1190","ボクシングなどでパンチのトレーニングに使う、砂の詰まった大きな袋","12496","5","5","5","1","サンドバグ","12531","12489","これ、何と言う？","1","サンドバッグ","2","12464","0","5","5","12469","サンドバッグ"
"1191","陸上競技でスタートの際に、動いても良いとされるタイミングよりも先に動いてしまうルール違反","12531","5","5","5","1","フライング","12521","12452","これ、何と言う？","1","","2","12464","0","5","5","12501","フライングスタート"
"1192","フィギュアスケートの技である「ループ」に関連して、これをつま先で踏み切った場合の呼び方","12540","5","5","5","1","トウループ","12454","12523","これ、何と言う？","3","","2","12503","0","5","5","12488","トウループ"
"1193","ボブスレーと同じコースを使って行う2つの競技。1つは「リュージュ」で、もう1つは何？","12488","5","5","5","1","スケルトン","12465","12523","これ、何と言う？","3","","2","12531","0","5","5","12473","スケルトン"
"1194","ボブスレーと同じコースを使って行う2つの競技。1つは「スケルトン」で、もう1つは何？","12472","5","5","5","1","リュージュ","12517","12540","これ、何と言う？","3","","2","12517","0","5","5","12522","リュージュ"
"1195","筋トレメニューのベンチプレス・スクワット・デッドリフト、3つを合わせて通称なんと呼ぶ？","12473","5","5","5","1","ビッグスリ","12483","12464","これ、何と言う？","3","","2","12522","0","5","5","12499","ビッグスリー"
"1196","スノーボードで、左足を前にして滑るのをレギュラースタンスと呼ぶが、その逆は？","12451","5","5","5","1","グーフィー","12540","12501","これ、何と言う？","3","","2","12540","0","5","5","12464","グーフィースタンス"
"1197","斬撃と共に氷の魔法が放たれる、冷気を帯びた魔法剣","12514","5","5","5","1","クレイモア","12524","12452","これ、何と言う？","3","","1","12450","1197","5","5","12463","アイスクレイモア"
"1198","「□□□□□ガントレット」\n「□□□□□守護」これらの装備の名前に共通して入る言葉は？","12358","4","4","4","1","ししおうの","12375","12362","これ、何と言う？","3","","1","12398","1198","4","4","12375","ししおうの"
"1199","とある武器の名前の略","12460","5","5","5","1","マシンガン","12471","12531","これ、略さずに言うと？","2","","2","12531","0","5","5","12510","SMG＝サブマシンガン"
"1200","近年はサバゲーでも浸透した言葉で、メイン武器の他に、ハンドガンなど副装備として持つ武器","12450","5","5","5","1","サイドアム","12452","12489","これ、何と言う？","3","サイドアーム","2","12512","0","5","5","12469","サイドアーム"
"1201","「ランニング」が高負荷の本格的な運動なのに対し、健康のためにゆったり走る運動は何と言う？","12531","5","5","5","1","ジョギング","12519","12462","これ、何と言う？","1","","2","12464","0","5","5","12472","ジョギング"
"1202","ダンスのジャンルの一つ。専用の靴を使い、つま先とかかとで床を打ち鳴らしながら踊る","12531","5","5","5","1","タプダンス","12503","12480","これ、何と言う？","1","タップダンス","2","12473","0","5","5","12479","タップダンス"
"1203","軍隊における「衛生兵」、英語での呼び方は？","12483","5","5","5","1","メディック","12487","12451","これ、何と言う？","2","","2","12463","0","5","5","12513","メディック"
"1204","戦において、敵の城を包囲し、食料が尽きて降参するのを待つ戦法","12429","4","4","4","1","ひょうろう","12423","12358","これ、何と言う？","2","","2","12358","0","4","4","12402","ひょうろう攻め"
"1205","ライフルなどを撃っているときに、過度にのめり込んでしまっている精神状態を指す言葉","12495","5","5","5","1","トリガハピ","12522","12460","これ、何と言う？","3","トリガーハッピー","2","12500","0","5","5","12488","トリガーハッピー"
"1206","ランニングで、ある程度の時間を継続して走っていると一時的に起こる高揚感のこと","12540","5","5","5","1","ランナーズ","12531","12490","これ、何と言う？","2","","2","12474","0","5","5","12521","ランナーズ・ハイ"
"1207","","12515","5","5","5","1","マーシャル","12540","12471","これ、何と言う？","2","","2","12523","0","5","5","12510","東洋の格闘技＝マーシャルアーツ"
"1208","野球のピッチングの精度を競うゲーム。1から9の数字が書かれたパネルを狙って当てる","12483","5","5","5","1","ストラック","12488","12521","これ、何と言う？","2","","2","12463","0","5","5","12473","ストラックアウト"
"1209","柔道の固め技の一つ。お坊さんが身につける、とある衣装から名付けられた","12383","4","4","4","1","けさがため","12373","12364","これ、何と言う？","2","","2","12417","0","4","4","12369","けさがため"
"1210","剣道の練習法。ふた手に分かれて、一方がもう一方に対し、休憩をせずに繰り返しかかっていく","31293","6","6","4","1","掛かり稽古","12363","12426","これ、何と言う？","3","","2","21476","0","6","4","25499","掛かり稽古"
"1211","射撃競技の一つ。高速で空中に射出された皿を、ショットガンで撃ち壊す精度を競う","23556","6","6","5","1","クレー射撃","12524","12540","これ、何と言う？","3","","2","25731","0","5","5","12463","クレー射撃"
"1212","サッカーで悪質な反則に対して示される警告。これが2回出ると、さらに重いレッドカードとなる","12459","5","5","5","1","イエロカド","12456","12525","これ、何と言う？","1","イエローカード","2","12489","0","5","5","12452","イエローカード"
"1213","サッカーから派生したスポーツで、5人対5人形式のサッカー。室内でプレイされることも。","12469","5","5","5","1","フットサル","12483","12488","これ、何と言う？","1","","2","12523","0","5","5","12501","フットサル"
"1214","柔道の花形の技としてよく知られる投げ技。相手を背負うような形で、肩越しに投げる","12394","4","4","4","1","せおいなげ","12362","12356","これ、何と言う？","1","","2","12370","0","4","4","12379","せおいなげ"
"1215","最近では「秘密兵器」という意味でも使われるが、元々は体操競技で非常に難しい技を指す言葉","12521","2","5","5","1","ウルトラC","12523","12488","これ、何と言う？","3","","2","67","0","5","5","12454","ウルトラC"
"1216","かつて使われた攻城兵器。てこの原理を利用して、遠くまで石を射出する","12523","5","5","5","1","カタパルト","12479","12497","これ、何と言う？","2","","2","12488","0","5","5","12459","カタパルト"
"1217","高度な対空射撃設備を搭載した軍艦。神話の中でゼウスが娘に与えた盾の名前が由来","12473","6","5","5","1","イージス艦","12540","12472","これ、何と言う？","2","","2","33382","0","5","5","12452","イージス艦"
"1218","軍隊や警察において使われる言葉で、「二人一組」のこと","12475","5","5","5","1","ツマンセル","12510","12531","これ、何と言う？","3","ツーマンセル","2","12523","0","5","5","12484","ツーマンセル"
"1219","銃で狙いを定めるための「照準器」の種類の一つ。いわゆる「ホログラム」の技術を使っている","12452","5","5","5","1","ホロサイト","12525","12469","これ、何と言う？","2","","2","12488","0","5","5","12507","ホロサイト"
"1220","スパイ映画でもよく見る、銃の発砲音を抑えるために銃口につける装置。「サプレッサー」とも","12531","5","5","5","1","サイレンサ","12452","12524","これ、何と言う？","2","","2","12469","0","5","5","12469","サイレンサー"
"1221","ライフルなどの仕組みで、一度引き金を引くたびに、銃弾が3発ずつ発射されるもの","12473","5","5","5","1","点バースト","12496","12540","これ、何と言う？","3","","2","12488","0","6","5","28857","3点バースト"
"1222","拳銃を収めるために、主に腰に装備するケース。西部劇での決闘シーンなどでもよく目立つ","12479","5","5","5","1","ホルスター","12523","12473","これ、何と言う？","2","","2","12540","0","5","5","12507","ホルスター"
"1223","競馬で、ゴールから一定距離ごとに目印として置かれる棒。赤と白のシマシマ柄をしている","12412","4","4","5","1","ハロンぼう","12525","12531","これ、何と言う？","3","","2","12358","0","5","5","12495","ハロンぼう"
"1224","競馬で、スタミナが多く長距離レースを得意とする馬のこと","12516","5","5","5","1","ステイヤー","12486","12452","これ、何と言う？","3","","2","12540","0","5","5","12473","ステイヤー"
"1225","『ジータ』のユニオンバーストの名前","12473","5","5","5","1","テンペスト","12531","12506","これ、何と言う？","2","","1","12488","1225","5","5","12486","テンペストブレード"
"1226","肉体美を競うコンテスト。よくボディビルと比較されるが、評価の観点や、対象の部位が異なる","12540","5","5","5","1","フィジーク","12451","12472","これ、何と言う？","3","","2","12463","0","5","5","12501","フィジーク"
"1227","「プロレス」の「レス」、何という言葉の略？","12531","5","5","5","1","レスリング","12473","12522","これ、何と言う？","1","","2","12464","0","5","5","12524","レスリング"
"1228","格闘技のパンチの種類の一つ。「ジャブ」と並んで重要となる、最も威力の出やすいもの","12540","5","5","5","1","ストレート","12488","12524","これ、何と言う？","1","","2","12488","0","5","5","12473","ストレート"
"1229","格闘技での勝敗判定の一つ。相手をダウンさせたまま、既定の時間が過ぎたとき","12454","5","5","5","1","ノクアウト","12463","12450","これ、何と言う？","1","ノックアウト","2","12488","0","5","5","12494","ノックアウト"
