b8dc614b777988a6d0f9a7aa27d37a29ec5d2852913d21727fa23d0ffec1f658,94a5957b8a9aae3a34152c1641fc7ef9b0ef0da96614b3a14271ae5dbfb881f6,8a2aa8cc7ee7ef6cb89b49c35e463106189b17535a10cb704172993f52405e6e,31a0c40e24ff387d00f574d3492ad3d5896ddf2c4bde9b03c0c1fb13734268d7,947d617eb5cee0c690f62949823a579c2d15493b30457dc11028fc4a2a8c9d7a
"835","100","10","10197","637"
"840","101","10","10198","572"
"842","100","10","10199","652"
"850","100","10","10200","746"
"30","100","11","11001","255"
"34","100","11","11002","634"
"37","100","11","11003","539"
"41","101","11","11004","413"
"46","100","11","11005","748"
"51","100","11","11006","608"
"54","100","11","11007","1002"
"58","101","11","11008","802"
"62","100","11","11009","509"
"67","100","11","11010","648"
"71","100","11","11011","305"
"75","100","11","11012","15"
"78","101","11","11013","440"
"82","100","11","11014","476"
"87","100","11","11015","735"
"92","100","11","11016","955"
"96","100","11","11017","1027"
"101","100","11","11018","590"
"105","100","11","11019","249"
"108","100","11","11020","694"
"112","100","11","11021","491"
"117","100","11","11022","174"
"120","100","11","11023","218"
"125","100","11","11024","498"
"129","101","11","11025","928"
"133","100","11","11026","819"
"137","100","11","11027","1136"
"140","100","11","11028","875"
"143","100","11","11029","1010"
"147","100","11","11030","1178"
"152","101","11","11031","785"
"155","100","11","11032","357"
"159","101","11","11033","593"
"162","101","11","11034","382"
"165","100","11","11035","662"
"170","100","11","11036","543"
"173","101","11","11037","916"
"178","100","11","11038","1181"
"183","400","11","11039","771"
"188","100","11","11040","1083"
"192","100","11","11041","1192"
"197","101","11","11042","887"
"202","100","11","11043","628"
"205","100","11","11044","674"
"210","100","11","11045","545"
"215","101","11","11046","411"
"219","100","11","11047","546"
"224","100","11","11048","105"
"227","100","11","11049","178"
"232","100","11","11050","261"
"237","100","11","11051","224"
"240","100","11","11052","354"
"244","100","11","11053","638"
"247","101","11","11054","445"
"252","100","11","11055","697"
"255","200","11","11056","1108"
"259","100","11","11057","695"
"262","100","11","11058","1000"
"265","101","11","11059","768"
"270","100","11","11060","608"
"273","101","11","11061","486"
"277","100","11","11062","595"
"281","100","11","11063","430"
"284","100","11","11064","359"
"289","100","11","11065","474"
"292","100","11","11066","230"
"296","101","11","11067","652"
"300","100","11","11068","424"
"304","300","11","11069","472"
"307","100","11","11070","678"
"310","100","11","11071","946"
"314","101","11","11072","912"
"317","100","11","11073","762"
"321","100","11","11074","1057"
"326","101","11","11075","684"
"330","100","11","11076","770"
"335","100","11","11077","565"
"340","100","11","11078","632"
"345","100","11","11079","1049"
"349","101","11","11080","1089"
"352","100","11","11081","908"
"357","100","11","11082","686"
"361","100","11","11083","537"
"364","101","11","11084","271"
"369","100","11","11085","71"
"374","100","11","11086","463"
"379","101","11","11087","585"
"383","100","11","11088","469"
"386","100","11","11089","113"
"391","100","11","11090","7"
"395","101","11","11091","99"
"398","100","11","11092","363"
"402","100","11","11093","118"
"407","100","11","11094","533"
"410","100","11","11095","376"
"414","100","11","11096","160"
"417","101","11","11097","406"
"422","100","11","11098","163"
"425","100","11","11099","544"
"429","100","11","11100","846"
"434","101","11","11101","397"
"439","100","11","11102","174"
"444","100","11","11103","364"
"447","400","11","11104","730"
"452","100","11","11105","922"
"456","100","11","11106","1024"
"461","101","11","11107","625"
"464","100","11","11108","488"
"467","300","11","11109","555"
"471","100","11","11110","655"
"476","101","11","11111","818"
"481","100","11","11112","602"
"484","100","11","11113","909"
"488","100","11","11114","1185"
"492","100","11","11115","828"
"495","100","11","11116","619"
"500","100","11","11117","567"
"503","200","11","11118","806"
"506","100","11","11119","708"
"510","100","11","11120","1043"
"514","100","11","11121","707"
"519","101","11","11122","992"
"522","100","11","11123","811"
"526","101","11","11124","497"
"529","100","11","11125","166"
"532","100","11","11126","5"
"537","101","11","11127","436"
"541","100","11","11128","658"
"546","100","11","11129","559"
"551","101","11","11130","380"
"554","100","11","11131","153"
"558","101","11","11132","385"
"563","100","11","11133","635"
"566","100","11","11134","339"
"570","101","11","11135","27"
"575","100","11","11136","367"
"580","100","11","11137","143"
"583","100","11","11138","42"
"586","101","11","11139","275"
"590","100","11","11140","712"
"595","100","11","11141","1015"
"599","400","11","11142","620"
"604","100","11","11143","675"
"608","100","11","11144","1033"
"612","101","11","11145","852"
"615","100","11","11146","776"
"619","300","11","11147","546"
"624","100","11","11148","498"
"628","101","11","11149","787"
"633","100","11","11150","562"
"636","100","11","11151","158"
"640","100","11","11152","303"
"644","100","11","11153","204"
"649","101","11","11154","310"
"653","100","11","11155","35"
"656","100","11","11156","210"
"659","100","11","11157","473"
"662","100","11","11158","240"
"665","100","11","11159","123"
"670","101","11","11160","457"
"674","100","11","11161","582"
"677","101","11","11162","764"
"682","100","11","11163","430"
"686","100","11","11164","394"
"690","101","11","11165","546"
"694","100","11","11166","686"
"698","101","11","11167","754"
"702","100","11","11168","323"
"706","100","11","11169","765"
"710","200","11","11170","1034"
"714","100","11","11171","775"
"719","100","11","11172","387"
"722","100","11","11173","584"
"727","101","11","11174","473"
"730","100","11","11175","651"
"735","100","11","11176","772"
"739","101","11","11177","677"
"743","100","11","11178","274"
"748","100","11","11179","567"
"752","100","11","11180","671"
"755","400","11","11181","290"
"760","100","11","11182","511"
"764","100","11","11183","135"
"768","100","11","11184","47"
"773","100","11","11185","139"
"778","101","11","11186","268"
"783","100","11","11187","669"
"787","100","11","11188","589"
"793","101","11","11189","419"
"799","100","11","11190","859"
"804","100","11","11191","1120"
"809","101","11","11192","1054"
"815","100","11","11193","904"
"820","100","11","11194","1153"
"825","100","11","11195","899"
"831","101","11","11196","805"
"835","100","11","11197","546"
"840","101","11","11198","308"
"842","100","11","11199","50"
"850","100","11","11200","483"
"30","100","12","12001","512"
"35","100","12","12002","411"
"40","101","12","12003","536"
"43","100","12","12004","762"
"47","100","12","12005","361"
"51","100","12","12006","725"
"56","100","12","12007","1121"
"59","101","12","12008","805"
"63","100","12","12009","341"
"67","100","12","12010","658"
"71","100","12","12011","351"
"75","100","12","12012","150"
"78","101","12","12013","504"
"82","100","12","12014","978"
"87","101","12","12015","517"
"92","100","12","12016","877"
"97","100","12","12017","650"
"102","100","12","12018","818"
"110","100","12","12019","510"
"115","100","12","12020","549"
"120","100","12","12021","450"
"125","100","12","12022","735"
"128","100","12","12023","929"
"131","101","12","12024","868"
"138","100","12","12025","1060"
"142","100","12","12026","929"
"146","101","12","12027","726"
"151","100","12","12028","674"
"155","100","12","12029","1052"
"160","100","12","12030","1013"
"164","100","12","12031","1095"
"168","101","12","12032","1039"
"171","100","12","12033","579"
"174","100","12","12034","255"
"178","100","12","12035","593"
"183","100","12","12036","947"
"186","100","12","12037","638"
"189","100","12","12038","1037"
"192","101","12","12039","987"
"195","100","12","12040","812"
"198","100","12","12041","685"
"202","100","12","12042","1105"
"207","100","12","12043","750"
"212","101","12","12044","476"
"216","100","12","12045","697"
"219","400","12","12046","366"
"223","100","12","12047","705"
"226","100","12","12048","382"
"230","101","12","12049","269"
"235","100","12","12050","694"
"238","100","12","12051","470"
"243","100","12","12052","764"
"248","101","12","12053","391"
"252","100","12","12054","236"
"255","100","12","12055","142"
"258","100","12","12056","298"
"263","300","12","12057","594"
"266","100","12","12058","916"
"271","100","12","12059","793"
"275","100","12","12060","854"
"279","101","12","12061","681"
"282","100","12","12062","1030"
"286","200","12","12063","550"
"289","100","12","12064","278"
"294","100","12","12065","145"
"297","101","12","12066","65"
"300","100","12","12067","319"
"303","101","12","12068","398"
"308","101","12","12069","438"
"312","100","12","12070","66"
"317","100","12","12071","104"
"322","100","12","12072","520"
"326","100","12","12073","851"
"329","101","12","12074","736"
"334","100","12","12075","1175"
"337","100","12","12076","742"
"340","100","12","12077","978"
"344","100","12","12078","1194"
"349","101","12","12079","1143"
"354","100","12","12080","712"
"357","100","12","12081","1129"
"361","101","12","12082","1088"
"364","100","12","12083","749"
"368","100","12","12084","605"
"371","100","12","12085","773"
"376","100","12","12086","457"
"381","101","12","12087","231"
"385","100","12","12088","595"
"389","100","12","12089","322"
"393","100","12","12090","445"
"396","101","12","12091","130"
"399","100","12","12092","588"
"402","100","12","12093","726"
"405","101","12","12094","314"
"410","100","12","12095","595"
"413","200","12","12096","652"
"418","100","12","12097","757"
"423","100","12","12098","604"
"426","101","12","12099","853"
"429","100","12","12100","1121"
"434","100","12","12101","919"
"439","400","12","12102","840"
"443","100","12","12103","723"
"448","100","12","12104","811"
"452","300","12","12105","769"
"457","101","12","12106","427"
"462","100","12","12107","599"
"465","100","12","12108","228"
"469","101","12","12109","44"
"472","100","12","12110","224"
"476","100","12","12111","25"
"481","100","12","12112","128"
"484","101","12","12113","589"
"489","100","12","12114","961"
"493","100","12","12115","632"
"497","100","12","12116","662"
"501","100","12","12117","316"
"509","101","12","12118","487"
"514","100","12","12119","545"
"522","100","12","12120","929"
"525","101","12","12121","667"
"528","100","12","12122","468"
"531","100","12","12123","341"
"534","400","12","12124","711"
"538","100","12","12125","1007"
"543","100","12","12126","1054"
"546","101","12","12127","703"
"551","100","12","12128","421"
"554","100","12","12129","634"
"557","100","12","12130","1101"
"562","101","12","12131","842"
"567","100","12","12132","1021"
"572","100","12","12133","1103"
"575","100","12","12134","931"
"579","100","12","12135","1062"
"583","100","12","12136","1020"
"586","100","12","12137","1108"
"591","100","12","12138","1052"
"596","100","12","12139","681"
"599","101","12","12140","438"
"604","100","12","12141","471"
"607","101","12","12142","311"
"612","100","12","12143","373"
"616","101","12","12144","771"
"619","100","12","12145","983"
"622","100","12","12146","1098"
"625","101","12","12147","890"
"629","100","12","12148","1032"
"632","300","12","12149","642"
"636","100","12","12150","378"
"641","100","12","12151","90"
"646","200","12","12152","525"
"651","100","12","12153","980"
"654","100","12","12154","1012"
"658","101","12","12155","1177"
"663","100","12","12156","761"
"666","101","12","12157","804"
"670","100","12","12158","1015"
"673","100","12","12159","1095"
"675","100","12","12160","1052"
"680","400","12","12161","868"
"683","100","12","12162","705"
"686","100","12","12163","1023"
"690","101","12","12164","798"
"694","100","12","12165","684"
"698","100","12","12166","870"
"702","100","12","12167","1074"
"707","100","12","12168","999"
"711","101","12","12169","610"
"715","100","12","12170","644"
"719","101","12","12171","783"
"724","100","12","12172","981"
"728","100","12","12173","1188"
"734","101","12","12174","1079"
"739","100","12","12175","658"
"742","100","12","12176","750"
"745","100","12","12177","526"
"751","100","12","12178","636"
"757","101","12","12179","457"
"763","100","12","12180","178"
"768","100","12","12181","369"
"772","101","12","12182","677"
"777","100","12","12183","793"
"781","100","12","12184","424"
"786","101","12","12185","510"
"792","100","12","12186","791"
"797","101","12","12187","1074"
"802","100","12","12188","905"
"805","100","12","12189","590"
"808","100","12","12190","759"
"812","100","12","12191","419"
"817","100","12","12192","513"
"823","100","12","12193","912"
"828","100","12","12194","792"
"833","101","12","12195","1154"
"837","100","12","12196","678"
"841","100","12","12197","833"
"845","100","12","12198","571"
"850","100","12","12199","608"
"855","101","12","12200","446"
"30","100","13","13001","314"
"35","100","13","13002","355"
"39","100","13","13003","159"
"42","100","13","13004","535"
"46","100","13","13005","72"
"49","101","13","13006","150"
"53","100","13","13007","298"
"56","100","13","13008","665"
"60","100","13","13009","1046"
"65","100","13","13010","973"
"68","101","13","13011","800"
"73","100","13","13012","723"
"76","100","13","13013","763"
"81","100","13","13014","858"
"85","101","13","13015","682"
"89","100","13","13016","426"
"94","100","13","13017","268"
"97","100","13","13018","122"
"102","101","13","13019","43"
"107","100","13","13020","376"
"112","100","13","13021","765"
"117","100","13","13022","1006"
"121","101","13","13023","855"
"124","100","13","13024","789"
"129","100","13","13025","1021"
"133","101","13","13026","707"
"138","100","13","13027","1093"
"143","100","13","13028","1172"
"148","101","13","13029","700"
"153","100","13","13030","1003"
"158","100","13","13031","746"
"163","101","13","13032","429"
"167","100","13","13033","84"
"171","100","13","13034","230"
"174","100","13","13035","409"
"179","100","13","13036","234"
"183","100","13","13037","627"
"188","100","13","13038","504"
"191","101","13","13039","620"
"196","100","13","13040","831"
"200","100","13","13041","621"
"205","100","13","13042","754"
"208","100","13","13043","403"
"212","101","13","13044","325"
"215","100","13","13045","128"
"220","400","13","13046","510"
"223","100","13","13047","119"
"228","100","13","13048","159"
"232","101","13","13049","220"
"236","100","13","13050","61"
"239","100","13","13051","176"
"243","100","13","13052","289"
"246","101","13","13053","150"
"251","100","13","13054","398"
"254","100","13","13055","672"
"257","100","13","13056","985"
"262","300","13","13057","650"
"267","100","13","13058","740"
"271","100","13","13059","1016"
"274","100","13","13060","1058"
"277","101","13","13061","989"
"282","100","13","13062","703"
"285","200","13","13063","410"
"288","100","13","13064","800"
"291","100","13","13065","750"
"294","101","13","13066","821"
"298","100","13","13067","768"
"303","101","13","13068","1078"
"308","101","13","13069","1120"
"313","100","13","13070","831"
"318","100","13","13071","783"
"322","100","13","13072","459"
"325","100","13","13073","229"
"328","101","13","13074","271"
"332","100","13","13075","75"
"337","100","13","13076","355"
"342","100","13","13077","202"
"347","100","13","13078","288"
"350","101","13","13079","546"
"355","400","13","13080","497"
"359","100","13","13081","430"
"362","101","13","13082","258"
"366","100","13","13083","594"
"371","100","13","13084","894"
"376","100","13","13085","1131"
"380","100","13","13086","1176"
"385","101","13","13087","930"
"390","100","13","13088","572"
"394","100","13","13089","300"
"398","100","13","13090","540"
"401","101","13","13091","759"
"405","100","13","13092","1048"
"410","100","13","13093","712"
"413","101","13","13094","445"
"416","100","13","13095","391"
"421","200","13","13096","313"
"424","100","13","13097","223"
"429","100","13","13098","347"
"432","101","13","13099","677"
"435","100","13","13100","473"
"438","100","13","13101","370"
"443","100","13","13102","315"
"447","100","13","13103","388"
"452","300","13","13104","720"
"456","100","13","13105","991"
"460","101","13","13106","1131"
"464","100","13","13107","814"
"467","100","13","13108","626"
"472","101","13","13109","413"
"477","100","13","13110","210"
"480","100","13","13111","327"
"483","100","13","13112","658"
"488","101","13","13113","911"
"493","100","13","13114","564"
"496","100","13","13115","704"
"501","100","13","13116","553"
"504","100","13","13117","456"
"508","100","13","13118","834"
"512","101","13","13119","1009"
"517","100","13","13120","1059"
"522","100","13","13121","716"
"525","100","13","13122","361"
"530","101","13","13123","300"
"533","100","13","13124","171"
"536","100","13","13125","399"
"541","400","13","13126","302"
"545","100","13","13127","559"
"550","100","13","13128","872"
"554","101","13","13129","1059"
"559","100","13","13130","1125"
"564","100","13","13131","891"
"569","100","13","13132","685"
"574","101","13","13133","772"
"577","100","13","13134","406"
"580","100","13","13135","180"
"584","100","13","13136","315"
"590","100","13","13137","459"
"596","100","13","13138","245"
"599","100","13","13139","149"
"602","100","13","13140","377"
"607","100","13","13141","587"
"611","101","13","13142","879"
"614","100","13","13143","1189"
"617","101","13","13144","983"
"623","100","13","13145","648"
"629","101","13","13146","745"
"634","100","13","13147","662"
"637","100","13","13148","381"
"642","101","13","13149","607"
"646","100","13","13150","390"
"651","100","13","13151","743"
"657","100","13","13152","704"
"660","100","13","13153","531"
"663","100","13","13154","316"
"668","300","13","13155","477"
"673","100","13","13156","316"
"676","101","13","13157","347"
"682","100","13","13158","697"
"686","101","13","13159","376"
"692","100","13","13160","524"
"695","100","13","13161","585"
"701","400","13","13162","436"
"705","100","13","13163","332"
"710","101","13","13164","391"
"714","100","13","13165","344"
"719","100","13","13166","696"
"723","100","13","13167","406"
"726","100","13","13168","556"
"730","101","13","13169","963"
"733","100","13","13170","1149"
"737","101","13","13171","713"
"742","100","13","13172","238"
"746","100","13","13173","500"
"750","101","13","13174","265"
"754","100","13","13175","576"
"758","100","13","13176","444"
"762","100","13","13177","858"
"767","100","13","13178","1152"
"770","100","13","13179","696"
"773","100","13","13180","1043"
"776","101","13","13181","1164"
"781","100","13","13182","825"
"784","100","13","13183","537"
"788","101","13","13184","588"
"792","100","13","13185","445"
"795","101","13","13186","297"
"798","100","13","13187","447"
"801","100","13","13188","307"
"804","100","13","13189","388"
"809","200","13","13190","182"
"813","100","13","13191","275"
"816","100","13","13192","234"
"821","100","13","13193","378"
"825","100","13","13194","693"
"828","101","13","13195","478"
"832","100","13","13196","758"
"837","100","13","13197","299"
"840","100","13","13198","637"
"844","100","13","13199","380"
"850","101","13","13200","203"
"30","100","14","14001","314"
"34","100","14","14002","602"
"37","100","14","14003","446"
"47","100","14","14004","762"
"53","100","14","14005","620"
"58","101","14","14006","571"
"62","100","14","14007","685"
"65","100","14","14008","887"
"70","100","14","14009","1184"
"72","100","14","14010","934"
"74","101","14","14011","972"
"79","100","14","14012","681"
"85","100","14","14013","747"
"90","100","14","14014","483"
"93","101","14","14015","194"
"99","100","14","14016","102"
"103","100","14","14017","358"
"105","100","14","14018","547"
"111","101","14","14019","462"
"116","100","14","14020","735"
"119","100","14","14021","651"
"123","100","14","14022","555"
"125","101","14","14023","226"
"131","100","14","14024","293"
"133","100","14","14025","637"
"139","101","14","14026","601"
"141","100","14","14027","873"
"147","100","14","14028","688"
"153","101","14","14029","1023"
"155","100","14","14030","978"
"157","100","14","14031","906"
"162","101","14","14032","773"
"168","100","14","14033","623"
"174","100","14","14034","491"
"177","100","14","14035","525"
"183","100","14","14036","864"
"189","100","14","14037","1036"
"195","100","14","14038","1162"
"197","101","14","14039","848"
"202","100","14","14040","731"
"205","100","14","14041","844"
"210","100","14","14042","772"
"214","100","14","14043","998"
"217","101","14","14044","925"
"223","100","14","14045","1005"
"229","400","14","14046","540"
"231","100","14","14047","719"
"236","100","14","14048","476"
"238","101","14","14049","563"
"243","100","14","14050","504"
"249","100","14","14051","598"
"252","100","14","14052","923"
"257","101","14","14053","696"
"261","100","14","14054","983"
"264","100","14","14055","802"
"267","100","14","14056","929"
"272","300","14","14057","641"
"274","100","14","14058","872"
"280","100","14","14059","776"
"285","100","14","14060","607"
"288","101","14","14061","487"
"291","100","14","14062","681"
"294","200","14","14063","815"
"300","100","14","14064","990"
"304","100","14","14065","911"
"309","101","14","14066","558"
"312","100","14","14067","411"
"317","101","14","14068","558"
"322","101","14","14069","634"
"326","100","14","14070","988"
"330","100","14","14071","1155"
"334","100","14","14072","880"
"336","100","14","14073","670"
"340","101","14","14074","629"
"342","100","14","14075","383"
"347","100","14","14076","309"
"353","100","14","14077","447"
"358","100","14","14078","176"
"362","101","14","14079","65"
"366","400","14","14080","250"
"369","100","14","14081","507"
"373","101","14","14082","201"
"375","100","14","14083","418"
"378","100","14","14084","136"
"380","100","14","14085","335"
"383","100","14","14086","17"
"388","101","14","14087","93"
"390","100","14","14088","152"
"392","100","14","14089","408"
"394","100","14","14090","618"
"397","101","14","14091","398"
"403","100","14","14092","170"
"407","100","14","14093","336"
"409","101","14","14094","446"
"412","100","14","14095","298"
"418","200","14","14096","658"
"424","100","14","14097","934"
"426","100","14","14098","1137"
"431","101","14","14099","786"
"434","100","14","14100","1145"
"438","100","14","14101","818"
"443","100","14","14102","526"
"449","100","14","14103","239"
"454","100","14","14104","29"
"456","100","14","14105","238"
"458","101","14","14106","603"
"460","100","14","14107","737"
"463","100","14","14108","952"
"466","101","14","14109","1184"
"468","100","14","14110","1120"
"474","100","14","14111","860"
"479","100","14","14112","1113"
"484","101","14","14113","912"
"488","100","14","14114","684"
"491","100","14","14115","725"
"494","100","14","14116","1021"
"500","300","14","14117","869"
"506","100","14","14118","535"
"510","101","14","14119","759"
"516","100","14","14120","583"
"518","100","14","14121","251"
"522","100","14","14122","152"
"525","101","14","14123","378"
"527","100","14","14124","604"
"529","100","14","14125","446"
"532","400","14","14126","312"
"534","100","14","14127","429"
"537","100","14","14128","12"
"543","101","14","14129","301"
"548","100","14","14130","714"
"553","100","14","14131","481"
"558","100","14","14132","305"
"560","101","14","14133","212"
"562","100","14","14134","511"
"566","100","14","14135","314"
"572","100","14","14136","512"
"578","100","14","14137","771"
"583","100","14","14138","719"
"586","100","14","14139","572"
"589","100","14","14140","521"
"595","100","14","14141","823"
"598","101","14","14142","608"
"604","100","14","14143","561"
"608","101","14","14144","869"
"614","100","14","14145","1199"
"618","101","14","14146","991"
"621","100","14","14147","816"
"627","100","14","14148","757"
"633","101","14","14149","1187"
"636","100","14","14150","1073"
"642","100","14","14151","925"
"648","400","14","14152","670"
"654","100","14","14153","730"
"656","100","14","14154","1018"
"659","300","14","14155","938"
"662","100","14","14156","612"
"664","101","14","14157","259"
"670","100","14","14158","293"
"675","101","14","14159","342"
"677","100","14","14160","458"
"683","100","14","14161","585"
"685","100","14","14162","501"
"691","100","14","14163","82"
"695","101","14","14164","433"
"700","100","14","14165","281"
"706","100","14","14166","247"
"708","100","14","14167","71"
"711","100","14","14168","499"
"717","101","14","14169","843"
"722","100","14","14170","887"
"725","101","14","14171","441"
"729","100","14","14172","115"
"735","100","14","14173","241"
"738","101","14","14174","477"
"743","100","14","14175","534"
"746","200","14","14176","859"
"750","100","14","14177","742"
"754","100","14","14178","599"
"760","100","14","14179","433"
"766","100","14","14180","239"
"771","101","14","14181","670"
"777","100","14","14182","267"
"781","100","14","14183","617"
"784","101","14","14184","959"
"790","100","14","14185","649"
"795","101","14","14186","776"
"800","100","14","14187","602"
"803","100","14","14188","375"
"805","100","14","14189","720"
"810","100","14","14190","451"
"813","100","14","14191","196"
"815","100","14","14192","70"
"818","100","14","14193","340"
"823","100","14","14194","548"
"829","101","14","14195","758"
"833","100","14","14196","1005"
"836","100","14","14197","830"
"841","100","14","14198","727"
"847","100","14","14199","814"
"855","101","14","14200","1111"
"30","100","15","15001","120"
"33","100","15","15002","40"
"40","101","15","15003","239"
"44","100","15","15004","64"
"48","100","15","15005","10"
"53","100","15","15006","262"
"57","100","15","15007","228"
"61","101","15","15008","190"
"66","100","15","15009","339"
"69","100","15","15010","205"
"72","100","15","15011","369"
"75","100","15","15012","151"
"78","100","15","15013","187"
"81","101","15","15014","458"
"85","100","15","15015","427"
"88","100","15","15016","665"
"93","400","15","15017","433"
"96","100","15","15018","602"
"99","100","15","15019","301"
"102","100","15","15020","168"
"106","101","15","15021","335"
"110","100","15","15022","648"
"115","100","15","15023","915"
"119","101","15","15024","1085"
"122","100","15","15025","785"
"127","100","15","15026","467"
"132","101","15","15027","568"
"136","100","15","15028","231"
"141","100","15","15029","155"
"145","100","15","15030","259"
"150","500","15","15031","531"
"155","100","15","15032","263"
"160","100","15","15033","633"
