c5eae9c32a07abaf4fdf7a2f6164e2607e36acbf7ec9b3e8eb5f01c1394454bb,431f7bc9cd07d442701c5e0ca833b4488f2bb97a8dc853ce3c8395a8a8ca722a,cd16da876b8e168ac35e4e4279bc0addbd18d3a98f47ead581b8312e01aa92b5,a290679704ce5dbb4c23a0d61ce34a9b518348bc36599c8f91922d18d1bfdd57,78da649c247ef059a16ff3b42ea643489712f6f09f77fb6bbb0a5657474c1c01,82fa89d04a639371cd116e01dd080c96d22748e89b12be74e8b73207a8e9c5b5,4441558122aa4686f0f53591bdf573e10355b795af4c826c887b712322794550,399d5fd8d2cc2d84f0598405afd0b258f337650ef4b85b36c58979637aca395d,d9a7304ff3eaa624e2ac63b2a467a09d41001e0fef7bec37bff76f68c0f84240,5bc38438189bef83b214b014f8827e2acbeff4b1f8b31e062c6fd72163d8e8a7,62b202fd27a0fe368939e2db3d1d006a1586bfc1979fcc76e3880b17585c8129,9d0d552c092ec82d1ec6a22e49fe8ba94acc0de971791ab60cedda52d34c5572,8389baf4ab385556ad5ba7443731e84719ee43916485b44fbe189906d749b497,435a985fbd128b7547c1462eb8221b0543f5fbf5507f7df4a50cf42e88abe12f,277a2a632fc804169015ceeeeb145c670a9ff49f6e66aa062dc750eda9fa262a,f37d0359c8999a4d835c3a155ea3bf0bc0fa27096faba6eaa3020d3255be8de2
"10804","0","39","4","0","0","10803","0","10801","105","1","10802","10805","10043","5","108"
"10904","0","39","2","0","0","10903","0","10901","106","1","10902","10905","10025","8","109"
"11004","109","40","7","108","0","11003","0","11001","107","1","11002","11005","10076","5","110"
"11104","0","1","6","0","0","11103","0","11101","0","2","11102","11105","10062","2","111"
"11204","0","1","2","0","0","11203","0","11201","0","2","11202","11205","10024","5","112"
"11304","0","1","4","0","0","11303","0","11301","0","2","11302","11305","10045","8","113"
"11404","0","2","2","0","0","11403","0","11401","111","2","11402","11405","10022","2","114"
"11504","0","2","4","0","0","11503","0","11501","112","2","11502","11505","10043","5","115"
"11604","0","2","7","0","0","11603","0","11601","113","2","11602","11605","10074","8","116"
"11704","0","3","1","0","0","11703","0","11701","114","2","11702","11705","10012","2","117"
"11804","0","3","6","0","0","11803","0","11801","115","2","11802","11805","10063","5","118"
"11904","0","3","3","0","0","11903","0","11901","116","2","11902","11905","10035","8","119"
"12004","0","4","5","0","0","12003","0","12001","117","2","12002","12005","10051","2","120"
"12104","0","4","2","0","0","12103","0","12101","118","2","12102","12105","10023","5","121"
"0","0","4","100","0","0","0","0","12201","119","2","12202","0","11004","8","122"
"12304","0","5","6","0","0","12303","0","12301","120","2","12302","12305","10061","2","123"
"12404","0","5","4","0","0","12403","0","12401","121","2","12402","12405","10042","5","124"
"12504","0","5","7","0","0","12503","0","12501","122","2","12502","12505","10073","8","125"
"0","0","6","101","0","0","12603","0","12601","123","2","12602","0","11015","2","126"
"12704","0","6","3","0","0","12703","0","12701","124","2","12702","12705","10033","5","127"
"12804","0","6","5","0","0","12803","0","12801","125","2","12802","12805","10054","8","128"
"12904","0","7","1","0","0","12903","0","12901","126","2","12902","12905","10011","2","129"
"13004","0","7","5","0","0","13003","0","13001","127","2","13002","13005","10052","5","130"
"13104","0","7","6","0","0","13103","0","13101","128","2","13102","13105","10064","8","131"
"13204","0","8","2","0","0","13203","0","13201","129","2","13202","13205","10025","2","132"
"0","0","8","101","0","0","13303","0","13301","130","2","13302","0","11011","5","133"
"0","0","8","101","0","0","0","0","13401","131","2","0","0","11014","8","134"
"13504","0","9","1","0","0","13503","0","13501","132","2","13502","13505","10015","2","135"
"13604","0","9","4","0","0","13603","0","13601","133","2","13602","13605","10041","5","136"
"13704","0","9","5","0","0","13703","0","13701","134","2","13702","13705","10055","8","137"
"13804","137","10","5","136","0","13803","0","13801","135","2","13802","13805","10056","5","138"
"13904","0","11","6","0","0","13903","0","13901","138","2","13902","13905","10063","2","139"
"14004","0","11","5","0","0","14003","0","14001","138","2","14002","14005","10054","5","140"
"14104","0","11","3","0","0","14103","0","14101","138","2","14102","14105","10031","8","141"
"14204","0","12","2","0","0","14203","0","14201","139","2","14202","14205","10022","2","142"
"14304","0","12","1","0","0","14303","0","14301","140","2","14302","14305","10014","5","143"
"14404","0","12","2","0","0","14403","0","14401","141","2","14402","14405","10025","8","144"
"14504","0","13","7","0","0","14503","0","14501","142","2","14502","14505","10071","2","145"
"14604","0","13","5","0","0","14603","0","14601","143","2","14602","14605","10052","5","146"
"0","0","13","101","0","0","0","0","14701","144","2","14702","0","11013","8","147"
"0","0","14","101","0","0","0","0","14801","145","2","14802","0","11014","2","148"
"14904","0","14","1","0","0","14903","0","14901","146","2","14902","14905","10013","5","149"
"15004","0","14","5","0","0","15003","0","15001","147","2","15002","15005","10055","8","150"
"15104","0","15","5","0","0","15103","0","15101","148","2","15102","15105","10051","2","151"
"0","0","15","100","0","0","0","0","15201","149","2","0","0","11001","5","152"
"0","0","15","101","0","0","0","0","15301","150","2","15302","0","11012","8","153"
"15404","0","16","2","0","0","15403","0","15401","151","2","15402","15405","10023","2","154"
"15504","0","16","5","0","0","15503","0","15501","152","2","15502","15505","10054","5","155"
"15604","0","16","2","0","0","15603","0","15601","153","2","15602","15605","10021","8","156"
"15704","0","17","3","0","0","15703","0","15701","154","2","15702","15705","10034","2","157"
"15804","0","17","6","0","0","15803","0","15801","155","2","15802","15805","10065","5","158"
"15904","0","17","7","0","0","15903","0","15901","156","2","15902","15905","10072","8","159"
"16004","0","18","3","0","0","16003","0","16001","157","2","16002","16005","10033","2","160"
"0","0","18","100","0","0","16103","0","16101","158","2","16102","0","11004","5","161"
"16204","0","18","1","0","0","16203","0","16201","159","2","16202","16205","10015","8","162"
"16304","0","19","3","0","0","16303","0","16301","160","2","16302","16305","10032","2","163"
"16404","0","19","5","0","0","16403","0","16401","161","2","16402","16405","10053","5","164"
"16504","0","19","5","0","0","16503","0","16501","162","2","16502","16505","10055","8","165"
"16604","165","20","3","164","0","16603","0","16601","163","2","16602","16605","10036","5","166"
"16704","0","21","6","0","0","16703","0","16701","166","2","16702","16705","10061","2","167"
"16804","0","21","5","0","0","16803","0","16801","166","2","16802","16805","10053","5","168"
"16904","0","21","4","0","0","16903","0","16901","166","2","16902","16905","10044","8","169"
"17004","0","22","6","0","0","17003","0","17001","167","2","17002","17005","10065","2","170"
"17104","0","22","5","0","0","17103","0","17101","168","2","17102","17105","10051","5","171"
"17204","0","22","4","0","0","17203","0","17201","169","2","17202","17205","10041","8","172"
"17304","0","23","1","0","0","17303","0","17301","170","2","17302","17305","10012","2","173"
"17404","0","23","7","0","0","17403","0","17401","171","2","17402","17405","10075","5","174"
"17504","0","23","3","0","0","17503","0","17501","172","2","17502","17505","10031","8","175"
"0","0","24","100","0","0","0","0","17601","173","2","17602","0","11003","2","176"
"0","0","24","101","0","0","17703","0","17701","174","2","17702","0","11014","5","177"
"17804","0","24","1","0","0","17803","0","17801","175","2","17802","17805","10011","8","178"
"17904","0","25","1","0","0","17903","0","17901","176","2","17902","17905","10013","2","179"
"18004","0","25","3","0","0","18003","0","18001","177","2","18002","18005","10034","5","180"
"0","0","25","100","0","0","0","0","18101","178","2","18102","0","11005","8","181"
"18204","0","26","6","0","0","18203","0","18201","179","2","18202","18205","10062","2","182"
"18304","0","26","4","0","0","18303","0","18301","180","2","18302","18305","10043","5","183"
"18404","0","26","5","0","0","18403","0","18401","181","2","18402","18405","10054","8","184"
"18504","0","27","1","0","0","18503","0","18501","182","2","18502","18505","10011","2","185"
"18604","0","27","1","0","0","18603","0","18601","183","2","18602","18605","10014","5","186"
"18704","0","27","4","0","0","18703","0","18701","184","2","18702","18705","10045","8","187"
"18804","0","28","1","0","0","18803","0","18801","185","2","18802","18805","10012","2","188"
"0","0","28","101","0","0","18903","0","18901","186","2","18902","0","11013","5","189"
"0","0","28","100","0","0","0","0","19001","187","2","19002","0","11001","8","190"
"19104","0","29","4","0","0","19103","0","19101","188","2","19102","19105","10042","2","191"
"19204","0","29","7","0","0","19203","0","19201","189","2","19202","19205","10073","5","192"
"19304","0","29","3","0","0","19303","0","19301","190","2","19302","19305","10035","8","193"
"19404","193","30","2","192","0","19403","0","19401","191","2","19402","19405","10026","5","194"
"0","0","31","100","0","0","19503","0","19501","194","2","19502","0","11001","2","195"
"19604","0","31","3","0","0","19603","0","19601","194","2","19602","19605","10033","5","196"
"19704","0","31","2","0","0","19703","0","19701","194","2","19702","19705","10024","8","197"
"19804","0","32","5","0","0","19803","0","19801","195","2","19802","19805","10055","2","198"
"0","0","32","101","0","0","19903","0","19901","196","2","19902","0","11012","5","199"
"20004","0","32","4","0","0","20003","0","20001","197","2","20002","20005","10043","8","200"
"20104","0","33","4","0","0","20103","0","20101","198","2","20102","20105","10045","2","201"
"20204","0","33","2","0","0","20203","0","20201","199","2","20202","20205","10021","5","202"
"20304","0","33","4","0","0","20303","0","20301","200","2","20302","20305","10042","8","203"
"0","0","34","100","0","0","20403","0","20401","201","2","20402","0","11005","2","204"
"20504","0","34","4","0","0","20503","0","20501","202","2","20502","20505","10042","5","205"
"20604","0","34","2","0","0","20603","0","20601","203","2","20602","20605","10024","8","206"
"20704","0","35","3","0","0","20703","0","20701","204","2","20702","20705","10031","2","207"
"20804","0","35","3","0","0","20803","0","20801","205","2","20802","20805","10032","5","208"
"0","0","35","100","0","0","20903","0","20901","206","2","20902","0","11003","8","209"
"21004","0","36","4","0","0","21003","0","21001","207","2","21002","21005","10044","2","210"
"21104","0","36","4","0","0","21103","0","21101","208","2","21102","21105","10041","5","211"
"21204","0","36","4","0","0","21203","0","21201","209","2","21202","21205","10043","8","212"
"21304","0","37","2","0","0","21303","0","21301","210","2","21302","21305","10025","2","213"
"21404","0","37","3","0","0","21403","0","21401","211","2","21402","21405","10032","5","214"
"21504","0","37","5","0","0","21503","0","21501","212","2","21502","21505","10054","8","215"
"21604","0","38","2","0","0","21603","0","21601","213","2","21602","21605","10025","2","216"
"0","0","38","100","0","0","21703","0","21701","214","2","21702","0","11002","5","217"
"21804","0","38","2","0","0","21803","0","21801","215","2","21802","21805","10023","8","218"
"21904","0","39","3","0","0","21903","0","21901","216","2","21902","21905","10034","2","219"
"22004","0","39","3","0","0","22003","0","22001","217","2","22002","22005","10031","5","220"
"22104","0","39","2","0","0","22103","0","22101","218","2","22102","22105","10022","8","221"
"22204","221","40","4","220","0","22203","0","22201","219","2","22202","22205","10046","5","222"
"0","0","1","101","0","0","0","0","22301","0","3","0","0","11012","2","223"
"22404","0","1","2","0","0","22403","0","22401","0","3","22402","22405","10021","5","224"
"22504","0","1","6","0","0","22503","0","22501","0","3","22502","22505","10063","8","225"
"22604","0","2","2","0","0","22603","0","22601","223","3","22602","22605","10025","2","226"
"22704","0","2","2","0","0","22703","0","22701","224","3","22702","22705","10024","5","227"
"22804","0","2","4","0","0","22803","0","22801","225","3","22802","22805","10045","8","228"
"0","0","3","101","0","0","0","0","22901","226","3","0","0","11013","2","229"
"23004","0","3","4","0","0","23003","0","23001","227","3","23002","23005","10044","5","230"
"23104","0","3","7","0","0","23103","0","23101","228","3","23102","23105","10072","8","231"
"0","0","4","101","0","0","0","0","23201","229","3","0","0","11015","2","232"
"0","0","4","100","0","0","0","0","23301","230","3","0","0","11003","5","233"
"23404","0","4","4","0","0","23403","0","23401","231","3","23402","23405","10041","8","234"
"23504","234","5","1","233","0","23503","0","23501","232","3","23502","23505","10016","5","235"
"23604","0","6","6","0","0","23603","0","23601","235","3","23602","23605","10064","2","236"
"23704","0","6","7","0","0","23703","0","23701","235","3","23702","23705","10071","5","237"
"23804","0","6","2","0","0","23803","0","23801","235","3","23802","23805","10023","8","238"
"23904","0","7","6","0","0","23903","0","23901","236","3","23902","23905","10065","2","239"
"0","0","7","101","0","0","0","0","24001","237","3","0","0","11013","5","240"
"0","0","7","101","0","0","0","0","24101","238","3","0","0","11011","8","241"
"24204","0","8","7","0","0","24203","0","24201","239","3","24202","24205","10074","2","242"
"0","0","8","100","0","0","0","0","24301","240","3","0","0","11002","5","243"
"24404","0","8","2","0","0","24403","0","24401","241","3","24402","24405","10024","8","244"
"24504","0","9","6","0","0","24503","0","24501","242","3","24502","24505","10062","2","245"
"0","0","9","100","0","0","0","0","24601","243","3","0","0","11005","5","246"
"24704","0","9","6","0","0","24703","0","24701","244","3","24702","24705","10061","8","247"
"24804","247","10","5","246","0","24803","0","24801","245","3","24802","24805","10056","5","248"
"24904","0","11","2","0","0","24903","0","24901","248","3","24902","24905","10022","2","249"
"25004","0","11","7","0","0","25003","0","25001","248","3","25002","25005","10075","5","250"
"25104","0","11","4","0","0","25103","0","25101","248","3","25102","25105","10044","8","251"
"0","0","12","100","0","0","0","0","25201","249","3","0","0","11003","2","252"
"25304","0","12","2","0","0","25303","0","25301","250","3","25302","25305","10025","5","253"
"25404","0","12","7","0","0","25403","0","25401","251","3","25402","25405","10073","8","254"
"0","0","13","101","0","0","0","0","25501","252","3","0","0","11014","2","255"
"25604","0","13","6","0","0","25603","0","25601","253","3","25602","25605","10064","5","256"
"25704","0","13","4","0","0","25703","0","25701","254","3","25702","25705","10042","8","257"
"0","0","14","100","0","0","0","0","25801","255","3","0","0","11002","2","258"
"25904","0","14","7","0","0","25903","0","25901","256","3","25902","25905","10071","5","259"
"0","0","14","100","0","0","0","0","26001","257","3","0","0","11004","8","260"
"26104","260","15","3","259","0","26103","0","26101","258","3","26102","26105","10036","5","261"
"26204","0","16","4","0","0","26203","0","26201","261","3","26202","26205","10041","2","262"
"26304","0","16","6","0","0","26303","0","26301","261","3","26302","26305","10065","5","263"
"0","0","16","101","0","0","0","0","26401","261","3","0","0","11012","8","264"
"26504","0","17","2","0","0","26503","0","26501","262","3","26502","26505","10025","2","265"
"0","0","17","100","0","0","0","0","26601","263","3","0","0","11001","5","266"
"26704","0","17","7","0","0","26703","0","26701","264","3","26702","26705","10075","8","267"
"26804","0","18","2","0","0","26803","0","26801","265","3","26802","26805","10023","2","268"
"0","0","18","101","0","0","0","0","26901","266","3","0","0","11014","5","269"
"27004","0","18","2","0","0","27003","0","27001","267","3","27002","27005","10021","8","270"
"0","0","19","101","0","0","0","0","27101","268","3","0","0","11011","2","271"
"27204","0","19","7","0","0","27203","0","27201","269","3","27202","27205","10073","5","272"
"27304","0","19","4","0","0","27303","0","27301","270","3","27302","27305","10042","8","273"
"27404","273","20","5","272","0","27403","0","27401","271","3","27402","27405","10056","5","274"
"0","0","21","100","0","0","0","0","27501","274","3","0","0","11005","2","275"
"27604","0","21","7","0","0","27603","0","27601","274","3","27602","27605","10074","5","276"
"27704","0","21","4","0","0","27703","0","27701","274","3","27702","27705","10043","8","277"
"0","0","22","100","0","0","0","0","27801","275","3","0","0","11001","2","278"
"27904","0","22","6","0","0","27903","0","27901","276","3","27902","27905","10063","5","279"
"28004","0","22","4","0","0","28003","0","28001","277","3","28002","28005","10045","8","280"
"28104","0","23","2","0","0","28103","0","28101","278","3","28102","28105","10022","2","281"
"0","0","23","100","0","0","0","0","28201","279","3","0","0","11004","5","282"
"0","0","23","101","0","0","0","0","28301","280","3","0","0","11015","8","283"
"28404","0","24","6","0","0","28403","0","28401","281","3","28402","28405","10061","2","284"
"0","0","24","100","0","0","0","0","28501","282","3","0","0","11005","5","285"
"28604","0","24","7","0","0","28603","0","28601","283","3","28602","28605","10071","8","286"
"28704","286","25","3","285","0","28703","0","28701","284","3","28702","28705","10036","5","287"
"28804","0","26","6","0","0","28803","0","28801","287","3","28802","28805","10065","2","288"
"0","0","26","101","0","0","0","0","28901","287","3","0","0","11011","5","289"
"29004","0","26","2","0","0","29003","0","29001","287","3","29002","29005","10023","8","290"
"29104","0","27","7","0","0","29103","0","29101","288","3","29102","29105","10072","2","291"
"0","0","27","100","0","0","0","0","29201","289","3","0","0","11003","5","292"
"29304","0","27","4","0","0","29303","0","29301","290","3","29302","29305","10044","8","293"
"29404","0","28","6","0","0","29403","0","29401","291","3","29402","29405","10062","2","294"
"29504","0","28","4","0","0","29503","0","29501","292","3","29502","29505","10043","5","295"
"29604","0","28","6","0","0","29603","0","29601","293","3","29602","29605","10063","8","296"
"29704","0","29","2","0","0","29703","0","29701","294","3","29702","29705","10021","2","297"
"29804","0","29","6","0","0","29803","0","29801","295","3","29802","29805","10062","5","298"
"0","0","29","100","0","0","0","0","29901","296","3","0","0","11004","8","299"
"30004","299","30","1","298","0","30003","0","30001","297","3","30002","30005","10016","5","300"
"30104","0","31","4","0","0","30103","0","30101","300","3","30102","30105","10042","2","301"
"0","0","31","101","0","0","0","0","30201","300","3","0","0","11013","5","302"
"30304","0","31","4","0","0","30303","0","30301","300","3","30302","30305","10045","8","303"
"30404","0","32","2","0","0","30403","0","30401","301","3","30402","30405","10023","2","304"
"30504","0","32","4","0","0","30503","0","30501","302","3","30502","30505","10041","5","305"
"30604","0","32","7","0","0","30603","0","30601","303","3","30602","30605","10075","8","306"
"0","0","33","101","0","0","0","0","30701","304","3","0","0","11012","2","307"
"30804","0","33","2","0","0","30803","0","30801","305","3","30802","30805","10024","5","308"
"30904","0","33","2","0","0","30903","0","30901","306","3","30902","30905","10021","8","309"
"31004","0","34","4","0","0","31003","0","31001","307","3","31002","31005","10043","2","310"
"31104","0","34","6","0","0","31103","0","31101","308","3","31102","31105","10061","5","311"
"0","0","34","100","0","0","0","0","31201","309","3","0","0","11002","8","312"
"31304","312","35","3","311","0","31303","0","31301","310","3","31302","31305","10036","5","313"
"31404","0","36","7","0","0","31403","0","31401","313","3","31402","31405","10073","2","314"
"31504","0","36","4","0","0","31503","0","31501","313","3","31502","31505","10041","5","315"
"0","0","36","101","0","0","0","0","31601","313","3","0","0","11014","8","316"
"31704","0","37","2","0","0","31703","0","31701","314","3","31702","31705","10025","2","317"
"31804","0","37","4","0","0","31803","0","31801","315","3","31802","31805","10043","5","318"
"0","0","37","100","0","0","0","0","31901","316","3","0","0","11001","8","319"
"32004","0","38","2","0","0","32003","0","32001","317","3","32002","32005","10022","2","320"
"32104","0","38","6","0","0","32103","0","32101","318","3","32102","32105","10064","5","321"
