ea7b108a9b0ab89835e298e53585766affa2063c017fce7fbd79e8b5f4794233,b6835692af4dab56fac983280cc51d56c51a61b8cd2fb7d8da8878cb0436dc23,46e60d8f6f36a3cf36a6f7a402cade8fa623b4391f22afec77750033ed7b16af,5d03f08440d45840e8330fe22fe44b4f6bf773b331bc2e2f28a9418a3107d033,e18d4d1b07dba74c1ebd7641f32e4e2d43c10da60a413ed7b32d40732532183b,730423cda8ff27f7fe657d705845cf7894d017c419319822225b79ad7069c7c3
"173","10201128","15","1002","1","56011128"
"174","10201129","15","1003","1","56011129"
"175","91002","8","0","50","56011129"
"176","10201130","15","1001","1","56011130"
"177","10201131","15","1002","1","56011131"
"178","10201132","15","1003","1","56011132"
"179","91002","8","0","50","56011132"
"180","10201133","15","1001","1","56011133"
"181","10201134","15","1002","1","56011134"
"182","10201135","15","1003","1","56011135"
"183","91002","8","0","50","56011135"
"184","10201136","15","1001","1","56011136"
"185","10201137","15","1002","1","56011137"
"186","10201138","15","1003","1","56011138"
"187","91002","8","0","50","56011138"
"188","10201139","15","1001","1","56011139"
"189","10201140","15","1002","1","56011140"
"190","10201141","15","1003","1","56011141"
"191","91002","8","0","50","56011141"
"192","10201142","15","1001","1","56011142"
"193","10201143","15","1002","1","56011143"
"194","10201144","15","1003","1","56011144"
"195","91002","8","0","50","56011144"
"196","10201145","15","1001","1","56011145"
"197","10201146","15","1002","1","56011146"
"198","10201147","15","1003","1","56011147"
"199","91002","8","0","50","56011147"
"200","10201148","15","1001","1","56011148"
"201","10201149","15","1002","1","56011149"
"202","10201150","15","1003","1","56011150"
"203","91002","8","0","50","56011150"
"204","10201151","15","1001","1","56011151"
"205","10201152","15","1002","1","56011152"
"206","10201153","15","1003","1","56011153"
"207","91002","8","0","50","56011153"
"208","10201154","15","1001","1","56011154"
"209","10201155","15","1002","1","56011155"
"210","10201156","15","1003","1","56011156"
"211","91002","8","0","50","56011156"
"212","10201157","15","1001","1","56011157"
"213","10201158","15","1002","1","56011158"
"214","10201159","15","1003","1","56011159"
"215","91002","8","0","50","56011159"
"216","10201160","15","1001","1","56011160"
"217","10201161","15","1002","1","56011161"
"218","10201162","15","1003","1","56011162"
"219","91002","8","0","50","56011162"
"220","10201163","15","1001","1","56011163"
"221","10201164","15","1002","1","56011164"
"222","10201165","15","1003","1","56011165"
"223","91002","8","0","50","56011165"
"224","10201166","15","1001","1","56011166"
"225","10201167","15","1002","1","56011167"
"226","10201168","15","1003","1","56011168"
"227","91002","8","0","50","56011168"
"228","10201169","15","1001","1","56011169"
"229","10201170","15","1002","1","56011170"
"230","10201171","15","1003","1","56011171"
"231","91002","8","0","50","56011171"
"232","10201172","15","1001","1","56011172"
"233","10201173","15","1002","1","56011173"
"234","10201174","15","1003","1","56011174"
"235","91002","8","0","50","56011174"
"236","10201175","15","1001","1","56011175"
"237","10201176","15","1002","1","56011176"
"238","10201177","15","1003","1","56011177"
"239","91002","8","0","50","56011177"
"240","10201178","15","1001","1","56011178"
"241","10201179","15","1002","1","56011179"
"242","10201180","15","1003","1","56011180"
"243","91002","8","0","50","56011180"
"244","10201181","15","1001","1","56011181"
"245","10201182","15","1002","1","56011182"
"246","10201183","15","1003","1","56011183"
"247","91002","8","0","50","56011183"
"248","10201184","15","1001","1","56011184"
"249","10201185","15","1002","1","56011185"
"250","10201186","15","1003","1","56011186"
"251","91002","8","0","50","56011186"
"252","10201187","15","1001","1","56011187"
"253","10201188","15","1002","1","56011188"
"254","10201189","15","1003","1","56011189"
"255","91002","8","0","50","56011189"
"256","10201190","15","1001","1","56011190"
"257","10201191","15","1002","1","56011191"
"258","10201192","15","1003","1","56011192"
"259","91002","8","0","50","56011192"
"260","10201193","15","1001","1","56011193"
"261","10201194","15","1002","1","56011194"
"262","10201195","15","1003","1","56011195"
"263","91002","8","0","50","56011195"
"264","10201196","15","1001","1","56011196"
"265","10201197","15","1002","1","56011197"
"266","10201198","15","1003","1","56011198"
"267","91002","8","0","50","56011198"
"268","10201199","15","1001","1","56011199"
"269","10201200","15","1002","1","56011200"
"270","10201201","15","1003","1","56011201"
"271","91002","8","0","50","56011201"
"272","10201202","15","1001","1","56011202"
"273","10201203","15","1002","1","56011203"
"274","10201204","15","1003","1","56011204"
"275","91002","8","0","50","56011204"
"276","10201205","15","1001","1","56011205"
"277","10201206","15","1002","1","56011206"
"278","10201207","15","1003","1","56011207"
"279","91002","8","0","50","56011207"
"280","10201208","15","1001","1","56011208"
"281","10201209","15","1002","1","56011209"
"282","10201210","15","1003","1","56011210"
"283","91002","8","0","50","56011210"
"284","10201211","15","1001","1","56011211"
"285","10201212","15","1002","1","56011212"
"286","10201213","15","1003","1","56011213"
"287","91002","8","0","50","56011213"
"288","10201214","15","1001","1","56011214"
"289","10201215","15","1002","1","56011215"
"290","10201216","15","1003","1","56011216"
"291","91002","8","0","50","56011216"
"292","10201217","15","1001","1","56011217"
"293","10201218","15","1002","1","56011218"
"294","10201219","15","1003","1","56011219"
"295","91002","8","0","50","56011219"
"296","10201220","15","1001","1","56011220"
"297","10201221","15","1002","1","56011221"
"298","10201222","15","1003","1","56011222"
"299","91002","8","0","50","56011222"
"300","10201223","15","1001","1","56011223"
"301","10201224","15","1002","1","56011224"
"302","10201225","15","1003","1","56011225"
"303","91002","8","0","50","56011225"
"304","10201226","15","1001","1","56011226"
"305","10201227","15","1002","1","56011227"
"306","10201228","15","1003","1","56011228"
"307","91002","8","0","50","56011228"
"308","10201229","15","1001","1","56011229"
"309","10201230","15","1002","1","56011230"
"310","10201231","15","1003","1","56011231"
"311","91002","8","0","50","56011231"
"312","10201232","15","1001","1","56011232"
"313","10201233","15","1002","1","56011233"
"314","10201234","15","1003","1","56011234"
"315","91002","8","0","50","56011234"
"316","10202001","15","1003","1","56012001"
"317","10202002","15","1003","1","56012002"
"318","10202003","15","1003","1","56012003"
"319","10202004","15","1003","1","56012004"
"320","10202005","15","1003","1","56012005"
"321","10202006","15","1003","1","56012006"
"322","10202007","15","1003","1","56012007"
"323","10202008","15","1003","1","56012008"
"324","10202009","15","1003","1","56012009"
"325","10202010","15","1003","1","56012010"
"326","10202011","15","1003","1","56012011"
"327","10202012","15","1003","1","56012012"
"328","10202013","15","1003","1","56012013"
"329","10202014","15","1003","1","56012014"
"330","10202015","15","1003","1","56012015"
"447","10501001","15","1001","1","54002001"
"448","91002","8","0","50","54002001"
"449","10501002","15","1002","1","54002002"
"450","91002","8","0","50","54002002"
"451","10501003","15","1003","1","54002003"
"452","91002","8","0","50","54002003"
"453","10502001","15","1001","1","54004001"
"454","91002","8","0","50","54004001"
"455","10502002","15","1002","1","54004002"
"456","91002","8","0","50","54004002"
"457","10502003","15","1003","1","54004003"
"458","91002","8","0","50","54004003"
"459","10601001","15","1001","1","55006001"
"460","91002","8","0","10","55006001"
"461","10601002","15","1002","1","55006002"
"462","91002","8","0","30","55006002"
"463","10601003","15","1003","1","55006003"
"464","91002","8","0","50","55006003"
"465","10201235","15","1001","1","56011235"
"466","10201236","15","1002","1","56011236"
"467","10201237","15","1003","1","56011237"
"468","91002","8","0","50","56011237"
"469","10201238","15","1001","1","56011238"
"470","10201239","15","1002","1","56011239"
"471","10201240","15","1003","1","56011240"
"472","91002","8","0","50","56011240"
"473","10201241","15","1001","1","56011241"
"474","10201242","15","1002","1","56011242"
"475","10201243","15","1003","1","56011243"
"476","91002","8","0","50","56011243"
"477","10201244","15","1001","1","56011244"
"478","10201245","15","1002","1","56011245"
"479","10201246","15","1003","1","56011246"
"480","91002","8","0","50","56011246"
"481","10201247","15","1001","1","56011247"
"482","10201248","15","1002","1","56011248"
"483","10201249","15","1003","1","56011249"
"484","91002","8","0","50","56011249"
"485","10201250","15","1001","1","56011250"
"486","10201251","15","1002","1","56011251"
"487","10201252","15","1003","1","56011252"
"488","91002","8","0","50","56011252"
"489","10201253","15","1001","1","56011253"
"490","10201254","15","1002","1","56011254"
"491","10201255","15","1003","1","56011255"
"492","91002","8","0","50","56011255"
"493","10201256","15","1001","1","56011256"
"494","10201257","15","1002","1","56011257"
"495","10201258","15","1003","1","56011258"
"496","91002","8","0","50","56011258"
"497","10201259","15","1001","1","56011259"
"498","10201260","15","1002","1","56011260"
"499","10201261","15","1003","1","56011261"
"500","91002","8","0","50","56011261"
"501","10201262","15","1001","1","56011262"
"502","10201263","15","1002","1","56011263"
"503","10201264","15","1003","1","56011264"
"504","91002","8","0","50","56011264"
"505","10201265","15","1001","1","56011265"
"506","10201266","15","1002","1","56011266"
"507","10201267","15","1003","1","56011267"
"508","91002","8","0","50","56011267"
"509","10201268","15","1001","1","56011268"
"510","10201269","15","1002","1","56011269"
"511","10201270","15","1003","1","56011270"
"512","91002","8","0","50","56011270"
"513","10201271","15","1003","1","56011271"
"514","91002","8","0","100","56011271"
"515","10201272","15","1003","1","56011272"
"516","91002","8","0","100","56011272"
"517","10201273","15","1003","1","56011273"
"518","91002","8","0","100","56011273"
"519","10201274","15","1001","1","56011274"
"520","10201275","15","1002","1","56011275"
"521","10201276","15","1003","1","56011276"
"522","91002","8","0","50","56011276"
"523","10201277","15","1001","1","56011277"
"524","10201278","15","1002","1","56011278"
"525","10201279","15","1003","1","56011279"
"526","91002","8","0","50","56011279"
"527","10201280","15","1001","1","56011280"
"528","10201281","15","1002","1","56011281"
"529","10201282","15","1003","1","56011282"
"530","91002","8","0","50","56011282"
"531","10201283","15","1001","1","56011283"
"532","10201284","15","1002","1","56011284"
"533","10201285","15","1003","1","56011285"
"534","91002","8","0","50","56011285"
"535","10201286","15","1003","1","56011286"
"536","91002","8","0","100","56011286"
"537","11101001","15","1001","1","56014001"
"538","91002","8","0","10","56014001"
"539","11101002","15","1002","1","56014002"
"540","91002","8","0","20","56014002"
"541","11101003","15","1003","1","56014003"
"542","91002","8","0","50","56014003"
"543","11201001","15","1001","1","56015001"
"544","91002","8","0","50","56015001"
"545","11201002","15","1002","1","56015002"
"546","91002","8","0","50","56015002"
"547","11201003","15","1003","1","56015003"
"548","91002","8","0","50","56015003"
"549","10201287","15","1001","1","56011287"
"550","10201288","15","1002","1","56011288"
"551","10201289","15","1003","1","56011289"
"552","91002","8","0","50","56011289"
"553","10201290","15","1001","1","56011290"
"554","10201291","15","1002","1","56011291"
"555","10201292","15","1003","1","56011292"
"556","91002","8","0","50","56011292"
"557","10201293","15","1003","1","56011293"
"558","91002","8","0","100","56011293"
"559","10201294","15","1001","1","56011294"
"560","10201295","15","1002","1","56011295"
"561","10201296","15","1003","1","56011296"
"562","91002","8","0","50","56011296"
"563","10201297","15","1001","1","56011297"
"564","10201298","15","1002","1","56011298"
"565","10201299","15","1003","1","56011299"
"566","91002","8","0","50","56011299"
"567","10201300","15","1001","1","56011300"
"568","10201301","15","1002","1","56011301"
"569","10201302","15","1003","1","56011302"
"570","91002","8","0","50","56011302"
"571","10201303","15","1003","1","56011303"
"572","91002","8","0","100","56011303"
"573","10201304","15","1001","1","56011304"
"574","10201305","15","1002","1","56011305"
"575","10201306","15","1003","1","56011306"
"576","91002","8","0","50","56011306"
"577","10301015","15","1003","1","58008015"
"578","91002","8","0","50","58008015"
"579","10201307","15","1001","1","56011307"
"580","10201308","15","1002","1","56011308"
"581","10201309","15","1003","1","56011309"
"582","91002","8","0","50","56011309"
"583","10201310","15","1001","1","56011310"
"584","10201311","15","1002","1","56011311"
"585","10201312","15","1003","1","56011312"
"586","91002","8","0","50","56011312"
"587","10201313","15","1003","1","56011313"
"588","91002","8","0","100","56011313"
"589","10201314","15","1001","1","56011314"
"590","10201315","15","1002","1","56011315"
"591","10201316","15","1003","1","56011316"
"592","91002","8","0","50","56011316"
"593","10201317","15","1001","1","56011317"
"594","10201318","15","1002","1","56011318"
"595","10201319","15","1003","1","56011319"
"596","91002","8","0","50","56011319"
"597","10201320","15","1001","1","56011320"
"598","10201321","15","1002","1","56011321"
"599","10201322","15","1003","1","56011322"
"600","91002","8","0","50","56011322"
"601","10201323","15","1003","1","56011323"
"602","91002","8","0","100","56011323"
"603","10201324","15","1001","1","56011324"
"604","10201325","15","1002","1","56011325"
"605","10201326","15","1003","1","56011326"
"606","91002","8","0","50","56011326"
"607","10201327","15","1001","1","56011327"
"608","10201328","15","1002","1","56011328"
"609","10201329","15","1003","1","56011329"
"610","91002","8","0","50","56011329"
"611","10201330","15","1001","1","56011330"
"612","10201331","15","1002","1","56011331"
"613","10201332","15","1003","1","56011332"
"614","91002","8","0","50","56011332"
"615","10201333","15","1003","1","56011333"
"616","91002","8","0","100","56011333"
"617","10201334","15","1003","1","56011334"
"618","91002","8","0","100","56011334"
"619","10201335","15","1003","1","56011335"
"620","91002","8","0","100","56011335"
"621","10202100","15","1003","1","56012100"
"622","10201336","15","1001","1","56011336"
"623","10201337","15","1002","1","56011337"
"624","10201338","15","1003","1","56011338"
"625","91002","8","0","50","56011338"
"626","10201339","15","1001","1","56011339"
"627","10201340","15","1002","1","56011340"
"628","10201341","15","1003","1","56011341"
"629","91002","8","0","50","56011341"
"630","10202016","15","1003","1","56012016"
"631","10201342","15","1003","1","56011342"
"632","91002","8","0","100","56011342"
"633","10201343","15","1001","1","56011343"
"634","10201344","15","1002","1","56011344"
"635","10201345","15","1003","1","56011345"
"636","91002","8","0","50","56011345"
"637","10201346","15","1001","1","56011346"
"638","10201347","15","1002","1","56011347"
"639","10201348","15","1003","1","56011348"
"640","91002","8","0","50","56011348"
"641","10201349","15","1003","1","56011349"
"642","91002","8","0","100","56011349"
"643","10603001","15","1001","1","55008001"
"644","91002","8","0","50","55008001"
"645","10603002","15","1001","1","55008002"
"646","91002","8","0","50","55008002"
"647","10603003","15","1002","1","55008003"
"648","91002","8","0","50","55008003"
"649","10603004","15","1002","1","55008004"
"650","91002","8","0","50","55008004"
"651","10603005","15","1003","1","55008005"
"652","91002","8","0","50","55008005"
"653","10603006","15","1003","1","55008006"
"654","91002","8","0","50","55008006"
"655","10201350","15","1001","1","56011350"
"656","10201351","15","1002","1","56011351"
"657","10201352","15","1003","1","56011352"
"658","91002","8","0","50","56011352"
"659","10201353","15","1001","1","56011353"
"660","10201354","15","1002","1","56011354"
"661","10201355","15","1003","1","56011355"
"662","91002","8","0","50","56011355"
"663","10201356","15","1001","1","56011356"
"664","10201357","15","1002","1","56011357"
"665","10201358","15","1003","1","56011358"
"666","91002","8","0","50","56011358"
"667","10201359","15","1003","1","56011359"
"668","91002","8","0","100","56011359"
"669","10201360","15","1001","1","56011360"
"670","10201361","15","1002","1","56011361"
"671","10201362","15","1003","1","56011362"
"672","91002","8","0","50","56011362"
"673","10201363","15","1001","1","56011363"
"674","10201364","15","1002","1","56011364"
"675","10201365","15","1003","1","56011365"
"676","91002","8","0","50","56011365"
"677","10202017","15","1003","1","56012017"
"678","10201366","15","1001","1","56011366"
"679","10201367","15","1002","1","56011367"
"680","10201368","15","1003","1","56011368"
"681","91002","8","0","50","56011368"
"682","10201369","15","1001","1","56011369"
"683","10201370","15","1002","1","56011370"
"684","10201371","15","1003","1","56011371"
"685","91002","8","0","50","56011371"
"686","10201372","15","1003","1","56011372"
"687","91002","8","0","100","56011372"
"688","10201373","15","1001","1","56011373"
"689","10201374","15","1002","1","56011374"
"690","10201375","15","1003","1","56011375"
"691","91002","8","0","50","56011375"
"692","10201376","15","1001","1","56011376"
"693","10201377","15","1002","1","56011377"
"694","10201378","15","1003","1","56011378"
"695","91002","8","0","50","56011378"
"696","10201379","15","1001","1","56011379"
"697","10201380","15","1002","1","56011380"
"698","10201381","15","1003","1","56011381"
"699","91002","8","0","50","56011381"
"700","10201382","15","1001","1","56011382"
"701","10201383","15","1002","1","56011383"
"702","10201384","15","1003","1","56011384"
"703","91002","8","0","50","56011384"
"704","10201385","15","1003","1","56011385"
"705","91002","8","0","100","56011385"
"706","10201386","15","1001","1","56011386"
"707","10201387","15","1002","1","56011387"
"708","10201388","15","1003","1","56011388"
"709","91002","8","0","50","56011388"
"710","10201389","15","1001","1","56011389"
"711","10201390","15","1002","1","56011390"
"712","10201391","15","1003","1","56011391"
"713","91002","8","0","50","56011391"
"714","10201392","15","1001","1","56011392"
"715","10201393","15","1002","1","56011393"
"716","10201394","15","1003","1","56011394"
"717","91002","8","0","50","56011394"
"718","10201395","15","1003","1","56011395"
"719","91002","8","0","100","56011395"
"720","10201396","15","1003","1","56011396"
"721","91002","8","0","100","56011396"
"722","10201397","15","1001","1","56011397"
"723","10201398","15","1002","1","56011398"
"724","10201399","15","1003","1","56011399"
"725","91002","8","0","50","56011399"
"726","10201400","15","1001","1","56011400"
"727","10201401","15","1002","1","56011401"
"728","10201402","15","1003","1","56011402"
"729","91002","8","0","50","56011402"
"730","10201403","15","1001","1","56011403"
"731","10201404","15","1002","1","56011404"
"732","10201405","15","1003","1","56011405"
"733","91002","8","0","50","56011405"
"734","10201406","15","1003","1","56011406"
"735","91002","8","0","100","56011406"
"736","10201407","15","1001","1","56011407"
"737","10201408","15","1002","1","56011408"
"738","10201409","15","1003","1","56011409"
"739","91002","8","0","50","56011409"
"740","10201410","15","1001","1","56011410"
"741","10201411","15","1002","1","56011411"
"742","10201412","15","1003","1","56011412"
"743","91002","8","0","50","56011412"
"744","10201413","15","1003","1","56011413"
"745","91002","8","0","100","56011413"
"746","10201414","15","1001","1","56011414"
"747","10201415","15","1002","1","56011415"
"748","10201416","15","1003","1","56011416"
"749","91002","8","0","50","56011416"
"750","10201417","15","1001","1","56011417"
"751","10201418","15","1002","1","56011418"
"752","10201419","15","1003","1","56011419"
"753","91002","8","0","50","56011419"
"754","10201420","15","1001","1","56011420"
"755","10201421","15","1002","1","56011421"
"756","10201422","15","1003","1","56011422"
"757","91002","8","0","50","56011422"
"758","10201423","15","1003","1","56011423"
"759","91002","8","0","100","56011423"
"760","10201424","15","1001","1","56011424"
"761","10201425","15","1002","1","56011425"
"762","10201426","15","1003","1","56011426"
"763","91002","8","0","50","56011426"
"764","10201427","15","1001","1","56011427"
"765","10201428","15","1002","1","56011428"
"766","10201429","15","1003","1","56011429"
"767","91002","8","0","50","56011429"
"768","10201430","15","1001","1","56011430"
"769","10201431","15","1002","1","56011431"
"770","10201432","15","1003","1","56011432"
"771","91002","8","0","50","56011432"
"772","10201433","15","1001","1","56011433"
"773","10201434","15","1002","1","56011434"
"774","10201435","15","1003","1","56011435"
"775","91002","8","0","50","56011435"
"776","10201436","15","1003","1","56011436"
"777","91002","8","0","100","56011436"
"778","10201437","15","1001","1","56011437"
"779","10201438","15","1002","1","56011438"
"780","10201439","15","1003","1","56011439"
"781","91002","8","0","50","56011439"
"782","10201440","15","1001","1","56011440"
"783","10201441","15","1002","1","56011441"
"784","10201442","15","1003","1","56011442"
"785","91002","8","0","50","56011442"
"786","10201443","15","1001","1","56011443"
"787","10201444","15","1002","1","56011444"
"788","10201445","15","1003","1","56011445"
"789","91002","8","0","50","56011445"
"790","10201446","15","1003","1","56011446"
"791","91002","8","0","100","56011446"
"792","10201447","15","1001","1","56011447"
"793","10201448","15","1002","1","56011448"
"794","10201449","15","1003","1","56011449"
"795","91002","8","0","50","56011449"
"796","10201450","15","1001","1","56011450"
"797","10201451","15","1002","1","56011451"
"798","10201452","15","1003","1","56011452"
"799","91002","8","0","50","56011452"
"800","10201453","15","1001","1","56011453"
"801","10201454","15","1002","1","56011454"
"802","10201455","15","1003","1","56011455"
"803","91002","8","0","50","56011455"
"804","10201456","15","1001","1","56011456"
"805","10201457","15","1002","1","56011457"
"806","10201458","15","1003","1","56011458"
"807","91002","8","0","50","56011458"
"808","10201459","15","1001","1","56011459"
"809","10201460","15","1002","1","56011460"
"810","10201461","15","1003","1","56011461"
"811","91002","8","0","50","56011461"
"812","10201462","15","1003","1","56011462"
"813","91002","8","0","100","56011462"
"814","10201463","15","1003","1","56011463"
"815","91002","8","0","100","56011463"
"816","10201464","15","1003","1","56011464"
"817","91002","8","0","100","56011464"
"818","10201465","15","1001","1","56011465"
"819","10201466","15","1002","1","56011466"
"820","10201467","15","1003","1","56011467"
"821","91002","8","0","50","56011467"
"822","10201468","15","1001","1","56011468"
"823","10201469","15","1002","1","56011469"
"824","10201470","15","1003","1","56011470"
"825","91002","8","0","50","56011470"
"826","10201471","15","1003","1","56011471"
"827","91002","8","0","100","56011471"
"828","10201472","15","1001","1","56011472"
"829","10201473","15","1002","1","56011473"
"830","10201474","15","1003","1","56011474"
"831","91002","8","0","50","56011474"
"832","10201475","15","1001","1","56011475"
"833","10201476","15","1002","1","56011476"
"834","10201477","15","1003","1","56011477"
"835","91002","8","0","50","56011477"
"836","10201484","15","1003","1","56011484"
"837","91002","8","0","100","56011484"
"838","10201485","15","1001","1","56011485"
"839","10201486","15","1002","1","56011486"
"840","10201487","15","1003","1","56011487"
"841","91002","8","0","50","56011487"
"842","10201488","15","1001","1","56011488"
"843","10201489","15","1002","1","56011489"
"844","10201490","15","1003","1","56011490"
"845","91002","8","0","50","56011490"
"846","10201491","15","1001","1","56011491"
"847","10201492","15","1002","1","56011492"
