69f99b44b43574c4f18862f984ec152cede769dcf6fd2ab1a6fa37986148157f,ea3ca5355c89ec119b120b2fd12b80a2e12cb6179a39e50b385fa0c4b75e2f78,0c585275b39a749b0a062a082a5f49c28322c4d4ca1568fff2a75f84b396b708,f549bcb15d390a0dcbeb41bfba06eb9f2f3bd3b9850ca1c90aa23a6ddbbb870b,98c14842de60af1efc768a49ade71e278bcb85bc5ce94d6951307a1c072f5e6f,906ca91502bd06d721e054eec13d0466636a317f6b9077aadff93816d04cd3ea,33f91f95b831a81c903657bfffdc9b088cc7b3dbd81ef1c0b340f71843c44912
"1","4","5","0","10202","0","270"
"1","5","5","0","10202","0","300"
"2","0","5","0","10202","0","450"
"2","1","5","0","10202","0","480"
"2","2","5","0","10202","0","510"
"2","3","5","0","10202","0","540"
"2","4","5","0","10202","0","570"
"2","5","5","0","10202","0","600"
"3","0","5","0","10202","0","750"
"3","1","5","0","10202","0","780"
"3","2","5","0","10202","0","810"
"3","3","5","0","10202","0","840"
"3","4","5","0","10202","0","870"
"3","5","5","0","10202","0","900"
"4","0","5","0","10202","0","1050"
"4","1","5","0","10202","0","1080"
"4","2","5","0","10202","0","1110"
"4","3","5","0","10202","0","1140"
"4","4","5","0","10202","0","1170"
"4","5","5","0","10202","0","1200"
"5","0","5","0","10202","0","1350"
"5","1","5","0","10202","0","1380"
"5","2","5","0","10202","0","1410"
"5","3","5","0","10202","0","1440"
"5","4","5","0","10202","0","1470"
"5","5","5","0","10202","0","1500"
"1","0","6","0","10203","0","150"
"1","1","6","0","10203","0","180"
"1","2","6","0","10203","0","210"
"1","3","6","0","10203","0","240"
"1","4","6","0","10203","0","270"
"1","5","6","0","10203","0","300"
"2","0","6","0","10203","0","450"
"2","1","6","0","10203","0","480"
"2","2","6","0","10203","0","510"
"2","3","6","0","10203","0","540"
"2","4","6","0","10203","0","570"
"2","5","6","0","10203","0","600"
"3","0","6","0","10203","0","750"
"3","1","6","0","10203","0","780"
"3","2","6","0","10203","0","810"
"3","3","6","0","10203","0","840"
"3","4","6","0","10203","0","870"
"3","5","6","0","10203","0","900"
"4","0","6","0","10203","0","1050"
"4","1","6","0","10203","0","1080"
"4","2","6","0","10203","0","1110"
"4","3","6","0","10203","0","1140"
"4","4","6","0","10203","0","1170"
"4","5","6","0","10203","0","1200"
"5","0","6","0","10203","0","1350"
"5","1","6","0","10203","0","1380"
"5","2","6","0","10203","0","1410"
"5","3","6","0","10203","0","1440"
"5","4","6","0","10203","0","1470"
"5","5","6","0","10203","0","1500"
"1","0","10","0","10204","0","300"
"1","1","10","0","10204","0","360"
"1","2","10","0","10204","0","420"
"1","3","10","0","10204","0","480"
"1","4","10","0","10204","0","540"
"1","5","10","0","10204","0","600"
"2","0","10","0","10204","0","900"
"2","1","10","0","10204","0","960"
"2","2","10","0","10204","0","1020"
"2","3","10","0","10204","0","1080"
"2","4","10","0","10204","0","1140"
"2","5","10","0","10204","0","1200"
"3","0","10","0","10204","0","1500"
"3","1","10","0","10204","0","1560"
"3","2","10","0","10204","0","1620"
"3","3","10","0","10204","0","1680"
"3","4","10","0","10204","0","1740"
"3","5","10","0","10204","0","1800"
"4","0","10","0","10204","0","2100"
"4","1","10","0","10204","0","2160"
"4","2","10","0","10204","0","2220"
"4","3","10","0","10204","0","2280"
"4","4","10","0","10204","0","2340"
"4","5","10","0","10204","0","2400"
"5","0","10","0","10204","0","2700"
"5","1","10","0","10204","0","2760"
"5","2","10","0","10204","0","2820"
"5","3","10","0","10204","0","2880"
"5","4","10","0","10204","0","2940"
"5","5","10","0","10204","0","3000"
"1","0","1","0","10301","0","150"
"1","1","1","0","10301","0","180"
"1","2","1","0","10301","0","210"
"1","3","1","0","10301","0","240"
"1","4","1","0","10301","0","270"
"1","5","1","0","10301","0","300"
"2","0","1","0","10301","0","450"
"2","1","1","0","10301","0","480"
"2","2","1","0","10301","0","510"
"2","3","1","0","10301","0","540"
"2","4","1","0","10301","0","570"
"2","5","1","0","10301","0","600"
"3","0","1","0","10301","0","750"
"3","1","1","0","10301","0","780"
"3","2","1","0","10301","0","810"
"3","3","1","0","10301","0","840"
"3","4","1","0","10301","0","870"
"3","5","1","0","10301","0","900"
"4","0","1","0","10301","0","1050"
"4","1","1","0","10301","0","1080"
"4","2","1","0","10301","0","1110"
"4","3","1","0","10301","0","1140"
"4","4","1","0","10301","0","1170"
"4","5","1","0","10301","0","1200"
"5","0","1","0","10301","0","1350"
"5","1","1","0","10301","0","1380"
"5","2","1","0","10301","0","1410"
"5","3","1","0","10301","0","1440"
"5","4","1","0","10301","0","1470"
"5","5","1","0","10301","0","1500"
"1","0","3","0","10302","0","150"
"1","1","3","0","10302","0","180"
"1","2","3","0","10302","0","210"
"1","3","3","0","10302","0","240"
"1","4","3","0","10302","0","270"
"1","5","3","0","10302","0","300"
"2","0","3","0","10302","0","450"
"2","1","3","0","10302","0","480"
"2","2","3","0","10302","0","510"
"2","3","3","0","10302","0","540"
"2","4","3","0","10302","0","570"
"2","5","3","0","10302","0","600"
"3","0","3","0","10302","0","750"
"3","1","3","0","10302","0","780"
"3","2","3","0","10302","0","810"
"3","3","3","0","10302","0","840"
"3","4","3","0","10302","0","870"
"3","5","3","0","10302","0","900"
"4","0","3","0","10302","0","1050"
"4","1","3","0","10302","0","1080"
"4","2","3","0","10302","0","1110"
"4","3","3","0","10302","0","1140"
"4","4","3","0","10302","0","1170"
"4","5","3","0","10302","0","1200"
"5","0","3","0","10302","0","1350"
"5","1","3","0","10302","0","1380"
"5","2","3","0","10302","0","1410"
"5","3","3","0","10302","0","1440"
"5","4","3","0","10302","0","1470"
"5","5","3","0","10302","0","1500"
"1","0","4","0","10303","0","150"
"1","1","4","0","10303","0","180"
"1","2","4","0","10303","0","210"
"1","3","4","0","10303","0","240"
"1","4","4","0","10303","0","270"
"1","5","4","0","10303","0","300"
"2","0","4","0","10303","0","450"
"2","1","4","0","10303","0","480"
"2","2","4","0","10303","0","510"
"2","3","4","0","10303","0","540"
"2","4","4","0","10303","0","570"
"2","5","4","0","10303","0","600"
"3","0","4","0","10303","0","750"
"3","1","4","0","10303","0","780"
"3","2","4","0","10303","0","810"
"3","3","4","0","10303","0","840"
"3","4","4","0","10303","0","870"
"3","5","4","0","10303","0","900"
"4","0","4","0","10303","0","1050"
"4","1","4","0","10303","0","1080"
"4","2","4","0","10303","0","1110"
"4","3","4","0","10303","0","1140"
"4","4","4","0","10303","0","1170"
"4","5","4","0","10303","0","1200"
"5","0","4","0","10303","0","1350"
"5","1","4","0","10303","0","1380"
"5","2","4","0","10303","0","1410"
"5","3","4","0","10303","0","1440"
"5","4","4","0","10303","0","1470"
"5","5","4","0","10303","0","1500"
"1","0","11","0","10304","0","200"
"1","1","11","0","10304","0","240"
"1","2","11","0","10304","0","280"
"1","3","11","0","10304","0","320"
"1","4","11","0","10304","0","360"
"1","5","11","0","10304","0","400"
"2","0","11","0","10304","0","600"
"2","1","11","0","10304","0","640"
"2","2","11","0","10304","0","680"
"2","3","11","0","10304","0","720"
"2","4","11","0","10304","0","760"
"2","5","11","0","10304","0","800"
"3","0","11","0","10304","0","1000"
"3","1","11","0","10304","0","1040"
"3","2","11","0","10304","0","1080"
"3","3","11","0","10304","0","1120"
"3","4","11","0","10304","0","1160"
"3","5","11","0","10304","0","1200"
"4","0","11","0","10304","0","1400"
"4","1","11","0","10304","0","1440"
"4","2","11","0","10304","0","1480"
"4","3","11","0","10304","0","1520"
"4","4","11","0","10304","0","1560"
"4","5","11","0","10304","0","1600"
"5","0","11","0","10304","0","1800"
"5","1","11","0","10304","0","1840"
"5","2","11","0","10304","0","1880"
"5","3","11","0","10304","0","1920"
"5","4","11","0","10304","0","1960"
"5","5","11","0","10304","0","2000"
"1","0","1","0","10401","0","150"
"1","1","1","0","10401","0","180"
"1","2","1","0","10401","0","210"
"1","3","1","0","10401","0","240"
"1","4","1","0","10401","0","270"
"1","5","1","0","10401","0","300"
"2","0","1","0","10401","0","450"
"2","1","1","0","10401","0","480"
"2","2","1","0","10401","0","510"
"2","3","1","0","10401","0","540"
"2","4","1","0","10401","0","570"
"2","5","1","0","10401","0","600"
"3","0","1","0","10401","0","750"
"3","1","1","0","10401","0","780"
"3","2","1","0","10401","0","810"
"3","3","1","0","10401","0","840"
"3","4","1","0","10401","0","870"
"3","5","1","0","10401","0","900"
"4","0","1","0","10401","0","1050"
"4","1","1","0","10401","0","1080"
"4","2","1","0","10401","0","1110"
"4","3","1","0","10401","0","1140"
"4","4","1","0","10401","0","1170"
"4","5","1","0","10401","0","1200"
"5","0","1","0","10401","0","1350"
"5","1","1","0","10401","0","1380"
"5","2","1","0","10401","0","1410"
"5","3","1","0","10401","0","1440"
"5","4","1","0","10401","0","1470"
"5","5","1","0","10401","0","1500"
"1","0","3","0","10402","0","150"
"1","1","3","0","10402","0","180"
"1","2","3","0","10402","0","210"
"1","3","3","0","10402","0","240"
"1","4","3","0","10402","0","270"
"1","5","3","0","10402","0","300"
"2","0","3","0","10402","0","450"
"2","1","3","0","10402","0","480"
"2","2","3","0","10402","0","510"
"2","3","3","0","10402","0","540"
"2","4","3","0","10402","0","570"
"2","5","3","0","10402","0","600"
"3","0","3","0","10402","0","750"
"3","1","3","0","10402","0","780"
"3","2","3","0","10402","0","810"
"3","3","3","0","10402","0","840"
"3","4","3","0","10402","0","870"
"3","5","3","0","10402","0","900"
"4","0","3","0","10402","0","1050"
"4","1","3","0","10402","0","1080"
"4","2","3","0","10402","0","1110"
"4","3","3","0","10402","0","1140"
"4","4","3","0","10402","0","1170"
"4","5","3","0","10402","0","1200"
"5","0","3","0","10402","0","1350"
"5","1","3","0","10402","0","1380"
"5","2","3","0","10402","0","1410"
"5","3","3","0","10402","0","1440"
"5","4","3","0","10402","0","1470"
"5","5","3","0","10402","0","1500"
"1","0","4","0","10403","0","150"
"1","1","4","0","10403","0","180"
"1","2","4","0","10403","0","210"
"1","3","4","0","10403","0","240"
"1","4","4","0","10403","0","270"
"1","5","4","0","10403","0","300"
"2","0","4","0","10403","0","450"
"2","1","4","0","10403","0","480"
"2","2","4","0","10403","0","510"
"2","3","4","0","10403","0","540"
"2","4","4","0","10403","0","570"
"2","5","4","0","10403","0","600"
"3","0","4","0","10403","0","750"
"3","1","4","0","10403","0","780"
"3","2","4","0","10403","0","810"
"3","3","4","0","10403","0","840"
"3","4","4","0","10403","0","870"
"3","5","4","0","10403","0","900"
"4","0","4","0","10403","0","1050"
"4","1","4","0","10403","0","1080"
"4","2","4","0","10403","0","1110"
"4","3","4","0","10403","0","1140"
"4","4","4","0","10403","0","1170"
"4","5","4","0","10403","0","1200"
"5","0","4","0","10403","0","1350"
"5","1","4","0","10403","0","1380"
"5","2","4","0","10403","0","1410"
"5","3","4","0","10403","0","1440"
"5","4","4","0","10403","0","1470"
"5","5","4","0","10403","0","1500"
"1","0","12","0","10404","0","200"
"1","1","12","0","10404","0","240"
"1","2","12","0","10404","0","280"
"1","3","12","0","10404","0","320"
"1","4","12","0","10404","0","360"
"1","5","12","0","10404","0","400"
"2","0","12","0","10404","0","600"
"2","1","12","0","10404","0","640"
"2","2","12","0","10404","0","680"
"2","3","12","0","10404","0","720"
"2","4","12","0","10404","0","760"
"2","5","12","0","10404","0","800"
"3","0","12","0","10404","0","1000"
"3","1","12","0","10404","0","1040"
"3","2","12","0","10404","0","1080"
"3","3","12","0","10404","0","1120"
"3","4","12","0","10404","0","1160"
"3","5","12","0","10404","0","1200"
"4","0","12","0","10404","0","1400"
"4","1","12","0","10404","0","1440"
"4","2","12","0","10404","0","1480"
"4","3","12","0","10404","0","1520"
"4","4","12","0","10404","0","1560"
"4","5","12","0","10404","0","1600"
"5","0","12","0","10404","0","1800"
"5","1","12","0","10404","0","1840"
"5","2","12","0","10404","0","1880"
"5","3","12","0","10404","0","1920"
"5","4","12","0","10404","0","1960"
"5","5","12","0","10404","0","2000"
"1","0","1","0","10501","0","150"
"1","1","1","0","10501","0","180"
"1","2","1","0","10501","0","210"
"1","3","1","0","10501","0","240"
"1","4","1","0","10501","0","270"
"1","5","1","0","10501","0","300"
"2","0","1","0","10501","0","450"
"2","1","1","0","10501","0","480"
"2","2","1","0","10501","0","510"
"2","3","1","0","10501","0","540"
"2","4","1","0","10501","0","570"
"2","5","1","0","10501","0","600"
"3","0","1","0","10501","0","750"
"3","1","1","0","10501","0","780"
"3","2","1","0","10501","0","810"
"3","3","1","0","10501","0","840"
"3","4","1","0","10501","0","870"
"3","5","1","0","10501","0","900"
"4","0","1","0","10501","0","1050"
"4","1","1","0","10501","0","1080"
"4","2","1","0","10501","0","1110"
"4","3","1","0","10501","0","1140"
"4","4","1","0","10501","0","1170"
"4","5","1","0","10501","0","1200"
"5","0","1","0","10501","0","1350"
"5","1","1","0","10501","0","1380"
"5","2","1","0","10501","0","1410"
"5","3","1","0","10501","0","1440"
"5","4","1","0","10501","0","1470"
"5","5","1","0","10501","0","1500"
"1","0","3","0","10502","0","150"
"1","1","3","0","10502","0","180"
"1","2","3","0","10502","0","210"
"1","3","3","0","10502","0","240"
"1","4","3","0","10502","0","270"
"1","5","3","0","10502","0","300"
"2","0","3","0","10502","0","450"
"2","1","3","0","10502","0","480"
"2","2","3","0","10502","0","510"
"2","3","3","0","10502","0","540"
"2","4","3","0","10502","0","570"
"2","5","3","0","10502","0","600"
"3","0","3","0","10502","0","750"
"3","1","3","0","10502","0","780"
"3","2","3","0","10502","0","810"
"3","3","3","0","10502","0","840"
"3","4","3","0","10502","0","870"
"3","5","3","0","10502","0","900"
"4","0","3","0","10502","0","1050"
"4","1","3","0","10502","0","1080"
"4","2","3","0","10502","0","1110"
"4","3","3","0","10502","0","1140"
"4","4","3","0","10502","0","1170"
"4","5","3","0","10502","0","1200"
"5","0","3","0","10502","0","1350"
"5","1","3","0","10502","0","1380"
"5","2","3","0","10502","0","1410"
"5","3","3","0","10502","0","1440"
"5","4","3","0","10502","0","1470"
"5","5","3","0","10502","0","1500"
"1","0","4","0","10503","0","150"
"1","1","4","0","10503","0","180"
"1","2","4","0","10503","0","210"
"1","3","4","0","10503","0","240"
"1","4","4","0","10503","0","270"
"1","5","4","0","10503","0","300"
"2","0","4","0","10503","0","450"
"2","1","4","0","10503","0","480"
"2","2","4","0","10503","0","510"
"2","3","4","0","10503","0","540"
"2","4","4","0","10503","0","570"
"2","5","4","0","10503","0","600"
"3","0","4","0","10503","0","750"
"3","1","4","0","10503","0","780"
"3","2","4","0","10503","0","810"
"3","3","4","0","10503","0","840"
"3","4","4","0","10503","0","870"
"3","5","4","0","10503","0","900"
"4","0","4","0","10503","0","1050"
"4","1","4","0","10503","0","1080"
"4","2","4","0","10503","0","1110"
"4","3","4","0","10503","0","1140"
"4","4","4","0","10503","0","1170"
"4","5","4","0","10503","0","1200"
"5","0","4","0","10503","0","1350"
"5","1","4","0","10503","0","1380"
"5","2","4","0","10503","0","1410"
"5","3","4","0","10503","0","1440"
"5","4","4","0","10503","0","1470"
"5","5","4","0","10503","0","1500"
"1","0","14","0","10504","0","500"
"1","1","14","0","10504","0","600"
"1","2","14","0","10504","0","700"
"1","3","14","0","10504","0","800"
"1","4","14","0","10504","0","900"
"1","5","14","0","10504","0","1000"
"2","0","14","0","10504","0","1500"
"2","1","14","0","10504","0","1600"
"2","2","14","0","10504","0","1700"
"2","3","14","0","10504","0","1800"
"2","4","14","0","10504","0","1900"
"2","5","14","0","10504","0","2000"
"3","0","14","0","10504","0","2500"
"3","1","14","0","10504","0","2600"
"3","2","14","0","10504","0","2700"
"3","3","14","0","10504","0","2800"
"3","4","14","0","10504","0","2900"
"3","5","14","0","10504","0","3000"
"4","0","14","0","10504","0","3500"
"4","1","14","0","10504","0","3600"
"4","2","14","0","10504","0","3700"
"4","3","14","0","10504","0","3800"
"4","4","14","0","10504","0","3900"
"4","5","14","0","10504","0","4000"
"5","0","14","0","10504","0","4500"
"5","1","14","0","10504","0","4600"
"5","2","14","0","10504","0","4700"
"5","3","14","0","10504","0","4800"
"5","4","14","0","10504","0","4900"
"5","5","14","0","10504","0","5000"
"1","0","1","0","10601","0","150"
"1","1","1","0","10601","0","180"
"1","2","1","0","10601","0","210"
"1","3","1","0","10601","0","240"
"1","4","1","0","10601","0","270"
"1","5","1","0","10601","0","300"
"2","0","1","0","10601","0","450"
"2","1","1","0","10601","0","480"
"2","2","1","0","10601","0","510"
"2","3","1","0","10601","0","540"
"2","4","1","0","10601","0","570"
"2","5","1","0","10601","0","600"
"3","0","1","0","10601","0","750"
"3","1","1","0","10601","0","780"
"3","2","1","0","10601","0","810"
"3","3","1","0","10601","0","840"
"3","4","1","0","10601","0","870"
"3","5","1","0","10601","0","900"
"4","0","1","0","10601","0","1050"
"4","1","1","0","10601","0","1080"
"4","2","1","0","10601","0","1110"
"4","3","1","0","10601","0","1140"
"4","4","1","0","10601","0","1170"
"4","5","1","0","10601","0","1200"
"5","0","1","0","10601","0","1350"
"5","1","1","0","10601","0","1380"
"5","2","1","0","10601","0","1410"
"5","3","1","0","10601","0","1440"
"5","4","1","0","10601","0","1470"
"5","5","1","0","10601","0","1500"
"1","0","3","0","10602","0","150"
"1","1","3","0","10602","0","180"
"1","2","3","0","10602","0","210"
"1","3","3","0","10602","0","240"
"1","4","3","0","10602","0","270"
"1","5","3","0","10602","0","300"
"2","0","3","0","10602","0","450"
"2","1","3","0","10602","0","480"
"2","2","3","0","10602","0","510"
"2","3","3","0","10602","0","540"
"2","4","3","0","10602","0","570"
"2","5","3","0","10602","0","600"
"3","0","3","0","10602","0","750"
"3","1","3","0","10602","0","780"
"3","2","3","0","10602","0","810"
"3","3","3","0","10602","0","840"
"3","4","3","0","10602","0","870"
"3","5","3","0","10602","0","900"
"4","0","3","0","10602","0","1050"
"4","1","3","0","10602","0","1080"
"4","2","3","0","10602","0","1110"
"4","3","3","0","10602","0","1140"
"4","4","3","0","10602","0","1170"
"4","5","3","0","10602","0","1200"
"5","0","3","0","10602","0","1350"
"5","1","3","0","10602","0","1380"
"5","2","3","0","10602","0","1410"
"5","3","3","0","10602","0","1440"
"5","4","3","0","10602","0","1470"
"5","5","3","0","10602","0","1500"
"1","0","4","0","10603","0","150"
"1","1","4","0","10603","0","180"
"1","2","4","0","10603","0","210"
"1","3","4","0","10603","0","240"
"1","4","4","0","10603","0","270"
"1","5","4","0","10603","0","300"
"2","0","4","0","10603","0","450"
"2","1","4","0","10603","0","480"
"2","2","4","0","10603","0","510"
"2","3","4","0","10603","0","540"
"2","4","4","0","10603","0","570"
"2","5","4","0","10603","0","600"
"3","0","4","0","10603","0","750"
"3","1","4","0","10603","0","780"
"3","2","4","0","10603","0","810"
"3","3","4","0","10603","0","840"
"3","4","4","0","10603","0","870"
"3","5","4","0","10603","0","900"
"4","0","4","0","10603","0","1050"
"4","1","4","0","10603","0","1080"
"4","2","4","0","10603","0","1110"
"4","3","4","0","10603","0","1140"
"4","4","4","0","10603","0","1170"
"4","5","4","0","10603","0","1200"
"5","0","4","0","10603","0","1350"
"5","1","4","0","10603","0","1380"
"5","2","4","0","10603","0","1410"
"5","3","4","0","10603","0","1440"
"5","4","4","0","10603","0","1470"
"5","5","4","0","10603","0","1500"
"1","0","13","0","10604","0","200"
"1","1","13","0","10604","0","240"
"1","2","13","0","10604","0","280"
"1","3","13","0","10604","0","320"
"1","4","13","0","10604","0","360"
"1","5","13","0","10604","0","400"
"2","0","13","0","10604","0","600"
"2","1","13","0","10604","0","640"
"2","2","13","0","10604","0","680"
"2","3","13","0","10604","0","720"
"2","4","13","0","10604","0","760"
"2","5","13","0","10604","0","800"
"3","0","13","0","10604","0","1000"
"3","1","13","0","10604","0","1040"
"3","2","13","0","10604","0","1080"
"3","3","13","0","10604","0","1120"
"3","4","13","0","10604","0","1160"
"3","5","13","0","10604","0","1200"
"4","0","13","0","10604","0","1400"
"4","1","13","0","10604","0","1440"
"4","2","13","0","10604","0","1480"
"4","3","13","0","10604","0","1520"
"4","4","13","0","10604","0","1560"
"4","5","13","0","10604","0","1600"
"5","0","13","0","10604","0","1800"
"5","1","13","0","10604","0","1840"
"5","2","13","0","10604","0","1880"
"5","3","13","0","10604","0","1920"
"5","4","13","0","10604","0","1960"
"5","5","13","0","10604","0","2000"
"1","0","1","0","10701","0","150"
"1","1","1","0","10701","0","180"
"1","2","1","0","10701","0","210"
"1","3","1","0","10701","0","240"
"1","4","1","0","10701","0","270"
"1","5","1","0","10701","0","300"
"2","0","1","0","10701","0","450"
"2","1","1","0","10701","0","480"
"2","2","1","0","10701","0","510"
"2","3","1","0","10701","0","540"
"2","4","1","0","10701","0","570"
"2","5","1","0","10701","0","600"
"3","0","1","0","10701","0","750"
"3","1","1","0","10701","0","780"
"3","2","1","0","10701","0","810"
"3","3","1","0","10701","0","840"
"3","4","1","0","10701","0","870"
"3","5","1","0","10701","0","900"
"4","0","1","0","10701","0","1050"
"4","1","1","0","10701","0","1080"
"4","2","1","0","10701","0","1110"
"4","3","1","0","10701","0","1140"
"4","4","1","0","10701","0","1170"
"4","5","1","0","10701","0","1200"
"5","0","1","0","10701","0","1350"
"5","1","1","0","10701","0","1380"
"5","2","1","0","10701","0","1410"
"5","3","1","0","10701","0","1440"
"5","4","1","0","10701","0","1470"
"5","5","1","0","10701","0","1500"
"1","0","3","0","10702","0","150"
"1","1","3","0","10702","0","180"
"1","2","3","0","10702","0","210"
"1","3","3","0","10702","0","240"
"1","4","3","0","10702","0","270"
"1","5","3","0","10702","0","300"
"2","0","3","0","10702","0","450"
"2","1","3","0","10702","0","480"
"2","2","3","0","10702","0","510"
"2","3","3","0","10702","0","540"
"2","4","3","0","10702","0","570"
"2","5","3","0","10702","0","600"
"3","0","3","0","10702","0","750"
"3","1","3","0","10702","0","780"
"3","2","3","0","10702","0","810"
