272f437979248026111a9951271bef7fd69042f723ca6d501f19a8cfb077d250,d62ada4a72477a59ce58563dd0c32d4e12d0c9c71fe12f3e6fd3ee6cd56eb59c,a061310ddf26eb6c66247e5bc7b1be1ce4c2283cd80c2efd8ec1917217996d82,c6a3ab643bbf102a6381648fd59feef391ea526b05950866f91d3f9a2af69c1c,ff703de46e26655b5a1fd85f85255b0a64edcbda3ee6de412a2215b79932ed2b,c6c28a2822948df2afe07070fe37cd1e6199de0922de05d405f8e983721adb15,ed9be655c12b95e45cc2add8c87342b3c4ece8d4107dcdb6ed714b5e8e3c0584,98c015411862312a51de2b45803171c37e9e1e88468ff29ee23e18e7a0efd7bc,89ffad42deab10ab742d5672204274fd407eeec3958271e3cbb99ffb915d0ad8,2bfa207f83ea49376376193467dcfd0b9aa37512dcaaa3f296cca138e5f9fe9b,ee2d248dba8fa7235b05e1dbefd73469ca260ed49cebdb21edfca20043f00ddc,0f2cfbfa9e19e55b1b4e3af733337e514b8c9779ca1c86663465db2416289409,926870ee6aab142ab1bcfbc56275217d0aef608b468fb4b702c9e0131c5f3995
"11130501","1","1","1305","0","0","0","1","0","1","0","vo_minigame_1012_incorrect_126","没有全错哦！"
"11300101","1","1","3001","10","10","1","7","3.18","8","4","vo_minigame_1012_result_1000","呵呵，全部答对！\n看来你有好好学习，\n真佩服你♪"
"11300102","1","1","3001","10","10","1","8","3.33","7","10","vo_minigame_1012_result_1001","挺厉害的嘛……全部答对了！\n不过，这也是当然的嘛～\n毕竟是我\n教你的♪"
"11300103","1","1","3001","10","10","1","8","5.41","1","10","vo_minigame_1012_result_1002","全答对了！　啪啪啪♪\n这个难度已经可以完美回答了吧？\n下次挑战更难的问题吧！\n你可以的！"
"11300104","1","1","3001","10","10","2","5","8.11","8","10","vo_minigame_1012_result_1003","诶…明明选择了很难的问题，\n居然全答对了！\n你也太厉害了吧……\n完美啊完美！"
"11300105","1","1","3001","10","10","2","10","1.31","5","0","vo_minigame_1012_result_1004","对……对……全对！\n这么难的问题全答对了……\n吓到我了……你什么时候\n学习这么好了！"
"11300106","1","1","3001","10","10","2","9","4.93","8","0","vo_minigame_1012_result_1005","这么完美地回答了，\n让我有点不甘心呢……\n不过我要老老实实夸奖你！\n了不起，了不起，了～不起！"
"11300107","1","1","3001","10","10","3","5","2.99","8","4","vo_minigame_1012_result_1006","好厉害……你太完美了！\n搞不好下次考试，\n年级第一也不是梦！\n我很期待哦♪"
"11300108","1","1","3001","10","10","3","8","8.37","7","4","vo_minigame_1012_result_1007","是满分哦！　呵呵，已经没什么\n可以教你的了！\n反而是我想\n跟你学习！　好吗，老师♪"
"11300109","1","1","3001","10","10","3","7","5.32","5","8","vo_minigame_1012_result_1008","全·部·答·对！\n这么多超级难的问题，你真厉害！\n难道说，\n你真是天才！？"
"11300110","1","1","3001","9","7","1","7","4.77","1","4","vo_minigame_1012_result_1009","哦，好高的分数！\n也没白费我教你♪\n好，还要继续学习呢！"
"11300111","1","1","3001","9","7","1","8","2.97","7","4","vo_minigame_1012_result_1010","嗯，取得了相当不错的分数！\n按这个势头下去，\n希望下次给我看到你拿满分！"
"11300112","1","1","3001","9","7","1","5","3.47","1","0","vo_minigame_1012_result_1011","啊～好可惜！\n差一点就满分了！\n下一次一定要完美回答！\n加油吧！"
"11300113","1","1","3001","9","7","2","8","5.32","7","4","vo_minigame_1012_result_1012","太棒了，答得特别好！\n面对这么难的问题还能回答这么好！\n下次要以满分为目标！"
"11300114","1","1","3001","9","7","2","8","6.49","7","10","vo_minigame_1012_result_1013","嗯，感觉相当不错！\n你好像完全没有必要\n担心挂科呢♪\n不过我是不会让你放弃学习的！"
"11300115","1","1","3001","9","7","2","5","3.56","1","0","vo_minigame_1012_result_1014","啊，明明差一点点就能\n全部答对的！\n虽然问题很难，但是你的话，\n下次可以尝试拿满分！"
"11300116","1","1","3001","9","7","3","8","5.67","1","10","vo_minigame_1012_result_1015","嗯，几乎全对！\n问题这么难，\n好厉害啊！\n你果然不是一般人！"
"11300117","1","1","3001","9","7","3","7","2.85","1","10","vo_minigame_1012_result_1016","感觉你在稳步成长欸？\n如果你来答这种难题，\n搞不好哪天也能拿满分！"
"11300118","1","1","3001","9","7","3","5","3.88","1","0","vo_minigame_1012_result_1017","呜哇，好可惜！\n差一点就满分了哦？\n算了，毕竟这种难题连我都很苦恼，\n这个分数你可以骄傲一下！"
"11300119","1","1","3001","6","4","1","3","4.12","1","0","vo_minigame_1012_result_1018","正确率大约一半～\n虽然还不错，但是你\n不是只有这点程度吧？"
"11300120","1","1","3001","6","4","1","9","4.34","1","0","vo_minigame_1012_result_1019","嗯，老实说这是个\n半吊子的分数……\n算了！从现在开始\n要不断提高分数哦！"
"11300121","1","1","3001","6","4","1","3","3.15","1","0","vo_minigame_1012_result_1020","唔～嗯，说实话这个分数很不尽如人意！\n我对你这么期待，\n要再加把劲啊！"
"11300122","1","1","3001","6","4","2","9","5.3","1","0","vo_minigame_1012_result_1021","正确率只有一半啊，\n问题太难也是没办法的……\n但是你可以做得更好！\n毕竟有我跟着你呢！"
"11300123","1","1","3001","6","4","2","8","2.55","1","0","vo_minigame_1012_result_1022","嗯，还可以吧！\n努力学习，\n更上一层楼吧！"
"11300124","1","1","3001","6","4","2","1","4.19","7","0","vo_minigame_1012_result_1023","虽然是难题，但是这个正确率\n还不错哦！\n但是不要因为这点小事\n就骄傲自满哦！？"
"11300125","1","1","3001","6","4","3","7","3.43","1","0","vo_minigame_1012_result_1024","这么难的题目，能答对一半\n很厉害嘛♪\n照这样继续提高\n学习能力吧！"
"11300126","1","1","3001","6","4","3","1","0","1","0","vo_minigame_1012_result_1025","好，得到平均分了！\n你有在好好学习\n我就放心了♪"
"11300127","1","1","3001","6","4","3","8","3.72","7","0","vo_minigame_1012_result_1026","全是难题还能有这个正确率\n可真了不起！\n不过，如果你想取得更高的分数，\n我会陪你学习的！"
"11300128","1","1","3001","3","1","1","3","3.5","2","1","vo_minigame_1012_result_1027","原来如此……\n没白费我教你。\n我会好好磨炼你的，\n做好觉悟吧！"
"11300129","1","1","3001","3","1","1","4","3.25","2","1","vo_minigame_1012_result_1028","喂，你完全\n没答对多少嘛！\n不要告诉我\n你这是认真作答的？"
"11300130","1","1","3001","3","1","1","3","4.62","2","0","vo_minigame_1012_result_1029","唔嗯……随便回答\n也能答对这么多真厉害！\n看来我得认真点\n教你了！"
"11300131","1","1","3001","3","1","2","9","4.5","1","0","vo_minigame_1012_result_1030","算、算了，这个问题\n对你来说可能太难了。\n一点一点来吧，\n慢慢提高！"
"11300132","1","1","3001","3","1","2","3","0.01","3","9","vo_minigame_1012_result_1031","嗯，错误很多呢……\n虽然这样继续下去也不错，\n但从简单的问题\n重新开始也可以哦？"
"11300133","1","1","3001","3","1","2","9","0.01","9","9","vo_minigame_1012_result_1032","哎呀呀，对你来说\n是不是太难了？\n重新来一次吧！"
"11300134","1","1","3001","3","1","3","3","0.01","3","6","vo_minigame_1012_result_1033","唔嗯，好遗憾的成绩……\n因为是超难的问题也没办法，\n不要勉强，从简单的问题\n开始挑战也可以哦？"
"11300135","1","1","3001","3","1","3","3","2.97","9","0","vo_minigame_1012_result_1034","正确率相当低呢……\n毕竟问题很难嘛！\n你的挑战精神值得嘉奖！"
"11300136","1","1","3001","3","1","3","3","3.1","1","0","vo_minigame_1012_result_1035","好歹没有得0分……\n虽然全是难题，\n还是要更加努力哦！"
"11300137","1","1","3001","0","0","1","6","4.31","2","1","vo_minigame_1012_result_1036","对你来说，反而很难\n得0分吧！？\n该不会是故意\n这样的吧！？"
"11300138","1","1","3001","0","0","1","2","0.1","2","1","vo_minigame_1012_result_1037","0分……\n你在开玩笑吗！？\n不好好学习的话，\n就让你尝尝电击魔法哦！？"
"11300139","1","1","3001","0","0","1","9","4.23","3","9","vo_minigame_1012_result_1038","说不定你\n不适合学习呢…\n学习也不是全部。\n在其他地方加油吧！"
"11300140","1","1","3001","0","0","2","3","4.38","2","0","vo_minigame_1012_result_1039","我不会生气的，老实说吧？\n你是乱回答的吧？\n喂，\n老·实·交·代！"
"11300141","1","1","3001","0","0","2","8","3.58","2","0","vo_minigame_1012_result_1040","你的分数是……\n是的！　0分！\n呃，别开玩笑了——"
"11300142","1","1","3001","0","0","2","4","2.02","2","1","vo_minigame_1012_result_1041","为什么会得0分！？\n不，反过来说你真厉害欸！？\n闭着眼睛回答\n也能得个1分吧！"
"11300143","1","1","3001","0","0","3","9","5.53","1","9","vo_minigame_1012_result_1042","哎呀……很遗憾是0分。\n可能有点太难了……\n算了，偶尔也有这种事！\n不必灰心丧气！"
"11300144","1","1","3001","0","0","3","3","4.4","1","9","vo_minigame_1012_result_1043","虽然问题很难，\n可是得0分还是让人有点寂寞呢……\n不过，反过来想想！\n你还有很大成长空间！"
"11300145","1","1","3001","0","0","3","3","5.35","1","0","vo_minigame_1012_result_1044","0分啊……嗯，抱歉……\n我想不到什安慰的话！\n还有下一次机会，\n转换一下心情吧！"
"12120101","1","2","1201","0","0","0","8","0","8","0","vo_minigame_1012_correct_132","OK！"
"12120102","1","2","1201","0","0","0","7","0","7","0","vo_minigame_1012_correct_133","对上了！"
"12120103","1","2","1201","0","0","0","7","0","7","0","vo_minigame_1012_correct_134","很好！"
"12120201","1","2","1202","3000","0","0","5","0","5","0","vo_minigame_1012_correct_135","真的假的！？"
"12120202","1","2","1202","3000","0","0","10","0","10","0","vo_minigame_1012_correct_136","欸～"
"12120203","1","2","1202","6000","3001","0","7","0","7","0","vo_minigame_1012_correct_137","就是这个势头！"
"12120204","1","2","1202","-1","13333","0","1","0","1","0","vo_minigame_1012_correct_138","再抓紧一点哦！"
"12120301","1","2","1203","0","0","0","5","0","5","0","vo_minigame_1012_correct_139","太厉害了吧！"
"12120401","1","2","1204","0","0","0","7","0","7","0","vo_minigame_1012_correct_141","轻松取胜！"
"12120501","1","2","1205","0","0","0","7","0","7","0","vo_minigame_1012_correct_140","扳回一城！"
"12120601","1","2","1206","-1","3","0","1","0","1","0","vo_minigame_1012_correct_142","不错哦！"
"12120701","1","2","1207","-1","3","0","2","0","2","0","vo_minigame_1012_correct_143","还不够呢！"
"12130101","1","2","1301","0","0","0","2","0","2","0","vo_minigame_1012_incorrect_127","不对！"
"12130102","1","2","1301","0","0","0","2","0","2","0","vo_minigame_1012_incorrect_128","不行！"
"12130103","1","2","1301","0","0","0","9","0","9","0","vo_minigame_1012_incorrect_129","哎呀呀……"
"12130201","1","2","1302","3000","0","0","3","0","3","0","vo_minigame_1012_incorrect_130","不要着急！"
"12130202","1","2","1302","3000","0","0","5","0","5","0","vo_minigame_1012_incorrect_131","慢慢来！"
"12130203","1","2","1302","6000","3001","0","2","0","2","0","vo_minigame_1012_incorrect_132","深呼吸！"
"12130204","1","2","1302","-1","20000","0","3","0","3","0","vo_minigame_1012_incorrect_133","好慢啊……"
"12130301","1","2","1303","0","0","0","5","0","5","0","vo_minigame_1012_incorrect_134","好难！"
"12130401","1","2","1304","0","0","0","6","0","6","0","vo_minigame_1012_incorrect_135","忘记了吗？"
"12130501","1","2","1305","0","0","0","2","0","2","0","vo_minigame_1012_incorrect_136","下一题来了！"
"12170101","1","2","1701","30000","20000","0","2","0.01","2","3","vo_minigame_1012_time_100","最后冲刺！"
"12170102","1","2","1701","30000","20000","0","1","0.01","1","3","vo_minigame_1012_time_101","就快结束了！"
"12300101","1","2","3001","-1","20","1","7","3.74","1","10","vo_minigame_1012_result_1045","答得很好！\n基础问题已经很完美了！\n下一次挑战一下\n更难的问题吧！"
"12300102","1","2","3001","-1","20","1","1","3.85","9","0","vo_minigame_1012_result_1046","你怎么回事，奋笔疾书\n停不下来了吗？\n这么轻松真厉害。\n给你一朵小红花！"
"12300103","1","2","3001","-1","20","1","5","0.01","5","8","vo_minigame_1012_result_1047","好高的分数！\n难道你是那种\n嘴上说着没学习，\n其实很用功的家伙！？"
"12300104","1","2","3001","-1","20","2","8","2.86","7","4","vo_minigame_1012_result_1048","学习的成果\n很优秀嘛！\n作为你的老师，\n我也很骄傲哦♪"
"12300105","1","2","3001","-1","20","2","5","2.02","3","9","vo_minigame_1012_result_1049","好！　已经足够了！\n要是再取得更好的成绩，\n就已经没必要教你了！"
"12300106","1","2","3001","-1","20","2","5","4.46","1","0","vo_minigame_1012_result_1050","明明选择了难题，\n却答对了这么多！\n不过还有更难的呢……\n下一次挑战最难关吧！"
"12300107","1","2","3001","-1","20","3","5","6.85","4","7","vo_minigame_1012_result_1051","虽然我觉得你很厉害，\n但是你学习也很完美哦？\n难怪大家都迷上你了……\n不是，没、没什么！"
"12300108","1","2","3001","-1","20","3","5","3.79","9","0","vo_minigame_1012_result_1052","这个问题明明难到\n我都很苦恼……\n呵呵，只能表扬你了！\n做得非常好！"
"12300109","1","2","3001","-1","20","3","4","0.01","4","7","vo_minigame_1012_result_1053","我才没有脸红呢！\n也没有喜欢聪明的人…\n也没觉得帅……\n完全没这么想哦！"
"12300110","1","2","3001","-1","20","1","5","0","5","0","vo_minigame_1012_result_1054","速度和准确度都很完美……\n无可挑剔的满分！\n你将来会成为\n非常了不起的人吧！？"
"12300112","1","2","3001","-1","20","2","5","0","5","0","vo_minigame_1012_result_1054","速度和准确度都很完美……\n无可挑剔的满分！\n你将来会成为\n非常了不起的人吧！？"
"12300114","1","2","3001","-1","20","3","5","0","5","0","vo_minigame_1012_result_1054","速度和准确度都很完美……\n无可挑剔的满分！\n你将来会成为\n非常了不起的人吧！？"
"12300116","1","2","3001","19","15","1","5","3","7","10","vo_minigame_1012_result_1056","哦哦～答对了好多呢！\n趁这个势头\n获得更多分数吧！"
"12300117","1","2","3001","19","15","1","8","0.01","8","10","vo_minigame_1012_result_1057","嗯，感觉很不错！\n好像有在好好学习呢，\n佩服佩服♪"
"12300118","1","2","3001","19","15","1","5","4.01","8","0","vo_minigame_1012_result_1058","咦，明明得了这么高的分数，\n还是不满足吗？\n这个上进心是怎么回事……\n太强了吧！"
"12300119","1","2","3001","19","15","2","8","2.83","7","10","vo_minigame_1012_result_1059","速度和正确率都很好！\n喂喂，一口气\n向最高处进发吧？"
"12300120","1","2","3001","19","15","2","10","0","10","0","vo_minigame_1012_result_1060","这个难度\n也能对答如流……\n你这家伙\n可真厉害啊！"
"12300121","1","2","3001","19","15","2","8","3.66","7","4","vo_minigame_1012_result_1061","能答对这么多，\n学习也会很开心的♪\n好，还要继续哦！"
"12300122","1","2","3001","19","15","3","5","3.28","8","0","vo_minigame_1012_result_1062","你这个成绩\n不是侥幸吧！\n能答对这么多\n真了不起！"
"12300123","1","2","3001","19","15","3","8","2.7","1","0","vo_minigame_1012_result_1063","好厉害！　这成绩很不错了！\n这个难题遇到你\n也是不堪一击吧？"
"12300124","1","2","3001","19","15","3","5","3.98","9","9","vo_minigame_1012_result_1064","你……搞不好\n比我分数还高。\n我、我也要效仿你\n好好学习才行！"
"12300131","1","2","3001","14","10","1","7","2.51","1","0","vo_minigame_1012_result_1067","嗯，好高的分数！\n但是还要继续努力哦？\n好，我们去下一题！"
"12300132","1","2","3001","14","10","1","1","4.16","7","0","vo_minigame_1012_result_1068","虽然成绩已经很优秀了，\n但是你应该做得更好！\n来，加油学习了！"
"12300133","1","2","3001","14","10","1","8","2.07","7","0","vo_minigame_1012_result_1069","嗯，还不错！\n就这样一点一点\n提高正确率吧！"
"12300134","1","2","3001","14","10","2","8","3.51","1","0","vo_minigame_1012_result_1070","明明全是难题，\n结果还是挺好的嘛！\n你答得很好，\n可以自信一点！"
"12300135","1","2","3001","14","10","2","1","0","1","0","vo_minigame_1012_result_1071","就算面对难题，基础也很重要！\n趁着这个势头\n一点一点提高分数吧！"
"12300136","1","2","3001","14","10","2","1","4.3","7","0","vo_minigame_1012_result_1072","答对了不止10题呢！\n咦，你还不满意？\n呵呵，那朝着更高的目标\n前进吧？"
"12300137","1","2","3001","14","10","3","8","4.47","7","0","vo_minigame_1012_result_1073","嗯，这种难题能得这么多分\n已经非常厉害了！\n不过，你肯定会想要\n得到更高的分数吧♪"
"12300138","1","2","3001","14","10","3","8","3.68","9","0","vo_minigame_1012_result_1074","好了，辛苦啦～\n好高的分数……\n我也得学习才行！"
"12300139","1","2","3001","14","10","3","5","3.34","1","0","vo_minigame_1012_result_1075","哦哦～答对了\n不止10题！啊\n你果然\n不是一般人～"
"12300141","1","2","3001","14","10","1","1","6.58","8","0","vo_minigame_1012_result_1077","嗯，正确率无可挑剔！\n要是答题能再快点，\n分数还会更高！\n就这样加油吧！"
"12300143","1","2","3001","14","10","2","1","6.58","8","0","vo_minigame_1012_result_1077","嗯，正确率无可挑剔！\n要是答题能再快点，\n分数还会更高！\n就这样加油吧！"
"12300145","1","2","3001","14","10","3","1","6.58","8","0","vo_minigame_1012_result_1077","嗯，正确率无可挑剔！\n要是答题能再快点，\n分数还会更高！\n就这样加油吧！"
"12300146","1","2","3001","9","5","1","1","4.24","7","0","vo_minigame_1012_result_1078","哼～嗯，答得还行。\n虽然还不错……但是我对你\n有更高更高的期待哦～"
"12300147","1","2","3001","9","5","1","7","4.74","1","0","vo_minigame_1012_result_1079","嗯，已经很努力了……\n但其实你可以答对更多的吧？\n这对你来说是必经之路！\n要不要挑战更高的分数？"
"12300148","1","2","3001","9","5","1","1","0","1","0","vo_minigame_1012_result_1080","分数虽然马马虎虎，\n自己感觉怎么样？\n要是觉得不行，\n说明还有很大的进步空间！"
"12300149","1","2","3001","9","5","2","8","2.21","1","0","vo_minigame_1012_result_1081","嗯，答得不错！\n但是你应该能得到\n更高的分数！\n再多努努力吧！"
"12300150","1","2","3001","9","5","2","3","2.46","1","0","vo_minigame_1012_result_1082","嗯～说实话很难评价啊！\n毕竟是难题，\n只要好好学习，\n分数就能提高的！"
"12300151","1","2","3001","9","5","2","3","2.94","1","0","vo_minigame_1012_result_1083","嗯……\n还不到10分啊～\n下一次以超过10分为目标\n努力一下吧？"
"12300152","1","2","3001","9","5","3","7","4.19","1","0","vo_minigame_1012_result_1084","好了，辛苦啦～\n分数马马虎虎吧！\n毕竟是超难的问题，你已经很努力了。"
"12300153","1","2","3001","9","5","3","1","0","1","0","vo_minigame_1012_result_1085","嗯，明明是这么难的问题，\n你还是做到最后了呢。\n下一次以更高的分数为目标吧？"
"12300154","1","2","3001","9","5","3","3","2.63","1","0","vo_minigame_1012_result_1086","错误有点多呢～\n但是只要好好复习做错的题，\n下一次就能正确回答了！"
"12300155","1","2","3001","4","1","1","3","5.53","1","0","vo_minigame_1012_result_1087","哎呀……分数不太行啊～\n怎么了，状态不好吗？\n下次更努力一点吧。"
"12300156","1","2","3001","4","1","1","3","0.01","3","9","vo_minigame_1012_result_1088","嗯……回答正确的题目\n太少了呢～\n要不要再增加一些\n学习时间？"
"12300157","1","2","3001","4","1","1","3","4.15","1","3","vo_minigame_1012_result_1089","嗯……你应该能得到\n更高一点的分数吧？\n多加把劲哦。\n我可是很期待你的表现呢！"
"12300158","1","2","3001","4","1","2","9","0.01","9","9","vo_minigame_1012_result_1090","嗯～对现在的你来说，\n这个问题可能太难了吧……\n可以选择简单一点的\n挑战哦？"
"12300159","1","2","3001","4","1","2","3","5.37","1","0","vo_minigame_1012_result_1091","成绩不太理想呢～\n问题太难了也没办法。\n希望你下次能更努力！"
"12300160","1","2","3001","4","1","2","3","1.44","1","0","vo_minigame_1012_result_1092","原来如此……\n不擅长的问题有点多是吗？\n再挑战一次\n试试吧～"
"12300161","1","2","3001","4","1","3","3","0","3","0","vo_minigame_1012_result_1093","嗯嗯～问题太难了吗？\n与其勉强自己一直做难题，\n不如降低难度，\n学习效率才会更高哦？"
"12300162","1","2","3001","4","1","3","3","2.91","9","3","vo_minigame_1012_result_1094","没有取得好成绩呢。\n这些问题对我来说都很难，\n你不用这么沮丧啦！\n下次再加油吧！"
"12300163","1","2","3001","4","1","3","5","2.61","1","0","vo_minigame_1012_result_1095","对不起，是不是有点太难了？\n再挑战一次也好，\n降低难度也行，\n只要你愿意我就陪着你！"
"12300164","1","2","3001","0","0","1","4","3.63","2","1","vo_minigame_1012_result_1096","我说你……\n毫无干劲吧！？\n下次再得这点分，\n我会生气的！"
"12300165","1","2","3001","0","0","1","6","4.16","2","1","vo_minigame_1012_result_1097","唉……你知道自己考了\n多少分吧？\n0分哦，0分！　你在小瞧我吗！？"
"12300166","1","2","3001","0","0","1","3","0.01","3","6","vo_minigame_1012_result_1098","呜呜～头好痛……\n都怪你啦！\n干嘛得0分啊！\n唉，这样下去要挂科了～"
"12300167","1","2","3001","0","0","2","6","5.75","2","0","vo_minigame_1012_result_1099","喂，你是认真答题的吗？\n该不会是随便乱答的吧。\n我知道了，\n再挑战一次！"
"12300168","1","2","3001","0","0","2","4","5.64","2","1","vo_minigame_1012_result_1100","你……你啊，0分哦0分！\n是我教得不好吗？\n燃起来了！\n我一定要提高你的学习能力！"
"12300169","1","2","3001","0","0","2","8","5.73","4","8","vo_minigame_1012_result_1101","等一下，可能是评分错误……\n不，评分没错。好的0分……\n呃，0分！？\n开什么玩笑——"
"12300170","1","2","3001","0","0","3","5","5.32","3","1","vo_minigame_1012_result_1102","哎呀呀……0分啊。\n毕竟问题很难嘛……\n就算这样也不该0分啊！\n至少答对一题嘛！"
"12300171","1","2","3001","0","0","3","3","2.37","9","9","vo_minigame_1012_result_1103","很遗憾0分。\n乐观一点想的话，\n现在已经是最低谷了！　谷底！\n之后就往上走吧！"
"12300172","1","2","3001","0","0","3","9","4.25","1","3","vo_minigame_1012_result_1104","相当糟糕啊。\n暂时休息一下吧？\n重新争做精神，转换思维，\n在努力一次吧！"
"13100101","1","3","1001","0","0","0","7","0","7","0","vo_minigame_1012_gamestart_100","来，开始学习吧。"
"13100102","1","3","1001","0","0","0","1","0","1","0","vo_minigame_1012_gamestart_101","好了，我来看看你学习的成果！"
"13100103","1","3","1001","0","0","0","1","1.82","7","0","vo_minigame_1012_gamestart_102","现在要考试了，来把课本合上吧！"
"13100201","1","3","1002","-1","3","0","8","0.01","8","4","vo_minigame_1012_gamestart_103","挺有干劲的嘛！"
"13100202","1","3","1002","-1","3","0","1","0","1","0","vo_minigame_1012_gamestart_104","好，再来一次！"
"13100301","1","3","1003","1","1","0","0","0","0","0","vo_minigame_1012_gamestart_105","这是普通难度！"
"13100302","1","3","1003","1","1","0","7","0","7","0","vo_minigame_1012_gamestart_106","先从基础开始！"
"13100303","1","3","1003","2","2","0","10","0","10","0","vo_minigame_1012_gamestart_107","要挑战困难问题是吧！"
"13100304","1","3","1003","2","2","0","1","0.67","8","0","vo_minigame_1012_gamestart_108","好，你一定可以答对的！"
"13100305","1","3","1003","3","3","0","5","0","5","0","vo_minigame_1012_gamestart_109","全是连我都感到棘手的难题呢！"
"13100306","1","3","1003","3","3","0","2","0","2","0","vo_minigame_1012_gamestart_110","虽然题目很难，还是要加油哦！"
"13100401","1","3","1004","0","0","0","7","0","7","0","vo_minigame_1012_gamestart_111","趁热打铁，\n是吧♪"
"13100402","1","3","1004","0","0","0","1","0","1","0","vo_minigame_1012_gamestart_112","好，再来一遍！"
"13100501","1","3","1005","0","0","0","9","0","9","0","vo_minigame_1012_gamestart_113","铃奈也想好好学习一下呢～"
"13100502","1","3","1005","0","0","0","3","0","3","0","vo_minigame_1012_gamestart_114","你是铃奈的\n老师？　哼嗯……"
"13110101","1","3","1101","0","0","0","1","0","1","0","vo_minigame_1012_start_100","问题！"
"13110102","1","3","1101","0","0","0","1","0","1","0","vo_minigame_1012_start_101","要来了哦！"
"13110103","1","3","1101","0","0","0","7","0","7","0","vo_minigame_1012_start_102","你能答对吗？"
"13110201","1","3","1102","0","0","0","2","0","2","0","vo_minigame_1012_start_103","下一题来了！"
"13110202","1","3","1102","0","0","0","1","0","1","0","vo_minigame_1012_start_104","不要放弃！"
"13110203","1","3","1102","0","0","0","1","0","1","0","vo_minigame_1012_start_105","扳回一城！"
"13110301","1","3","1103","4","2","0","1","0","1","0","vo_minigame_1012_start_106","好了，下一个！"
"13110302","1","3","1103","4","2","0","1","0","1","0","vo_minigame_1012_start_107","冷静一点！"
"13110303","1","3","1103","4","2","0","7","0","7","0","vo_minigame_1012_start_108","这题能答对吗？"
"13110304","1","3","1103","7","5","0","2","0","2","0","vo_minigame_1012_start_109","还不要松懈哦！"
"13110305","1","3","1103","7","5","0","1","0","1","0","vo_minigame_1012_start_110","好了，下一题来了！"
"13110306","1","3","1103","7","5","0","8","0","8","0","vo_minigame_1012_start_111","问题还在继续哦！"
"13110307","1","3","1103","10","8","0","2","0","2","0","vo_minigame_1012_start_112","集中精神到最后！"
"13110308","1","1","1103","10","8","0","8","0","8","0","vo_minigame_1012_start_113","最后冲刺！"
"13110309","1","1","1103","10","8","0","1","0","1","0","vo_minigame_1012_start_114","冲啊！"
