seasonpass_mission_id,mission_type,disp_group,category_icon,description,mission_condition,condition_value_1,condition_value_2,condition_value_3,condition_value_4,condition_value_5,condition_num,mission_reward_id,system_id,event_id,start_time,end_time
"1005022","2","7","192","升级装备等级5次（含专用装备、特别装备）","220020","0","0","0","0","0","5","10020002","506","10005","2024/12/31 11:00:00","2025/02/03 04:59:59"
"1005023","2","1","192","进行5次普通扭蛋十连抽取","220021","0","0","0","0","0","5","10020002","301","10005","2025/02/10 05:00:00","2025/02/24 04:59:59"
"1005024","2","8","192","提升角色品级5次","220022","0","0","0","0","0","5","10020002","505","10005","2024/12/31 11:00:00","2025/02/03 04:59:59"
"1005025","2","5","192","通关圣迹调查20次","220023","0","0","0","0","0","20","10020002","109","10005","2025/01/06 05:00:00","2025/02/03 04:59:59"
"1005026","2","21","192","购买10次玛娜","220024","0","0","0","0","0","10","10020002","208","10005","2025/02/03 05:00:00","2025/02/10 04:59:59"
"1005027","2","22","192","购买3次体力","220025","0","0","0","0","0","3","10020002","0","10005","2024/12/31 11:00:00","2025/01/06 04:59:59"
"1005028","2","23","192","主线困难关卡获得10个任意角色碎片","220026","0","0","0","0","0","10","10020002","102","10005","2024/12/31 11:00:00","2025/01/06 04:59:59"
"1005029","2","24","192","消耗500个宝石","220009","0","0","0","0","0","500","10020002","0","10005","2024/12/31 11:00:00","2025/01/13 04:59:59"
"1005030","2","25","192","消耗10个好感度道具","220027","0","0","0","0","0","10","10020002","601","10005","2025/01/06 05:00:00","2025/01/13 04:59:59"
"1005031","2","26","192","角色才能开花1次","220028","0","0","0","0","0","1","10020002","504","10005","2025/02/03 05:00:00","2025/02/10 04:59:59"
"1005033","3","10","193","通关任意地下城10次吧","220048","0","0","0","0","0","10","10020003","104","10005","2024/12/31 11:00:00","2025/02/24 04:59:59"
"1005035","3","12","193","通关露娜塔20阶吧","220032","0","0","0","0","0","20","10020003","108","10005","2024/12/31 11:00:00","2025/02/24 04:59:59"
"1005036","3","13","193","参与团队战3次","220033","0","0","0","0","0","3","10020003","107","10005","2024/12/31 11:00:00","2025/02/24 04:59:59"
"1005037","3","14","193","团队战累计获得1000000分","220034","0","0","0","0","0","1000000","10020003","107","10005","2024/12/31 11:00:00","2025/02/24 04:59:59"
"1005039","3","16","193","消耗1000张讨伐证","220036","0","0","0","0","0","1000","10020003","0","10005","2024/12/31 11:00:00","2025/02/24 04:59:59"
"1005040","3","17","193","玩家等级提升5级","220037","0","0","0","0","0","5","10020003","0","10005","2024/12/31 11:00:00","2025/02/24 04:59:59"
"1005041","3","18","193","消耗750女神的秘石","220010","0","0","0","0","0","750","10020003","207","10005","2024/12/31 11:00:00","2025/02/24 04:59:59"
"1005042","3","19","193","战斗竞技场获胜10次","220038","0","0","0","0","0","10","10020003","401","10005","2024/12/31 11:00:00","2025/02/24 04:59:59"
"1005044","4","1","194","使用安＆古蕾雅击败活动首领1次      [FF95B2]2025年1月15日00:00截止[-]","220040","181001","0","0","0","0","1","10020004","0","10005","2024/12/31 12:00:00","2025/01/14 23:59:59"
"1005045","4","2","194","使用雪菲击败活动首领1次     [FF95B2]2025年1月24日00:00截止[-]","220040","106401","120701","0","0","0","1","10020004","0","10005","2025/01/16 12:00:00","2025/01/23 23:59:59"
"1005046","4","3","194","挑战活动首领50次                  [FF95B2]2025年1月15日00:00截止[-]","220041","0","0","0","0","0","50","10020005","0","10005","2024/12/31 12:00:00","2025/01/14 23:59:59"
"1005047","4","3","194","挑战活动首领50次                  [FF95B2]2025年2月19日00:00截止[-]","220041","0","0","0","0","0","50","10020006","0","10005","2025/01/27 12:00:00","2025/02/18 23:59:59"
"1005049","4","5","194","使用可可萝击败活动首领1次        [FF95B2]2025年2月19日00:00截止[-]","220040","105901","107601","111901","115501","180501","1","10020004","0","10005","2025/02/05 12:00:00","2025/02/18 23:59:59"
"1005050","4","6","194","期间累计登陆7天吧                  [FF95B2]2025年2月7日05:00截止[-]","220047","0","0","0","0","0","7","10020008","0","10005","2025/01/31 5:00:00","2025/02/07 04:59:59"
"1005051","4","7","194","抽取公主庆典扭蛋50次               [FF95B2]2025年1月3日11:00截止[-]","220043","0","0","0","0","0","50","10020007","303","10005","2024/12/31 11:00:00","2025/01/03 10:59:59"
"1005052","4","7","194","抽取公主庆典扭蛋100次              [FF95B2]2025年1月3日11:00截止[-]","220043","0","0","0","0","0","100","10020009","303","10005","2024/12/31 11:00:00","2025/01/03 10:59:59"
"1005053","4","8","194","将安＆古蕾雅才能开花到5星         [FF95B2]2025年2月24日05:00截止[-]","220044","181001","0","0","0","0","1","10020007","505","10005","2024/12/31 11:00:00","2025/02/24 04:59:59"
"1005054","2","12","192","完成战斗竞技场战斗5次","220015","0","0","0","0","0","5","10020002","401","10005","2025/01/13 05:00:00","2025/02/17 04:59:59"
"1005055","2","2","192","完成日常任务50次","220001","0","0","0","0","0","50","10020002","0","10005","2025/02/17 05:00:00","2025/02/24 04:59:59"
"1005056","2","13","192","通关主线困难关卡20次","220006","0","0","0","0","0","20","10020002","102","10005","2025/01/20 05:00:00","2025/02/24 04:59:59"
"1005058","2","22","192","购买3次体力","220025","0","0","0","0","0","3","10020002","0","10005","2025/01/13 05:00:00","2025/01/20 04:59:59"
"1005059","2","22","192","购买3次体力","220025","0","0","0","0","0","3","10020002","0","10005","2025/01/27 05:00:00","2025/02/03 04:59:59"
"1005060","2","22","192","购买3次体力","220025","0","0","0","0","0","3","10020002","0","10005","2025/02/17 05:00:00","2025/02/24 04:59:59"
"1005061","2","23","192","主线困难关卡获得10个任意角色碎片","220026","0","0","0","0","0","10","10020002","102","10005","2025/01/13 05:00:00","2025/01/20 04:59:59"
"1005062","2","23","192","主线困难关卡获得10个任意角色碎片","220026","0","0","0","0","0","10","10020002","102","10005","2025/01/27 05:00:00","2025/02/03 04:59:59"
"1005063","2","23","192","主线困难关卡获得10个任意角色碎片","220026","0","0","0","0","0","10","10020002","102","10005","2025/02/17 05:00:00","2025/02/24 04:59:59"
"1005064","2","24","192","消耗500个宝石","220009","0","0","0","0","0","500","10020002","0","10005","2025/01/20 05:00:00","2025/01/27 04:59:59"
"1005065","2","24","192","消耗500个宝石","220009","0","0","0","0","0","500","10020002","0","10005","2025/02/10 05:00:00","2025/02/17 04:59:59"
"1005067","2","25","192","消耗10个好感度道具","220027","0","0","0","0","0","10","10020002","601","10005","2025/01/20 05:00:00","2025/01/27 04:59:59"
"1005068","2","25","192","消耗10个好感度道具","220027","0","0","0","0","0","10","10020002","601","10005","2025/02/10 05:00:00","2025/02/17 04:59:59"
