dec95607c63ec53d51051ce810416fb87cd25ec0eafb2b6d63a2ea6b440c41a7,f87608153fb0d1997f2841d2242fdd42666c6547ed2c1844a28e76755531a030,43e93ba1b468b4d9c4981237f6719bf29496bec6b3c8549f50b679ce6fb7a2bf,a65cadbe3bd8572d3487d5164bd7da45b3238e1c532f184350f4a6b6565bcbdc,a6456c700a88b907a871a7e806b6d4acd2e0faf6fcd8feb2c9fdfcddf38772f9,940a4d51710b042f48f7b6531b82834eb68c63cd902dbba1c48693e24d7eb1cc,2ed939c87ebbd2d5d5de5f047ff456d08c9a5eef64609f66da0d617d0fa3f308,9c8cd1854cb67cf0b83ce2c7a3c9be06a11d2b8877bb2ab5eaf8f0fdb9129e56,c2fbc38a5dbf9be8fa1b238504b76f290ff29fb8d6c7c24aec940757620145f5,68c281cd828a39226df791237a13f839ecb204eb24501b2a87264ef81c7e6fd5,ebecaf8da9ba804ca7fc9253d46c8d79a457ffb7a5d8e236d06bd326888651d0,b4465b7a382b98af93af3373fbc9794c02e10b562ec9b20025ba8c23f751b344,0c899a5d9505dbdd21d5a1c5afe840f1cf70b5483c1490590a03e1d6c3eabb68,5ff0e24086aa95df8f9365fe76d3625b3e2192bab860e7d729beb1bf7cc89060,d54793b0a3282bcfb8d56807e56b024c85597025e2dbc3f4e2c00722b4eeb3ff,2774e508579c413e12cc20f8f5d52d5d8eec863284012dd28f0e0e548db64f6d,c302bdbbcde3f1b2d28459861329bc8739a029129eafdd44665ff8b387c27468,40f60be4a585ad6daf2909e4527ca7783ae98bca1ed68b234b9a4b01651ee60a,a6a0c34074177038924a463383055b1ee4b527982ebea1d8f2e95da040644972,a462a0aea4201f8b5001181037354b0a3027fd02cb8d8054b5a72595a09a461a,14852a72a4e9d0237a693af49637c94d92a11c6a099d1587179d5ea137051b09,f7399c4408a80c05252578138d5cf516e5516bbc513fa5b3b5f8395b97e120ad,ee31c51fe37cba9a81dfa839a09ec2ef6c3e63455ec930d466aca89c206b943c,5a8d314a7329a72d299a2d2aaf341f2b199aa0e8264887385f203859f1ce7aff,f234db21aa4e3f3a7c4d7875480546e4324b30ac8949d3e36d228d75aa9cf03f
"100301","3","4","0","500000","15","25001","25","0","400","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0"
"100301","3","5","1","600000","15","25001","30","0","500","0","0","0","40","0","0","0","0","0","0","2","0","2","0","0"
"100401","1","1","1","100000","18","32004","50","0","60","0","14","0","0","0","0","0","0","0","0","0","0","3","0","0"
"100401","2","1","1","100000","11","31004","50","0","30","0","7","0","0","0","0","0","0","0","0","0","0","2","0","0"
"100401","3","1","0","100000","15","25001","10","0","50","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100401","3","2","0","200000","15","25001","15","0","150","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100401","3","3","0","400000","15","25001","20","0","225","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100401","3","4","0","500000","15","25001","25","0","270","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100401","3","5","1","600000","15","25001","30","0","320","0","15","0","0","0","0","0","10","0","0","0","0","5","0","0"
"100501","1","1","1","100000","18","32005","50","1500","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0"
"100501","2","1","1","100000","11","31005","50","1000","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0"
"100501","3","1","0","100000","15","25001","10","0","40","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"100501","3","2","0","200000","15","25001","15","0","80","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0"
"100501","3","3","0","400000","15","25001","20","0","120","0","6","6","0","0","0","0","0","0","0","0","0","0","0","0"
"100501","3","4","0","500000","15","25001","25","0","160","0","8","8","0","0","0","0","0","0","0","0","0","0","0","0"
"100501","3","5","1","600000","15","25001","30","0","200","0","10","10","0","0","0","0","0","0","0","0","0","5","0","0"
"100601","1","1","1","100000","18","32006","50","0","0","160","0","0","0","10","0","0","0","0","0","0","0","3","0","0"
"100601","2","1","1","100000","11","31006","50","0","0","80","0","0","0","5","0","0","0","0","0","0","0","2","0","0"
"100601","3","1","0","100000","15","25001","10","0","0","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100601","3","2","0","200000","15","25001","15","0","0","180","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"100601","3","3","0","400000","15","25001","20","0","0","270","0","0","0","10","0","0","0","0","0","0","0","0","0","0"
"100601","3","4","0","500000","15","25001","25","0","0","360","0","0","0","15","0","0","0","0","0","0","0","0","0","0"
"100601","3","5","1","600000","15","25001","30","0","0","450","0","0","0","20","0","0","0","0","0","0","0","5","0","0"
"100701","1","1","1","100000","18","32007","50","1500","0","0","10","0","0","0","0","0","4","0","0","0","0","0","0","0"
"100701","2","1","1","100000","11","31007","50","1000","0","0","15","0","0","0","0","0","5","0","0","0","0","0","0","0"
"100701","3","1","0","100000","15","25001","10","0","0","0","6","0","0","0","0","0","2","0","0","0","0","0","0","0"
"100701","3","2","0","200000","15","25001","15","0","0","0","12","0","0","0","0","0","4","0","0","0","0","0","0","0"
"100701","3","3","0","400000","15","25001","20","0","0","0","18","0","0","0","0","0","6","0","0","0","0","0","0","0"
"100701","3","4","0","500000","15","25001","25","0","0","0","24","0","0","0","0","0","8","0","0","0","0","0","0","0"
"100701","3","5","1","600000","15","25001","30","0","0","0","30","0","0","0","0","0","10","0","0","0","0","0","0","0"
"100801","1","1","1","100000","18","32008","50","0","0","240","0","0","0","0","0","0","0","0","0","0","0","5","0","0"
"100801","2","1","1","100000","11","31008","50","0","0","120","0","0","0","0","0","0","0","0","0","0","0","3","0","0"
"100801","3","1","0","100000","15","25001","10","0","0","130","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"100801","3","2","0","200000","15","25001","15","0","0","260","0","0","0","10","0","0","0","0","0","0","0","0","0","0"
"100801","3","3","0","400000","15","25001","20","0","0","390","0","0","0","15","0","0","0","0","0","0","0","0","0","0"
"100801","3","4","0","500000","15","25001","25","0","0","520","0","0","0","20","0","0","0","0","0","0","0","0","0","0"
"100801","3","5","1","600000","15","25001","30","0","0","650","0","0","0","25","0","0","0","0","0","0","0","2","1","0"
"100901","1","1","1","100000","18","32009","50","0","0","360","0","0","0","10","0","0","0","0","0","0","0","5","0","0"
"100901","2","1","1","100000","11","31009","50","0","0","180","0","0","0","10","0","0","0","0","0","0","0","3","0","0"
"100901","3","1","0","100000","15","25001","10","0","0","180","0","0","0","10","0","0","0","0","0","0","0","0","0","0"
"100901","3","2","0","200000","15","25001","15","0","0","360","0","0","0","20","0","0","0","0","0","0","0","0","0","0"
"100901","3","3","0","400000","15","25001","20","0","0","540","0","0","0","20","0","0","0","0","0","0","0","0","0","0"
"100901","3","4","0","500000","15","25001","25","0","0","720","0","0","0","30","0","0","0","0","0","0","0","0","0","0"
"100901","3","5","1","600000","15","25001","30","0","0","900","0","0","0","50","0","0","0","0","0","0","0","2","0","0"
"101001","1","1","1","100000","18","32010","50","0","0","100","0","0","0","0","0","0","0","0","0","0","10","0","0","0"
"101001","2","1","1","100000","11","31010","50","0","0","60","0","0","0","0","0","0","0","0","0","0","10","0","0","0"
"101001","3","1","0","100000","15","25001","10","0","0","20","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"101001","3","2","0","200000","15","25001","15","0","0","40","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"101001","3","3","0","400000","15","25001","20","0","0","60","6","0","0","0","0","0","0","0","0","0","0","0","0","0"
"101001","3","4","0","500000","15","25001","25","0","0","80","8","0","0","0","0","0","0","0","0","0","0","0","0","0"
"101001","3","5","1","600000","15","25001","30","0","0","100","10","0","0","0","0","0","0","0","0","0","10","0","0","0"
"101101","1","1","1","100000","18","32011","50","0","160","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0"
"101101","2","1","1","100000","11","31011","50","0","80","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0"
"101101","3","1","0","100000","15","25001","10","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"101101","3","2","0","200000","15","25001","15","0","200","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0"
"101101","3","3","0","400000","15","25001","20","0","300","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0"
"101101","3","4","0","500000","15","25001","25","0","400","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0"
"101101","3","5","1","600000","15","25001","30","0","500","0","0","0","40","0","0","0","0","0","0","2","0","2","0","0"
"101201","1","1","1","100000","18","32012","50","0","0","160","0","0","0","10","0","0","0","0","0","0","0","3","0","0"
"101201","2","1","1","100000","11","31012","50","0","0","80","0","0","0","5","0","0","0","0","0","0","0","2","0","0"
"101201","3","1","0","100000","15","25001","10","0","0","100","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"101201","3","2","0","200000","15","25001","15","0","0","200","0","0","0","10","0","0","0","0","0","0","0","0","0","0"
"101201","3","3","0","400000","15","25001","20","0","0","300","0","0","0","15","0","0","0","0","0","0","0","0","0","0"
"101201","3","4","0","500000","15","25001","25","0","0","400","0","0","0","20","0","0","0","0","0","0","0","0","0","0"
"101201","3","5","1","600000","15","25001","30","0","0","500","0","0","0","25","0","0","0","0","0","2","0","0","0","0"
"101301","1","1","1","100000","18","32013","50","0","0","160","0","0","0","10","0","0","0","0","0","0","0","3","0","0"
"101301","2","1","1","100000","11","31013","50","0","0","80","0","0","0","5","0","0","0","0","0","0","0","2","0","0"
"101301","3","1","0","100000","15","25001","10","0","0","85","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"101301","3","2","0","200000","15","25001","15","0","0","170","0","0","0","10","0","0","0","0","0","0","0","0","0","0"
"101301","3","3","0","400000","15","25001","20","0","0","255","0","0","0","15","0","0","0","0","0","0","0","0","0","0"
"101301","3","4","0","500000","15","25001","25","0","0","340","0","0","0","20","0","0","0","0","0","0","0","0","0","0"
"101301","3","5","1","600000","15","25001","30","0","0","425","0","0","0","25","0","0","0","0","0","2","0","5","0","0"
"101501","1","1","1","100000","18","32015","50","0","0","160","0","0","0","0","0","0","0","0","0","0","0","5","0","0"
"101501","2","1","1","100000","11","31015","50","0","0","80","0","0","0","0","0","0","0","0","0","0","0","3","0","0"
"101501","3","1","0","100000","15","25001","10","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"101501","3","2","0","200000","15","25001","15","0","0","220","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"101501","3","3","0","400000","15","25001","20","0","0","330","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"101501","3","4","0","500000","15","25001","25","0","0","440","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"101501","3","5","1","600000","15","25001","30","0","0","550","0","0","0","0","0","0","0","0","0","0","0","2","0","0"
"101601","1","1","1","100000","18","32016","50","0","160","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0"
"101601","2","1","1","100000","11","31016","50","0","80","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0"
"101601","3","1","0","100000","15","25001","10","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"101601","3","2","0","200000","15","25001","15","0","220","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"101601","3","3","0","400000","15","25001","20","0","330","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"101601","3","4","0","500000","15","25001","25","0","440","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"101601","3","5","1","600000","15","25001","30","0","550","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0"
"101701","1","1","1","100000","18","32017","50","0","160","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0"
"101701","2","1","1","100000","11","31017","50","0","80","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0"
"101701","3","1","0","100000","15","25001","10","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"101701","3","2","0","200000","15","25001","15","0","220","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"101701","3","3","0","400000","15","25001","20","0","330","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"101701","3","4","0","500000","15","25001","25","0","440","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"101701","3","5","1","600000","15","25001","30","0","500","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0"
"101801","1","1","1","100000","18","32018","50","0","0","100","5","5","0","0","0","0","0","0","0","0","0","0","0","0"
"101801","2","1","1","100000","11","31018","50","170","0","60","1","2","0","0","0","0","0","0","0","0","0","0","0","0"
"101801","3","1","0","100000","15","25001","10","0","0","20","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"101801","3","2","0","200000","15","25001","15","0","0","40","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"101801","3","3","0","400000","15","25001","20","0","0","60","3","3","0","0","0","0","0","0","0","0","0","0","0","0"
"101801","3","4","0","500000","15","25001","25","0","0","80","4","4","0","0","0","0","0","0","0","0","0","0","0","0"
"101801","3","5","1","600000","15","25001","30","0","0","100","6","7","0","0","0","0","0","0","0","0","0","2","0","0"
"102001","1","1","1","100000","18","32020","50","0","160","0","0","0","30","0","0","0","0","0","0","0","0","5","0","0"
"102001","2","1","1","100000","11","31020","50","0","120","0","0","0","15","0","0","0","0","0","0","0","0","3","0","0"
"102001","3","1","0","100000","15","25001","10","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"102001","3","2","0","200000","15","25001","15","0","200","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0"
"102001","3","3","0","400000","15","25001","20","0","300","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0"
"102001","3","4","0","500000","15","25001","25","0","400","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0"
"102001","3","5","1","600000","15","25001","30","0","450","0","0","0","50","0","0","0","0","0","0","0","0","2","0","10"
"102101","1","1","1","100000","18","32021","50","0","95","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0"
"102101","2","1","1","100000","11","31021","50","0","55","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0"
"102101","3","1","0","100000","15","25001","10","0","0","0","4","3","0","0","0","0","0","0","0","0","0","0","0","0"
"102101","3","2","0","200000","15","25001","15","0","10","0","8","6","0","0","0","0","0","0","0","0","0","0","0","0"
"102101","3","3","0","400000","15","25001","20","0","20","0","12","9","0","0","0","0","0","0","0","0","0","0","0","0"
"102101","3","4","0","500000","15","25001","25","0","30","0","16","12","0","0","0","0","0","0","0","0","0","0","0","0"
"102101","3","5","1","600000","15","25001","30","0","40","0","20","15","0","0","0","0","0","0","0","0","0","0","0","15"
"102201","1","1","1","100000","18","32022","50","0","0","160","0","0","0","10","0","0","0","0","0","0","0","3","0","0"
"102201","2","1","1","100000","11","31022","50","0","0","80","0","0","0","5","0","0","0","0","0","0","0","2","0","0"
"102201","3","1","0","100000","15","25001","10","0","0","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"102201","3","2","0","200000","15","25001","15","0","0","180","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"102201","3","3","0","400000","15","25001","20","0","0","270","0","0","0","10","0","0","0","0","0","0","0","0","0","0"
"102201","3","4","0","500000","15","25001","25","0","0","360","0","0","0","15","0","0","0","0","0","0","0","0","0","0"
"102201","3","5","1","600000","15","25001","30","0","0","450","0","0","0","20","0","0","0","0","0","0","0","5","0","0"
"102301","1","1","1","100000","18","32023","50","0","100","0","0","5","0","0","0","0","0","0","0","0","0","5","0","0"
"102301","2","1","1","100000","11","31023","50","0","0","0","5","0","0","0","0","0","0","0","0","0","0","5","0","0"
"102301","3","1","0","100000","15","25001","10","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0"
"102301","3","2","0","200000","15","25001","15","0","0","0","10","10","0","0","0","0","0","0","0","0","0","0","0","0"
"102301","3","3","0","400000","15","25001","20","0","0","0","15","15","0","0","0","0","0","0","0","0","0","0","0","0"
"102301","3","4","0","500000","15","25001","25","0","0","0","20","20","0","0","0","0","0","0","0","0","0","0","0","0"
"102301","3","5","1","600000","15","25001","30","0","0","0","25","25","0","0","0","0","0","0","0","0","0","0","0","0"
"102501","1","1","1","100000","18","32025","50","0","0","160","0","0","0","10","0","0","0","0","0","0","0","3","0","0"
"102501","2","1","1","100000","11","31025","50","0","0","80","0","0","0","5","0","0","0","0","0","0","0","2","0","0"
"102501","3","1","0","100000","15","25001","10","0","0","100","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"102501","3","2","0","200000","15","25001","15","0","0","200","0","0","0","10","0","0","0","0","0","0","0","0","0","0"
"102501","3","3","0","400000","15","25001","20","0","0","300","0","0","0","15","0","0","0","0","0","0","0","0","0","0"
"102501","3","4","0","500000","15","25001","25","0","0","400","0","0","0","20","0","0","0","0","0","0","0","0","0","0"
"102501","3","5","1","600000","15","25001","30","0","0","500","0","0","0","25","0","0","0","0","0","2","0","0","0","0"
"102601","1","1","1","100000","18","32026","50","0","200","0","0","0","0","0","0","0","0","0","0","0","10","5","0","0"
"102601","2","1","1","100000","11","31026","50","0","100","0","0","0","0","0","0","0","0","0","0","0","10","3","0","0"
"102601","3","1","0","100000","15","25001","10","0","50","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"102601","3","2","0","200000","15","25001","15","0","100","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"102601","3","3","0","400000","15","25001","20","0","150","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0"
"102601","3","4","0","500000","15","25001","25","0","200","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0"
"102601","3","5","1","600000","15","25001","30","0","250","0","0","10","0","0","0","0","0","0","0","0","10","2","0","0"
"102701","1","1","1","100000","18","32027","50","0","200","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0"
"102701","2","1","1","100000","11","31027","50","0","80","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0"
"102701","3","1","0","100000","15","25001","10","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"102701","3","2","0","200000","15","25001","15","0","200","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0"
"102701","3","3","0","400000","15","25001","20","0","300","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0"
"102701","3","4","0","500000","15","25001","25","0","400","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0"
"102701","3","5","1","600000","15","25001","30","0","500","0","0","0","40","0","0","0","0","0","0","2","0","2","0","0"
"102801","1","1","1","100000","18","32028","50","1500","0","0","5","5","0","0","0","0","0","0","0","0","0","5","0","0"
"102801","2","1","1","100000","11","31028","50","1000","0","0","10","10","0","0","0","0","0","0","0","0","0","0","0","0"
"102801","3","1","0","100000","15","25001","10","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"102801","3","2","0","200000","15","25001","15","0","200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"102801","3","3","0","400000","15","25001","20","0","300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"102801","3","4","0","500000","15","25001","25","0","400","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"102801","3","5","1","600000","15","25001","30","0","500","0","0","0","0","0","0","0","0","0","0","2","0","5","0","0"
"102901","1","1","1","100000","18","32029","50","1500","0","0","7","7","0","0","0","0","0","0","0","0","0","0","0","0"
"102901","2","1","1","100000","11","31029","50","1000","0","0","10","10","0","0","0","0","0","0","0","0","0","0","0","0"
"102901","3","1","0","100000","15","25001","10","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0"
"102901","3","2","0","200000","15","25001","15","0","0","0","8","8","0","0","0","0","0","0","0","0","0","0","0","0"
"102901","3","3","0","400000","15","25001","20","0","0","0","12","12","0","0","0","0","0","0","0","0","0","0","0","0"
"102901","3","4","0","500000","15","25001","25","0","0","0","16","16","0","0","0","0","0","0","0","0","0","0","0","0"
"102901","3","5","1","600000","15","25001","30","0","0","0","20","20","0","0","0","0","0","0","0","0","0","5","0","20"
"103001","1","1","1","100000","18","32030","50","0","160","0","0","0","30","0","0","0","0","0","0","0","0","5","0","0"
"103001","2","1","1","100000","11","31030","50","0","120","0","0","0","15","0","0","0","0","0","0","0","0","3","0","0"
"103001","3","1","0","100000","15","25001","10","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"103001","3","2","0","200000","15","25001","15","0","200","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0"
"103001","3","3","0","400000","15","25001","20","0","300","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0"
"103001","3","4","0","500000","15","25001","25","0","400","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0"
"103001","3","5","1","600000","15","25001","30","0","450","0","0","0","40","0","0","0","0","0","0","0","0","2","0","15"
"103101","1","1","1","100000","18","32031","50","1500","0","0","5","5","0","0","0","0","0","0","0","0","0","5","0","0"
"103101","2","1","1","100000","11","31031","50","1000","0","0","10","10","0","0","0","0","0","0","0","0","0","0","0","0"
"103101","3","1","0","100000","15","25001","10","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"103101","3","2","0","200000","15","25001","15","0","200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"103101","3","3","0","400000","15","25001","20","0","300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"103101","3","4","0","500000","15","25001","25","0","400","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"103101","3","5","1","600000","15","25001","30","0","500","0","0","0","0","0","0","0","0","0","0","2","0","5","0","0"
"103201","1","1","1","100000","18","32032","50","0","160","0","15","15","0","0","0","0","0","0","0","0","0","0","0","0"
"103201","2","1","1","100000","11","31032","50","0","80","0","10","10","0","0","0","0","0","0","0","0","0","3","0","0"
"103201","3","1","0","100000","15","25001","10","0","110","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"103201","3","2","0","200000","15","25001","15","0","220","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"103201","3","3","0","400000","15","25001","20","0","330","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"103201","3","4","0","500000","15","25001","25","0","440","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"103201","3","5","1","600000","15","25001","30","0","550","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0"
"103301","1","1","1","100000","18","32033","50","0","0","0","25","0","0","0","0","0","0","0","0","0","0","5","0","0"
"103301","2","1","1","100000","11","31033","50","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","10"
"103301","3","1","0","100000","15","25001","10","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0"
"103301","3","2","0","200000","15","25001","15","0","0","0","8","8","0","0","0","0","0","0","0","0","0","0","0","0"
"103301","3","3","0","400000","15","25001","20","0","0","0","12","12","0","0","0","0","0","0","0","0","0","0","0","0"
"103301","3","4","0","500000","15","25001","25","0","0","0","16","16","0","0","0","0","0","0","0","0","0","0","0","0"
"103301","3","5","1","600000","15","25001","30","0","200","0","18","18","0","0","0","0","0","0","0","0","0","0","0","15"
"103401","1","1","1","100000","18","32034","50","0","100","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0"
"103401","2","1","1","100000","11","31034","50","0","60","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0"
"103401","3","1","0","100000","15","25001","10","0","20","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"103401","3","2","0","200000","15","25001","15","0","40","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
