d1fcda0c72a5b5c9ffbcaae721abec24ed30501906645bc91d95447b8f638792,ec403d1e9381933f524741ac7ddf428a5befc2d3c39d260c53de8d3da096f8a9,a160b8330166061b27e664c49d628baff4e9451336fbcd00ae951039aaf7a2d7,4cca6da2ff569548f090dac0c1ffbc0bea98cc1f0a57210018495c29bef5a839,83f3da75d611414adab2d87b401ab7ba01960c3a1e6b7762fb1004f4e5a74d3c,e480e130c3d0a62fd77dd5076eb35a683192444ca1e34fead9d659bfbef9b174,d6e831befca81c68b28a8a7754194dfd5bb4ad15f241269d34a2484beb9eaa06,cd8e8932b54fed00fc8f881659268f2a872963bbf45e3b598b348fba297a8cf2,b1a5fca50d062c263940b67e553ea8ebddbcf9962a0e46507c033eaca9f8038e,8716601f73f94d1bd493b737e5c1b40a3f88395ee36e9049b0049f6f36bb4f74,74e9c9056952a6d610caa5a3c4b3f2b554d47810d8f4a4b0b90257f9c8a21593,63a35a12b8fa6851b5807d4151502aebf47dbf07ec42ed01d678cb07b933c5b1,b63bb51898a4555131dc8cb1e22b47b33060c30f4b3ce5777d186068d15e46c6,2d4ef2451c62ddf85cf807bf7a6c881677ab8114c04f0dd74d257373d41a2aee
"37","44","2000","103","40","1","-1","2020/07/06 5:00:00","2020/07/16 4:59:59","0","0","0","0","1"
"38","45","2000","104","40","1","-1","2020/07/13 5:00:00","2020/07/24 4:59:59","0","0","0","0","1"
"39","151","1500","6004","80","1","-1","2020/07/06 11:00:00","2020/07/25 23:59:59","0","0","0","0","1"
"40","152","1500","6005","80","1","-1","2020/07/06 11:00:00","2020/07/25 23:59:59","0","0","0","0","1"
"41","131","2000","6004","30","1","-1","2020/07/06 11:00:00","2020/07/10 4:59:49","0","0","0","0","1"
"42","141","2000","6004","40","1","-1","2020/07/06 11:00:00","2020/07/10 4:59:49","0","0","0","0","1"
"43","132","2000","6005","30","1","-1","2020/07/06 11:00:00","2020/07/10 4:59:49","0","0","0","0","1"
"44","142","2000","6005","40","1","-1","2020/07/06 11:00:00","2020/07/10 4:59:49","0","0","0","0","1"
"45","31","2000","101","30","1","-1","2020/07/23 5:00:00","2020/07/29 4:59:59","0","0","0","0","1"
"46","41","2000","101","40","1","-1","2020/07/23 5:00:00","2020/07/29 4:59:59","0","0","0","0","1"
"47","32","2000","102","30","1","-1","2020/07/29 5:00:00","2020/08/04 4:59:59","0","0","0","0","1"
"48","42","2000","102","40","1","-1","2020/07/29 5:00:00","2020/08/04 4:59:59","0","0","0","0","1"
"49","34","2000","103","30","1","-1","2020/08/02 5:00:00","2020/08/12 4:59:59","0","0","0","0","1"
"50","44","2000","103","40","1","-1","2020/08/02 5:00:00","2020/08/12 4:59:59","0","0","0","0","1"
"51","151","1500","6004","80","1","-1","2020/08/03 11:00:00","2020/08/22 23:59:59","0","0","0","0","1"
"52","152","1500","6005","80","1","-1","2020/08/03 11:00:00","2020/08/22 23:59:59","0","0","0","0","1"
"53","131","2000","6004","30","1","-1","2020/08/03 11:00:00","2020/08/07 4:59:49","0","0","0","0","1"
"54","141","2000","6004","40","1","-1","2020/08/03 11:00:00","2020/08/07 4:59:49","0","0","0","0","1"
"55","132","2000","6005","30","1","-1","2020/08/03 11:00:00","2020/08/07 4:59:49","0","0","0","0","1"
"56","142","2000","6005","40","1","-1","2020/08/03 11:00:00","2020/08/07 4:59:49","0","0","0","0","1"
"57","45","2000","104","40","1","-1","2020/08/11 5:00:00","2020/08/21 4:59:59","0","0","0","0","1"
"58","34","3000","103","30","1","-1","2020/08/13 5:00:00","2020/08/19 4:59:59","0","0","0","0","1"
"59","44","3000","103","40","1","-1","2020/08/13 5:00:00","2020/08/19 4:59:59","0","0","0","0","1"
"60","31","3000","101","30","1","-1","2020/08/19 5:00:00","2020/08/24 4:59:59","0","0","0","0","1"
"61","41","3000","101","40","1","-1","2020/08/19 5:00:00","2020/08/24 4:59:59","0","0","0","0","1"
"62","32","3000","102","30","1","-1","2020/08/24 5:00:00","2020/08/30 4:59:59","0","0","0","0","1"
"63","42","3000","102","40","1","-1","2020/08/24 5:00:00","2020/08/30 4:59:59","0","0","0","0","1"
"64","34","2000","103","30","1","-1","2020/08/30 5:00:00","2020/09/08 4:59:59","0","0","0","0","1"
"65","44","2000","103","40","1","-1","2020/08/30 5:00:00","2020/09/08 4:59:59","0","0","0","0","1"
"66","151","1500","6004","80","1","-1","2020/08/30 11:00:00","2020/09/19 23:59:59","0","0","0","0","1"
"67","152","1500","6005","80","1","-1","2020/08/30 11:00:00","2020/09/19 23:59:59","0","0","0","0","1"
"68","131","2000","6004","30","1","-1","2020/08/30 11:00:00","2020/09/03 4:59:59","0","0","0","0","1"
"69","141","2000","6004","40","1","-1","2020/08/30 11:00:00","2020/09/03 4:59:59","0","0","0","0","1"
"70","132","2000","6005","30","1","-1","2020/08/30 11:00:00","2020/09/03 4:59:59","0","0","0","0","1"
"71","142","2000","6005","40","1","-1","2020/08/30 11:00:00","2020/09/03 4:59:59","0","0","0","0","1"
"72","45","2000","104","40","1","-1","2020/09/08 5:00:00","2020/09/17 4:59:59","0","0","0","0","1"
"73","31","2000","101","30","1","-1","2020/09/17 5:00:00","2020/09/22 4:59:59","0","0","0","0","1"
"74","41","2000","101","40","1","-1","2020/09/17 5:00:00","2020/09/22 4:59:59","0","0","0","0","1"
"75","32","2000","102","30","1","-1","2020/09/22 5:00:00","2020/09/28 4:59:59","0","0","0","0","1"
"76","42","2000","102","40","1","-1","2020/09/22 5:00:00","2020/09/28 4:59:59","0","0","0","0","1"
"77","34","2000","103","30","1","-1","2020/09/28 5:00:00","2020/10/08 4:59:59","0","0","0","0","1"
"78","44","2000","103","40","1","-1","2020/09/28 5:00:00","2020/10/08 4:59:59","0","0","0","0","1"
"79","151","1500","6004","80","1","-1","2020/09/28 9:00:00","2020/10/17 23:59:59","0","0","0","0","1"
"80","152","1500","6005","80","1","-1","2020/09/28 9:00:00","2020/10/17 23:59:59","0","0","0","0","1"
"81","131","2000","6004","30","1","-1","2020/09/28 9:00:00","2020/10/01 4:59:59","0","0","0","0","1"
"82","141","2000","6004","40","1","-1","2020/09/28 9:00:00","2020/10/01 4:59:59","0","0","0","0","1"
"83","132","2000","6005","30","1","-1","2020/09/28 9:00:00","2020/10/01 4:59:59","0","0","0","0","1"
"84","142","2000","6005","40","1","-1","2020/09/28 9:00:00","2020/10/01 4:59:59","0","0","0","0","1"
"85","37","2000","109","30","1","-1","2020/10/01 5:00:00","2020/10/08 4:59:59","0","0","0","0","1"
"86","45","2000","104","40","1","-1","2020/10/08 5:00:00","2020/10/17 4:59:59","0","0","0","0","1"
"87","31","3000","101","30","1","-1","2020/10/15 5:00:00","2020/10/20 4:59:59","0","0","0","0","1"
"88","41","3000","101","40","1","-1","2020/10/15 5:00:00","2020/10/20 4:59:59","0","0","0","0","1"
"89","32","3000","102","30","1","-1","2020/10/20 5:00:00","2020/10/26 4:59:59","0","0","0","0","1"
"90","42","3000","102","40","1","-1","2020/10/20 5:00:00","2020/10/26 4:59:59","0","0","0","0","1"
"91","34","3000","103","30","1","-1","2020/10/26 5:00:00","2020/11/06 4:59:59","0","0","0","0","1"
"92","44","3000","103","40","1","-1","2020/10/26 5:00:00","2020/11/06 4:59:59","0","0","0","0","1"
"93","151","1500","6004","80","1","-1","2020/10/26 11:00:00","2020/11/14 23:59:59","0","0","0","0","1"
"94","152","1500","6005","80","1","-1","2020/10/26 11:00:00","2020/11/14 23:59:59","0","0","0","0","1"
"95","131","2000","6004","30","1","-1","2020/10/26 11:00:00","2020/10/29 4:59:59","0","0","0","0","1"
"96","141","2000","6004","40","1","-1","2020/10/26 11:00:00","2020/10/29 4:59:59","0","0","0","0","1"
"97","132","2000","6005","30","1","-1","2020/10/26 11:00:00","2020/10/29 4:59:59","0","0","0","0","1"
"98","142","2000","6005","40","1","-1","2020/10/26 11:00:00","2020/10/29 4:59:59","0","0","0","0","1"
"99","31","2000","101","30","1","-1","2020/11/01 5:00:00","2020/11/06 4:59:59","0","0","0","0","1"
"100","41","2000","101","40","1","-1","2020/11/01 5:00:00","2020/11/06 4:59:59","0","0","0","0","1"
"101","45","2000","104","40","1","-1","2020/11/06 5:00:00","2020/11/16 4:59:59","0","0","0","0","1"
"102","31","2000","101","30","1","-1","2020/11/12 5:00:00","2020/11/17 4:59:59","0","0","0","0","1"
"103","41","2000","101","40","1","-1","2020/11/12 5:00:00","2020/11/17 4:59:59","0","0","0","0","1"
"104","32","2000","102","30","1","-1","2020/11/17 5:00:00","2020/11/23 4:59:59","0","0","0","0","1"
"105","42","2000","102","40","1","-1","2020/11/17 5:00:00","2020/11/23 4:59:59","0","0","0","0","1"
"106","34","2000","103","30","1","-1","2020/11/23 5:00:00","2020/12/03 4:59:59","0","0","0","0","1"
"107","44","2000","103","40","1","-1","2020/11/23 5:00:00","2020/12/03 4:59:59","0","0","0","0","1"
"108","151","1500","6004","80","1","-1","2020/11/23 11:00:00","2020/12/07 23:59:59","0","0","0","0","1"
"109","152","1500","6005","80","1","-1","2020/11/23 11:00:00","2020/12/07 23:59:59","0","0","0","0","1"
"110","45","2000","104","40","1","-1","2020/12/03 5:00:00","2020/12/13 4:59:59","0","0","0","0","1"
"111","31","2000","101","30","1","-1","2020/12/10 5:00:00","2020/12/15 4:59:59","0","0","0","0","1"
"112","41","2000","101","40","1","-1","2020/12/10 5:00:00","2020/12/15 4:59:59","0","0","0","0","1"
"113","32","2000","102","30","1","-1","2020/12/15 5:00:00","2020/12/20 4:59:59","0","0","0","0","1"
"114","42","2000","102","40","1","-1","2020/12/15 5:00:00","2020/12/20 4:59:59","0","0","0","0","1"
"115","34","2000","103","30","1","-1","2020/12/20 5:00:00","2020/12/30 4:59:59","0","0","0","0","1"
"116","44","2000","103","40","1","-1","2020/12/20 5:00:00","2020/12/30 4:59:59","0","0","0","0","1"
"117","45","2000","104","40","1","-1","2020/12/30 5:00:00","2021/01/09 4:59:59","0","0","0","0","1"
"118","151","1500","6004","80","1","-1","2020/12/20 11:00:00","2021/01/03 23:59:59","0","0","0","0","1"
"119","152","1500","6005","80","1","-1","2020/12/20 11:00:00","2021/01/03 23:59:59","0","0","0","0","1"
"120","31","2000","101","30","1","-1","2021/01/09 5:00:00","2021/01/14 4:59:59","0","0","0","0","1"
"121","41","2000","101","40","1","-1","2021/01/09 5:00:00","2021/01/14 4:59:59","0","0","0","0","1"
"122","32","2000","102","30","1","-1","2021/01/14 5:00:00","2021/01/19 4:59:59","0","0","0","0","1"
"123","42","2000","102","40","1","-1","2021/01/14 5:00:00","2021/01/19 4:59:59","0","0","0","0","1"
"124","151","1500","6004","80","1","-1","2021/01/18 9:00:00","2021/02/01 23:59:59","0","0","0","0","1"
"125","152","1500","6005","80","1","-1","2021/01/18 9:00:00","2021/02/01 23:59:59","0","0","0","0","1"
"126","34","2000","103","30","1","-1","2021/01/19 5:00:00","2021/01/29 4:59:59","0","0","0","0","1"
"127","44","2000","103","40","1","-1","2021/01/19 5:00:00","2021/01/29 4:59:59","0","0","0","0","1"
"128","45","2000","104","40","1","-1","2021/01/29 5:00:00","2021/02/08 4:59:59","0","0","0","0","1"
"129","31","2000","101","30","1","-1","2021/01/27 5:00:00","2021/02/02 4:59:59","0","0","0","0","1"
"130","41","2000","101","40","1","-1","2021/01/27 5:00:00","2021/02/02 4:59:59","0","0","0","0","1"
"131","31","3000","101","30","1","-1","2021/02/02 5:00:00","2021/02/10 4:59:59","0","0","0","0","1"
"132","41","3000","101","40","1","-1","2021/02/02 5:00:00","2021/02/10 4:59:59","0","0","0","0","1"
"133","32","3000","102","30","1","-1","2021/02/10 5:00:00","2021/02/14 4:59:59","0","0","0","0","1"
"134","42","3000","102","40","1","-1","2021/02/10 5:00:00","2021/02/14 4:59:59","0","0","0","0","1"
"135","34","3000","103","30","1","-1","2021/02/11 5:00:00","2021/02/21 4:59:59","0","0","0","0","1"
"136","44","3000","103","40","1","-1","2021/02/11 5:00:00","2021/02/21 4:59:59","0","0","0","0","1"
"137","31","2000","101","30","1","-1","2021/02/21 5:00:00","2021/02/26 4:59:59","0","0","0","0","1"
"138","41","2000","101","40","1","-1","2021/02/21 5:00:00","2021/02/26 4:59:59","0","0","0","0","1"
"139","31","3000","101","30","1","-1","2021/02/26 5:00:00","2021/03/09 4:59:59","0","0","0","0","1"
"140","41","3000","101","40","1","-1","2021/02/26 5:00:00","2021/03/09 4:59:59","0","0","0","0","1"
"141","45","2000","104","40","1","-1","2021/02/22 5:00:00","2021/03/04 4:59:59","0","0","0","0","1"
"142","151","1500","6004","80","1","-1","2021/02/14 11:00:00","2021/02/28 23:59:59","0","0","0","0","1"
"143","152","1500","6005","80","1","-1","2021/02/14 11:00:00","2021/02/28 23:59:59","0","0","0","0","1"
"144","32","3000","102","30","1","-1","2021/03/09 5:00:00","2021/03/15 4:59:59","0","0","0","0","1"
"145","42","3000","102","40","1","-1","2021/03/09 5:00:00","2021/03/15 4:59:59","0","0","0","0","1"
"146","34","2000","103","30","1","-1","2021/03/15 5:00:00","2021/03/25 4:59:59","0","0","0","0","1"
"147","44","2000","103","40","1","-1","2021/03/15 5:00:00","2021/03/25 4:59:59","0","0","0","0","1"
"148","45","2000","104","40","1","-1","2021/03/25 5:00:00","2021/04/04 4:59:59","0","0","0","0","1"
"149","151","1500","6004","80","1","-1","2021/03/15 11:00:00","2021/03/29 23:59:59","0","0","0","0","1"
"150","152","1500","6005","80","1","-1","2021/03/15 11:00:00","2021/03/29 23:59:59","0","0","0","0","1"
"151","34","2000","103","30","1","-1","2021/04/01 5:00:00","2021/04/06 4:59:59","0","0","0","0","1"
"152","44","2000","103","40","1","-1","2021/04/01 5:00:00","2021/04/06 4:59:59","0","0","0","0","1"
"153","34","2000","103","30","1","-1","2021/04/17 5:00:00","2021/04/27 4:59:59","0","0","0","0","1"
"154","44","2000","103","40","1","-1","2021/04/17 5:00:00","2021/04/27 4:59:59","0","0","0","0","1"
"155","31","2000","101","30","1","-1","2021/04/01 5:00:00","2021/04/08 4:59:59","0","0","0","0","1"
"156","41","2000","101","40","1","-1","2021/04/01 5:00:00","2021/04/08 4:59:59","0","0","0","0","1"
"157","37","2000","109","30","1","-1","2021/04/08 5:00:00","2021/04/13 4:59:59","0","0","0","0","1"
"158","32","2000","102","30","1","-1","2021/04/08 5:00:00","2021/04/13 4:59:59","0","0","0","0","1"
"159","42","2000","102","40","1","-1","2021/04/08 5:00:00","2021/04/13 4:59:59","0","0","0","0","1"
"160","31","2000","101","30","1","-1","2021/04/13 5:00:00","2021/04/17 4:59:59","0","0","0","0","1"
"161","41","2000","101","40","1","-1","2021/04/13 5:00:00","2021/04/17 4:59:59","0","0","0","0","1"
"162","45","2000","104","40","1","-1","2021/04/22 5:00:00","2021/05/02 4:59:59","0","0","0","0","1"
"163","31","2000","101","30","1","-1","2021/04/22 5:00:00","2021/04/25 4:59:59","0","0","0","0","1"
"164","41","2000","101","40","1","-1","2021/04/22 5:00:00","2021/04/25 4:59:59","0","0","0","0","1"
"165","37","2000","109","30","1","-1","2021/04/25 5:00:00","2021/04/29 4:59:59","0","0","0","0","1"
"166","151","1500","6004","80","1","-1","2021/04/17 9:00:00","2021/05/01 23:59:59","0","0","0","0","1"
"167","152","1500","6005","80","1","-1","2021/04/17 9:00:00","2021/05/01 23:59:59","0","0","0","0","1"
"168","31","3000","101","30","1","-1","2021/05/02 5:00:00","2021/05/07 4:59:59","0","0","0","0","1"
"169","41","3000","101","40","1","-1","2021/05/02 5:00:00","2021/05/07 4:59:59","0","0","0","0","1"
"170","34","2000","103","30","1","-1","2021/05/07 5:00:00","2021/05/11 4:59:59","0","0","0","0","1"
"171","44","2000","103","40","1","-1","2021/05/07 5:00:00","2021/05/11 4:59:59","0","0","0","0","1"
"172","32","3000","102","30","1","-1","2021/05/07 5:00:00","2021/05/12 4:59:59","0","0","0","0","1"
"173","42","3000","102","40","1","-1","2021/05/07 5:00:00","2021/05/12 4:59:59","0","0","0","0","1"
"174","31","2000","101","30","1","-1","2021/05/12 5:00:00","2021/05/15 4:59:59","0","0","0","0","1"
"175","41","2000","101","40","1","-1","2021/05/12 5:00:00","2021/05/15 4:59:59","0","0","0","0","1"
"176","34","2000","103","30","1","-1","2021/05/15 5:00:00","2021/05/20 4:59:59","0","0","0","0","1"
"177","44","2000","103","40","1","-1","2021/05/15 5:00:00","2021/05/20 4:59:59","0","0","0","0","1"
"178","32","2000","102","30","1","-1","2021/05/15 5:00:00","2021/05/22 4:59:59","0","0","0","0","1"
"179","42","2000","102","40","1","-1","2021/05/15 5:00:00","2021/05/22 4:59:59","0","0","0","0","1"
"180","251","1500","7004","80","1","-1","2021/05/04 11:00:00","2021/05/11 23:59:59","0","0","0","0","1"
"181","252","1500","7005","80","1","-1","2021/05/04 11:00:00","2021/05/11 23:59:59","0","0","0","0","1"
"182","151","1500","6004","80","1","-1","2021/05/15 9:00:00","2021/05/27 23:59:59","0","0","0","0","1"
"183","152","1500","6005","80","1","-1","2021/05/15 9:00:00","2021/05/27 23:59:59","0","0","0","0","1"
"184","45","2000","104","40","1","-1","2021/05/20 5:00:00","2021/05/25 4:59:59","0","0","0","0","1"
"185","34","2000","103","30","1","-1","2021/05/25 5:00:00","2021/05/29 4:59:59","0","0","0","0","1"
"186","44","2000","103","40","1","-1","2021/05/25 5:00:00","2021/05/29 4:59:59","0","0","0","0","1"
"187","31","2000","101","30","1","-1","2021/05/25 5:00:00","2021/05/28 4:59:59","0","0","0","0","1"
"188","41","2000","101","40","1","-1","2021/05/25 5:00:00","2021/05/28 4:59:59","0","0","0","0","1"
"189","37","2000","109","30","1","-1","2021/05/28 5:00:00","2021/06/01 4:59:59","0","0","0","0","1"
"190","34","2000","103","30","1","-1","2021/05/31 5:00:00","2021/06/05 4:59:59","0","0","0","0","1"
"191","44","2000","103","40","1","-1","2021/05/31 5:00:00","2021/06/05 4:59:59","0","0","0","0","1"
"192","31","2000","101","30","1","-1","2021/06/01 5:00:00","2021/06/08 4:59:59","0","0","0","0","1"
"193","41","2000","101","40","1","-1","2021/06/01 5:00:00","2021/06/08 4:59:59","0","0","0","0","1"
"194","45","2000","104","40","1","-1","2021/05/29 5:00:00","2021/06/08 4:59:59","0","0","0","0","1"
"195","251","1500","7004","80","1","-1","2021/05/28 9:00:00","2021/06/04 23:59:59","0","0","0","0","1"
"196","252","1500","7005","80","1","-1","2021/05/28 9:00:00","2021/06/04 23:59:59","0","0","0","0","1"
"197","32","2000","102","30","1","-1","2021/06/08 5:00:00","2021/06/14 4:59:59","0","0","0","0","1"
"198","42","2000","102","40","1","-1","2021/06/08 5:00:00","2021/06/14 4:59:59","0","0","0","0","1"
"199","34","2000","103","30","1","-1","2021/06/14 5:00:00","2021/06/25 4:59:59","0","0","0","0","1"
"200","44","2000","103","40","1","-1","2021/06/14 5:00:00","2021/06/25 4:59:59","0","0","0","0","1"
"201","31","2000","101","30","1","-1","2021/06/19 5:00:00","2021/06/23 4:59:59","0","0","0","0","1"
"202","41","2000","101","40","1","-1","2021/06/19 5:00:00","2021/06/23 4:59:59","0","0","0","0","1"
"203","31","2000","101","30","1","-1","2021/06/26 5:00:00","2021/07/04 4:59:59","0","0","0","0","1"
"204","41","2000","101","40","1","-1","2021/06/26 5:00:00","2021/07/04 4:59:59","0","0","0","0","1"
"205","45","2000","104","40","1","-1","2021/06/23 5:00:00","2021/07/03 4:59:59","0","0","0","0","1"
"206","34","2000","103","30","1","-1","2021/06/27 5:00:00","2021/07/01 4:59:59","0","0","0","0","1"
"207","44","2000","103","40","1","-1","2021/06/27 5:00:00","2021/07/01 4:59:59","0","0","0","0","1"
"208","151","1500","6004","80","1","-1","2021/06/14 11:00:00","2021/06/26 23:59:59","0","0","0","0","1"
"209","152","1500","6005","80","1","-1","2021/06/14 11:00:00","2021/06/26 23:59:59","0","0","0","0","1"
"210","37","2000","109","30","1","-1","2021/07/03 5:00:00","2021/07/09 4:59:59","0","0","0","0","1"
"211","32","2000","102","30","1","-1","2021/07/03 5:00:00","2021/07/09 4:59:59","0","0","0","0","1"
"212","42","2000","102","40","1","-1","2021/07/03 5:00:00","2021/07/09 4:59:59","0","0","0","0","1"
"213","31","2000","101","30","1","-1","2021/07/09 5:00:00","2021/07/12 4:59:59","0","0","0","0","1"
"214","41","2000","101","40","1","-1","2021/07/09 5:00:00","2021/07/12 4:59:59","0","0","0","0","1"
"215","34","2000","103","30","1","-1","2021/07/12 5:00:00","2021/07/18 4:59:59","0","0","0","0","1"
"216","44","2000","103","40","1","-1","2021/07/12 5:00:00","2021/07/18 4:59:59","0","0","0","0","1"
"217","251","1500","7004","80","1","-1","2021/06/28 9:00:00","2021/07/05 23:59:59","0","0","0","0","1"
"218","252","1500","7005","80","1","-1","2021/06/28 9:00:00","2021/07/05 23:59:59","0","0","0","0","1"
"219","31","2000","101","30","1","-1","2021/07/15 5:00:00","2021/07/20 4:59:59","0","0","0","0","1"
"220","41","2000","101","40","1","-1","2021/07/15 5:00:00","2021/07/20 4:59:59","0","0","0","0","1"
"221","37","2000","109","30","1","-1","2021/07/20 5:00:00","2021/07/24 4:59:59","0","0","0","0","1"
"222","45","2000","104","40","1","-1","2021/07/22 5:00:00","2021/08/01 4:59:59","0","0","0","0","1"
"223","151","1500","6004","80","1","-1","2021/07/12 11:00:00","2021/07/26 23:59:59","0","0","0","0","1"
"224","152","1500","6005","80","1","-1","2021/07/12 11:00:00","2021/07/26 23:59:59","0","0","0","0","1"
"225","34","2000","103","30","1","-1","2021/07/24 5:00:00","2021/08/02 4:59:59","0","0","0","0","1"
"226","44","2000","103","40","1","-1","2021/07/24 5:00:00","2021/08/02 4:59:59","0","0","0","0","1"
"227","31","2000","101","30","1","-1","2021/07/24 5:00:00","2021/07/31 4:59:59","0","0","0","0","1"
"228","41","2000","101","40","1","-1","2021/07/24 5:00:00","2021/07/31 4:59:59","0","0","0","0","1"
"229","32","2000","102","30","1","-1","2021/07/31 5:00:00","2021/08/06 4:59:59","0","0","0","0","1"
"230","42","2000","102","40","1","-1","2021/07/31 5:00:00","2021/08/06 4:59:59","0","0","0","0","1"
"231","37","2000","109","30","1","-1","2021/08/03 5:00:00","2021/08/06 4:59:59","0","0","0","0","1"
"232","31","2000","101","30","1","-1","2021/08/06 5:00:00","2021/08/09 4:59:59","0","0","0","0","1"
"233","41","2000","101","40","1","-1","2021/08/06 5:00:00","2021/08/09 4:59:59","0","0","0","0","1"
"234","34","2000","103","30","1","-1","2021/08/09 5:00:00","2021/08/15 4:59:59","0","0","0","0","1"
"235","44","2000","103","40","1","-1","2021/08/09 5:00:00","2021/08/15 4:59:59","0","0","0","0","1"
