8992bf6c1cb1379fb8cd23a18bc73ab0fd10b44818d3b717a64c5bfc88390f17,cd4a14cb43e125b83a9ad9d45c0254f0aafe66d737627e29485aa6da52871988,f6ef5014c96199dabaa7a5f5d3b75ea6662c27467d936bbae31fbae09d94fb64,1cef2668007935cdc4a42257c3a025e56add03040dcde2e8ac83f6c0f94c7917,7a9a2aa91a7a6da4977b1fd861151c63760a3645a202ecfbbb02efe923545283,326e7b9d014e48946ae82bfa8987c4bbad0edc1ad96258fc7f8cec83e1bd37fc,7d85f177b8a539d623a80a17222d1131882b429bbdace026013607e982b37621,aec02b9b0cac2b067f7e2a772f89b91afe08bd6db9936ae4341c61be03770c93,1e50b822f3cb64452d2c8068b4d18a04cf6ecc360a14b732a7f7ca18b4b33998,f49ef0b4ba2a42d912e75ada6e61cca8e7dc487fb9f248970f65d582f32aefc4,12be495fda6787ae321eb0bf690e0c1c470cd58965473bcd9be88863a4b00e11
"38","40001","2","8","91002","150","107601","可可萝","得益于主人的聪明才智，\n我们才能迎来这个纪念日\n真不愧是主人\n了不起，了不起♪","1","0"
"39","40001","3","8","91002","150","107801","凯露","你干得不错嘛！\n让我有点……稍微……还、还是\n对你刮目相看了\n表扬你一下♪","1","0"
"40","40001","4","8","91002","150","107701","铃莓","对于你我来说，\n今天是个特别的日子\n因为有你的支持，\n我才能努力下去！","1","0"
"41","40001","5","8","91002","150","107901","珠希","今天对你来说\n是特别的纪念日喵\n一直很感谢\n你的努力喵～♪","1","0"
"42","40001","6","8","91002","150","107501","佩可莉姆","呜～刨冰吃太多，\n身体好冷……\n用你的体温来温暖我吧！\n抱紧——♪","2","0"
"43","40001","7","8","91002","150","107601","可可萝","都说夏季充满了危险……\n可是，我会好好\n守护主人的","2","0"
"44","40001","8","8","91002","150","107801","凯露","嗯～为什么会变成要和你\n度过一整个夏天呢……\n不过，还挺开心的，就这样吧！\n走，接下来去哪儿玩呢！","2","0"
"45","40001","9","8","91002","150","107701","铃莓","和你度过的第一个夏天……\n我现在好期待啊\n快乐又美好的回忆，\n又要增加一个了呢♪","2","0"
"46","40001","10","8","91002","150","107901","珠希","本来夏天是最能赚钱的时期，\n但是今年我想和你一起度过喵\n你愿意和我一起\n增加快乐的回忆吗喵？","2","0"
"57","40003","1","8","91002","150","0","","","0","0"
"58","40003","2","8","91002","150","0","","","0","0"
"59","40003","3","8","91002","150","0","","","0","0"
"60","40003","4","8","91002","150","0","","","0","0"
"61","40003","5","8","91002","150","0","","","0","0"
"62","40003","6","8","91002","150","0","","","0","0"
"63","40003","7","8","91002","150","0","","","0","0"
"64","40003","8","8","91002","150","0","","","0","0"
"65","40003","9","8","91002","150","0","","","0","0"
"66","40003","10","8","91002","150","0","","","0","0"
"67","40004","1","8","91002","150","0","","","0","0"
"68","40004","2","8","91002","150","0","","","0","0"
"69","40004","3","8","91002","150","0","","","0","0"
"70","40004","4","8","91002","150","0","","","0","0"
"71","40004","5","8","91002","150","0","","","0","0"
"72","40004","6","8","91002","150","0","","","0","0"
"73","40004","7","8","91002","150","0","","","0","0"
"74","40004","8","8","91002","150","0","","","0","0"
"75","40004","9","8","91002","150","0","","","0","0"
"76","40004","10","8","91002","150","0","","","0","0"
"77","40005","1","8","91002","150","0","","","0","0"
"87","70000","1","8","91002","500","0","","","0","0"
"88","70000","2","8","91002","500","0","","","0","0"
"89","70001","1","8","91002","300","0","","","0","0"
"90","70001","2","8","91002","300","0","","","0","0"
"91","70001","3","8","91002","300","0","","","0","0"
"92","80001","1","8","91002","100","101201","初音","","1","500213"
"93","80001","2","8","91002","100","103601","镜华","","1","500193"
"94","80001","3","8","91002","100","101001","真步","","1","500263"
"95","80001","4","8","91002","100","102501","铃莓","","1","500164"
"96","80001","5","8","91002","100","104601","珠希","","1","500284"
"97","80001","6","8","91002","100","103201","秋乃","","1","500070"
"98","80001","7","8","91002","100","107101","克莉丝提娜","","1","500096"
"99","80001","8","8","91002","100","103701","智","","1","500096"
"100","80001","9","8","91002","100","100701","宫子","","1","500264"
"101","80001","10","8","91002","100","100901","杏奈","","1","500143"
"102","80001","11","8","91002","100","105601","流夏","","1","500143"
"103","80001","12","8","91002","100","102101","胡桃","","1","500114"
"104","80001","13","8","91002","100","101101","璃乃","","1","500600"
"105","80001","14","8","91002","100","100201","优衣","","1","500040"
"106","80001","15","8","91002","100","105801","佩可莉姆","","1","500033"
"107","70002","1","8","91002","500","0","","","0","0"
"108","70002","2","8","91002","500","0","","","0","0"
"109","70003","1","8","91002","300","0","","","0","0"
"110","70003","2","8","91002","300","0","","","0","0"
"111","70003","3","8","91002","300","0","","","0","0"
"112","80002","1","8","91002","100","0","","","0","0"
"113","80002","2","8","91002","100","0","","","0","0"
"114","80002","3","8","91002","100","0","","","0","0"
"115","80002","4","8","91002","100","0","","","0","0"
"116","80002","5","8","91002","100","0","","","0","0"
"117","80002","6","8","91002","100","0","","","0","0"
"118","80002","7","8","91002","100","0","","","0","0"
"119","80002","8","8","91002","100","0","","","0","0"
"120","80002","9","8","91002","100","0","","","0","0"
"121","80002","10","8","91002","100","0","","","0","0"
"122","80002","11","8","91002","100","0","","","0","0"
"123","80002","12","8","91002","100","0","","","0","0"
"124","80002","13","8","91002","100","0","","","0","0"
"125","80002","14","8","91002","100","0","","","0","0"
"126","80002","15","8","91002","100","0","","","0","0"
"137","40007","1","8","91002","150","0","","","0","0"
"138","40007","2","8","91002","150","0","","","0","0"
"139","40007","3","8","91002","150","0","","","0","0"
"140","40007","4","8","91002","150","0","","","0","0"
"141","40007","5","8","91002","150","0","","","0","0"
"142","40007","6","8","91002","150","0","","","0","0"
"143","40007","7","8","91002","150","0","","","0","0"
"144","40007","8","8","91002","150","0","","","0","0"
"145","40007","9","8","91002","150","0","","","0","0"
"146","40007","10","8","91002","150","0","","","0","0"
"157","80003","1","8","91002","100","0","","","1","500371"
"158","80003","2","8","91002","100","0","","","1","500371"
"159","80003","3","8","91002","100","0","","","1","500033"
"160","80003","4","8","91002","100","0","","","1","500371"
"161","80003","5","8","91002","100","0","","","1","500033"
"162","80003","6","8","91002","100","0","","","1","500371"
"163","80003","7","8","91002","100","0","","","1","500367"
"164","80003","8","8","91002","100","0","","","1","500367"
"165","80003","9","8","91002","100","0","","","1","500367"
"166","80003","10","8","91002","100","0","","","1","500033"
"167","80003","11","8","91002","100","0","","","1","500033"
"168","80003","12","8","91002","100","0","","","1","500033"
"169","80003","13","8","91002","100","0","","","1","509020"
"170","80003","14","8","91002","100","0","","","1","500371"
"171","80003","15","8","91002","100","0","","","1","500033"
"183","70004","1","8","91002","500","0","","","0","0"
"184","70004","2","8","91002","500","0","","","0","0"
"185","70005","1","8","91002","300","0","","","0","0"
"186","70005","2","8","91002","300","0","","","0","0"
"187","70005","3","8","91002","300","0","","","0","0"
"188","80004","1","8","91002","100","0","","","0","530101"
"189","80004","2","8","91002","100","0","","","0","530102"
"190","80004","3","8","91002","100","0","","","0","530103"
"191","80004","4","8","91002","100","0","","","0","530104"
"192","80004","5","8","91002","100","0","","","0","530105"
"193","80004","6","8","91002","100","0","","","0","530106"
"194","80004","7","8","91002","100","0","","","0","530107"
"195","80004","8","8","91002","100","0","","","0","530108"
"196","80004","9","8","91002","100","0","","","0","530109"
"197","80004","10","8","91002","100","0","","","0","530110"
"198","80004","11","8","91002","100","0","","","0","530111"
"199","80004","12","8","91002","100","0","","","0","530112"
"200","80004","13","8","91002","100","0","","","0","530113"
"201","80004","14","8","91002","100","0","","","0","530114"
"202","80004","15","8","91002","100","0","","","0","530115"
"203","80004","16","8","91002","100","0","","","0","530116"
"204","80004","17","8","91002","100","0","","","0","530117"
"205","80004","17","7","2805","1","0","","","0","530117"
"206","40009","1","8","91002","150","0","","","0","0"
"207","40009","2","8","91002","150","0","","","0","0"
"208","40009","3","8","91002","150","0","","","0","0"
"209","40009","4","8","91002","150","0","","","0","0"
"210","40009","5","8","91002","150","0","","","0","0"
"211","40009","6","8","91002","150","0","","","0","0"
"212","40009","7","8","91002","150","0","","","0","0"
"213","40009","8","8","91002","150","0","","","0","0"
"214","40009","9","8","91002","150","0","","","0","0"
"215","40009","10","8","91002","150","0","","","0","0"
"216","80005","1","8","91002","100","0","","","0","500367"
"217","80005","2","8","91002","100","0","","","0","500367"
"218","80005","3","8","91002","100","0","","","0","500367"
"219","80005","4","8","91002","100","0","","","0","500367"
"220","80005","5","8","91002","100","0","","","0","500367"
"221","80005","6","8","91002","100","0","","","0","500367"
"222","80005","7","8","91002","100","0","","","0","500367"
"223","80005","8","8","91002","100","0","","","0","500367"
"224","80005","9","8","91002","100","0","","","0","500367"
"225","80005","10","8","91002","100","0","","","0","500367"
"226","80005","11","8","91002","100","0","","","0","500367"
"227","80005","12","8","91002","100","0","","","0","500367"
"228","80005","13","8","91002","100","0","","","0","500367"
"229","80005","14","8","91002","100","0","","","0","500367"
"230","80005","15","8","91002","100","0","","","0","500367"
"231","70006","1","8","91002","500","0","","","0","0"
"232","70006","2","8","91002","500","0","","","0","0"
"233","70007","1","8","91002","300","0","","","0","0"
"234","70007","2","8","91002","300","0","","","0","0"
"235","70007","3","8","91002","300","0","","","0","0"
"236","40010","1","8","91002","150","0","","","0","0"
"237","40010","2","8","91002","150","0","","","0","0"
"238","40010","3","8","91002","150","0","","","0","0"
"239","40010","4","8","91002","150","0","","","0","0"
"240","40010","5","8","91002","150","0","","","0","0"
"241","40010","6","8","91002","150","0","","","0","0"
"242","40010","7","8","91002","150","0","","","0","0"
"243","40010","8","8","91002","150","0","","","0","0"
"244","40010","9","8","91002","150","0","","","0","0"
"245","40010","10","8","91002","150","0","","","0","0"
"246","80006","1","8","91002","100","0","","","0","530121"
"247","80006","2","8","91002","100","0","","","0","530122"
"248","80006","3","8","91002","100","0","","","0","530123"
"249","80006","4","8","91002","100","0","","","0","530124"
"250","80006","5","8","91002","100","0","","","0","530125"
"251","80006","6","8","91002","100","0","","","0","530126"
"252","80006","7","8","91002","100","0","","","0","530127"
"253","80006","8","8","91002","100","0","","","0","530128"
"254","80006","9","8","91002","100","0","","","0","530129"
"255","80006","10","8","91002","100","0","","","0","530130"
"256","80006","11","8","91002","100","0","","","0","530131"
"257","80006","12","8","91002","100","0","","","0","530132"
"258","80006","13","8","91002","100","0","","","0","530133"
"259","80006","14","8","91002","100","0","","","0","530134"
"260","80006","15","8","91002","100","0","","","0","530135"
"261","80006","16","8","91002","100","0","","","0","530136"
"262","80006","17","8","91002","100","0","","","0","530137"
"263","80006","17","7","2816","1","0","","","0","530137"
"264","80007","1","8","91002","100","0","","","0","530123"
"265","80007","2","8","91002","100","0","","","0","530124"
"266","80007","3","8","91002","100","0","","","0","530125"
"267","80007","4","8","91002","100","0","","","0","530126"
"268","80007","5","8","91002","100","0","","","0","530127"
"269","80007","6","8","91002","100","0","","","0","530128"
"270","80007","7","8","91002","100","0","","","0","530129"
"271","80007","8","8","91002","100","0","","","0","530130"
"272","80007","9","8","91002","100","0","","","0","530131"
"273","80007","10","8","91002","100","0","","","0","530132"
"274","80007","11","8","91002","100","0","","","0","530133"
"275","80007","12","8","91002","100","0","","","0","530134"
"276","80007","13","8","91002","100","0","","","0","530135"
"277","80007","14","8","91002","100","0","","","0","530136"
"278","80007","15","8","91002","100","0","","","0","530137"
"279","80007","15","16","9000215","1","0","","","0","530137"
"280","80007","15","16","9000216","1","0","","","0","530137"
"281","70008","1","8","91002","500","0","","","0","0"
"282","70008","2","8","91002","500","0","","","0","0"
"283","70009","1","8","91002","1000","0","","","0","0"
"284","80008","1","8","91002","100","0","","","0","530141"
"285","80008","2","8","91002","100","0","","","0","530142"
"286","80008","3","8","91002","100","0","","","0","530143"
"287","80008","4","8","91002","100","0","","","0","530144"
"288","80008","5","8","91002","100","0","","","0","530145"
"289","80008","6","8","91002","100","0","","","0","530146"
"290","80008","7","8","91002","100","0","","","0","530147"
"291","80008","8","8","91002","100","0","","","0","530148"
"292","80008","9","8","91002","100","0","","","0","530149"
"293","80008","10","8","91002","100","0","","","0","530150"
"294","80008","11","8","91002","100","0","","","0","530151"
"295","80008","12","8","91002","100","0","","","0","530152"
"296","80008","13","8","91002","100","0","","","0","530153"
"297","80008","14","8","91002","100","0","","","0","530154"
"298","80008","15","8","91002","100","0","","","0","530155"
"299","80008","16","8","91002","100","0","","","0","530156"
"300","80008","16","7","2830","1","0","","","0","530156"
"301","20001","1","8","91002","100","0","","","0","0"
"302","20001","1","2","23001","20","0","","","0","0"
"303","20001","2","8","91002","100","0","","","0","0"
"304","20001","2","2","23001","20","0","","","0","0"
"305","20001","3","2","24016","1","0","","","0","0"
"306","20001","3","2","23001","20","0","","","0","0"
"307","20001","4","8","91002","100","0","","","0","0"
"308","20001","4","2","23001","20","0","","","0","0"
"309","20001","5","8","91002","300","0","","","0","0"
"310","20001","5","2","23001","20","0","","","0","0"
"311","20001","6","8","91002","100","0","","","0","0"
"312","20001","6","2","23001","20","0","","","0","0"
"313","20001","7","8","91002","100","0","","","0","0"
"314","20001","7","2","23001","20","0","","","0","0"
"315","20001","8","8","91002","200","0","","","0","0"
"316","20001","8","2","23001","20","0","","","0","0"
"317","20001","9","8","91002","300","0","","","0","0"
"318","20001","9","2","23001","20","0","","","0","0"
"319","20001","10","2","24016","1","0","","","0","0"
"320","20001","10","2","23001","20","0","","","0","0"
"321","40011","1","2","24001","1","125801","莉莉","再过不久，就可以\n和大家见面了呢。\n感觉心脏跳得好快……\n","1","0"
"322","40011","2","2","24001","1","126001","可璃亚","初次见面，我是可璃亚♪\n我非常期待和大家\n一起冒险的时光","1","0"
"323","40011","3","2","24001","1","126101","普雷西娅","嗯……\n这个给你。\n拿着吧","1","0"
"324","40011","4","2","24001","1","125801","莉莉","容我自我介绍一下……\n我是【幻变少女】的\n公会会长，名叫莉莉","2","0"
"325","40011","5","2","24001","1","126001","可璃亚","你好啊，哥哥♪\n我是【幻变少女】的\n可璃亚","2","0"
"326","40011","6","2","24001","1","126101","普雷西娅","哥哥。\n我好开心看到你来了","2","0"
"327","80009","1","8","91002","100","0","","","0","532001"
"328","80009","2","8","91002","100","0","","","0","532002"
"329","80009","3","8","91002","100","0","","","0","532003"
"330","80009","4","8","91002","100","0","","","0","532004"
"331","80009","5","8","91002","100","0","","","0","532005"
"332","80009","6","8","91002","100","0","","","0","532006"
"333","80009","7","8","91002","100","0","","","0","532007"
"334","80009","8","8","91002","100","0","","","0","532008"
"335","80009","9","8","91002","100","0","","","0","532009"
"336","80009","10","8","91002","100","0","","","0","532010"
"337","80009","11","8","91002","100","0","","","0","532011"
"338","80009","12","8","91002","100","0","","","0","532012"
"339","80009","13","8","91002","100","0","","","0","532013"
"340","80009","14","8","91002","100","0","","","0","532014"
"341","80009","15","8","91002","100","0","","","0","532015"
"1001","48001","1","8","91002","300","0","","","0","0"
"1002","48001","2","8","91002","100","0","","","0","0"
"1003","48001","3","8","91002","100","0","","","0","0"
"1004","48001","4","8","91002","100","0","","","0","0"
"1005","48001","5","8","91002","100","0","","","0","0"
"1006","48001","6","8","91002","100","0","","","0","0"
"1007","48001","7","8","91002","200","0","","","0","0"
"1008","48001","8","8","91002","100","0","","","0","0"
"1009","48001","9","8","91002","100","0","","","0","0"
"1010","48001","10","8","91002","300","0","","","0","0"
"1011","48002","1","8","91002","300","0","","","0","0"
"1012","48002","2","8","91002","100","0","","","0","0"
"1013","48002","3","8","91002","100","0","","","0","0"
"1014","48002","4","8","91002","200","0","","","0","0"
"1015","48002","5","8","91002","100","0","","","0","0"
"1016","48002","6","8","91002","100","0","","","0","0"
"1017","48002","7","8","91002","100","0","","","0","0"
"1018","48002","8","8","91002","100","0","","","0","0"
"1019","48002","9","8","91002","100","0","","","0","0"
"1020","48002","10","8","91002","300","0","","","0","0"
"1021","48003","1","8","91002","300","0","","","0","0"
"1022","48003","2","8","91002","100","0","","","0","0"
"1023","48003","3","8","91002","100","0","","","0","0"
"1024","48003","4","8","91002","100","0","","","0","0"
"1025","48003","5","8","91002","100","0","","","0","0"
"1026","48003","6","8","91002","100","0","","","0","0"
"1027","48003","7","8","91002","200","0","","","0","0"
"1028","48003","8","8","91002","100","0","","","0","0"
"1029","48003","9","8","91002","100","0","","","0","0"
"1030","48003","10","8","91002","300","0","","","0","0"
"1031","48004","1","8","91002","150","0","","","0","0"
"1032","48004","2","8","91002","150","0","","","0","0"
"1033","48004","3","8","91002","150","0","","","0","0"
"1034","48004","4","8","91002","150","0","","","0","0"
"1035","48004","5","8","91002","150","0","","","0","0"
"1036","48004","6","8","91002","150","0","","","0","0"
"1037","48004","7","8","91002","150","0","","","0","0"
"1038","48004","8","8","91002","150","0","","","0","0"
"1039","48004","9","8","91002","150","0","","","0","0"
"1040","48004","10","8","91002","150","0","","","0","0"
"1041","48005","1","8","91002","150","0","","","0","0"
"1042","48005","2","8","91002","150","0","","","0","0"
"1043","48005","3","8","91002","150","0","","","0","0"
"1044","48005","4","8","91002","150","0","","","0","0"
"1045","48005","5","8","91002","150","0","","","0","0"
"1046","48005","6","8","91002","150","0","","","0","0"
"1047","48005","7","8","91002","150","0","","","0","0"
"1048","48005","8","8","91002","150","0","","","0","0"
"1049","48005","9","8","91002","150","0","","","0","0"
"1050","48005","10","8","91002","150","0","","","0","0"
"1051","48006","1","8","91002","150","0","","","0","0"
"1052","48006","2","8","91002","150","0","","","0","0"
"1053","48006","3","8","91002","150","0","","","0","0"
"1054","48006","4","8","91002","150","0","","","0","0"
"1055","48006","5","8","91002","150","0","","","0","0"
"1056","48006","6","8","91002","150","0","","","0","0"
"1057","48006","7","8","91002","150","0","","","0","0"
"1058","48006","8","8","91002","150","0","","","0","0"
"1059","48006","9","8","91002","150","0","","","0","0"
"1060","48006","10","8","91002","150","0","","","0","0"
"1061","48007","1","8","91002","150","0","","","0","0"
"1062","48007","2","8","91002","150","0","","","0","0"
"1063","48007","3","8","91002","150","0","","","0","0"
"1064","48007","4","8","91002","150","0","","","0","0"
"1065","48007","5","8","91002","150","0","","","0","0"
"1066","48007","6","8","91002","150","0","","","0","0"
"1067","48007","7","8","91002","150","0","","","0","0"
"1068","48007","8","8","91002","150","0","","","0","0"
"1069","48007","9","8","91002","150","0","","","0","0"
"1070","48007","10","8","91002","150","0","","","0","0"
"1071","49004","1","2","20005","2","0","","","0","0"
"1072","49004","1","6","93001","200","0","","","0","0"
"1073","49004","2","2","24001","2","0","","","0","0"
"1074","49004","2","6","93001","200","0","","","0","0"
"1075","49004","3","8","91002","300","0","","","0","0"
"1076","49004","3","6","93001","200","0","","","0","0"
"1077","49004","4","2","25001","1","0","","","0","0"
"1078","49004","4","6","93001","200","0","","","0","0"
"1079","49004","5","8","91002","200","0","","","0","0"
"1080","49004","5","6","93001","200","0","","","0","0"
"1081","49004","6","2","24001","2","0","","","0","0"
"1082","49004","6","6","93001","200","0","","","0","0"
"1083","49004","7","2","1024001","2","0","","","0","0"
"1084","49004","7","6","93001","200","0","","","0","0"
"1085","49005","1","2","20005","2","0","","","0","0"
"1086","49005","1","6","93001","200","0","","","0","0"
"1087","49005","2","2","24001","2","0","","","0","0"
"1088","49005","2","6","93001","200","0","","","0","0"
"1089","49005","3","8","91002","300","0","","","0","0"
"1090","49005","3","6","93001","200","0","","","0","0"
"1091","49005","4","2","25001","1","0","","","0","0"
"1092","49005","4","6","93001","200","0","","","0","0"
"1093","49005","5","8","91002","200","0","","","0","0"
"1094","49005","5","6","93001","200","0","","","0","0"
"1095","49005","6","2","24001","2","0","","","0","0"
"1096","49005","6","6","93001","200","0","","","0","0"
"1097","49005","7","2","1024002","2","0","","","0","0"
"1098","49005","7","6","93001","200","0","","","0","0"
"1099","49006","1","2","20005","2","0","","","0","0"
"1100","49006","1","6","93001","200","0","","","0","0"
"1101","49006","2","2","24001","2","0","","","0","0"
"1102","49006","2","6","93001","200","0","","","0","0"
"1103","49006","3","8","91002","300","0","","","0","0"
"1104","49006","3","6","93001","200","0","","","0","0"
"1105","49006","4","2","25001","1","0","","","0","0"
"1106","49006","4","6","93001","200","0","","","0","0"
"1107","49006","5","8","91002","200","0","","","0","0"
"1108","49006","5","6","93001","200","0","","","0","0"
"1109","49006","6","2","24001","2","0","","","0","0"
"1110","49006","6","6","93001","200","0","","","0","0"
"1111","49006","7","2","1024003","2","0","","","0","0"
"1112","49006","7","6","93001","200","0","","","0","0"
