d5407f90f4289d6cd772fe58a58e90fb8a4d32a46416d4aed32a1c9831114edd,0742c936544b290df480bdce92fb87ea115dc3bc67af7696d16815c7966bc918,302ab18c74b841dbc46a9b037700ea94cc482961736575dbdff5d72dd6bdc7cb,417da9bdbcd4c911d25c8336185f925855ec51bd4d8782142f98ad39eb58e9b4,b1edb38942d52e80909b7db202b337915c2467c72e8de65835fee2a50915eaea,79101aae5390f9d8207de8d2bdbb7f2d30d22937373ef4884f42cd5351c91ba9,28840b90c6bf3ea53f9003ddd5019e6fc7210955b16a621e7f9dbcac159f4ceb,3f618ba4fd3544baff60b8d44d18b69ebbb46d0681f799dddef656f443f2f428,adc98eaf71c87c50489c125ea9bfb0000459c2ca2c81ddbccc498afdbe06c436,c2588266aedd0c26334075082f3ae880b8fa3a0409f919098bc3ad15b8b9e6c3,24774d008e7e49fb19d360c9a87ff6b7ac5c622bfa7cf2882e6577e516f0276e,f5c672b82b82f9be5f0be37a6173edd7427b9e2b88ed98e806f434585de8a4e8,5017e3c0c36d0877d65f670dbb8015fe004e1122e033fc8e85fecf56a7781cb9,30846b1cf3d44fcbbc0a6790da7e87246fb1cc245621be48b67283759926e05a,0c74698eedfcd7ae3f83bacbabc14be1585459f052a95cdb8cdccbb187f0abc4,968557801c98cd6a00208b09fdeca1c979879a7bf82d3505b03b5870ad2657d8,5f852c459f5bb6c3490463f4b1b8880a25a784f750bc59129264e3adcedbbfa0,d70b130e9b562b2d22c3288a3fcb234f96044c8fca01f889cea345969f28c047,bfe4ae00e129b592b47f609c9725e5dc6607ee6b7247d87fb26a79fcd41b137b,76895fbd5a098c430e3ea0539dbb535fcd104233c808358632b3c281e5b942a1,238577b650aec19ab54feb20a208f6df22f1306f382e61829253108f8744addb
"94","1007","1","21","50","0","8","91002","10000","2","90006","5000","2","31022","30","0","0","0","0","0","0"
"95","1007","1","51","200","0","8","91002","8000","2","90006","5000","2","31022","30","0","0","0","0","0","0"
"96","1007","1","201","600","0","8","91002","6000","2","90006","4500","2","31022","25","0","0","0","0","0","0"
"97","1007","1","601","1200","0","8","91002","4000","2","90006","4000","2","31022","25","0","0","0","0","0","0"
"98","1007","1","1201","2800","0","8","91002","3500","2","90006","3500","2","31022","20","0","0","0","0","0","0"
"99","1007","1","2801","5000","0","8","91002","3000","2","90006","3000","2","31022","20","0","0","0","0","0","0"
"100","1007","1","5001","10000","0","8","91002","2500","2","90006","2500","2","31022","15","0","0","0","0","0","0"
"101","1007","1","10001","15000","0","8","91002","2000","2","90006","2000","2","31022","15","0","0","0","0","0","0"
"102","1007","1","15001","25000","0","8","91002","1500","2","90006","1500","2","31022","15","0","0","0","0","0","0"
"103","1007","1","25001","40000","0","8","91002","1000","2","90006","1000","2","31022","10","0","0","0","0","0","0"
"104","1007","1","40001","60000","0","8","91002","750","2","90006","750","2","31022","10","0","0","0","0","0","0"
"105","1007","1","60001","-1","0","8","91002","500","2","90006","500","2","31022","10","0","0","0","0","0","0"
"106","1008","1","1","3","0","8","91002","20000","2","90006","5000","2","31042","30","0","0","0","0","0","0"
"107","1008","1","4","10","0","8","91002","15000","2","90006","5000","2","31042","30","0","0","0","0","0","0"
"108","1008","1","11","20","0","8","91002","12000","2","90006","5000","2","31042","30","0","0","0","0","0","0"
"109","1008","1","21","50","0","8","91002","10000","2","90006","5000","2","31042","30","0","0","0","0","0","0"
"110","1008","1","51","200","0","8","91002","8000","2","90006","5000","2","31042","30","0","0","0","0","0","0"
"111","1008","1","201","600","0","8","91002","6000","2","90006","4500","2","31042","25","0","0","0","0","0","0"
"112","1008","1","601","1200","0","8","91002","4000","2","90006","4000","2","31042","25","0","0","0","0","0","0"
"113","1008","1","1201","2800","0","8","91002","3500","2","90006","3500","2","31042","20","0","0","0","0","0","0"
"114","1008","1","2801","5000","0","8","91002","3000","2","90006","3000","2","31042","20","0","0","0","0","0","0"
"115","1008","1","5001","10000","0","8","91002","2500","2","90006","2500","2","31042","15","0","0","0","0","0","0"
"116","1008","1","10001","15000","0","8","91002","2000","2","90006","2000","2","31042","15","0","0","0","0","0","0"
"117","1008","1","15001","25000","0","8","91002","1500","2","90006","1500","2","31042","15","0","0","0","0","0","0"
"118","1008","1","25001","40000","0","8","91002","1000","2","90006","1000","2","31042","10","0","0","0","0","0","0"
"119","1008","1","40001","60000","0","8","91002","750","2","90006","750","2","31042","10","0","0","0","0","0","0"
"120","1008","1","60001","-1","0","8","91002","500","2","90006","500","2","31042","10","0","0","0","0","0","0"
"121","1009","1","1","3","0","8","91002","20000","2","90006","5000","2","31018","30","0","0","0","0","0","0"
"122","1009","1","4","10","0","8","91002","15000","2","90006","5000","2","31018","30","0","0","0","0","0","0"
"123","1009","1","11","20","0","8","91002","12000","2","90006","5000","2","31018","30","0","0","0","0","0","0"
"124","1009","1","21","50","0","8","91002","10000","2","90006","5000","2","31018","30","0","0","0","0","0","0"
"125","1009","1","51","200","0","8","91002","8000","2","90006","5000","2","31018","30","0","0","0","0","0","0"
"126","1009","1","201","600","0","8","91002","6000","2","90006","4500","2","31018","25","0","0","0","0","0","0"
"127","1009","1","601","1200","0","8","91002","4000","2","90006","4000","2","31018","25","0","0","0","0","0","0"
"128","1009","1","1201","2800","0","8","91002","3500","2","90006","3500","2","31018","20","0","0","0","0","0","0"
"129","1009","1","2801","5000","0","8","91002","3000","2","90006","3000","2","31018","20","0","0","0","0","0","0"
"130","1009","1","5001","10000","0","8","91002","2500","2","90006","2500","2","31018","15","0","0","0","0","0","0"
"131","1009","1","10001","15000","0","8","91002","2000","2","90006","2000","2","31018","15","0","0","0","0","0","0"
"132","1009","1","15001","25000","0","8","91002","1500","2","90006","1500","2","31018","15","0","0","0","0","0","0"
"133","1009","1","25001","40000","0","8","91002","1000","2","90006","1000","2","31018","10","0","0","0","0","0","0"
"134","1009","1","40001","60000","0","8","91002","750","2","90006","750","2","31018","10","0","0","0","0","0","0"
"135","1009","1","60001","-1","0","8","91002","500","2","90006","500","2","31018","10","0","0","0","0","0","0"
"136","1010","1","1","3","0","8","91002","20000","2","90006","5000","2","31025","30","0","0","0","0","0","0"
"137","1010","1","4","10","0","8","91002","15000","2","90006","5000","2","31025","30","0","0","0","0","0","0"
"138","1010","1","11","20","0","8","91002","12000","2","90006","5000","2","31025","30","0","0","0","0","0","0"
"139","1010","1","21","50","0","8","91002","10000","2","90006","5000","2","31025","30","0","0","0","0","0","0"
"140","1010","1","51","200","0","8","91002","8000","2","90006","5000","2","31025","30","0","0","0","0","0","0"
"141","1010","1","201","600","0","8","91002","6000","2","90006","4500","2","31025","25","0","0","0","0","0","0"
"142","1010","1","601","1200","0","8","91002","4000","2","90006","4000","2","31025","25","0","0","0","0","0","0"
"143","1010","1","1201","2800","0","8","91002","3500","2","90006","3500","2","31025","20","0","0","0","0","0","0"
"144","1010","1","2801","5000","0","8","91002","3000","2","90006","3000","2","31025","20","0","0","0","0","0","0"
"145","1010","1","5001","10000","0","8","91002","2500","2","90006","2500","2","31025","15","0","0","0","0","0","0"
"146","1010","1","10001","15000","0","8","91002","2000","2","90006","2000","2","31025","15","0","0","0","0","0","0"
"147","1010","1","15001","25000","0","8","91002","1500","2","90006","1500","2","31025","15","0","0","0","0","0","0"
"148","1010","1","25001","40000","0","8","91002","1000","2","90006","1000","2","31025","10","0","0","0","0","0","0"
"149","1010","1","40001","60000","0","8","91002","750","2","90006","750","2","31025","10","0","0","0","0","0","0"
"150","1010","1","60001","-1","0","8","91002","500","2","90006","500","2","31025","10","0","0","0","0","0","0"
"151","1011","1","1","3","0","8","91002","20000","2","90006","5000","2","31043","30","0","0","0","0","0","0"
"152","1011","1","4","10","0","8","91002","15000","2","90006","5000","2","31043","30","0","0","0","0","0","0"
"153","1011","1","11","20","0","8","91002","12000","2","90006","5000","2","31043","30","0","0","0","0","0","0"
"154","1011","1","21","50","0","8","91002","10000","2","90006","5000","2","31043","30","0","0","0","0","0","0"
"155","1011","1","51","200","0","8","91002","8000","2","90006","5000","2","31043","30","0","0","0","0","0","0"
"156","1011","1","201","600","0","8","91002","6000","2","90006","4500","2","31043","25","0","0","0","0","0","0"
"157","1011","1","601","1200","0","8","91002","4000","2","90006","4000","2","31043","25","0","0","0","0","0","0"
"158","1011","1","1201","2800","0","8","91002","3500","2","90006","3500","2","31043","20","0","0","0","0","0","0"
"159","1011","1","2801","5000","0","8","91002","3000","2","90006","3000","2","31043","20","0","0","0","0","0","0"
"160","1011","1","5001","10000","0","8","91002","2500","2","90006","2500","2","31043","15","0","0","0","0","0","0"
"161","1011","1","10001","15000","0","8","91002","2000","2","90006","2000","2","31043","15","0","0","0","0","0","0"
"162","1011","1","15001","25000","0","8","91002","1500","2","90006","1500","2","31043","15","0","0","0","0","0","0"
"163","1011","1","25001","40000","0","8","91002","1000","2","90006","1000","2","31043","10","0","0","0","0","0","0"
"164","1011","1","40001","60000","0","8","91002","750","2","90006","750","2","31043","10","0","0","0","0","0","0"
"165","1011","1","60001","-1","0","8","91002","500","2","90006","500","2","31043","10","0","0","0","0","0","0"
"166","1012","1","1","3","0","8","91002","20000","2","90006","5000","2","31022","30","0","0","0","0","0","0"
"167","1012","1","4","10","0","8","91002","15000","2","90006","5000","2","31022","30","0","0","0","0","0","0"
"168","1012","1","11","20","0","8","91002","12000","2","90006","5000","2","31022","30","0","0","0","0","0","0"
"169","1012","1","21","50","0","8","91002","10000","2","90006","5000","2","31022","30","0","0","0","0","0","0"
"170","1012","1","51","200","0","8","91002","8000","2","90006","5000","2","31022","30","0","0","0","0","0","0"
"171","1012","1","201","600","0","8","91002","6000","2","90006","4500","2","31022","25","0","0","0","0","0","0"
"172","1012","1","601","1200","0","8","91002","4000","2","90006","4000","2","31022","25","0","0","0","0","0","0"
"173","1012","1","1201","2800","0","8","91002","3500","2","90006","3500","2","31022","20","0","0","0","0","0","0"
"174","1012","1","2801","5000","0","8","91002","3000","2","90006","3000","2","31022","20","0","0","0","0","0","0"
"175","1012","1","5001","10000","0","8","91002","2500","2","90006","2500","2","31022","15","0","0","0","0","0","0"
"176","1012","1","10001","15000","0","8","91002","2000","2","90006","2000","2","31022","15","0","0","0","0","0","0"
"177","1012","1","15001","25000","0","8","91002","1500","2","90006","1500","2","31022","15","0","0","0","0","0","0"
"178","1012","1","25001","40000","0","8","91002","1000","2","90006","1000","2","31022","10","0","0","0","0","0","0"
"179","1012","1","40001","60000","0","8","91002","750","2","90006","750","2","31022","10","0","0","0","0","0","0"
"180","1012","1","60001","-1","0","8","91002","500","2","90006","500","2","31022","10","0","0","0","0","0","0"
"181","1013","1","1","3","0","8","91002","20000","2","90006","5000","2","31042","30","0","0","0","0","0","0"
"182","1013","1","4","10","0","8","91002","15000","2","90006","5000","2","31042","30","0","0","0","0","0","0"
"183","1013","1","11","20","0","8","91002","12000","2","90006","5000","2","31042","30","0","0","0","0","0","0"
"184","1013","1","21","50","0","8","91002","10000","2","90006","5000","2","31042","30","0","0","0","0","0","0"
"185","1013","1","51","200","0","8","91002","8000","2","90006","5000","2","31042","30","0","0","0","0","0","0"
"186","1013","1","201","600","0","8","91002","6000","2","90006","4500","2","31042","25","0","0","0","0","0","0"
"187","1013","1","601","1200","0","8","91002","4000","2","90006","4000","2","31042","25","0","0","0","0","0","0"
"188","1013","1","1201","2800","0","8","91002","3500","2","90006","3500","2","31042","20","0","0","0","0","0","0"
"189","1013","1","2801","5000","0","8","91002","3000","2","90006","3000","2","31042","20","0","0","0","0","0","0"
"190","1013","1","5001","10000","0","8","91002","2500","2","90006","2500","2","31042","15","0","0","0","0","0","0"
"191","1013","1","10001","15000","0","8","91002","2000","2","90006","2000","2","31042","15","0","0","0","0","0","0"
"192","1013","1","15001","25000","0","8","91002","1500","2","90006","1500","2","31042","15","0","0","0","0","0","0"
"193","1013","1","25001","40000","0","8","91002","1000","2","90006","1000","2","31042","10","0","0","0","0","0","0"
"194","1013","1","40001","60000","0","8","91002","750","2","90006","750","2","31042","10","0","0","0","0","0","0"
"195","1013","1","60001","-1","0","8","91002","500","2","90006","500","2","31042","10","0","0","0","0","0","0"
"196","1014","1","1","3","0","8","91002","20000","2","90006","5000","2","31018","30","0","0","0","0","0","0"
"197","1014","1","4","10","0","8","91002","15000","2","90006","5000","2","31018","30","0","0","0","0","0","0"
"198","1014","1","11","20","0","8","91002","12000","2","90006","5000","2","31018","30","0","0","0","0","0","0"
"199","1014","1","21","50","0","8","91002","10000","2","90006","5000","2","31018","30","0","0","0","0","0","0"
"200","1014","1","51","200","0","8","91002","8000","2","90006","5000","2","31018","30","0","0","0","0","0","0"
"201","1014","1","201","600","0","8","91002","6000","2","90006","4500","2","31018","25","0","0","0","0","0","0"
"202","1014","1","601","1200","0","8","91002","4000","2","90006","4000","2","31018","25","0","0","0","0","0","0"
"203","1014","1","1201","2800","0","8","91002","3500","2","90006","3500","2","31018","20","0","0","0","0","0","0"
"204","1014","1","2801","5000","0","8","91002","3000","2","90006","3000","2","31018","20","0","0","0","0","0","0"
"205","1014","1","5001","10000","0","8","91002","2500","2","90006","2500","2","31018","15","0","0","0","0","0","0"
"206","1014","1","10001","15000","0","8","91002","2000","2","90006","2000","2","31018","15","0","0","0","0","0","0"
"207","1014","1","15001","25000","0","8","91002","1500","2","90006","1500","2","31018","15","0","0","0","0","0","0"
"208","1014","1","25001","40000","0","8","91002","1000","2","90006","1000","2","31018","10","0","0","0","0","0","0"
"209","1014","1","40001","60000","0","8","91002","750","2","90006","750","2","31018","10","0","0","0","0","0","0"
"210","1014","1","60001","-1","0","8","91002","500","2","90006","500","2","31018","10","0","0","0","0","0","0"
"211","1015","1","1","3","0","8","91002","20000","2","90006","5000","2","31042","30","0","0","0","0","0","0"
"212","1015","1","4","10","0","8","91002","15000","2","90006","5000","2","31042","30","0","0","0","0","0","0"
"213","1015","1","11","20","0","8","91002","12000","2","90006","5000","2","31042","30","0","0","0","0","0","0"
"214","1015","1","21","50","0","8","91002","10000","2","90006","5000","2","31042","30","0","0","0","0","0","0"
"215","1015","1","51","200","0","8","91002","8000","2","90006","5000","2","31042","30","0","0","0","0","0","0"
"216","1015","1","201","600","0","8","91002","6000","2","90006","4500","2","31042","25","0","0","0","0","0","0"
"217","1015","1","601","1200","0","8","91002","4000","2","90006","4000","2","31042","25","0","0","0","0","0","0"
"218","1015","1","1201","2800","0","8","91002","3500","2","90006","3500","2","31042","20","0","0","0","0","0","0"
"219","1015","1","2801","5000","0","8","91002","3000","2","90006","3000","2","31042","20","0","0","0","0","0","0"
"220","1015","1","5001","10000","0","8","91002","2500","2","90006","2500","2","31042","15","0","0","0","0","0","0"
"221","1015","1","10001","15000","0","8","91002","2000","2","90006","2000","2","31042","15","0","0","0","0","0","0"
"222","1015","1","15001","25000","0","8","91002","1500","2","90006","1500","2","31042","15","0","0","0","0","0","0"
"223","1015","1","25001","40000","0","8","91002","1000","2","90006","1000","2","31042","10","0","0","0","0","0","0"
"224","1015","1","40001","60000","0","8","91002","750","2","90006","750","2","31042","10","0","0","0","0","0","0"
"225","1015","1","60001","-1","0","8","91002","500","2","90006","500","2","31042","10","0","0","0","0","0","0"
"226","1016","1","1","3","0","8","91002","20000","2","90006","5000","2","31025","30","0","0","0","0","0","0"
"227","1016","1","4","10","0","8","91002","15000","2","90006","5000","2","31025","30","0","0","0","0","0","0"
"228","1016","1","11","20","0","8","91002","12000","2","90006","5000","2","31025","30","0","0","0","0","0","0"
"229","1016","1","21","50","0","8","91002","10000","2","90006","5000","2","31025","30","0","0","0","0","0","0"
"230","1016","1","51","200","0","8","91002","8000","2","90006","5000","2","31025","30","0","0","0","0","0","0"
"231","1016","1","201","600","0","8","91002","6000","2","90006","4500","2","31025","25","0","0","0","0","0","0"
"232","1016","1","601","1200","0","8","91002","4000","2","90006","4000","2","31025","25","0","0","0","0","0","0"
"233","1016","1","1201","2800","0","8","91002","3500","2","90006","3500","2","31025","20","0","0","0","0","0","0"
"234","1016","1","2801","5000","0","8","91002","3000","2","90006","3000","2","31025","20","0","0","0","0","0","0"
"235","1016","1","5001","10000","0","8","91002","2500","2","90006","2500","2","31025","15","0","0","0","0","0","0"
"236","1016","1","10001","15000","0","8","91002","2000","2","90006","2000","2","31025","15","0","0","0","0","0","0"
"237","1016","1","15001","25000","0","8","91002","1500","2","90006","1500","2","31025","15","0","0","0","0","0","0"
"238","1016","1","25001","40000","0","8","91002","1000","2","90006","1000","2","31025","10","0","0","0","0","0","0"
"239","1016","1","40001","60000","0","8","91002","750","2","90006","750","2","31025","10","0","0","0","0","0","0"
"240","1016","1","60001","-1","0","8","91002","500","2","90006","500","2","31025","10","0","0","0","0","0","0"
