level_id,degree,free_reward_type,free_reward_id,free_reward_num,charge_reward_type_1,charge_reward_id_1,charge_reward_num_1,charge_reward_type_2,charge_reward_id_2,charge_reward_num_2,event_id
"62","0","0","0","0","12","94002","500000","0","0","0","10005"
"63","0","0","0","0","51","93002","100","0","0","0","10005"
"64","0","2","20004","5","2","20004","10","0","0","0","10005"
"65","1","50","1002001","5","2","90005","20","8","91002","50","10005"
"66","0","2","90005","5","2","90005","10","0","0","0","10005"
"67","0","0","0","0","2","23001","20","0","0","0","10005"
"68","0","0","0","0","2","22003","10","0","0","0","10005"
"69","0","51","93002","50","50","1005004","5","0","0","0","10005"
"70","1","2","24001","1","2","24001","1","2","22003","100","10005"
"71","0","0","0","0","2","20004","10","0","0","0","10005"
"72","0","0","0","0","2","90005","10","0","0","0","10005"
"73","0","0","0","0","12","94002","500000","0","0","0","10005"
"74","0","0","0","0","51","93002","100","0","0","0","10005"
"75","1","8","91002","30","2","90005","20","4","140001","10","10005"
"76","0","0","0","0","50","1002001","5","0","0","0","10005"
"77","0","0","0","0","50","1005004","5","0","0","0","10005"
"78","0","0","0","0","50","1005003","1","0","0","0","10005"
"79","0","0","0","0","2","90005","10","0","0","0","10005"
"80","1","50","1002001","5","50","1002001","10","8","91002","50","10005"
"81","0","0","0","0","50","1005004","5","0","0","0","10005"
"82","0","0","0","0","12","94002","500000","0","0","0","10005"
"83","0","0","0","0","2","90005","10","0","0","0","10005"
"84","0","0","0","0","51","93002","100","0","0","0","10005"
"85","1","50","1005004","5","50","1005005","1","50","1005005","1","10005"
"86","0","0","0","0","50","1002001","5","0","0","0","10005"
"87","0","0","0","0","50","1005004","5","0","0","0","10005"
"88","0","0","0","0","51","93002","100","0","0","0","10005"
"89","0","0","0","0","2","90005","10","0","0","0","10005"
"90","1","8","91002","30","8","91002","50","2","20004","60","10005"
"91","0","0","0","0","12","94002","500000","0","0","0","10005"
"92","0","0","0","0","50","1002001","5","0","0","0","10005"
"93","0","0","0","0","50","1005004","5","0","0","0","10005"
"94","0","0","0","0","51","93002","100","0","0","0","10005"
"95","1","8","91002","30","2","90005","20","4","140001","10","10005"
"96","0","0","0","0","12","94002","500000","0","0","0","10005"
"97","0","0","0","0","50","1002001","5","0","0","0","10005"
"98","0","0","0","0","50","1005004","5","0","0","0","10005"
"99","0","0","0","0","50","1005005","1","0","0","0","10005"
"100","1","2","24001","1","2","21902","2","2","24002","1","10005"
