bc2e6dddef4fcf7739bfc0940162b503143a535b6aeedfe35a6370fa79bfec08,f0dbb269b8a497a94e166a6779bce8100defd78852e7df74a93bd80b2bf4d7d5,162751fa566222a477831c023d18bfff025c8420d34dbf1628cdb2071dd34449,6153a8aff8d754dd8ce9237793d79d0dd9a97d331a1e5924ff7cf2dbd709e761,081829d577eb976ca897885bdd458244bcfe4c3a9d026140ed04562d8fb7cb78,f86238af45a992aad5dad20c77ae30bd448fdbbae91a9425fe4a631bf7171bb3,93e79ecc5be4168c48e1c62b2dd65ae73b2c9ffe8b9e23fc0be2552608b18f4e
"38","31","104401","3","0","2021/04/12 11:00:00","2021/04/17 08:59:59"
"39","31","100701","2","0","2021/04/12 11:00:00","2021/04/17 08:59:59"
"40","31","104601","2","0","2021/04/12 11:00:00","2021/04/17 08:59:59"
"41","31","102701","2","0","2021/04/12 11:00:00","2021/04/17 08:59:59"
"42","31","100301","1","0","2021/04/12 11:00:00","2021/04/17 08:59:59"
"43","31","103401","1","0","2021/04/12 11:00:00","2021/04/17 08:59:59"
"44","31","100101","1","0","2021/04/12 11:00:00","2021/04/17 08:59:59"
"45","32","109201","3","0","2021/05/15 09:00:00","2021/05/28 08:59:59"
"46","33","109401","3","0","2021/06/01 11:00:00","2021/06/14 10:59:59"
"47","34","109501","3","0","2021/06/14 11:00:00","2021/06/21 10:59:59"
"48","34","107101","3","0","2021/06/14 11:00:00","2021/06/21 10:59:59"
"49","35","109501","3","0","2021/06/21 11:00:00","2021/06/26 10:59:59"
"50","36","103601","3","0","2021/05/28 09:00:00","2021/06/01 10:59:59"
"51","36","102001","2","0","2021/05/28 09:00:00","2021/06/01 10:59:59"
"52","36","100401","1","0","2021/05/28 09:00:00","2021/06/01 10:59:59"
"53","37","109601","3","0","2021/06/28 09:00:00","2021/07/12 10:59:59"
"54","38","109701","3","0","2021/04/17 09:00:00","2021/05/01 10:59:59"
"55","39","104401","3","0","2021/06/26 11:00:00","2021/06/28 08:59:59"
"56","39","101001","3","0","2021/06/26 11:00:00","2021/06/28 08:59:59"
"57","39","101701","2","0","2021/06/26 11:00:00","2021/06/28 08:59:59"
"58","40","109901","3","0","2021/05/01 11:00:00","2021/05/15 08:59:59"
"59","41","110001","3","0","2021/07/12 11:00:00","2021/07/23 10:59:59"
"60","42","107501","3","0","2021/07/23 11:00:00","2021/07/27 08:59:59"
"61","42","107801","3","0","2021/07/23 11:00:00","2021/07/27 08:59:59"
"62","43","110301","3","0","2021/07/27 09:00:00","2021/08/09 10:59:59"
"63","44","110401","3","0","2021/08/09 11:00:00","2021/08/19 10:59:59"
"64","45","107701","3","0","2021/08/19 11:00:00","2021/08/23 10:59:59"
"65","45","107901","3","0","2021/08/19 11:00:00","2021/08/23 10:59:59"
"66","46","110601","3","0","2021/08/23 11:00:00","2021/09/03 10:59:59"
"67","47","104401","3","0","2021/09/03 11:00:00","2021/09/06 08:59:59"
"68","47","100601","2","0","2021/09/03 11:00:00","2021/09/06 08:59:59"
"69","47","100701","2","0","2021/09/03 11:00:00","2021/09/06 08:59:59"
"70","47","103101","2","0","2021/09/03 11:00:00","2021/09/06 08:59:59"
"71","47","102201","1","0","2021/09/03 11:00:00","2021/09/06 08:59:59"
"72","48","107001","3","0","2021/09/06 09:00:00","2021/09/09 17:59:59"
"73","48","106101","3","0","2021/09/06 09:00:00","2021/09/09 17:59:59"
"74","48","107101","3","0","2021/09/06 09:00:00","2021/09/09 17:59:59"
"75","49","110701","3","0","2021/09/09 18:00:00","2021/09/17 10:59:59"
"76","50","105701","3","0","2021/09/17 11:00:00","2021/09/21 10:59:59"
"77","50","106301","3","0","2021/09/17 11:00:00","2021/09/21 10:59:59"
"78","51","110801","3","0","2021/09/21 11:00:00","2021/10/04 10:59:59"
"82","52","111101","3","1001","2021/10/04 11:00:00","2021/10/14 8:59:59"
"83","53","108101","3","0","2021/10/14 09:00:00","2021/10/19 10:59:59"
"84","53","108301","3","0","2021/10/14 09:00:00","2021/10/19 10:59:59"
"85","54","111301","3","1002","2021/10/19 11:00:00","2021/11/01 10:59:59"
"86","55","111401","3","1003","2021/11/01 11:00:00","2021/11/12 10:59:59"
"87","56","105601","3","0","2021/11/12 11:00:00","2021/11/16 10:59:59"
"88","56","101301","2","0","2021/11/12 11:00:00","2021/11/16 10:59:59"
"89","56","102701","2","0","2021/11/12 11:00:00","2021/11/16 10:59:59"
"90","57","106501","3","1004","2021/11/16 11:00:00","2021/11/30 10:59:59"
"91","58","111501","3","1005","2021/11/30 11:00:00","2021/12/11 10:59:59"
"92","59","108401","3","0","2021/12/11 11:00:00","2021/12/20 10:59:59"
"93","59","108601","3","0","2021/12/11 11:00:00","2021/12/20 10:59:59"
"94","60","111701","3","1006","2021/12/20  11:00:00","2021/12/31  10:59:59"
"95","61","112001","3","1007","2021/12/31  11:00:00","2022/1/3 15:59:59"
"96","61","106101","3","0","2021/12/31  11:00:00","2022/1/3 15:59:59"
"97","61","107101","3","0","2021/12/31  11:00:00","2022/1/3 15:59:59"
"98","61","107001","3","0","2021/12/31  11:00:00","2022/1/3 15:59:59"
"99","62","112001","3","1007","2022/1/3  16:00:00","2022/1/9 10:59:59"
"100","63","108801","3","0","2022/1/9  11:00:00","2022/1/14 10:59:59"
"101","63","108701","3","0","2022/1/9  11:00:00","2022/1/14 10:59:59"
"102","64","111901","3","1008","2022/1/14  11:00:00","2022/1/28 8:59:59"
"103","65","112201","3","1009","2022/2/14  11:00:00","2022/2/24 10:59:59"
"104","66","109101","3","0","2022/2/7  11:00:00","2022/2/14 10:59:59"
"105","67","180401","3","1010","2022/01/28  09:00:00","2022/2/7 10:59:59"
"106","67","107001","3","0","2022/01/28  09:00:00","2022/2/7 10:59:59"
"107","67","106101","3","0","2022/01/28  09:00:00","2022/2/7 10:59:59"
"108","67","107101","3","0","2022/01/28  09:00:00","2022/2/7 10:59:59"
"109","68","110001","3","0","2022/2/24  11:00:00","2022/2/28 8:59:59"
"110","68","110301","3","0","2022/2/24  11:00:00","2022/2/28 8:59:59"
"111","69","112401","3","1011","2022/2/28  09:00:00","2022/3/13 10:59:59"
"112","70","112501","3","1012","2022/3/13  11:00:00","2022/3/26 10:59:59"
"113","71","110401","3","0","2022/3/26  11:00:00","2022/3/31 10:59:59"
"114","71","110601","3","0","2022/3/26  11:00:00","2022/3/31 10:59:59"
"115","72","111001","3","1013","2022/3/31  11:00:00","2022/4/10 10:59:59"
"116","73","109201","3","0","2022/4/20  18:00:00","2022/4/25 10:59:59"
"117","73","109401","3","0","2022/4/20  18:00:00","2022/4/25 10:59:59"
"118","74","110901","3","1014","2022/4/10  11:00:00","2022/4/17 10:59:59"
"119","75","111101","3","0","2022/4/25  11:00:00","2022/4/30 10:59:59"
"120","76","112701","3","1015","2022/4/30  11:00:00","2022/5/10 10:59:59"
"121","77","109501","3","0","2022/5/10  11:00:00","2022/5/15 10:59:59"
"122","77","109601","3","0","2022/5/10  11:00:00","2022/5/15 10:59:59"
"123","78","112801","3","1016","2022/5/15  11:00:00","2022/5/31 10:59:59"
"124","79","180501","3","1017","2022/4/17  11:00:00","2022/4/20 17:59:59"
"125","79","180401","3","0","2022/4/17  11:00:00","2022/4/20 17:59:59"
"126","79","107001","3","0","2022/4/17  11:00:00","2022/4/20 17:59:59"
"127","79","106101","3","0","2022/4/17  11:00:00","2022/4/20 17:59:59"
"128","79","107101","3","0","2022/4/17  11:00:00","2022/4/20 17:59:59"
"129","80","112901","3","1018","2022/5/31  11:00:00","2022/6/7 8:59:59"
"130","81","110001","3","0","2022/6/7  9:00:00","2022/6/14 10:59:59"
"131","81","110301","3","0","2022/6/7  9:00:00","2022/6/14 10:59:59"
"132","82","106601","3","1019","2022/6/14  11:00:00","2022/6/21 10:59:59"
"133","83","111501","3","0","2022/6/21  11:00:00","2022/6/26 10:59:59"
"134","84","180201","3","1020","2022/6/26  11:00:00","2022/6/29 10:59:59"
"135","84","180501","3","0","2022/6/26  11:00:00","2022/6/29 10:59:59"
"136","84","180401","3","0","2022/6/26  11:00:00","2022/6/29 10:59:59"
"137","84","107001","3","0","2022/6/26  11:00:00","2022/6/29 10:59:59"
"138","84","106101","3","0","2022/6/26  11:00:00","2022/6/29 10:59:59"
"139","84","107101","3","0","2022/6/26  11:00:00","2022/6/29 10:59:59"
"140","85","113101","3","1021","2022/6/29  11:00:00","2022/7/8 10:59:59"
"141","86","110401","3","0","2022/7/8  11:00:00","2022/7/13 10:59:59"
"142","86","110601","3","0","2022/7/8  11:00:00","2022/7/13 10:59:59"
"143","87","113301","3","1022","2022/7/13  11:00:00","2022/7/21 10:59:59"
"144","88","112001","3","0","2022/7/21  11:00:00","2022/7/27 10:59:59"
"145","88","111901","3","0","2022/7/21  11:00:00","2022/7/27 10:59:59"
"146","89","107501","3","0","2022/7/27  11:00:00","2022/7/31 10:59:59"
"147","89","107801","3","0","2022/7/27  11:00:00","2022/7/31 10:59:59"
"148","90","113401","3","1023","2022/7/31  11:00:00","2022/8/10  10:59:59"
"149","91","110701","3","0","2022/8/10  11:00:00","2022/8/15  10:59:59"
"150","91","110801","3","0","2022/8/10  11:00:00","2022/8/15  10:59:59"
"151","92","113601","3","1024","2022/8/15  11:00:00","2022/8/26  10:59:59"
"152","93","107701","3","0","2022/8/26  11:00:00","2022/8/31  10:59:59"
"153","93","107901","3","0","2022/8/26  11:00:00","2022/8/31  10:59:59"
"154","94","106801","3","1025","2022/08/31 11:00:00","2022/09/03 17:59:59"
"155","94","180201","3","0","2022/08/31 11:00:00","2022/09/03 17:59:59"
"156","94","180501","3","0","2022/08/31 11:00:00","2022/09/03 17:59:59"
"157","94","180401","3","0","2022/08/31 11:00:00","2022/09/03 17:59:59"
"158","94","107001","3","0","2022/08/31 11:00:00","2022/09/03 17:59:59"
"159","94","106101","3","0","2022/08/31 11:00:00","2022/09/03 17:59:59"
"160","94","107101","3","0","2022/08/31 11:00:00","2022/09/03 17:59:59"
"161","95","113701","3","1026","2022/09/03 18:00:00","2022/09/14 10:59:59"
"162","96","111101","3","0","2022/09/14 11:00:00","2022/09/19 10:59:59"
"163","96","111301","3","0","2022/09/14 11:00:00","2022/09/19 10:59:59"
"164","97","113801","3","1027","2022/09/19 11:00:00","2022/09/30 10:59:59"
"165","98","113901","3","1028","2022/09/30 11:00:00","2022/10/10 10:59:59"
"166","99","111401","3","0","2022/10/10 11:00:00","2022/10/14 10:59:59"
"167","99","106501","3","0","2022/10/10 11:00:00","2022/10/14 10:59:59"
"168","100","114001","3","1029","2022/10/14 11:00:00","2022/10/26 10:59:59"
"169","101","108101","3","0","2022/10/26 11:00:00","2022/10/31 10:59:59"
"170","101","108301","3","0","2022/10/26 11:00:00","2022/10/31 10:59:59"
"171","102","114201","3","1030","2022/10/31 11:00:00","2022/11/10 10:59:59"
"172","103","109701","3","0","2022/11/10 11:00:00","2022/11/21 10:59:59"
"173","103","109901","3","0","2022/11/10 11:00:00","2022/11/21 10:59:59"
"174","104","114301","3","1031","2022/11/21 11:00:00","2022/11/30 10:59:59"
"175","105","114401","3","1032","2022/11/30 11:00:00","2022/12/10 10:59:59"
"176","106","111501","3","0","2022/12/10 11:00:00","2022/12/21 10:59:59"
"177","106","111701","3","0","2022/12/10 11:00:00","2022/12/21 10:59:59"
"178","106","108401","3","0","2022/12/10 11:00:00","2022/12/21 10:59:59"
"179","106","108601","3","0","2022/12/10 11:00:00","2022/12/21 10:59:59"
"180","107","114501","3","1033","2022/12/21 11:00:00","2022/12/31 10:59:59"
"181","108","180101","3","1034","2022/12/31 11:00:00","2023/01/03 17:59:59"
"182","108","106801","3","0","2022/12/31 11:00:00","2023/01/03 17:59:59"
"183","108","180201","3","0","2022/12/31 11:00:00","2023/01/03 17:59:59"
"184","108","180501","3","0","2022/12/31 11:00:00","2023/01/03 17:59:59"
"185","108","180401","3","0","2022/12/31 11:00:00","2023/01/03 17:59:59"
"186","108","107001","3","0","2022/12/31 11:00:00","2023/01/03 17:59:59"
"187","108","106101","3","0","2022/12/31 11:00:00","2023/01/03 17:59:59"
"188","108","107101","3","0","2022/12/31 11:00:00","2023/01/03 17:59:59"
"189","109","111801","3","1035","2023/01/03 18:00:00","2023/01/12 10:59:59"
"190","110","112001","3","0","2023/01/12 11:00:00","2023/01/17 10:59:59"
"191","110","111901","3","0","2023/01/12 11:00:00","2023/01/17 10:59:59"
"192","111","108801","3","0","2023/01/26 11:00:00","2023/01/31 10:59:59"
"193","111","108701","3","0","2023/01/26 11:00:00","2023/01/31 10:59:59"
"194","112","115001","3","1036","2023/01/17 11:00:00","2023/01/26 10:59:59"
"195","113","115501","3","1037","2023/01/31 11:00:00","2023/02/10 10:59:59"
"196","114","112201","3","0","2023/02/10 11:00:00","2023/02/15 10:59:59"
"197","114","109101","3","0","2023/02/10 11:00:00","2023/02/15 10:59:59"
"198","115","106401","3","1038","2023/02/15 11:00:00","2023/02/23 10:59:59"
"199","117","113101","3","0","2023/02/23 11:00:00","2023/02/28 10:59:59"
"200","118","115701","3","1039","2023/02/23 11:00:00","2023/02/28 10:59:59"
"201","119","180601","3","1040","2023/02/28 11:00:00","2023/03/03 17:59:59"
"202","119","180101","3","0","2023/02/28 11:00:00","2023/03/03 17:59:59"
"203","119","106801","3","0","2023/02/28 11:00:00","2023/03/03 17:59:59"
"204","119","180201","3","0","2023/02/28 11:00:00","2023/03/03 17:59:59"
"205","119","180501","3","0","2023/02/28 11:00:00","2023/03/03 17:59:59"
"206","119","180401","3","0","2023/02/28 11:00:00","2023/03/03 17:59:59"
"207","119","107001","3","0","2023/02/28 11:00:00","2023/03/03 17:59:59"
"208","119","106101","3","0","2023/02/28 11:00:00","2023/03/03 17:59:59"
"209","119","107101","3","0","2023/02/28 11:00:00","2023/03/03 17:59:59"
"210","120","115901","3","1041","2023/03/03 18:00:00","2023/03/12 10:59:59"
"211","121","112401","3","0","2023/03/08 11:00:00","2023/03/24 10:59:59"
"212","121","112501","3","0","2023/03/08 11:00:00","2023/03/24 10:59:59"
"213","122","113401","3","0","2023/03/12 11:00:00","2023/03/22 10:59:59"
"214","123","116001","3","1042","2023/03/22 11:00:00","2023/03/31 10:59:59"
"215","125","116301","3","1043","2023/03/31 11:00:00","2023/04/08 10:59:59"
"216","126","111001","3","0","2023/04/08 11:00:00","2023/04/15 10:59:59"
"217","126","110901","3","0","2023/04/08 11:00:00","2023/04/15 10:59:59"
"218","127","116201","3","1044","2023/04/18 18:00:00","2023/04/25 10:59:59"
"219","128","113901","3","0","2023/04/22 11:00:00","2023/04/28 10:59:59"
"220","129","107101","3","1045","2023/04/26 11:00:00","2023/04/28 10:59:59"
"221","129","180301","3","0","2023/04/26 11:00:00","2023/04/28 10:59:59"
"222","129","180601","3","0","2023/04/26 11:00:00","2023/04/28 10:59:59"
"223","129","180101","3","0","2023/04/26 11:00:00","2023/04/28 10:59:59"
"224","129","106801","3","0","2023/04/26 11:00:00","2023/04/28 10:59:59"
"225","129","180201","3","0","2023/04/26 11:00:00","2023/04/28 10:59:59"
"226","129","180501","3","0","2023/04/26 11:00:00","2023/04/28 10:59:59"
"227","129","180401","3","0","2023/04/26 11:00:00","2023/04/28 10:59:59"
"228","129","107001","3","0","2023/04/26 11:00:00","2023/04/28 10:59:59"
"229","129","106101","3","0","2023/04/26 11:00:00","2023/04/28 10:59:59"
"230","130","116501","3","1046","2023/04/28 11:00:00","2023/05/11 10:59:59"
"231","131","112701","3","0","2023/05/11 11:00:00","2023/05/21 10:59:59"
"232","131","112801","3","0","2023/05/11 11:00:00","2023/05/21 10:59:59"
"233","133","116601","3","1047","2023/05/21 11:00:00","2023/05/31 10:59:59"
"234","134","116701","3","1048","2023/05/31 11:00:00","2023/06/09 10:59:59"
"235","135","112901","3","0","2023/06/09 11:00:00","2023/06/16 10:59:59"
"236","135","106601","3","0","2023/06/09 11:00:00","2023/06/16 10:59:59"
"237","136","110301","3","0","2023/06/16 11:00:00","2023/06/20 10:59:59"
"238","136","110001","3","0","2023/06/16 11:00:00","2023/06/20 10:59:59"
"239","137","116901","3","1049","2023/06/16 11:00:00","2023/06/24 10:59:59"
"240","138","107801","3","0","2023/06/20 11:00:00","2023/06/24 10:59:59"
"241","138","107501","3","0","2023/06/20 11:00:00","2023/06/24 10:59:59"
"242","139","114401","3","0","2023/06/24 11:00:00","2023/06/30 10:59:59"
"243","140","180301","3","1050","2023/04/15 11:00:00","2023/04/18 17:59:59"
"244","140","180601","3","0","2023/04/15 11:00:00","2023/04/18 17:59:59"
"245","140","180101","3","0","2023/04/15 11:00:00","2023/04/18 17:59:59"
"246","140","106801","3","0","2023/04/15 11:00:00","2023/04/18 17:59:59"
"247","140","180201","3","0","2023/04/15 11:00:00","2023/04/18 17:59:59"
"248","140","180501","3","0","2023/04/15 11:00:00","2023/04/18 17:59:59"
"249","140","180401","3","0","2023/04/15 11:00:00","2023/04/18 17:59:59"
"250","140","107001","3","0","2023/04/15 11:00:00","2023/04/18 17:59:59"
"251","140","106101","3","0","2023/04/15 11:00:00","2023/04/18 17:59:59"
"252","140","107101","3","0","2023/04/15 11:00:00","2023/04/18 17:59:59"
"253","141","117001","3","1051","2023/06/30 11:00:00","2023/07/12 10:59:59"
"254","142","113101","3","0","2023/07/08 11:00:00","2023/07/15 10:59:59"
"255","143","107701","3","0","2023/07/15 11:00:00","2023/07/19 10:59:59"
"256","143","107901","3","0","2023/07/15 11:00:00","2023/07/19 10:59:59"
"257","144","117101","3","1052","2023/07/15 11:00:00","2023/07/24 10:59:59"
"258","145","110401","3","0","2023/07/19 11:00:00","2023/07/24 10:59:59"
"259","146","111801","3","0","2023/07/19 11:00:00","2023/07/24 10:59:59"
"260","146","115001","3","0","2023/07/19 11:00:00","2023/07/24 10:59:59"
"261","147","117201","3","1053","2023/07/31 11:00:00","2023/08/09 10:59:59"
"262","148","113401","3","0","2023/08/09 11:00:00","2023/08/15 10:59:59"
"263","149","117301","3","1054","2023/08/15 11:00:00","2023/08/23 10:59:59"
"264","150","115501","3","0","2023/08/23 11:00:00","2023/08/31 10:59:59"
"265","151","180701","3","1055","2023/08/31 11:00:00","2023/09/03 17:59:59"
"266","151","180301","3","0","2023/08/31 11:00:00","2023/09/03 17:59:59"
"267","151","180601","3","0","2023/08/31 11:00:00","2023/09/03 17:59:59"
"268","151","180101","3","0","2023/08/31 11:00:00","2023/09/03 17:59:59"
"269","151","106801","3","0","2023/08/31 11:00:00","2023/09/03 17:59:59"
"270","151","180201","3","0","2023/08/31 11:00:00","2023/09/03 17:59:59"
"271","151","180501","3","0","2023/08/31 11:00:00","2023/09/03 17:59:59"
"272","151","180401","3","0","2023/08/31 11:00:00","2023/09/03 17:59:59"
"273","151","107001","3","0","2023/08/31 11:00:00","2023/09/03 17:59:59"
"274","151","106101","3","0","2023/08/31 11:00:00","2023/09/03 17:59:59"
"275","151","107101","3","0","2023/08/31 11:00:00","2023/09/03 17:59:59"
"276","152","117501","3","1056","2023/09/03 18:00:00","2023/09/08 10:59:59"
"277","153","113701","3","0","2023/09/08 11:00:00","2023/09/13 10:59:59"
"278","153","113801","3","0","2023/09/08 11:00:00","2023/09/13 10:59:59"
"279","154","117601","3","1057","2023/09/13 11:00:00","2023/09/18 10:59:59"
"280","155","118001","3","1058","2023/09/18 11:00:00","2023/09/24 10:59:59"
"281","156","108101","3","0","2023/09/24 11:00:00","2023/09/30 10:59:59"
"282","156","108301","3","0","2023/09/24 11:00:00","2023/09/30 10:59:59"
"283","157","110601","3","0","2023/09/24 11:00:00","2023/09/30 10:59:59"
"284","158","117701","3","1059","2023/09/30 11:00:00","2023/10/08 10:59:59"
"285","159","113901","3","0","2023/10/08 11:00:00","2023/10/15 10:59:59"
"286","160","117901","3","1060","2023/10/15 11:00:00","2023/10/22 10:59:59"
"287","803","170101","3","0","2023/10/17 11:00:00","2023/10/31 10:59:59"
"288","803","170201","3","0","2023/10/17 11:00:00","2023/10/31 10:59:59"
"289","161","111101","3","0","2023/10/22 11:00:00","2023/10/31 10:59:59"
"290","162","106701","3","1061","2023/10/31 11:00:00","2023/11/03 17:59:59"
"291","162","180701","3","0","2023/10/31 11:00:00","2023/11/03 17:59:59"
"292","162","180301","3","0","2023/10/31 11:00:00","2023/11/03 17:59:59"
"293","162","180601","3","0","2023/10/31 11:00:00","2023/11/03 17:59:59"
"294","162","180101","3","0","2023/10/31 11:00:00","2023/11/03 17:59:59"
"295","162","106801","3","0","2023/10/31 11:00:00","2023/11/03 17:59:59"
"296","162","180201","3","0","2023/10/31 11:00:00","2023/11/03 17:59:59"
"297","162","180501","3","0","2023/10/31 11:00:00","2023/11/03 17:59:59"
"298","162","180401","3","0","2023/10/31 11:00:00","2023/11/03 17:59:59"
"299","162","107001","3","0","2023/10/31 11:00:00","2023/11/03 17:59:59"
"300","162","106101","3","0","2023/10/31 11:00:00","2023/11/03 17:59:59"
"301","162","107101","3","0","2023/10/31 11:00:00","2023/11/03 17:59:59"
"302","163","119001","3","1062","2023/11/03 18:00:00","2023/11/11 10:59:59"
"303","164","114201","3","0","2023/11/11 11:00:00","2023/11/16 10:59:59"
"304","164","114301","3","0","2023/11/11 11:00:00","2023/11/16 10:59:59"
"305","166","119101","3","1063","2023/11/16 11:00:00","2023/11/24 10:59:59"
"306","167","108401","3","0","2023/11/24 11:00:00","2023/11/30 10:59:59"
"307","167","108601","3","0","2023/11/24 11:00:00","2023/11/30 10:59:59"
"308","168","119901","3","1064","2023/11/30 11:00:00","2023/12/08 10:59:59"
"309","169","114401","3","0","2023/12/08 11:00:00","2023/12/15 09:59:59"
"310","170","111501","3","0","2023/12/15 10:00:00","2023/12/20 10:59:59"
"311","171","119301","3","1065","2023/12/20 11:00:00","2023/12/29 10:59:59"
"312","172","180801","3","1066","2023/12/29 11:00:00","2024/01/01 17:59:59"
"313","172","106701","3","0","2023/12/29 11:00:00","2024/01/01 17:59:59"
"314","172","180701","3","0","2023/12/29 11:00:00","2024/01/01 17:59:59"
"315","172","180301","3","0","2023/12/29 11:00:00","2024/01/01 17:59:59"
"316","172","180601","3","0","2023/12/29 11:00:00","2024/01/01 17:59:59"
"317","172","180101","3","0","2023/12/29 11:00:00","2024/01/01 17:59:59"
"318","172","106801","3","0","2023/12/29 11:00:00","2024/01/01 17:59:59"
"319","172","180201","3","0","2023/12/29 11:00:00","2024/01/01 17:59:59"
"320","172","180501","3","0","2023/12/29 11:00:00","2024/01/01 17:59:59"
"321","172","180401","3","0","2023/12/29 11:00:00","2024/01/01 17:59:59"
"322","172","107001","3","0","2023/12/29 11:00:00","2024/01/01 17:59:59"
"323","172","106101","3","0","2023/12/29 11:00:00","2024/01/01 17:59:59"
"324","172","107101","3","0","2023/12/29 11:00:00","2024/01/01 17:59:59"
"325","173","120701","3","1067","2024/01/01 18:00:00","2024/01/11 10:59:59"
"326","174","111801","3","0","2024/01/11 11:00:00","2024/01/15 10:59:59"
"327","174","115001","3","0","2024/01/11 11:00:00","2024/01/15 10:59:59"
"328","175","120901","3","1068","2024/01/15 11:00:00","2024/01/24 10:59:59"
"329","176","108801","3","0","2024/01/24 11:00:00","2024/01/27 10:59:59"
"330","176","108701","3","0","2024/01/24 11:00:00","2024/01/27 10:59:59"
"331","177","112001","3","0","2024/01/27 11:00:00","2024/01/31 10:59:59"
"332","177","111901","3","0","2024/01/27 11:00:00","2024/01/31 10:59:59"
"333","178","121001","3","1069","2024/01/31 11:00:00","2024/02/08 10:59:59"
"334","179","116401","3","1070","2024/02/08 11:00:00","2024/02/18 10:59:59"
"335","180","115501","3","0","2024/02/18 11:00:00","2024/02/27 10:59:59"
"336","181","121101","3","1071","2024/02/18 11:00:00","2024/02/27 10:59:59"
"337","182","117001","3","0","2024/02/27 11:00:00","2024/03/02 10:59:59"
"338","183","118101","3","1072","2024/03/02 11:00:00","2024/03/05 17:59:59"
"339","183","180801","3","0","2024/03/02 11:00:00","2024/03/05 17:59:59"
"340","183","106701","3","0","2024/03/02 11:00:00","2024/03/05 17:59:59"
"341","183","180701","3","0","2024/03/02 11:00:00","2024/03/05 17:59:59"
"342","183","180301","3","0","2024/03/02 11:00:00","2024/03/05 17:59:59"
"343","183","180601","3","0","2024/03/02 11:00:00","2024/03/05 17:59:59"
"344","183","180101","3","0","2024/03/02 11:00:00","2024/03/05 17:59:59"
