272f437979248026111a9951271bef7fd69042f723ca6d501f19a8cfb077d250,d62ada4a72477a59ce58563dd0c32d4e12d0c9c71fe12f3e6fd3ee6cd56eb59c,a061310ddf26eb6c66247e5bc7b1be1ce4c2283cd80c2efd8ec1917217996d82,c6a3ab643bbf102a6381648fd59feef391ea526b05950866f91d3f9a2af69c1c,ff703de46e26655b5a1fd85f85255b0a64edcbda3ee6de412a2215b79932ed2b,c6c28a2822948df2afe07070fe37cd1e6199de0922de05d405f8e983721adb15,ed9be655c12b95e45cc2add8c87342b3c4ece8d4107dcdb6ed714b5e8e3c0584,98c015411862312a51de2b45803171c37e9e1e88468ff29ee23e18e7a0efd7bc,89ffad42deab10ab742d5672204274fd407eeec3958271e3cbb99ffb915d0ad8,2bfa207f83ea49376376193467dcfd0b9aa37512dcaaa3f296cca138e5f9fe9b,ee2d248dba8fa7235b05e1dbefd73469ca260ed49cebdb21edfca20043f00ddc,0f2cfbfa9e19e55b1b4e3af733337e514b8c9779ca1c86663465db2416289409,926870ee6aab142ab1bcfbc56275217d0aef608b468fb4b702c9e0131c5f3995
"11120701","1","1","1207","-1","3","0","2","0","2","0","vo_minigame_1012_correct_131","만회하는 거야!"
"11130101","1","1","1301","0","0","0","2","0","2","0","vo_minigame_1012_incorrect_107","마음 다잡아!"
"11130102","1","1","1301","0","0","0","9","0","9","0","vo_minigame_1012_incorrect_108","이런 일도 있어!"
"11130103","1","1","1301","0","0","0","4","0","4","0","vo_minigame_1012_incorrect_109","그러면 안 돼!"
"11130201","1","1","1302","-1","20000","0","4","0","4","0","vo_minigame_1012_incorrect_116","타임 오버야!"
"11130202","1","1","1302","-1","20000","0","5","0","5","0","vo_minigame_1012_incorrect_117","아니, 대답하라고!"
"11130301","1","1","1303","0","0","0","3","0.01","3","6","vo_minigame_1012_incorrect_118","어렵네…"
"11130302","1","1","1303","0","0","0","4","0","4","0","vo_minigame_1012_incorrect_119","난도가 너무 높네…"
"11130401","1","1","1304","0","0","0","2","0","2","0","vo_minigame_1012_incorrect_123","잊어버리면 안 된다?"
"11130501","1","1","1305","0","0","0","1","0","1","0","vo_minigame_1012_incorrect_126","전부 틀리진 않았어!"
"11300101","1","1","3001","10","10","1","7","3.18","8","4","vo_minigame_1012_result_1000","후후, 전부 정답이야!\n제대로 공부하고 있는 것 같아서\n기특하네♪"
"11300102","1","1","3001","10","10","1","8","3.33","7","10","vo_minigame_1012_result_1001","대단해… 전부 정답이야!\n뭐, 당연하다면 당연하지~\n왜냐면 내가\n가르쳐 주고 있으니까♪"
"11300103","1","1","3001","10","10","1","8","5.41","1","10","vo_minigame_1012_result_1002","전부 정답! 짝짝짝~♪\n이 난이도는 이제 완벽한 거 아냐?\n다음에는 더 어려운 문제에 도전해!\n너라면 할 수 있다고!"
"11300104","1","1","3001","10","10","2","5","8.11","8","10","vo_minigame_1012_result_1003","오… 어려운 문제를 골랐는데\n전부 다 맞혔잖아!!\n너 좀 많이 대단하네…!\n퍼펙트야, 퍼펙트!"
"11300105","1","1","3001","10","10","2","10","1.31","5","0","vo_minigame_1012_result_1004","동그라미… 동그라미… 전부 동그라미!\n어려운 문제인데 전부 정답이야…!\n놀랐어… 너, 언제\n이렇게 공부한 거야!"
"11300106","1","1","3001","10","10","2","9","4.93","8","0","vo_minigame_1012_result_1005","이렇게까지 완벽하게 맞히니\n조금 분하네…!\n그래도 솔직하게 칭찬해 줄게!\n잘했어, 잘했어, 잘했어~!"
"11300107","1","1","3001","10","10","3","5","2.99","8","4","vo_minigame_1012_result_1006","대단해… 너, 퍼펙트야!\n이대로 가면 다음 시험에서\n학년 1위 하는 것도 꿈이 아닐지도 몰라!\n기대되네~♪"
"11300108","1","1","3001","10","10","3","8","8.37","7","4","vo_minigame_1012_result_1007","만점이야! 후후, 이제 너한테\n가르칠 건 아무것도 없어…!\n반대로 내가 너한테 배우고 싶을\n정도야! …안 그래요? 선생님♪"
"11300109","1","1","3001","10","10","3","7","5.32","5","8","vo_minigame_1012_result_1008","전・부・정・답!\n초고난도 문제들뿐인데 대단하네…!\n혹시,\n넌 천재야!?"
"11300110","1","1","3001","9","7","1","7","4.77","1","4","vo_minigame_1012_result_1009","오, 꽤 좋은 점수네~!\n나도 가르쳐 준 보람이 있어♪\n자, 더 공부하자!"
"11300111","1","1","3001","9","7","1","8","2.97","7","4","vo_minigame_1012_result_1010","응, 괜찮은 느낌의 점수를 받았네!\n이 기세로 다음에는\n만점을 보여 줬으면 좋겠어!"
"11300112","1","1","3001","9","7","1","5","3.47","1","0","vo_minigame_1012_result_1011","아~ 아깝다!\n조금만 더 맞혔으면 만점인데!\n다음엔 퍼펙트할 수 있어!\n열심히 하자!"
"11300113","1","1","3001","9","7","2","8","5.32","7","4","vo_minigame_1012_result_1012","대단해, 제법 잘했잖아!\n어려운 문제인데 꽤 하네!\n남은 건 노려라, 만점이야!"
"11300114","1","1","3001","9","7","2","8","6.49","7","10","vo_minigame_1012_result_1013","응, 꽤 좋은 느낌이야!\n너는 낙제점 받을 걱정은\n전~혀 없을 것 같네♪\n그래도 공부는 그만두게 하지 않겠지만!"
"11300115","1","1","3001","9","7","2","5","3.56","1","0","vo_minigame_1012_result_1014","아~ 조금만 더 맞혔으면\n전부 정답이었는데!\n어려운 문제지만 너라면\n다음엔 만점을 노릴 수 있어!"
"11300116","1","1","3001","9","7","3","8","5.67","1","10","vo_minigame_1012_result_1015","응, 대부분 정답이야!\n이런 어려운 문제인데,\n대단하잖아!\n역시 넌 여간내기가 아니야!"
"11300117","1","1","3001","9","7","3","7","2.85","1","10","vo_minigame_1012_result_1016","착실하게 성장하고 있는 느낌이네?\n너라면 이 어려운 문제도\n언젠가 만점 맞을 수 있을지도…!"
"11300118","1","1","3001","9","7","3","5","3.88","1","0","vo_minigame_1012_result_1017","우와~ 아깝네!\n조금만 더 맞혔으면 만점인데?\n뭐, 나라도 고민할 어려운 문제니까\n이 점수는 자랑스러워해도 돼!"
"11300119","1","1","3001","6","4","1","3","4.12","1","0","vo_minigame_1012_result_1018","정답률은 반 정도인가~\n나쁘진 않지만, 너는\n이 정도가 아니지?"
"11300120","1","1","3001","6","4","1","9","4.34","1","0","vo_minigame_1012_result_1019","음~ 확실히 말하자면\n어중간한 점수네…\n뭐, 괜찮아! 앞으로 팍팍\n점수를 올리자!"
"11300121","1","1","3001","6","4","1","3","3.15","1","0","vo_minigame_1012_result_1020","음~ 솔직히 좀 아쉬운 점수야!\n너한테 기대하고 있으니까\n더 열심히 해!"
"11300122","1","1","3001","6","4","2","9","5.3","1","0","vo_minigame_1012_result_1021","정답률은 반 정도인가\n어려운 문제니까 어쩔 수 없지…\n그래도 너라면 더 잘할 수 있어!\n왜냐면 내가 옆에 있으니까!"
"11300123","1","1","3001","6","4","2","8","2.55","1","0","vo_minigame_1012_result_1022","응, 그럭저럭 잘했네!\n열심히 공부해서\n더 높은 점수를 목표로 하자!"
"11300124","1","1","3001","6","4","2","1","4.19","7","0","vo_minigame_1012_result_1023","어려운 문제인데 이 정답률이면\n잘한 편이야!\n하지만 이 정도로\n만족하면 안 된다!?"
"11300125","1","1","3001","6","4","3","7","3.43","1","0","vo_minigame_1012_result_1024","어려운 문제인데 반 정도 정답을\n맞혔잖아♪\n이 기세로 더 학력을\n높이자!"
"11300126","1","1","3001","6","4","3","1","0","1","0","vo_minigame_1012_result_1025","좋아, 평균점이네!\n제대로 공부하고 있는 것 같아서\n안심했어~♪"
"11300127","1","1","3001","6","4","3","8","3.72","7","0","vo_minigame_1012_result_1026","어려운 문제들뿐인데 이 정답률은\n대단한 거야!\n뭐, 더 좋은 점수를 받고 싶다면\n공부를 도와줄게!"
"11300128","1","1","3001","3","1","1","3","3.5","2","1","vo_minigame_1012_result_1027","그렇구나…\n이건 가르치는 보람이 있네\n가차 없이 단련해 줄 테니까\n각오해!"
"11300129","1","1","3001","3","1","1","4","3.25","2","1","vo_minigame_1012_result_1028","잠깐, 너,\n완전 못 맞혔잖아!\n…설마 이게 진심으로 한 거라고\n하진 않겠지~?"
"11300130","1","1","3001","3","1","1","3","4.62","2","0","vo_minigame_1012_result_1029","음~…… 대충 찍어도\n이 정도는 맞히는데?\n좀 더 본격적으로\n가르쳐야겠네……!"
"11300131","1","1","3001","3","1","2","9","4.5","1","0","vo_minigame_1012_result_1030","…뭐, 뭐어, 이 문제는\n너한테는 너무 어려웠을지도 모르겠네\n조금씩이라도 괜찮으니까\n레벨 업하자!"
"11300132","1","1","3001","3","1","2","3","0.01","3","9","vo_minigame_1012_result_1031","음~ 꽤 많이 틀렸네…\n이대로 계속하는 것도 괜찮지만\n간단한 문제부터 다시 해보는 것도\n좋을지도 모른다고~?"
"11300133","1","1","3001","3","1","2","9","0.01","9","9","vo_minigame_1012_result_1032","어라라, 너한테는 좀\n너무 어려웠을까…?\n한 번 더 다시 해보자!"
"11300134","1","1","3001","3","1","3","3","0.01","3","6","vo_minigame_1012_result_1033","음~ 아쉬운 결과네…\n엄청 어려운 문제니까 어쩔 수 없지만\n무리하지 말고 간단한 문제부터 도전\n해 보는 것도 좋을지도 모른다고?"
"11300135","1","1","3001","3","1","3","3","2.97","9","0","vo_minigame_1012_result_1034","정답률이 많이 안 좋네…\n뭐, 어려운 문제니까…!\n그 도전 정신은 칭찬할게!"
"11300136","1","1","3001","3","1","3","3","3.1","1","0","vo_minigame_1012_result_1035","간신히 0점은 면했네…\n어려운 문제들뿐이긴 하지만\n좀 더 열심히 하자!"
"11300137","1","1","3001","0","0","1","6","4.31","2","1","vo_minigame_1012_result_1036","…너 말이야, 0점은\n오히려 맞기 힘들다고!?\n설마 노리고 한 건\n아니지~!?"
"11300138","1","1","3001","0","0","1","2","0.1","2","1","vo_minigame_1012_result_1037","0점이라니…\n너, 장난치는 거야!?\n제대로 안 하면\n전격 마법 먹여 버린다!?"
"11300139","1","1","3001","0","0","1","9","4.23","3","9","vo_minigame_1012_result_1038","어쩌면 너는\n공부랑 안 맞는 걸지도 몰라…\n…공부가 전부는 아니야\n다른 데서 열심히 하자!"
"11300140","1","1","3001","0","0","2","3","4.38","2","0","vo_minigame_1012_result_1039","화내지 않을 테니까 솔직하게 말해 볼래?\n…장난으로 답을 고른 거지?\n자, 솔직하게\n말・해・보・라・고?"
"11300141","1","1","3001","0","0","2","8","3.58","2","0","vo_minigame_1012_result_1040","네 점수는~~…\n…네! 0점~!!\n…아니, 장난하지 마~~!!"
"11300142","1","1","3001","0","0","2","4","2.02","2","1","vo_minigame_1012_result_1041","0점이라니 어떻게 된 거야!?\n아니 너, 오히려 대단하네!?\n눈 감고 찍어도\n1점은 맞으니까!"
"11300143","1","1","3001","0","0","3","9","5.53","1","9","vo_minigame_1012_result_1042","아차~…… 안타깝게도 0점이야\n좀 너무 어려웠을지도 모르겠네~…\n…뭐, 이런 일도 있지!\n실망하지 않아도 돼!"
"11300144","1","1","3001","0","0","3","3","4.4","1","9","vo_minigame_1012_result_1043","꽤 어려운 문제였다고 해도\n0점은 좀 아쉽네…\n그래도 뭐, 반대로 생각하는 거야!\n너한테는 성장할 여지만 있다고!"
"11300145","1","1","3001","0","0","3","3","5.35","1","0","vo_minigame_1012_result_1044","0점인가~… 응, 미안…\n위로할 말이 안 떠올라!\n……뭐, 다음이 있으니까\n마음을 다잡는 거야!"
"12120101","1","2","1201","0","0","0","8","0","8","0","vo_minigame_1012_correct_132","OK！"
"12120102","1","2","1201","0","0","0","7","0","7","0","vo_minigame_1012_correct_133","맞았어!"
"12120103","1","2","1201","0","0","0","7","0","7","0","vo_minigame_1012_correct_134","굿!"
"12120201","1","2","1202","3000","0","0","5","0","5","0","vo_minigame_1012_correct_135","진짜!?"
"12120202","1","2","1202","3000","0","0","10","0","10","0","vo_minigame_1012_correct_136","헤에~!"
"12120203","1","2","1202","6000","3001","0","7","0","7","0","vo_minigame_1012_correct_137","그 기세야!"
"12120204","1","2","1202","-1","13333","0","1","0","1","0","vo_minigame_1012_correct_138","조금 서둘러!"
"12120301","1","2","1203","0","0","0","5","0","5","0","vo_minigame_1012_correct_139","진짜 대박!"
"12120401","1","2","1204","0","0","0","7","0","7","0","vo_minigame_1012_correct_141","낙승!"
"12120501","1","2","1205","0","0","0","7","0","7","0","vo_minigame_1012_correct_140","설욕전이네!"
"12120601","1","2","1206","-1","3","0","1","0","1","0","vo_minigame_1012_correct_142","좋아!"
"12120701","1","2","1207","-1","3","0","2","0","2","0","vo_minigame_1012_correct_143","아직이야!"
"12130101","1","2","1301","0","0","0","2","0","2","0","vo_minigame_1012_incorrect_127","땡!"
"12130102","1","2","1301","0","0","0","2","0","2","0","vo_minigame_1012_incorrect_128","안 돼~!"
"12130103","1","2","1301","0","0","0","9","0","9","0","vo_minigame_1012_incorrect_129","어라…!"
"12130201","1","2","1302","3000","0","0","3","0","3","0","vo_minigame_1012_incorrect_130","서두르지 마!"
"12130202","1","2","1302","3000","0","0","5","0","5","0","vo_minigame_1012_incorrect_131","천천히!"
"12130203","1","2","1302","6000","3001","0","2","0","2","0","vo_minigame_1012_incorrect_132","심호흡!"
"12130204","1","2","1302","-1","20000","0","3","0","3","0","vo_minigame_1012_incorrect_133","느리네…!"
"12130301","1","2","1303","0","0","0","5","0","5","0","vo_minigame_1012_incorrect_134","어려워!"
"12130401","1","2","1304","0","0","0","6","0","6","0","vo_minigame_1012_incorrect_135","잊어버렸어?"
"12130501","1","2","1305","0","0","0","2","0","2","0","vo_minigame_1012_incorrect_136","다음엔 할 수 있어!"
"12170101","1","2","1701","30000","20000","0","2","0.01","2","3","vo_minigame_1012_time_100","라스트 스퍼트!"
"12170102","1","2","1701","30000","20000","0","1","0.01","1","3","vo_minigame_1012_time_101","이제 곧 끝이야!"
"12300101","1","2","3001","-1","20","1","7","3.74","1","10","vo_minigame_1012_result_1045","네, 잘했습니다!\n기초는 이제 완벽하네!\n다음에는 더 어려운 문제에도\n도전해 봐!"
"12300102","1","2","3001","-1","20","1","1","3.85","9","0","vo_minigame_1012_result_1046","뭐야 너, 움직이기 시작한 펜이\n멈추지 않는다는 느낌?\n나 참, 심플하게 대단하잖아\n참 잘했어요 찍어 줄게!"
"12300103","1","2","3001","-1","20","1","5","0.01","5","8","vo_minigame_1012_result_1047","굉장한 점수네…!\n너, 공부 안 한다고 말하면서\n사실은 엄청 열심히 하는\n그런 거지!?"
"12300104","1","2","3001","-1","20","2","8","2.86","7","4","vo_minigame_1012_result_1048","공부한 성과가\n제대로 나왔잖아!\n나도 네 선생님으로서\n뿌듯하네~♪"
"12300105","1","2","3001","-1","20","2","5","2.02","3","9","vo_minigame_1012_result_1049","오케이! 이제 충분해!\n이보다 더 잘하면\n내가 가르칠 필요가 없어져!"
"12300106","1","2","3001","-1","20","2","5","4.46","1","0","vo_minigame_1012_result_1050","어려운 문제를 선택했다고 생각했는데\n정답 수가 엄청나네…!\n그래도 아직 위가 있어…\n다음은 최고 난도에 도전하는 거야!"
"12300107","1","2","3001","-1","20","3","5","6.85","4","7","vo_minigame_1012_result_1051","대단하다고는 생각했지만,\n넌 공부도 완벽한 거야…?\n그야 모두 너한테 반하…\n아니, 아, 아무것도 아니야!!"
"12300108","1","2","3001","-1","20","3","5","3.79","9","0","vo_minigame_1012_result_1052","이 문제, 나도 고민하는\n초고난도인데…\n후훗, 칭찬밖에 안 나오네!\n참 잘했습니다!"
"12300109","1","2","3001","-1","20","3","4","0.01","4","7","vo_minigame_1012_result_1053","딱히 얼굴 빨개지지 않았거든!\n머리 좋은 사람을 좋아한다든가…\n멋있다든가…\n…그런 생각 안 한다고!"
"12300110","1","2","3001","-1","20","1","5","0","5","0","vo_minigame_1012_result_1054","스피드도 정확도도 완벽…\n두말할 필요 없는 만점이야!\n너, 장래에 터무니없는 사람이\n되는 거 아냐!?"
"12300112","1","2","3001","-1","20","2","5","0","5","0","vo_minigame_1012_result_1054","스피드도 정확도도 완벽…\n두말할 필요 없는 만점이야!\n너, 장래에 터무니없는 사람이\n되는 거 아냐!?"
"12300114","1","2","3001","-1","20","3","5","0","5","0","vo_minigame_1012_result_1054","스피드도 정확도도 완벽…\n두말할 필요 없는 만점이야!\n너, 장래에 터무니없는 사람이\n되는 거 아냐!?"
"12300116","1","2","3001","19","15","1","5","3","7","10","vo_minigame_1012_result_1056","오오~ 꽤 많이 맞혔네!\n이 기세로 더 굉장한 점수를\n노리자!"
"12300117","1","2","3001","19","15","1","8","0.01","8","10","vo_minigame_1012_result_1057","응, 완전 좋은 느낌이야!\n제대로 공부하고 있는 것 같아서\n감탄했어♪"
"12300118","1","2","3001","19","15","1","5","4.01","8","0","vo_minigame_1012_result_1058","어, 이렇게 좋은 점수를 받았는데\n아직 만족 못 한 거야?\n뭐야, 그 향상심은…\n좋은데!"
"12300119","1","2","3001","19","15","2","8","2.83","7","10","vo_minigame_1012_result_1059","스피드도 정답 수도 좋은 느낌이야!\n있잖아, 이 기세로\n정점을 노려 볼래?"
"12300120","1","2","3001","19","15","2","10","0","10","0","vo_minigame_1012_result_1060","이 난이도에서도\n술술 풀다니…\n너는\n진짜 대단한 녀석이네…!"
"12300121","1","2","3001","19","15","2","8","3.66","7","4","vo_minigame_1012_result_1061","이렇게 정답을 맞힐 수 있으면\n공부도 즐겁지♪\n자, 계속 이어서 하자~!"
"12300122","1","2","3001","19","15","3","5","3.28","8","0","vo_minigame_1012_result_1062","너, 이 성적\n요행은 아니겠지…!\n이만큼 할 수 있으면\n대단한 거야!"
"12300123","1","2","3001","19","15","3","8","2.7","1","0","vo_minigame_1012_result_1063","대단해! 진짜 좋은 성적이야!\n이 어려운 문제도 너한테 걸리면\n식은 죽 먹기란 거야?"
"12300124","1","2","3001","19","15","3","5","3.98","9","9","vo_minigame_1012_result_1064","너… 어쩌면\n나보다 점수 좋을지도?\n나, 나도 너를 본받아서\n공부해야겠네…!"
"12300131","1","2","3001","14","10","1","7","2.51","1","0","vo_minigame_1012_result_1067","응, 꽤 좋은 점수야!\n하지만 아직 더 열심히 할 수 있지?\n자, 다음 가자!"
"12300132","1","2","3001","14","10","1","1","4.16","7","0","vo_minigame_1012_result_1068","충분히 우수한 성적이지만\n너라면 더 할 수 있어!\n자, 열심히 공부하자!"
"12300133","1","2","3001","14","10","1","8","2.07","7","0","vo_minigame_1012_result_1069","응, 좋은 느낌이네!\n이 기세로 조금씩,\n정답 수를 늘려 가자!"
"12300134","1","2","3001","14","10","2","8","3.51","1","0","vo_minigame_1012_result_1070","어려운 문제들뿐인데\n꽤 좋은 느낌이잖아!\n잘하고 있으니까\n자신감 가져도 돼!"
"12300135","1","2","3001","14","10","2","1","0","1","0","vo_minigame_1012_result_1071","어려운 문제에서도 기초는 중요해!\n이 기세로 계속\n점수를 올리자!"
"12300136","1","2","3001","14","10","2","1","4.3","7","0","vo_minigame_1012_result_1072","10문제 이상 맞혔네!\n어, 아직 부족해?\n후후, 그럼 더 위를\n노려 볼래?"
"12300137","1","2","3001","14","10","3","8","4.47","7","0","vo_minigame_1012_result_1073","응, 이 어려운 문제에서 이 점수는\n지나치게 충분한 성과야!\n뭐, 너라면 더 좋은 점수를\n노리겠지만♪"
"12300138","1","2","3001","14","10","3","8","3.68","9","0","vo_minigame_1012_result_1074","자, 수고했어~\n꽤 좋은 점수잖아\n…나도 공부해야겠네!"
"12300139","1","2","3001","14","10","3","5","3.34","1","0","vo_minigame_1012_result_1075","오오~ 10문제 이상\n맞혔잖아!\n넌 역시\n여간내기가 아니네~"
"12300141","1","2","3001","14","10","1","1","6.58","8","0","vo_minigame_1012_result_1077","응, 정답률은 나무랄 데 없네!\n남은 건 더 빨리 풀 수 있으면\n더 높은 점수를 받게 될 거야!\n이 기세로 열심히 하자!"
"12300143","1","2","3001","14","10","2","1","6.58","8","0","vo_minigame_1012_result_1077","응, 정답률은 나무랄 데 없네!\n남은 건 더 빨리 풀 수 있으면\n더 높은 점수를 받게 될 거야!\n이 기세로 열심히 하자!"
"12300145","1","2","3001","14","10","3","1","6.58","8","0","vo_minigame_1012_result_1077","응, 정답률은 나무랄 데 없네!\n남은 건 더 빨리 풀 수 있으면\n더 높은 점수를 받게 될 거야!\n이 기세로 열심히 하자!"
"12300146","1","2","3001","9","5","1","1","4.24","7","0","vo_minigame_1012_result_1078","흐응~ 그럭저럭인 결과야\n나쁘진 않지만… 너한테는\n더 많이 기대하고 있어~"
"12300147","1","2","3001","9","5","1","7","4.74","1","0","vo_minigame_1012_result_1079","응, 열심히 했지만…\n솔직히 더 많이 맞힐 수 있을지도 모른다고~?\n이런 건 너한테는 통과점이야!\n더 좋은 점수를 노려 보지 않을래?"
"12300148","1","2","3001","9","5","1","1","0","1","0","vo_minigame_1012_result_1080","그럭저럭인 점수지만,\n네가 볼 땐 느낌이 어땠어?\n안 좋다고 생각했으면,\n아직 더 성장할 여지는 있어!"
"12300149","1","2","3001","9","5","2","8","2.21","1","0","vo_minigame_1012_result_1081","응, 괜찮은 결과네!\n그래도 너는 더 좋은 점수를\n받을 수 있을 거야!\n더 열심히 하자!"
"12300150","1","2","3001","9","5","2","3","2.46","1","0","vo_minigame_1012_result_1082","음~ 확실히 말해 미묘하네!\n뭐, 어려운 문제고,\n공부하면\n점수는 오를 거야!"
"12300151","1","2","3001","9","5","2","3","2.94","1","0","vo_minigame_1012_result_1083","음~…\n10점엔 못 닿았나~\n다음엔 10점 넘는 걸 노리고\n열심히 하지 않을래?"
"12300152","1","2","3001","9","5","3","7","4.19","1","0","vo_minigame_1012_result_1084","자, 수고했어~\n점수는 그럭저럭이네!\n뭐, 엄청 어려운 문제였고, 열심히 했어"
"12300153","1","2","3001","9","5","3","1","0","1","0","vo_minigame_1012_result_1085","응, 상당히 어려운 문제인데\n마지막까지 풀었네\n다음엔 더 좋은 점수를 노려 볼래?"
"12300154","1","2","3001","9","5","3","3","2.63","1","0","vo_minigame_1012_result_1086","조금 실수가 많았을지도~\n그래도 틀린 건 복습해서\n다음엔 맞히자~!"
"12300155","1","2","3001","4","1","1","3","5.53","1","0","vo_minigame_1012_result_1087","어라… 별로 좋지 않은 점수네~\n어떻게 된 거야, 컨디션 안 좋았어?\n다음엔 더 열심히 하자"
"12300156","1","2","3001","4","1","1","3","0.01","3","9","vo_minigame_1012_result_1088","음~… 정답 수는\n아쉽네~\n좀 더 공부 시간을\n늘릴까?"
"12300157","1","2","3001","4","1","1","3","4.15","1","3","vo_minigame_1012_result_1089","음~… 너라면 좀 더\n좋은 점수를 받을 수 있잖아~?\n더 열심히 해\n기대하고 있으니까!"
"12300158","1","2","3001","4","1","2","9","0.01","9","9","vo_minigame_1012_result_1090","음~ 지금의 너한테\n이 문제는 어려웠던 걸까…\n난도를 낮춰서 도전하는 것도\n괜찮을지도~?"
"12300159","1","2","3001","4","1","2","3","5.37","1","0","vo_minigame_1012_result_1091","별로 결과가 좋지 않네~\n어려운 문제니 어쩔 수 없지만\n다음엔 더 열심히 하면 좋겠어!"
"12300160","1","2","3001","4","1","2","3","1.44","1","0","vo_minigame_1012_result_1092","그렇구나…\n조금 안 맞는 문제가 많았어?\n한 번 더 도전\n해 볼까~"
"12300161","1","2","3001","4","1","3","3","0","3","0","vo_minigame_1012_result_1093","으음~… 문제가 너무 어려웠어?\n무리해서 어려운 문제를 계속 푸는 것보다\n난도를 낮추는 게\n공부 효율이 더 좋을지도 모른다고~?"
"12300162","1","2","3001","4","1","3","3","2.91","9","3","vo_minigame_1012_result_1094","…점수를 별로 못 받았네\n이건 나한테도 어려운 문제니까\n그렇게 실망하지 않아도 돼!\n다음에 열심히 하자!"
"12300163","1","2","3001","4","1","3","5","2.61","1","0","vo_minigame_1012_result_1095","미안, 너무 어려웠어?\n한 번 더 도전하는 것도 좋고,\n난도를 낮추는 것도 좋고,\n네가 의욕이 있다면 같이해 줄게!"
"12300164","1","2","3001","0","0","1","4","3.63","2","1","vo_minigame_1012_result_1096","잠깐 너…\n의욕 없지~!?\n다음에도 이런 점수 받으면\화낸다!"
"12300165","1","2","3001","0","0","1","6","4.16","2","1","vo_minigame_1012_result_1097","하아… 자기가 몇 점 받았는지는\n알고 있겠지~…?\n0점이야, 0점! 얕보는 거야!?"
"12300166","1","2","3001","0","0","1","3","0.01","3","6","vo_minigame_1012_result_1098","으으~ 머리 아파…\n네 탓이야!\n0점이 뭐야!\n하아, 이대로는 낙제점이야~…"
"12300167","1","2","3001","0","0","2","6","5.75","2","0","vo_minigame_1012_result_1099","저기, 너 진심으로 한 거야?\n설마 적당히 하는 건 아니겠지\n…알았어\n한 번 더 도전하는 거야!"
"12300168","1","2","3001","0","0","2","4","5.64","2","1","vo_minigame_1012_result_1100","너… 너, 0점이야, 0점…!\n내가 가르치는 방법이 잘못됐나…?\n…불타오르는데!\n반드시 네 학력을 올려 주겠어!"
"12300169","1","2","3001","0","0","2","8","5.73","4","8","vo_minigame_1012_result_1101","잠깐 기다려, 채점 잘못한 것 같아…\n…아니 제대로 했네. 자, 0점\n…어, 0점!?\n웃기지 마~~!"
"12300170","1","2","3001","0","0","3","5","5.32","3","1","vo_minigame_1012_result_1102","어라라… 0점이야\n뭐, 어려운 문제였으니까…\n…아니 그래도 0점은 아니지!\n한 문제 정도는 맞히라고!"
"12300171","1","2","3001","0","0","3","3","2.37","9","9","vo_minigame_1012_result_1103","안타깝지만 0점이야\n뭐, 뭐어, 긍정적으로 생각하면\n지금이 바닥이야! 밑바닥!\n남은 건 올라가는 것뿐이야!"
"12300172","1","2","3001","0","0","3","9","4.25","1","3","vo_minigame_1012_result_1104","…상당히 결과가 안 좋네\n일단 휴식할까?\n재충전해서 생각을 전환하고\n다시 한번 열심히 하자!"
