5f75fbc0c2c1f89568bdca35b43f769176790b989d9a6f15b0b2270d0b027049,b1ca21bae5586b6478f7597e9aea5e0da2df97cdafd02dd398afe6d95ce623da,73f4ae94b976d453290fb2dccd06f47d666b4fb75471a8b6d5a4f8eae3dede1d,b98e089d2659b153d3e937bc9ff8276f5ae087b0c12c548f7065a4552fa49769,2ecb0318446218575796a7a65d8093387de8947b96c666583d4be0d531f2e1dd,1b046223fc930a84d85bdc1b7e55d0fe7b5061e0beefa58f7d9d4fdc4c4fa5d7,3201eebe49dd3cb9d149157e5d9991cd6b5ce66a3942a5ec2398ef16c4cc138c,40a54edc9aa27af9355aa7afe243afbe261af83ad759ca9458f5fc8cb3f5ed91,75043fca801cea1a675788c8202a7cb270f34825b7ac20c8d81fd547964dc20c,953d55cfb83c55e1abc612f719bbd1d2faf182db11d5e0101b04f3a5edee7bda,34c46f4221baf96c1219030ef7da7a98a2a7562411d29a47f50884f614c3e668
"11010016","101","32","3","0","","","","","",""
"11010017","101","32","3","1","","","","","",""
"11010018","101","91","11010014","","","","","","",""
"11010019","101","11","110931","강력한 첫 치에루로\n심사위원의 하트를\n거머쥘 아이예요","10","","","","",""
"11010020","101","93","1","","","","","","",""
"11010021","101","3","103231","nyx_idle_joy1","1","","","0.2","",""
"11010022","101","3","104631","nyx_cmn_05","1","","","0.2","",""
"11010023","101","91","11010019","","","","","","",""
"11010024","101","3","2","nyx_101_chieru_01","0","nyx_101_chieru_loop","1","0.2","",""
"11010025","101","3","110931","nyx_101_chieru_01","0","nyx_101_chieru_loop","1","0.2","",""
"11010026","101","11","110931","치에룬♪\n아니, 아직 더 할 수 있어…\n치에☆루운~!","7","","","","",""
"11010027","101","93","0.4","","","","","","",""
"11010028","101","32","3","0","","","","","",""
"11010029","101","32","3","1","","","","","",""
"11010030","101","93","0.6","","","","","","",""
"11010031","101","3","103431","nyx_talk_bitter","1","","","0.2","",""
"11010032","101","3","104631","nyx_cmn_04","1","","","0.2","",""
"11010033","101","93","2","","","","","","",""
"11010034","101","3","2","nyx_101_chieru_02","0","nyx_101_chieru_loop","1","0.2","",""
"11010035","101","3","110931","nyx_101_chieru_02","0","nyx_101_chieru_loop","1","0.2","",""
"11010036","101","93","0.4","","","","","","",""
"11010037","101","32","3","0","","","","","",""
"11010038","101","32","4","1","","","","","",""
"11010039","101","91","11010026","","","","","","",""
"11010040","101","3","103431","nyx_idle_bitter","1","","","0.2","",""
"11010041","101","3","104831","nyx_talk_sad","1","","","0.2","",""
"11010042","101","11","104831","저, 저기…\n복도 쪽에서\n무슨 소리가 들리지 않아?","10","","","","",""
"11010043","101","91","0","","","","","","",""
"11010044","101","4","110931","1","","","","","",""
"11010045","101","4","2","1","","","","","",""
"11010046","101","3","2","nyx_101_chieru_02","0","nyx_101_chieru_loop","1","0.2","",""
"11010047","101","3","110931","nyx_101_chieru_02","0","nyx_101_chieru_loop","1","0.2","",""
"11010048","101","3","104831","nyx_idle_sad","1","","","0.2","",""
"11010049","101","3","104631","nyx_talk_sad","1","","","0.2","",""
"11010050","101","11","104631","뭔가 치에루 치에루\n하는 소리가 들린다냥…\n무섭다냥…","10","","","","",""
"11010051","101","91","0","","","","","","",""
"11010052","101","3","104631","nyx_idle_sad","1","","","0.2","",""
"11010053","101","3","103431","nyx_talk_sad","1","","","0.2","",""
"11010054","101","11","103431","학교의 칠대 불가사의\n같은 걸까…\n지, 집에 가고 싶어…","10","","","","",""
"11010055","101","91","0","","","","","","",""
"11010056","101","3","103431","nyx_idle_sad","1","","","0.2","",""
"11010057","101","3","103231","nyx_talk_joy2","1","","","0.2","",""
"11010058","101","11","103231","재밌네요!\n뭐가 나올지\n두근거려요!","10","","","","",""
"11010059","101","91","0","","","","","","",""
"11010060","101","93","0.4","","","","","","",""
"11010061","101","4","110931","0","","","","","",""
"11010062","101","4","2","0","","","","","",""
"11010063","101","3","110931","nyx_101_chieru_01","0","nyx_101_chieru_loop","1","0.2","",""
"11010064","101","3","2","nyx_101_chieru_01","0","nyx_101_chieru_loop","1","0.2","",""
"11010065","101","12","104831","1","1","","","","",""
"11010066","101","3","104831","nyx_talk_sad","0","nyx_idle_sad","1","0.2","0.2",""
"11010067","101","93","0.4","","","","","","",""
"11010068","101","32","3","0","","","","","",""
"11010069","101","32","3","1","","","","","",""
"11010070","101","93","1.6","","","","","","",""
"11010071","101","12","104631","15","1","","","","",""
"11010072","101","3","104631","nyx_talk_sad","0","nyx_idle_sad","1","0.2","0.2",""
"11010073","101","93","3","","","","","","",""
"11010074","101","4","110931","1","","","","","",""
"11010075","101","4","2","1","","","","","",""
"11010076","101","3","110931","nyx_101_chieru_02","0","nyx_101_chieru_loop","1","0.2","",""
"11010077","101","3","2","nyx_101_chieru_02","0","nyx_101_chieru_loop","1","0.2","",""
"11010078","101","12","103231","10","1","","","","",""
"11010079","101","3","103231","nyx_talk_joy1","0","nyx_idle_joy1","1","0.2","0.2",""
"11010080","101","93","2","","","","","","",""
"11010081","101","12","103431","2","1","","","","",""
"11010082","101","3","103431","nyx_talk_sad","0","nyx_idle_sad","1","0.2","0.2",""
"11010083","101","93","2.5","","","","","","",""
"11010084","101","101","11010060","","","","","","",""
"11020001","102","1","1","110831","110","-362","-209.3","1.35","1","nyx_102_chloe_01"
"11020002","102","1","1","104831","110","90","-182.5","1.35","0","nyx_102_mifuyu_01"
"11020003","102","1","1","104631","110","220","-182.5","1.35","0","nyx_idle_normal"
"11020004","102","1","1","103231","110","336","-182.5","1.35","1","nyx_talk_normal"
"11020005","102","1","1","103431","110","457","-182.5","1.35","1","nyx_idle_normal"
"11020006","102","31","1","1","0","0","1","1","",""
"11020007","102","5","2","2","120","-362","-209.3","1.35","0","NoItem"
"11020008","102","25","bgm_M347","bgm_M347","","","","","",""
"11020009","102","93","2","","","","","","",""
"11020010","102","3","110831","nyx_102_chloe_02","1","","","0.2","",""
"11020011","102","11","110831","다음은 내 차례인가…\n어, 치에루 다음은\n은근히 불리하지 않아?","10","","","","",""
"11020012","102","91","0","1","","","","","",""
"11020013","102","3","110831","nyx_idle_sad","1","","","0.2","",""
"11020014","102","11","110831","저 녀석은 반드시 처음 만나면\n치에루 치에루 하고\n현장을 썰렁하게 하니까…","10","","","","",""
"11020015","102","91","0","1","","","","","",""
"11020016","102","3","110831","cmn_pose02_def_N","0","nyx_102_chloe_02","1","0.2","0.2",""
"11020017","102","11","110831","뭐, 상관없지만 뭐든…\n그보다 안에 있는 사람들\n괜찮은 거야?","10","","","","",""
"11020018","102","93","3","","","","","","",""
"11020019","102","3","103231","nyx_idle_normal","1","","","0.2","",""
"11020020","102","3","104631","nyx_talk_sad","1","","","0.2","",""
"11020021","102","4","110831","0","","","","","",""
"11020022","102","91","11020016","","","","","","",""
"11020023","102","93","1","","","","","","",""
"11020024","102","3","110831","nyx_102_chloe_01","1","","","0.2","",""
"11020025","102","11","110831","치에루스러운 거에 당해서\n이상하게 된다든지\n…아냐, 설마","10","","","","",""
"11020026","102","93","2.5","","","","","","",""
"11020027","102","3","110831","nyx_102_chloe_03","0","nyx_102_chloe_03_loop","1","0.2","",""
"11020028","102","3","2","nyx_102_chloe_03","0","nyx_102_chloe_03_loop","1","0.2","",""
"11020029","102","91","11020025","","","","","","",""
"11020030","102","93","1","","","","","","",""
"11020031","102","11","104831","치에루… 치에루…","10","","","","",""
"11020032","102","93","1.5","","","","","","",""
"11020033","102","4","104631","1","0","","","","",""
"11020034","102","3","104631","cmn_shock_def_N","0","nyx_idle_surprise2","1","0.2","0.2",""
"11020035","102","3","103431","cmn_shock_def_N","0","nyx_idle_surprise2","1","0.2","0.2",""
"11020036","102","3","103231","nyx_surprise","0","nyx_idle_surprise1","1","0.2","0.2",""
"11020037","102","93","1.5","","","","","","",""
"11020038","102","3","104631","nyx_talk_surprise2","1","","1","0.2","0.2",""
"11020039","102","3","103431","nyx_102_yukari_01","1","","","0.2","",""
"11020040","102","11","103431","미후유 씨!\n정신 차려치에루!\n상처는 깊지 않아치에루!","10","","","","",""
"11020041","102","91","0","1","","","","","",""
"11020042","102","3","103431","cmn_shock_def_N","0","nyx_102_tamaki_01_loop","1","0.2","0.2",""
"11020043","102","4","103231","0","0","","","","",""
"11020044","102","4","104631","0","0","","","","",""
"11020045","102","91","0","","","","","","",""
"11020046","102","11","104631","틀렸다냥…\n미후유도 유카리도\n이미 늦었다치에…냥!","10","","","","",""
"11020047","102","93","2.6","","","","","","",""
"11020048","102","3","104631","nyx_102_tamaki_01","0","nyx_102_tamaki_01_loop","1","0.2","0.2",""
"11020049","102","93","0.1","","","","","","",""
"11020050","102","4","103231","1","0","","","","",""
"11020051","102","93","1.5","","","","","","",""
"11020052","102","11","103231","피해가 막대하네요…\n다음 분이 평범하기를\n기도할게요…","10","","","","",""
"11020053","102","91","0","","","","","","",""
"11020054","102","93","1","","","","","","",""
"11020055","102","3","110831","nyx_102_chloe_04","0","nyx_102_chloe_03_loop","1","0.2","",""
"11020056","102","3","2","nyx_102_chloe_04","0","nyx_102_chloe_03_loop","1","0.2","",""
"11020057","102","93","1.5","","","","","","",""
"11020058","102","12","110831","12","1","","","","",""
"11020059","102","93","1","","","","","","",""
"11020060","102","12","103431","1","1","","","","",""
"11020061","102","3","103431","nyx_cmn_01","0","nyx_cmn_03","1","0.2","0.2",""
"11020062","102","3","104631","nyx_idle_worry","1","","1","0.2","0.2",""
"11020063","102","93","2","","","","","","",""
"11020064","102","12","104831","12","1","","","","",""
"11020065","102","93","2","","","","","","",""
"11020066","102","12","103231","10","1","","","","",""
"11020067","102","3","103231","nyx_talk_normal","0","nyx_idle_normal","1","0.2","0.2",""
"11020068","102","93","2","","","","","","",""
"11020069","102","12","104631","2","1","","","","",""
"11020070","102","3","104631","nyx_talk_sad","0","nyx_idle_worry","1","0.2","0.2",""
"11020071","102","93","4","","","","","","",""
"11020072","102","101","11020055","1","","","","","",""
"11030001","103","1","1","111031","110","-421","-209.3","1.35","0","nyx_103_yuni_01"
"11030002","103","1","1","104831","110","121.8","-182.5","1.35","0","nyx_idle_normal"
"11030003","103","5","2","2","120","121.8","-182.5","1.35","0","NoItem"
"11030004","103","1","1","104631","110","227.7","-182.5","1.35","0","nyx_idle_normal"
"11030005","103","5","2","2","120","227.7","-182.5","1.35","0","NoItem"
"11030006","103","1","1","103231","110","340.3","-182.5","1.35","1","nyx_idle_normal"
"11030007","103","1","1","103431","110","449.6","-182.5","1.35","1","nyx_cmn_03"
"11030008","103","5","2","2","120","449.6","-182.5","1.35","1","NoItem"
"11030009","103","31","1","1","0","0","1","1","",""
"11030010","103","25","bgm_M347","bgm_M347","","","","","",""
"11030011","103","93","2","","","","","","",""
"11030012","103","3","103431","nyx_talk_sad","1","","","0.2","",""
"11030013","103","11","103431","프레젠테이션이란 게\n이렇게\n지치는 거야…?","10","","","","",""
"11030014","103","91","0","","","","","","",""
"11030015","103","3","103431","nyx_cmn_03","1","","","0.2","",""
"11030016","103","3","104831","nyx_cmn_05","1","","","0.2","",""
"11030017","103","11","104831","분명 다음은 문제없어\n제대로 된 학생일 거야\n…그렇지?","10","","","","",""
"11030018","103","91","0","","","","","","",""
"11030019","103","3","104831","nyx_cmn_04","1","","","0.2","",""
"11030020","103","3","103231","nyx_talk_normal","1","","","0.2","",""
"11030021","103","11","103231","어?\n다음 순서도 단짝부\n분인 것 같은데요?","10","","","","",""
"11030022","103","91","0","","","","","","",""
"11030023","103","3","103231","nyx_idle_normal","1","","","0.2","",""
"11030024","103","3","104631","nyx_talk_sad","1","","","0.2","",""
"11030025","103","11","104631","…방심하면\n당할 거다냥\n각오하는 거다냥","10","","","","",""
"11030026","103","93","2.6","","","","","","",""
"11030027","103","3","111031","nyx_102_chloe_01","1","","","0.2","",""
"11030028","103","91","11030025","","","","","","",""
"11030029","103","3","104631","nyx_cmn_02","0","nyx_idle_sad","1","0.2","0.3",""
"11030030","103","3","2","nyx_cmn_02","0","","","0.2","",""
"11030031","103","3","103431","nyx_cmn_02","0","nyx_cmn_03","1","0.2","0.3",""
"11030032","103","3","2","nyx_cmn_02","0","","","0.2","",""
"11030033","103","3","104831","nyx_cmn_02","0","nyx_idle_normal","1","0.2","0.2",""
"11030034","103","3","2","nyx_cmn_02","0","","","0.2","",""
"11030035","103","93","1.5","","","","","","",""
"11030036","103","3","111031","nyx_303_yuni_01","1","","","0.2","",""
"11030037","103","11","111031","음, 다음은 나군\n그야말로 주인공의 등장이라고나\n할까","10","","","","",""
"11030038","103","93","2.8","","","","","","",""
"11030039","103","12","104831","13","1","","","","",""
"11030040","103","3","104831","nyx_talk_normal","1","","","0.2","",""
"11030041","103","91","11030037","","","","","","",""
"11030042","103","11","111031","치에루, 클로에\n자네들의 원통함은 내가\n풀어주도록 하지","10","","","","",""
"11030043","103","91","0","","","","","","",""
"11030044","103","3","111031","nyx_103_yuni_02","1","","","0.2","",""
"11030045","103","11","111031","자, 상급생으로서\n책무를 다할 때다","10","","","","",""
"11030046","103","93","1.5","","","","","","",""
"11030047","103","12","103231","17","1","","","","",""
"11030048","103","3","104831","nyx_idle_normal","1","","","0.2","",""
"11030049","103","3","103231","nyx_cmn_05","1","","","0.2","",""
"11030050","103","91","11030045","","","","","","",""
"11030051","103","3","111031","nyx_103_yuni_03","0","nyx_103_yuni_04","0","0.3","0.6",""
"11030052","103","11","111031","유니짱즈의\n이름을 걸고…!","10","","","","",""
"11030053","103","91","0","","","","","","",""
"11030054","103","3","103231","nyx_idle_normal","1","","","0.2","",""
"11030055","103","93","0.6","","","","","","",""
"11030056","103","12","111031","12","1","","","0.2","",""
"11030057","103","3","111031","cmn_pose02_def_N","0","nyx_idle_normal","1","0.2","0.2",""
"11030058","103","93","1.5","","","","","","",""
"11030059","103","12","104631","15","1","","","","",""
"11030060","103","3","104631","nyx_talk_sad","0","nyx_idle_worry","1","0.2","0.2",""
"11030061","103","93","2","","","","","","",""
"11030062","103","12","103231","10","1","","","","",""
"11030063","103","3","103231","nyx_talk_joy1","0","nyx_idle_normal","1","0.2","0.2",""
"11030064","103","3","111031","nyx_103_yuni_01","0","nyx_idle_normal","1","0.2","0.2",""
"11030065","103","93","2.5","","","","","","",""
"11030066","103","12","103431","1","1","","","","",""
"11030067","103","3","103431","nyx_cmn_01","0","nyx_cmn_03","1","0.2","0.3",""
"11030068","103","93","2","","","","","","",""
"11030069","103","12","104831","12","1","","","","",""
"11030070","103","3","104831","nyx_talk_bitter","1","","","0.2","",""
"11030071","103","93","2","","","","","","",""
"11030072","103","3","104831","nyx_idle_bitter","1","","","0.2","",""
"11030073","103","93","1","","","","","","",""
"11030074","103","101","11030056","","","","","","",""
"12010001","201","1","1","103231","110","-235.4","-294.7","1.2","1","nyx_201_akino_01"
"12010002","201","5","2","2","120","-235.4","-294.7","1.2","1","nyx_201_akino_01"
"12010003","201","1","1","104631","110","-357","-281.6","1.2","0","nyx_idle_normal"
"12010004","201","1","1","103431","110","310.5","-281.6","1.2","1","nyx_idle_normal"
"12010005","201","1","1","104831","110","-453.3","-281.6","1.2","0","nyx_idle_normal"
"12010006","201","31","2","1","0","0","1","1","",""
"12010007","201","31","11","2","0","0","1","1","",""
"12010008","201","25","bgm_M347","bgm_M347","","","","","",""
"12010009","201","93","2","","","","","","",""
"12010010","201","11","103231","타마키 씨, 이\n부품의 조립을\n부탁해요!","10","","","","",""
"12010011","201","91","0","","","","","","",""
"12010012","201","3","104631","nyx_surprise","0","nyx_idle_surprise1","1","0.3","0.3",""
"12010013","201","11","104631","아, 알겠다냥!\n…이런 게 설계도에\n있었냥…?","10","","","","",""
"12010014","201","91","0","","","","","","",""
"12010015","201","4","103231","0","0","","","","",""
"12010016","201","4","2","0","","","","","",""
"12010017","201","3","104631","nyx_idle_bitter2","1","","","0.3","0.3",""
"12010018","201","3","103231","nyx_201_akino_02","1","","","0.3","0.3",""
"12010019","201","3","2","nyx_201_akino_02","1","","","0.3","0.3",""
"12010020","201","2","103231","199","-294.7","2.2","","","",""
"12010021","201","2","2","199","-294.7","2.2","","","",""
"12010022","201","93","2.2","","","","","","",""
"12010023","201","3","103231","nyx_201_akino_01","1","","","0.3","0.3",""
"12010024","201","3","2","nyx_201_akino_01","1","","","0.3","0.3",""
"12010025","201","11","103231","유카리 씨!\n이 회로의 발주를\n아주 빠르게 부탁해요!","10","","","","",""
"12010026","201","91","0","","","","","","",""
"12010027","201","3","103431","nyx_cmn_01","1","","","0.3","0.3",""
"12010028","201","11","103431","엇? 엇?\n잠깐, 아키노 씨\n이거 어디에 쓰는 거야!?","10","","","","",""
"12010029","201","91","0","","","","","","",""
"12010030","201","3","103431","nyx_idle_bitter2","1","","","0.3","0.3",""
"12010031","201","4","103231","1","","","","","",""
"12010032","201","4","2","1","","","","","",""
"12010033","201","3","103231","nyx_201_akino_02","1","","","0.3","0.3",""
"12010034","201","3","2","nyx_201_akino_02","1","","","0.3","0.3",""
"12010035","201","2","103231","-235.4","-294.7","2.2","","","",""
"12010036","201","2","2","-235.4","-294.7","2.2","","","",""
"12010037","201","93","2.2","","","","","","",""
"12010038","201","3","103231","nyx_201_akino_01","1","","","0.3","0.3",""
"12010039","201","3","2","nyx_201_akino_01","1","","","0.3","0.3",""
"12010040","201","11","103231","미후유 씨는 동작\n체크를 꼼꼼하게 부탁해요!","10","","","","",""
"12010041","201","91","0","","","","","","",""
"12010042","201","3","104831","nyx_surprise","0","nyx_idle_surprise1","1","0.3","0.3",""
"12010043","201","11","104831","아, 응!\n…아키노 씨가\n불타오르고 있어…","10","","","0","",""
"12010044","201","91","0","","","","","","",""
"12010045","201","3","104831","nyx_talk_sad","1","","","0.3","0.3",""
"12010046","201","11","104831","하지만 어째서인지\n불안해…\n불안하기만 해…","10","","","0","",""
"12010047","201","91","0","","","","","","",""
"12010048","201","3","104831","nyx_idle_bitter2","1","","","0.3","0.3",""
"12010049","201","91","0","","","","","","",""
"12010050","201","93","0.4","","","","","","",""
"12010051","201","4","103231","0","0","","","","",""
"12010052","201","4","2","0","","","","","",""
"12010053","201","3","103231","nyx_201_akino_02","1","","","0.2","0.2",""
"12010054","201","3","2","nyx_201_akino_02","1","","","0.2","0.2",""
"12010055","201","2","103231","199","-294.7","2.2","","","",""
"12010056","201","2","2","199","-294.7","2.2","","","",""
"12010057","201","3","103431","nyx_cmn_03","1","","","0.2","0.2",""
"12010058","201","93","2.2","","","","","","",""
"12010059","201","12","103231","10","1","","","","",""
"12010060","201","3","103231","nyx_201_akino_01","1","","","0.2","0.2",""
"12010061","201","3","2","nyx_201_akino_01","1","","","0.2","0.2",""
"12010062","201","91","0","","","","","","",""
"12010063","201","3","103431","nyx_idle_surprise1","1","","","0.2","0.2",""
"12010064","201","91","0","","","","","","",""
"12010065","201","3","103431","nyx_102_chloe_02","1","","","0.2","0.2",""
"12010066","201","4","103231","1","","","","","",""
"12010067","201","4","2","1","","","","","",""
"12010068","201","3","103231","nyx_201_akino_02","1","","","0.2","0.2",""
"12010069","201","3","2","nyx_201_akino_02","1","","","0.2","0.2",""
"12010070","201","2","103231","-235.4","-294.7","2.2","","","",""
"12010071","201","2","2","-235.4","-294.7","2.2","","","",""
"12010072","201","93","2.2","","","","","","",""
"12010073","201","12","103231","10","1","","","","",""
"12010074","201","3","103231","nyx_201_akino_01","1","","","0.2","0.2",""
"12010075","201","3","2","nyx_201_akino_01","1","","","","0.2",""
"12010076","201","93","3","","","","","","",""
"12010077","201","3","104631","cmn_nod_def_N","0","nyx_idle_normal","1","0.2","0.2",""
"12010078","201","93","0.8","","","","","","",""
"12010079","201","12","104831","3","1","","","","",""
"12010080","201","3","104831","nyx_talk_worry","0","nyx_idle_sad","1","0.2","0.2",""
"12010081","201","93","1","","","","","","",""
"12010082","201","101","12010051","","","","","","",""
"12020001","202","5","1","3","100","-136","-255","1.2","0","nyx_202_tamaki_03_loop"
"12020002","202","1","1","103231","110","183.7","-286.1","1.2","1","nyx_idle_joy1"
"12020003","202","5","2","5","120","312.6","-286.1","1.2","1","nyx_202_yukari_01"
"12020004","202","1","1","103431","110","312.6","-286.1","1.2","1","nyx_202_yukari_01"
"12020005","202","1","1","104831","120","-269.8","-286.1","1.2","0","nyx_idle_normal"
"12020006","202","31","2","1","0","0","1","1","",""
"12020007","202","31","12","2","0","34","1","1","",""
"12020008","202","31","16","7","-74","130","1","0","",""
"12020009","202","5","3","4","110","-208","-255","1","0","nyx_yagura_idle"
"12020010","202","5","2","6","120","-269.8","-286.1","1.2","0","NoItem"
"12020011","202","25","bgm_M347","bgm_M347","","","","","",""
"12020012","202","93","2","","","","","","",""
"12020013","202","11","3","개발도 어쩐지\n즐거워졌다\n냥~!","10","","","","",""
"12020014","202","91","0","","","","","","",""
"12020015","202","11","3","기왕 여기까지 한 거\n세계 제일의 붕어빵\n기계로 만들겠다냥!","10","","","","",""
"12020016","202","91","0","","","","","","",""
"12020017","202","11","3","내 모든 것을\n쏟아 넣겠다\n냥~~!","10","","","","",""
"12020018","202","93","0.4","","","","","","",""
"12020019","202","3","3","nyx_202_tamaki_03_puton","0","nyx_202_tamaki_loop","1","0.2","",""
"12020020","202","91","12020017","","","","","","",""
"12020021","202","3","3","nyx_202_tamaki_up","0","nyx_202_tamaki_01","1","0.2","",""
"12020022","202","3","4","nyx_yagura_up","0","nyx_yagura_up_idle","1","","",""
"12020023","202","93","2.4","","","","","","",""
"12020024","202","32","7","1","","","","","",""
"12020025","202","3","103231","nyx_202_akino_01_loop","1","","","0.2","",""
"12020026","202","11","103231","오~호호호!\n굉장한 기세\n예요, 타마키 씨","10","","","","",""
"12020027","202","91","0","","","","","","",""
"12020028","202","3","104831","nyx_talk_anger2","1","","","0.2","",""
"12020029","202","11","104831","설계도 어디에도\n붕어빵 같은 건\n적혀있지 않다고!?","10","","","","",""
"12020030","202","91","0","","","","","","",""
"12020031","202","3","103431","nyx_idle_anger2","1","","","0.2","",""
"12020032","202","3","103431","nyx_202_yukari_01","1","","","0.2","",""
"12020033","202","11","103431","미후유 씨…\n타마키 씨라면\n괜찮을 거야… 히끅","10","","","","",""
"12020034","202","91","0","","","","","","",""
"12020035","202","3","104831","nyx_cmn_05","0","nyx_cmn_04","","0.2","0.2",""
"12020036","202","11","104831","유카리 씨?\n뭘 마시는 거야?\n…매수된 거지?","10","","","0","",""
"12020037","202","91","0","","","","","","",""
"12020038","202","3","103431","nyx_202_yukari_01","1","","","0.2","",""
"12020039","202","11","103431","뭐~?\n무슨 말이냥~?\n…우후후~♪","10","","","","",""
"12020040","202","91","0","","","","","","",""
"12020041","202","93","2","","","","","","",""
"12020042","202","12","103231","13","1","","","","",""
"12020043","202","3","103231","nyx_talk_joy2","0","nyx_202_akino_01_loop","1","0.2","0.2",""
"12020044","202","93","2.5","","","","","","",""
"12020045","202","12","104831","3","1","","","","",""
"12020046","202","3","104831","nyx_talk_anger2","1","","","0.2","",""
"12020047","202","93","2","","","","","","",""
"12020048","202","3","104831","nyx_cmn_02","0","","","0.2","",""
"12020049","202","3","6","nyx_cmn_02","0","NoItem","1","0.2","",""
"12020050","202","93","1","","","","","","",""
"12020051","202","3","104831","nyx_cmn_05","0","nyx_cmn_04","1","0.2","0.2",""
"12020052","202","93","2","","","","","","",""
"12020053","202","12","103431","5","1","","","","",""
"12020054","202","3","5","nyx_203_yukari_01","0","nyx_202_yukari_01","1","0.2","0.2",""
"12020055","202","3","103431","nyx_203_yukari_01","0","nyx_202_yukari_01","1","0.2","0.2",""
"12020056","202","93","1.2","","","","","","",""
"12020057","202","12","3","11","1","","","","",""
"12020058","202","93","0.8","","","","","","",""
"12020059","202","101","12020041","","","","","","",""
"12030001","203","1","1","104831","130","-300","-286","1.2","0","nyx_idle_normal"
"12030002","203","1","1","104631","100","316","-286","1.2","1","nyx_idle_normal"
"12030003","203","1","1","103231","100","110","-286","1.2","1","nyx_idle_normal"
"12030004","203","1","1","103431","100","-200","-10","1.2","0","nyx_203_yukari_01"
"12030005","203","31","2","1","0","0","1","1","",""
"12030006","203","31","13","2","-80","34","1","1","",""
"12030007","203","5","2","3","110","-200","-10","1.2","0","nyx_203_yukari_01"
"12030008","203","5","3","4","120","-250","-255","1","0","nyx_yagura_up_harf"
"12030009","203","25","bgm_M347","bgm_M347","","","","","",""
"12030010","203","93","2","","","","","","",""
"12030011","203","11","103431","어어~?\n여긴 어디~?\n난 누구~?","10","","","","",""
"12030012","203","93","0.6","","","","","","",""
"12030013","203","3","103231","nyx_lookup","0","nyx_lookup_loop2","1","0.2","0.2",""
"12030014","203","91","12030011","","","","","","",""
"12030015","203","11","103431","응~?\n뭐~야 이\n커다란 거~","10","","","","",""
"12030016","203","93","0.6","","","","","","",""
"12030017","203","3","104631","nyx_lookup","0","nyx_lookup_loop2","1","0.2","0.2",""
"12030018","203","91","12030015","","","","","","",""
"12030019","203","3","3","nyx_203_yukari_02","0","nyx_203_yukari_05","1","0.2","",""
"12030020","203","3","103431","nyx_203_yukari_02","0","nyx_203_yukari_05","1","0.2","",""
"12030021","203","11","103431","너도 한잔\n할래~?\n맛~있다구~?","10","","","","",""
"12030022","203","93","0.4","","","","","","",""
"12030023","203","3","104831","nyx_lookup","0","nyx_lookup_loop2","1","0.2","0.2",""
"12030024","203","91","12030021","","","","","","",""
"12030025","203","93","0.2","","","","","","",""
"12030026","203","3","104831","nyx_cmn_02","0","nyx_idle_sad","1","0.2","0.2",""
"12030027","203","11","104831","뭐 하는 거야\n유카리 씨…","10","","","0","",""
"12030028","203","93","0.1","","","","","","",""
"12030029","203","3","103231","nyx_cmn_02","0","nyx_cmn_04","1","0.2","0.2",""
"12030030","203","11","103231","뭐 하는 거죠…\n유카리 씨…","10","","","","",""
"12030031","203","93","0.1","","","","","","",""
"12030032","203","3","104631","nyx_cmn_02","0","nyx_idle_sad","1","0.2","0.2",""
