daf3aeca9ce89d1a582f990d7408a6cf090d9b62c40ed0f5cb900d4ce5715d65,b2fd9e600d2463f1d5cc034f84831157428605402d35e7d616505f70c2800c99,45e43b1d667c8b74536a4bec7d78ce6c7abf58b4ac43d782967b190c5ca2d383,98c76a0a90fdd8f73c5b340ae93dade98369e4d9cbd2aa7e8b1504c320069b19,e0d0f6c865b068a2e2fa4ccedd01c94c8217bb3be9d7e51e4c7000ef371b50b2,86cc708457f83ac4afb285285e10c1b7d536c7495f1f9714cff0c4b68c77c44d,9fcbbdae5dac14904f1eff989d7f6e1026d355683d6d2825a45402ba9d9147e2,8d835e59bf75d9aa5b3f95b1f569858cb71c6d1eb74c62e22035668ccd77eaa9,1300bc5016772149a35310ab514aad2ce90946e1818326ec14de7d1eb6f01ce6,9a531789d421fe009da423dd7ea0837c7e988e1cefc7eb4e3e5787aaec230fb3,a37d3a340fe662d4147392da376de255cb91e968f92e273961e07df06b53b535,c241d9c35575f999ab9495f46b7b11a23e6432858150c8974f353c86f454a922,98bf615e18d24a727576eebc6d26e9d34e527132bea89621d8da851b64b14072
"1011","2","1010","1","1","2","bgm_M186","1","2020/02/19 15:00:00","2020/03/23 14:59:59","2020/02/12 12:00:00","2020/02/17 11:59:59","2020/02/16 11:59:59"
"1012","3","1011","1","1","2","bgm_M205","2","2020/03/23 15:00:00","2020/04/21 14:59:59","2020/03/16 12:00:00","2020/03/21 11:59:59","2020/03/20 11:59:59"
"1013","4","1012","1","1","2","bgm_M90","1","2020/04/21 15:00:00","2020/05/20 4:59:59","2020/04/14 12:00:00","2020/04/19 11:59:59","2020/04/18 11:59:59"
"1014","5","1013","1","1","2","bgm_M97","2","2020/05/20 5:00:00","2020/06/22 4:59:59","2020/05/13 12:00:00","2020/05/18 11:59:59","2020/05/17 11:59:59"
"1015","6","1014","1","1","2","bgm_M104","1","2020/06/22 5:00:00","2020/07/22 4:59:59","2020/06/15 12:00:00","2020/06/20 11:59:59","2020/06/19 11:59:59"
"1016","7","1015","1","1","2","bgm_M115","2","2020/07/22 5:00:00","2020/08/23 4:59:59","2020/07/15 12:00:00","2020/07/20 11:59:59","2020/07/19 11:59:59"
"1017","8","1016","1","1","2","bgm_M119","1","2020/08/23 5:00:00","2020/09/21 4:59:59","2020/08/16 12:00:00","2020/08/21 11:59:59","2020/08/20 11:59:59"
"1018","9","1017","1","1","2","bgm_M132","2","2020/09/21 5:00:00","2020/10/22 4:59:59","2020/09/14 12:00:00","2020/09/19 11:59:59","2020/09/18 11:59:59"
"1019","10","1018","1","1","2","bgm_M139","1","2020/10/22 5:00:00","2020/11/24 4:59:59","2020/10/15 12:00:00","2020/10/20 11:59:59","2020/10/19 11:59:59"
"1020","11","1019","1","1","2","bgm_M166","2","2020/11/24 5:00:00","2020/12/23 4:59:59","2020/11/17 12:00:00","2020/11/22 11:59:59","2020/11/21 11:59:59"
"1021","12","1020","1","1","2","bgm_M175","1","2020/12/23 5:00:00","2021/01/22 4:59:59","2020/12/16 12:00:00","2020/12/21 11:59:59","2020/12/20 11:59:59"
"1022","1","1021","1","1","2","bgm_M181","2","2021/01/22 5:00:00","2021/02/22 4:59:59","2021/01/15 12:00:00","2021/01/20 11:59:59","2021/01/19 11:59:59"
"1023","2","1022","1","1","2","bgm_M186","1","2021/02/22 5:00:00","2021/03/25 4:59:59","2021/02/15 12:00:00","2021/02/20 11:59:59","2021/02/19 11:59:59"
"1024","3","1023","1","1","2","bgm_M205","2","2021/03/25 5:00:00","2021/04/23 4:59:59","2021/03/18 12:00:00","2021/03/23 11:59:59","2021/03/22 11:59:59"
"1025","4","1024","1","1","2","bgm_M90","1","2021/04/23 5:00:00","2021/05/26 4:59:59","2021/04/16 12:00:00","2021/04/21 11:59:59","2021/04/20 11:59:59"
"1026","5","1025","1","1","2","bgm_M97","2","2021/05/26 5:00:00","2021/06/26 4:59:59","2021/05/19 12:00:00","2021/05/24 11:59:59","2021/05/23 11:59:59"
"1027","6","1026","1","1","2","bgm_M104","1","2021/06/26 5:00:00","2021/07/25 4:59:59","2021/06/19 12:00:00","2021/06/24 11:59:59","2021/06/23 11:59:59"
"1028","7","1027","1","1","2","bgm_M115","2","2021/07/25 5:00:00","2021/08/27 4:59:59","2021/07/18 12:00:00","2021/07/23 11:59:59","2021/07/22 11:59:59"
"1029","8","1028","1","1","2","bgm_M119","1","2021/08/27 5:00:00","2021/09/26 4:59:59","2021/08/20 12:00:00","2021/08/25 11:59:59","2021/08/24 11:59:59"
"1030","9","1029","1","1","2","bgm_M132","2","2021/09/26 5:00:00","2021/10/27 4:59:59","2021/09/19 12:00:00","2021/09/24 11:59:59","2021/09/23 11:59:59"
"1031","10","1030","1","1","2","bgm_M139","1","2021/10/27 5:00:00","2021/11/26 4:59:59","2021/10/20 12:00:00","2021/10/25 11:59:59","2021/10/24 11:59:59"
"1032","11","1031","1","1","2","bgm_M166","2","2021/11/26 5:00:00","2021/12/25 4:59:59","2021/11/19 12:00:00","2021/11/24 11:59:59","2021/11/23 11:59:59"
"1033","12","1032","1","1","2","bgm_M175","1","2021/12/25 5:00:00","2022/01/23 4:59:59","2021/12/18 12:00:00","2021/12/23 11:59:59","2021/12/22 11:59:59"
"1034","1","1033","1","1","2","bgm_M181","2","2022/01/23 5:00:00","2022/02/23 4:59:59","2022/01/16 12:00:00","2022/01/21 11:59:59","2022/01/20 11:59:59"
"1035","2","1034","1","1","2","bgm_M186","1","2022/02/23 5:00:00","2022/03/23 4:59:59","2022/02/16 12:00:00","2022/02/21 11:59:59","2022/02/20 11:59:59"
"1036","3","1035","1","1","2","bgm_M205","2","2022/03/23 5:00:00","2022/04/23 4:59:59","2022/03/16 12:00:00","2022/03/21 11:59:59","2022/03/20 11:59:59"
"1037","4","1036","1","1","2","bgm_M90","1","2022/04/23 5:00:00","2022/05/25 4:59:59","2022/04/16 12:00:00","2022/04/21 11:59:59","2022/04/20 11:59:59"
"1038","5","1037","1","1","2","bgm_M97","2","2022/05/25 5:00:00","2022/06/25 4:59:59","2022/05/18 12:00:00","2022/05/23 11:59:59","2022/05/22 11:59:59"
"1039","6","1038","1","1","2","bgm_M104","1","2022/06/25 5:00:00","2022/07/24 4:59:59","2022/06/18 12:00:00","2022/06/23 11:59:59","2022/06/22 11:59:59"
"1040","7","1039","1","1","2","bgm_M115","2","2022/07/24 5:00:00","2022/08/24 4:59:59","2022/07/17 12:00:00","2022/07/22 11:59:59","2022/07/21 11:59:59"
"1041","8","1040","1","1","2","bgm_M119","1","2022/08/24 5:00:00","2022/09/24 4:59:59","2022/08/17 12:00:00","2022/08/22 11:59:59","2022/08/21 11:59:59"
"1042","9","1041","1","1","2","bgm_M132","2","2022/09/24 5:00:00","2022/10/25 4:59:59","2022/09/17 12:00:00","2022/09/22 11:59:59","2022/09/21 11:59:59"
"1043","10","1042","1","1","2","bgm_M139","1","2022/10/25 5:00:00","2022/11/25 4:59:59","2022/10/18 12:00:00","2022/10/23 11:59:59","2022/10/22 11:59:59"
"1044","11","1043","1","1","2","bgm_M166","2","2022/11/25 5:00:00","2022/12/24 4:59:59","2022/11/18 12:00:00","2022/11/23 11:59:59","2022/11/22 11:59:59"
"1045","12","1044","1","1","2","bgm_M175","1","2022/12/24 5:00:00","2023/01/25 4:59:59","2022/12/17 12:00:00","2022/12/22 11:59:59","2022/12/21 11:59:59"
"1046","1","1045","1","1","2","bgm_M181","2","2023/01/25 5:00:00","2023/02/25 4:59:59","2023/01/18 12:00:00","2023/01/23 11:59:59","2023/01/22 11:59:59"
"1047","2","1046","1","1","2","bgm_M186","1","2023/02/25 5:00:00","2023/03/24 4:59:59","2023/02/18 12:00:00","2023/02/23 11:59:59","2023/02/22 11:59:59"
"1048","3","1047","1","1","2","bgm_M205","2","2023/03/24 5:00:00","2023/04/26 4:59:59","2023/03/17 12:00:00","2023/03/22 11:59:59","2023/03/21 11:59:59"
"1049","4","1048","1","1","2","bgm_M90","1","2023/04/26 5:00:00","2023/05/25 4:59:59","2023/04/19 12:00:00","2023/04/24 11:59:59","2023/04/23 11:59:59"
"1050","5","1049","1","1","2","bgm_M97","2","2023/05/25 5:00:00","2023/06/24 4:59:59","2023/05/18 12:00:00","2023/05/23 11:59:59","2023/05/22 11:59:59"
"1051","6","1050","1","1","2","bgm_M104","1","2023/06/24 5:00:00","2023/07/25 4:59:59","2023/06/17 12:00:00","2023/06/22 11:59:59","2023/06/21 11:59:59"
"1052","7","1051","1","1","2","bgm_M115","2","2023/07/25 5:00:00","2023/08/25 4:59:59","2023/07/18 12:00:00","2023/07/23 11:59:59","2023/07/22 11:59:59"
"1053","8","1052","1","1","2","bgm_M119","1","2023/08/25 5:00:00","2023/09/26 4:59:59","2023/08/18 12:00:00","2023/08/23 11:59:59","2023/08/22 11:59:59"
"1054","9","1053","1","1","2","bgm_M132","2","2023/09/26 5:00:00","2023/10/25 4:59:59","2023/09/19 12:00:00","2023/09/24 11:59:59","2023/09/23 11:59:59"
"1055","10","1054","1","1","2","bgm_M139","1","2023/10/25 5:00:00","2023/11/25 4:59:59","2023/10/18 12:00:00","2023/10/23 11:59:59","2023/10/22 11:59:59"
"1056","11","1055","1","1","2","bgm_M166","2","2023/11/25 5:00:00","2023/12/23 4:59:59","2023/11/18 12:00:00","2023/11/23 11:59:59","2023/11/22 11:59:59"
"1057","12","1056","1","1","2","bgm_M175","1","2023/12/23 5:00:00","2024/01/24 4:59:59","2023/12/16 12:00:00","2023/12/21 11:59:59","2023/12/20 11:59:59"
"1058","1","1057","1","1","2","bgm_M181","2","2024/01/24 5:00:00","2024/02/24 4:59:59","2024/01/17 12:00:00","2024/01/22 11:59:59","2024/01/21 11:59:59"
"1059","2","1058","1","1","2","bgm_M186","1","2024/02/24 5:00:00","2024/03/23 4:59:59","2024/02/17 12:00:00","2024/02/22 11:59:59","2024/02/21 11:59:59"
"1060","3","1059","1","1","2","bgm_M205","2","2024/03/23 5:00:00","2024/04/25 4:59:59","2024/03/16 12:00:00","2024/03/21 11:59:59","2024/03/20 11:59:59"
"1061","4","1060","1","1","2","bgm_M90","1","2024/04/25 5:00:00","2024/05/24 4:59:59","2024/04/18 12:00:00","2024/04/23 11:59:59","2024/04/22 11:59:59"
"1063","5","1061","1","1","2","bgm_M97","2","2024/05/24 5:00:00","2024/06/24 4:59:59","2024/05/17 12:00:00","2024/05/22 11:59:59","2024/05/21 11:59:59"
"1064","6","1063","1","1","2","bgm_M104","1","2024/06/24 5:00:00","2024/07/25 4:59:59","2024/06/17 12:00:00","2024/06/22 11:59:59","2024/06/21 11:59:59"
"1065","7","1064","1","1","2","bgm_M115","2","2024/07/25 5:00:00","2024/08/23 4:59:59","2024/07/18 12:00:00","2024/07/23 11:59:59","2024/07/22 11:59:59"
"1066","8","1065","1","1","2","bgm_M119","1","2024/08/23 5:00:00","2024/09/24 4:59:59","2024/08/16 12:00:00","2024/08/21 11:59:59","2024/08/20 11:59:59"
"1067","9","1066","1","1","2","bgm_M132","2","2024/09/24 5:00:00","2024/10/24 4:59:59","2024/09/17 12:00:00","2024/09/22 11:59:59","2024/09/21 11:59:59"
"1068","10","1067","1","1","2","bgm_M139","1","2024/10/24 5:00:00","2024/11/23 4:59:59","2024/10/17 12:00:00","2024/10/22 11:59:59","2024/10/21 11:59:59"
"1069","11","1068","1","1","2","bgm_M166","2","2024/11/23 5:00:00","2024/12/25 4:59:59","2024/11/16 12:00:00","2024/11/21 11:59:59","2024/11/20 11:59:59"
"1070","12","1069","1","1","2","bgm_M175","1","2024/12/25 5:00:00","2025/01/24 4:59:59","2024/12/18 12:00:00","2024/12/23 11:59:59","2024/12/22 11:59:59"
"1071","1","1070","1","1","2","bgm_M181","2","2025/01/24 5:00:00","2025/02/22 4:59:59","2025/01/17 12:00:00","2025/01/22 11:59:59","2025/01/21 11:59:59"
"1072","2","1071","1","1","2","bgm_M186","1","2025/02/22 5:00:00","2025/03/26 4:59:59","2025/02/15 12:00:00","2025/02/20 11:59:59","2025/02/19 11:59:59"
"1073","3","1072","1","1","2","bgm_M205","2","2025/03/26 5:00:00","2025/04/23 4:59:59","2025/03/19 12:00:00","2025/03/24 11:59:59","2025/03/23 11:59:59"
"1074","4","1073","1","1","2","bgm_M90","1","2025/04/23 5:00:00","2025/05/23 4:59:59","2025/04/16 12:00:00","2025/04/21 11:59:59","2025/04/20 11:59:59"
