5ea51c6703f5362a3f7889f6d6051305d1ebd2d6571f932a7c8f343fc30e0db2,bed354371921a38f19ea2a843e75e336da6ad2f321d5966ce50d8500b5aaead3,32cc80d376192a178e076890befec6dee7b33e47e756ff82285b498e3a116986,6e082b00ffb9733fdc85f8e3bd1dcbdda698066c37cfc0552f21b34f475b059e,7e6e5f891e4ce07ab96cab38fea64fbb4537f11297bca87c2fdd7a73de62597a,e29502e53aef3e76254c61377b7989211910932fee55a30c484059682b6dbfaf,735257b2aa59a540eccbedf381a5dfda94a6bfdb02160c4c81be0397ccfabeb6,e1c8598326ed14feeb355063e06a0c4844bc4a13a6bb416fbc82a62f45c45641,a62a9f5ad47bd196652591b2205d4d8521790eccc4319cc285c7ab73184c8cff,8127a20b13350564ba5956cd8488b807570ac0f47949c0a9a53516a1104cd6b3,d61dfeb358decbf6664cecb98344f3481d4557deeef83df44c23f533cebc7b2c,31c20ca96704bb3ffe713a9515e502cc85ef55d9aca1f0754cfac70fb6f98d4b,a1fd2c845c24d2a582b72b4dd3010258f8566b93cbb91dfce8b665de0460bcb6,b8f4838cdf89e74e598ba101ba6ac89c37d026b311357c6de7c827bc65e97d87,b596a6e4cd4804f1864403d18e103f56cbca564f4a8b5a66ad2bb05c80b194a9,311fc86bdaf773d925e07eb14bb1ea84dc03b94592d386c9f21fc9ecbf14bd2a,b3be5bea0bf7017a03754abdf7c1d1276d129317b4506959bd987a96507662a1,2fb04d9450c28721fa9171dee8834726ef48ad5fa6f6b5cd10292b2cf9429a6c,d11aa4945b1a534f712a9f69d98654eabe2492b18b0efd4cb9f34725b90db253,39b84df7200908514255410c902565c4cd6a304303577dc69bd1a40d2061e007
"1011","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101452","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101452","0","0","0","2020/02/19 15:00:00","2020/02/26 23:59:59","2020/02/27","2020/03/23 14:59:59","2020/02/27","2020/02/27 15:00:00","2020/03/23 14:59:59","90","40004","25","0"
"1012","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101562","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101562","0","0","0","2020/03/23 15:00:00","2020/03/30 23:59:59","2020/03/31","2020/04/21 14:59:59","2020/03/31","2020/03/31 15:00:00","2020/04/21 14:59:59","90","40004","25","0"
"1013","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101011","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101011","0","0","0","2020/04/21 15:00:00","2020/04/28 23:59:59","2020/04/29","2020/05/20 4:59:59","2020/04/29","2020/04/29 15:00:00","2020/05/20 4:59:59","90","40004","25","0"
"1014","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101021","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101021","0","0","0","2020/05/20 5:00:00","2020/05/27 23:59:59","2020/05/28","2020/06/22 4:59:59","2020/05/28","2020/05/28 15:00:00","2020/06/22 4:59:59","90","40004","25","0"
"1015","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101042","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101042","0","0","0","2020/06/22 5:00:00","2020/06/29 23:59:59","2020/06/30","2020/07/22 4:59:59","2020/06/30","2020/06/30 15:00:00","2020/07/22 4:59:59","90","40004","25","0"
"1016","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101162","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101162","0","0","0","2020/07/22 5:00:00","2020/07/29 23:59:59","2020/07/30","2020/08/23 4:59:59","2020/07/30","2020/07/30 15:00:00","2020/08/23 4:59:59","90","40004","25","0"
"1017","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101172","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101172","0","0","0","2020/08/23 5:00:00","2020/08/30 23:59:59","2020/08/31","2020/09/21 4:59:59","2020/08/31","2020/08/31 15:00:00","2020/09/21 4:59:59","90","40004","25","0"
"1018","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101192","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101192","0","0","0","2020/09/21 5:00:00","2020/09/28 23:59:59","2020/09/29","2020/10/22 4:59:59","2020/09/29","2020/09/29 15:00:00","2020/10/22 4:59:59","90","40004","25","0"
"1019","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101202","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101202","0","0","0","2020/10/22 5:00:00","2020/10/28 23:59:59","2020/10/29","2020/11/24 4:59:59","2020/10/29","2020/10/29 15:00:00","2020/11/24 4:59:59","90","40004","25","0"
"1020","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101292","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101292","0","0","0","2020/11/24 5:00:00","2020/11/29 23:59:59","2020/11/30","2020/12/23 4:59:59","2020/11/30","2020/11/30 15:00:00","2020/12/23 4:59:59","90","40004","25","0"
"1021","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101302","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101302","0","0","0","2020/12/23 5:00:00","2020/12/28 23:59:59","2020/12/29","2021/01/22 4:59:59","2020/12/29","2020/12/29 15:00:00","2021/01/22 4:59:59","90","40004","25","0"
"1022","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101441","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101441","0","0","0","2021/01/22 5:00:00","2021/01/27 23:59:59","2021/01/28","2021/02/22 4:59:59","2021/01/28","2021/01/28 15:00:00","2021/02/22 4:59:59","90","40004","25","0"
"1023","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101452","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101452","0","0","0","2021/02/22 5:00:00","2021/02/27 23:59:59","2021/02/28","2021/03/25 4:59:59","2021/02/28","2021/03/02 15:00:00","2021/03/25 4:59:59","90","40004","25","0"
"1024","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101562","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101562","0","0","0","2021/03/25 5:00:00","2021/03/30 23:59:59","2021/03/31","2021/04/23 4:59:59","2021/03/31","2021/03/31 15:00:00","2021/04/23 4:59:59","90","40004","25","0"
"1025","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101011","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101011","0","0","0","2021/04/23 5:00:00","2021/04/28 23:59:59","2021/04/29","2021/05/26 4:59:59","2021/04/29","2021/04/29 15:00:00","2021/05/26 4:59:59","90","40004","25","0"
"1026","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101021","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101021","0","0","0","2021/05/26 5:00:00","2021/05/30 23:59:59","2021/05/31","2021/06/26 4:59:59","2021/05/31","2021/05/31 15:00:00","2021/06/26 4:59:59","90","40004","25","0"
"1027","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101042","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101042","0","0","0","2021/06/26 5:00:00","2021/06/30 23:59:59","2021/07/01","2021/07/25 4:59:59","2021/07/01","2021/07/01 15:00:00","2021/07/25 4:59:59","90","40004","25","0"
"1028","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101162","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101162","0","0","0","2021/07/25 5:00:00","2021/07/29 23:59:59","2021/07/30","2021/08/27 4:59:59","2021/07/30","2021/07/30 15:00:00","2021/08/27 4:59:59","90","40004","25","0"
"1029","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101172","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101172","0","0","0","2021/08/27 5:00:00","2021/08/31 23:59:59","2021/09/01","2021/09/26 4:59:59","2021/09/01","2021/09/01 15:00:00","2021/09/26 4:59:59","90","40004","25","0"
"1030","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101192","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101192","0","0","0","2021/09/26 5:00:00","2021/09/30 23:59:59","2021/10/01","2021/10/27 4:59:59","2021/10/01","2021/10/01 15:00:00","2021/10/27 4:59:59","90","40004","25","0"
"1031","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101202","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101202","0","0","0","2021/10/27 5:00:00","2021/10/31 23:59:59","2021/11/01","2021/11/26 4:59:59","2021/11/01","2021/11/01 15:00:00","2021/11/26 4:59:59","90","40004","25","0"
"1032","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101292","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101292","0","0","0","2021/11/26 5:00:00","2021/11/30 23:59:59","2021/12/01","2021/12/25 4:59:59","2021/12/01","2021/12/01 15:00:00","2021/12/25 4:59:59","90","40004","25","0"
"1033","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101302","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101302","0","0","0","2021/12/25 5:00:00","2021/12/29 23:59:59","2021/12/30","2022/01/23 4:59:59","2021/12/30","2021/12/30 15:00:00","2022/01/23 4:59:59","90","40004","25","0"
"1034","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101441","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101441","0","0","0","2022/01/23 5:00:00","2022/01/27 23:59:59","2022/01/28","2022/02/23 4:59:59","2022/01/28","2022/01/28 15:00:00","2022/02/23 4:59:59","90","40004","25","0"
"1035","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101452","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101452","0","0","0","2022/02/23 5:00:00","2022/02/27 23:59:59","2022/02/28","2022/03/23 4:59:59","2022/02/28","2022/02/28 15:00:00","2022/03/23 4:59:59","90","40004","25","0"
"1036","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101562","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101562","0","0","0","2022/03/23 5:00:00","2022/03/27 23:59:59","2022/03/28","2022/04/23 4:59:59","2022/03/28","2022/03/28 15:00:00","2022/04/23 4:59:59","90","40004","25","0"
"1037","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101011","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101011","0","0","0","2022/04/23 5:00:00","2022/04/27 23:59:59","2022/04/28","2022/05/25 4:59:59","2022/04/28","2022/04/28 15:00:00","2022/05/25 4:59:59","90","40004","25","0"
"1038","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101021","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101021","0","0","0","2022/05/25 5:00:00","2022/05/29 23:59:59","2022/05/30","2022/06/25 4:59:59","2022/05/30","2022/05/30 15:00:00","2022/06/25 4:59:59","90","40004","25","0"
"1039","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101042","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101042","0","0","0","2022/06/25 5:00:00","2022/06/29 23:59:59","2022/06/30","2022/07/24 4:59:59","2022/06/30","2022/06/30 15:00:00","2022/07/24 4:59:59","90","40004","25","0"
"1040","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101162","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101162","0","0","0","2022/07/24 5:00:00","2022/07/28 23:59:59","2022/07/29","2022/08/24 4:59:59","2022/07/29","2022/07/29 15:00:00","2022/08/24 4:59:59","90","40004","25","0"
"1041","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101172","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101172","0","0","0","2022/08/24 5:00:00","2022/08/28 23:59:59","2022/08/29","2022/09/24 4:59:59","2022/08/29","2022/08/29 15:00:00","2022/09/24 4:59:59","90","40004","25","0"
"1042","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101192","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101192","0","0","0","2022/09/24 5:00:00","2022/09/28 23:59:59","2022/09/29","2022/10/25 4:59:59","2022/09/29","2022/09/29 15:00:00","2022/10/25 4:59:59","90","40004","25","0"
"1043","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101202","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101202","0","0","0","2022/10/25 5:00:00","2022/10/29 23:59:59","2022/10/30","2022/11/25 4:59:59","2022/10/30","2022/10/31 15:00:00","2022/11/25 4:59:59","90","40004","25","0"
"1044","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101292","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101292","0","0","0","2022/11/25 5:00:00","2022/11/29 23:59:59","2022/11/30","2022/12/24 4:59:59","2022/11/30","2022/11/30 15:00:00","2022/12/24 4:59:59","90","40004","25","0"
"1045","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101302","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101302","0","0","0","2022/12/24 5:00:00","2022/12/28 23:59:59","2022/12/29","2023/01/25 4:59:59","2022/12/29","2022/12/29 15:00:00","2023/01/25 4:59:59","90","40004","25","0"
"1046","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101441","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101441","0","0","0","2023/01/25 5:00:00","2023/01/29 23:59:59","2023/01/30","2023/02/25 4:59:59","2023/01/30","2023/01/30 15:00:00","2023/02/25 4:59:59","90","40004","25","0"
"1047","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101452","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101452","0","0","0","2023/02/25 5:00:00","2023/03/01 23:59:59","2023/03/02","2023/03/24 4:59:59","2023/03/02","2023/03/02 15:00:00","2023/03/24 4:59:59","90","40004","25","0"
"1048","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101562","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101562","0","0","0","2023/03/24 5:00:00","2023/03/28 23:59:59","2023/03/29","2023/04/26 4:59:59","2023/03/29","2023/03/29 15:00:00","2023/04/26 4:59:59","90","40004","25","0"
"1049","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101011","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101011","0","0","0","2023/04/26 5:00:00","2023/04/30 23:59:59","2023/05/01","2023/05/25 4:59:59","2023/05/01","2023/05/02 15:00:00","2023/05/25 4:59:59","90","40004","25","0"
"1050","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101021","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101021","0","0","0","2023/05/25 5:00:00","2023/05/29 23:59:59","2023/05/30","2023/06/24 4:59:59","2023/05/30","2023/05/30 15:00:00","2023/06/24 4:59:59","90","40004","25","0"
"1051","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101042","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101042","0","0","0","2023/06/24 5:00:00","2023/06/28 23:59:59","2023/06/29","2023/07/25 4:59:59","2023/06/29","2023/06/29 15:00:00","2023/07/25 4:59:59","90","40004","25","0"
"1052","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101162","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101162","0","0","0","2023/07/25 5:00:00","2023/07/29 23:59:59","2023/07/30","2023/08/25 4:59:59","2023/07/30","2023/08/01 15:00:00","2023/08/25 4:59:59","90","40004","25","0"
"1053","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101172","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101172","0","0","0","2023/08/25 5:00:00","2023/08/29 23:59:59","2023/08/30","2023/09/26 4:59:59","2023/08/30","2023/08/30 15:00:00","2023/09/26 4:59:59","90","40004","25","0"
"1054","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101192","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101192","0","0","0","2023/09/26 5:00:00","2023/09/30 23:59:59","2023/10/01","2023/10/25 4:59:59","2023/10/01","2023/10/02 15:00:00","2023/10/25 4:59:59","90","40004","25","0"
"1055","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101202","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101202","0","0","0","2023/10/25 5:00:00","2023/10/29 23:59:59","2023/10/30","2023/11/25 4:59:59","2023/10/30","2023/11/02 15:00:00","2023/11/25 4:59:59","90","40004","25","0"
"1056","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101292","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101292","0","0","0","2023/11/25 5:00:00","2023/11/29 23:59:59","2023/11/30","2023/12/23 4:59:59","2023/11/30","2023/11/30 15:00:00","2023/12/23 4:59:59","90","40004","25","0"
"1057","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101302","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101302","0","0","0","2023/12/23 5:00:00","2023/12/27 23:59:59","2023/12/28","2024/01/24 4:59:59","2023/12/28","2023/12/28 15:00:00","2024/01/24 4:59:59","90","40004","25","0"
"1058","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101441","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101441","0","0","0","2024/01/24 5:00:00","2024/01/28 23:59:59","2024/01/29","2024/02/24 4:59:59","2024/01/29","2024/01/30 15:00:00","2024/02/24 4:59:59","90","40004","25","0"
"1059","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101452","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101452","0","0","0","2024/02/24 5:00:00","2024/02/28 23:59:59","2024/02/29","2024/03/23 4:59:59","2024/02/29","2024/02/29 15:00:00","2024/03/23 4:59:59","90","40004","25","0"
"1060","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101562","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101562","0","0","0","2024/03/23 5:00:00","2024/03/27 23:59:59","2024/03/28","2024/04/25 4:59:59","2024/03/28","2024/03/28 15:00:00","2024/04/25 4:59:59","90","40004","25","0"
"1061","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101011","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101011","0","0","0","2024/04/25 5:00:00","2024/04/29 23:59:59","2024/04/30","2024/05/24 4:59:59","2024/04/30","2024/04/30 15:00:00","2024/05/24 4:59:59","90","40004","25","0"
"1063","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101021","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101021","0","0","0","2024/05/24 5:00:00","2024/05/28 23:59:59","2024/05/29","2024/06/24 4:59:59","2024/05/29","2024/05/30 15:00:00","2024/06/24 4:59:59","90","40004","25","0"
"1064","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101042","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101042","0","0","0","2024/06/24 5:00:00","2024/06/28 23:59:59","2024/06/29","2024/07/25 4:59:59","2024/06/29","2024/07/02 15:00:00","2024/07/25 4:59:59","90","40004","25","0"
"1065","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101162","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101162","0","0","0","2024/07/25 5:00:00","2024/07/29 23:59:59","2024/07/30","2024/08/23 4:59:59","2024/07/30","2024/07/31 15:00:00","2024/08/23 4:59:59","90","40004","25","0"
"1066","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101172","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101172","0","0","0","2024/08/23 5:00:00","2024/08/27 23:59:59","2024/08/28","2024/09/24 4:59:59","2024/08/28","2024/08/29 15:00:00","2024/09/24 4:59:59","90","40004","25","0"
"1067","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101192","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101192","0","0","0","2024/09/24 5:00:00","2024/09/28 23:59:59","2024/09/29","2024/10/24 4:59:59","2024/09/29","2024/09/30 15:00:00","2024/10/24 4:59:59","90","40004","25","0"
"1068","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101202","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101202","0","0","0","2024/10/24 5:00:00","2024/10/28 23:59:59","2024/10/29","2024/11/23 4:59:59","2024/10/29","2024/10/30 15:00:00","2024/11/23 4:59:59","90","40004","25","0"
"1069","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101292","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101292","0","0","0","2024/11/23 5:00:00","2024/11/27 23:59:59","2024/11/28","2024/12/25 4:59:59","2024/11/28","2024/11/29 15:00:00","2024/12/25 4:59:59","90","40004","25","0"
"1070","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101302","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101302","0","0","0","2024/12/25 5:00:00","2024/12/29 23:59:59","2024/12/30","2025/01/24 4:59:59","2024/12/30","2024/12/30 15:00:00","2025/01/24 4:59:59","90","40004","25","0"
"1071","1","클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!","101441","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!","101441","0","0","0","2025/01/24 5:00:00","2025/01/28 23:59:59","2025/01/29","2025/02/22 4:59:59","2025/01/29","2025/02/03 15:00:00","2025/02/22 4:59:59","90","40004","25","0"
