1467b8725a63f8ea46aaff610a1b747ea16e33baf573241e634af31e626a39b4,bf8a61b75b1854c67d8b64bcb07f0a8230ecefed6f8971af44b7aa545bfa61e4,6afa44b8ec62b387a5b8105689f1ad98e00d6739fc155cb86c04467608a1d250,59853576169859948f13916e25f36a7827437984b0fa671522aa7fc89afa3091,4746c157390541c3cde4f07ab453397895a8c2546b616391de61432a31aa175b,27ddcd3bfab85da4c731bbc978677118ca276619b12ecdf02e8eff6c67f1c493,7d59ed7295e4edc4657e88c254115650aa4720de269026d691135e924f0e3011,c85bf402e01700920782f49db7ad8bfea5a369284792789bbd82c9e0051f4023,9e0784cc3113beb8e1888f5a078d34fa843f2b4af9cf84446e933d757bcb1660,78288f1c23078cd7aeb45435d7e267e7a8ff3e13e2d29f2e6d783c39ea0dd2b7,27aca435a110e06672cd3ff6fc63be17c1594cc6c10de766a9b0a57485f05d62
"1009801088","1009801","3","122711","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009801089","1009801","3","122811","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009801090","1009801","3","122911","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009801091","1009801","93","0.1","0","","","","","",""
"1009801092","1009801","2","122711","-200","-235","0.33","2","","0.2",""
"1009801093","1009801","2","122811","100","-220","0.33","2","","0.2",""
"1009801094","1009801","2","122911","270","-250","0.33","2","","0.2",""
"1009801095","1009801","93","0.7","0","","","","","",""
"1009801096","1009801","3","122911","lsv_talk_wish_joy","1","","","0.2","",""
"1009801097","1009801","21","vo_lsv","vo_lsv_0132","0","0","","","",""
"1009801098","1009801","11","122911","괴수?\n분명, 커다래지겠네~♪\n성보다도 커지려나?","10","1","1","0","0","0"
"1009801099","1009801","91","0","","","","","","",""
"1009801100","1009801","3","122911","lsv_idle_normal","1","","","0.2","",""
"1009801101","1009801","101","1009801129","","","","","","",""
"1009801102","1009801","3","122711","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009801103","1009801","3","122811","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009801104","1009801","3","122911","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009801105","1009801","93","0.1","0","","","","","",""
"1009801106","1009801","2","122711","-200","-235","0.33","2","","0.2",""
"1009801107","1009801","2","122811","100","-220","0.33","2","","0.2",""
"1009801108","1009801","2","122911","270","-250","0.33","2","","0.2",""
"1009801109","1009801","93","0.7","0","","","","","",""
"1009801110","1009801","3","122811","lsv_talk_bitter_sad","1","","","0.2","",""
"1009801111","1009801","21","vo_lsv","vo_lsv_0133","0","0","","","",""
"1009801112","1009801","11","122811","에~ 민달팽이~?\n별로 멋있지 않지만…\n소금은 가까이 가지 않게 해둘까?","10","1","1","0","0","0"
"1009801113","1009801","91","0","","","","","","",""
"1009801114","1009801","101","1009801129","","","","","","",""
"1009801115","1009801","3","122711","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009801116","1009801","3","122811","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009801117","1009801","3","122911","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009801118","1009801","93","0.1","0","","","","","",""
"1009801119","1009801","2","122711","-200","-235","0.33","2","","0.2",""
"1009801120","1009801","2","122811","100","-220","0.33","2","","0.2",""
"1009801121","1009801","2","122911","270","-250","0.33","2","","0.2",""
"1009801122","1009801","93","0.7","0","","","","","",""
"1009801123","1009801","3","122711","lsv_talk_normal_worry","1","","","0.2","",""
"1009801124","1009801","21","vo_lsv","vo_lsv_0134","0","0","","","",""
"1009801125","1009801","11","122711","다 같이 쓰담쓰담 했으니까\n그건 말이 안 돼요.\n무엇보다… 귀엽고.","10","1","1","0","0","0"
"1009801126","1009801","91","0","","","","","","",""
"1009801127","1009801","3","122711","lsv_idle_normal","1","","","0.2","",""
"1009801128","1009801","101","1009801129","","","","","","",""
"1009801129","1009801","91","0","","","","","","",""
"1009801130","1009801","3","122811","lsv_talk_arm_crossed_joy","0","lsv_talk_arm_crossed_loop_joy","1","0","0.2",""
"1009801131","1009801","21","vo_lsv","vo_lsv_0135","0","0","","","",""
"1009801132","1009801","11","122811","뭐, 어쨌든 말이야?\n키워보면 알 거야!\n그러니까, 힘내자~!","10","1","1","0","0","0"
"1009801133","1009801","91","0","","","","","","",""
"1009801134","1009801","3","122811","lsv_handsup_joy","0","lsv_idle_normal_joy","1","0","0.2",""
"1009801135","1009801","3","122911","lsv_handsup_joy","0","lsv_idle_normal_joy","1","0","0.2",""
"1009801136","1009801","3","122711","lsv_handsup_joy2","0","lsv_idle_normal_joy","1","0","0.2",""
"1009801137","1009801","21","vo_lsv","vo_lsv_0136","0","0","","","",""
"1009801138","1009801","11","122811","오~!","10","1","1","0","0","0"
"1009801139","1009801","11","122911","오~!","10","1","1","0","0","0"
"1009801140","1009801","11","122711","오~!","10","1","1","0","0","0"
"1009801141","1009801","91","0","","","","","","",""
"1009801142","1009801","22","0","0.2","","","","","",""
"1009801143","1009801","93","0.2","","","","","","",""
"1009801144","1009801","102","","","","","","","",""
"1009801145","1009801","12","122911","7","1","0","0","0","0","0"
"1009801146","1009801","3","122911","lsv_talk_joy3","1","","","0.2","",""
"1009801147","1009801","93","3","0","","","","","",""
"1009801148","1009801","3","122911","lsv_idle_normal_joyR","1","","","0.2","",""
"1009801149","1009801","12","122811","6","1","0","0","0","0","0"
"1009801150","1009801","3","122811","lsv_talk_guts1","0","lsv_talk_guts1_loop","1","0","0.2",""
"1009801151","1009801","93","3","0","","","","","",""
"1009801152","1009801","3","122811","lsv_idle_joy","1","","","0.2","",""
"1009801153","1009801","12","122711","10","1","0","0","0","0","0"
"1009801154","1009801","3","122711","lsv_talk_joy1_normal","1","","","0.2","",""
"1009801155","1009801","93","3","0","","","","","",""
"1009801156","1009801","3","122711","lsv_idle_normal_joy","1","","","0.2","",""
"1009801157","1009801","101","1009801145","","","","","","",""
"1009801158","1009801","6","333","1","1","1","0","1","0",""
"1009801159","1009801","4","122711","1","","","","","",""
"1009801160","1009801","3","122711","lsv_run","1","","","0.2","",""
"1009801161","1009801","2","122711","-750","-235","0.8","0","","",""
"1009801162","1009801","4","122811","0","","","","","",""
"1009801163","1009801","3","122811","lsv_run","1","","","0.2","",""
"1009801164","1009801","2","122811","750","-220","0.8","0","","",""
"1009801165","1009801","4","122911","0","","","","","",""
"1009801166","1009801","3","122911","lsv_run","1","","","0.2","",""
"1009801167","1009801","2","122911","850","-250","0.8","0","","",""
"1009801168","1009801","93","0.6","","","","","","",""
"1009801169","1009801","6","122711","1","1","1","0","0.2","0",""
"1009801170","1009801","6","122811","1","1","1","0","0.2","0",""
"1009801171","1009801","6","122911","1","1","1","0","0.2","0",""
"1009801172","1009801","91","0","","","","","","",""
"1009802001","1009802","1","1","122911","102","-650","-235","1.95","0","lsv_idle_normal"
"1009802002","1009802","1","1","122811","100","650","-220","1.95","1","lsv_idle_normal"
"1009802003","1009802","1","1","122711","101","750","-250","1.95","1","lsv_idle_normal"
"1009802004","1009802","5","1","333","0","0","0","1","0","lsv_white_loop"
"1009802005","1009802","6","333","1","1","1","0","0","0",""
"1009802006","1009802","6","122911","1","1","1","0","0","0",""
"1009802007","1009802","6","122811","1","1","1","0","0","0",""
"1009802008","1009802","6","122711","1","1","1","0","0","0",""
"1009802009","1009802","93","1","0","","","","","",""
"1009802010","1009802","6","333","1","1","1","0.4","0.8","0",""
"1009802011","1009802","3","122911","lsv_walk","1","","","0.2","",""
"1009802012","1009802","2","122911","-200","-235","2","0","","",""
"1009802013","1009802","6","122911","1","1","1","1","0.4","0",""
"1009802014","1009802","3","122811","lsv_walk","1","","","0.2","",""
"1009802015","1009802","2","122811","100","-220","2","0","","",""
"1009802016","1009802","6","122811","1","1","1","1","0.4","0",""
"1009802017","1009802","3","122711","lsv_walk","1","","","0.2","",""
"1009802018","1009802","2","122711","270","-250","2","0","","",""
"1009802019","1009802","6","122711","1","1","1","1","0.4","0",""
"1009802020","1009802","93","2","0","","","","","",""
"1009802021","1009802","3","122911","lsv_idle_normal","1","","","0.2","",""
"1009802022","1009802","3","122811","lsv_idle_normal","1","","","0.2","",""
"1009802023","1009802","3","122711","lsv_idle_normal","1","","","0.2","",""
"1009802024","1009802","93","0.6","0","","","","","",""
"1009802025","1009802","3","122811","lsv_talk_sad_dead","1","","","0.2","",""
"1009802026","1009802","21","vo_lsv","vo_lsv_0221","0","0","","","",""
"1009802027","1009802","11","122811","다시 한번 바다에 가봤지만\n뮤뮤의 가족은\n찾을 수 없었네~","10","1","1","0","0","0"
"1009802028","1009802","91","0","","","","","","",""
"1009802029","1009802","3","122811","lsv_idle_sad_talk1","1","","","0.2","",""
"1009802030","1009802","3","122711","lsv_talk_thinking_sadR","1","","","0.2","",""
"1009802031","1009802","21","vo_lsv","vo_lsv_0222","0","0","","","",""
"1009802032","1009802","11","122711","응. 그러기는커녕,\n알 수 없는 게\n점점 늘었어","10","1","1","0","0","0"
"1009802033","1009802","91","0","","","","","","",""
"1009802034","1009802","3","122711","lsv_idle_normal_suprise1","1","","","0.2","",""
"1009802035","1009802","3","122811","lsv_idle_normal","1","","","0.2","",""
"1009802036","1009802","3","122911","lsv_talk_normal","1","","","0.2","",""
"1009802037","1009802","21","vo_lsv","vo_lsv_0223","0","0","","","",""
"1009802038","1009802","11","122911","하지만, 뮤뮤의\n밥에 대한 건 알았어~\n우리랑 같은 걸 먹으면 된다는 거♪","10","1","1","0","0","0"
"1009802039","1009802","91","0","","","","","","",""
"1009802040","1009802","3","122911","lsv_idle_normal_joyR","1","","","0.2","",""
"1009802041","1009802","3","122711","lsv_talk_normal","1","","","0.2","",""
"1009802042","1009802","21","vo_lsv","vo_lsv_0224","0","0","","","",""
"1009802043","1009802","11","122711","아, 확실히 그렇네.\n그 사실을 안 건\n다행이라고 생각해.","10","1","1","0","0","0"
"1009802044","1009802","91","0","","","","","","",""
"1009802045","1009802","3","122711","lsv_idle_normal","1","","","0.2","",""
"1009802046","1009802","3","122911","lsv_talk_surprise","1","","","0.2","",""
"1009802047","1009802","21","vo_lsv","vo_lsv_0225","0","0","","","",""
"1009802048","1009802","11","122911","뮤뮤는 어떤\n밥을 좋아하게 될까~?\n오빠라면 알겠어?","10","1","1","0","0","0"
"1009802049","1009802","91","0","","","","","","",""
"1009802050","1009802","3","122911","lsv_idle_surprise_talkjoy","1","","","0.2","",""
"1009802051","1009802","3","122911","lsv_choice","0","lsv_look_idle_normal","1","0","0.2",""
"1009802052","1009802","3","122811","lsv_choice","0","lsv_look_idle_normal","1","0","0.2",""
"1009802053","1009802","3","122711","lsv_choice","0","lsv_look_idle_normal","1","0","0.2",""
"1009802054","1009802","93","0.1","0","","","","","",""
"1009802055","1009802","2","122911","-452","-235","0.33","2","","0.2",""
"1009802056","1009802","2","122811","420","-220","0.33","2","","0.2",""
"1009802057","1009802","2","122711","545","-250","0.33","2","","0.2",""
"1009802058","1009802","22","0","0","1","","","0.2","",""
"1009802059","1009802","103","케이크","1009802062","0","","","","",""
"1009802060","1009802","103","사과","1009802086","0","","","","",""
"1009802061","1009802","103","빵","1009802109","0","","","","",""
"1009802062","1009802","3","122911","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009802063","1009802","3","122811","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009802064","1009802","3","122711","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009802065","1009802","93","0.1","0","","","","","",""
"1009802066","1009802","2","122911","-200","-235","0.33","2","","0.2",""
"1009802067","1009802","2","122811","100","-220","0.33","2","","0.2",""
"1009802068","1009802","2","122711","270","-250","0.33","2","","0.2",""
"1009802069","1009802","93","0.7","0","","","","","",""
"1009802070","1009802","3","122911","lsv_talk_joy3","1","","","0.2","",""
"1009802071","1009802","21","vo_lsv","vo_lsv_0226","0","0","","","",""
"1009802072","1009802","11","122911","케이크, 맛있지~\n미미도 정~말 좋아해♪","10","1","1","0","0","0"
"1009802073","1009802","91","0","","","","","","",""
"1009802074","1009802","3","122911","lsv_idle_normal_joy","1","","","0.2","",""
"1009802075","1009802","3","122811","lsv_talk_wish_joy","1","","","0.2","",""
"1009802076","1009802","21","vo_lsv","vo_lsv_0227","0","0","","","",""
"1009802077","1009802","11","122811","케이크… 그거라면\n어떤 케이크를 좋아하는지도\n조사하는 게 좋겠네, 꼭!","10","1","1","0","0","0"
"1009802078","1009802","91","0","","","","","","",""
"1009802079","1009802","3","122811","lsv_idle_wish_joy","1","","","0.2","",""
"1009802080","1009802","3","122711","lsv_talk_doya_shy","0","lsv_talk_doya_shy_loop","1","0","0.2",""
"1009802081","1009802","21","vo_lsv","vo_lsv_0228","0","0","","","",""
"1009802082","1009802","11","122711","그런 말 하면서, 여러 가지 케이크를\n먹고 싶은 것뿐인 게…\n하지만, 나도 찬성이야♪","10","1","1","0","0","0"
"1009802083","1009802","91","0","","","","","","",""
"1009802084","1009802","3","122711","lsv_idle_doya","1","","","0.2","",""
"1009802085","1009802","101","1009802133","","","","","","",""
"1009802086","1009802","3","122911","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009802087","1009802","3","122811","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009802088","1009802","3","122711","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009802089","1009802","93","0.1","0","","","","","",""
"1009802090","1009802","2","122911","-200","-235","0.33","2","","0.2",""
"1009802091","1009802","2","122811","100","-220","0.33","2","","0.2",""
"1009802092","1009802","2","122711","270","-250","0.33","2","","0.2",""
"1009802093","1009802","93","0.7","0","","","","","",""
"1009802094","1009802","3","122711","lsv_talk_thinking_joyR","1","","","0.2","",""
"1009802095","1009802","21","vo_lsv","vo_lsv_0229","0","0","","","",""
"1009802096","1009802","11","122711","사과… 과일인가요.\n건강할 것 같고 좋다고 생각해요.","10","1","1","0","0","0"
"1009802097","1009802","91","0","","","","","","",""
"1009802098","1009802","3","122711","lsv_idle_normal_joy","1","","","0.2","",""
"1009802099","1009802","3","122911","lsv_talk_guts2_joy","0","lsv_talk_guts2_joy_loop","1","0","0.2",""
"1009802100","1009802","21","vo_lsv","vo_lsv_0230","0","0","","","",""
"1009802101","1009802","11","122911","미미, 토끼 모양으로\n자른 사과 좋아해~♪","10","1","1","0","0","0"
"1009802102","1009802","91","0","","","","","","",""
"1009802103","1009802","3","122911","lsv_idle_normal_joyR","1","","","0.2","",""
"1009802104","1009802","3","122811","lsv_talk_guts2","0","lsv_talk_guts2_loop","1","0","0.2",""
"1009802105","1009802","21","vo_lsv","vo_lsv_0231","0","0","","","",""
"1009802106","1009802","11","122811","우리도 잘라 주자!\n어려울 것 같지만,\n분명 어떻게든 될 거야!","10","1","1","0","0","0"
"1009802107","1009802","91","0","","","","","","",""
"1009802108","1009802","101","1009802133","","","","","","",""
"1009802109","1009802","3","122911","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009802110","1009802","3","122811","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009802111","1009802","3","122711","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009802112","1009802","93","0.1","0","","","","","",""
"1009802113","1009802","2","122911","-200","-235","0.33","2","","0.2",""
"1009802114","1009802","2","122811","100","-220","0.33","2","","0.2",""
"1009802115","1009802","2","122711","270","-250","0.33","2","","0.2",""
"1009802116","1009802","93","0.7","0","","","","","",""
"1009802117","1009802","3","122811","lsv_talk_normal_worry","1","","","0.2","",""
"1009802118","1009802","21","vo_lsv","vo_lsv_0232","0","0","","","",""
"1009802119","1009802","11","122811","빵이라… 어쩐지 평범하네~\n우리도 매일 먹고 있고","10","1","1","0","0","0"
"1009802120","1009802","91","0","","","","","","",""
"1009802121","1009802","3","122811","lsv_idle_normal_suprise1","1","","","0.2","",""
"1009802122","1009802","3","122711","lsv_talk_normal","1","","","0.2","",""
"1009802123","1009802","21","vo_lsv","vo_lsv_0233","0","0","","","",""
"1009802124","1009802","11","122711","하지만, 싫었으면 매일은\n먹을 수 없어.\n게다가, 어레인지도 할 수 있고.","10","1","1","0","0","0"
"1009802125","1009802","91","0","","","","","","",""
"1009802126","1009802","3","122711","lsv_idle_normal","1","","","0.2","",""
"1009802127","1009802","3","122911","lsv_talk_wish_joy","1","","","0.2","",""
"1009802128","1009802","21","vo_lsv","vo_lsv_0234","0","0","","","",""
"1009802129","1009802","11","122911","샌드위치라면\n우리도 만들 수 있을지도!\n만들어 보자~♪","10","1","1","0","0","0"
"1009802130","1009802","91","0","","","","","","",""
"1009802131","1009802","3","122911","lsv_idle_wish_joyR","1","","","0.2","",""
"1009802132","1009802","101","1009802133","","","","","","",""
"1009802133","1009802","91","0","","","","","","",""
"1009802134","1009802","102","","","","","","","",""
"1009802135","1009802","22","0","0.2","","","","","",""
"1009802136","1009802","93","0.2","","","","","","",""
"1009802137","1009802","12","122811","11","1","0","0","0","0","0"
"1009802138","1009802","3","122811","lsv_surprise3_kira","0","lsv_surprise3_kira_loop","1","0.2","0.2",""
"1009802139","1009802","93","3","0","","","","","",""
"1009802140","1009802","3","122811","lsv_idle_normal_joy","1","","","0.2","",""
"1009802141","1009802","12","122711","10","1","0","0","0","0","0"
"1009802142","1009802","3","122711","lsv_talk_joy3_dere","1","","","0.2","",""
"1009802143","1009802","93","3","0","","","","","",""
"1009802144","1009802","3","122711","lsv_idle_normal_joy","1","","","0.2","",""
"1009802145","1009802","12","122911","7","1","0","0","0","0","0"
"1009802146","1009802","3","122911","lsv_talk_memory","1","","","0.2","",""
"1009802147","1009802","93","3","0","","","","","",""
"1009802148","1009802","3","122911","lsv_idle_normal_joyR","1","","","0.2","",""
"1009802149","1009802","101","1009802137","","","","","","",""
"1009802150","1009802","6","333","1","1","1","0","1","0",""
"1009802151","1009802","4","122911","1","","","","","",""
"1009802152","1009802","3","122911","lsv_run","1","","","0.2","",""
"1009802153","1009802","2","122911","-750","-235","0.8","0","","",""
"1009802154","1009802","4","122811","0","","","","","",""
"1009802155","1009802","3","122811","lsv_run","1","","","0.2","",""
"1009802156","1009802","2","122811","750","-220","0.8","0","","",""
"1009802157","1009802","4","122711","0","","","","","",""
"1009802158","1009802","3","122711","lsv_run","1","","","0.2","",""
"1009802159","1009802","2","122711","850","-250","0.8","0","","",""
"1009802160","1009802","93","0.6","","","","","","",""
"1009802161","1009802","6","122911","1","1","1","0","0.2","0",""
"1009802162","1009802","6","122811","1","1","1","0","0.2","0",""
"1009802163","1009802","6","122711","1","1","1","0","0.2","0",""
"1009802164","1009802","91","0","","","","","","",""
"1009803001","1009803","1","1","100411","101","-700","-220","1.95","0","lsv_idle_normal"
"1009803002","1009803","1","1","103611","100","-550","-235","1.95","0","lsv_idle_normal"
"1009803003","1009803","1","1","102011","102","-800","-250","1.95","0","lsv_idle_normal"
"1009803004","1009803","5","1","333","0","0","0","1","0","lsv_white_loop"
"1009803005","1009803","6","333","1","1","1","0","0","0",""
"1009803006","1009803","31","3","13","-630","110","1.3","0","",""
"1009803007","1009803","6","100411","1","1","1","0","0","0",""
"1009803008","1009803","6","103611","1","1","1","0","0","0",""
"1009803009","1009803","6","102011","1","1","1","0","0","0",""
"1009803010","1009803","93","1","0","","","","","",""
"1009803011","1009803","6","333","1","1","1","0.4","0.8","0",""
"1009803012","1009803","3","100411","lsv_walk_glad","1","","","0.2","",""
"1009803013","1009803","2","100411","-100","-220","2","0","","",""
"1009803014","1009803","6","100411","1","1","1","1","0.4","0",""
"1009803015","1009803","3","103611","lsv_walk_glad2","1","","","0.2","",""
"1009803016","1009803","2","103611","100","-235","2.2","0","","",""
"1009803017","1009803","6","103611","1","1","1","1","0.4","0",""
"1009803018","1009803","3","102011","lsv_walk_glad","1","","","0.2","",""
"1009803019","1009803","2","102011","-270","-250","2","0","","",""
"1009803020","1009803","6","102011","1","1","1","1","0.4","0",""
"1009803021","1009803","32","13","1","","","","","",""
"1009803022","1009803","33","13","-180","110","2","0","","",""
"1009803023","1009803","93","2","","","","","","",""
"1009803024","1009803","32","13","0","","","","","",""
"1009803025","1009803","3","100411","lsv_idle_normal","1","","","0.2","",""
"1009803026","1009803","3","102011","lsv_idle_normal","1","","","0.2","",""
"1009803027","1009803","93","0.2","","","","","","",""
"1009803028","1009803","4","103611","1","","","","","",""
