5656c95133eb5e2f398cac7b136833e71f727a48d927651c1534e8379d3e63b2,71fdce438165bfe72c77085c716874cb831b2956d4180209ae04cb9087d185ce,27fde14255e066c172440272755ae10221e5440de3a7feb2b7fab4b2a76d9f0e,2ae8077fff38f05094ea1c277b4ed0b7caf1c33fb7348645e2703bae19c187e5,67e54924ac95b5b80d303612c257a318970c6d90703449ead70b99a24f8486d0,c941b7493f6b3055a627e711f8319c20343644e71925f7bf73d833a945be0c7b,8d0583f72e605952b49e69d5a563e97d000f8dbc4dfcda58ba59f1599c7151e1
"32","114101","20029","72029021","보스 NORMAL 토벌로 오픈!","[3C404E]이벤트를 진행하여 보스에게 도전!\n보스 NORMAL을 토벌하면 한정 캐릭터 획득!![-]","[3C404E]보스 NORMAL 토벌로 오픈!"
"33","114601","20031","72031021","보스 NORMAL 토벌로 오픈!","[3C404E]이벤트를 진행하여 보스에게 도전!\n보스 NORMAL을 토벌하면 한정 캐릭터 획득!![-]","[3C404E]보스 NORMAL 토벌로 오픈!"
"34","114701","20032","72032021","보스 NORMAL 토벌로 오픈!","[3C404E]이벤트를 진행하여 보스에게 도전!\n보스 NORMAL을 토벌하면 한정 캐릭터 획득!![-]","[3C404E]보스 NORMAL 토벌로 오픈!"
"35","115601","20033","72033021","보스 NORMAL 토벌로 오픈!","[3C404E]이벤트를 진행하여 보스에게 도전!\n보스 NORMAL을 토벌하면 한정 캐릭터 획득!![-]","[3C404E]보스 NORMAL 토벌로 오픈!"
"36","115801","20035","72035021","보스 NORMAL 토벌로 오픈!","[3C404E]이벤트를 진행하여 보스에게 도전!\n보스 NORMAL을 토벌하면 한정 캐릭터 획득!![-]","[3C404E]보스 NORMAL 토벌로 오픈!"
"37","116801","20038","72038021","보스 NORMAL 토벌로 오픈!","[3C404E]이벤트를 진행하여 보스에게 도전!\n보스 NORMAL을 토벌하면 한정 캐릭터 획득!![-]","[3C404E]보스 NORMAL 토벌로 오픈!"
"38","117401","20040","72040021","보스 NORMAL 토벌로 오픈!","[3C404E]이벤트를 진행하여 보스에게 도전!\n보스 NORMAL을 토벌하면 한정 캐릭터 획득!![-]","[3C404E]보스 NORMAL 토벌로 오픈!"
"39","117801","20042","72042021","보스 NORMAL 토벌로 오픈!","[3C404E]이벤트를 진행하여 보스에게 도전!\n보스 NORMAL을 토벌하면 한정 캐릭터 획득!![-]","[3C404E]보스 NORMAL 토벌로 오픈!"
"40","119201","20044","72044021","보스 NORMAL 토벌로 오픈!","[3C404E]이벤트를 진행하여 보스에게 도전!\n보스 NORMAL을 토벌하면 한정 캐릭터 획득!![-]","[3C404E]보스 NORMAL 토벌로 오픈!"
"41","120801","20045","72045021","보스 NORMAL 토벌로 오픈!","[3C404E]이벤트를 진행하여 보스에게 도전!\n보스 NORMAL을 토벌하면 한정 캐릭터 획득!![-]","[3C404E]보스 NORMAL 토벌로 오픈!"
"42","121201","20047","72047021","보스 NORMAL 토벌로 오픈!","[3C404E]이벤트를 진행하여 보스에게 도전!\n보스 NORMAL을 토벌하면 한정 캐릭터 획득!![-]","[3C404E]보스 NORMAL 토벌로 오픈!"
