d6b5352a2780d85233a5077f80b0d680d2d2f1a357efe1dc7482fe9783e009a1,e11c46da2b701622247a88c464406d7dea16f7c33f10ed7777453750fcf28d08,11bd2a2ab3c86d949d08365355a18e2e5879192abc3d8e3b4710b2777b2bea35,4025c6bb490dd1972d5c02f1e7519ea85f707674221157b392f9801488eaa2fc,5195ac15af4c70320212cb54b7d96222e6fb143cbaecc475d8bca57d91de6bc6,d94b8f7686ff5f35e811b7de6b790fefc57642433ffd3f960d57679d95f94d19,b9f2eea27e3403851e047b3daf79ee3f521e7fad24c03cc26bc10174e7c13675,154c6dbd7e66fbe66b63a96d678a3385eed44d31d5bfeaa7ad967e3c21162ec9,27105fcf273436f4bee6f809e77dc23888d443420eb2317f10c1c1a3d562c310,fc50548bc2fcced55431069f851cf87a22e8c62efa1e68777eed4c1ebf726c88,53bc1c5c3541ee1ac30eab03ac05286648f2ca9c6cafd7b339206f61b19b3b82,5d8699d1342354ab61dd52fea0e733f7606f42ea63dcb22b5b30613288a29d64,71091ddf88bef34fc99e4fa317b5aef3b993dfe34688b3635897efbec1ccb339,7a1e41d5fbe0334160af24e520e7e6f278e165a48c884a705def6d5a91e6c0d1,1517032ba970914635d89e4f535e58722fc2f6e4a703ff1e2f80522368b314fe,4c3598ea10d494264f8b368b111ac7fe7d91e13385910a16a387111c2ebde72a,a576a34791314538d9d04f314157c7274df05c8840907b7a19c482d5726e3b5c,3ecf447580deafaef78e6dc29fc805c840e4ea61c6531b4f0ca311ae32ae799b,e3475f4ec3ca440809dd85af45b884e35a86e093cd7c40861a33d669c838a591,971bfeaacd4324b1d2bb838f4bde803549159e70c84265a01a778eccb652e7c5,0f11095a1814692af194ad1df3c688cf32e5b3375c93b4883da0f3587120e583,4591b38ac58ee152ad0a6476c809d01bd68d952c202cc50aedcd9a2d691475be,2da93eedb2681092cfb47ed47eb4d2445cdcbe22ec7c27811a5e40bb13f8de8d,a7bc120aa3113d90d971247b8eddc5ab7a74943478df345644ebe1926092d237
"101101","리노","리노","101101","0","0","3","8","8","450","700","1","1.97","101101","0","101101","0","6","0","【물리】후열에서 화살비를 쏘아내는 여동생 계열의 궁수.\n크리티컬 확률을 높이는 중첩 가능한 스킬이 있어\n타격 횟수가 많은 유니온 버스트를 더욱 강력하게 만든다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"101201","하츠네","하츠네","101201","0","0","3","7","7","450","755","2","2.07","101201","0","101201","0","9","0","【마법】후열에 있으며 물리 계열 파티에 강한 초능력 소녀.\n물리 공격을 하는 적에게 진가를 발휘하는 스킬로\n물리 공격형 파티를 일망타진한다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"101301","나나카","나나카","101301","0","0","2","7","7","450","740","2","2.07","101301","0","101301","0","9","0","【마법】후열에서 다채로운 마법을 쓰는 오타쿠 마법 소녀.\n체력이 가장 많은 상대를 노리는 유니온 버스트와 스킬은\n적의 HP 상황에 따라 공격 대상이 바뀌는 높은 위력의 마법 공격.","0","2018/11/19 15:00:00","2030/12/31 15:00:00","0"
"101401","카스미","카스미","101401","0","0","3","21","7","450","730","2","2.27","101401","0","101401","0","9","0","【마법】후열에서 상대의 행동을 방해하는 데 특화된 명탐정.\n속박이나 혼란을 부여하는 스킬로 상대의 움직임을 방해하고\n마법 방어력을 낮추는 필드를 전개하여 승리로 이끈다.","0","2019/02/28 12:00:00","2030/12/31 15:00:00","0"
"101501","미사토","미사토","101501","0","0","2","9","7","450","735","2","2.27","101501","0","101501","0","9","0","【마법】후열에서 마법 캐릭터를 지원하는 모두의 선생님.\n유니온 버스트는 HP 회복 & 마법 방어력 UP 그리고 선두 캐릭터의\nHP를 계속 회복하는 스킬은 아군의 내구력을 큰 폭으로 올려준다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"101601","스즈나","스즈나","101601","0","0","2","8","8","450","705","1","1.97","101601","0","101601","0","15","0","【물리】후열에서 크리티컬 공격을 하는 카리스마 모델.\n데미지 2배의 크리티컬 데미지는\n스킬에 의한 공격력 상승으로 한층 더 파괴력이 증가한다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"101701","카오리","카오리","101701","0","0","2","1","1","450","145","1","2.17","101701","0","101701","0","4","0","【물리】최전열에서 누적 스킬로 큰 데미지를 입히는 남쪽 나라 소녀.\n스킬 「정신통일」을 발동하면 카오리가 공격할 때마다\n적에게 효과가 누적되어 다음 공격의 데미지가 점점 증가한다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"101801","이오","이오","101801","0","0","3","5","5","450","715","2","2.6","101801","0","101801","0","15","0","【마법】후열에서 적 전체를 유혹하는 섹시한 선생님.\n적의 TP를 빼앗는 스킬로 유니온 버스트 발동을 늦추고\n유혹의 유니온 버스트를 사용해 전장을 대혼란에 빠뜨린다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"102001","미미","미미","102001","0","0","2","5","5","450","360","1","2.125","102001","0","102001","0","13","0","【물리】중열에서 적의 전열을 무너뜨리는 토끼 소녀.\n유니온 버스트는 가장 근접한 적에게 큰 데미지를 입힌 후\n주위에 있는 적도 공격하기에 전열을 빠르게 함락시킬 수 있다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"102101","쿠루미","쿠루미","102101","0","0","1","3","3","450","240","1","1.675","102101","0","102101","0","3","0","【물리】전열에서 아군 수호에 특화된 극도의 부끄럼쟁이.\n스킬로 주변 동료의 물리 마법 방어력을 올리면서\n근처의 적을 스턴시켜 적의 발을 묶는다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"102201","요리","요리","102201","0","0","1","6","6","450","575","2","2.19","102201","0","102201","0","14","0","【마법】중열에서 강력한 마법으로 공격하는 쌍둥이 언니.\n자신의 HP와 맞바꾸어 마법 공격력을 증폭해\n유니온 버스트나 스킬의 위력을 높여 공격한다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"102301","아야네","아야네","102301","0","0","2","3","3","450","210","1","1.425","102301","0","102301","0","3","0","【물리】전열에서 전장을 휘젓고 다니는 곰인형 소녀.\n유니온 버스트로 적을 힘껏 날려버리는 것과 동시에\n스턴과 큰 데미지를 주기 때문에 적 진형을 크게 교란한다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"102501","스즈메","스즈메","102501","0","0","1","7","7","450","720","2","2.27","102501","0","102501","0","3","0","【마법】후열에서 회복과 공격을 하는 덜렁이 소녀 메이드.\n주변 동료의 HP 회복을 하면서 물리 공격력을 높이는\n스킬은 중열ㆍ후열의 공격 캐릭터와 상성이 좋다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"102601","린","린","102601","0","0","2","6","6","450","550","1","2.34","102601","0","102601","0","3","0","【물리】중열에서 물리 파티를 강화하는 게으름뱅이 소녀.\n아군의 물리 공격력을 올리면서 마법 방어력도\n올려 공격과 수비 모든 방면에서 파티를 서포트한다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"102701","에리코","에리코","102701","0","0","2","3","3","450","230","1","1.425","102701","0","102701","0","11","0","【물리】전열에서 독 스킬로 적을 분쇄하는 일명 파괴사.\n톱 클래스의 공격력을 가졌으며 유니온 버스트로 적의\n숨통을 끊는 일격을 가할 때마다 공격력이 더욱 상승한다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"102801","사렌","사렌","102801","0","0","3","4","4","450","430","1","2.09","102801","0","102801","0","3","0","【물리】중열에서 한방역전을 노리는 모두의 사렌 마마.\nHP가 깎일수록 데미지가 상승하는 유니온 버스트와\n아군의 TP를 회복하는 스킬로 한방에 형세를 역전한다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"102901","노조미","노조미","102901","0","0","3","4","4","450","160","1","1.965","102901","0","102901","0","10","0","【물리】전열에서 모두의 방패가 되어 싸우는 아이돌 노조밍.\n그녀가 스테이지에 서면 아군의 물리 공격력이\n큰 폭으로 증가하고 적의 시선을 단번에 끌어당긴다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"103001","니논","니논","103001","0","0","3","5","5","450","415","1","2.25","103001","0","103001","0","12","0","【물리】중열에서 강력한 범위 공격을 하는 인술 사용자.\n범위 공격 스킬로 적을 쓰러뜨려 자신의 TP를 회복하고\n강력한 유니온 버스트의 발동 빈도를 높인다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"103101","시노부","시노부","103101","0","0","2","5","5","450","365","1","2.25","103101","0","103101","0","14","0","【물리】중열에서 아버지인 해골을 소환하여 싸우는 영능력자 소녀.\n소환한 아버지는 자신과는 별도의 공격을 하며\n데미지를 대신 받기도 한다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"103201","아키노","아키노","103201","0","0","3","5","5","450","180","1","2.125","103201","0","103201","0","8","0","【물리】전열에서 날뛰며 공격하는 양갓집 규수 검사.\n자신의 주변에 아군을 회복하는 필드를 만들고\n스스로 전선을 이끄는 모습은 명문가를 짊어진 자의 참모습.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"103301","마히루","마히루","103301","0","0","2","6","6","450","395","1","2.34","103301","0","103301","0","5","0","【물리】중열에서 적의 움직임을 흐트러뜨리는 목장 주인.\n적의 전열을 밀어내어 대열을 무너뜨리고\n다른 캐릭터가 사용하는 범위 공격 대상에 적을 밀어 넣는다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"103401","유카리","유카리","103401","0","0","1","5","5","450","405","1","2.4","103401","0","103401","0","8","0","【물리】중열에서 배리어와 회복으로 아군을 지키는 전직 성기사.\n상처 입은 동료의 HP나 TP를 회복하는 스킬을 다루고\n싸움으로 피해입은 곳을 핀포인트로 서포트한다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"103601","쿄우카","쿄우카","103601","0","0","3","7","7","450","810","2","2.07","103601","0","103601","0","0","0","【마법】후열에서 강력한 마법으로 공격하는 꼬마 우등생.\n스킬로 마법 공격력을 순간적으로 높인 후 발사하는\n유니온 버스트는 적 하나에 최고의 위력을 발휘한다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"103701","토모","토모","103701","0","0","3","4","4","450","220","1","1.965","103701","0","103701","0","2","0","【물리】전열에서 재빠른 참격으로 적을 물리치는 검술 소녀.\n유니온 버스트로 자신의 공격력 및 행동 속도를 높이고\n다른 공격 스킬의 섬멸 능력을 극한까지 높여 적을 제압한다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"103801","시오리","시오리","103801","0","0","2","8","8","450","710","1","1.97","103801","0","103801","0","5","0","【물리】최후열에서 고화력 스킬을 연사하는 스나이퍼.\n데미지를 입히면서 TP를 회복하는 스킬을 가져\n강력한 한 방의 유니온 버스트를 재빠르게 발동한다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"104001","아오이","아오이","104001","0","0","1","8","8","450","785","1","1.97","104001","0","104001","0","9","0","【물리】최후열에서 상태 이상의 활을 쏘는 외톨이 사수.\n데미지와 함께 부여되는 독이나 마비 같은 추가 효과로\n방어력이 높은 적이라도 확실하게 HP를 깎는다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"104201","치카","치카","104201","0","0","2","7","7","450","790","2","2.27","104201","0","104201","0","10","0","【마법】후열에서 전열의 전투 중인 동료를 서포트하는 소환사.\n유니온 버스트로 아군을 회복하는 동시에 적을 공격하는\n요정을 최전선에 소환한다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"104301","마코토","마코토","104301","0","0","3","5","5","450","165","1","2.125","104301","0","104301","0","4","0","【물리】전열에서 적의 방어력을 깎는 정의의 수인족.\n적 탱커의 방어력을 낮추고 착실히 데미지를 입혀\n빠르게 적의 방어를 돌파한다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"104401","이리야","이리야","104401","0","0","3","3","3","450","425","2","1.425","104401","0","104401","0","12","0","【마법】중열에서 생명력을 깎아 공격하는 「밤을 통치하는 자」.\n자신의 HP와 맞바꾸어 발동한 스킬은 높은 파괴력을 자랑하고\n범위 공격의 위력은 타의 추종을 불허한다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"104501","쿠우카","쿠우카","104501","0","0","2","2","2","450","130","1","2.375","104501","0","104501","0","12","0","【물리】전열에서 미끼가 되어 공격의 표적이 되는 망상 마조 소녀.\n유니온 버스트로 자신에게 마법 배리어를 치고\n적의 마법 공격을 흡수하여 HP를 회복한다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"104601","타마키","타마키","104601","0","0","2","2","2","450","215","1","2.25","104601","0","104601","0","8","0","【물리】전열의 마법 파티에 강한 자유분방한 고양이 소녀.\n공격 스킬은 「마법 공격력이 가장 높은 적」을 집중 공격하여\n데미지를 주고 마법 공격력을 약화시키며 TP를 흡수한다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"104701","쥰","쥰","104701","0","0","3","5","5","450","135","1","2.125","104701","0","104701","0","2","0","【물리】최전열에서 완전 방어 스킬을 쓰는 기사단장.\n유니온 버스트로 모든 데미지를 흡수하는 배리어를 전개할 수 있다.\n특히 장기전에서 압도적인 방어 성능을 자랑한다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"104801","미후유","미후유","104801","0","0","2","6","6","450","420","1","2.19","104801","0","104801","0","8","0","【물리】중열의 스턴과 회복 스킬을 가진 용병 전사.\n높은 방어력과 자기 회복 능력을 함께 가지고 있어\n중열의 수비를 견고하게 하여 파티를 뒷받침한다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"104901","시즈루","시즈루","104901","0","0","3","5","5","450","285","1","2.375","104901","0","104901","0","6","0","【물리】전열에서 물리 공격으로부터 아군을 지키는 누나.\n물리 공격 무효 배리어를 전개하여 아군을 지키는 한 편\n자신에게는 물리 공격 흡수 배리어를 둘러 적 전열을 공격한다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"105001","미사키","미사키","105001","0","0","1","7","7","450","760","2","2.07","105001","0","105001","0","15","0","【마법】후열에서 범위 공격을 하는 레이디ㆍ위치.\n여러 번의 범위 공격을 날리는 스킬이나 눈앞의 전 전체를\n공격하는 유니온 버스트로 범위 섬멸이 특기다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"105101","미츠키","미츠키","105101","0","0","2","5","5","450","565","1","2.25","105101","0","105101","0","11","0","【물리】중열에서 적 약체화 필드를 조종하는 척안의 악마.\n필드 유지 시간은 짧지만 범위 내 적의\n물리 방어력을 큰 폭으로 낮추는 효과를 가진다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"105201","리마","리마","105201","0","0","1","4","4","450","105","1","2.215","105201","0","105201","0","5","0","【물리】최전열에서 동료를 지키는 사랑에 빠진 소녀.\n전투 시작되고 잠시 후 가장 후방에서부터 최전선까지\n돌진해 적 앞을 가로막는다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"105301","모니카","모니카","105301","0","0","3","4","4","450","410","1","2.24","105301","0","105301","0","12","0","【물리】중열에서 아군의 공격을 서포트하는 군인 소녀.\n아군의 물리 마법 공격력을 큰 폭으로 증가시키고\n공격 속도를 올려서 전투를 빠르게 끝내도록 한다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"105401","츠무기","츠무기","105401","0","0","2","1","1","450","195","1","2.42","105401","0","105401","0","10","0","【물리】전열에서 적의 방해에 특화된 재단사 소녀.\n적을 강제적으로 이동시켜 진형을 무너뜨리는데다\n이동ㆍ행동 속도를 저하시켜 상대의 반격을 늦춘다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"105501","아유미","아유미","105501","0","0","1","48","48","450","510","1","2.34","105501","0","105501","0","12","0","【물리】중열에서 우왕좌왕하며 적을 교란시키는 순정파 소녀.\n적을 스턴 상태에 빠뜨리는 스킬 이외에도 유니온 버스트로\n암흑과 혼란을 부여하여 적을 방해할 수 있다.","0","2019/03/19 15:00:00","2030/12/31 15:00:00","0"
"105601","루카","루카","105601","0","0","3","4","4","450","158","1","1.965","105601","0","105601","0","2","0","【물리】전열에서 아군을 위해 검을 휘두르는 멋지고 결기 있는 여장부.\n상대에게 카운터를 구사하는 도발이나 적의 방어력을 낮추는\n유니온 버스트가 있어 공격과 방어, 양쪽에서 실력을 발휘한다.","0","2018/11/03 19:00:00","2030/12/31 15:00:00","0"
"105701","지타","지타","105701","0","0","3","4","4","450","245","1","1.965","105701","0","170101","0","4","0","【물리】전열에서 선수필승의 대형 기술을 차례로 쏟아내는 기공사.\n스킬에 의한 TP 회복은 유니온 버스트의 발동을 촉진시켜\n배틀 초반부터 적의 전열에 큰 데미지를 입힌다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"105801","페코린느","페코린느","105801","0","0","1","5","5","450","155","1","2.25","105801","0","105801","0","1","0","【물리】전열에서 전력을 다해 동료를 지키는 배고픈 검사.\n높은 HP와 더불어 스스로 HP 회복을 할 수 있어\n마지막까지 아군의 방패 역할을 맡는다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"105901","콧코로","콧코로","105901","0","0","1","6","6","450","500","1","2.34","105901","0","105901","0","1","0","【물리】중열에서 보조와 공격으로 모두를 지탱하는 가이드 무녀.\n유니온 버스트는 아군 전체의 공격력 상승과 더불어\n자신을 회복하기 때문에 지속적인 서포트가 가능하다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"106001","캬루","캬루","106001","0","0","1","7","7","450","750","2","2.07","106001","0","106001","0","1","0","【마법】후열에서 강력한 전체 공격을 하는 기가 센 고양이 소녀.\n스킬로 적의 물리ㆍ마법 양쪽의 방어력을 낮추기 때문에\n어떠한 편성에서도 전투를 유리하게 이끌 수 있다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"106101","무이미","무이미","106101","0","1","3","2","2","450","162","1","1.8","106101","0","106101","0","7","0","【물리】전열에서 전설의 검 「천루패단검」을 휘두르는 소녀.\n작은 기술을 구사하는 일반적인 전투 스타일이지만\n유니온 버스트 사용 후에는 「천루패단검」을 들고 적을 베어버린다.","0","2024/09/27 15:00:00","2024/09/30 14:59:59","0"
"106301","아리사","아리사","106301","0","0","3","8","8","450","625","1","1.97","106301","0","106301","0","1","0","【물리】후열의 장기전에 뛰어난 숲의 수호자 견습생.\nTP회복으로 빠르게 유니온 버스트를 쓰는 것이 가능. 게다가\n사용 후에는 스킬효과가 상승하기 때문에 높은 파괴력을 자랑한다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"106401","셰피","셰피","106401","0","0","3","4","4","450","368","1","1.84","106401","0","106401","0","1","0","【물리】중열에서 빙설을 다루어 적을 얼리는 빙룡 소녀.\n유니온 버스트로 획득하는 【빙룡의 표식】을 소비해서\n스킬 효과를 증폭하고, 청렴한 검술로 적을 베어 쓰러뜨린다.","0","2022/03/15 15:00:00","2030/12/31 15:00:00","0"
"106501","카야","카야","106501","0","0","3","1","1","450","168","1","2.17","106501","0","106501","0","17","0","【물리】전열에서 적을 때려눕히는 싸움꾼 드래곤족.\n스킬로 자신의 물리 공격력을 높여 전신전령의 힘을 쏟아낸다.\n첫 유니온 버스트는 초거대한 파괴력을 자랑한다.","0","2020/12/15 15:00:00","2030/12/31 15:00:00","0"
"106601","이노리","이노리","106601","0","0","3","3","3","450","197","1","1.55","106601","0","106601","0","17","0","【물리】전열에서 범위 공격이 특기인 달변가 드래곤 소녀.\n유니온 버스트로 범위내 적을 한데 모아 날려버리고,\n진형을 흐트러뜨렸을 때, 적을 단숨에 태워버린다.","0","2021/07/19 15:00:00","2030/12/31 15:00:00","0"
"106701","호마레","호마레","106701","0","1","3","21","7","450","727","2","2.27","106701","0","106701","0","17","0","【마법】후열에서 무궁한 마력으로 모든 것을 지배하는 용의 수령.\n방해 되는 적을 용안으로 붙들고 다채로운 보조계 스킬로 적의\n마법 공격에 대한 내성을 약화시켜 뇌성벽력의 일격으로 잿더미로 만든다.","0","2024/09/27 15:00:00","2024/09/30 14:59:59","0"
"106801","라비리스타","라비리스타","106801","0","1","3","4","4","450","560","1","1.55","106801","0","106801","0","6","0","【물리】중열에서 모든 것을 자유자재로 창조하는 『미궁여왕』.\n칠관의 권능을 해방하는 유니온 버스트로 자신을\n극대로 강화하고 비교할 데 없는 공격 능력으로 원수를 무찌른다.","0","2024/09/27 15:00:00","2024/09/30 14:59:59","0"
"106901","카이저 인사이트","카이저 인사이트","106901","0","1","3","0","45","450","660","1","2","106901","0","106901","0","1","0","【물리】후열에서 하늘의 별을 눈동자에 담고, 패도를 나아가는 황제.\n권능을 해방하고 적 전체의 배리어와 모든 스테이터스 증가 효과를\n해제하며, 내구력 감소와 복수의 광범위 공격으로 적을 멸한다.","0","2023/12/15 15:00:00","2030/12/31 15:00:00","0"
"107001","네네카","네네카","107001","0","1","3","0","0","450","660","2","2","107001","0","107001","0","1","0","【마법】후열에서 분신을 생성해 적을 압도하는 『변모대비』.\n분신은 네네카 자신과 똑같은 스킬을 사용해 적을 공격한다.\n그 높은 공격 밀도와 제압력은 타의 추종을 불허한다.","0","2024/09/27 15:00:00","2024/09/30 14:59:59","0"
"107101","크리스티나","크리스티나","107101","0","1","3","10","4","450","290","1","2","107101","0","107101","0","2","0","【물리】전열에서 절대적인 제압력을 자랑하는 『서약여군』.\n공격과 방어는 물론 최대 파괴력을 자랑하는 유니온 버스트와\n그 발동을 가속하는 TP 증가 스킬도 함께 가지고 있다.","0","2024/09/27 15:00:00","2024/09/30 14:59:59","0"
"107501","페코린느(여름)","페코린느","107501","0","1","3","5","5","450","235","1","2.125","107501","0","107501","0","1","0","【물리】전열에서 강렬한 범위 공격을 하는 해변의 공주님.\n빙수를 먹고 물리 공격력을 단숨에 증가시켜\n유니온 버스트를 발동하여 전방의 적을 섬멸한다.","0","2024/08/24 15:00:00","2024/08/27 14:59:59","0"
