072bda71fa2d80ba7db4d1c4dc20218e298077448583aa98284043fa1dd4bfff,900dcd384bc1ad30dc651b5c7cbe02c3b60e806dbbdc2c0b36e2cafbeac7479e,9558dee5aaf878d987da85146ee850f2ab83f408b6bebd48b449736b957e8865,834b9f74d602abb10a671f6091d4ef19507e374b5fdb652a6f27776da5e46061,16d8eb25e1a5f04f83a5dc4eeb9af8dfd088c521b215734061da5c5945ed66af
"11118","11","200","236","503"
"11119","11","100","752","506"
"11120","11","100","129","510"
"11121","11","100","406","514"
"11122","11","101","286","519"
"11123","11","100","119","522"
"11124","11","101","384","526"
"11125","11","100","721","529"
"11126","11","100","946","532"
"11127","11","101","497","537"
"11128","11","100","285","541"
"11129","11","100","569","546"
"11130","11","101","223","551"
"11131","11","100","604","554"
"11132","11","101","933","558"
"11133","11","100","847","563"
"11134","11","100","1073","566"
"11135","11","101","1025","570"
"11136","11","100","920","575"
"11137","11","100","603","580"
"11138","11","100","1098","583"
"11139","11","101","1010","586"
"11140","11","100","908","590"
"11141","11","100","305","595"
"11142","11","400","442","599"
"11143","11","100","547","604"
"11144","11","100","321","608"
"11145","11","101","234","612"
"11146","11","100","736","615"
"11147","11","300","661","619"
"11148","11","100","56","624"
"11149","11","101","507","628"
"11150","11","100","26","633"
"11151","11","100","324","636"
"11152","11","100","662","640"
"11153","11","100","802","644"
"11154","11","101","968","649"
"11155","11","100","903","653"
"11156","11","100","515","656"
"11157","11","100","46","659"
"11158","11","100","663","662"
"11159","11","100","27","665"
"11160","11","101","423","670"
"11161","11","100","739","674"
"11162","11","101","129","677"
"11163","11","100","705","682"
"11164","11","100","167","686"
"11165","11","101","21","690"
"11166","11","100","395","694"
"11167","11","101","37","698"
"11168","11","100","371","702"
"11169","11","100","969","706"
"11170","11","200","705","710"
"11171","11","100","1166","714"
"11172","11","100","863","719"
"11173","11","100","254","722"
"11174","11","101","104","727"
"11175","11","100","636","730"
"11176","11","100","37","735"
"11177","11","101","524","739"
"11178","11","100","1097","743"
"11179","11","100","954","748"
"11180","11","100","316","752"
"11181","11","400","902","755"
"11182","11","100","1094","760"
"11183","11","100","882","764"
"11184","11","100","626","768"
"11185","11","100","1078","773"
"11186","11","101","597","778"
"11187","11","100","289","783"
"11188","11","100","220","787"
"11189","11","101","446","793"
"11190","11","100","300","799"
"11191","11","100","833","804"
"11192","11","101","747","809"
"11193","11","100","315","815"
"11194","11","100","533","820"
"11195","11","100","34","825"
"11196","11","101","246","831"
"11197","11","100","403","835"
"11198","11","101","795","840"
"11199","11","100","283","842"
"11200","11","100","840","850"
"12001","12","100","512","30"
"12002","12","100","411","35"
"12003","12","101","536","40"
"12004","12","100","762","43"
"12005","12","100","361","47"
"12006","12","100","471","51"
"12007","12","100","406","56"
"12008","12","101","339","59"
"12009","12","100","701","63"
"12010","12","100","295","67"
"12011","12","100","343","71"
"12012","12","100","229","75"
"12013","12","101","75","78"
"12014","12","100","169","82"
"12015","12","101","130","87"
"12016","12","100","61","92"
"12017","12","100","252","97"
"12018","12","100","655","102"
"12019","12","100","606","110"
"12020","12","100","797","115"
"12021","12","100","526","120"
"12022","12","100","120","125"
"12023","12","100","251","128"
"12024","12","101","720","131"
"12025","12","100","1028","138"
"12026","12","100","738","142"
"12027","12","101","947","146"
"12028","12","100","834","151"
"12029","12","100","792","155"
"12030","12","100","428","160"
"12031","12","100","256","164"
"12032","12","101","734","168"
"12033","12","100","962","171"
"12034","12","100","762","174"
"12035","12","100","571","178"
"12036","12","100","898","183"
"12037","12","100","690","186"
"12038","12","100","500","189"
"12039","12","101","153","192"
"12040","12","100","443","195"
"12041","12","100","254","198"
"12042","12","100","130","202"
"12043","12","100","317","207"
"12044","12","101","658","212"
"12045","12","100","413","216"
"12046","12","400","652","219"
"12047","12","100","922","223"
"12048","12","100","422","226"
"12049","12","101","56","230"
"12050","12","100","515","235"
"12051","12","100","667","238"
"12052","12","100","518","243"
"12053","12","101","305","248"
"12054","12","100","615","252"
"12055","12","100","717","255"
"12056","12","100","911","258"
"12057","12","300","545","263"
"12058","12","100","605","266"
"12059","12","100","566","271"
"12060","12","100","192","275"
"12061","12","101","500","279"
"12062","12","100","821","282"
"12063","12","200","856","286"
"12064","12","100","960","289"
"12065","12","100","811","294"
"12066","12","101","1045","297"
"12067","12","100","951","300"
"12068","12","101","788","303"
"12069","12","101","937","308"
"12070","12","100","808","312"
"12071","12","100","480","317"
"12072","12","100","1","322"
"12073","12","100","221","326"
"12074","12","101","17","329"
"12075","12","100","451","334"
"12076","12","100","290","337"
"12077","12","100","474","340"
"12078","12","100","391","344"
"12079","12","101","476","349"
"12080","12","100","362","354"
"12081","12","100","476","357"
"12082","12","101","561","361"
"12083","12","100","250","364"
"12084","12","100","679","368"
"12085","12","100","545","371"
"12086","12","100","198","376"
"12087","12","101","108","381"
"12088","12","100","185","385"
"12089","12","100","308","389"
"12090","12","100","534","393"
"12091","12","101","753","396"
"12092","12","100","839","399"
"12093","12","100","871","402"
"12094","12","101","813","405"
"12095","12","100","674","410"
"12096","12","200","303","413"
"12097","12","100","496","418"
"12098","12","100","985","423"
"12099","12","101","1071","426"
"12100","12","100","930","429"
"12101","12","100","786","434"
"12102","12","400","954","439"
"12103","12","100","747","443"
"12104","12","100","819","448"
"12105","12","300","547","452"
"12106","12","101","928","457"
"12107","12","100","879","462"
"12108","12","100","616","465"
"12109","12","101","420","469"
"12110","12","100","670","472"
"12111","12","100","1074","476"
"12112","12","100","581","481"
"12113","12","101","194","484"
"12114","12","100","96","489"
"12115","12","100","520","493"
"12116","12","100","769","497"
"12117","12","100","905","501"
"12118","12","101","950","509"
"12119","12","100","509","514"
"12120","12","100","390","522"
"12121","12","101","294","525"
"12122","12","100","185","528"
"12123","12","100","36","531"
"12124","12","400","380","534"
"12125","12","100","242","538"
"12126","12","100","539","543"
"12127","12","101","630","546"
"12128","12","100","925","551"
"12129","12","100","478","554"
"12130","12","100","810","557"
"12131","12","101","1166","562"
"12132","12","100","832","567"
"12133","12","100","1113","572"
"12134","12","100","613","575"
"12135","12","100","1054","579"
"12136","12","100","596","583"
"12137","12","100","902","586"
"12138","12","100","589","591"
"12139","12","100","316","596"
"12140","12","101","651","599"
"12141","12","100","186","604"
"12142","12","101","607","607"
"12143","12","100","1097","612"
"12144","12","101","808","616"
"12145","12","100","409","619"
"12146","12","100","56","622"
"12147","12","101","363","625"
"12148","12","100","828","629"
"12149","12","300","562","632"
"12150","12","100","608","636"
"12151","12","100","504","641"
"12152","12","200","378","646"
"12153","12","100","203","651"
"12154","12","100","655","654"
"12155","12","101","383","658"
"12156","12","100","166","663"
"12157","12","101","85","666"
"12158","12","100","261","670"
"12159","12","100","40","673"
"12160","12","100","89","675"
"12161","12","400","541","680"
"12162","12","100","653","683"
"12163","12","100","1112","686"
"12164","12","101","643","690"
"12165","12","100","709","694"
"12166","12","100","743","698"
"12167","12","100","513","702"
"12168","12","100","409","707"
"12169","12","101","160","711"
"12170","12","100","522","715"
"12171","12","101","899","719"
"12172","12","100","741","724"
"12173","12","100","1020","728"
"12174","12","101","638","734"
"12175","12","100","1011","739"
"12176","12","100","824","742"
"12177","12","100","570","745"
"12178","12","100","102","751"
"12179","12","101","468","757"
"12180","12","100","12","763"
"12181","12","100","310","768"
"12182","12","101","194","772"
"12183","12","100","159","777"
"12184","12","100","48","781"
"12185","12","101","194","786"
"12186","12","100","650","792"
"12187","12","101","277","797"
"12188","12","100","81","802"
"12189","12","100","568","805"
"12190","12","100","915","808"
"12191","12","100","1117","812"
"12192","12","100","881","817"
"12193","12","100","748","823"
"12194","12","100","475","828"
"12195","12","101","70","833"
"12196","12","100","304","837"
"12197","12","100","514","841"
"12198","12","100","784","845"
"12199","12","100","884","850"
"12200","12","101","792","855"
"13001","13","100","314","30"
"13002","13","100","722","35"
"13003","13","100","857","39"
"13004","13","100","763","42"
"13005","13","100","538","46"
"13006","13","101","772","49"
"13007","13","100","274","53"
"13008","13","100","532","56"
"13009","13","100","163","60"
"13010","13","100","295","65"
"13011","13","101","382","68"
"13012","13","100","698","73"
"13013","13","100","291","76"
"13014","13","100","445","81"
"13015","13","101","351","85"
"13016","13","100","538","89"
"13017","13","100","630","94"
"13018","13","100","917","97"
"13019","13","101","674","102"
"13020","13","100","526","107"
"13021","13","100","249","112"
"13022","13","100","464","117"
"13023","13","101","414","121"
"13024","13","100","449","124"
"13025","13","100","490","129"
"13026","13","101","658","133"
"13027","13","100","613","138"
"13028","13","100","786","143"
"13029","13","101","1027","148"
"13030","13","100","715","153"
"13031","13","100","420","158"
"13032","13","101","471","163"
"13033","13","100","160","167"
"13034","13","100","572","171"
"13035","13","100","458","174"
"13036","13","100","407","179"
"13037","13","100","713","183"
"13038","13","100","1110","188"
"13039","13","101","1039","191"
"13040","13","100","651","196"
"13041","13","100","695","200"
"13042","13","100","264","205"
"13043","13","100","2","208"
"13044","13","101","147","212"
"13045","13","100","417","215"
"13046","13","400","549","220"
"13047","13","100","748","223"
"13048","13","100","1104","228"
"13049","13","101","943","232"
"13050","13","100","801","236"
"13051","13","100","638","239"
"13052","13","100","494","243"
"13053","13","101","30","246"
"13054","13","100","420","251"
"13055","13","100","758","254"
"13056","13","100","877","257"
"13057","13","300","725","262"
"13058","13","100","697","267"
"13059","13","100","334","271"
"13060","13","100","198","274"
"13061","13","101","88","277"
"13062","13","100","120","282"
"13063","13","200","571","285"
"13064","13","100","620","288"
"13065","13","100","569","291"
"13066","13","101","171","294"
"13067","13","100","58","298"
"13068","13","101","237","303"
"13069","13","101","583","308"
"13070","13","100","759","313"
"13071","13","100","1091","318"
"13072","13","100","885","322"
"13073","13","100","926","325"
"13074","13","101","841","328"
"13075","13","100","342","332"
"13076","13","100","253","337"
"13077","13","100","19","342"
"13078","13","100","217","347"
"13079","13","101","251","350"
"13080","13","400","701","355"
"13081","13","100","1043","359"
"13082","13","101","827","362"
"13083","13","100","748","366"
"13084","13","100","389","371"
"13085","13","100","265","376"
"13086","13","100","664","380"
"13087","13","101","906","385"
"13088","13","100","1129","390"
"13089","13","100","704","394"
"13090","13","100","996","398"
"13091","13","101","598","401"
"13092","13","100","379","405"
"13093","13","100","609","410"
"13094","13","101","432","413"
"13095","13","100","375","416"
"13096","13","200","818","421"
"13097","13","100","388","424"
"13098","13","100","449","429"
"13099","13","101","149","432"
"13100","13","100","19","435"
"13101","13","100","128","438"
"13102","13","100","519","443"
"13103","13","100","220","447"
"13104","13","300","434","452"
"13105","13","100","657","456"
"13106","13","101","478","460"
"13107","13","100","628","464"
"13108","13","100","682","467"
"13109","13","101","619","472"
"13110","13","100","818","477"
"13111","13","100","549","480"
"13112","13","100","708","483"
"13113","13","101","347","488"
"13114","13","100","391","493"
"13115","13","100","6","496"
"13116","13","100","355","501"
"13117","13","100","792","504"
"13118","13","100","933","508"
"13119","13","101","1065","512"
"13120","13","100","889","517"
"13121","13","100","436","522"
"13122","13","100","236","525"
"13123","13","101","2","530"
"13124","13","100","167","533"
"13125","13","100","448","536"
"13126","13","400","730","541"
"13127","13","100","1022","545"
"13128","13","100","1182","550"
"13129","13","101","767","554"
"13130","13","100","844","559"
"13131","13","100","1189","564"
"13132","13","100","835","569"
"13133","13","101","567","574"
"13134","13","100","109","577"
"13135","13","100","454","580"
"13136","13","100","350","584"
"13137","13","100","50","590"
"13138","13","100","464","596"
"13139","13","100","690","599"
"13140","13","100","271","602"
"13141","13","100","93","607"
"13142","13","101","158","611"
"13143","13","100","59","614"
"13144","13","101","134","617"
"13145","13","100","496","623"
"13146","13","101","108","629"
"13147","13","100","526","634"
"13148","13","100","394","637"
"13149","13","101","170","642"
"13150","13","100","333","646"
"13151","13","100","403","651"
"13152","13","100","332","657"
"13153","13","100","649","660"
"13154","13","100","170","663"
"13155","13","300","567","668"
"13156","13","100","251","673"
"13157","13","101","706","676"
"13158","13","100","268","682"
"13159","13","101","760","686"
"13160","13","100","582","692"
"13161","13","100","875","695"
"13162","13","400","727","701"
"13163","13","100","293","705"
"13164","13","101","191","710"
"13165","13","100","450","714"
"13166","13","100","226","719"
"13167","13","100","266","723"
"13168","13","100","710","726"
"13169","13","101","244","730"
"13170","13","100","701","733"
"13171","13","101","389","737"
"13172","13","100","316","742"
"13173","13","100","743","746"
"13174","13","101","819","750"
"13175","13","100","1100","754"
"13176","13","100","987","758"
"13177","13","100","774","762"
"13178","13","100","578","767"
"13179","13","100","513","770"
"13180","13","100","152","773"
"13181","13","101","203","776"
"13182","13","100","473","781"
"13183","13","100","53","784"
"13184","13","101","254","788"
"13185","13","100","741","792"
"13186","13","101","829","795"
"13187","13","100","701","798"
"13188","13","100","1058","801"
"13189","13","100","1159","804"
"13190","13","200","773","809"
"13191","13","100","988","813"
"13192","13","100","1166","816"
"13193","13","100","1083","821"
"13194","13","100","656","825"
"13195","13","101","918","828"
"13196","13","100","742","832"
"13197","13","100","577","837"
"13198","13","100","323","840"
"13199","13","100","588","844"
"13200","13","101","408","850"
"14001","14","100","314","30"
"14002","14","100","666","34"
"14003","14","100","376","37"
"14004","14","100","526","47"
"14005","14","100","933","53"
"14006","14","101","1119","58"
"14007","14","100","683","62"
"14008","14","100","208","65"
"14009","14","100","470","70"
"14010","14","100","235","72"
"14011","14","101","546","74"
"14012","14","100","414","79"
"14013","14","100","828","85"
"14014","14","100","1122","90"
"14015","14","101","666","93"
"14016","14","100","1013","99"
"14017","14","100","1134","103"
"14018","14","100","1187","105"
"14019","14","101","848","111"
"14020","14","100","560","116"
"14021","14","100","611","119"
"14022","14","100","468","123"
"14023","14","101","320","125"
"14024","14","100","470","131"
"14025","14","100","330","133"
"14026","14","101","411","139"
"14027","14","100","205","141"
"14028","14","100","298","147"
"14029","14","101","257","153"
"14030","14","100","401","155"
"14031","14","100","716","157"
"14032","14","101","501","162"
"14033","14","100","781","168"
"14034","14","100","322","174"
"14035","14","100","660","177"
"14036","14","100","403","183"
"14037","14","100","226","189"
"14038","14","100","91","195"
"14039","14","101","212","197"
"14040","14","100","181","202"
"14041","14","100","103","205"
"14042","14","100","231","210"
"14043","14","100","700","214"
"14044","14","101","446","217"
"14045","14","100","499","223"
"14046","14","400","728","229"
"14047","14","100","1026","231"
"14048","14","100","989","236"
"14049","14","101","823","238"
"14050","14","100","1151","243"
"14051","14","100","737","249"
"14052","14","100","832","252"
"14053","14","101","604","257"
"14054","14","100","678","261"
"14055","14","100","1142","264"
"14056","14","100","1186","267"
"14057","14","300","985","272"
"14058","14","100","738","274"
"14059","14","100","573","280"
"14060","14","100","278","285"
"14061","14","101","56","288"
"14062","14","100","492","291"
"14063","14","200","628","294"
"14064","14","100","499","300"
"14065","14","100","103","304"
"14066","14","101","206","309"
"14067","14","100","500","312"
"14068","14","101","36","317"
"14069","14","101","497","322"
"14070","14","100","323","326"
"14071","14","100","83","330"
"14072","14","100","356","334"
"14073","14","100","86","336"
"14074","14","101","509","340"
"14075","14","100","845","342"
"14076","14","100","346","347"
"14077","14","100","98","353"
"14078","14","100","309","358"
"14079","14","101","716","362"
"14080","14","400","929","366"
"14081","14","100","1042","369"
"14082","14","101","598","373"
"14083","14","100","446","375"
"14084","14","100","521","378"
"14085","14","100","632","380"
"14086","14","100","813","383"
"14087","14","101","573","388"
"14088","14","100","915","390"
"14089","14","100","995","392"
"14090","14","100","1096","394"
"14091","14","101","1063","397"
"14092","14","100","666","403"
"14093","14","100","434","407"
"14094","14","101","376","409"
"14095","14","100","642","412"
"14096","14","200","533","418"
"14097","14","100","906","424"
"14098","14","100","1105","426"
"14099","14","101","731","431"
"14100","14","100","1048","434"
"14101","14","100","847","438"
"14102","14","100","498","443"
"14103","14","100","130","449"
"14104","14","100","77","454"
"14105","14","100","38","456"
"14106","14","101","517","458"
"14107","14","100","764","460"
"14108","14","100","655","463"
"14109","14","101","457","466"
"14110","14","100","205","468"
"14111","14","100","463","474"
"14112","14","100","741","479"
"14113","14","101","412","484"
"14114","14","100","65","488"
"14115","14","100","443","491"
"14116","14","100","194","494"
"14117","14","300","200","500"
"14118","14","100","341","506"
"14119","14","101","827","510"
"14120","14","100","1164","516"
"14121","14","100","726","518"
"14122","14","100","787","522"
"14123","14","101","1185","525"
"14124","14","100","984","527"
"14125","14","100","900","529"
"14126","14","400","645","532"
"14127","14","100","591","534"
"14128","14","100","912","537"
"14129","14","101","663","543"
"14130","14","100","214","548"
"14131","14","100","375","553"
"14132","14","100","265","558"
"14133","14","101","383","560"
"14134","14","100","77","562"
"14135","14","100","271","566"
"14136","14","100","563","572"
"14137","14","100","304","578"
"14138","14","100","174","583"
"14139","14","100","0","586"
"14140","14","100","371","589"
"14141","14","100","510","595"
"14142","14","101","712","598"
"14143","14","100","341","604"
"14144","14","101","302","608"
"14145","14","100","471","614"
"14146","14","101","627","618"
"14147","14","100","702","621"
"14148","14","100","223","627"
"14149","14","101","715","633"
"14150","14","100","1014","636"
"14151","14","100","726","642"
"14152","14","400","295","648"
"14153","14","100","514","654"
"14154","14","100","391","656"
"14155","14","300","589","659"
"14156","14","100","724","662"
"14157","14","101","619","664"
"14158","14","100","171","670"
"14159","14","101","497","675"
"14160","14","100","612","677"
"14161","14","100","188","683"
"14162","14","100","434","685"
"14163","14","100","16","691"
"14164","14","101","118","695"
"14165","14","100","262","700"
"14166","14","100","707","706"
"14167","14","100","618","708"
"14168","14","100","429","711"
"14169","14","101","918","717"
"14170","14","100","845","722"
"14171","14","101","678","725"
"14172","14","100","955","729"
"14173","14","100","673","735"
"14174","14","101","569","738"
"14175","14","100","282","743"
"14176","14","200","400","746"
"14177","14","100","498","750"
"14178","14","100","994","754"
"14179","14","100","1198","760"
"14180","14","100","703","766"
"14181","14","101","790","771"
"14182","14","100","443","777"
"14183","14","100","388","781"
"14184","14","101","587","784"
"14185","14","100","431","790"
"14186","14","101","27","795"
"14187","14","100","389","800"
"14188","14","100","592","803"
"14189","14","100","914","805"
"14190","14","100","1025","810"
"14191","14","100","650","813"
"14192","14","100","197","815"
"14193","14","100","530","818"
"14194","14","100","389","823"
"14195","14","101","881","829"
"14196","14","100","1171","833"
"14197","14","100","963","836"
"14198","14","100","1188","841"
"14199","14","100","938","847"
"14200","14","101","408","855"
