7b87dc8f030cbf2b566a140ddc42f3a074b506aefd1250d269d3e85e134f11fa,d5d21215ee37d3892f977063a2a46fd8aec4bdd4e1e1fad6b90af9eef4d6a4e6,8e5e6d55cfc4c3b351265c906cabe0ec7204464377f9ce4cac0f43805508595a,50876e7001b9a8b73772cbba44507ecf6ba1e5d1134f3f164674ff3abf51cf12,b1805e111b523f4012f2165ed64bf47c9741f168c103627a4e81a4b215a96751,b8c66dbe6b69cdcc01ecb2c41d4a5a5243bb8175bad16c4403ed4f3c40384750,d162a3f9c7429a72b75dcfe28ca8506a305cacc5922d37c1cfa5e3f294833603,35d333589f8b1e00ce8cf71a3269d4311925b6a15a755177ece1674a98f2b4d6,51c57d924f13c1c14887a001fc147683a0cf49a59fca5e5dfe688e2db8363a96,e9992d031313373227d43c8ee2e551cb36d3d1841b612c84b217e217f3344d30,b82e63d943e0824ff54895906ef257d12a36634f8107dcf83430a53084841519,f873da8fd89f477f5d064dcd457f59340a594478f7a710205d9b81df2148571f,e352b4bb5947c81aa176d59dfc587f8659c38017bd265ceb45ce3e6ed9628d75
"3120013","짚신에 분 바르기","0","돼지 목에 진주 목걸이","0","개 발에 편자","0","범에 날개","0","1","1","1","0"
"3120014","가랑비","0","소비","0","여우비","0","신비","0","1","0","1","0"
"3120015","축하","0","바닥","0","지하","0","영하","0","0","1","1","1"
"3120016","말씀드리다","0","먹다","0","여쭙다","0","죽다","0","1","0","1","0"
"3121001","로리타 할망구","0","망할 고양이","0","망할 엘프","0","망할 안경","0","1","1","0","0"
"3121002","오브젝트","0","크리에이션","0","미러","0","아발론","0","1","1","0","0"
"3130001","아도니스","0","백일홍","0","고비","0","우비","0","1","1","0","0"
"3130002","추어","0","문어","0","갈치","0","농어","0","1","0","1","1"
"3130004","마부위침","0","대기만성","0","근하신년","0","부화뇌동","0","1","1","0","0"
"3130005","결초보은","0","반포지효","0","회자정리","0","주경야독","0","1","1","0","0"
"3130006","경국지색","0","가인박명","0","절세미인","0","단도직입","0","1","1","1","0"
"3130007","이심전심","0","삼위일체","0","의기소침","0","흥미심심","0","1","1","1","0"
"3130010","담소하다","0","열없다","0","소담하다","0","낙락하다","0","1","1","1","0"
"3130011","배","0","진","0","수","0","독","0","1","1","1","0"
"3130013","부질없다","0","무익하다","0","무소가취하다","0","유족하다","0","1","1","1","0"
"3130014","근면함","0","건강함","0","게으름","0","허약함","0","1","1","0","0"
"3130016","개나리","0","벚꽃","0","수국","0","코스모스","0","1","1","0","0"
"3131001","연옥","0","혈맹","0","전기","0","명공","0","1","1","0","0"
"3131002","엑스터시","0","트랜스","0","트립","0","망상","0","1","1","0","0"
"3210001","토마토","0","가지","0","오이","0","무","0","1","1","1","0"
"3210002","폐","0","신장","0","간장","0","심장","0","1","1","0","0"
"3210003","호흡기","0","배출기","0","순환기","0","분위기","0","1","1","1","0"
"3210005","오징어","0","문어","0","해삼","0","말미잘","0","1","1","0","0"
"3210006","캥거루","0","코알라","0","멧돼지","0","나무늘보","0","1","1","0","0"
"3210008","명주","0","내장산띠","0","색팽이","0","골뱅이","0","1","1","0","0"
"3210009","노랑나비","0","배추흰나비","0","잔나비","0","양귀비","0","1","1","0","0"
"3210010","계지","0","중지","0","검지","0","엄지","0","1","1","0","0"
"3210011","A형","0","B형","0","C형","0","D형","0","1","1","0","0"
"3210013","바지락","0","대합","0","소라게","0","새우","0","1","1","0","0"
"3210014","토끼","0","말","0","사자","0","늑대","0","1","1","0","0"
"3210015","코뿔소","0","사슴","0","곰","0","코알라","0","1","1","0","0"
"3211001","스즈나","0","하츠네","0","미소기","0","사렌","0","1","1","0","0"
"3211002","호마레","0","카야","0","이노리","0","미후유","0","1","1","1","0"
"3220001","지네","0","거미","0","개미","0","소금쟁이","0","1","1","0","0"
"3220002","메뚜기","0","지렁이","0","개구리","0","사람","0","1","1","0","0"
"3220003","쥐치","0","볼락","0","날치","0","초롱아귀","0","1","1","0","0"
"3220006","구피","0","베타","0","금붕어","0","송사리","0","1","1","0","0"
"3220007","튤립","0","히아신스","0","해바라기","0","민들레","0","1","1","0","0"
"3220009","북태평양참","0","향유","0","대왕","0","백상아리","0","1","1","1","0"
"3220011","따오기","0","두루미","0","동박새","0","너구리","0","1","1","0","0"
"3220012","수박","0","멜론","0","딸기","0","사과","0","1","1","1","0"
"3220013","물","0","빛","0","이산화탄소","0","산소","0","1","1","1","0"
"3220014","해캄","0","물벼룩","0","좁쌀공말","0","철써기","0","1","1","1","0"
"3220015","치와와","0","퍼그","0","시츄","0","소말리","0","1","1","1","0"
"3220016","애벌레","0","박각시나방","0","갯강구","0","유글레나","0","1","1","0","0"
"3221001","모니카","0","미미","0","유카리","0","쿄우카","0","1","1","0","0"
"3221002","토모","0","시오리","0","모니카","0","하츠네","0","1","1","1","0"
"3230001","소","0","양","0","쥐","0","사자","0","1","1","0","0"
"3230004","괭이갈매기","0","살쾡이","0","사자","0","호랑이","0","0","1","1","1"
"3230005","상아질","0","에나멜질","0","시멘트질","0","신경질","0","1","1","1","0"
"3230006","울새","0","휘파람새","0","큰유리새","0","퍼핀","0","1","1","1","0"
"3230007","코스모스","0","금잔화","0","달리아","0","부레옥잠","0","1","1","1","0"
"3230008","악어","0","도롱뇽","0","돌고래","0","일본원숭이","0","1","1","0","0"
"3230010","하늘다람쥐","0","박쥐","0","콘도르","0","부엉이","0","1","1","0","0"
"3230011","날다람쥐","0","돌고래","0","펭귄","0","타조","0","1","1","0","0"
"3230012","도마뱀붙이","0","불배 도롱뇽","0","박쥐","0","달팽이","0","0","1","1","1"
"3230013","머리","0","가슴","0","배","0","엉덩이","0","1","1","1","0"
"3230014","제비","0","큰고니","0","재두루미","0","참새","0","1","1","1","0"
"3230016","뱀","0","거북이","0","박쥐","0","사람","0","1","1","0","0"
"3231001","콧코로","0","셰피","0","페코린느","0","캬루","0","1","1","0","0"
"3231002","콧코로","0","레이","0","호마레","0","라비리스타","0","1","1","1","0"
"3310001","2","0","4","0","1","0","3","0","1","1","0","0"
"3310003","은","0","알루미늄","0","동","0","금","0","1","1","0","0"
"3310005","미터","0","척","0","인치","0","패럿","0","1","1","1","0"
"3310006","사인","0","코사인","0","탄젠트","0","히로인","0","1","1","1","0"
"3310007","정방형","0","마름모꼴","0","장방형","0","부채꼴","0","1","1","1","0"
"3310008","405","0","215","0","827","0","112","0","1","1","0","0"
"3310009","L","0","E","0","D","0","A","0","1","1","1","0"
"3310010","철","0","알루미늄","0","금","0","은","0","0","1","1","1"
"3310012","비눗물","0","수산화나트륨 수용액","0","증류수","0","질산","0","1","1","0","0"
"3310013","빨간색","0","남색","0","초록색","0","분홍색","0","1","1","1","0"
"3310014","6","0","5","0","4","0","3","0","1","1","0","0"
"3310015","10:6","0","4:1","0","15:9","0","12:8","0","1","0","1","0"
"3311001","솔의 탑","0","오마","0","랜드솔","0","캐슬 오브 파르페","0","1","1","1","0"
"3311002","FUN FUN FARM","0","캐슬 오브 파르페","0","솔의 탑","0","오마","0","1","1","0","0"
"3320001","권적운","0","적란운","0","비늘구름","0","행운","0","1","1","1","0"
"3320002","데네브","0","알타이르","0","베가","0","안타레스","0","1","1","1","0"
"3320003","받침점","0","힘점","0","작용점","0","교점","0","1","1","1","0"
"3320004","전도","0","대류","0","방사","0","반사","0","1","1","1","0"
"3320005","111","0","11111","0","111111","0","1111","0","1","0","1","0"
"3320007","빨강","0","파랑","0","초록","0","노랑","0","1","1","1","0"
"3320008","지구","0","천왕성","0","해왕성","0","명왕성","0","1","1","1","0"
"3320010","백조자리","0","독수리자리","0","작은개자리","0","큰개자리","0","1","1","0","0"
"3320011","레몬즙","0","염산","0","소금물","0","암모니아수","0","1","1","0","0"
"3320014","염소","0","브로민","0","산소","0","이산화탄소","0","1","1","0","0"
"3320015","산소와 섞어서 태우면 소리가 난다","0","가장 가벼운 기체다","0","물빛이다","0","찌르는 냄새가 있다","0","1","1","0","0"
"3320016","3","0","2","0","1","0","0","0","1","1","0","0"
"3321001","리틀 리리컬","0","루센트 학원","0","메르쿠리우스 재단","0","왕궁기사단","0","1","1","0","0"
"3321002","청량 효과","0","목・코의 보습 효과","0","피부 미용 효과","0","보온 효과","0","1","1","0","0"
"3330001","큰개자리","0","늑대자리","0","큰곰자리","0","염소자리","0","1","1","1","0"
"3330002","베텔기우스","0","리겔","0","알타이르","0","시리우스","0","1","1","0","0"
"3330003","유문암","0","현무암","0","안산암","0","섬록암","0","1","1","1","0"
"3330004","칼슘","0","마그네슘","0","알루미늄","0","칼륨","0","1","1","0","0"
"3330007","산소","0","탄소","0","이소","0","화소","0","1","1","0","0"
"3330010","10의 2승","0","2×2×5×5","0","루트 1000","0","6!","0","1","1","0","0"
"3330011","4+5+6","0","루트 225","0","2×3×4","0","112÷7","0","1","1","0","0"
"3330012","탄소","0","수소","0","산소","0","질소","0","1","1","1","0"
"3330013","염산","0","질산","0","황산","0","수산화나트륨","0","1","1","0","0"
"3330014","눈","0","안개","0","진눈깨비","0","여우비","0","1","1","1","0"
"3330015","불소","0","염소","0","규소","0","질소","0","1","1","0","0"
"3330016","흑연","0","다이아몬드","0","플러렌","0","오존","0","1","1","1","0"
"3331001","카스탈리아 숲","0","페테로 대삼림","0","케레스 삼림","0","이리스 밀림","0","1","1","0","0"
"3331002","시오네 수림","0","헬리케 거목","0","이오카스테 바위 산","0","아르바 해빈 구릉","0","1","1","1","0"
"3410001","목욕탕","0","화장실","0","부엌","0","현관","0","1","1","1","0"
"3410002","경찰관","0","소방관","0","변호사","0","경비원","0","1","1","0","0"
"3410003","잡지","0","골판지","0","신문지","0","형광등","0","1","1","1","0"
"3410004","노랑","0","초록","0","주황","0","파랑","0","1","1","0","0"
"3410005","아젠다","0","FTF","0","월루","0","칼퇴","0","1","1","0","0"
"3410006","빨강","0","파랑","0","노랑","0","보라","0","1","1","1","0"
"3410007","Reduce","0","Reuse","0","Recycle","0","Restart","0","1","1","1","0"
"3410008","아내","0","조부","0","손자","0","친구","0","1","1","1","0"
"3410010","다지기","0","채치기","0","싹둑썰기","0","백설기","0","1","1","1","0"
"3410011","낫토","0","두부","0","두유","0","두반장","0","1","1","1","0"
"3410013","블랙 페퍼","0","화이트 페퍼","0","핑크 페퍼","0","레드 페퍼","0","1","1","1","0"
"3410015","우롱","0","푸얼","0","자스민","0","블루마운틴","0","1","1","1","0"
"3411001","유이","0","레이","0","히요리","0","카오리","0","1","1","1","0"
"3411002","미미","0","미소기","0","쿄우카","0","유니","0","1","1","1","0"
"3420001","석유","0","석탄","0","천연가스","0","장작","0","1","1","1","0"
"3420002","사법","0","입법","0","행정","0","헌법","0","1","1","1","0"
"3420003","전기세","0","수도세","0","교통비","0","신문 구독료","0","1","1","0","0"
"3420004","근하신년","0","하정","0","영춘","0","석춘","0","1","1","1","0"
"3420005","매우 높은 물결","0","시간당 강수량","0","아침 최저 기온","0","매우 거친 살결","0","1","1","1","0"
"3420007","AA","0","AAA","0","FC-1","0","Z","0","1","1","1","0"
"3420009","마이너스","0","플러스","0","복스","0","슬라이스","0","1","1","1","0"
"3420010","비단 두부","0","모두부","0","순두부","0","후두부","0","1","1","1","0"
"3420011","치즈","0","버터","0","요구르트","0","마요네즈","0","1","1","1","0"
"3420012","오믈렛","0","스크램블 에그","0","에그 베네딕트","0","카르파초","0","1","1","1","0"
"3420014","멥쌀","0","찹쌀","0","등쌀","0","눈쌀","0","1","1","0","0"
"3420015","우동","0","스파게티","0","잔치국수","0","메밀국수","0","1","1","1","0"
"3421001","캬루","0","니논","0","리노","0","에리코","0","1","1","0","0"
"3421002","프리미엄 뽑기","0","레어 뽑기","0","캐러밴 뽑기","0","주먹밥 뽑기","0","1","1","0","0"
"3430001","E","0","Z","0","G","0","P","0","1","1","0","0"
"3430002","중꺾마","0","폼 미쳤다","0","너 T야?","0","콩나물 팍팍 무쳤냐?","0","1","1","1","0"
"3430004","냉장고","0","세탁기","0","청소기","0","갈바닉","0","1","1","1","0"
"3430005","제우스","0","헤파이스토스","0","아프로디테","0","헤라클레스","0","1","1","1","0"
"3430007","지반침하","0","소음","0","진동","0","독감","0","1","1","1","0"
"3430008","수동 휠체어","0","성인용 보행기","0","전동 침대","0","에스컬레이터","0","1","1","1","0"
"3430009","생후 6개월","0","유치원생","0","초3","0","중3","0","1","1","0","0"
"3430010","식초","0","기름","0","계란","0","우유","0","1","1","1","0"
"3430011","소주","0","위스키","0","맥주","0","와인","0","1","1","1","0"
"3430012","간장","0","식초","0","송장","0","물망초","0","1","1","0","0"
"3430013","달래","0","냉이","0","민들레","0","우엉","0","1","1","1","0"
"3430015","콘프레이크","0","그래놀라","0","오트밀","0","살라미","0","1","1","1","0"
"3431001","양보할 수 없는 서머 게임","0","서머 게임의 패자","0","플래그는 양보할 수 없어","0","모래사장의 프린세스","0","1","1","0","0"
"3431002","물가의 4번 견습","0","물가의 슬러거","0","물가의 부동의 4번","0","푸우키치 스트라이크","0","1","1","1","0"
"3510001","오델로","0","바둑","0","체스","0","장기","0","1","1","1","0"
"3510002","퉁소","0","플루트","0","리코더","0","바이올린","0","1","1","1","0"
"3510003","북","0","클라리넷","0","퉁소","0","인터넷","0","1","1","1","0"
"3510004","폰","0","퀸","0","비숍","0","제너럴","0","1","1","1","0"
"3510005","왕장","0","보","0","기사","0","탑","0","1","1","0","0"
"3510006","모노폴리","0","트위스터","0","다트","0","트럼프","0","1","1","1","0"
"3510007","3","0","4","0","1","0","2","0","1","1","1","0"
"3510008","퐁","0","치","0","깡","0","쯔모","0","1","1","1","0"
"3510009","파","0","라","0","시","0","미","0","1","1","0","0"
"3510013","바이올린","0","콘트라베이스","0","파이프 오르간","0","플루트","0","1","1","0","0"
"3510014","탬버린","0","팀파니","0","트라이앵글","0","베이스","0","1","1","1","0"
"3510015","플루트","0","바순","0","트럼펫","0","튜바","0","1","1","0","0"
"3511001","","1","","2","","3","","4","1","1","0","0"
"3511002","프린세스 오브","0","퓨어 메모리 피스","0","메모리 피스","0","프린세스 하트","0","1","1","1","0"
"3520001","스테일메이트","0","체크메이트","0","캐스트","0","스트레이트","0","1","1","0","0"
"3520002","친치로링","0","쌍육","0","마작","0","화투","0","1","1","1","0"
"3520003","블러디 메리","0","레드아이","0","스크류드라이버","0","진토닉","0","1","1","0","0"
"3520004","비올라","0","바이올린","0","첼로","0","기타","0","1","1","1","0"
"3520005","찔러서 먹기","0","밥그릇 위에 올리기","0","음식 집어서 건네기","0","가로로 놓기","0","1","1","1","0"
"3520006","윷놀이","0","널뛰기","0","투호","0","펜싱","0","1","1","1","0"
"3520009","포석","0","복기","0","건배","0","육수","0","1","1","0","0"
"3520010","업라이트","0","그랜드","0","일렉트릭","0","그레이트","0","1","1","1","0"
"3520011","벚꽃","0","매화꽃","0","복숭아꽃","0","동백꽃","0","1","1","0","0"
"3520012","C","0","D","0","K","0","Q","0","1","1","0","0"
"3520015","검은색","0","흰색","0","회색","0","빨간색","0","1","1","1","0"
"3520016","S","0","U","0","V","0","E","0","1","1","1","0"
"3521001","바닐라","0","민트","0","초코","0","딸기","0","1","1","0","0"
"3521002","딸기","0","포도","0","키위","0","멜론","0","1","1","1","0"
"3530001","홀수","0","레드","0","1~12","0","40","0","1","1","1","0"
"3530002","문양지","0","실크지","0","순지","0","묵은지","0","1","1","1","0"
"3530003","우쿨렐레","0","밴조","0","끄랍쿠","0","마라카스","0","1","1","0","0"
"3530005","J","0","A","0","9","0","2","0","1","1","0","0"
"3530006","Carbon","0","Copy","0","Creative","0","Call","0","1","1","0","0"
"3530007","아쿠아마린","0","다이아몬드","0","루비","0","금","0","1","1","1","0"
"3530008","Cut","0","Color","0","Carat","0","Coupon","0","1","1","1","0"
"3530010","10000","0","5000","0","1000","0","2500","0","1","1","1","0"
"3530011","플루트","0","피콜로","0","오보에","0","클라리넷","0","1","1","0","0"
"3530012","스트레이트","0","플래시","0","풀 하우스","0","쓰리 페어","0","1","1","1","0"
"3530013","포커","0","다우트","0","스피드","0","요트","0","1","1","1","0"
"3530016","멧돼지","0","나비","0","잉어","0","은행나무","0","1","1","0","0"
"3531001","그릇에 올려, 후~후~후~","0","처음엔 약한 불에서 보글보글","0","아가가 울어도 열면 안 돼요","0","끓으면 센 불","0","0","1","1","1"
"3531002","젤리를 넣은 팥 붕어빵","0","호화로운 붕어빵","0","레인보우 붕어빵","0","플래티넘 붕어빵","0","1","1","0","0"
"3610003","댄스","0","철봉","0","평균대","0","링","0","0","1","1","1"
"3610004","손모아 장갑","0","라켓","0","배트","0","미트","0","1","1","0","0"
"3610005","테니스","0","야구","0","축구","0","농구","0","1","1","0","0"
"3610006","양궁","0","궁도","0","검도","0","라크로스","0","1","1","0","0"
"3610007","수영","0","스키","0","레슬링","0","유도","0","1","1","0","0"
"3610008","배구","0","배드민턴","0","테니스","0","농구","0","1","1","1","0"
"3610010","스키","0","스케이트","0","테니스","0","서핑","0","1","1","0","0"
"3610011","골키퍼","0","공격수","0","미드필더","0","수비수","0","0","1","1","1"
"3610012","아이스하키","0","축구","0","테니스","0","야구","0","1","1","0","0"
"3610013","검도","0","펜싱","0","레슬링","0","스카이다이빙","0","1","1","0","0"
"3610014","레슬링","0","유도","0","복싱","0","검도","0","1","1","1","0"
"3610015","서핑","0","스노클링","0","스카이다이빙","0","복싱","0","1","1","0","0"
"3611001","라스 드래곤","0","흑월의 수호상","0","포세이돈・폭풍의 창","0","재버워크","0","1","1","1","0"
"3611002","노조미","0","쿠우카","0","리마","0","미야코","0","1","1","0","0"
"3620001","25m","0","50m","0","100m","0","15m","0","1","1","0","0"
"3620002","이도류","0","찌르기","0","다리걸기","0","장외로 나감","0","1","1","0","0"
"3620003","얼굴","0","몸통","0","손목","0","정강이","0","1","1","1","0"
"3620006","배면뛰기","0","벨리롤","0","가위뛰기","0","삼단뛰기","0","1","1","1","0"
"3620007","크리켓","0","카운트 업","0","제로원","0","카운트다운","0","1","1","1","0"
"3620008","정삼각형","0","정사각형","0","정오각형","0","정육각형","0","0","0","1","1"
"3620009","빨강","0","하양","0","검정","0","파랑","0","1","1","0","0"
"3620010","수영","0","자전거","0","장거리 달리기","0","투포환","0","1","1","1","0"
"3620013","나인볼","0","세븐볼","0","파이브볼","0","일레븐볼","0","1","1","0","0"
"3620014","보디빌딩","0","데드리프트","0","스쿼트","0","벤치 프레스","0","0","1","1","1"
"3620015","1루수","0","2루수","0","레프트","0","라이트","0","1","1","0","0"
"3620016","그레코 로만","0","프리스타일","0","태그","0","올레인지","0","1","1","0","0"
"3621001","가고일・마기","0","마구스 가고일","0","가고일・버스트","0","가고일","0","1","1","0","0"
"3621002","모니카","0","사렌(여름)","0","카린","0","아메스","0","1","1","1","0"
"3630001","1번","0","5번","0","7번","0","10번","0","0","0","1","1"
"3630003","크리켓","0","얼티미트","0","블랭킷","0","로켓","0","1","1","0","0"
"3630004","배구","0","탁구","0","배드민턴","0","테니스","0","0","1","1","1"
"3630005","빨강","0","분홍","0","회색","0","갈색","0","1","0","0","1"
"3630006","대장","0","부장","0","준장","0","장군","0","1","1","0","0"
"3630007","포수","0","1루수","0","2루수","0","3루수","0","1","1","0","0"
"3630008","오제키(大関)","0","세키와케(関脇)","0","코무스비(小結)","0","요코즈나(横綱)","0","1","1","1","0"
"3630010","마루","0","뜀틀","0","철봉","0","평행봉","0","1","1","0","0"
"3630012","셰이크 핸드","0","펜 홀더","0","그랩","0","술래잡기","0","1","1","0","0"
"3630013","포인트 가드","0","파워 포워드","0","리베로","0","디펜더","0","1","1","0","0"
"3630014","러닝백","0","센터","0","라인배커","0","슈팅가드","0","1","1","1","0"
"3630016","리베로","0","세터","0","스파이커","0","센터 블로커","0","1","1","0","0"
"3631001","터키석 노아","0","아쿠아 슬래셔","0","블루 블러드","0","가이아 바르딧슈","0","1","1","0","0"
"3631002","스프레드 어펙션","0","태풍 러브드림","0","레비아탄 랜스","0","패해희・용정명풍열파참","0","1","1","1","0"
